RAIL_FLAG,CLUSTER_APTA4,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_2012,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_cleaned_2018,POP_EMP,TSD_POP_EMP_PCT,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,JTW_HOME_PCT,MAINTENANCE_NYC,MAINTENANCE_WMATA,YEARS_SINCE_TNC_BUS_NY,YEARS_SINCE_TNC_BUS_HI,YEARS_SINCE_TNC_BUS_MID,YEARS_SINCE_TNC_BUS_LOW,YEARS_SINCE_TNC_RAIL_NY,YEARS_SINCE_TNC_RAIL_HI,YEARS_SINCE_TNC_RAIL_MID,BIKE_SHARE,scooter_flag,VRM_ADJ_log_FAC,FARE_per_UPT_cleaned_2018_log_FAC,POP_EMP_log_FAC,TSD_POP_EMP_PCT_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,MAINTENANCE_NYC_FAC,MAINTENANCE_WMATA_FAC,YEARS_SINCE_TNC_BUS_NY_FAC,YEARS_SINCE_TNC_BUS_HI_FAC,YEARS_SINCE_TNC_BUS_MID_FAC,YEARS_SINCE_TNC_BUS_LOW_FAC,YEARS_SINCE_TNC_RAIL_NY_FAC,YEARS_SINCE_TNC_RAIL_HI_FAC,YEARS_SINCE_TNC_RAIL_MID_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
0,1.0,2002,170,2217749582.0,2203565452.0,0.0,2217749582.0,0.0,1899806245.0147069,0.0,69431799.63651021,0.9102786428414076,9573567.143826585,0.5679150656233117,1.9989229721545723,39381.469965213546,9.917688029711911,3.943894077307056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2217749582.0,2217749582.0
0,1.0,2003,170,2217749582.0,2203565452.0,2217749582.0,2150502598.9999995,-67246983.00000018,2051184093.1342826,38400815.507854134,69475683.83844686,0.9168707344014717,9715711.202587085,0.566331971270963,2.3077092528229817,38481.401179128,9.826644160485746,3.943894077307056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2103647.316972433,-3693943.4272187822,13990181.359631956,-4335492.499785812,25662055.305218324,15956890.392224502,-3692440.448067688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41848661.83050896,42492966.99916002,-114028630.99915995,0.0,-71535663.99999993
0,1.0,2004,180,2396974805.0,2389867700.0,2150502598.9999995,2410970010.0,81242188.0000003,2387260607.94221,107402935.72361875,71765534.23904203,0.8811162918022641,9734314.782684496,0.5670800056848286,2.6074594940736557,38183.58992380748,9.786967609269468,3.9555663396720595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32518063.745729502,26441964.98015397,16610946.193966713,-2386187.7026357884,23178230.17011983,21777460.83321416,-3521474.759390318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105256393.40083542,107831369.6367216,-37527003.63672138,179225222.99999985,249529589.0000001
0,1.0,2005,190,2522641888.0,2541057031.0,2410970010.0,2568753503.9999986,32116410.999998577,2581977147.792493,27894525.380793586,70767074.60414761,0.908709006019361,9670224.811546005,0.5621325759866738,3.0629169958820954,37264.37843132749,9.582088124551113,3.982687664464881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25663248.66475566,-11995495.332624048,19168831.300762516,-1754605.7352062557,33791483.384815626,21025537.49001153,-5253799.884055681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29318702.558948018,29032483.98692853,3083927.013070044,125667082.9999998,157783493.9999984
0,1.0,2006,190,2522641888.0,2541057031.0,2568753503.9999986,2599108817.0000005,30355313.00000269,2649826832.4670715,67849684.67457816,70624705.90615213,0.8978368338450172,9915449.723039184,0.5616796485483977,3.355692065332699,35771.54082711947,9.461948548410053,4.30155178767887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6071816.852938104,8898712.098334465,25977963.66186872,-525639.8225307232,21273528.927623812,34076784.05209934,-5851170.528440739,-7184297.285563854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70594064.2504529,70876769.8991714,-40521456.899168715,0.0,30355313.00000269
0,1.0,2007,190,2522641888.0,2541057031.0,2599108817.0000005,2608864140.999998,9755323.999997467,2641805462.422722,-8021370.044349611,71582714.3552377,0.9208602306105821,9964969.76569808,0.5550867828387394,3.5310062793786834,36276.70610874326,9.294565235999123,4.4274885399032895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27227649.69985442,-21331533.669539586,7153720.465371561,-8048780.909391848,12158717.895757556,-11736315.806217872,-7768560.826950142,-3096425.6452738433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5441528.796389751,-5756867.078141696,15512191.078139164,0.0,9755323.999997467
0,1.0,2008,190,2522641888.0,2541057031.0,2608864140.999998,2692308348.999999,83444208.00000104,2718674779.8765135,76869317.45379102,71889164.49129106,0.9010416255067859,9988399.397412283,0.5581048095106869,3.9554554445044965,36238.91881751508,9.4554621860263,4.508747727850302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07104663719910444,0.0,12962571.360729516,16175439.837492414,4730198.573508995,3706599.0705965227,27837391.44364234,1117376.6009301422,7748047.583064921,-1878269.3166883406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1521957.5368079087,0.0,73921312.69008443,74958115.98486254,8486092.01513852,0.0,83444208.00000104
0,1.0,2009,190,2522641888.0,2541057031.0,2692308348.999999,2564111221.0,-128197127.99999961,2590289022.232737,-128385757.64377618,70967398.25016546,0.9931869137659665,9910892.792191492,0.5605866487545621,2.9101362046971992,34545.635455789095,9.56712468936851,4.71934066604225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07104663719910444,0.0,-17393263.634911742,-79614940.6214377,-4463056.4347227,3326869.320590744,-74597791.7006294,43773440.69476955,5514196.959568022,-5055634.080950146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128510179.49772336,-128135516.38570695,-61611.61429268774,0.0,-128197127.99999961
0,1.0,2010,190,2522641888.0,2541057031.0,2564111221.0,2477369489.000001,-86741731.99999885,2563061583.23124,-27227439.001496136,67087317.041166835,1.011159790656542,9893600.100512411,0.56410963816295,3.3619635552803038,33716.16047501595,9.777768115309279,4.947970199525997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12768546400986416,0.0,-75967931.44190796,-14030129.790403936,520481.82446902443,4238677.0276989285,33495994.686968133,20804688.97005677,10274899.46723442,-5228432.761692609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1297857.5007213345,0.0,-24593894.51685588,-25128900.261959877,-61612831.73803896,0.0,-86741731.99999885
0,1.0,2011,190,2522641888.0,2541057031.0,2477369489.000001,2507911502.000001,30542012.999999788,2572476130.392062,9414547.16082175,64589050.37874564,1.0324809727559339,9986664.09812566,0.5597171562192801,4.092877324958459,33057.754898560874,10.06543443647519,4.895036823554085,0.0,0.0,0.0,0.12496612797067758,0.0,0.0,0.0,0.0,0.0,0.16867203705134062,0.0,-50773094.996674195,-15576694.995151583,9450395.290868368,-5135143.5070500495,45969045.73263896,16202773.43806634,13344362.036529634,1240353.4549915618,0.0,0.0,0.0,-3914445.547079369,0.0,0.0,0.0,0.0,0.0,898587.0726522101,0.0,11706137.979791867,10406978.75624494,20135034.24375485,0.0,30542012.999999788
