CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_2012,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_cleaned_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS_NY,YEARS_SINCE_TNC_BUS_HI,YEARS_SINCE_TNC_BUS_MID,YEARS_SINCE_TNC_BUS_LOW,YEARS_SINCE_TNC_RAIL_NY,YEARS_SINCE_TNC_RAIL_HI,YEARS_SINCE_TNC_RAIL_MID,VRM_ADJ_log_FAC,FARE_per_UPT_cleaned_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_NY_FAC,YEARS_SINCE_TNC_BUS_HI_FAC,YEARS_SINCE_TNC_BUS_MID_FAC,YEARS_SINCE_TNC_BUS_LOW_FAC,YEARS_SINCE_TNC_RAIL_NY_FAC,YEARS_SINCE_TNC_RAIL_HI_FAC,YEARS_SINCE_TNC_RAIL_MID_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
1.0,0,2002,170,2217749582.0,2203565452.0,0.0,2217749582.0,0.0,2217758011.1948433,0.0,69431799.63651021,0.9102786428414076,9573567.143826585,1.9989229721545723,39381.469965213546,9.917688029711911,3.943894077307056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2217749582.0,2217749582.0
1.0,0,2003,170,2217749582.0,2203565452.0,2217749582.0,2150502598.9999995,-67246983.00000018,2250606007.4115067,32847996.216662884,69475683.83844686,0.9168707344014717,9715711.202587085,2.3077092528229817,38481.401179128,9.826644160485746,3.943894077307056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1874023.432043288,-3010596.9175394694,4487336.159614232,30156588.201205246,1759252.9332625207,-194596.48361240863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31323960.460886825,31978962.089358047,-99225945.08935821,0.0,-67246983.00000018
1.0,0,2004,180,2396974805.0,2389867700.0,2150502598.9999995,2410970010.0,81242188.0000003,2537401620.8835554,88719688.04375356,71765534.23904203,0.8811162918022641,9734314.782684496,2.6074594940736557,38183.58992380748,9.786967609269468,3.9555663396720595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27173259.96323585,20238714.74907238,5327411.757716165,27234865.92056993,2398399.648834409,-185618.95710049415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82187033.08232826,83939465.10693307,-2697277.1069328003,179225222.99999985,260467411.00000015
1.0,0,2005,190,2522641888.0,2541057031.0,2410970010.0,2568753503.9999986,32116410.999998577,2751538750.484717,16565050.966567013,70767074.60414761,0.908709006019361,9670224.811546005,3.0629169958820954,37264.37843132749,9.582088124551113,3.982687664464881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21730298.43817523,-9404524.554135034,6147884.077999042,39717084.86739495,2316833.6687762598,-276560.80639844225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16770418.815461528,16299867.533123922,15816543.466874653,125667082.9999998,157783493.9999984
1.0,0,2006,190,2522641888.0,2541057031.0,2568753503.9999986,2599108817.0000005,30355313.00000269,2781828753.266039,30290002.78132209,70624705.90615213,0.8978368338450172,9915449.723039184,3.355692065332699,35771.54082711947,9.461948548410053,4.30155178767887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5185770.680517036,6796283.5083533265,8325997.452918931,24991228.65068755,3746381.095088589,-309098.5433056457,-6415835.151742445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31949186.331483275,31908119.41304595,-1552806.4130432606,0.0,30355313.00000269
1.0,0,2007,190,2522641888.0,2541057031.0,2599108817.0000005,2608864140.999998,9755323.999997467,2799043904.0367723,17215150.770733602,71582714.3552377,0.9208602306105821,9964969.76569808,3.5310062793786834,36276.70610874326,9.294565235999123,4.4274885399032895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22813517.364025436,-16649393.003794894,2296745.8777515832,14279368.075737672,-1302973.9138253732,-410850.1907612972,-2765003.488677413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18261410.720455714,18187156.750654034,-8431832.750656571,0.0,9755323.999997467
1.0,0,2008,190,2522641888.0,2541057031.0,2608864140.999998,2692308348.999999,83444208.00000104,2861627814.6741843,62583910.637411885,71889164.49129106,0.9010416255067859,9988399.397412283,3.9554554445044965,36238.91881751508,9.4554621860263,4.508747727850302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10833233.630133301,12466206.260010023,1518819.9781863103,32709155.296798214,119637.05819169713,403702.8962377312,-1677425.0224460247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56373330.097111255,56955665.70255747,26488542.297443576,0.0,83444208.00000104
1.0,0,2009,190,2522641888.0,2541057031.0,2692308348.999999,2564111221.0,-128197127.99999961,2690223266.3662534,-171404548.30793056,70967398.25016546,0.9931869137659665,9910892.792191492,2.9101362046971992,34545.635455789095,9.56712468936851,4.71934066604225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14709430.93602286,-62135240.21772415,-1439812.36764845,-87357582.68898483,4806042.388956308,286627.37486568076,-4514119.562341756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-165063516.00890005,-162120679.26697043,33923551.26697081,0.0,-128197127.99999961
1.0,0,2010,190,2522641888.0,2541057031.0,2564111221.0,2477369489.000001,-86741731.99999885,2648609685.119942,-41613581.24631128,67087317.041166835,1.011159790656542,9893600.100512411,3.3619635552803038,33716.16047501595,9.777768115309279,4.947970199525997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64214645.48446592,-11024891.029638495,162335.32209890854,39366066.22617102,2292163.8922200673,534753.6890623994,-4668321.504467981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37552538.88902,-37821001.0498848,-48920730.95011403,0.0,-86741731.99999885
1.0,0,2011,190,2522641888.0,2541057031.0,2477369489.000001,2507911502.000001,30542012.999999788,2645798656.373113,-2811028.7468291707,64589050.37874564,1.0324809727559339,9986664.09812566,4.092877324958459,33057.754898560874,10.06543443647519,4.895036823554085,0.0,0.12496612797067758,0.0,0.0,0.0,0.0,0.0,-42847830.470654786,-12155640.415034544,3035653.3682166752,54050675.156509385,1785366.4219294458,696141.2205032007,1106735.7166525782,0.0,-6696421.189959189,0.0,0.0,0.0,0.0,0.0,-1025320.1918372326,-2098110.350448276,32640123.35044806,0.0,30542012.999999788
