CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_cleaned_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS_NY,YEARS_SINCE_TNC_BUS_HI,YEARS_SINCE_TNC_BUS_MID,YEARS_SINCE_TNC_BUS_LOW,YEARS_SINCE_TNC_RAIL_NY,YEARS_SINCE_TNC_RAIL_HI,YEARS_SINCE_TNC_RAIL_MID,VRM_ADJ_log_FAC,FARE_per_UPT_cleaned_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_NY_FAC,YEARS_SINCE_TNC_BUS_HI_FAC,YEARS_SINCE_TNC_BUS_MID_FAC,YEARS_SINCE_TNC_BUS_LOW_FAC,YEARS_SINCE_TNC_RAIL_NY_FAC,YEARS_SINCE_TNC_RAIL_HI_FAC,YEARS_SINCE_TNC_RAIL_MID_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
2.0,0,2014,1460,834611626.858,943429915.8970001,939315735.8610001,-4114180.035999777,939660075.2469255,3199991.565987042,11419119.733811356,1.0016930403653919,2619700.420411556,3.648912589823599,29100.592148915563,8.103933237428214,4.286909933151268,0.0,0.0,0.16161767172211902,0.0,0.0,0.0,0.0,9386428.547268702,2886535.670105167,3873152.096644057,-7619898.172139903,-658662.6995108281,309790.856109568,-396918.8881639885,0.0,0.0,-4534903.527008464,0.0,0.0,0.0,0.0,3245523.8833043086,3182609.0295999153,-7296789.065599696,0.0,-4114180.035999777
2.0,0,2015,1460,834611626.858,939315735.8610001,913699509.7710003,-25616226.089999966,887777181.2652174,-51882893.981708005,11782498.879741047,1.0041721750818544,2653957.9319366883,2.681113093838233,30303.426476594,7.898586925825586,4.435976716500871,0.0,0.0,1.0007329335673203,0.0,0.0,0.0,0.0,18481977.575250268,-1649131.9384911612,3795191.7814764963,-38183581.393323764,-7341390.835865386,-1709292.746826796,-689617.5393696536,0.0,0.0,-24526120.392246988,0.0,0.0,0.0,0.0,-51821965.489396974,-51710540.12806978,26094314.038069785,0.0,-25616226.089999966
2.0,0,2016,1460,834611626.858,913699509.7710003,871357912.7650001,-42341597.00600021,858573946.6173428,-29203234.647874545,12159503.968070898,1.0184609177809458,2686779.491804543,2.3755801696424443,31096.219498515795,7.72797644756597,4.946688751150995,0.0,0.0,1.9321347363249268,0.0,0.0,0.0,0.0,17770842.90897141,-3020784.8132790206,3535294.3026967207,-13722628.536438746,-4497667.709077111,-1068409.664774949,-2284361.852617083,0.0,0.0,-27085171.77721896,0.0,0.0,0.0,0.0,-30372887.141737744,-30468237.866725516,-11873359.139274715,0.0,-42341597.00600021
2.0,0,2017,1460,834611626.858,871357912.7650001,831552342.074,-39805570.690999985,848891122.8410703,-9682823.776272738,12281198.999156008,1.0133404208103236,2723302.8351998106,2.587111128318453,31229.150299464894,7.44784620037302,5.171365051111893,0.0,0.0,2.869698003726106,0.0,0.0,0.0,0.0,5447721.203070997,2314246.3992383145,3584495.395725572,9416707.20447569,-880430.5190154708,-2225348.3995263404,-970114.6303830871,0.0,0.0,-25984311.268608898,0.0,0.0,0.0,0.0,-9297034.615023222,-9711863.554134456,-30093707.136865515,0.0,-39805570.690999985
2.0,0,2018,1460,834611626.858,831552342.074,809531783.5980002,-22020558.475999832,844589532.7802346,-4301590.060835741,12605880.28948464,1.00855792694148,2755043.821763279,2.8661268906981574,31624.666416307315,7.199429887816254,5.467550284745095,0.0,0.0,3.859675371964443,0.0,0.0,0.0,0.0,10079722.693448361,3109833.0841280036,3112020.829125848,10939710.88780551,-2092293.9275150062,-1805624.9264696424,-1204745.1309651185,0.0,0.0,-26422149.961623177,0.0,0.0,0.0,0.0,-4283526.452065211,-4712390.472765592,-17308168.003234234,0.0,-22020558.475999832
2.0,1,2002,155,47178564.026399985,0.0,47178564.026399985,0.0,42448689.033489354,0.0,2983338.2616753527,1.222513572195604,2749422.803783524,1.958483494124061,35507.41510698825,7.676508596779084,3.5515186831468606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47178564.026399985,47178564.026399985
2.0,1,2003,155,47178564.026399985,47178564.026399985,47597707.312599964,419143.2861999793,46483160.46589413,4034471.432404772,3091491.6897776653,0.9521352713312202,2793986.20320876,2.225879602352045,34819.63496382827,7.719965081601655,3.5515186831468606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821421.2696082093,2777369.11478193,269477.10702335415,723147.8118297441,182615.74123504423,18187.619733086325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4792218.664211368,5018071.8162005525,-4598928.530000573,0.0,419143.2861999793
2.0,1,2004,199,48771608.408899985,47597707.312599964,53869702.55789999,4678950.8628000235,51300468.96887665,2887355.435907309,2896229.9771384136,0.9321001329118205,2884138.074728484,2.533797257260638,33830.369128602106,7.758795348318711,3.523705225706459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914258.2643235635,823336.4792840558,292139.81495283684,770920.8088358999,264433.1794963627,19353.179103048264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3084441.7259957683,3164537.7505045948,1514413.1122954288,1593044.3824999994,6271995.245300023
2.0,1,2005,199,48771608.408899985,53869702.55789999,61106761.72639997,7237059.168499976,56492397.19339508,5191928.224518427,3046508.344095972,0.8958498534894562,2936588.9910989255,2.9891709037936227,32976.15149785576,7.774775192348249,3.523705225706459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2581337.5537430863,493386.0410180158,375039.18896600994,1160694.824683473,257574.63449322133,7520.026485352627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4875552.269389159,5007207.0617678715,2229852.106732104,0.0,7237059.168499976
2.0,1,2006,199,48771608.408899985,61106761.72639997,67460493.81599997,6353732.089599991,61077576.296845645,4585179.103450569,3302780.409323559,0.8790002180833875,3002673.6624730346,3.274990218414964,31657.323144960483,7.866654333234556,3.5814538125243587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2756880.4637543703,371118.1350057047,486696.0336986443,750458.2321887232,491045.0925027038,57487.565062888876,-22747.306324413083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4890938.215888621,4995700.8101619715,1358031.2794380207,0.0,6353732.089599991
2.0,1,2007,267,50589584.897899985,67460493.81599997,73228318.37140007,3949848.066400121,66260476.31145958,2364170.579308172,3656908.7727207313,1.0531231876477578,2960410.509478187,3.4737772537420346,31985.663273247177,7.655246105857751,3.9312332500802074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3683139.6987870955,-1188235.403464846,148783.62470727687,565854.7084756559,-207528.27274010313,-154058.09483687286,-114725.49799151595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2733230.76293669,2759142.461333577,1190705.6050665425,1817976.4890000005,5767824.55540012
2.0,1,2008,291,55076223.49089998,73228318.37140007,86665209.4492,8950252.48479993,78912514.34079117,8761836.26691832,3812614.6971712117,0.984073891493754,2923237.340479804,3.8650720415253694,31971.510634063896,7.639631217030697,3.9681934532261565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7092531.329652317,-459257.36091623054,31531.765701184057,1087037.0703615933,145435.19897383766,103451.87110957433,5195.67327273927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8005925.548155015,8039919.743081238,910332.7417186917,4486638.5929999985,13436891.07779993
2.0,1,2009,313,56427310.49089998,86665209.4492,78047144.00700001,-9969152.442199992,74540643.44276953,-5150008.0444263695,3707858.6843747394,1.2262722651442792,2859400.3041869393,2.7993771009198505,30635.96372921884,7.904607249789426,4.049968026007631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400529.70117906184,-3685082.7383582755,-168159.04951565593,-3689123.4653625446,681363.4779049208,255522.98407873616,-30927.25210783004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6235876.342181588,-6064676.151710124,-3904476.2904898687,1351087.0,-8618065.442199994
2.0,1,2010,313,56427310.49089998,78047144.00700001,73994753.89839998,-4052390.1086000423,76170215.35773492,1629571.9149653818,3570552.060176471,1.219409048139045,2870003.0345176184,3.2677661030870286,29910.287605136964,7.921072522929262,4.001664122111493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403235.5366629828,-377024.8487602032,65314.82871185011,1618051.2347624092,393033.02384623623,30860.57910572663,31187.892554889804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2164658.246883892,2316572.2303379895,-6368962.33893803,0.0,-4052390.1086000423
2.0,1,2011,336,56896638.49089998,73994753.89839998,78590940.59859999,4126858.700200018,82883193.18289249,6024066.629274818,3792981.6550176144,1.2466382183845515,2882364.7400335483,3.9946115584207713,29364.190570411054,8.349507027263563,4.060939838147284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3574633.545213101,-593004.7441347109,147527.70255311087,2074051.1026046888,316433.04542324704,308680.83192764065,-34865.338798484874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5793456.144788594,5894014.5681287255,-1767155.867928707,469328.00000000006,4596186.700200018
2.0,1,2012,358,58547948.49089998,78590940.59859999,85082647.23140004,4840396.632800052,89811166.75421992,5153526.112357327,4055905.7478360776,1.2093936753739571,2890718.436676175,4.006022436825832,29026.064525017257,8.361368151428834,4.392280665850312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4276248.481670053,273375.847894252,236085.32852342475,35012.504386970955,210705.32597006692,1027.8358164651281,-110271.7559916301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4922183.568269603,4861001.644007623,-20605.011207571122,1651310.0000000002,6491706.632800052
2.0,1,2013,358,58547948.49089998,85082647.23140004,89235248.02039999,4152600.788999946,95045567.82695112,5234401.072731176,4759016.325778584,1.3025512380489441,2933920.5138850077,3.8564354330350277,29651.694051602146,8.191234498523057,4.354376774413792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7072511.116184397,-1469596.9691728584,352803.7095903415,-456348.74977923266,-350670.49150122935,-120146.18320645163,-5849.921720926279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5022702.51039404,4816121.400622893,-663520.6116229477,0.0,4152600.788999946
2.0,1,2014,358,58547948.49089998,89235248.02039999,87881510.08079997,-1353737.9396000227,95642499.57660262,596931.7496515249,4799895.805844973,1.3144270674776688,2960982.0676012374,3.6467656441774965,29616.615190314424,8.19643346503223,4.4018660300093515,0.0,0.0,0.0,0.0,0.0,0.0,0.24738525172664597,1579721.730352874,84841.65893673801,296842.8544989422,-680409.7315125806,-45440.36826358503,-9210.608419888591,-28729.14920325625,0.0,0.0,0.0,0.0,0.0,0.0,-454011.06206881057,743605.3243204334,715065.9986410891,-2068803.9382411116,0.0,-1353737.9396000227
2.0,1,2015,405,60503549.64509998,87881510.08079997,88649529.18659997,-1187582.048399997,91228579.325886,-6265623.925543651,4727572.225241267,1.3416726522854205,2975588.380665437,2.6805984614068317,30985.22786858536,7.949166147358182,4.563364441474558,0.0,0.0,0.0,0.0,0.0,0.0,1.2311384658045856,782483.6390110801,-538344.9481266579,326821.5573764696,-3598431.607530577,-903467.1571689966,-165200.67263309495,-83126.21958311896,0.0,0.0,0.0,0.0,0.0,0.0,-1799384.9082870604,-5978650.316941955,-5858250.105380631,4670668.056980635,1955601.1541999993,768019.1058000023
2.0,1,2016,429,60834287.64509998,88649529.18659997,87510522.03900002,-1469745.1475999411,90221269.28864785,-1292858.5589354543,4770487.022221993,1.2944058164928751,3000271.5003982526,2.375758314810293,31757.11575111502,7.4696449267323395,5.23290548276916,0.0,0.0,0.0,0.0,0.0,0.0,2.2298818344398974,1895963.4447994144,978602.4242283949,283712.58686936734,-1338259.8030899332,-348290.04244252015,-248645.36385244704,-286245.5874998408,0.0,0.0,0.0,0.0,0.0,0.0,-1983377.7333599909,-1046540.0743475549,-1070350.4705266035,-399394.67707333725,330737.99999999977,-1139007.1475999411
2.0,1,2017,453,62891610.64509998,87510522.03900002,87595005.0852,-1972839.9538000228,91741137.66218527,-533197.797522812,4612116.149957436,1.2724595021056064,3031479.1453609103,2.586782435879183,31627.217291304394,7.312862603417109,5.449745129828596,0.0,0.0,0.0,0.0,0.0,0.0,3.222361893697019,819252.1946436121,-125794.67131852834,296196.27106124966,975167.8649220036,64885.12192414026,-189346.58741727125,-135707.32024617374,0.0,0.0,0.0,0.0,0.0,0.0,-1957894.4461342636,-253241.57256523162,-240552.05509712864,-1732287.898702894,2057323.000000001,84483.0461999785
2.0,1,2018,475,62959163.629899986,87595005.0852,86439003.46819998,-1223554.6018000196,93860779.67948744,2052089.0325021776,4651818.538143581,1.2574786224442487,3054780.2867193893,2.8704064869168446,31772.32321803787,7.111638258552073,5.7749642513118795,0.0,0.0,0.0,0.0,0.0,0.0,4.222123307147277,2265134.0904227346,357355.1227193671,266859.32054979523,1221975.0782873882,-105814.33255150789,-203659.8165588464,-171224.87725428934,0.0,0.0,0.0,0.0,0.0,0.0,-1959784.6061183822,1670839.9794962585,1888663.8618086018,-3112218.463608621,67552.98479999996,-1156001.6170000199
3.0,0,2002,1624,93507952.62020001,0.0,93507952.62020001,0.0,90643083.56572095,0.0,2433384.344648758,0.9034552433212161,624664.8246437134,1.9326006131234261,34199.81893807848,6.695961237000517,3.300749299961091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93507952.62020001,93507952.62020001
3.0,0,2003,1915,107163701.10730001,93507952.62020001,106880708.54020001,-282992.5670999909,107741350.32360236,4235238.499998435,2230679.4707498024,0.858411359498629,605838.2570450869,2.1753207792375413,33112.98919083835,6.834120784795922,3.1935057649677177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353178.02220900933,622492.7214400925,866102.7491747353,1355200.19930733,680889.2787131366,119306.55018697973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3997169.5210312842,4146546.7843268015,-4429539.351426793,13655748.487099998,13372755.920000002
3.0,0,2004,2501,152114440.38150004,106880708.54020001,152675429.8084,843981.9939999896,157340407.10149422,5940951.966406375,2304431.207636538,0.8532304638978726,611243.4839408117,2.497945335314439,30553.602634151248,7.070271076691281,3.1075879446014136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1654816.4770769244,186176.71595855948,1145074.725137393,1835194.8531409875,1043902.265519242,98202.84885958079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5963367.885692688,6131836.063621773,-5287854.069621784,44950739.27419999,45794721.26819998
3.0,0,2005,3019,179482596.93570003,152484263.8084,183906926.89570004,3908444.5331000052,190690805.62375215,5355895.78137302,2099012.668514056,0.8329199927515483,623605.4973851617,2.963679865492602,29296.8852768698,7.045178489888565,3.154164672926215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1980630.6026098258,436302.098303348,1788454.733437528,3461014.467750438,1308097.722409456,141065.58163412605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5154304.000925068,5229531.620763561,-1321087.0876635558,27514218.5542,31422663.087300003
3.0,0,2006,3671,206305652.2064,183906926.89570004,223482222.2665,12752240.100100018,231232246.33182588,12324489.165883498,1994867.2115477377,0.8598531979781374,624576.5942866202,3.2554371480828355,27812.63167506607,7.028088841483841,3.5879488798770156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4276027.804136808,-255325.91696515132,2297800.788648273,2261600.063481683,2197088.9175110976,207926.9063079801,-301654.0201418101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10683464.542978883,11041490.846835593,1710749.2532644216,26823055.27069999,39575295.37080001
3.0,0,2007,3963,218489201.95970002,223482222.2665,244298133.5688,8632361.548999988,251322114.07478243,7080574.320572654,2002264.2165466184,0.8566620192983552,622412.9587804606,3.4335223165945785,28095.980286415954,7.177177743465955,3.717401986126716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4383557.086180157,232446.8365006498,899318.0144411993,1638820.3383302197,-524758.1523019483,194132.46789312104,-155701.95524023488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6667814.635803161,6704492.457136905,1927869.0918630864,12183549.7533,20815911.302299976
3.0,0,2008,3995,222504800.95970002,244298133.5688,266268447.31870002,17954714.749900006,263862564.2846718,7901024.007419651,2043877.3765546707,0.8378769134058767,630690.2351937379,3.855437998039835,28302.044814810986,7.138548850403357,3.721467578136101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2427864.1589557743,959834.4595825439,322609.38757647324,3946674.1345194285,-341934.90928404225,-50277.89552185251,32895.782809810604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7297665.118638136,7382181.835692423,10572532.91420759,4015598.999999997,21970313.749900002
3.0,0,2009,4095,235753141.81970003,266268447.31870002,271376504.5638,-8140283.61490002,266093012.47933733,-10028482.120460663,2018013.1024082284,0.8815353810079523,608955.8937635504,2.786447844779008,26718.864516463353,7.180601479975563,3.7166074065659505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025327.2441185801,-3457992.1265813047,-321153.1080151409,-11441524.908055754,2807213.390626395,213867.35301548362,50957.17640183569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10123304.978489902,-10201789.982753884,2061506.3678538583,13248340.860000001,5108057.245099983
3.0,0,2010,4159,237523678.81970003,271376504.5638,276204837.9364,3057796.3726000106,276570841.04951775,8260193.265416158,1977429.8949246365,0.8644932086620478,612226.7526859494,3.2463705374530147,26691.780533308647,7.4340345850283045,4.07650960161317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,898560.3003438534,1176062.492019672,697425.8994911149,5541149.0593694225,-169517.91600156412,647247.6709432132,-404906.44131231337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8386021.064853396,8440819.499873327,-5383023.127273318,1770537.0000000014,4828333.372600013
3.0,0,2011,4224,238796692.81970003,276204837.9364,294177993.5951,16700141.658700006,288951937.4124628,11106378.740441756,1945079.0606535904,0.8297292336634292,614002.279227966,3.9900012407960355,26428.105310149687,7.492027796408188,3.942561551175558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-327481.0317983514,2138364.4439293467,530630.5084221471,8010931.32555154,342150.57380329265,246009.84369933518,119849.059715747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11060454.723323056,11164789.250811772,5535352.40788823,1273013.9999999995,17973155.65870001
3.0,0,2012,4292,239240953.34510005,294177993.5951,303017053.1074999,8394798.986999923,291030673.50683445,1624983.6167931855,1952854.5064572752,0.8343786106526047,618811.694799557,3.998422323777596,26022.985653023614,7.36289359903789,3.8027338234310046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662541.0312479469,-342385.3909164949,702166.4831888787,84665.04892620294,978514.4202755498,-293340.53601772786,170945.14838803431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1963106.2050923908,2042088.5204835755,6352710.466516348,444260.5253999998,8839059.51239992
3.0,0,2013,4389,246938408.94510004,303017053.1074999,307404018.12070006,-3310490.5867998926,295438332.3099204,-3815040.776248106,1937097.879353331,0.8902993679893526,615234.9445472838,3.8478747276186436,25966.268978139127,7.330693834489677,3.7152440713500234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472588.3731345362,-5215108.925332153,1263710.4744123358,-1628046.5084892504,-48259.449127633074,73658.51895484868,126323.53454217699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3955133.9819051423,-3964197.7637354294,653707.1769355383,7697455.599999994,4386965.013200093
3.0,0,2014,4422,247980618.94510004,307404018.12070006,308260084.3955,-186143.7252000398,298763265.20736736,2197822.0239980128,1963867.8381693456,0.877951092542233,618097.0192373154,3.6348036196474345,26278.93739263265,7.446312836694135,3.8800076521312836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4523640.293213415,354810.93383580516,738792.8742216164,-2442226.0233622557,-850368.2126642211,106341.39723180544,-247088.64215561742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2183902.620320544,2272409.05863736,-2458552.783837398,1042210.0000000007,856066.2747999608
3.0,0,2015,4422,247980618.94510004,308260084.3955,296627838.5415,-11632245.853999991,282633898.3032437,-16129366.904123854,2015495.9188788335,0.9272081726078811,623610.8465870114,2.63474552082789,27170.44696386754,7.245388582855139,3.9144725075483997,0.0,0.0,0.0,0.5806229686960986,0.0,0.0,0.0,4365100.178666547,-3242831.180565222,845909.4364808067,-13028927.940257892,-1958460.0578219856,-440565.2939899406,976.0806513105636,0.0,0.0,0.0,-3444688.253169516,0.0,0.0,0.0,-16903487.030005887,-16734626.950233284,5102381.096233296,0.0,-11632245.853999991
3.0,0,2016,4422,247980618.94510004,296627838.5415,278044585.38519996,-18583253.15629997,272514568.96581644,-10119329.337427132,2053499.2682122488,0.9832151237180742,628378.1066144997,2.349327794438439,27566.29038276986,7.094774924343371,4.4697809865263345,0.0,0.0,0.0,1.372758848749242,0.0,0.0,0.0,2929137.8299236377,-3603899.6961292177,780094.9218887584,-4239490.604176071,-775933.0239762098,-293071.1174485391,-817567.1893171768,0.0,0.0,0.0,-4647601.513987618,0.0,0.0,0.0,-10668330.393222434,-10470617.257752212,-8112635.898547761,0.0,-18583253.15629997
3.0,0,2017,4422,247980618.94510004,278044585.38519996,269405937.43999994,-8638647.945199989,272685568.0363086,170999.07049223332,2075566.966084342,0.9756014418003581,633088.2765414406,2.562153671547573,27769.38165736409,7.049902965289253,4.762369404977427,0.0,0.0,0.0,2.260803085486362,0.0,0.0,0.0,2292780.45109637,443886.2396840628,668461.3077313498,3050597.803742773,-606731.0385344143,-105697.54398407356,-396115.6140228743,0.0,0.0,0.0,-4999339.577340109,0.0,0.0,0.0,347842.0283730809,262130.71498394953,-8900778.660183938,0.0,-8638647.945199989
3.0,0,2018,4422,247980618.94510004,269405937.43999994,266041043.4512,-3364893.9888000395,273321690.1731029,636122.1367941144,2093488.0745337415,0.9755311131636472,638354.1318682206,2.818960926419718,28108.617733056744,6.976778709154455,5.120637838560229,0.0,0.0,0.0,3.247090009785262,0.0,0.0,0.0,2445706.5135316155,734433.2240850702,697662.0023981496,3344911.6403166233,-721286.2010099369,-130764.89385833357,-487628.96833443304,0.0,0.0,0.0,-5395897.44376143,0.0,0.0,0.0,487135.87336732534,455507.9400458297,-3820401.928845869,0.0,-3364893.9888000395
10.0,0,2002,100,1201007994.0000014,0.0,1201007994.0000014,0.0,1092301033.5931544,0.0,253905652.10000002,0.9795634856000001,25697520.38999998,1.9740000000000002,42439.07499999996,31.709999999999997,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1201007994.0000014,1201007994.0000014
10.0,0,2003,100,1201007994.0000014,1201007994.0000014,1127691152.9999995,-73316841.0000019,1014240110.4719218,-78060923.12123263,232535029.09999964,1.1512130358200001,26042245.26999999,2.2467999999999995,41148.63500000003,31.36,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-66234641.39985781,-47384038.1999577,5001058.685633397,18793045.256324586,7508013.740290124,-3692901.7028983114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-86009463.62046573,-85829629.19958138,12512788.199579477,0.0,-73316841.0000019
10.0,0,2004,100,1201007994.0000014,1127691152.9999995,1109237034.0000017,-18454118.999997854,1060139307.3385351,45899196.86661327,243107287.39999998,1.20597552096,26563773.749999993,2.5669,39531.590000000004,31.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32819033.063280758,-13639131.198529143,6994379.066562953,18915963.897365347,9161285.562685108,-3566378.0901176073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50685152.30124742,51033397.024893165,-69487516.02489102,0.0,-18454118.999997854
10.0,0,2005,100,1201007994.0000014,1109237034.0000017,1185413968.9999993,76176934.99999762,1135440356.3758254,75301049.03729033,254087771.4,1.1702642382000001,27081157.49999996,3.0314999999999994,38116.91999999998,30.68,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32072020.704455916,8798154.247969717,6692487.738193886,24290387.261520345,8188172.418674351,-3118784.989552322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76922437.38126189,78788430.64587916,-2611495.6458815485,0.0,76176934.99999762
10.0,0,2006,100,1201007994.0000014,1185413968.9999993,1159540668.9999998,-25873299.999999523,1151598380.9131432,16158024.537317753,252268420.80000016,1.202828105,27655014.75000005,3.3499999999999996,36028.75000000002,30.18,3.7000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5483505.282594539,-8515249.885687344,7776691.787704085,16054245.36105455,13555963.948897116,-5203642.2889323,-1168678.2417757504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17015825.398665816,16869180.217548527,-42742480.21754805,0.0,-25873299.999999523
10.0,0,2007,100,1201007994.0000014,1159540668.9999998,1100711966.9999993,-58828702.00000048,1160863261.2455645,9264880.332421303,256261700.60000035,1.23098549827,27714120.0,3.4605999999999995,36660.58,30.400000000000002,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11809806.278389249,-7107370.770355105,772232.1108062414,5162046.890126421,-4061239.396287592,2246732.8076157877,572008.0951989065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9394216.01549391,9328777.911568688,-68157479.91156916,0.0,-58828702.00000048
10.0,0,2008,100,1201007994.0000014,1100711966.9999993,1112567173.9999998,11855207.000000477,1194643404.4640467,33780143.218482256,260943220.70000005,1.24213280256,27956797.669999957,3.9194999999999998,36716.94000000002,30.420000000000005,3.7000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12932461.67991963,-2652447.5432204125,2996588.980896495,19235216.3659481,-341199.4102978399,193715.44625793566,-542719.8306139853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31821615.68888992,32029791.21560108,-20174584.215600602,0.0,11855207.000000477
10.0,0,2009,100,1201007994.0000014,1112567173.9999998,1079011273.9999983,-33555900.00000143,1136363681.410962,-58279723.05308461,261208990.79999962,1.29848948775,27734538.00000004,2.8430999999999997,35494.290000000015,30.61,3.8999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730988.2876397477,-13289491.031970533,-2765795.13747315,-47556813.544687755,7630339.37032398,1861509.5461803991,-1096859.901072868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54486122.411060184,-54275699.79157269,20719799.79157126,0.0,-33555900.00000143
10.0,0,2010,100,1201007994.0000014,1079011273.9999983,1055804062.9999982,-23207211.00000012,1075395688.906502,-60967992.5044601,234440206.99999973,1.3328625246499994,27553600.74999996,3.2889999999999997,35213.00000000002,30.93,3.8999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-72706840.11154607,-7725404.768224015,-2200083.7889542305,21160170.854636125,1734045.6553124294,3042354.8006006815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56695757.358175084,-57890930.81871284,34683719.81871272,0.0,-23207211.00000012
