CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_cleaned_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS_NY,YEARS_SINCE_TNC_BUS_HI,YEARS_SINCE_TNC_BUS_MID,YEARS_SINCE_TNC_BUS_LOW,YEARS_SINCE_TNC_RAIL_NY,YEARS_SINCE_TNC_RAIL_HI,YEARS_SINCE_TNC_RAIL_MID,VRM_ADJ_log_FAC,FARE_per_UPT_cleaned_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_NY_FAC,YEARS_SINCE_TNC_BUS_HI_FAC,YEARS_SINCE_TNC_BUS_MID_FAC,YEARS_SINCE_TNC_BUS_LOW_FAC,YEARS_SINCE_TNC_RAIL_NY_FAC,YEARS_SINCE_TNC_RAIL_HI_FAC,YEARS_SINCE_TNC_RAIL_MID_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
1.0,0,2012,190,2522641887.5899982,2507911504.070001,2541057031.46,33145527.389999144,2562759458.50468,-24354762.697893187,63654979.07574218,1.0331937284053527,10106162.13278052,4.140214257288694,32885.7085771413,9.958940533088446,4.987356848543623,0.0,0.5049977493305815,0.0,0.0,0.0,0.0,0.0,-19944430.85936935,412731.2283269916,10213131.48101792,3954751.9992945273,3026860.5447629103,-2424389.66245481,-1275340.5441405876,0.0,-17708501.71755085,0.0,0.0,0.0,0.0,0.0,-23745187.53011324,-23724673.560091633,56870200.95009077,0.0,33145527.389999144
1.0,0,2013,190,2522641887.5899982,2541057031.46,2538567549.7399993,-2489481.7200006917,2520736793.343694,-42022665.16098595,64440490.63005058,1.0525608052041766,10218543.942008624,3.9654549378294117,33089.9264047304,9.695200702428131,4.990027977099028,0.0,1.3142978187195082,0.0,0.0,0.0,0.0,0.0,22041471.488097925,-10287204.96158152,9556778.408597698,-15340161.290629564,-3004950.6730850837,-5678898.871471567,-19522.23542116137,0.0,-38711013.7938121,0.0,0.0,0.0,0.0,0.0,-41443501.92930539,-41444923.591043346,38955441.871042654,0.0,-2489481.720000692
1.0,0,2014,190,2522641887.5899982,2538567549.7399993,2510923486.29,-27644063.449999906,2465890520.742388,-54846272.601306625,64472290.59926341,1.0552857021123079,10358402.724363951,3.7576320769200686,33372.446492304414,9.643654088682203,5.143028107286641,0.0,2.1833497859428133,0.0,0.0,0.0,0.0,0.0,4052107.5794894993,-2942708.6367745763,11343622.79452292,-19120925.026855532,-4372929.039820478,-1398331.3214512467,-2026920.4096226252,0.0,-41435976.933207005,0.0,0.0,0.0,0.0,0.0,-55902060.99371904,-55617696.95802866,27973633.508028753,0.0,-27644063.449999906
1.0,0,2015,190,2522641887.5899982,2510923486.29,2445688116.9100003,-65235369.37999946,2326104338.0603676,-139786182.68202034,65239258.60482983,1.081812729344722,10472818.648014693,2.857666692886607,34516.890529812736,9.51052745206854,5.284222653346558,0.0,3.1833497859428133,0.0,0.0,0.0,0.0,0.0,23260429.74226927,-16816194.65847238,9790185.51583495,-92583386.5877594,-16897313.433717314,-2800218.9971469715,-1664897.5429310766,0.0,-46824557.98969893,0.0,0.0,0.0,0.0,0.0,-144535953.9516219,-142684086.67384952,77448717.29385008,0.0,-65235369.37999946
1.0,0,2016,190,2522641887.5899982,2445688116.9100003,2323506881.359999,-122181235.55000076,2243638384.881324,-82465953.17904353,66113243.19299227,1.104717302729108,10554924.902146837,2.5185717610868115,35303.22950945066,9.381259123706192,5.715785148555129,0.0,4.183349785942813,0.0,0.0,0.0,0.0,0.0,22287159.457432043,-13361936.309950612,7380783.266917798,-38951752.92231449,-10869809.302862942,-2826494.14548635,-5232412.981373181,0.0,-45608026.56084741,0.0,0.0,0.0,0.0,0.0,-87182489.49848513,-86401565.80808215,-35779669.74191859,0.0,-122181235.55000076
1.0,0,2017,190,2522641887.5899982,2323506881.359999,2230802098.420001,-92704782.93999846,2250159737.423116,6521352.541792277,66222639.74115435,1.0654314735489996,10662889.414457604,2.739245946662193,36103.06857712348,9.233446191252261,5.884423667658378,0.0,5.183349785942813,0.0,0.0,0.0,0.0,0.0,11349778.029615862,20364065.627847068,8569546.826319285,25225984.08110905,-10753200.913369419,-2949485.5431607207,-1930442.7699585452,0.0,-43329549.18768093,0.0,0.0,0.0,0.0,0.0,6546696.150721658,6001216.8710513655,-98705999.81104985,0.0,-92704782.93999846
1.0,0,2018,190,2522641887.5899982,2230802098.420001,2176386602.559999,-54415495.86000177,2254930052.168422,4770314.745306175,66335689.83015846,1.03280582700462,10741812.072237335,3.0460655825296783,36989.701485937905,9.09628597348562,6.118793180787955,0.0,6.183349785942813,0.0,0.0,0.0,0.0,0.0,8742019.932500329,16728180.11955724,6634273.119100865,30972362.644769102,-10928234.822339162,-2694111.656386979,-2594270.4280909286,0.0,-41600758.7612111,0.0,0.0,0.0,0.0,0.0,5259460.147899378,4493397.474447837,-58908893.3344496,0.0,-54415495.86000177
1.0,1,2002,150,1292016172.5949993,0.0,1292016172.5949993,0.0,1187166339.577179,0.0,49814785.837593086,1.6449755567351116,8445944.208764294,1.9566243795032225,43672.13383228606,11.080959920611178,3.9039838038382775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1292016172.5949993,1292016172.5949993
1.0,1,2003,150,1292016172.5949993,1292016172.5949993,1278422091.6810002,-13594080.91399922,1265848846.427109,78682506.84993021,53476957.58721301,1.6347740642572715,8588747.43852169,2.2347407563483705,42662.37788032985,10.992892176240376,3.9039838038382775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52040270.5082317,1523316.9304300535,7348319.279614871,20571374.87360153,6208316.000404862,-998257.0474310943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86693340.54485191,88171621.0460844,-101765701.96008363,0.0,-13594080.91399922
1.0,1,2004,160,1299712059.5949993,1278422091.6810002,1357509236.6500003,71391257.96900022,1339648257.467731,65786194.10916817,53624570.103271864,1.6039997649496165,8759934.6702704,2.5567289223946603,41255.15616538221,10.884847512904322,3.898038990256585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19497377.17101242,9229354.286520079,8811969.358373422,21802757.783750497,8435134.34871409,-986716.1553301255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66789876.793040395,68773439.1070231,2617818.861977107,7695887.0000000065,79087144.96900024
1.0,1,2005,170,1307613727.5949993,1357509236.6500003,1408403512.1489987,42992607.49899834,1398011077.599657,50129367.07043187,53761949.39243679,1.6174486986533287,8923104.810944263,3.0157989098024327,40064.462041665276,10.763717372789449,3.899863684810936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8058700.493408438,-4254659.882874685,9563456.620114027,29544958.760114428,8220806.439294613,-1099563.2605034695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50033699.16955335,50445932.98831749,-7453325.489319153,7901667.999999994,50894275.49899834
1.0,1,2006,170,1307613727.5949993,1408403512.1489987,1469130428.7560003,60726916.60700168,1464849123.6712081,66838046.07155107,55473498.65236845,1.6598973470220766,9174149.746337045,3.307445202683942,38281.879251449885,10.693748671060616,4.166772040979554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37137923.55857245,-9610879.751894528,12624968.807519972,17591731.435965475,13150745.214235619,-888907.718627388,-1871232.4859728834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68134349.05979873,68727830.15648349,-8000913.54948181,0.0,60726916.60700168
1.0,1,2007,170,1307613727.5949993,1469130428.7560003,1495052842.8490002,25922414.092999835,1529430308.9904919,64581185.31928396,59233535.81825415,1.6705105764142396,9238295.08192003,3.4721448446421004,38811.654394336845,10.552856638475225,4.381753285049412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65109324.16161213,-3549432.9447594127,3620839.5588472644,9748108.516489616,-3958904.5105368816,-1759243.897246831,-1562386.7251938498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67648304.15921204,67667838.50506264,-41745424.412062794,0.0,25922414.092999835
1.0,1,2008,170,1307613727.5949993,1495052842.8490002,1569203375.2910001,74150532.44200017,1572700503.4152503,43270194.42475851,60581042.71299612,1.7239372853919397,9282061.637516273,3.905201949756878,38751.5528802063,10.697540509983583,4.477509350268148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29012284.04163006,-15381112.352379404,3065861.1445740345,24679418.212588236,214733.58507212903,1903058.7622013297,-663899.7122889669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42830343.681397416,42786258.060347304,31364274.381652854,0.0,74150532.44200017
1.0,1,2009,180,1318962068.5949993,1569203375.2910001,1550224964.1730003,-30326752.118000053,1510652870.71352,-77477919.91780184,60094979.98770912,1.8300204329049046,9213955.770409191,2.8468452606109254,37106.287686101634,10.794676571134195,4.640511703953867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7128161.688774104,-32643289.768444706,-990936.5801751969,-66203490.840745576,14043678.027337363,1684925.8993042356,-1285775.7187283987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-78266727.29267816,-78051766.6358748,47725014.51787473,11348341.000000006,-18978411.118000053
1.0,1,2010,190,1348461646.2149994,1550224964.1730003,1584263531.962,4538990.168999616,1579131693.09414,40665904.15802105,58921440.66080457,1.8402475876631097,9102911.018569246,3.303280175013524,36265.80852528784,11.084825245593883,4.860558555016313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-896843.10011876,-508099.29215341853,1331960.171973515,31073470.344640773,7645332.622118199,3905586.354600568,-1770744.1471919185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40780662.95386897,41063569.29365248,-36524579.12465287,29499577.620000016,34038567.78899964
1.0,1,2011,190,1348461646.2149994,1584263531.962,1649966415.230001,65702883.268000945,1643120821.8957522,63989128.8016119,59029313.63960212,1.8564863387428467,9187108.46527087,4.054846028440162,35665.44924494415,11.381459884658561,4.824749345030966,0.0,0.0,0.0,0.0,0.0,0.12169437611192951,0.0,4959550.551785654,-4386925.703206072,5097108.809411632,45630210.642305575,5371663.6582563585,4171668.4293453936,304231.6808478265,0.0,0.0,0.0,0.0,0.0,1915869.5329732166,0.0,63063377.60171959,63814135.46280646,1888747.805194484,0.0,65702883.268000945
1.0,1,2012,190,1348461646.2149994,1649966415.230001,1684310468.9199998,34344053.68999935,1688193174.1006246,45072352.204872414,60620024.073051795,1.8698545843066061,9293102.743062079,4.083216373029591,35327.40469373815,11.26917532511556,4.881582319391129,0.0,0.0,0.0,0.0,0.0,0.6173261425555402,0.0,32257560.885152295,-2732912.0664588446,6466309.314695634,1689824.0730336653,3047695.8285020296,-1638138.6774181612,-488993.63989228004,0.0,0.0,0.0,0.0,0.0,8279044.371662658,0.0,46880390.089276984,47500133.72469661,-13156080.03469725,0.0,34344053.68999935
1.0,1,2013,190,1348461646.2149994,1684310468.9199998,1692923428.0300004,8612959.110000275,1686061169.797768,-2132004.302856302,61912327.934826724,2.002397801283043,9387755.497116785,3.924960617966536,35621.55127684294,10.930591668791251,4.883886218205322,0.0,0.0,0.0,0.0,0.0,1.5403983400398573,0.0,30118028.144311093,-35348832.15435008,5858822.254782111,-9483485.61959033,-2928970.8758558137,-4937132.009249563,-24507.296215532908,0.0,0.0,0.0,0.0,0.0,15896548.623050475,0.0,-849528.9331176553,-1470410.1046460415,10083369.214646317,0.0,8612959.110000275
1.0,1,2014,190,1348461646.2149994,1692923428.0300004,1741056553.210001,48133125.180000454,1740734223.8408432,54673054.043074995,63808073.793991886,1.974378986755768,9499424.735073447,3.7144731766283368,35751.00141050884,10.899748533775846,5.136309630592854,0.0,0.0,0.0,0.0,0.0,2.4930767862388183,0.0,41329966.05638178,6743453.596325297,6913582.918425349,-13010206.174118944,-1773365.030257508,-557000.272634639,-2029010.2243889696,0.0,0.0,0.0,0.0,0.0,16526658.24188699,0.0,54144079.11161935,54750985.44030493,-6617860.260304462,0.0,48133125.180000454
1.0,1,2015,190,1348461646.2149994,1741056553.210001,1722971062.7099998,-18085490.50000111,1671853049.142816,-68881174.69802684,64475637.48586407,2.1168833718921523,9597316.039837401,2.732754028452884,36768.10200499802,10.906340356939642,5.159796660181718,0.0,0.0,0.0,0.0,0.0,3.4930767862388183,0.0,20710365.98741929,-34511307.59417315,6402412.024734939,-69582813.68114613,-10268411.824919598,-182232.8836861212,-267676.02306171815,0.0,0.0,0.0,0.0,0.0,18047283.720081296,0.0,-69652380.27475119,-70003705.64208326,51918215.142082155,0.0,-18085490.50000111
1.0,1,2016,190,1348461646.2149994,1722971062.7099998,1698078950.2549999,-24892112.455000028,1668638650.1314273,-3214399.0113888327,64972951.69795492,2.1670947316857503,9670646.832043575,2.430953704128684,37585.313675043144,10.821973808224305,5.667432338680993,0.0,0.0,0.0,0.0,0.0,4.493076786238819,0.0,26351320.007931583,-11005431.445544556,4822788.285401695,-25809480.17336195,-7497038.414893037,-1503075.5450493076,-4237115.203087028,0.0,0.0,0.0,0.0,0.0,17859814.807788596,0.0,-1018217.680814011,-1732462.3966384288,-23159650.058361597,0.0,-24892112.455000028
1.0,1,2017,190,1348461646.2149994,1698078950.2549999,1666633095.772,-31445854.482999638,1740995987.1779387,72357337.04651093,66908995.60762588,2.1253750245616705,9766946.324643364,2.644824854503181,38434.43818378598,10.630065689622107,5.8191674156742605,0.0,0.0,0.0,0.0,0.0,5.493076786238818,0.0,33609088.89605922,8203028.264728093,5901274.610488026,18295059.59605263,-7585149.626235055,-2488761.581165746,-1254352.3612274455,0.0,0.0,0.0,0.0,0.0,17601790.440320864,0.0,72281978.23902059,73259031.27710773,-104704885.76010735,0.0,-31445854.482999638
1.0,1,2018,190,1348461646.2149994,1666633095.772,1636184633.7979994,-30448461.974000704,1791713072.076199,50717084.898261055,67730287.37213336,2.113511071980437,9850048.84495557,2.916697677167386,39371.947472739805,10.470464082387418,6.059877643044029,0.0,0.0,0.0,0.0,0.0,6.49307678623882,0.0,12572262.723005543,404977.0905024633,5149315.16921093,21892477.069657322,-8012824.664377594,-2136340.2029893724,-1948894.1924310273,0.0,0.0,0.0,0.0,0.0,17275831.89714273,0.0,45196804.889720984,45605381.49549933,-76053843.46950002,0.0,-30448461.974000704
2.0,0,2002,1093,692881967.729,0.0,692881967.729,0.0,675618751.6593704,0.0,13378352.228658194,0.9242591687246702,2412902.9878453766,1.9468195568848055,35715.451600980785,7.815646238962684,3.298935110050969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692881967.729,692881967.729
2.0,0,2003,1232,757372404.6170001,692881967.729,770883560.3019999,13511155.684999948,758585370.2972091,18611035.562712852,13026932.81597948,0.8726761570189762,2374560.0659472104,2.202786187266334,35129.65798006082,7.60324871078861,3.38067625821408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782785.9563181453,506357.877525732,5467348.464313474,10593322.381862773,2815508.8208326874,-227112.79541987806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19938210.705432933,19858443.874072544,-6347288.189072592,64490436.88800002,78001592.57299997
2.0,0,2004,1344,784947598.593,770883560.3019999,811791150.9799998,13332396.70199989,811226451.543926,27263658.494702794,12498024.024741018,0.8578654347298035,2380930.33959454,2.5257419599753392,34149.207752352726,7.517428871186448,3.4095997209145006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1322388.7549251097,3610306.50560062,6938500.733090143,12992421.560904248,4754572.79861931,-244151.70153520704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26729261.14175401,27110050.26957657,-13777653.56757668,27575193.976000004,40907590.67799989
2.0,0,2005,1391,807867572.593,811791150.9799998,855440923.1149998,20729798.13500025,866696131.1195154,30729387.235642087,12247363.8240617,0.870148360537617,2431976.7766947323,2.9854155095982238,33180.00032234722,7.492289932742605,3.412345318982156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1796312.3477903702,-1454984.0290159457,7192062.757767132,17871977.58674345,4619909.288296705,-192290.8873238745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29832987.064257834,30142025.12463385,-9412226.9896336,22919974.000000007,43649772.13500025
2.0,0,2006,1415,823614836.593,855440923.1149998,913931564.033,42743376.917999856,911403833.007343,28196807.28807025,12189060.523953905,0.8745361148255252,2489143.472963126,3.267890040824742,31707.039391994178,7.526042947598658,3.5735851361260127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3772740.0477822097,-3114020.974263318,8715446.113984616,10488363.06758323,7644141.522435213,39480.812168223216,-786831.155803832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26759319.433886345,27111464.48634398,15631912.431655876,15747264.000000026,58490640.917999886
2.0,0,2007,1436,832303104.592,913931564.033,924926553.1959999,2306721.1639999817,928091252.2714459,7559140.4733922575,12139213.023315044,0.8957572980715265,2506046.021274205,3.4551355018846617,31993.077307701584,7.428921806157323,3.7473472564012833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4776681.486773602,-4026523.544594515,3629961.126562695,6964590.418937704,-2055201.8394696063,-696783.4206112813,-814620.5377743314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7778103.689824266,7659981.679501451,-5353260.515501468,8688267.999000002,10994989.162999986
2.0,0,2008,1436,832303104.592,924926553.1959999,988529404.1610003,63602850.96500036,959204978.9829133,31113726.711467445,12290406.975490842,0.8949319159977687,2511974.2502300115,3.8651958320924917,31801.154280673756,7.605955894808157,3.8012413156888387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10412900.957661886,1246031.8287526406,1634598.8857871844,14635571.238895917,1283748.1241319138,1405868.8064759402,-180826.683913473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30437893.15779202,31066622.793827295,32536228.17117305,0.0,63602850.96500036
2.0,0,2009,1436,832303104.592,988529404.1610003,908879792.4549997,-79649611.7060007,891822329.5319775,-67382649.45093583,11963645.883598369,1.0103714192409667,2493193.3046335983,2.810337492247839,30173.2348690659,7.709680988603306,4.009220188241233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9735367.290349767,-28222865.447999187,-1523965.6474293324,-41833277.80153703,10379386.587522453,795235.0078428979,-1053304.5594553994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71194159.15140535,-69625749.91677426,-10023861.78922647,0.0,-79649611.7060007
2.0,0,2010,1460,834611626.858,908879792.4549997,898704145.8359997,-12484168.884999618,911993596.9556694,17833302.451255757,11662173.329104297,1.0147581543409923,2506860.1983665186,3.2698495336436975,29669.122382910267,7.925990831864103,4.027879330178633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8641762.002365187,556563.1450191779,2720567.298532983,18438556.054434225,2979559.4248978402,2030889.8286282225,-6596.400444561981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18077777.348702706,18408745.870138947,-30892914.755138572,2308522.2660000017,-10175646.618999619
2.0,0,2011,1460,834611626.858,898704145.8359997,936058347.778,37354201.94199995,941150519.7829019,29156922.827232033,11462779.625307804,0.9974284532035868,2526455.2846342525,4.011102009447115,29100.830023805654,8.213255354364243,4.127726166513297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8335377.106082195,3353012.566447066,2214198.7907769023,25789360.755269226,3642167.129149809,2091081.1989037134,-535874.6202763515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28218568.714188166,28232197.869265795,9122004.072734144,0.0,37354201.94199995
2.0,0,2012,1460,834611626.858,936058347.778,961216518.975,25158171.19699976,941994840.7608654,844320.9779634136,11264859.97834154,0.9925743948856793,2552570.219655734,4.025635842141261,28874.30950977705,8.256915411187537,4.125146976677537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4778900.047084262,-11636.059937415179,2990721.6399818095,493540.1158888321,1829438.6367664393,234335.94259109604,9746.407539732121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767246.6357462324,727206.3056711277,24430964.891328633,0.0,25158171.19699976
2.0,0,2013,1460,834611626.858,961216518.975,943429915.8970001,-17786603.077999733,936460083.6809388,-5534757.079926694,11263611.072725253,1.0208482023651138,2586254.4548805575,3.868814067925636,29012.0091057778,8.061410663054062,4.209983575598471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4171269.199854321,-6539223.899186386,5131459.8351038685,-5383995.652075603,-859600.178008944,-1515368.540070538,-316915.098943046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5312374.333326327,-5278417.0062356405,-12508186.07176409,0.0,-17786603.077999733
