,ID,Year,RAIL_FLAG,CLUSTER_APTA,UPT_ADJ_2012,UPT_ADJ_log,VRM_ADJ_log,FARE_per_UPT_cleaned_2018_log,POP_EMP_log,GAS_PRICE_2018_log,TOTAL_MED_INC_INDIV_2018_log,PCT_HH_NO_VEH,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS_NY,YEARS_SINCE_TNC_BUS_HI,YEARS_SINCE_TNC_BUS_MID,YEARS_SINCE_TNC_BUS_LOW,YEARS_SINCE_TNC_RAIL_NY,YEARS_SINCE_TNC_RAIL_HI,YEARS_SINCE_TNC_RAIL_MID,estimated_effects,residual,fitted,check_fitted,UPT_ADJ,fitted_exp,VRM_ADJ,FARE_per_UPT_cleaned_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,VRM_ADJ_ratio,FARE_per_UPT_cleaned_2018_ratio,POP_EMP_ratio,GAS_PRICE_2018_ratio,TOTAL_MED_INC_INDIV_2018_ratio,PCT_HH_NO_VEH_diff,JTW_HOME_PCT_diff,YEARS_SINCE_TNC_BUS_NY_diff,YEARS_SINCE_TNC_BUS_HI_diff,YEARS_SINCE_TNC_BUS_MID_diff,YEARS_SINCE_TNC_BUS_LOW_diff,YEARS_SINCE_TNC_RAIL_NY_diff,YEARS_SINCE_TNC_RAIL_HI_diff,YEARS_SINCE_TNC_RAIL_MID_diff,VRM_ADJ_log_FAC_ratio,FARE_per_UPT_cleaned_2018_log_FAC_ratio,POP_EMP_log_FAC_ratio,GAS_PRICE_2018_log_FAC_ratio,TOTAL_MED_INC_INDIV_2018_log_FAC_ratio,PCT_HH_NO_VEH_FAC_ratio,JTW_HOME_PCT_FAC_ratio,YEARS_SINCE_TNC_BUS_NY_FAC_ratio,YEARS_SINCE_TNC_BUS_HI_FAC_ratio,YEARS_SINCE_TNC_BUS_MID_FAC_ratio,YEARS_SINCE_TNC_BUS_LOW_FAC_ratio,YEARS_SINCE_TNC_RAIL_NY_FAC_ratio,YEARS_SINCE_TNC_RAIL_HI_FAC_ratio,YEARS_SINCE_TNC_RAIL_MID_FAC_ratio,UPT_ADJ_base,UPT_ADJ_ratio,fitted_exp_ratio,UPT_ADJ_diff,fitted_exp_diff,UPT_ADJ_first_year,UPT_ADJ_new_reporter,effects_FAC_ratio,residual_FAC_ratio,FAC_Sum,VRM_ADJ_log_FAC,FARE_per_UPT_cleaned_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_NY_FAC,YEARS_SINCE_TNC_BUS_HI_FAC,YEARS_SINCE_TNC_BUS_MID_FAC,YEARS_SINCE_TNC_BUS_LOW_FAC,YEARS_SINCE_TNC_RAIL_NY_FAC,YEARS_SINCE_TNC_RAIL_HI_FAC,YEARS_SINCE_TNC_RAIL_MID_FAC,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change,CLUSTER_APTA4
313,"Charleston, WV Metro Area-Bus",2017,0,33,2903578.0,14.363375286135538,14.656421493874952,0.7665109764067253,12.727055261961626,1.2553880912720916,10.147032767374759,9.64,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.866949013909781,-0.10538749223759264,14.46876277837313,-1.7763568394002505e-15,1729554.9999999998,1921779.7312608087,2318477.0,1.15224390882,336735.24999999994,2.5091999999999994,25514.280000000006,1.0006348212623548,0.9674574745467707,0.9989123354853806,1.0460561696575044,1.0021751067504714,-2.25,0.8999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0049728384435812,1.0128448632633618,0.9983765853060871,1.0077132220246083,0.999207892593673,0.9978333165803687,0.9928508432352503,1.0,1.0,1.0,0.9618409879329599,1.0,1.0,1.0,1779565.0000000002,0.9718976266671909,0.9750564012697239,-50010.000000000466,-49162.38937780913,2903578.0000000023,0.0,0.9999999999999956,0.9967604218367392,-43349.225742775525,8849.489244851591,22858.269093264375,-2888.9719697731402,13726.179952222134,-1409.606616540234,-3855.7539796562323,-12722.389158061798,0.0,0.0,0.0,-67906.44230908221,0.0,0.0,0.0,-44388.75527444375,-5621.244725556717,0.0,-50010.000000000466,3.0
314,"Charleston, WV Metro Area-Bus",2018,0,33,2903578.0,14.369863952334578,14.643500645737378,0.7435395010673969,12.71667353404509,1.3110318766193438,10.151879659436736,8.25,4.675,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.866949013909782,-0.06409331886076325,14.43395727119534,-1.7763568394002505e-15,1740814.0,1856041.8348715452,2288713.0,1.103367225,333257.4299999999,2.7100000000000004,25638.249999999996,0.9991184172655669,0.9700311201712795,0.9991842788686897,1.044323970996784,1.0004776659515244,-1.3900000000000006,0.6749999999999998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9931306125754342,1.0114360956284312,0.9987835561160913,1.007765204531319,0.9998256164215703,0.9986609163234692,0.9946333264914882,1.0,1.0,1.0,0.9618409879329599,1.0,1.0,1.0,1729554.9999999998,1.0065097669631786,0.9657932200449761,11259.000000000233,-65737.89638926345,2903578.0000000023,0.0,1.0000000000000009,1.0421586357818315,-58672.877244708776,-11880.98336709486,19779.35637463128,-2103.906601633773,13430.348323165455,-301.605989990968,-2316.018868162218,-9281.957000014181,0.0,0.0,0.0,-65998.11011560951,0.0,0.0,0.0,-59162.50730511128,70421.5073051115,0.0,11259.000000000226,3.0
315,"Charleston-North Charleston-Summerville, SC Metro Area-Bus",2012,0,32,4859889.0,15.396526361875674,14.880687393212584,0.5891044660317803,13.829854115538636,1.5985387315650998,10.251025834003773,7.2,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.316555433059919,-0.019317982491904445,15.41584434436758,1.7763568394002505e-15,4859889.000000003,4954684.955221211,2901351.000000002,0.8023736056600002,1014445.92,3.9458,28310.569999999978,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4859889.000000003,4859889.000000003,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4859889.000000003,4859889.000000003,3.0
316,"Charleston-North Charleston-Summerville, SC Metro Area-Bus",2013,0,32,4859889.0,15.382669999063854,14.871297805686735,0.6408095390317082,13.850405022538755,1.5711959201772325,10.285390575433622,6.13,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.31655543305992,-0.0005052632107444555,15.383175262274596,-1.7763568394002505e-15,4793013.000000002,4795435.345552288,2874235.9999999986,0.8980167762,1035509.4200000007,3.8124000000000002,29300.400000000012,0.9993690084820859,1.0877689373978343,1.001485981473733,0.9828951211203394,1.0033523221954876,-1.0700000000000003,-0.20000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9950033126448133,0.9747300425100845,1.002412353908186,0.9962062079653957,0.9987642668056272,0.9989690356051744,1.001595679397387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4859889.000000003,0.9862391918827774,0.9678587819188975,-66876.00000000093,-159249.6096689226,4859889.000000003,0.0,1.0000000000000009,1.0189907934179336,-157067.24423356357,-24283.345913910744,-122809.18843570778,11723.77222249991,-18437.40817726098,-6005.5261582670255,-5010.372521804787,7754.824750887854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-156202.75219895117,89326.75219895024,0.0,-66876.00000000093,3.0
317,"Charleston-North Charleston-Summerville, SC Metro Area-Bus",2014,0,32,4859889.0,15.414914902081065,14.927659478288291,0.48966734006748835,13.875385251596024,1.529225190308926,10.275981021293678,6.22,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.31655543305992,-0.05711313995460757,15.472028042035673,0.0,4950082.000000003,5241026.065911314,3040884.9999999986,0.6317733040600002,1061702.5000000002,3.6145999999999994,29025.97999999998,1.003789963279466,0.7641386562494021,1.0018035739039124,0.9732873988983041,0.9990851534444964,0.08999999999999986,1.7000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0305247696024995,1.077687430798798,1.0029330486094572,0.9941825097080426,1.0003386278504907,1.0000867651268432,0.9865389561379105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4793013.000000002,1.032770409761042,1.0929197639526735,157069.00000000093,445590.72035902645,4859889.000000003,0.0,1.0,0.9449645392989221,442357.272645964,146305.617526785,372356.8657552395,14058.14011476029,-27883.30659672581,1623.0476895637814,415.8663809063309,-64518.95822456502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445365.6365820958,-288296.6365820949,0.0,157069.00000000093,3.0
318,"Charleston-North Charleston-Summerville, SC Metro Area-Bus",2015,0,32,4859889.0,15.37598110052894,14.902162607265668,0.5028310470031571,13.901890683256468,1.2682425393437544,10.372969795883856,6.84,4.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.316555433059919,-0.004943857497845483,15.380924958026784,-1.7763568394002505e-15,4761059.999999997,4784656.287402592,2964331.999999998,0.65339549146,1090219.6700000004,2.5546,31982.32000000001,0.9982919712859402,1.0268829588141501,1.0019102483412052,0.8293366780647595,1.0094383956518798,0.6200000000000001,-0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9864898710378687,0.993504967620866,1.0031124083755114,0.9643702456918855,0.9965162739416007,1.0005978680412242,1.0039939738742591,1.0,1.0,1.0,0.9618409879329599,1.0,1.0,1.0,4950082.000000003,0.9618143699437696,0.9129235816098982,-189022.0000000056,-456369.7785087228,4859889.000000003,0.0,0.9999999999999991,1.0535540756408601,-443395.69226401707,-66876.24619312501,-32150.9428693682,15406.676676268284,-176370.20546502038,-17244.729654613362,2959.495829239133,19770.49818344049,0.0,0.0,0.0,-188890.23877083804,0.0,0.0,0.0,-431035.4112973123,242013.4112973067,0.0,-189022.0000000056,3.0
319,"Charleston-North Charleston-Summerville, SC Metro Area-Bus",2016,0,32,4859889.0,15.155955464287377,14.777789818804756,0.8361290185030548,13.926357219167695,1.2001153739986312,10.390627881197094,5.66,5.7,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.3165554330599205,0.0616218488420327,15.094333615445345,0.0,3820741.9999999995,3592408.177395346,2617654.9999999995,1.3074176954999999,1117222.58,2.3204999999999996,32552.10000000001,0.9916540443331177,1.6628428643902036,1.0017599430515371,0.9462822265996729,1.0017023172399717,-1.1799999999999997,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9358022194847923,0.8479046396837833,1.0028726468828333,0.9905741417178185,0.9993648361728666,0.9988631088809298,0.9920596541549149,1.0,1.0,1.0,0.9618409879329599,1.0,1.0,1.0,4761059.999999997,0.8024981831776961,0.750818441620083,-940317.9999999977,-1192248.1100072456,4859889.000000003,0.0,1.0000000000000018,1.0688311907534713,-1288903.5226551164,-305649.48489973485,-724135.1361871264,13676.844167982234,-44877.076832962804,-3024.053090811534,-5412.806831360491,-37804.462989200714,0.0,0.0,0.0,-181677.34599190176,0.0,0.0,0.0,-1186368.3503402867,246050.35034028906,0.0,-940317.9999999977,3.0
320,"Charleston-North Charleston-Summerville, SC Metro Area-Bus",2017,0,32,4859889.0,15.089566639069174,14.750959788159447,0.8009124023569892,13.94630838154099,1.2553880912720916,10.364572150206737,4.68,6.7,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.316555433059918,0.028976376831165412,15.060590262238009,0.0,3575324.0000000033,3473210.618114407,2548356.999999998,1.2275724439199998,1139736.3300000005,2.5091999999999994,31714.86,0.9981844354958164,0.9578813611694582,1.0014326188865696,1.0460561696575044,0.9974923814722008,-0.9800000000000004,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9857885073199163,1.0175855483005687,1.0023418709334562,1.0077132220246083,1.0009379657181425,0.999055711280261,0.9920596541549149,1.0,1.0,1.0,0.9618409879329599,1.0,1.0,1.0,3820741.9999999995,0.9357669269476986,0.9668195947133819,-245417.99999999627,-119197.55928093893,4859889.000000003,0.0,0.9999999999999973,0.9678816399011646,-124848.59950735008,-54298.446965488365,67189.8429850114,8947.684634035191,29470.231344746095,3583.725013867328,-3607.8835716328367,-30338.01286484203,0.0,0.0,0.0,-145795.74008304687,0.0,0.0,0.0,-126773.76805560396,-118644.23194439232,0.0,-245417.99999999627,3.0
321,"Charleston-North Charleston-Summerville, SC Metro Area-Bus",2018,0,32,4859889.0,14.935403792441798,14.756845840491335,0.9659664950231198,13.96156151772998,1.3110318766193438,10.353599331755454,3.7,7.7,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.316555433059916,-0.00871798251810274,14.9441217749599,-1.7763568394002505e-15,3064526.000000002,3091359.2889330154,2563401.0000000014,1.6273257269999997,1157254.16,2.7100000000000004,31368.749999999993,1.0003990284304491,1.2060825780452347,1.0010937042098667,1.044323970996784,0.9989413148664257,-0.9799999999999995,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0031450612768424,0.9215446428124374,1.001789922605667,1.007765204531319,1.0003948971843175,0.999055711280261,0.9920596541549149,1.0,1.0,1.0,0.9618409879329599,1.0,1.0,1.0,3575324.0000000033,0.8571323885611484,0.8900581130352823,-510798.0000000014,-381851.32918139175,4859889.000000003,0.0,0.9999999999999982,0.963007230071999,-401880.42651058256,11244.61306456544,-280503.32148126524,6399.553250183823,27763.122125733647,1411.8853806228215,-3376.1381226119465,-28389.309068232968,0.0,0.0,0.0,-136430.83165957817,0.0,0.0,0.0,-393077.8670702428,-117720.13292975858,0.0,-510798.0000000014,3.0
322,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area-Bus",2012,0,24,20850513.0,16.852889158183398,16.106901226541584,0.661381376204864,14.80867371593725,1.5985387315650998,10.283823210987835,6.15,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0403445987432285,-0.00016296206669469404,16.85305212025009,-3.552713678800501e-15,20850512.99999997,20853911.119727798,9888679.000000017,0.93746685733,2699759.7499999995,3.9458,29254.510000000006,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,20850512.99999997,20850512.99999997,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20850512.99999997,20850512.99999997,2.0
323,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area-Bus",2013,0,24,20850513.0,16.876486884959377,16.107670800538546,0.6843844780375843,14.987369383333295,1.5711959201772325,10.27035042286235,5.98,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.040344598743229,0.011359945369659535,16.86512693958972,3.552713678800501e-15,21348388.999999985,21107244.741935786,9896291.999999983,0.98255115612,3227986.3300000015,3.8124000000000002,28862.999999999996,1.0000477791467235,1.0347803894399272,1.012066959595695,0.9828951211203394,0.9986899047320174,-0.16999999999999993,-0.7000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000410641165244,0.98867773148818,1.021171815137079,0.9962062079653957,1.0004848895872294,0.9998361308535219,1.0055960263734711,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20850512.99999997,1.023878357333463,1.0121480148617463,497876.0000000149,253333.62220798805,20850512.99999997,0.0,1.0000000000000009,1.0115895518674605,258201.1302930615,8562.078954255785,-236075.10679519438,441443.20674926176,-79102.51013681291,10110.196642090486,-3416.755768941485,116680.02064840226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253292.3417990346,244583.6582009803,0.0,497876.0000000149,2.0
324,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area-Bus",2014,0,24,20850513.0,16.846748768812102,16.12862818853388,0.686353038226279,15.011411800704272,1.529225190308926,10.26747281089584,5.6,5.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.04034459874323,0.013811197476791187,16.832937571335314,3.552713678800501e-15,20722874.999999993,20438634.635383885,10105880.99999999,0.98645777134,3306535.420000002,3.6145999999999994,28780.060000000016,1.0013010812211678,1.0028763951431794,1.0016041786090701,0.9732873988983041,0.9997198136530859,-0.3800000000000008,-0.10000000000000053,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0112432060149747,0.9990260101336264,1.0028227803739758,0.9941825097080426,1.000103546356368,0.9996337413343362,1.0007975216782798,1.0,1.0,0.9608719554925638,1.0,1.0,1.0,1.0,21348388.999999985,0.9706997094722233,0.9683231935420018,-625513.9999999925,-668610.1065519005,20850512.99999997,0.0,1.0000000000000009,1.0024542588818637,-668604.4077099599,240024.3356148206,-20793.114549402642,60261.813485200044,-124194.04575643089,2210.547895274332,-7819.03246921077,17025.803023850956,0.0,0.0,-835320.7149540616,0.0,0.0,0.0,0.0,-676248.7865430572,50734.786543064634,0.0,-625513.9999999925,2.0
325,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area-Bus",2015,0,24,20850513.0,16.750673223813525,16.162890606805515,0.7590142024775687,15.035531450115817,1.2682425393437544,10.319883368856301,5.43,5.2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0403445987432285,0.011638563537706939,16.739034660275816,0.0,18824563.999999974,18606743.123989817,10458132.999999985,1.13616935174,3387257.499999999,2.5546,30328.719999999994,1.0021243231520454,1.1058655825856991,1.001606754230166,0.8293366780647595,1.0051045236667042,-0.16999999999999993,0.10000000000000053,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0184465915780079,0.9646708917579596,1.0028318608869786,0.9643702456918855,0.9981159628810617,0.9998361308535219,0.9992031138556954,1.0,1.0,0.9608719554925638,1.0,1.0,1.0,1.0,20722874.999999993,0.9083953843277046,0.9103711405348647,-1898311.0000000186,-1831891.5113940686,20850512.99999997,0.0,0.9999999999999982,0.9978297245216992,-1899318.7809733192,382266.41144710983,-732120.6939612724,58684.29917824707,-738350.944807769,-39042.66571111754,-3395.8398388233104,-16513.771957656605,0.0,0.0,-810845.5753220373,0.0,0.0,0.0,0.0,-1857367.6510885656,-40943.34891145304,0.0,-1898311.0000000186,2.0
326,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area-Bus",2016,0,24,20850513.0,16.696119761265095,16.168252594944242,0.8521725118163758,15.0600139873265,1.2001153739986312,10.371249608833356,4.77,6.3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0403445987432285,0.05810721457979742,16.6380125466853,3.552713678800501e-15,17825128.000000007,16818877.71822008,10514359.999999989,1.3447352876999998,3471209.6699999995,2.3204999999999996,31927.349999999973,1.0003317468557555,1.1227359238268801,1.0016283120614597,0.9462822265996729,1.0049774050869673,-0.6600000000000001,1.0999999999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0028646403229444,0.9549324721890246,1.0028745283132647,0.9905741417178185,0.9981534689911769,0.9993639523690145,0.9912690955621951,1.0,1.0,0.9608719554925638,1.0,1.0,1.0,1.0,18824563.999999974,0.9469078805756156,0.9039130387378419,-999435.9999999665,-1787865.4057697356,20850512.99999997,0.0,1.0,1.0475652384752088,-1865434.1946707615,53925.605096247884,-848376.561599486,54111.74220286398,-177437.6724878546,-34760.14115357589,-11973.31933653414,-164355.4693673419,0.0,0.0,-736568.3780250808,0.0,0.0,0.0,0.0,-1808795.1518450135,809359.151845047,0.0,-999435.9999999665,2.0
327,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area-Bus",2017,0,24,20850513.0,16.583461479713996,16.163228372928014,0.8899515364492072,15.084643329977368,1.2553880912720916,10.362028232498034,4.82,6.7,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.040344598743228,-0.0010178851264949496,16.584479364840483,-7.105427357601002e-15,15925966.000000024,15942185.058102882,10461666.000000004,1.4350116391199998,3557764.8299999996,2.5091999999999994,31634.279999999973,0.9996892538642179,1.0443326018018426,1.001635412999722,1.0460561696575044,0.9991108712370139,0.05000000000000071,0.40000000000000036,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9973232373384737,0.9814726419452706,1.002891789840026,1.0077132220246083,1.000331854647784,1.0000482019188792,0.996816263564168,1.0,1.0,0.9608719554925638,1.0,1.0,1.0,1.0,17825128.000000007,0.8934559123502517,0.9478744851585746,-1899161.9999999832,-876692.6601171996,20850512.99999997,0.0,0.9999999999999991,0.9425888441935013,-936368.8262397887,-47713.63706732659,-330252.52882738237,51546.52404756347,137489.1698810628,5915.351574143969,859.205373867721,-56750.50948696974,0.0,0.0,-697462.401734748,0.0,0.0,0.0,0.0,-929143.9741143071,-970018.0258856762,0.0,-1899161.9999999832,2.0
328,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area-Bus",2018,0,24,20850513.0,16.371296986797823,16.142570093409855,1.0388247570189195,15.105699374310966,1.3110318766193438,10.3709567227522,4.7,7.275,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0403445987432285,-0.09373607377079404,16.46503306056862,0.0,12881425.000000017,14147280.742114866,10247763.000000013,1.8258939500000002,3633471.5500000026,2.7100000000000004,31917.999999999996,0.9987218964527681,1.167282390638593,1.0013958596085433,1.044323970996784,1.0008616546928684,-0.1200000000000001,0.5750000000000002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9890396068301301,0.9289556304121706,1.0024717223233877,1.007765204531319,0.9996787905035813,0.9998843248735937,0.9954265681313048,1.0,1.0,0.9608719554925638,1.0,1.0,1.0,1.0,15925966.000000024,0.8088316275446021,0.8874116496925416,-3044541.0000000075,-1794904.3159880154,20850512.99999997,0.0,1.0000000000000009,0.9114503211575827,-1845918.1510497485,-174554.84896997976,-1131450.2145472076,39364.56568371293,123668.38334883275,-5115.571518840914,-1842.2381301926237,-72836.32044415614,0.0,0.0,-623151.9064719172,0.0,0.0,0.0,0.0,-1793078.2389926747,-1251462.7610073327,0.0,-3044541.0000000075,2.0
329,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area-Rail",2012,1,24,4473086.0,15.31358933225937,13.578971435265522,0.6055980675180147,14.80867371593725,1.5985387315650998,10.283823210987835,6.15,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792882327806154,0.0290008701687602,15.28458846209061,0.0,4473086.000000002,4345225.577709465,789354.0000000002,0.8323477489200002,2699759.7499999995,3.9458,29254.510000000006,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4473086.000000002,4473086.000000002,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4473086.000000002,4473086.000000002,2.0
330,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area-Rail",2013,1,24,4473086.0,15.315727401273184,13.571158691837956,0.6656159600665625,14.987369383333295,1.5711959201772325,10.27035042286235,5.98,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.792882327806154,0.041965498185938296,15.273761903087246,0.0,4482659.999999997,4298435.470748356,783211.0000000006,0.9456886188,3227986.3300000015,3.8124000000000002,28862.999999999996,0.9994246439456176,1.0991051586319047,1.012066959595695,0.9828951211203394,0.9986899047320174,-0.16999999999999993,-0.7000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9958406855613654,0.9707273080085499,1.021171815137079,0.9962062079653957,1.0004848895872294,0.9998361308535219,1.0055960263734711,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4473086.000000002,1.0021403567917082,0.9892318347748992,9573.999999995343,-46790.106961109675,4473086.000000002,0.0,1.0,1.0130490331730506,-45343.388800923116,-18604.971185054288,-130939.26872926764,94703.34988425618,-16969.958036899938,2168.9528241814505,-733.0007849433449,25031.507226804446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48166.92911408536,57740.9291140807,0.0,9573.999999995343,2.0
331,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area-Rail",2014,1,24,4473086.0,15.345906561758378,13.730827014920179,0.6630462856777322,15.011411800704272,1.529225190308926,10.26747281089584,5.6,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.792882327806155,-0.007028057995193772,15.352934619753572,0.0,4620005.000000004,4652589.037237734,918802.0000000003,0.9406952510000002,3306535.420000002,3.6145999999999994,28780.060000000016,1.0117652682949063,0.9961394038860285,1.0016041786090701,0.9732873988983041,0.9997198136530859,-0.3800000000000008,-0.10000000000000053,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0889139232352445,1.001272833706456,1.0028227803739758,0.9941825097080426,1.000103546356368,0.9996337413343362,1.0007975216782798,1.0,1.0,1.0,1.0,1.0,1.0,0.9952126445399593,4482659.999999997,1.0306391740618308,1.0823912721034101,137345.00000000652,354153.566489378,4473086.000000002,0.0,1.0000000000000009,0.9521872654010027,371789.5832508069,398570.88712970086,5705.6807425822,12653.56467120619,-26077.831032145918,464.1631098360835,-1641.813070224285,3575.018526357925,0.0,0.0,0.0,0.0,0.0,0.0,-21460.086826506125,369332.0598070722,-231987.0598070657,0.0,137345.00000000652,2.0
332,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area-Rail",2015,1,24,4473086.0,15.348205861404209,13.740575782564468,0.7137889956591301,15.035531450115817,1.2682425393437544,10.319883368856301,5.43,5.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.7928823278061525,0.05628663358116659,15.291919227823042,0.0,4630639.999999999,4377196.458145891,927802.9999999998,1.04171266164,3387257.499999999,2.5546,30328.719999999994,1.0007099912943114,1.0765296647873253,1.001606754230166,0.8293366780647595,1.0051045236667042,-0.16999999999999993,0.10000000000000053,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0052143778591232,0.9751944979484776,1.0028318608869786,0.9643702456918855,0.9981159628810617,0.9998361308535219,0.9992031138556954,1.0,1.0,1.0,1.0,1.0,1.0,0.9952126445399593,4620005.000000004,1.0023019455606639,0.9408087460792918,10634.999999995343,-275392.5790918423,4473086.000000002,0.0,0.9999999999999973,1.0653620469469651,-277298.08463865955,24090.451781038286,-114601.54350554399,13083.211457145675,-164609.6430522609,-8704.260909680332,-757.076276074768,-3681.617971118071,0.0,0.0,0.0,0.0,0.0,0.0,-22117.606162165448,-273463.8890699418,284098.88906993717,0.0,10634.999999995343,2.0
333,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area-Rail",2016,1,24,4473086.0,15.381512855011438,13.769568184985543,0.5719022230487496,15.0600139873265,1.2001153739986312,10.371249608833356,4.77,6.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.792882327806155,0.026543415399452444,15.354969439611985,-1.7763568394002505e-15,4787469.999999998,4662065.858380592,955095.9999999997,0.771633891,3471209.6699999995,2.3204999999999996,31927.349999999973,1.0021099845363004,0.8012202857241322,1.0016283120614597,0.9462822265996729,1.0049774050869673,-0.6600000000000001,1.0999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.015587271572105,1.0727612303598695,1.0028745283132647,0.9905741417178185,0.9981534689911769,0.9993639523690145,0.9912690955621951,1.0,1.0,1.0,1.0,1.0,1.0,0.9952126445399593,4630639.999999999,1.033867888671976,1.0650803323448195,156829.99999999907,284869.4002347011,4473086.000000002,0.0,1.0000000000000027,0.970694758313985,304679.1334130107,72179.04323265249,336931.0637536259,13310.905788536209,-43647.75639580072,-8550.620350696825,-2945.307601946505,-40429.675325876815,0.0,0.0,0.0,0.0,0.0,0.0,-22168.51968748296,301363.59016921476,-144533.5901692157,0.0,156829.99999999907,2.0
