RAIL_FLAG,CLUSTER_APTA4,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_2012,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ_HINY,VRM_ADJ_MIDLOW,FARE_per_UPT_cleaned_2018_HINY,FARE_per_UPT_cleaned_2018_MIDLOW,POP_EMP,TSD_POP_EMP_PCT,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,JTW_HOME_PCT,MAINTENANCE_WMATA,RESTRUCTURE,YEARS_SINCE_TNC_BUS_NY,YEARS_SINCE_TNC_BUS_HI,YEARS_SINCE_TNC_BUS_MID,YEARS_SINCE_TNC_BUS_LOW,YEARS_SINCE_TNC_RAIL_NY,YEARS_SINCE_TNC_RAIL_HI,YEARS_SINCE_TNC_RAIL_MID,BIKE_SHARE,scooter_flag,VRM_ADJ_HINY_log_FAC,VRM_ADJ_MIDLOW_log_FAC,FARE_per_UPT_cleaned_2018_HINY_log_FAC,FARE_per_UPT_cleaned_2018_MIDLOW_log_FAC,POP_EMP_log_FAC,TSD_POP_EMP_PCT_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,MAINTENANCE_WMATA_FAC,RESTRUCTURE_FAC,YEARS_SINCE_TNC_BUS_NY_FAC,YEARS_SINCE_TNC_BUS_HI_FAC,YEARS_SINCE_TNC_BUS_MID_FAC,YEARS_SINCE_TNC_BUS_LOW_FAC,YEARS_SINCE_TNC_RAIL_NY_FAC,YEARS_SINCE_TNC_RAIL_HI_FAC,YEARS_SINCE_TNC_RAIL_MID_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
0,1.0,2002,170,2217749582.0,2203565452.0,0.0,2217749582.0,0.0,1994363360.5709863,0.0,69431799.63651021,0.0,0.9102786428414076,0.0,9573567.143826585,0.5679150656233117,1.9989229721545723,39381.469965213546,9.917688029711911,3.943894077307056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2217749582.0,2217749582.0
0,1.0,2003,170,2217749582.0,2203565452.0,2217749582.0,2150502598.9999995,-67246983.00000018,2162464593.794057,36724344.986488916,69475683.83844686,0.0,0.9168707344014717,0.0,9715711.202587085,0.566331971270963,2.3077092528229817,38481.401179128,9.826644160485746,3.943894077307056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2207679.0010417495,0.0,-1037402.9222403744,0.0,8564280.247990532,-3595772.8203351363,31393671.199789762,3202824.5905896407,-400249.82512385095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37967426.903197065,38224938.65152329,-109760602.65152322,0.0,-71535663.99999993
0,1.0,2004,180,2396974805.0,2389867700.0,2150502598.9999995,2410970010.0,81242188.0000003,2473027016.5234556,77440092.27417636,71765534.23904203,0.0,0.8811162918022641,0.0,9734314.782684496,0.5670800056848286,2.6074594940736557,38183.58992380748,9.786967609269468,3.9555663396720595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35328699.22647839,0.0,6046704.409991921,0.0,10168039.433453497,-1978986.6940662058,28351271.672240384,4366906.165270385,-381780.75935172423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73178975.32613651,74192045.99035275,-3887679.9903525375,179225222.99999985,249529589.0000001
0,1.0,2005,190,2522641888.0,2541057031.0,2410970010.0,2568753503.9999986,32116410.999998577,2684025978.2527375,24718970.963693798,70767074.60414761,0.0,0.908709006019361,0.0,9670224.811546005,0.5621325759866738,3.0629169958820954,37264.37843132749,9.582088124551113,3.982687664464881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27689809.19307453,0.0,-2976477.026551421,0.0,11733920.896574173,-1455375.4826635658,41348435.436913565,4218163.180197333,-568874.1274357344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24609983.68395981,24072834.973315597,8043576.02668298,125667082.9999998,157783493.9999984
0,1.0,2006,190,2522641888.0,2541057031.0,2568753503.9999986,2599108817.0000005,30355313.00000269,2717364304.6133513,33338326.360613607,70624705.90615213,0.0,0.8978368338450172,0.0,9915449.723039184,0.5616796485483977,3.355692065332699,35771.54082711947,9.461948548410053,4.30155178767887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6521537.669558838,0.0,2019214.4269428784,0.0,15895790.059298825,-436267.4896246379,26014067.594728686,6822471.312022096,-635671.5173427075,-6251095.9722818285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36906970.74418448,36947698.51569029,-6592385.515687598,0.0,30355313.00000269
0,1.0,2007,190,2522641888.0,2541057031.0,2599108817.0000005,2608864140.999998,9755323.999997467,2748423276.463087,31058971.84973578,71582714.3552377,0.0,0.9208602306105821,0.0,9964969.76569808,0.5550867828387394,3.5310062793786834,36276.70610874326,9.294565235999123,4.4274885399032895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29539649.187772114,0.0,-5215474.606016852,0.0,4381641.227649206,-6676654.362589602,14862599.172473047,-2370456.814400275,-844871.4922002275,-2693961.490456444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30982470.822230965,30955018.92295529,-21199694.922957823,0.0,9755323.999997467
0,1.0,2008,190,2522641888.0,2541057031.0,2608864140.999998,2692308348.999999,83444208.00000104,2807439224.018462,59015947.555375,71889164.49129106,0.0,0.9010416255067859,0.0,9988399.397412283,0.5581048095106869,3.9554554445044965,36238.91881751508,9.4554621860263,4.508747727850302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07104663719910444,0.0,14082011.479966076,0.0,3787752.868164587,0.0,2897413.9614306963,3070330.423205379,34049871.85939332,218469.4275160937,830898.1615403953,-1634366.9653542635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2047416.9711154513,0.0,55254964.244746834,55633329.433777064,27810878.566223983,0.0,83444208.00000104
0,1.0,2009,190,2522641888.0,2541057031.0,2692308348.999999,2564111221.0,-128197127.99999961,2680127569.373346,-127311654.64511651,70967398.25016546,0.0,0.9931869137659665,0.0,9910892.792191492,0.5605866487545621,2.9101362046971992,34545.635455789095,9.56712468936851,4.71934066604225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07104663719910444,0.0,-18778893.31476954,0.0,-19460711.912220195,0.0,-2741136.707926405,2756497.215302755,-90853964.86082378,8753384.626733344,590017.219410067,-4398055.5070822835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-124132863.24137603,-122927333.11013635,-5269794.88986329,0.0,-128197127.99999961
0,1.0,2010,190,2522641888.0,2541057031.0,2564111221.0,2477369489.000001,-86741731.99999885,2634253442.70527,-45874126.66807585,67087317.041166835,0.0,1.011159790656542,0.0,9893600.100512411,0.56410963816295,3.3619635552803038,33716.16047501595,9.777768115309279,4.947970199525997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12768546400986416,0.0,-82041592.53806466,0.0,-3508432.304468916,0.0,313611.3048009237,3497831.928500212,40981935.62395314,4173309.515913401,1100699.5190338118,-4548274.307984858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1745945.8682661825,0.0,-41776857.12658312,-42794860.98647233,-43946871.013526514,0.0,-86741731.99999885
0,1.0,2011,190,2522641888.0,2541057031.0,2477369489.000001,2507911502.000001,30542012.999999788,2629171864.8570657,-5081577.848204147,64589050.37874564,0.0,1.0324809727559339,0.0,9986664.09812566,0.5597171562192801,4.092877324958459,33057.754898560874,10.06543443647519,4.895036823554085,0.0,0.0,0.0,0.12496612797067758,0.0,0.0,0.0,0.0,0.0,0.16867203705134062,0.0,-54879158.58684159,0.0,-3805625.577316004,0.0,5790032.806905995,-4259033.894103865,56276666.57090153,3250550.023594675,1432689.2160988743,1078121.0047103735,0.0,0.0,0.0,-6202914.4016979,0.0,0.0,0.0,0.0,0.0,-1208826.3818659305,0.0,-2527499.219613825,-3851163.4801769378,34393176.480176724,0.0,30542012.999999788
