RAIL_FLAG,CLUSTER_APTA4,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_2012,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ_HINY,VRM_ADJ_MIDLOW,FARE_per_UPT_cleaned_2018_HINY,FARE_per_UPT_cleaned_2018_MIDLOW,POP_EMP,TSD_POP_EMP_PCT,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,JTW_HOME_PCT,MAINTENANCE_WMATA,RESTRUCTURE,YEARS_SINCE_TNC_BUS_NY,YEARS_SINCE_TNC_BUS_HI,YEARS_SINCE_TNC_BUS_MID,YEARS_SINCE_TNC_BUS_LOW,YEARS_SINCE_TNC_RAIL_NY,YEARS_SINCE_TNC_RAIL_HI,YEARS_SINCE_TNC_RAIL_MID,BIKE_SHARE,scooter_flag,VRM_ADJ_HINY_log_FAC,VRM_ADJ_MIDLOW_log_FAC,FARE_per_UPT_cleaned_2018_HINY_log_FAC,FARE_per_UPT_cleaned_2018_MIDLOW_log_FAC,POP_EMP_log_FAC,TSD_POP_EMP_PCT_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,MAINTENANCE_WMATA_FAC,RESTRUCTURE_FAC,YEARS_SINCE_TNC_BUS_NY_FAC,YEARS_SINCE_TNC_BUS_HI_FAC,YEARS_SINCE_TNC_BUS_MID_FAC,YEARS_SINCE_TNC_BUS_LOW_FAC,YEARS_SINCE_TNC_RAIL_NY_FAC,YEARS_SINCE_TNC_RAIL_HI_FAC,YEARS_SINCE_TNC_RAIL_MID_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
0,1.0,2012,190,2522641888.0,2541057031.0,2507911502.000001,2541057030.9999995,33145528.99999903,2587826364.951295,-41345499.90577121,63654979.010832,0.0,1.0331937282706827,0.0,10106162.130560195,0.5556667393908061,4.140214257275543,32885.7085785359,9.958940532822863,4.987356848646763,0.0,0.0,0.0,0.5049977494070688,0.0,0.0,0.0,0.0,0.0,0.20578687227443668,0.0,-21218383.348877437,0.0,89625.565696142,0.0,7313755.047976317,-3838555.130909009,3232921.500074244,977621.1851129332,-547873.2686824928,-2006571.1008436605,0.0,0.0,0.0,-21623271.925549377,0.0,0.0,0.0,0.0,0.0,-756114.7241171745,0.0,-38376846.20011952,-38255264.46104901,71400793.46104804,0.0,33145528.99999903
0,1.0,2013,190,2522641888.0,2541057031.0,2541057030.9999995,2538567550.000001,-2489480.9999990985,2550673138.183778,-37153226.7675163,64440490.50185641,0.0,1.0525608051525281,0.0,10218543.93976726,0.5554845763010797,3.9654549378235004,33089.926406244245,9.695200702110121,4.990027977129983,0.0,0.0,0.0,1.3142978187952767,0.0,0.0,0.0,0.0,0.0,0.20578687227443668,0.0,23492780.75893829,0.0,-3344173.501040999,0.0,6843658.838884809,-138679.4624877167,-12551578.307174124,-976638.234175382,-1282452.1721087892,-29575.617277844838,0.0,0.0,0.0,-47268752.13029068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35255409.826732434,-35571586.26802151,33082105.268022418,0.0,-2489480.9999990994
0,1.0,2014,190,2522641888.0,2541057031.0,2538567550.000001,2510923485.999999,-27644064.000002045,2482207353.3907037,-68465784.79307412,64472290.6259952,0.0,1.0552857020000461,0.0,10358402.722098505,0.5549177180414916,3.757632076906906,33372.44649362026,9.64365408837213,5.143028107483799,0.0,0.0,0.0,2.1833497858733715,0.0,0.0,0.0,0.0,0.0,0.4721236239140731,0.0,4324563.051840603,0.0,-1004486.6184572608,0.0,8122751.266822247,-529757.4829107674,-15647064.618431598,-1421947.4748036417,-317502.7646519344,-3189196.3779596724,0.0,0.0,0.0,-50596115.45530294,0.0,0.0,0.0,0.0,0.0,-8174297.806914709,0.0,-68433054.28076968,-67962909.28316915,40318845.283167094,0.0,-27644064.000002045
0,1.0,2015,190,2522641888.0,2541057031.0,2510923485.999999,2445688117.000001,-65235368.99999772,2364077546.007188,-118129807.38351619,65239258.51204985,0.0,1.0818127292498356,0.0,10472818.645738743,0.5556199069237358,2.8576666928336514,34516.89053111851,9.510527451972603,5.284222653366168,0.0,0.018557417611548017,0.0,3.1833497858733715,0.0,0.0,0.0,0.0,0.0,0.7236305595667644,0.0,24792922.615212765,0.0,-5348287.106528805,0.0,7010968.025581991,651325.2056746327,-75981925.39699113,-5497162.076415403,-633401.5504407395,-2619684.572355927,0.0,1550160.089699793,0.0,-57175935.43092037,0.0,0.0,0.0,0.0,0.0,-6991668.962989724,0.0,-120242689.16047294,-119318286.63341272,54082917.63341499,0.0,-65235368.99999772
0,1.0,2016,190,2522641888.0,2541057031.0,2445688117.000001,2323506883.0000005,-122181234.00000072,2286479550.4687448,-77597995.53844291,66113243.24680118,0.0,1.104717302622811,0.0,10554924.899873944,0.5550432384951618,2.5185717610537024,35303.22951100643,9.381259123522486,5.715785148652855,0.0,0.037114835223096034,0.0,4.183349785873372,0.0,0.0,0.0,0.0,0.0,0.9827746569155519,0.0,23756970.454989366,0.0,-4251031.379472774,0.0,5285661.940667447,-515639.0491903841,-31900751.99712731,-3534515.704680697,-638751.3969292017,-8233410.264747098,0.0,1526045.4784313089,0.0,-55690468.722534925,0.0,0.0,0.0,0.0,0.0,-6782388.57576966,0.0,-80978279.2163639,-80494284.41682473,-41686949.583175994,0.0,-122181234.00000072
0,1.0,2017,190,2522641888.0,2541057031.0,2323506883.0000005,2230802096.9999995,-92704786.00000066,2271368959.4377356,-15110591.031009335,66222639.767624594,0.0,1.0654314734435388,0.0,10662889.412182815,0.5538005359420408,2.7392459466138064,36103.068578746366,9.23344619094028,5.884423667787759,0.0,0.0531878990189827,0.0,5.183349785873371,0.0,0.0,0.0,0.0,0.0,0.9827746569155519,0.0,12115130.954163082,0.0,6386313.431579392,0.0,6136741.638362588,-1083654.8444249423,20608068.38345166,-3497780.7518377844,-667627.1987683456,-3038585.723541085,0.0,1685979.9107590048,0.0,-52908294.60014343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14263708.800399866,-14837563.64971897,-77867222.35028169,0.0,-92704786.00000066
0,1.0,2018,190,2522641888.0,2541057031.0,2230802096.9999995,2176386603.0000005,-54415493.99999925,2208018195.3061843,-63350764.13155118,66335689.74926932,0.0,1.0328058269144271,0.0,10741812.06997656,0.5547824939235894,3.04606558246051,36989.70148767346,9.096285973060793,6.1187931809606075,0.0,0.03214612759177333,0.0,6.183349785873371,0.0,0.0,0.0,0.0,0.0,1.0,0.5358203458960399,9324404.90761352,0.0,5245871.07552225,0.0,4751099.936396808,813126.7152677041,25294625.540657658,-3552924.969663771,-608529.8847147322,-4083578.933536022,0.0,-1400800.658514209,0.0,-50797325.11500106,0.0,0.0,0.0,0.0,0.0,-325869.6970056929,-46268889.8738954,-61608790.956872955,-62155013.621792704,7739519.621793446,0.0,-54415493.99999925
0,2.0,2002,1093,692881970.0000001,791460778.0,0.0,692881970.0000001,0.0,714945252.7660806,0.0,0.0,13378352.20863712,0.0,0.9242591681285973,2412902.9857398923,0.35736541727276155,1.9468195567767472,35715.45159949252,7.815646243403477,3.298935109539652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04739470995326952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692881970.0000001,692881970.0000001
0,2.0,2003,1232,757372407.0000001,869325834.0,692881970.0000001,770883561.0000001,13511153.999999965,802066091.1912776,13449602.879150487,0.0,13026932.796544729,0.0,0.8726761567930796,2374560.06403818,0.3548065050909656,2.2027861871074212,35129.657977308365,7.603248713845739,3.3806762574596942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04335903935301408,0.0,0.0,356763.4718123729,0.0,707245.4485587084,3912196.9961207937,-695463.3517363372,8650131.082390746,910503.317387311,-52017.386350605426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13476998.704543447,13340606.590663962,-511747.5906639943,64490437.00000002,77319296.00000003
0,2.0,2004,1344,784947601.0000001,898816466.0,770883561.0000001,811791151.0,13332395.999999821,868049397.4408432,22029146.27811102,0.0,12498024.033456318,0.0,0.8578654345548248,2380930.337738726,0.3576984250748726,2.525741959821213,34149.20774718695,7.517428873038875,3.409599719765243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04183583714143996,0.0,0.0,-1047005.4979450974,0.0,4437247.246669502,4963893.256640679,-1421373.7259475274,10608230.56492218,1537433.5632707018,-56149.58007882493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18486793.31273196,18697872.1193767,-5741176.119376851,27575194.000000004,40531889.999999836
0,2.0,2005,1391,807867575.0000001,924924849.0,811791151.0,855440924.0,20729799.000000414,917324412.667476,22956957.393368386,0.0,12247363.809401672,0.0,0.8701483600801563,2431976.7748505455,0.3513818746693334,2.985415509479262,33180.000316565,7.492289932938576,3.4123453178573233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04064891452042743,0.0,0.0,1170337.0889649808,0.0,-1641693.0599689623,5145535.8170277225,-932063.0547752713,14585455.637377666,1494245.3215300436,-44374.705412365394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19777443.044743814,19894072.98855647,835726.0114439536,22919974.000000007,43649773.00000043
0,2.0,2006,1415,823614839.0000001,941394513.0,855440924.0,913931565.0000001,42743376.99999987,952371518.8318207,17518340.883139737,0.0,12189060.458303766,0.0,0.8745361144032591,2489143.4711173256,0.3498992384089256,3.267890040711128,31707.039385882163,7.526042945032465,3.573585135223625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03987171969833826,0.0,0.0,2642130.0794922095,0.0,-3686229.5035036784,6234675.021733315,-87766.59955293135,8567324.60491273,2469333.8091705884,6981.188907354524,-1235611.6915576314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14910836.909601962,15052292.988153718,27691084.011846147,15747264.000000026,58490640.9999999
0,2.0,2007,1436,832303107.0000001,958899929.0,913931565.0000001,924926555.0,2306721.9999998305,966778102.6214865,3830375.357998855,0.0,12139213.002662905,0.0,0.895757297618231,2506046.0194194596,0.34780737583798604,3.4551355017601795,31993.077300879882,7.428921805166348,3.7473472551869267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03945550572118674,0.0,0.0,3303378.2715876806,0.0,-4805505.011763305,2597990.9887455734,-1283467.6890974913,5691117.77722828,-669180.6418386562,-158758.10830945562,-1280288.7809463576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3395286.805606269,3284043.966671093,-977321.9666712626,8688267.999999998,10994989.999999829
0,2.0,2008,1436,832303107.0000001,958899929.0,924926555.0,988529403.0000001,63602848.00000024,991804666.2047954,25026563.583308805,0.0,12290406.974323366,0.0,0.8949319157018631,2511974.2483535623,0.34768094753883916,3.86519583198288,31801.15427399655,7.60595589291727,3.801241314722138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03945550572118674,0.0,0.0,7333208.903889949,0.0,1595209.10391875,1169444.7371988944,-86404.47035364849,11950928.557325121,413574.4903425146,313731.94970746,-281956.6481195199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22407736.623909514,22811574.05452164,40791273.94547857,0.0,63602848.00000024
0,2.0,2009,1436,832303107.0000001,958899929.0,988529403.0000001,908879793.0,-79649610.00000037,920875142.7992609,-70929523.40553442,0.0,11963645.855133768,0.0,1.0103714186644657,2493193.3027503705,0.35148787587781644,2.8103374921298956,30173.234862315603,7.709680988226808,4.009220187255651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03945550572118674,0.0,0.0,-7106791.941820881,0.0,-33880603.39323131,-1093559.942758392,1514869.9032351337,-34343869.87493322,3351060.821657894,175865.23397557245,-1655836.057715037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73038865.25159024,-71147883.04587996,-8501726.954120427,0.0,-79649610.00000037
0,2.0,2010,1460,834611629.0000001,961216518.0,908879793.0,898704146.9999999,-12484167.99999988,936896454.1861327,13675841.804237243,0.0,11662173.301157078,0.0,1.0147581535574084,2506860.1969974237,0.3513498825254088,3.269849533510993,29669.122375049657,7.925990832461792,4.027879329848159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03934637244312827,0.0,0.0,-6370858.260269549,0.0,779631.3339433717,1945500.595518155,178428.5908595907,15050402.36496588,960128.0596411838,454867.0580045679,-7765.101365374712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12990334.641297834,13195849.70941207,-25680017.709411945,2308521.999999999,-10175645.999999883
0,2.0,2011,1460,834611629.0000001,961216518.0,898704146.9999999,936058350.9999999,37354203.999999985,957228152.9761908,20331698.79005871,0.0,11462779.635000493,0.0,0.9974284523821851,2526455.2832451183,0.3441031962358014,4.0111020093807,29100.830016762302,8.21325535454527,4.1277261650759955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052275766936384235,0.0,0.0,-6051874.72712009,0.0,4086555.857774968,1585460.5340009741,-2535917.108296245,21034565.689687375,1176873.2862082154,468695.36007823254,-837845.897498598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-153633.2705562411,0.0,18772879.72427858,18712274.25500338,18641929.744996607,0.0,37354203.999999985
0,2.0,2012,1460,834611629.0000001,961216518.0,936058350.9999999,961216517.9999998,25158166.999999605,952099000.6157148,-5129152.360476108,0.0,11264859.97852807,0.0,0.992574394229256,2552570.2182420236,0.33060451780988964,4.025635842023475,28874.30950212684,8.25691541066462,4.125146976115281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08932640213667568,0.0,0.0,-3527340.8292499105,0.0,34528.22168128975,2141500.9504970633,-4604378.077464922,403371.0283952081,590932.3743672228,50591.780577747304,18969.00028371786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-441120.509845783,0.0,-5332946.060758362,-5347933.787402381,30506100.787401997,0.0,25158166.999999605
0,2.0,2013,1460,834611629.0000001,961216518.0,961216517.9999998,943429917.9999999,-17786599.999999646,944501628.2280663,-7597372.387648422,0.0,11263611.05969423,0.0,1.02084820166258,2586254.4538100096,0.32980914648163084,3.8688140678341774,29012.009098915678,8.061410663150488,4.209983574408115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14992332918955767,0.0,0.0,2944108.1081421096,0.0,-7866100.239288014,3662332.805560094,-307869.65272232133,-4405090.486212417,-282637.1417930613,-344385.51710886933,-496523.10303396307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-680694.0610745435,0.0,-7776859.287530986,-7774888.038725287,-10011711.96127436,0.0,-17786599.999999646
0,2.0,2014,1460,834611629.0000001,961216518.0,943429917.9999999,939315734.0,-4114183.9999997607,943899576.7837343,-602051.4443322704,0.0,11419119.683224887,0.0,1.0016930398073778,2619700.4193235864,0.3284601264596993,3.648912589689066,29100.59214070388,8.10393323624538,4.286909931253786,0.0,0.0,0.0,0.0,0.16161767259535742,0.0,0.0,0.0,0.0,0.27427024863560834,0.0,0.0,6702411.972673451,0.0,3514779.1417723936,2773195.614320046,-553517.1846198183,-6235846.552661825,-215864.19137403084,67653.97549120679,-623101.2823186946,0.0,0.0,0.0,0.0,-4864904.418978851,0.0,0.0,0.0,0.0,-1044128.7391953274,0.0,-479321.6648914544,-550614.5950607307,-3563569.4049390308,0.0,-4114183.9999997607
0,2.0,2015,1460,834611629.0000001,961216518.0,939315734.0,913699509.0000002,-25616225.000000145,894865893.3827058,-49033683.401028275,0.0,11782498.880544942,0.0,1.0041721746130894,2653957.930823444,0.3292756080897387,2.6811130935646244,30303.426469331953,7.89858692563221,4.435976714625912,0.0,0.009690498812831658,0.0,0.0,1.0007329349109753,0.0,0.0,0.0,0.0,0.4943164397245658,0.0,0.0,13077930.489357146,0.0,-1962996.3650571143,2717407.998391044,329661.52550196863,-31345976.12371605,-2391205.111940554,-388456.74090416444,-1082261.3117923315,0.0,511113.0391693606,0.0,0.0,-26310864.288542513,0.0,0.0,0.0,0.0,-2277144.0768395783,0.0,-49122790.96637277,-48765721.17606889,23149496.17606873,0.0,-25616225.000000145
0,2.0,2016,1460,834611629.0000001,961216518.0,913699509.0000002,871357915.0,-42341593.999999925,859175378.7880138,-35690514.59469208,0.0,12159503.951854233,0.0,1.0184609172565577,2686779.490681187,0.32603077162588595,2.375580169433513,31096.219490803018,7.7279764475579835,4.946688749888003,0.0,0.009690498812831658,0.0,0.0,1.9321347378446365,0.0,0.0,0.0,0.0,0.6363086872349343,0.0,0.0,12663970.701879196,0.0,-3611749.669634139,2531173.048995793,-1259419.7814474152,-11237512.22951704,-1464525.650290495,-244153.4511606704,-3592972.248282032,0.0,0.0,0.0,0.0,-29056135.563558977,0.0,0.0,0.0,0.0,-1470258.2166780003,0.0,-36741583.059693776,-36607244.01028814,-5734349.989711812,0.0,-42341593.999999925
0,2.0,2017,1460,834611629.0000001,961216518.0,871357915.0,831552342.0000001,-39805573.00000009,841047458.1575416,-14636600.22815804,0.0,12281198.976827214,0.0,1.0133404202490515,2723302.8340536105,0.32283668878671495,2.5871111280765544,31229.15029256711,7.447846200594936,5.1713650493599825,0.0,0.019440298860249883,0.0,0.0,2.8696980053701124,0.0,0.0,0.0,0.0,0.73091161422099,0.0,0.0,3872291.900414632,0.0,2820940.7959875055,2566415.4556969926,-478596.55386079446,7692929.570806661,-288491.54365516186,-503840.4386092035,-1525335.6120432583,0.0,419615.7038566293,0.0,0.0,-27875166.497964695,0.0,0.0,0.0,0.0,-1061076.8487150096,0.0,-14605445.495218981,-14962151.860193226,-24634767.139806874,0.0,-39596919.00000009
0,2.0,2018,1460,834611629.0000001,961216518.0,831552342.0000001,809531783.0000001,-22020558.999999903,823501383.1917007,-21681344.013049196,0.0,12605880.249967996,0.0,1.0085579264681765,2755043.820597202,0.3266516078332754,2.8661268903790953,31624.666409858393,7.199429888269627,5.46755028277949,0.0,0.02919009890766811,0.0,0.0,3.8596753736341722,0.0,0.0,0.0,0.0,0.8247575867409823,0.41079761662415076,0.0,7163387.853752293,0.0,3795087.7111816513,2228324.095967154,667446.5702635176,8934989.581244512,-680541.2172854968,-408135.06975191296,-1895524.9073771425,0.0,416270.21311268676,0.0,0.0,-28344866.248388294,0.0,0.0,0.0,0.0,-1014988.4053485388,-11718667.347744208,-21151194.257020444,-21495707.05609469,-510744.94390521507,0.0,-22006451.999999903
