RAIL_FLAG,CLUSTER_APTA4,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_2012,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ_HINY,VRM_ADJ_MIDLOW,FARE_per_UPT_cleaned_2018_HINY,FARE_per_UPT_cleaned_2018_MIDLOW,POP_EMP,TSD_POP_EMP_PCT,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,JTW_HOME_PCT,MAINTENANCE_WMATA,RESTRUCTURE,YEARS_SINCE_TNC_BUS_HINY,YEARS_SINCE_TNC_BUS_MIDLOW,YEARS_SINCE_TNC_RAIL_HINY,YEARS_SINCE_TNC_RAIL_MID,BIKE_SHARE,scooter_flag,VRM_ADJ_HINY_log_FAC,VRM_ADJ_MIDLOW_log_FAC,FARE_per_UPT_cleaned_2018_HINY_log_FAC,FARE_per_UPT_cleaned_2018_MIDLOW_log_FAC,POP_EMP_log_FAC,TSD_POP_EMP_PCT_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,MAINTENANCE_WMATA_FAC,RESTRUCTURE_FAC,YEARS_SINCE_TNC_BUS_HINY_FAC,YEARS_SINCE_TNC_BUS_MIDLOW_FAC,YEARS_SINCE_TNC_RAIL_HINY_FAC,YEARS_SINCE_TNC_RAIL_MID_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
0,1.0,2002,170,2217749582.0,2203565452.0,0.0,2217749582.0,0.0,1985699581.1746273,0.0,69431799.63651021,0.0,0.9102786428414076,0.0,9573567.143826585,0.5679150656233117,1.9989229721545723,39381.469965213546,9.917688029711911,3.943894077307056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2217749582.0,2217749582.0
0,1.0,2003,170,2217749582.0,2203565452.0,2217749582.0,2150502598.9999995,-67246983.00000018,2152502226.8491383,36273899.84505953,69475683.83844686,0.0,0.9168707344014717,0.0,9715711.202587085,0.566331971270963,2.3077092528229817,38481.401179128,9.826644160485746,3.943894077307056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2197203.943490244,0.0,-900291.1036094949,0.0,8435110.316266632,-3824371.0747068436,31288237.303473737,3322606.8105018204,-408651.7951656882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37739145.84991843,37971470.5077449,-109507134.50774482,0.0,-71535663.99999993
0,1.0,2004,180,2396974805.0,2389867700.0,2150502598.9999995,2410970010.0,81242188.0000003,2459811323.2203956,75746519.62535825,71765534.23904203,0.0,0.8811162918022641,0.0,9734314.782684496,0.5670800056848286,2.6074594940736557,38183.58992380748,9.786967609269468,3.9555663396720595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35031251.70401298,0.0,5203285.033148082,0.0,10014667.34807745,-2104822.392971304,28256125.35249904,4530264.843633819,-389794.86681887566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71947206.6304271,72893587.85114141,-2589221.8511411967,179225222.99999985,249529589.0000001
0,1.0,2005,190,2522641888.0,2541057031.0,2410970010.0,2568753503.9999986,32116410.999998577,2669515715.306184,25004681.276281804,70767074.60414761,0.0,0.908709006019361,0.0,9670224.811546005,0.5621325759866738,3.0629169958820954,37264.37843132749,9.582088124551113,3.982687664464881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27476674.974801492,0.0,-2570427.018689023,0.0,11556932.39873729,-1547853.870480962,41209392.62028912,4375937.748900169,-580817.434137963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24966489.46981714,24440098.573268708,7676312.426729861,125667082.9999998,157783493.9999984
0,1.0,2006,190,2522641888.0,2541057031.0,2568753503.9999986,2599108817.0000005,30355313.00000269,2702266585.080848,32750869.774664223,70624705.90615213,0.0,0.8978368338450172,0.0,9915449.723039184,0.5616796485483977,3.355692065332699,35771.54082711947,9.461948548410053,4.30155178767887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6474463.294438025,0.0,1736937.7163186783,0.0,15655879.553257426,-463900.30748418503,25926900.434077285,7077793.316838566,-649011.7287318294,-6321747.326759032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36488388.36307888,36530590.979669675,-6175277.979666978,0.0,30355313.00000269
0,1.0,2007,190,2522641888.0,2541057031.0,2599108817.0000005,2608864140.999998,9755323.999997467,2733023133.871056,30756548.7902074,71582714.3552377,0.0,0.9208602306105821,0.0,9964969.76569808,0.5550867828387394,3.5310062793786834,36276.70610874326,9.294565235999123,4.4274885399032895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29295270.184525378,0.0,-4501213.351682467,0.0,4315611.701414698,-7100738.246993203,14812899.388834858,-2458964.469686965,-862599.6533808429,-2724428.8378440063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30775836.715187453,30745187.47408853,-20989863.47409106,0.0,9755323.999997467
0,1.0,2008,190,2522641888.0,2541057031.0,2608864140.999998,2692308348.999999,83444208.00000104,2790935588.2912817,57912454.42022651,71889164.49129106,0.0,0.9010416255067859,0.0,9988399.397412283,0.5581048095106869,3.9554554445044965,36238.91881751508,9.4554621860263,4.508747727850302,0.0,0.0,0.0,0.0,0.0,0.0,0.07104663719910444,0.0,13963552.43473902,0.0,3262856.590832915,0.0,2853755.226883598,3266788.782648966,33935608.79768016,226696.97095691366,848363.3540742188,-1652833.2736271834,0.0,0.0,0.0,0.0,0.0,0.0,-2128787.455670345,0.0,54576001.42851826,54923540.97707008,28520667.02293097,0.0,83444208.00000104
0,1.0,2009,190,2522641888.0,2541057031.0,2692308348.999999,2564111221.0,-128197127.99999961,2667913870.057948,-123021718.23333347,70967398.25016546,0.0,0.9931869137659665,0.0,9910892.792191492,0.5605866487545621,2.9101362046971992,34545.635455789095,9.56712468936851,4.71934066604225,0.0,0.0,0.0,0.0,0.0,0.0,0.07104663719910444,0.0,-18633078.365843795,0.0,-16795388.750485368,0.0,-2700005.8056704593,2932640.4351531705,-90556238.06799456,9081070.270276494,602422.6385376899,-4447830.6578903245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120516408.30391717,-119450294.10108243,-8746833.898917215,0.0,-128197127.99999961
0,1.0,2010,190,2522641888.0,2541057031.0,2564111221.0,2477369489.000001,-86741731.99999885,2623687361.386199,-44226508.671749264,67087317.041166835,0.0,1.011159790656542,0.0,9893600.100512411,0.56410963816295,3.3619635552803038,33716.16047501595,9.777768115309279,4.947970199525997,0.0,0.0,0.0,0.0,0.0,0.0,0.12768546400986416,0.0,-81402251.20723164,0.0,-3030830.4802775085,0.0,308763.4216920035,3725993.7427123003,40844215.54745554,4329411.698785584,1123838.914334116,-4599757.547453932,0.0,0.0,0.0,0.0,0.0,0.0,-1815334.9879773636,0.0,-40515950.897960916,-41562384.254358605,-45179347.74564023,0.0,-86741731.99999885
0,1.0,2011,190,2522641888.0,2541057031.0,2477369489.000001,2507911502.000001,30542012.999999788,2619597158.6714993,-4090202.714699894,64589050.37874564,0.0,1.0324809727559339,0.0,9986664.09812566,0.5597171562192801,4.092877324958459,33057.754898560874,10.06543443647519,4.895036823554085,0.0,0.0,0.12496612797067758,0.0,0.0,0.0,0.16867203705134062,0.0,-54446592.124021694,0.0,-3284304.01082501,0.0,5702818.899407009,-4529783.244042264,56086923.41919438,3372132.985403082,1462799.5440947614,1090391.658268756,0.0,0.0,-5846799.926955449,0.0,0.0,0.0,-1256868.7639614453,0.0,-1649281.5634378633,-2955688.9955957625,33497701.995595552,0.0,30542012.999999788
