,ID,Year,RAIL_FLAG,CLUSTER_APTA,UPT_ADJ_2012,UPT_ADJ_log,VRM_ADJ_log,FARE_per_UPT_cleaned_2018_log,POP_EMP_log,GAS_PRICE_2018_log,TOTAL_MED_INC_INDIV_2018_log,PCT_HH_NO_VEH,JTW_HOME_PCT,MAINTENANCE_WMATA,YEARS_SINCE_TNC_BUS_HINY,YEARS_SINCE_TNC_BUS_MIDLOW,YEARS_SINCE_TNC_RAIL_HINY,YEARS_SINCE_TNC_RAIL_MID,BIKE_SHARE,scooter_flag,estimated_effects,residual,fitted,check_fitted,UPT_ADJ,fitted_exp,VRM_ADJ,FARE_per_UPT_cleaned_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,VRM_ADJ_ratio,FARE_per_UPT_cleaned_2018_ratio,POP_EMP_ratio,GAS_PRICE_2018_ratio,TOTAL_MED_INC_INDIV_2018_ratio,PCT_HH_NO_VEH_diff,JTW_HOME_PCT_diff,MAINTENANCE_WMATA_diff,YEARS_SINCE_TNC_BUS_HINY_diff,YEARS_SINCE_TNC_BUS_MIDLOW_diff,YEARS_SINCE_TNC_RAIL_HINY_diff,YEARS_SINCE_TNC_RAIL_MID_diff,BIKE_SHARE_diff,scooter_flag_diff,VRM_ADJ_log_FAC_ratio,FARE_per_UPT_cleaned_2018_log_FAC_ratio,POP_EMP_log_FAC_ratio,GAS_PRICE_2018_log_FAC_ratio,TOTAL_MED_INC_INDIV_2018_log_FAC_ratio,PCT_HH_NO_VEH_FAC_ratio,JTW_HOME_PCT_FAC_ratio,MAINTENANCE_WMATA_FAC_ratio,YEARS_SINCE_TNC_BUS_HINY_FAC_ratio,YEARS_SINCE_TNC_BUS_MIDLOW_FAC_ratio,YEARS_SINCE_TNC_RAIL_HINY_FAC_ratio,YEARS_SINCE_TNC_RAIL_MID_FAC_ratio,BIKE_SHARE_FAC_ratio,scooter_flag_FAC_ratio,UPT_ADJ_base,UPT_ADJ_ratio,fitted_exp_ratio,UPT_ADJ_diff,fitted_exp_diff,UPT_ADJ_first_year,UPT_ADJ_new_reporter,effects_FAC_ratio,residual_FAC_ratio,FAC_Sum,VRM_ADJ_log_FAC,FARE_per_UPT_cleaned_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,MAINTENANCE_WMATA_FAC,YEARS_SINCE_TNC_BUS_HINY_FAC,YEARS_SINCE_TNC_BUS_MIDLOW_FAC,YEARS_SINCE_TNC_RAIL_HINY_FAC,YEARS_SINCE_TNC_RAIL_MID_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change,CLUSTER_APTA4
279,"Bakersfield-Delano, CA Metro Area-Bus",2018,0,34,6833733.0,15.66132298520299,15.17627555026092,0.5330726276087376,14.041509787944095,1.4816045409242156,10.069700899262795,6.57,3.45,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0599887769001892,0.045029513246619995,15.61629347195637,0.0,6333241.999999995,6054384.672622808,3899173.999999999,0.7041605230000001,1253573.7000000007,3.4000000000000004,23615.500000000015,0.9999480755093697,0.9352488208194173,1.0006253783369339,1.0670218966457212,0.9991867193327947,-0.21999999999999975,0.050000000000000266,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9995151976265165,1.0131585234269678,1.0027226125849373,1.010280046177662,1.0009124802586638,0.9942288499460913,0.9996861553379913,1.0,1.0,0.9662938835608501,1.0,1.0,1.0,1.0,5748717.999999997,1.101679017826235,0.9861540470720632,584523.9999999981,-85005.71024744958,6942826.000000002,0.0,0.9999999999999964,1.1171469618671233,-75896.01842595449,-2786.9921308871612,75644.64047803127,15651.531974055773,59097.086502356615,5245.591687624955,-33176.71419560598,-1804.2044576932005,0.0,0.0,-193766.95828383678,0.0,0.0,0.0,0.0,-79596.47882398282,664120.478823981,0.0,584523.9999999981,3.0
280,"Baltimore-Towson, MD Metro Area-Bus",2002,0,10,71023438.0,18.211109286191665,16.85144863623257,0.6701529593660481,15.120228977587308,1.0899078480379634,10.605689396870101,11.78,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.014693142641646,0.15371326166562815,18.05739602452604,3.552713678800501e-15,81093167.99999997,69538840.47200228,20820498.99999998,0.9545362624,3686649.858999997,1.9740000000000002,40362.83125,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,81093167.99999997,81093167.99999997,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81093167.99999997,81093167.99999997,1.0
281,"Baltimore-Towson, MD Metro Area-Bus",2003,0,10,71023438.0,18.252512889277586,16.927996092694418,0.627579696146521,15.136917508558435,1.1776698959048835,10.60057511583117,11.74,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.014693142641647,0.11860266438767293,18.133910224889917,3.552713678800501e-15,84521194.00000012,75068396.67352934,22476840.999999978,0.8730716861099999,3748690.892999999,2.2467999999999995,40156.92625000001,1.0045424852257072,0.9364723193048335,1.0011037221060517,1.0805224478609894,0.9995177794816016,-0.03999999999999915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0482290877309133,1.015194067786873,1.0051838392331722,1.0096916880113462,1.0005692764532585,0.9989482139713272,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81093167.99999997,1.0422726856595386,1.079517520913415,3428026.000000149,5529556.201527059,81093167.99999997,0.0,1.0000000000000009,0.9654986288322577,6310360.005361595,3911049.5138496878,1232135.0916442745,420373.94582062645,785929.6841076857,46164.43106253967,-85292.66112321947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6448327.682375066,-3020301.682374917,0.0,3428026.000000149,1.0
282,"Baltimore-Towson, MD Metro Area-Bus",2004,0,10,71023438.0,18.225969656915687,16.940497196937915,0.7351294570846211,15.15408944822495,1.2716968712206669,10.586846862795475,11.72,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.014693142641644,0.10580682700035363,18.120162829915333,0.0,82307241.00000013,74043462.98658563,22759589.99999997,1.0857519904000004,3813619.080000001,2.5669,39609.39500000002,1.000738486952327,1.1713722760606813,1.0011344409888476,1.0798415376352437,0.9987049520534794,-0.019999999999999574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0077220009453813,0.9626214925222412,1.0053343968254518,1.0103871140488876,1.0015288401906248,0.9994739686311631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,84521194.00000012,0.9738059426846244,0.9863466687399609,-2213952.999999985,-1024933.6869437099,81093167.99999997,0.0,0.9999999999999964,0.9872856812696333,-1093043.8724309502,652672.7399727602,-3159276.08195811,450869.5889569948,877931.2816261548,129219.398346798,-44460.79937554822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1153995.86017603,-1059957.139823955,0.0,-2213952.999999985,1.0
283,"Baltimore-Towson, MD Metro Area-Bus",2005,0,10,71023438.0,18.25113943871896,16.949077439516298,0.7003231939518602,15.173941244925853,1.3941385151429395,10.57343877495947,11.62,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0146931426416455,0.09490025175811963,18.156239186960843,3.552713678800501e-15,84405188.00000004,76763450.04268381,22955713.000000015,1.0144036453499998,3890082.749999999,3.0314999999999994,39081.83999999997,1.0005064929605452,0.9526528793026527,1.0013099960092442,1.0962820988973137,0.9987335145195002,-0.10000000000000142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.005293666493173,1.0124049709945013,1.0061694471606188,1.0135472464069384,1.0014931585437017,0.997372608790632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82307241.00000013,1.025489215462828,1.0367350059868345,2097946.9999999106,2719987.056098178,81093167.99999997,0.0,1.0000000000000018,0.9891526858088144,2986197.1088946755,435707.08382722293,1021018.9372424323,507790.1742858219,1115036.4749022636,122897.76010766417,-216253.32147072937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3023556.9908948387,-925609.9908949281,0.0,2097946.9999999106,1.0
284,"Baltimore-Towson, MD Metro Area-Bus",2006,0,10,71023438.0,18.13510832461674,16.934485513920777,0.7539766325737136,15.199312961735961,1.4701758451005926,10.55297016060981,11.85,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.014693142641643,-0.018321127787552214,18.153429452404293,0.0,75158390.00000006,76548067.8467051,22623176.99999997,1.1254353087500002,3990043.580000003,3.3499999999999996,38290.00000000002,0.9991390725750358,1.0766123970835408,1.0016720584586811,1.0545407282933124,0.9980641478344647,0.23000000000000043,-0.10000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9910613000954466,0.9811749648909097,1.0078916548152341,1.0083914944450085,1.0022803325427174,1.006069296369782,1.0006279849431343,1.0,1.0,1.0,1.0,1.0,1.0,1.0,84405188.00000004,0.8904475160934423,0.9971942090166745,-9246797.999999985,-215382.19597871602,81093167.99999997,0.0,0.9999999999999973,0.8929529567132147,-211263.8135897726,-754472.6459194145,-1588930.6274893666,666096.6083109422,708285.6662319009,192471.8969705822,512280.1011191615,53005.18718642151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-236823.3154362897,-9009974.684563695,0.0,-9246797.999999985,1.0
285,"Baltimore-Towson, MD Metro Area-Bus",2007,0,10,71023438.0,18.17461292809834,16.971959380203167,0.7389995372003944,15.204425669416016,1.4952832861317202,10.554150420189874,10.76,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.014693142641644,0.017283838716173065,18.157329089382163,-3.552713678800501e-15,78186918.9999999,76847160.32357651,23487040.000000037,1.0938396575700002,4010495.75,3.4605999999999995,38335.220000000016,1.0022128730306914,0.9801358626696498,1.000336377551599,1.017077848962625,1.000111841459049,-1.0899999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0233268089905188,1.0053191047331738,1.0015852769922091,1.0027631112195527,0.9998686699655249,0.9717310089668666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,75158390.00000006,1.0402952883902892,1.0039072505065756,3028528.999999836,299092.476871416,81093167.99999997,0.0,1.0000000000000009,1.0362464135826317,345276.20571810147,1753205.4075649162,399775.3479867199,119146.86643847988,207670.99065252134,-9870.553949791103,-2124651.852974745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293662.65740090585,2734866.34259893,0.0,3028528.999999836,1.0
286,"Baltimore-Towson, MD Metro Area-Bus",2008,0,10,71023438.0,18.220809858556855,16.994620497099625,0.6958043250925754,15.204959146773565,1.5932068993236832,10.54204839099478,10.87,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.014693142641645,0.017185483409240067,18.203624375147616,0.0,81883646.00000013,80488458.76435097,24025359.000000007,1.00532135574,4012635.8300000015,3.9195,37874.07,1.0013352092347623,0.9415490674439952,1.0000350869785646,1.0654883352874827,0.998853339329716,0.10999999999999943,-0.30000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0140418002664968,1.015417738990397,1.0001652958937506,1.0108198943088047,1.0013476145968325,1.00289812521388,1.001885138172325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,78186918.9999999,1.047280632710444,1.0473836433960892,3696727.0000002384,3641298.4407744557,81093167.99999997,0.0,1.0000000000000009,0.9999016495297917,3641603.24648149,1097885.1000507637,1205465.5096053018,12923.976655709444,845974.199911073,105365.83332576214,226595.48134949282,147393.14558338665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3704781.08813491,-8054.088134671561,0.0,3696727.0000002384,1.0
287,"Baltimore-Towson, MD Metro Area-Bus",2009,0,10,71023438.0,18.26164092004788,17.00645519370978,0.6647243564189392,15.203565700498329,1.3462793325816544,10.537000433248922,11.57,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.014693142641644,0.052083533009094254,18.20955738703878,-7.105427357601002e-15,85296237.99999996,80967417.18125692,24311380.999999974,0.9439546088699999,4007048.329999997,2.8430999999999997,37683.35999999997,1.0006963789872316,0.955332314628109,0.9999083558027493,0.8450122411302327,0.9995211596875071,0.7000000000000011,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0073088567119441,1.0110695957183884,0.9995683749232405,0.9732276359500207,1.0005618918581927,1.0185865612377165,0.996240358158931,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81883646.00000013,1.041676111979672,1.0059506471394641,3412591.999999821,478958.4169059545,81093167.99999997,0.0,0.9999999999999991,1.035514132337785,537424.8505436059,598475.8356655593,906418.8571676323,-35343.03499010058,-2192218.780451634,46009.75400653043,1521935.4007465034,-307853.18160088506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487260.6838387949,2925331.3161610262,0.0,3412591.999999821,1.0
288,"Baltimore-Towson, MD Metro Area-Bus",2010,0,10,71023438.0,18.27665329422176,16.987997924257858,0.6693532621223595,15.20762519834997,1.4560536055347433,10.526967080424068,11.47,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0146931426416455,0.06954090574505904,18.2071123884767,-3.552713678800501e-15,86586397.00000006,80769693.77544908,23866774.999999993,0.9529738499499998,4023347.9999999977,3.2889999999999997,37307.14999999998,0.9989146903783483,1.0069636468992313,1.0002670095904875,1.0815390018225886,0.9990477980058543,-0.09999999999999964,0.19999999999999973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9887068889310453,0.9983617475812986,1.0012585070033904,1.0121372278591896,1.0011171296968637,0.997372608790632,0.9987452122191532,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85296237.99999996,1.0151256260563344,0.9975579879821879,1290159.0000001043,-197723.40580783784,81093167.99999997,0.0,1.0000000000000018,1.0176106432686312,-196239.1712915058,-963259.8894979937,-139736.76820963135,107345.91288585118,1035259.8761376644,95286.96050055634,-224106.58591335607,-107028.67719459665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-208294.43827016393,1498453.4382702683,0.0,1290159.0000001043,1.0
289,"Baltimore-Towson, MD Metro Area-Bus",2011,0,10,71023438.0,18.2181897894902,17.024744569582857,0.6782917736896819,15.216172521491492,1.6224725907045559,10.502505355869905,11.74,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.014693142641644,-0.039758624560702824,18.2579484140509,-3.552713678800501e-15,81669385.99999997,84981861.90098734,24760112.00000003,0.9705087806400001,4057884.249999999,4.0656,36405.6,1.002163094526432,1.0133539523494373,1.000562041938175,1.114294545569766,0.9976762799420498,0.2699999999999996,-0.09999999999999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0228689902093957,0.9968389137284878,1.002651645534986,1.0184576759813593,1.0027257959570366,1.0071285801394496,1.0006279849431343,1.0,1.0,1.0,1.0,1.0,1.0,1.0,86586397.00000006,0.9432126619150109,1.0521503540331436,-4917011.000000089,4212168.12553826,81093167.99999997,0.0,0.9999999999999982,0.8964618597846912,4441846.362092281,1980143.4652598507,-273707.0708564085,229596.43299558325,1598183.6602193401,236016.85087696544,617238.0700007001,54374.95359625058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4515511.258004326,-9432522.258004416,0.0,-4917011.000000089,1.0
290,"Baltimore-Towson, MD Metro Area-Bus",2012,0,10,71023438.0,18.078520507286303,17.032195664961417,0.7523038209905195,15.22718418611731,1.631062408530763,10.504281203091812,11.88,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0146931426416455,-0.16501058783995282,18.243531095126258,3.552713678800501e-15,71023437.99999994,83765441.11421788,24945290.99999996,1.1218828280900004,4102815.2500000033,4.109300000000001,36470.30999999998,1.0004376626825797,1.1091153544414032,1.0007236816361187,1.0052942760792507,1.000169087961561,0.14000000000000057,0.09999999999999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0045954297872044,0.9741249818119185,1.0034174659592774,1.0009444643359928,0.9998024041892455,1.003689979676824,0.9993724091744545,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81669385.99999997,0.8696457935902685,0.9856861127826698,-10645948.00000003,-1216420.7867694646,81093167.99999997,0.0,1.0000000000000018,0.8822745737816156,-1147688.8614061752,375305.92912709364,-2113196.848159445,279102.3465700852,77133.82241943151,-16137.528540493344,301358.37455868954,-51254.9573815367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1169006.380312604,-9476941.619687427,0.0,-10645948.00000003,1.0
291,"Baltimore-Towson, MD Metro Area-Bus",2013,0,10,71023438.0,18.126456545048303,17.02892513734142,0.712633667320344,15.234500706034309,1.5977701075664184,10.536828463837823,11.23,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.014693142641646,-0.10699921030910808,18.23345575535741,0.0,74510941.00000003,82925713.1996153,24863840.000000037,1.0393551752399999,4132943.6700000013,3.942,37676.88,0.9998079796824596,0.9472684405378351,1.0004804906690279,0.9795885793270572,1.003098475765903,-0.6500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979895608789937,1.0141506753356628,1.0022693791784676,0.9963478706120225,0.996384709074033,0.9830448663716456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71023437.99999994,1.0491035508588038,0.9899752463136012,3487503.0000000894,-839727.9146025777,81093167.99999997,0.0,1.0000000000000009,1.0597270527189273,-696948.6326451305,-142788.2982635647,1005029.6123605776,161179.11138038366,-259386.78515500075,-256770.39093238092,-1204211.8820351453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-711992.4719112138,4199495.471911304,0.0,3487503.00000009,1.0
292,"Baltimore-Towson, MD Metro Area-Bus",2014,0,10,71023438.0,18.193265080146734,17.016492070344796,0.6609915978688202,15.241050410776609,1.5586497536019952,10.513856746288349,10.87,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.014693142641643,-0.028256305231063615,18.221521385377798,0.0,79658959.0,81941929.1435883,24556619.999999966,0.9367118218799999,4160102.0799999973,3.7523999999999997,36821.22000000003,0.9992698853922752,0.9275334974760466,1.0004299257894094,0.9755156553629559,0.9978198641433413,-0.3600000000000012,-0.09999999999999964,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9923787170317512,1.0184603625897366,1.0020312932348743,0.9957099127169169,1.0025595505953249,0.990573653297028,1.0006279849431343,1.0,0.9860789422726622,1.0,1.0,1.0,1.0,1.0,74510941.00000003,1.0690907661466786,0.9881365620135353,5148017.99999997,-983784.0560269952,81093167.99999997,0.0,0.9999999999999964,1.081926128597189,-862805.6494546785,-567868.9655914931,1375498.9877624717,151353.5703774164,-319658.44043465605,190714.5233947661,-702365.9630306948,46791.7490467696,0.0,-1037271.1109792583,0.0,0.0,0.0,0.0,0.0,-883955.9278666319,6031973.927866602,0.0,5148017.99999997,1.0
293,"Baltimore-Towson, MD Metro Area-Bus",2015,0,10,71023438.0,18.183594113112186,17.078343132469836,0.6538312309886204,15.249712808449333,1.3091433019314758,10.539827845698758,11.56,4.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.014693142641646,-0.051890618167921565,18.23548473128011,3.552713678800501e-15,78892293.0,83094138.2845397,26123427.999999966,0.9228937848400001,4196295.080000002,2.7030000000000003,37790.059999999976,1.0036347716009477,0.9891672346467241,1.0005683596234678,0.8399214120466018,1.0024701781693552,0.6900000000000013,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0387925035998657,1.0025394788633584,1.0026873931613247,0.9729518440814805,0.9971141220302655,1.0183186217553948,0.9968659821035976,1.0,0.9860789422726622,1.0,1.0,1.0,1.0,1.0,79658959.0,0.9903756462597006,1.0140612889273373,-766666.0,1152209.140951395,81093167.99999997,0.0,1.0000000000000036,0.9766427900977493,1222676.4293685795,3090170.453769058,202292.2426576309,214074.94165484575,-2154627.943338952,-229886.03487008347,1459242.3393495008,-249652.6031147883,0.0,-1108936.9667386317,0.0,0.0,0.0,0.0,0.0,1120107.6381499134,-1886773.6381499134,0.0,-766666.0,1.0
294,"Baltimore-Towson, MD Metro Area-Bus",2016,0,10,71023438.0,18.126712877223998,17.034099981823623,0.7246633859587359,15.253859017486931,1.2312474464608167,10.56754314669221,10.87,4.9,0.0,3.0,0.0,0.0,0.0,1.0,0.0,4.014693142641647,-0.0024270772875422814,18.129139954511544,3.552713678800501e-15,74530043.0,74711152.87195522,24992840.000000045,1.0640361994500003,4213729.92,2.4255,38852.09999999999,0.997409400297029,1.1083340036587337,1.0002718876800947,0.9404986028987556,1.0026295781486376,-0.6900000000000013,0.40000000000000036,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9731429802798067,0.9752227993660971,1.0012854060793581,0.9914758057006776,0.9969206071164944,0.9820109135156373,0.9974919989306815,1.0,0.9860789422726622,1.0,1.0,1.0,0.9910522457111701,1.0,78892293.0,0.9447062592032912,0.8991145995897017,-4362250.0,-8382985.412584484,81093167.99999997,0.0,1.0000000000000009,1.0507072836539393,-8308802.262917009,-2118811.868872266,-1954730.1721296513,101408.63303670207,-672493.2342510713,-242940.36562763556,-1419200.2817266823,-197861.95520498662,0.0,-1098264.1650950448,0.0,0.0,0.0,-705908.8530463735,0.0,-7959080.5685915705,3596830.5685915705,0.0,-4362250.0,1.0
295,"Baltimore-Towson, MD Metro Area-Bus",2017,0,10,71023438.0,18.038895194004755,17.08221669601611,0.7188915043959163,15.261099322434537,1.3063849778915888,10.563247014902595,10.89,4.9,0.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0146931426416455,-0.11938316351621696,18.15827835752097,-3.552713678800501e-15,68264142.00000006,76920143.52020991,26224815.00000001,1.0521571422,4244349.329999999,2.6928000000000005,38685.53999999997,1.0028247288817038,0.9920350859797017,1.0004746539835792,1.0610255328015117,0.9995934597351553,0.02000000000000135,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0300504588775512,1.0020465384181187,1.0022457129094475,1.00829178195047,1.0004781855573712,1.000526308223472,1.0,1.0,0.9860789422726622,1.0,1.0,1.0,1.0,1.0,74530043.0,0.9159278493908833,1.029567080192707,-6265900.99999994,2208990.6482546926,81093167.99999997,0.0,0.9999999999999982,0.8896242590619174,2214878.4672946157,2239661.9923136225,152528.5963035423,167373.0797067794,617986.8653151514,35639.19015285633,39225.7745266296,0.0,0.0,-1037537.0310239656,0.0,0.0,0.0,0.0,0.0,2203635.758146904,-8469536.758146845,0.0,-6265900.99999994,1.0
296,"Baltimore-Towson, MD Metro Area-Bus",2018,0,10,71023438.0,18.00789223005013,17.108338680012334,0.730956217960024,15.264822578829373,1.366091653802371,10.570277923998555,10.74,5.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,4.014693142641645,-0.09707005099127974,18.10496228104141,0.0,66180221.999999955,72926472.63394435,26918885.00000001,1.077065786,4260181.59,2.9199999999999995,38958.50000000002,1.001529191700414,1.0167823843936585,1.000243970392707,1.0457037373524798,1.000665601124923,-0.15000000000000036,0.09999999999999964,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0162035893944859,0.9957356989830747,1.0011542068278714,1.0065833226448189,0.9992179101630039,0.9960615030148645,0.9993724091744545,1.0,0.9860789422726622,1.0,1.0,1.0,1.0,0.9479473304987055,68264142.00000006,0.9694726991514798,0.9480802985603339,-2083920.0000001043,-3993670.886265561,81093167.99999997,0.0,0.9999999999999991,1.0225639119182364,-3525507.554349227,1106124.1273348772,-291098.8501501347,78790.93879518106,449404.87185773114,-53388.69168946037,-268858.117459861,-42841.94923293746,0.0,-950309.061489183,0.0,0.0,0.0,0.0,-3553330.82231544,-3544253.8716749717,1460333.8716748673,0.0,-2083920.0000001043,1.0
297,"Baltimore-Towson, MD Metro Area-Rail",2010,1,10,32152728.0,17.199886550021773,16.378651280831875,1.1650479379008956,15.20762519834997,1.4560536055347433,10.526967080424068,11.47,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.505637987517235,0.05235932623301952,17.147527223788753,0.0,29499578.0,27994739.852145772,12976508.00000002,2.2060765721000006,4023347.9999999977,3.2889999999999997,37307.14999999998,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,29499578.0,29499578.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29499578.0,29499578.0,1.0
298,"Baltimore-Towson, MD Metro Area-Rail",2011,1,10,32152728.0,17.24974792470462,16.468756888759142,1.1725277123693776,15.216172521491492,1.6224725907045559,10.502505355869905,11.74,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.505637987517233,0.018034461475692765,17.231713463228928,0.0,31007755.00000001,30453559.151367944,14200061.000000019,2.2301472110400002,4057884.249999999,4.0656,36405.6,1.0055014058473006,1.0064201430903852,1.000562041938175,1.114294545569766,0.9976762799420498,0.2699999999999996,-0.09999999999999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0570108078397793,0.9973541099682164,1.002651645534986,1.0184576759813593,1.0027257959570366,1.0071285801394496,1.0006279849431343,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29499578.0,1.0511253754206251,1.0878314752060003,1508177.0000000112,2458819.2992221713,29499578.0,0.0,0.9999999999999978,0.9662575506192728,2535683.437051513,1681794.7727125809,-78052.63937202324,78222.42428767393,544493.6523108346,80409.83044668559,210290.10585294478,18525.2908128164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2590991.4536944726,-1082814.4536944614,0.0,1508177.0000000112,1.0
299,"Baltimore-Towson, MD Metro Area-Rail",2012,1,10,32152728.0,17.286007888404768,16.47396209815162,1.0950716308738577,15.22718418611731,1.631062408530763,10.504281203091812,11.88,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5056379875172348,0.01644247557521414,17.269565412829554,0.0,32152728.00000002,31628380.140463404,14274167.999999978,1.9893968088299996,4102815.2500000033,4.109300000000001,36470.30999999998,1.0003160657132555,0.9339409374478655,1.0007236816361187,1.0052942760792507,1.000169087961561,0.14000000000000057,0.09999999999999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0032080707087945,1.0278153910789916,1.0034174659592774,1.0009444643359928,0.9998024041892455,1.003689979676824,0.9993724091744545,1.0,1.0,1.0,1.0,1.0,1.0,1.0,31007755.00000001,1.0369253756036194,1.0385774609547629,1144973.0000000075,1174820.9890954606,29499578.0,0.0,1.0000000000000018,0.9984092806368827,1186052.369016618,99475.07056097545,862492.8318065562,105967.94718611326,29285.718736703144,-6127.002488902335,114417.98577393596,-19460.182558763605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1196200.4578073542,-51227.45780734671,0.0,1144973.0000000075,1.0
