,ID,Year,RAIL_FLAG,CLUSTER_APTA,UPT_ADJ_log,VRM_ADJ_log,FARE_per_UPT_2018_log,POP_EMP_log,GAS_PRICE_2018_log,TOTAL_MED_INC_INDIV_2018_log,PCT_HH_NO_VEH,TSD_POP_EMP_PCT,JTW_HOME_PCT,PER_CAPITA_TNC_TRIPS_HI_OPEX_BUS,PER_CAPITA_TNC_TRIPS_MID_OPEX_BUS,PER_CAPITA_TNC_TRIPS_LOW_OPEX_BUS,PER_CAPITA_TNC_TRIPS_NEW_YORK_BUS,BIKE_SHARE,scooter_flag,estimated_effects,residual,fitted,check_fitted,UPT_ADJ,fitted_exp,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,VRM_ADJ_ratio,FARE_per_UPT_2018_ratio,POP_EMP_ratio,GAS_PRICE_2018_ratio,TOTAL_MED_INC_INDIV_2018_ratio,PCT_HH_NO_VEH_diff,TSD_POP_EMP_PCT_diff,JTW_HOME_PCT_diff,PER_CAPITA_TNC_TRIPS_HI_OPEX_BUS_diff,PER_CAPITA_TNC_TRIPS_MID_OPEX_BUS_diff,PER_CAPITA_TNC_TRIPS_LOW_OPEX_BUS_diff,PER_CAPITA_TNC_TRIPS_NEW_YORK_BUS_diff,BIKE_SHARE_diff,scooter_flag_diff,VRM_ADJ_log_FAC_ratio,FARE_per_UPT_2018_log_FAC_ratio,POP_EMP_log_FAC_ratio,GAS_PRICE_2018_log_FAC_ratio,TOTAL_MED_INC_INDIV_2018_log_FAC_ratio,PCT_HH_NO_VEH_FAC_ratio,TSD_POP_EMP_PCT_FAC_ratio,JTW_HOME_PCT_FAC_ratio,PER_CAPITA_TNC_TRIPS_HI_OPEX_BUS_FAC_ratio,PER_CAPITA_TNC_TRIPS_MID_OPEX_BUS_FAC_ratio,PER_CAPITA_TNC_TRIPS_LOW_OPEX_BUS_FAC_ratio,PER_CAPITA_TNC_TRIPS_NEW_YORK_BUS_FAC_ratio,BIKE_SHARE_FAC_ratio,scooter_flag_FAC_ratio,UPT_ADJ_base,UPT_ADJ_ratio,fitted_exp_ratio,UPT_ADJ_diff,fitted_exp_diff,UPT_ADJ_first_year,UPT_ADJ_new_reporter,effects_FAC_ratio,residual_FAC_ratio,FAC_Sum,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_EMP_PCT_FAC,JTW_HOME_PCT_FAC,PER_CAPITA_TNC_TRIPS_HI_OPEX_BUS_FAC,PER_CAPITA_TNC_TRIPS_MID_OPEX_BUS_FAC,PER_CAPITA_TNC_TRIPS_LOW_OPEX_BUS_FAC,PER_CAPITA_TNC_TRIPS_NEW_YORK_BUS_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change,CLUSTER_APTA4
1070,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2002,0,24,14.471098537175415,14.433987938728746,0.5464343700752858,13.354198420040843,1.0515206811342592,10.212061502585527,10.15,0.1013972644642545,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.2241460527863528,-0.11587133023092953,14.586969867406347,3.552713678800501e-15,1926273.7940000002,2162919.3218926825,1856098.7559999991,0.727083884,630454.8575000002,1.862,27228.64375,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1926273.7940000002,1926273.7940000002,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1926273.7940000002,1926273.7940000002,2.0
1071,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2003,0,24,14.525812269569142,14.47812864715439,0.6866244431860379,13.392487578608817,1.1301432549474573,10.220875215605998,8.97,0.09592653332504789,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.2241460527863515,-0.024878082475617735,14.55069035204476,0.0,2034604.0299999989,2085855.983531815,1939863.4300000006,0.9869969790000002,655062.5799999996,2.0961,27469.69875000001,1.0030581090002997,1.256554274013615,1.0028672000642518,1.0747703542343923,1.0008630689325793,-1.1799999999999997,-0.005470731139206611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0411263241433422,0.9131567239234886,1.0101060807800182,1.0178851696704518,0.9971313143232163,0.9926251106769718,0.996762918005128,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1926273.7940000002,1.0562382338053022,0.9643706829095074,108330.23599999864,-77063.33836086746,1926273.7940000002,0.0,0.9999999999999987,1.0952616097591106,-60111.99054115296,79220.56044086952,-167283.92689129114,19467.078566596098,34451.733637435,-5525.874042411532,-14206.056036599644,-6235.50621575127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68631.81980953214,176962.05580953078,0.0,108330.23599999864,2.0
1072,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2004,0,24,14.552721388397758,14.496474935122594,0.6810101883444508,13.432001272069309,1.241413087299781,10.221000659588338,7.78,0.09721209184607098,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.2241460527863548,-0.04707958744927579,14.599800975847032,-1.7763568394002505e-15,2090096.7399999993,2190850.799789707,1975781.2130000016,0.9758727280000001,681464.7499999997,2.4605,27473.145000000004,1.0012671726032638,0.9918233979327388,1.0029504371931324,1.0984563964481626,1.000012273311208,-1.1900000000000004,0.0012855585210230919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0168923574923976,1.0036448472164374,1.010430965737308,1.0254054778229473,0.9999591126761186,0.9925628445984035,1.0007622009932686,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2034604.0299999989,1.0272744520219987,1.0503365606671045,55492.71000000043,104994.81625789218,1926273.7940000002,0.0,1.0000000000000033,0.9780431346374385,101033.97330089862,34369.25863023281,7415.820835297874,21222.884925918894,51690.087562644236,-83.1895139450343,-15131.666351824513,1550.7772125743459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102414.96918963017,-46922.25918962974,0.0,55492.71000000043,2.0
1073,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2005,0,24,14.60194020162714,14.4996769900541,0.5634057603368642,13.47416958827402,1.378010141532193,10.218649690482629,6.69,0.09339773392817116,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.2241460527863528,-0.11053672288127497,14.712476924508415,0.0,2195542.5429999996,2452151.8832148397,1982117.9160000002,0.7566450360000001,710815.5,2.9669999999999996,27408.629999999983,1.000220885073498,0.827308856724324,1.003139391915663,1.1100335219838278,0.9997699864050489,-1.0899999999999999,-0.003814357917899816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0029279475171518,1.079190818103845,1.0111356303639125,1.0312778630450021,1.0007665863176802,0.9931856811886662,0.9977419017075282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2090096.7399999993,1.050450202127965,1.1192692279411331,105445.8030000003,261301.08342513256,1926273.7940000002,0.0,0.999999999999998,0.9385143474505427,242924.47877418107,6119.693560489969,165516.47075677934,23274.544721458562,65373.7595845254,1602.2395635120504,-14242.58553288937,-4719.643879694897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249284.22450207922,-143838.4215020789,0.0,105445.8030000003,2.0
1074,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2006,0,24,14.637821384666326,14.492742864581787,0.5625028061990955,13.51230935094814,1.4439734727065685,10.21733067109698,5.23,0.09419323984876428,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.224146052786353,-0.08602718386550796,14.723848568531833,0.0,2275751.636,2480196.0447963974,1968421.197,0.7550595819999999,738449.5,3.2375,27372.499999999996,0.9995217737969564,0.9983973288856174,1.002830583541661,1.0478685382540303,0.9998709203832599,-1.46,0.0007955059205931175,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.9936887251930108,1.0005853150594466,1.0100664512659134,1.0149839702353125,1.0004300235822057,0.9908831360935423,1.000471582847875,1.0004862259456921,1.0,1.0,1.0,1.0,1.0,1.0,2195542.5429999996,1.0365326981505,1.0114365516155512,80209.09300000034,28044.16158155771,1926273.7940000002,0.0,1.0000000000000002,1.0248123667618982,25458.26035898087,-13856.672339308969,1285.084114073561,22101.322011349148,32897.94411467432,944.1350692258152,-20016.462565369085,1035.380205058578,1067.5297492775062,0.0,0.0,0.0,0.0,0.0,0.0,25109.43561715812,55099.657382842226,0.0,80209.09300000034,2.0
1075,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2007,0,24,14.599198659837487,14.483825291707499,0.6702683108181287,13.51752233242877,1.4761122129390096,10.203313217200838,5.31,0.10645623370502703,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.2241460527863535,-0.06701038094485527,14.666209040782341,-1.7763568394002505e-15,2189531.611999999,2341280.625916714,1950945.6840000008,0.9547617340000001,742309.0800000005,3.3758999999999997,26991.46999999998,0.9993846870149002,1.191582163557936,1.0003857950069996,1.022257154192868,0.9986280708389136,0.07999999999999918,0.012262993856262755,1.9000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.991890776299463,0.9325471427686796,1.0013699512530292,1.0072726728691832,1.0045794084648472,1.0005019712516936,1.0072943713970577,0.9993844530103578,1.0,1.0,1.0,1.0,1.0,1.0,2275751.636,0.9621136056166715,0.9439901457906376,-86220.02400000114,-138915.4188796836,1926273.7940000002,0.0,1.0000000000000004,1.0191987739896582,-125528.75953999361,-18454.579103187087,-153505.95019705192,3117.668805321427,16550.797180136495,10421.59630578819,1142.3618972666789,16600.177640445636,-1400.8320687130397,0.0,0.0,0.0,0.0,0.0,0.0,-127464.51734907806,41244.49334907692,0.0,-86220.02400000114,2.0
1076,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2008,0,24,14.637227406061644,14.437773407927201,0.6160480271267527,13.508085305249304,1.5812441780633186,10.242098215379041,5.8,0.10742331838347714,4.9,0.0,0.0,0.0,0.0,0.0,0.0,1.2241460527863581,-0.03430098588584988,14.671528391947492,-1.7763568394002505e-15,2274400.289000001,2353767.9077355526,1863138.2800000017,0.8515961059999999,735336.8300000007,3.8610000000000007,28058.940000000002,0.9968204612488205,0.9191065983334423,0.9993018670916617,1.071222203977966,1.0038012160709542,0.4900000000000002,0.0009670846784501086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9588236125180376,1.0357610993143775,0.9975247516611585,1.0239873892003986,0.9874376973696946,1.003078531475884,1.0005733253843436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2189531.611999999,1.0387611106114516,1.005333526310606,84868.677000002,12487.28181883879,1926273.7940000002,0.0,1.0000000000000047,1.033250227985915,15734.865136562668,-90157.00205971769,78300.05742870111,-5419.634485443939,52521.14694362001,-27505.558728564505,6740.541984985261,1255.3140529824182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11677.924460505601,73190.7525394964,0.0,84868.677000002,2.0
1077,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2009,0,24,14.678492169248315,14.434071223348587,0.57754437516088,13.48848480053182,1.3247380554207848,10.13915712466534,6.8,0.09553872807814455,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.224146052786354,0.01510563380173335,14.663386535446584,1.7763568394002505e-15,2370216.2350000013,2334681.6632196708,1856253.347000001,0.781657971,721064.17,2.7612,25314.120000000003,0.9997435764868992,0.9374989444484488,0.9985489797943556,0.8377820919747523,0.9899492185537598,1.0,-0.011884590305332593,-1.5000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.9966253888597668,1.025265523603245,0.9948658138791204,0.9438059486338242,1.0341226615095067,1.006292783215847,0.9929811201185266,1.0004862259456921,1.0,1.0,1.0,1.0,1.0,1.0,2274400.289000001,1.0421280046715649,0.9918911951967925,95815.94600000046,-19086.244515881874,1926273.7940000002,0.0,0.9999999999999958,1.0506474778441994,-12633.234268141377,-7675.21655260898,57463.91418495694,-11677.194397108286,-127807.76666731121,77608.59119867127,14312.307964736841,-15963.742430879456,1105.8724314015076,0.0,0.0,0.0,0.0,0.0,0.0,-18442.66798785979,114258.61398786026,0.0,95815.94600000046,2.0
1078,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2010,0,24,14.704398724821646,14.425388267319237,0.6034268793824452,13.463844235627116,1.4371062896694937,10.135959459138583,6.92,0.09256870825337905,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.224146052786356,0.0472022805115042,14.657196444310141,0.0,2432422.6980000003,2320274.401893816,1840205.3450000002,0.8283736930000001,703513.8299999998,3.2085,25233.300000000014,0.9993984402671295,1.0448147455584784,0.9981732147628819,1.0848229835241026,0.9996846221547373,0.1200000000000001,-0.0029700198247654963,1.1999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.9921032812482555,0.9833671690445978,0.9935498787944035,1.0256594589313295,1.0010428146252823,1.0007530513603133,0.9982413096723145,0.9996111893855172,1.0,1.0,1.0,1.0,1.0,1.0,2370216.2350000013,1.0262450581855875,0.9938290253644317,62206.46299999906,-14407.261325854808,1926273.7940000002,0.0,1.000000000000002,1.032617299547102,-13443.503694850398,-18716.930988613687,-39423.405964504986,-15288.181999222641,60818.46614035292,2471.6961549396187,1784.8945600035124,-4168.476367017637,-921.5652307874951,0.0,0.0,0.0,0.0,0.0,0.0,-14626.544266997107,76833.00726699617,0.0,62206.46299999906,2.0
1079,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2011,0,24,14.767907869877886,14.385661322787186,0.5728664094077339,13.467280569087459,1.6001145849732161,10.093864907414908,8.56,0.08441865541327125,4.6,0.0,0.0,0.0,0.0,0.0,0.0,1.2241460527863572,0.07034609413359097,14.697561775744294,-1.7763568394002505e-15,2591914.8480000007,2415849.062153994,1768532.663999999,0.7733429,705935.5000000005,3.9536,24193.119999999984,0.9972460398433745,0.9493551397544848,1.000255226768834,1.1134281413111142,0.9958470086730938,1.6400000000000006,-0.008150052840107808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9643768878637006,1.0200015884506273,1.0009028443774899,1.0374374129647295,1.0138151760007204,1.0103409304330508,0.9951813635033824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2432422.6980000003,1.065569257403797,1.041191102303318,159492.15000000037,95574.66026017815,1926273.7940000002,0.0,1.0000000000000013,1.0234137097969196,102298.46421302692,-86650.46653373401,48652.317743360436,2196.09915656808,91063.61304980743,33604.347681017054,25153.513903791845,-11720.960787783908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100194.17219823084,59297.977801769535,0.0,159492.15000000037,2.0
1080,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2012,0,24,14.821828746417152,14.386788085572986,0.5565011779982438,13.475594861434224,1.5985387315650998,10.066576169731048,7.05,0.08821794691756776,4.8,0.0,0.0,0.0,0.0,0.0,0.0,1.224146052786356,0.10919552847782477,14.712633217939327,0.0,2735509.816000001,2452535.168553788,1770526.505000001,0.7445579119999999,711829.33,3.9458,23541.820000000014,1.0000783254075372,0.9714327264773484,1.00061736980262,0.999015162149689,0.997296502585069,-1.5100000000000007,0.0037992915042965175,0.20000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,1.0010293318332313,1.0106616400016892,1.0021858539052662,0.9996447538411204,1.0089343727940427,0.9905723910473775,1.0022542592752801,0.9999351877302513,1.0,1.0,1.0,1.0,1.0,1.0,2591914.8480000007,1.0554011132390413,1.0151855953977045,143594.96800000034,36686.10639979411,1926273.7940000002,0.0,0.9999999999999987,1.0396139417106562,39443.216964755906,2667.9404620712253,27634.06302440907,5665.547192618134,-920.7677938950218,23157.133502446643,-24435.559625440026,5842.848086840245,-167.98788429436263,0.0,0.0,0.0,0.0,0.0,0.0,39359.77018703071,104235.19781296964,0.0,143594.96800000034,2.0
1081,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2013,0,24,14.860652920538417,14.435182507147825,0.5831862765459581,13.613492496322953,1.5711959201772325,10.089882468593057,5.06,0.08671641300417475,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.2241460527863572,0.11240276627390645,14.748250154264513,1.7763568394002505e-15,2843802.346000002,2541461.229512622,1858317.3190000015,0.791738319,817079.1699999998,3.8124000000000002,24096.96000000001,1.0033638099961568,1.04795155806085,1.0102331389676442,0.9828951211203394,1.002315216064434,-1.9900000000000002,-0.0015015339133930133,1.1000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,1.0451778140940318,0.982855845498641,1.03687788237576,0.9938539531448324,0.9924321502608259,0.9875941924526919,0.9991104832722784,0.9996435844952514,1.0,1.0,1.0,1.0,1.0,1.0,2735509.816000001,1.0395876956341366,1.0362588321256456,108292.53000000119,88926.0609588339,1926273.7940000002,0.0,1.0000000000000013,1.0032123864861082,102707.19330385175,123584.35391964708,-46898.00292548809,100879.80923218509,-16812.57150190696,-20701.92724752387,-33936.2083210683,-2433.281740178746,-974.978111814474,0.0,0.0,0.0,0.0,0.0,0.0,99186.39119639978,9106.13880360141,0.0,108292.53000000119,2.0
1082,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2014,0,24,14.838308799806713,14.483530325234222,0.5789437132226878,13.631002716991794,1.529225190308926,10.075350440961957,5.68,0.07896710755954282,5.3,0.0,0.43999999999999995,0.0,0.0,0.0,0.0,1.2241460527863557,0.06413495429397317,14.77417384551274,0.0,2780964.7010000013,2608206.7184780287,1950370.3049999992,0.7841528580000001,831512.4200000002,3.6145999999999994,23749.300000000003,1.0033493042476225,0.9927252003452519,1.0012862401528169,0.9732873988983041,0.998559742625711,0.6200000000000001,-0.0077493054446319265,-0.6000000000000005,0.0,0.43999999999999995,0.0,0.0,0.0,0.0,1.0451333408451116,1.0027531027122578,1.004609057933928,0.9905814517788932,1.00474791472533,1.0038968742701104,0.9954177576509835,1.000194462015751,1.0,0.9798722818351797,1.0,1.0,1.0,1.0,2843802.346000002,0.9779036524502533,1.026262642998574,-62837.64500000095,66745.48896540655,1926273.7940000002,0.0,0.9999999999999984,0.9528785606087247,77369.17985199302,128350.30057814597,7829.279951897745,13107.249765354263,-26784.489527097583,13502.13103450136,11081.940191407084,-13030.991542073674,553.0115366006343,0.0,-57239.25213674278,0.0,0.0,0.0,0.0,74685.76577150513,-137523.41077150608,0.0,-62837.64500000095,2.0
1083,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2015,0,24,14.744549681080864,14.507216436847793,0.6480972996519959,13.650613214044682,1.2682425393437544,10.12463791877606,6.95,0.07902078376436954,5.3,0.0,0.73,0.0,0.0,0.0,0.0,1.2241460527863555,0.06872461045657588,14.675825070624287,-1.7763568394002505e-15,2532073.9960000007,2363903.05455368,1997118.4729999998,0.9118995940000001,847979.7499999999,2.5546,24949.219999999987,1.0016353824711026,1.119447857969413,1.0014386687069208,0.8293366780647595,1.0048918871956771,1.2700000000000005,5.367620482671365e-05,0.0,0.0,0.29000000000000004,0.0,0.0,0.0,0.0,1.0218624049427563,0.9561755175899453,1.0051633197185617,0.9428538200127643,0.9840632229135552,1.007998613585523,1.0000318127279224,1.0,1.0,0.9866880757947111,1.0,1.0,1.0,1.0,2780964.7010000013,0.9105020265411846,0.906332706608889,-248890.70500000054,-244303.66392434854,1926273.7940000002,0.0,0.9999999999999998,1.0046002047664286,-264645.5353921137,60798.57642477312,-121874.33862195746,14359.009877297221,-158921.5093414952,-44319.61452510866,22243.862038278538,88.47007339473645,0.0,0.0,-37019.991317296,0.0,0.0,0.0,0.0,-260485.43655889045,11594.731558889907,0.0,-248890.70500000054,2.0
1084,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2016,0,24,14.69261515448733,14.495295255886663,0.6399676356883723,13.677262252462622,1.2001153739986312,10.184854727930139,5.48,0.0783461436522661,6.8,0.0,1.3100000000000003,0.0,0.0,0.0,0.0,1.2241460527863546,0.0873063035523027,14.605308850935028,1.7763568394002505e-15,2403928.275000002,2202951.030528923,1973451.7980000018,0.8964195020000001,870881.4199999995,2.3204999999999996,26497.800000000003,0.9991782585575238,0.9874561057915394,1.001952222804945,0.9462822265996729,1.0059475518667593,-1.4699999999999998,-0.0006746401121034418,1.5,0.0,0.5800000000000003,0.0,0.0,0.0,0.0,0.9891742668494142,1.0052821901151858,1.0070230174621868,0.9847566724308351,0.9805638438182452,0.9908209792867676,0.9996002416532466,0.9995140103550826,1.0,0.9735533589154695,1.0,1.0,1.0,1.0,2532073.9960000007,0.9493910046853153,0.9319125952670907,-128145.72099999897,-160952.0240247571,1926273.7940000002,0.0,0.9999999999999991,1.0187554070531928,-176514.47156171937,-27411.557398233388,13374.896232590278,17782.79988945714,-38597.23335039237,-49213.78565001589,-23241.95965672114,-1012.2177144983154,-1230.5617422206662,0.0,-66964.85217168504,0.0,0.0,0.0,0.0,-172402.34697932703,44256.62597932806,0.0,-128145.72099999897,2.0
1085,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2017,0,24,14.709278604472173,14.586427618202984,0.5784768561375399,13.698796017513521,1.2553880912720916,10.17245152937458,4.82,0.07699948766938791,6.5,0.0,2.03,0.0,0.0,0.0,0.0,1.2241460527863537,-0.0031345649686519914,14.712413169440824,-1.7763568394002505e-15,2444321.6419999986,2451995.5510255634,2161746.798000002,0.7833201079999998,889838.1700000005,2.5091999999999994,26171.160000000007,1.0062870304266007,0.9039157980470516,1.001574420717642,1.0460561696575044,0.9987821919028904,-0.6600000000000001,-0.0013466559828781838,-0.2999999999999998,0.0,0.7199999999999995,0.0,0.0,0.0,0.0,1.0867692971868108,1.0406526218597552,1.005671137307675,1.0125403751423507,1.0040509753971882,0.9958683351337203,0.9992021971776409,1.0000972262814005,1.0,0.9672751849664214,1.0,1.0,1.0,1.0,2403928.275000002,1.016803066638915,1.1130504114913737,40393.366999996826,249044.52049664035,1926273.7940000002,0.0,0.9999999999999991,0.9135283505864139,269546.1081547122,208587.1669092526,97725.98714154857,13633.007325327291,30146.162383804105,9738.25429863017,-9932.225994873857,-1917.8607625438053,233.72500693181635,0.0,-78668.10815336474,0.0,0.0,0.0,0.0,271765.0806844984,-231371.7136845016,0.0,40393.366999996826,2.0
1086,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area-Bus",2018,0,24,14.687409982894662,14.659247091491215,0.5434718582806738,13.718025736339499,1.3110318766193438,10.18112875878654,4.0,0.0780887286958368,6.65,0.0,2.87,0.0,0.0,0.0,0.0,1.2241460527863566,-0.08557933279942868,14.77298931569409,0.0,2391447.9199999995,2605119.0477423165,2325037.350000001,0.721974949,907115.11,2.7100000000000004,26399.250000000015,1.004992276052387,0.9394876433076466,1.0014037524758668,1.044323970996784,1.0008530126083082,-0.8200000000000003,0.0010892410264488894,0.15000000000000036,0.0,0.8400000000000003,0.0,0.0,0.0,0.0,1.0687487529866697,1.0229436313269282,1.0050628098638064,1.0126250929746847,0.997175674191124,0.9948692928829533,1.0006457677933862,0.9999513904038687,1.0,0.9619261266274688,1.0,1.0,1.0,1.0,2444321.6419999986,0.9783687543032443,1.0624485214309252,-52873.721999999136,153123.4967167531,1926273.7940000002,0.0,1.0000000000000029,0.9208622976744991,156310.7979763726,168044.0647858288,56081.614598479806,12375.135719432954,30859.787990284018,-6903.560698694851,-12541.098444960577,1578.464193080495,-118.81748783258723,0.0,-93064.79267924551,0.0,0.0,0.0,0.0,152644.2724445111,-205517.99444451023,0.0,-52873.721999999136,2.0
1087,"Denver-Aurora-Broomfield, CO Metro Area-Bus",2002,0,10,18.058842108648406,17.45032011834603,0.6042253627489017,15.004325282883512,1.0804483180404385,10.667713053521961,5.68,0.5272791790345056,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.4958186028328808,-0.03190432454489717,18.090746433193303,0.0,69639472.23000008,71897095.05374065,37894634.57000004,0.829834202,3283186.4200000004,1.9459999999999997,42945.612499999996,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,69639472.23000008,69639472.23000008,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69639472.23000008,69639472.23000008,1.0
1088,"Denver-Aurora-Broomfield, CO Metro Area-Bus",2003,0,10,18.02121174738343,17.421047095053662,0.6314344705214171,15.033496172662007,1.164930475261267,10.645980754652921,5.86,0.5189934232625568,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.4958186028328846,-0.0551853158325001,18.07639706321593,0.0,67067607.28000008,70872783.70918658,36801422.89000005,0.8803058890000002,3380370.4999999995,2.2056999999999998,42022.35250000001,0.9983224936222463,1.0450313896932901,1.0019441653808834,1.078191761521782,0.9979627968281481,0.1800000000000006,-0.008285755771948788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9736259955961907,0.982522148762551,1.0076901687414817,1.0192308539353385,1.0071087377263643,1.0011297896711688,0.9951013273509786,1.0,1.0,1.0,1.0,1.0,1.0,1.0,69639472.23000008,0.9630688621317256,0.9857530913621972,-2571864.9499999955,-1024311.3445540667,69639472.23000008,0.0,1.0000000000000038,0.9769879201064412,-946468.5500465477,-1836671.7472729792,-1217148.3358904056,535539.2925164261,1339226.5185891946,495048.7434855029,78677.956431103,-341140.9779053895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-992147.1984456134,-1579717.751554382,0.0,-2571864.9499999955,1.0
1089,"Denver-Aurora-Broomfield, CO Metro Area-Bus",2004,0,10,18.109128609009773,17.47608085986622,0.6177465409638621,15.062634824532525,1.252877247679539,10.61562403954042,6.04,0.5139017131217158,5.3,0.0,0.0,0.0,0.0,0.0,0.0,1.495818602832888,-0.06187571232312595,18.1710043213329,3.552713678800501e-15,73230942.05999997,77905281.61642733,38883510.89,0.85474374,3480319.0799999987,2.5003999999999995,40765.82999999998,1.0031590388632945,0.9783224860273275,1.001938248530871,1.075495297175179,0.9971485280865988,0.17999999999999972,-0.005091710140840977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.051533052249062,1.0089096833099678,1.0076816374721123,1.0200273578888208,1.0099438115526198,1.0011297896711688,0.9969868499878305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,67067607.28000008,1.0918973410556996,1.099227059234717,6163334.779999889,7032497.907240748,69639472.23000008,0.0,1.0000000000000033,0.9933319343834214,6452720.846752783,3456198.5101798163,597551.14122209,515189.04524695745,1343186.9737434462,666907.6480774331,75772.28997495185,-202084.76169191202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6654921.440303311,-491586.6603034213,0.0,6163334.779999889,1.0
