,CBSA,MNAME,Mode,Year,UPT_ADJUSTED,VRM_ADJUSTED,FARE_ADJUSTED,min_year,max_year,FARE_per_UPT,PROBLEM_FLAG,NOTE,PROBLEM_FLAG2,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Native_Outcountry_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,PCT_HH_NO_VEH,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,TOT_UNEMP_MSA,TOT_EMP_MSA,TOT_LABOR_MSA,UNEMP_RATE_PCT,EMP_RATE_PCT,GasPrice,Area_acre,POP_CENSUSTRACT,AVG_SPEED,2018_Dollar_Multiplier,TNC_ARRIVAL,Link_x,TNC_FLAG,YEARS_SINCE_TNC,FARE_ADJ_2018,TOTAL_MED_INC_INDIV_2018,NATIVE_INSTATE_MED_INC_2018,NATIVE_OUTSTATE_MED_INC_2018,HH_MED_INC_2018,HH_MEAN_INC_2018,GAS_PRICE_2018,dockCt,docklessCt,scooterCt,PBS_Start,PBS_End,PBS_Flag,Link,walkscore,transit,bike,CLUSTER_GT_NEW_11,CLUSTER_GT_ORIGINAL,CLUSTER_GT_8_GROUPS,CLUSTER_APTA,CLUSTER_NOTE,TOTAL_EMPLOYMENT,JTW_DA_PCT,JTW_CARPOOLED_PCT,JTW_TRANSIT_PCT,JTW_WALK_PCT,JTW_BICYCLE_PCT,JTW_OTHER_PCT,JTW_HOME_PCT,NOTE_JTW,AVG_FARE_2018,WEIGHTED_POP_DENSITY,_merge,CLUSTER_APTA_EXTENDED
0,10420,"Akron, OH Metro Area",Bus,2002,5226385.66,4026372.388,596582.6949,2002,2018,0.114148234,,,,646583.7344,496141.0469,137193.6719,-389.53125,25405.20313,26028.32813,26651.07813,7117.03125,682354.11,7.55,8.94,83.85,24.64,62.9,12.46,265452.2,22830.14,58254.52,117083.25,46891.53,20392.77,8.6,43046.82813,55300.5625,39.49,46.56,13.95,21948.42,346147.17,368095.58,5.96,94.04,1.36,,119786,14.88,1.4,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,4004892.28,35567.28438,36439.65938,37311.50938,60265.55938,77420.7875,1.904,0,0,0,,,0,,0,0,0,1,1,H,24,,309488.2031,87.4,6.2,0.8,1.7,0.1,0.7,3.1,Goes to negative when extrapolating. Possible solution is using a different extrapolation.,0.159807528,2417.239652,both,24
1,10420,"Akron, OH Metro Area",Bus,2003,5395901.888,3976568.624,2318586.755,2002,2018,0.429694017,,,,659397.0625,504631.8125,137582.3125,753.125,25120.1875,25632.6875,25995.6875,10350.875,682850.56,8.81,8.66,82.79,24.33,63,12.68,269144.19,22073.44,67400.94,115443,44874.88,19351.94,8.2,43566.6875,56379.75,39.24,46.66,14.1,23342.5,348574.17,371916.67,6.28,93.72,1.55,,119199,14.71,1.37,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,15690640.83,34414.65688,35116.78188,35614.09188,59686.36188,77240.2575,2.1235,0,0,0,,,0,,0,0,0,1,1,H,24,,316497.1875,87.2,6.4,0.8,1.7,0.1,0.7,3.1,Goes to negative when extrapolating. Possible solution is using a different extrapolation.,0.588680803,2417.305061,both,24
2,10420,"Akron, OH Metro Area",Bus,2004,5907162.281,4315392.555,2279210.981,2002,2018,0.385838559,,,,672492.75,513183.75,138058.75,1942.5,24804.25,25208.25,25305.25,13527.5,683397.75,10.08,8.38,81.73,24,63.1,12.9,272892.25,21266.25,76795.25,113694,42855.5,18281.25,7.79,44030.25,57390,39.03,46.78,14.2,23471.75,351723.75,375195.5,6.26,93.74,1.83,,118612,7.23,1.33,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,14652259.89,32989.6525,33526.9725,33655.9825,58560.2325,76328.7,2.4339,0,0,0,,,0,,0,0,0,1,1,H,24,,323744.25,86.9,6.7,0.8,1.7,0.1,0.7,3.1,Goes to negative when extrapolating. Possible solution is using a different extrapolation.,0.513165283,2417.260004,both,24
3,10420,"Akron, OH Metro Area",Bus,2005,6013680.881,4053011.065,2728753.776,2002,2018,0.453757662,,,,684459,521491,138184,2945,24612,24899,24755,16933,683742,11.3,8.1,80.7,23.7,63.2,13.1,276416,20661,85198,112380,40847,17330,7.47,44719,58676,38.7,46.8,14.5,22420.75,358105.92,380526.67,5.9,94.1,2.25,13644.8,118025,14.4,1.29,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,17316881.13,31749.48,32119.71,31933.95,57687.51,75692.04,2.9025,0,0,0,,,0,,0,0,0,1,1,H,24,,330039,86.8,6.8,0.8,1.7,0.1,0.7,3.1,,0.585347384,2417.13868,both,24
4,10420,"Akron, OH Metro Area",Bus,2006,6070797.419,3994786.013,2855272.597,2002,2018,0.470329085,,,,700943,530777,139714,4695,23925,24129,23644,19423,684898,12.7,7.8,79.5,23.3,63.3,13.4,280837,19248,97567,109326,38795,15901,6.85,44507,58859,38.8,47.2,14,20348.08,365133.33,385481.42,5.28,94.72,2.54,13644.8,117438,14.19,1.25,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,17511368.98,29906.25,30161.25,29555,55633.75,73573.75,3.175,0,0,0,,,0,,0,0,0,1,1,H,24,,340143,85.8,7.3,1.3,2.2,0,0.9,2.5,,0.587911357,2417.703484,both,24
5,10420,"Akron, OH Metro Area",Bus,2007,5868746.078,4571428.064,3109813.235,2002,2018,0.529893983,,,,699356,536148,135625,3455,25217,25202,24776,25575,682807,13.4,7.6,79,23.3,63.4,13.3,281669,21066,94071,113232,36917,16383,7.48,47898,63454,37.2,46.1,16.7,20953.42,368688.42,389641.83,5.38,94.62,2.82,13644.8,116851,16.03,1.21,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,18481486.41,30512.57,30494.42,29978.96,57956.58,76779.34,3.4122,0,0,0,,,0,,0,0,0,1,1,H,24,,335010,85.7,7,1.3,2,0.2,0.8,2.9,,0.64117172,2416.526602,both,24
6,10420,"Akron, OH Metro Area",Bus,2008,6140428.988,3873343.976,3251530.816,2002,2018,0.529528283,,,,698553,529519,137011,4452,25357,25559,25281,15247,681880,12.1,8.2,79.7,22.9,63.5,13.6,281731,19035,100229,108332,38548,15587,6.76,50036,65801,36.4,45.1,18.5,24154.58,367016.58,391171.17,6.17,93.83,3.23,13644.8,116264,14.89,1.17,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,18601942.58,29667.69,29904.03,29578.77,58542.12,76987.17,3.7791,0,0,0,,,0,,0,0,0,1,1,H,24,,346231,84.4,7.5,1.6,2.7,0.2,0.6,3,,0.619548091,2417.876039,both,24
7,10420,"Akron, OH Metro Area",Bus,2009,5560854.064,3431434.413,3057887.223,2002,2018,0.549895248,,,,699935,537803,134499,2466,24856,24810,24817,29301,685405,14.7,7.2,78.1,22.4,63.6,14,281769,23447,97811,108215,36339,15957,8.32,47482,60668,36.8,48.1,15.1,38703.17,346409.33,385112.5,10.05,89.95,2.33,13644.8,115677,12.41,1.17,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,17469678.88,29081.52,29027.7,29035.89,55553.94,70981.56,2.7261,0,0,0,,,0,,0,0,0,1,1,H,24,,326349,86.6,5.9,1.4,2.2,0.2,0.5,3.2,,0.64337744,2419.599273,both,24
8,10420,"Akron, OH Metro Area",Bus,2010,5616567.806,3471447.493,3247759.336,2002,2018,0.578246261,,,,702951,539313,132784,3944,24592,24348,25441,18974,687098,,,,22.3,63.4,14.3,281523,22621,92537,114311,35021,17033,8.04,46521,60782,38,45.6,16.4,39167.33,333040.75,372208.08,10.52,89.48,2.78,13644.8,115090,11.57,1.15,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,18235616.11,28280.8,28000.2,29257.15,53499.15,69899.3,3.197,0,0,0,,,0,,0,0,0,1,1,H,24,,319431,87.7,5.7,1.5,1.6,0.1,0.6,2.9,,0.664983201,2414.853641,both,24
9,10420,"Akron, OH Metro Area",Bus,2011,5858952.685,3918014.086,3432078.038,2002,2018,0.585783539,,,,701456,541743,127206,5605,24744,24630,24718,19914,684916,,,,21.9,63.7,14.4,274696,22332,98938,101762,35249,16415,8.13,47032,62438,38.4,45.1,16.5,33038.33,332935.08,365973.42,9.03,90.97,3.53,13644.8,114503,12.84,1.12,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,18786450.64,27713.28,27585.6,27684.16,52675.84,69930.56,3.9536,0,0,0,,,0,,0,0,0,1,1,H,24,,322871,85.6,7.2,1.3,1.7,0.3,0.6,3.3,,0.656077563,2435.023505,both,24
10,10420,"Akron, OH Metro Area",Bus,2012,5996224.469,3862989.104,5834141.073,2002,2018,0.972969091,,,,702262,541057,125650,5192,25564,25656,25880,25575,687031,,,,21.6,63.5,14.9,280887,24001,98798,110693,32826,14569,8.54,49731,65187,35.5,46.2,18.3,26723.25,333535.58,360258.83,7.42,92.58,3.61,13644.8,112988,12.64,1.09,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,25004946.41,27864.76,27965.04,28209.2,54206.79,71053.83,3.9349,0,0,0,,,0,,0,0,0,1,1,H,24,,325710,86.1,7.3,1.3,1.6,0.2,0.6,3,,1.06053631,2409.272433,both,24
11,10420,"Akron, OH Metro Area",Bus,2013,5976078.01,4166725.99,6052543.019,2002,2018,1.012795183,,,,705686,541286,125313,4056,25830,25899,25802,28875,690331,15.4,8.5,76,21.3,63.5,15.2,281324,22696,97785,108261,37798,14784,8.07,49984,67507,35.2,45.7,19.1,27438.42,331435.5,358873.92,7.65,92.35,3.52,13644.8,112430,12.51,1.08,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,25417453.28,27896.4,27970.92,27866.16,53982.72,72907.56,3.8016,0,0,0,,,0,,0,0,0,1,1,H,24,,333414,85.9,6.4,1.7,1.8,0.1,0.5,3.5,,1.093818797,2400.772297,both,24
12,10420,"Akron, OH Metro Area",Bus,2014,5980821.699,4330272.662,6224075.879,2002,2018,1.040672368,,,,703825,537852,133036,4145,26124,26004,26942,22840,688629,13.3,9,77.7,21.1,63,15.9,283364,23065,96377,110920,37946,15056,8.14,50538,67821,35.1,44.9,20,21176.83,337804.58,358981.42,5.9,94.1,3.36,13644.8,112358,12.8,1.06,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,1,0,25682735.84,27691.44,27564.24,28558.52,53570.28,71890.26,3.5616,0,0,0,,,0,,0,0,0,1,1,H,24,,340491,86,6.8,1.7,1.6,0.1,0.4,3.2,,1.10311271,2375.645884,both,24
13,10420,"Akron, OH Metro Area",Bus,2015,5854274.894,4561689.737,5669486.788,2002,2018,0.968435355,,,,704243,539841,125207,4050,26944,26599,29413,23802,689016,14.2,7.7,78.1,21,62.8,16.2,282456,23662,95766,109671,35513,17844,8.38,51580,70288,34.5,43.2,22.3,17723.75,340805.67,358529.42,4.94,95.06,2.4,13644.8,112214,13.27,1.06,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,1,1,22991951.87,28560.64,28194.94,31177.78,54674.8,74505.28,2.544,0,0,0,,,0,,0,0,0,1,1,H,24,,337334,85.3,7.3,1.9,1.7,0.1,0.5,3.1,,1.026541477,2368.599115,both,24
14,10420,"Akron, OH Metro Area",Bus,2016,5500944.573,4395640.78,5305951.444,2002,2018,0.964552791,,,,702221,537399,123322,5468,27048,27611,27459,20468,684729,13.8,8.7,77.5,20.7,62.6,16.7,284670,23386,99761,106473,36824,18226,8.22,51598,70083,34.6,45.3,20.1,18246.83,341757.25,360004.08,5.07,94.93,2.15,13644.8,111747,12.83,1.05,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,1,2,21017709.39,28400.4,28991.55,28831.95,54177.9,73587.15,2.2575,0,0,0,,,0,,0,0,0,1,1,H,24,,335302,85.9,6.3,1.1,2,0.1,0.4,4.2,,1.012780431,2368.280123,both,24
15,10420,"Akron, OH Metro Area",Bus,2017,5461311.53,4440851.607,5361727.471,2002,2018,0.981765541,,,,703505,528663,132481,5747,29518,28993,31204,26950,686207,12.5,8.2,79.3,20.6,62.3,17.1,289282,22538,96678,111274,39726,19066,7.79,56106,75838,31,46.1,22.9,18304.75,343513.42,361818.17,5.06,94.94,2.41,13644.8,111678,12.86,1.02,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,1,3,20708470.12,30108.36,29572.86,31828.08,57228.12,77354.76,2.4582,0,0,0,,,0,,0,0,0,1,1,H,24,,345482,84.9,7.4,1.1,1,0.1,0.7,4.8,,1.001400852,2362.033613,both,24
16,10420,"Akron, OH Metro Area",Bus,2018,5427485.555,4437372.601,5207847.813,2002,2018,0.959532321,,,,703962.5,521500.5,138879,6310.75,31396.5,30282.5,33524.25,30978,686243.75,11.43,8.08,80.5,20.45,62.03,17.53,293294.5,21833,95364.5,114075.25,42230.25,19791.5,7.44,59491.5,80103,28.33,47.23,24.45,16322.64,346362.91,362685.55,4.5,95.5,2.72,,111509.5,12.92,1,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,1,4,19608372.22,31396.5,30282.5,33524.25,59491.5,80103,2.72,0,0,0,,,0,,75,0,60,1,1,H,24,,352609,84.3,7.975,0.9,0.325,0.1,0.9,5.525,,0.959532321,2363.64131,both,24
17,10500,"Albany, GA Metro Area",Bus,2002,628324,532194,303082,2002,2018,0.482365786,,,,145401.7656,100820.2813,41859.15625,1046.25,23403.14063,19457.01563,34013.95313,53625.875,155611.28,4.82,12.79,82.5,31.99,61.81,6.2,55442.55,8129.14,14238.81,19779.69,13225.31,69.59,14.66,54088.48438,60679.92188,28.31,62.84,8.85,3934.33,67179.33,71113.67,5.53,94.47,1.33,,2757,16.48,1.4,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,848629.6,32764.39688,27239.82188,47619.53438,75723.87813,84951.89063,1.862,0,0,0,2016,,0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,67809.95313,79.8,13.7,0.4,1.5,0.6,1.1,2.9,Goes to negative when extrapolating. Possible solution is using a different extrapolation.,0.6753121,951.0962241,both,34
18,10500,"Albany, GA Metro Area",Bus,2003,670941,536264,287297,2002,2018,0.428200095,,,,149947.9375,107198.875,39927.375,940,22561.4375,19233.9375,31433.1875,49541.5,156428.88,9.02,12.46,78.59,30.95,61.57,7.48,56778.81,7773.44,15670.75,20059.25,12125.75,1149.63,13.69,49728.0625,58120.3125,33.25,57.25,9.5,3719.58,69788.67,73508.25,5.06,94.94,1.53,,2607,16.7,1.37,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,787193.78,30909.16938,26350.49438,43063.46688,68127.44563,79624.82813,2.0961,0,0,0,2016,,0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,67185.1875,79.8,13.7,0.4,1.5,0.6,1.1,2.9,Goes to negative when extrapolating. Possible solution is using a different extrapolation.,0.58663413,951.144334,both,34
19,10500,"Albany, GA Metro Area",Bus,2004,666328,537714,346703,2002,2018,0.520318822,,,,154628.25,113695.5,38044.5,815,21688.25,19002.25,28723.25,45590,157255.5,13.33,12.08,74.63,29.9,61.33,8.78,58148.75,7402.25,17112,20375,11005,2254.5,12.73,45264.75,55477.75,38.3,51.5,10.2,3888.92,69640.83,73529.75,5.29,94.71,1.85,,2457,16.75,1.33,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,922229.98,28845.3725,25272.9925,38201.9225,60202.1175,73785.4075,2.4605,0,0,0,2016,,0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,66561.25,80,13.5,0.4,1.5,0.6,1.1,2.9,Goes to negative when extrapolating. Possible solution is using a different extrapolation.,0.692024033,951.2123653,both,34
20,10500,"Albany, GA Metro Area",Bus,2005,653876,535683,344119,2002,2018,0.526275624,,,,158772,119720,35966,765,20941,18805,26530,41107,158046,17.2,11.9,70.9,28.9,61.1,10,59384,7093,18516,20546,9969,3260,11.94,41213,53167,42.9,46.4,10.7,4227.5,70121.5,74349,5.69,94.31,2.3,691.2,2307,16.76,1.29,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,887827.02,27013.89,24258.45,34223.7,53164.77,68585.43,2.967,0,0,0,2016,,0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,65934,79.7,13.7,0.4,1.5,0.6,1.1,2.9,,0.678895555,950.8184056,both,34
21,10500,"Albany, GA Metro Area",Bus,2006,762810,534219,366673,2002,2018,0.480687196,,,,165062,127633,34670,415,19690,18470,22270,38750,158981,22.8,10.9,66.2,27.7,60.8,11.5,61158,6536,20069,21296,8594,4663,10.69,35515,49529,49.3,38.7,12,4001.08,71425,75426.08,5.3,94.7,2.59,691.2,2157,16.81,1.25,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,916682.5,24612.5,23087.5,27837.5,44393.75,61911.25,3.2375,0,0,0,2016,,0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,65320,82,13.1,1.2,1.5,0,0.5,1.7,,0.600858995,951.7404944,both,34
22,10500,"Albany, GA Metro Area",Bus,2007,767414,534985,377696,2002,2018,0.4921672,,,,162767,127992,30244,1265,20454,18686,26277,27889,159338,21.5,13.2,65.4,27.3,60.8,11.9,60777,6970,21026,19730,8575,4476,11.47,36402,51200,48.5,41.4,10.1,3878.58,72083.67,75962.25,5.1,94.9,2.79,691.2,2007,16.7,1.21,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,914024.32,24749.34,22610.06,31795.17,44046.42,61952,3.3759,0,0,0,2016,,0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,64653,81.4,14.1,0.7,1.1,0.1,0.8,1.9,,0.595522313,950.5734795,both,34
23,10500,"Albany, GA Metro Area",Bus,2008,880864,532993,373954,2002,2018,0.424530915,,,,163074,129258,31879,588,20442,19131,28225,9172,156890,23.3,9.5,67.2,26,61.2,12.8,60893,6073,23282,18448,8971,4119,9.97,38989,55456,46.6,40.5,12.9,4839.58,71887.75,76727.33,6.31,93.69,3.3,691.2,1857,16.88,1.17,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,875052.36,23917.14,22383.27,33023.25,45617.13,64883.52,3.861,0,0,0,2016,,0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,67604,78.7,13.7,0.5,2.9,0.4,0.6,3.2,,0.496701171,950.4212629,both,34
24,10500,"Albany, GA Metro Area",Bus,2009,871177,529568,431925,2002,2018,0.49579477,,,,164238,126496,33282,849,18639,17139,24907,11250,159356,23.2,13.6,63.3,26.5,61.4,12.1,60101,4550,24625,20779,7191,2956,7.57,36218,47306,48.6,43.8,7.6,7394.25,69179.67,76573.92,9.65,90.35,2.36,691.2,1707,16.8,1.17,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,1010704.5,21807.63,20052.63,29141.19,42375.06,55348.02,2.7612,0,0,0,2016,,0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,63259,79.2,14.6,0.8,3,0,0.7,1.8,,0.58007988,956.0423884,both,34
25,10500,"Albany, GA Metro Area",Bus,2010,900406,530982,420551,2002,2018,0.467068189,,,,162659,122527,34782,1358,19051,16806,26457,27395,154966,,0,0,25.7,61.8,12.5,60263,6743,20159,20799,8757,3805,11.19,34002,47826,50.8,38.8,10.4,8318.5,62446.58,70765.08,11.75,88.25,2.79,691.2,1557,16.67,1.15,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,967267.3,21908.65,19326.9,30425.55,39102.3,54999.9,3.2085,0,0,0,2016,,0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,59116,78,15.7,1.1,2.7,0.3,0.7,1.5,,0.537128418,943.0693739,both,34
26,10500,"Albany, GA Metro Area",Bus,2011,985863,574538,471112,2002,2018,0.477867614,,,,161617,126789,31236,886,19093,17591,25005,52762,157802,,0,0,26.3,61.6,12.1,58438,6247,23102,19607,6805,2677,10.69,32775,45215,52.5,38.1,9.4,7955.58,62446.75,70402.33,11.3,88.7,3.53,691.2,1407,17.16,1.12,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,1055290.88,21384.16,19701.92,28005.6,36708,50640.8,3.9536,0,0,0,2016,,0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,58211,78.8,14.7,1,1.5,0,1.1,2.8,,0.535211728,968.2168374,both,34
27,10500,"Albany, GA Metro Area",Bus,2012,1017648,523493,523278,2002,2018,0.514203339,,,,155019,116085,33853,1482,19997,18223,24992,25657,148869,,0,0,25.1,61.8,13.1,57699,5544,22517,20405,6850,2383,9.61,34469,54220,50.5,37.1,12.4,7231.17,62546.42,69777.58,10.36,89.64,3.62,691.2,1613,16.39,1.09,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,1140746.04,21796.73,19863.07,27241.28,37571.21,59099.8,3.9458,0,0,0,2016,,0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,58769,79.5,12.7,1,2.9,0.4,0.8,2.8,,0.56048164,954.4104189,both,34
28,10500,"Albany, GA Metro Area",Bus,2013,1017015,541805,536063,2002,2018,0.527094487,,,,156277,121505,29335,787,20424,19361,25928,40112,150485,24.9,15,60.1,25.2,61.9,12.9,56505,6343,21035,19517,6953,2657,11.23,34756,49937,50.2,37.8,12,6416.92,61633.67,68050.58,9.43,90.57,3.53,691.2,1528,16.37,1.08,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,1135445.04,22057.92,20909.88,28002.24,37536.48,53931.96,3.8124,0,0,0,2016,,0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,57898,81.9,10.5,0.9,1.2,0,0.5,5.1,,0.569262046,943.168374,both,34
29,10500,"Albany, GA Metro Area",Bus,2014,883094,588650,535879,2002,2018,0.606819886,,,,152596,118396,30033,1028,21803,19557,25863,55932,147236,25.3,12.2,62.5,25.2,60.7,14.1,57795,6344,20495,19943,8079,2934,10.98,39071,51306,46.1,42.6,11.3,5518.75,60940.17,66458.92,8.3,91.7,3.41,691.2,1664,16.74,1.06,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,1136063.48,23111.18,20730.42,27414.78,41415.26,54384.36,3.6146,0,0,0,2016,,0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,58864,82.3,9,1.2,1.9,0,0.5,5,,0.643229079,946.9400328,both,34
30,10500,"Albany, GA Metro Area",Bus,2015,695011,595478,542312,2002,2018,0.780292686,,,,156997,122066,30295,1226,22262,20502,26635,30683,151625,24.6,9.3,66.2,25.1,60.5,14.4,57597,6411,21525,18435,7798,3428,11.13,40143,56072,44,41.1,14.9,4597.33,61012.42,65609.75,7.01,92.99,2.41,691.2,1731,17.11,1.06,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,1149701.44,23597.72,21732.12,28233.1,42551.58,59436.32,2.5546,0,0,0,2016,,0,https://cdphpcycle.com/,0,0,0,1,1,H,34,,60053,81.1,12.2,1.9,1.5,0.1,0,3.1,,0.827110247,941.6425367,both,34
31,10500,"Albany, GA Metro Area",Bus,2016,655363,597007,488610,2002,2018,0.745556279,,,,152506,115953,33374,822,23281,22094,25505,36751,147606,25,11.1,63.9,24.8,60.4,14.8,57228,6357,19792,19908,7275,3896,11.11,40667,57901,44.3,40.6,15.1,4148.42,62600,66748.42,6.22,93.78,2.21,691.2,1435,17.38,1.05,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,1026081,24445.05,23198.7,26780.25,42700.35,60796.05,2.3205,0,0,0,2016,,1,https://cdphpcycle.com/,0,0,0,1,1,H,34,,62619,82,11.4,0.4,1.8,0,0.9,3.5,,0.782834093,925.1274548,both,34
32,10500,"Albany, GA Metro Area",Bus,2017,723013,602405,466615,2002,2018,0.645375671,,,,151754,120338,27005,1117,22543,20901,27217,23270,146085,24.7,10.6,64.8,24.1,60.5,15.4,57607,5627,20937,20474,7108,3461,9.77,43614,56185,41.9,44,14.1,3784.75,64583.42,68368.17,5.54,94.46,2.46,691.2,1382,17.37,1.02,2017,https://www.walb.com/story/35150573/uber-drivers/,1,0,951894.6,22993.86,21319.02,27761.34,44486.28,57308.7,2.5092,0,0,0,2016,,1,https://cdphpcycle.com/,0,0,0,1,1,H,34,,60947,79.6,11.6,0.9,1.5,0.1,0.9,5.5,,0.658283184,920.2082873,both,34
33,10500,"Albany, GA Metro Area",Bus,2018,739896,659043,428766.5,2002,2018,0.579495632,,,,150067.25,122098.5,22998,1237.25,22244.25,20404.25,28218.5,14676.25,143939.5,24.58,10.68,64.9,23.5,60.55,15.95,57799,5066,21362.5,21266.75,6852,3251.75,8.76,45955.25,55355.25,40.18,46.43,13.4,3192.64,65589.18,68781.82,4.64,95.36,2.71,,1268.25,17.51,1,2017,https://www.walb.com/story/35150573/uber-drivers/,1,1,857533,22244.25,20404.25,28218.5,45955.25,55355.25,2.71,0,0,0,2016,,1,https://cdphpcycle.com/,59,0,50,1,1,H,34,,60334.5,78.025,11.55,0.9,1.35,0.15,1.125,7.1,,0.579495632,916.4495246,both,34
34,10580,"Albany-Schenectady-Troy, NY Metro Area",Bus,2002,11630074,6270056,9323334,2002,2018,0.801657324,,,,732133,602945.5,94954.125,5637.78125,30576.35938,29208.57813,37128.84375,33688.28125,792878.47,11.96,7.29,80.75,25.7,61.81,12.49,337471.77,28420.27,130131.81,122834.42,44341.5,11743.77,8.42,43992.35938,55772.73438,41.74,46.53,11.73,18182.42,426338.92,444521.33,4.09,95.91,1.41,,197684,11.81,1.4,2017,https://www.democratandchronicle.com/story/news/politics/albany/2017/06/27/uber-lyft-launch-thursday/103237788/,0,0,91458032.4,42806.90313,40892.00938,51980.38125,61589.30313,78081.82813,1.974,0,0,0,2017,,0,https://www.cdta.org/CDPHP%20Cycle%21%20Launches,0,0,0,1,1,H,23,,354944.4219,82.95,8.25,2.1,2.9,0.2,0.9,2.7,,1.122320254,2919.484304,both,23
35,10580,"Albany-Schenectady-Troy, NY Metro Area",Bus,2003,11531176,6040701,8782740,2002,2018,0.761651717,,,,760442,616621,103204.5,6354.875,29881.5625,28856.6875,35255.625,30702.875,799845.13,11.46,7.05,81.49,24.72,62.55,12.73,337543.94,28957.94,127566.75,125348.31,43441,12229.94,8.58,46275.5625,58221.0625,39.23,47.38,13.39,19154.42,426348.33,445502.75,4.3,95.7,1.64,,196278,11.08,1.37,2017,https://www.democratandchronicle.com/story/news/politics/albany/2017/06/27/uber-lyft-launch-thursday/103237788/,0,0,84319928.16,40937.74063,39533.66188,48300.20625,63397.52063,79762.85563,2.2468,0,0,0,2017,,0,https://www.cdta.org/CDPHP%20Cycle%21%20Launches,0,0,0,1,1,H,23,,370173.3125,82.8,8.4,2.1,2.9,0.2,0.9,2.7,,1.043462852,2919.414507,both,23
