,CBSA,MNAME,Mode,Year,TNC_FLAG,YEARS_SINCE_TNC,UBER_NET_REVENUE,UBER_REV_SCALED
876,39540,"Racine, WI Metro Area",Bus,2018,1,3,11270,6.668639053254438
877,39580,"Raleigh-Cary, NC Metro Area",Bus,2014,1,0,445,1.0
878,39580,"Raleigh-Cary, NC Metro Area",Bus,2015,1,1,1690,3.797752808988764
879,39580,"Raleigh-Cary, NC Metro Area",Bus,2016,1,2,4964,11.155056179775281
880,39580,"Raleigh-Cary, NC Metro Area",Bus,2017,1,3,7932,17.824719101123595
881,39580,"Raleigh-Cary, NC Metro Area",Bus,2018,1,4,11270,25.325842696629213
882,39820,"Redding, CA Metro Area",Bus,2016,1,0,4964,1.0
883,39820,"Redding, CA Metro Area",Bus,2017,1,1,7932,1.5979049153908138
884,39820,"Redding, CA Metro Area",Bus,2018,1,2,11270,2.2703464947622884
885,39900,"Reno-Sparks, NV Metro Area",Bus,2014,1,0,445,1.0
886,39900,"Reno-Sparks, NV Metro Area",Bus,2015,1,1,1690,3.797752808988764
887,39900,"Reno-Sparks, NV Metro Area",Bus,2016,1,2,4964,11.155056179775281
888,39900,"Reno-Sparks, NV Metro Area",Bus,2017,1,3,7932,17.824719101123595
889,39900,"Reno-Sparks, NV Metro Area",Bus,2018,1,4,11270,25.325842696629213
890,40060,"Richmond, VA Metro Area",Bus,2014,1,0,445,1.0
891,40060,"Richmond, VA Metro Area",Bus,2015,1,1,1690,3.797752808988764
892,40060,"Richmond, VA Metro Area",Bus,2016,1,2,4964,11.155056179775281
893,40060,"Richmond, VA Metro Area",Bus,2017,1,3,7932,17.824719101123595
894,40060,"Richmond, VA Metro Area",Bus,2018,1,4,11270,25.325842696629213
895,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",Bus,2014,1,0,445,1.0
896,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",Bus,2015,1,1,1690,3.797752808988764
897,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",Bus,2016,1,2,4964,11.155056179775281
898,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",Bus,2017,1,3,7932,17.824719101123595
899,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",Bus,2018,1,4,11270,25.325842696629213
900,40220,"Roanoke, VA Metro Area",Bus,2014,1,0,445,1.0
901,40220,"Roanoke, VA Metro Area",Bus,2015,1,1,1690,3.797752808988764
902,40220,"Roanoke, VA Metro Area",Bus,2016,1,2,4964,11.155056179775281
903,40220,"Roanoke, VA Metro Area",Bus,2017,1,3,7932,17.824719101123595
904,40220,"Roanoke, VA Metro Area",Bus,2018,1,4,11270,25.325842696629213
905,40340,"Rochester, MN Metro Area",Bus,2017,1,0,7932,1.0
906,40340,"Rochester, MN Metro Area",Bus,2018,1,1,11270,1.4208270297528995
907,40380,"Rochester, NY Metro Area",Bus,2014,1,0,445,1.0
908,40380,"Rochester, NY Metro Area",Bus,2015,1,1,1690,3.797752808988764
909,40380,"Rochester, NY Metro Area",Bus,2016,1,2,4964,11.155056179775281
910,40380,"Rochester, NY Metro Area",Bus,2017,1,3,7932,17.824719101123595
911,40380,"Rochester, NY Metro Area",Bus,2018,1,4,11270,25.325842696629213
912,40420,"Rockford, IL Metro Area",Bus,2015,1,0,1690,1.0
913,40420,"Rockford, IL Metro Area",Bus,2016,1,1,4964,2.9372781065088756
914,40420,"Rockford, IL Metro Area",Bus,2017,1,2,7932,4.693491124260355
915,40420,"Rockford, IL Metro Area",Bus,2018,1,3,11270,6.668639053254438
916,40660,"Rome, GA Metro Area",Bus,2016,1,0,4964,1.0
917,40660,"Rome, GA Metro Area",Bus,2017,1,1,7932,1.5979049153908138
918,40660,"Rome, GA Metro Area",Bus,2018,1,2,11270,2.2703464947622884
919,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Bus,2013,1,0,103,1.0
920,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Bus,2014,1,1,445,4.320388349514563
921,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Bus,2015,1,2,1690,16.40776699029126
922,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Bus,2016,1,3,4964,48.19417475728155
923,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Bus,2017,1,4,7932,77.00970873786407
924,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Bus,2018,1,5,11270,109.41747572815534
925,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Rail,2013,1,0,103,1.0
926,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Rail,2014,1,1,445,4.320388349514563
927,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Rail,2015,1,2,1690,16.40776699029126
928,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Rail,2016,1,3,4964,48.19417475728155
929,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Rail,2017,1,4,7932,77.00970873786407
930,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",Rail,2018,1,5,11270,109.41747572815534
931,40980,"Saginaw-Saginaw Township North, MI Metro Area",Bus,2017,1,0,7932,1.0
932,40980,"Saginaw-Saginaw Township North, MI Metro Area",Bus,2018,1,1,11270,1.4208270297528995
933,41060,"St. Cloud, MN Metro Area",Bus,2017,1,0,7932,1.0
934,41060,"St. Cloud, MN Metro Area",Bus,2018,1,1,11270,1.4208270297528995
935,41180,"St. Louis, MO-IL Metro Area",Bus,2014,1,0,445,1.0
936,41180,"St. Louis, MO-IL Metro Area",Bus,2015,1,1,1690,3.797752808988764
937,41180,"St. Louis, MO-IL Metro Area",Bus,2016,1,2,4964,11.155056179775281
938,41180,"St. Louis, MO-IL Metro Area",Bus,2017,1,3,7932,17.824719101123595
939,41180,"St. Louis, MO-IL Metro Area",Bus,2018,1,4,11270,25.325842696629213
940,41180,"St. Louis, MO-IL Metro Area",Rail,2014,1,0,445,1.0
941,41180,"St. Louis, MO-IL Metro Area",Rail,2015,1,1,1690,3.797752808988764
942,41180,"St. Louis, MO-IL Metro Area",Rail,2016,1,2,4964,11.155056179775281
943,41180,"St. Louis, MO-IL Metro Area",Rail,2017,1,3,7932,17.824719101123595
944,41180,"St. Louis, MO-IL Metro Area",Rail,2018,1,4,11270,25.325842696629213
945,41420,"Salem, OR Metro Area",Bus,2017,1,0,7932,1.0
946,41420,"Salem, OR Metro Area",Bus,2018,1,1,11270,1.4208270297528995
947,41500,"Salinas, CA Metro Area",Bus,2014,1,0,445,1.0
948,41500,"Salinas, CA Metro Area",Bus,2015,1,1,1690,3.797752808988764
949,41500,"Salinas, CA Metro Area",Bus,2016,1,2,4964,11.155056179775281
950,41500,"Salinas, CA Metro Area",Bus,2017,1,3,7932,17.824719101123595
951,41500,"Salinas, CA Metro Area",Bus,2018,1,4,11270,25.325842696629213
952,41540,"Salisbury, MD Metro Area",Bus,2016,1,0,4964,1.0
953,41540,"Salisbury, MD Metro Area",Bus,2017,1,1,7932,1.5979049153908138
954,41540,"Salisbury, MD Metro Area",Bus,2018,1,2,11270,2.2703464947622884
955,41620,"Salt Lake City, UT Metro Area",Bus,2014,1,0,445,1.0
956,41620,"Salt Lake City, UT Metro Area",Bus,2015,1,1,1690,3.797752808988764
957,41620,"Salt Lake City, UT Metro Area",Bus,2016,1,2,4964,11.155056179775281
958,41620,"Salt Lake City, UT Metro Area",Bus,2017,1,3,7932,17.824719101123595
959,41620,"Salt Lake City, UT Metro Area",Bus,2018,1,4,11270,25.325842696629213
960,41620,"Salt Lake City, UT Metro Area",Rail,2014,1,0,445,1.0
961,41620,"Salt Lake City, UT Metro Area",Rail,2015,1,1,1690,3.797752808988764
962,41620,"Salt Lake City, UT Metro Area",Rail,2016,1,2,4964,11.155056179775281
963,41620,"Salt Lake City, UT Metro Area",Rail,2017,1,3,7932,17.824719101123595
964,41620,"Salt Lake City, UT Metro Area",Rail,2018,1,4,11270,25.325842696629213
965,41660,"San Angelo, TX Metro Area",Bus,2017,1,0,7932,1.0
966,41660,"San Angelo, TX Metro Area",Bus,2018,1,1,11270,1.4208270297528995
967,41700,"San Antonio-New Braunfels, TX Metro Area",Bus,2014,1,0,445,1.0
968,41700,"San Antonio-New Braunfels, TX Metro Area",Bus,2015,1,1,1690,3.797752808988764
969,41700,"San Antonio-New Braunfels, TX Metro Area",Bus,2016,1,2,4964,11.155056179775281
970,41700,"San Antonio-New Braunfels, TX Metro Area",Bus,2017,1,3,7932,17.824719101123595
971,41700,"San Antonio-New Braunfels, TX Metro Area",Bus,2018,1,4,11270,25.325842696629213
972,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Bus,2012,1,0,15,1.0
973,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Bus,2013,1,1,103,6.866666666666666
974,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Bus,2014,1,2,445,29.666666666666668
975,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Bus,2015,1,3,1690,112.66666666666667
976,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Bus,2016,1,4,4964,330.93333333333334
977,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Bus,2017,1,5,7932,528.8
978,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Bus,2018,1,6,11270,751.3333333333334
979,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Rail,2012,1,0,15,1.0
980,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Rail,2013,1,1,103,6.866666666666666
981,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Rail,2014,1,2,445,29.666666666666668
982,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Rail,2015,1,3,1690,112.66666666666667
983,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Rail,2016,1,4,4964,330.93333333333334
984,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Rail,2017,1,5,7932,528.8
985,41740,"San Diego-Carlsbad-San Marcos, CA Metro Area",Rail,2018,1,6,11270,751.3333333333334
986,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Bus,2012,1,2,15,1.0
987,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Bus,2013,1,3,103,6.866666666666666
988,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Bus,2014,1,4,445,29.666666666666668
989,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Bus,2015,1,5,1690,112.66666666666667
990,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Bus,2016,1,6,4964,330.93333333333334
991,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Bus,2017,1,7,7932,528.8
992,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Bus,2018,1,8,11270,751.3333333333334
993,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Rail,2012,1,2,15,1.0
994,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Rail,2013,1,3,103,6.866666666666666
995,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Rail,2014,1,4,445,29.666666666666668
996,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Rail,2015,1,5,1690,112.66666666666667
997,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Rail,2016,1,6,4964,330.93333333333334
998,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Rail,2017,1,7,7932,528.8
999,41860,"San Francisco-Oakland-Fremont, CA Metro Area",Rail,2018,1,8,11270,751.3333333333334
1000,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Bus,2012,1,2,15,1.0
1001,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Bus,2013,1,3,103,6.866666666666666
1002,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Bus,2014,1,4,445,29.666666666666668
1003,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Bus,2015,1,5,1690,112.66666666666667
1004,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Bus,2016,1,6,4964,330.93333333333334
1005,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Bus,2017,1,7,7932,528.8
1006,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Bus,2018,1,8,11270,751.3333333333334
1007,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Rail,2012,1,2,15,1.0
1008,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Rail,2013,1,3,103,6.866666666666666
1009,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Rail,2014,1,4,445,29.666666666666668
1010,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Rail,2015,1,5,1690,112.66666666666667
1011,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Rail,2016,1,6,4964,330.93333333333334
1012,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Rail,2017,1,7,7932,528.8
1013,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",Rail,2018,1,8,11270,751.3333333333334
1014,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",Bus,2013,1,0,103,1.0
1015,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",Bus,2014,1,1,445,4.320388349514563
1016,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",Bus,2015,1,2,1690,16.40776699029126
1017,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",Bus,2016,1,3,4964,48.19417475728155
1018,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",Bus,2017,1,4,7932,77.00970873786407
1019,42060,"Santa Barbara-Santa Maria-Goleta, CA Metro Area",Bus,2018,1,5,11270,109.41747572815534
1020,42100,"Santa Cruz-Watsonville, CA Metro Area",Bus,2014,1,0,445,1.0
1021,42100,"Santa Cruz-Watsonville, CA Metro Area",Bus,2015,1,1,1690,3.797752808988764
1022,42100,"Santa Cruz-Watsonville, CA Metro Area",Bus,2016,1,2,4964,11.155056179775281
1023,42100,"Santa Cruz-Watsonville, CA Metro Area",Bus,2017,1,3,7932,17.824719101123595
1024,42100,"Santa Cruz-Watsonville, CA Metro Area",Bus,2018,1,4,11270,25.325842696629213
1025,42140,"Santa Fe, NM Metro Area",Bus,2014,1,0,445,1.0
1026,42140,"Santa Fe, NM Metro Area",Bus,2015,1,1,1690,3.797752808988764
1027,42140,"Santa Fe, NM Metro Area",Bus,2016,1,2,4964,11.155056179775281
1028,42140,"Santa Fe, NM Metro Area",Bus,2017,1,3,7932,17.824719101123595
1029,42140,"Santa Fe, NM Metro Area",Bus,2018,1,4,11270,25.325842696629213
1030,42220,"Santa Rosa-Petaluma, CA Metro Area",Bus,2014,1,0,445,1.0
1031,42220,"Santa Rosa-Petaluma, CA Metro Area",Bus,2015,1,1,1690,3.797752808988764
1032,42220,"Santa Rosa-Petaluma, CA Metro Area",Bus,2016,1,2,4964,11.155056179775281
1033,42220,"Santa Rosa-Petaluma, CA Metro Area",Bus,2017,1,3,7932,17.824719101123595
1034,42220,"Santa Rosa-Petaluma, CA Metro Area",Bus,2018,1,4,11270,25.325842696629213
1035,42340,"Savannah, GA Metro Area",Bus,2015,1,0,1690,1.0
1036,42340,"Savannah, GA Metro Area",Bus,2016,1,1,4964,2.9372781065088756
1037,42340,"Savannah, GA Metro Area",Bus,2017,1,2,7932,4.693491124260355
1038,42340,"Savannah, GA Metro Area",Bus,2018,1,3,11270,6.668639053254438
1039,42540,"Scranton--Wilkes-Barre, PA Metro Area",Bus,2015,1,0,1690,1.0
1040,42540,"Scranton--Wilkes-Barre, PA Metro Area",Bus,2016,1,1,4964,2.9372781065088756
1041,42540,"Scranton--Wilkes-Barre, PA Metro Area",Bus,2017,1,2,7932,4.693491124260355
1042,42540,"Scranton--Wilkes-Barre, PA Metro Area",Bus,2018,1,3,11270,6.668639053254438
1043,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Bus,2012,1,1,15,1.0
1044,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Bus,2013,1,2,103,6.866666666666666
1045,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Bus,2014,1,3,445,29.666666666666668
1046,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Bus,2015,1,4,1690,112.66666666666667
1047,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Bus,2016,1,5,4964,330.93333333333334
1048,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Bus,2017,1,6,7932,528.8
1049,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Bus,2018,1,7,11270,751.3333333333334
1050,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Rail,2012,1,1,15,1.0
1051,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Rail,2013,1,2,103,6.866666666666666
1052,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Rail,2014,1,3,445,29.666666666666668
1053,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Rail,2015,1,4,1690,112.66666666666667
1054,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Rail,2016,1,5,4964,330.93333333333334
1055,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Rail,2017,1,6,7932,528.8
1056,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",Rail,2018,1,7,11270,751.3333333333334
1057,42680,"Sebastian-Vero Beach, FL Metro Area",Bus,2016,1,0,4964,1.0
1058,42680,"Sebastian-Vero Beach, FL Metro Area",Bus,2017,1,1,7932,1.5979049153908138
1059,42680,"Sebastian-Vero Beach, FL Metro Area",Bus,2018,1,2,11270,2.2703464947622884
1060,43340,"Shreveport-Bossier City, LA Metro Area",Bus,2018,1,0,11270,1.0
1061,43580,"Sioux City, IA-NE-SD Metro Area",Bus,2017,1,0,7932,1.0
1062,43580,"Sioux City, IA-NE-SD Metro Area",Bus,2018,1,1,11270,1.4208270297528995
1063,44060,"Spokane, WA Metro Area",Bus,2014,1,0,445,1.0
1064,44060,"Spokane, WA Metro Area",Bus,2015,1,1,1690,3.797752808988764
1065,44060,"Spokane, WA Metro Area",Bus,2016,1,2,4964,11.155056179775281
1066,44060,"Spokane, WA Metro Area",Bus,2017,1,3,7932,17.824719101123595
1067,44060,"Spokane, WA Metro Area",Bus,2018,1,4,11270,25.325842696629213
1068,44100,"Springfield, IL Metro Area",Bus,2015,1,0,1690,1.0
1069,44100,"Springfield, IL Metro Area",Bus,2016,1,1,4964,2.9372781065088756
1070,44100,"Springfield, IL Metro Area",Bus,2017,1,2,7932,4.693491124260355
1071,44100,"Springfield, IL Metro Area",Bus,2018,1,3,11270,6.668639053254438
1072,44180,"Springfield, MO Metro Area",Bus,2016,1,0,4964,1.0
1073,44180,"Springfield, MO Metro Area",Bus,2017,1,1,7932,1.5979049153908138
1074,44180,"Springfield, MO Metro Area",Bus,2018,1,2,11270,2.2703464947622884
1075,44300,"State College, PA Metro Area",Bus,2015,1,0,1690,1.0
1076,44300,"State College, PA Metro Area",Bus,2016,1,1,4964,2.9372781065088756
1077,44300,"State College, PA Metro Area",Bus,2017,1,2,7932,4.693491124260355
1078,44300,"State College, PA Metro Area",Bus,2018,1,3,11270,6.668639053254438
1079,44700,"Stockton, CA Metro Area",Bus,2014,1,0,445,1.0
1080,44700,"Stockton, CA Metro Area",Bus,2015,1,1,1690,3.797752808988764
1081,44700,"Stockton, CA Metro Area",Bus,2016,1,2,4964,11.155056179775281
1082,44700,"Stockton, CA Metro Area",Bus,2017,1,3,7932,17.824719101123595
1083,44700,"Stockton, CA Metro Area",Bus,2018,1,4,11270,25.325842696629213
1084,44700,"Stockton, CA Metro Area",Rail,2014,1,0,445,1.0
1085,44700,"Stockton, CA Metro Area",Rail,2015,1,1,1690,3.797752808988764
1086,44700,"Stockton, CA Metro Area",Rail,2016,1,2,4964,11.155056179775281
1087,44700,"Stockton, CA Metro Area",Rail,2017,1,3,7932,17.824719101123595
1088,44700,"Stockton, CA Metro Area",Rail,2018,1,4,11270,25.325842696629213
1089,44940,"Sumter, SC Metro Area",Bus,2014,1,0,445,1.0
1090,44940,"Sumter, SC Metro Area",Bus,2015,1,1,1690,3.797752808988764
1091,44940,"Sumter, SC Metro Area",Bus,2016,1,2,4964,11.155056179775281
1092,44940,"Sumter, SC Metro Area",Bus,2017,1,3,7932,17.824719101123595
1093,44940,"Sumter, SC Metro Area",Bus,2018,1,4,11270,25.325842696629213
1094,45060,"Syracuse, NY Metro Area",Bus,2017,1,0,7932,1.0
1095,45060,"Syracuse, NY Metro Area",Bus,2018,1,1,11270,1.4208270297528995
1096,45220,"Tallahassee, FL Metro Area",Bus,2014,1,0,445,1.0
1097,45220,"Tallahassee, FL Metro Area",Bus,2015,1,1,1690,3.797752808988764
1098,45220,"Tallahassee, FL Metro Area",Bus,2016,1,2,4964,11.155056179775281
1099,45220,"Tallahassee, FL Metro Area",Bus,2017,1,3,7932,17.824719101123595
1100,45220,"Tallahassee, FL Metro Area",Bus,2018,1,4,11270,25.325842696629213
1101,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Bus,2014,1,0,445,1.0
1102,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Bus,2015,1,1,1690,3.797752808988764
1103,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Bus,2016,1,2,4964,11.155056179775281
1104,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Bus,2017,1,3,7932,17.824719101123595
1105,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Bus,2018,1,4,11270,25.325842696629213
1106,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Rail,2014,1,0,445,1.0
1107,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Rail,2015,1,1,1690,3.797752808988764
1108,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Rail,2016,1,2,4964,11.155056179775281
1109,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Rail,2017,1,3,7932,17.824719101123595
1110,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",Rail,2018,1,4,11270,25.325842696629213
1111,45460,"Terre Haute, IN Metro Area",Bus,2017,1,0,7932,1.0
1112,45460,"Terre Haute, IN Metro Area",Bus,2018,1,1,11270,1.4208270297528995
1113,45780,"Toledo, OH Metro Area",Bus,2014,1,0,445,1.0
1114,45780,"Toledo, OH Metro Area",Bus,2015,1,1,1690,3.797752808988764
1115,45780,"Toledo, OH Metro Area",Bus,2016,1,2,4964,11.155056179775281
1116,45780,"Toledo, OH Metro Area",Bus,2017,1,3,7932,17.824719101123595
1117,45780,"Toledo, OH Metro Area",Bus,2018,1,4,11270,25.325842696629213
1118,45820,"Topeka, KS Metro Area",Bus,2015,1,0,1690,1.0
1119,45820,"Topeka, KS Metro Area",Bus,2016,1,1,4964,2.9372781065088756
1120,45820,"Topeka, KS Metro Area",Bus,2017,1,2,7932,4.693491124260355
1121,45820,"Topeka, KS Metro Area",Bus,2018,1,3,11270,6.668639053254438
1122,46060,"Tucson, AZ Metro Area",Bus,2013,1,0,103,1.0
1123,46060,"Tucson, AZ Metro Area",Bus,2014,1,1,445,4.320388349514563
1124,46060,"Tucson, AZ Metro Area",Bus,2015,1,2,1690,16.40776699029126
1125,46060,"Tucson, AZ Metro Area",Bus,2016,1,3,4964,48.19417475728155
1126,46060,"Tucson, AZ Metro Area",Bus,2017,1,4,7932,77.00970873786407
1127,46060,"Tucson, AZ Metro Area",Bus,2018,1,5,11270,109.41747572815534
1128,46060,"Tucson, AZ Metro Area",Rail,2015,1,2,1690,1.0
1129,46060,"Tucson, AZ Metro Area",Rail,2016,1,3,4964,2.9372781065088756
1130,46060,"Tucson, AZ Metro Area",Rail,2017,1,4,7932,4.693491124260355
1131,46060,"Tucson, AZ Metro Area",Rail,2018,1,5,11270,6.668639053254438
1132,46140,"Tulsa, OK Metro Area",Bus,2014,1,0,445,1.0
1133,46140,"Tulsa, OK Metro Area",Bus,2015,1,1,1690,3.797752808988764
1134,46140,"Tulsa, OK Metro Area",Bus,2016,1,2,4964,11.155056179775281
1135,46140,"Tulsa, OK Metro Area",Bus,2017,1,3,7932,17.824719101123595
1136,46140,"Tulsa, OK Metro Area",Bus,2018,1,4,11270,25.325842696629213
1137,46700,"Vallejo-Fairfield, CA Metro Area",Bus,2016,1,0,4964,1.0
1138,46700,"Vallejo-Fairfield, CA Metro Area",Bus,2017,1,1,7932,1.5979049153908138
1139,46700,"Vallejo-Fairfield, CA Metro Area",Bus,2018,1,2,11270,2.2703464947622884
1140,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",Bus,2014,1,0,445,1.0
1141,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",Bus,2015,1,1,1690,3.797752808988764
1142,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",Bus,2016,1,2,4964,11.155056179775281
1143,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",Bus,2017,1,3,7932,17.824719101123595
1144,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",Bus,2018,1,4,11270,25.325842696629213
1145,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",Rail,2014,1,0,445,1.0
1146,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",Rail,2015,1,1,1690,3.797752808988764
1147,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",Rail,2016,1,2,4964,11.155056179775281
1148,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",Rail,2017,1,3,7932,17.824719101123595
1149,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",Rail,2018,1,4,11270,25.325842696629213
1150,47300,"Visalia-Porterville, CA Metro Area",Bus,2016,1,0,4964,1.0
1151,47300,"Visalia-Porterville, CA Metro Area",Bus,2017,1,1,7932,1.5979049153908138
1152,47300,"Visalia-Porterville, CA Metro Area",Bus,2018,1,2,11270,2.2703464947622884
1153,47380,"Waco, TX Metro Area",Bus,2014,1,0,445,1.0
1154,47380,"Waco, TX Metro Area",Bus,2015,1,1,1690,3.797752808988764
1155,47380,"Waco, TX Metro Area",Bus,2016,1,2,4964,11.155056179775281
1156,47380,"Waco, TX Metro Area",Bus,2017,1,3,7932,17.824719101123595
1157,47380,"Waco, TX Metro Area",Bus,2018,1,4,11270,25.325842696629213
1158,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Bus,2012,1,1,15,1.0
1159,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Bus,2013,1,2,103,6.866666666666666
1160,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Bus,2014,1,3,445,29.666666666666668
1161,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Bus,2015,1,4,1690,112.66666666666667
1162,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Bus,2016,1,5,4964,330.93333333333334
1163,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Bus,2017,1,6,7932,528.8
1164,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Bus,2018,1,7,11270,751.3333333333334
1165,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Rail,2012,1,1,15,1.0
1166,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Rail,2013,1,2,103,6.866666666666666
1167,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Rail,2014,1,3,445,29.666666666666668
1168,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Rail,2015,1,4,1690,112.66666666666667
1169,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",Rail,2016,1,5,4964,330.93333333333334
