,CBSA,MNAME,Mode,Year,TNC_FLAG,YEARS_SINCE_TNC,UBER_NET_REVENUE,UBER_REV_SCALED
287,18140,"Columbus, OH Metro Area",Bus,2014,1,1,445,4.320388349514563
288,18140,"Columbus, OH Metro Area",Bus,2015,1,2,1690,16.40776699029126
289,18140,"Columbus, OH Metro Area",Bus,2016,1,3,4964,48.19417475728155
290,18140,"Columbus, OH Metro Area",Bus,2017,1,4,7932,77.00970873786407
291,18140,"Columbus, OH Metro Area",Bus,2018,1,5,11270,109.41747572815534
292,18580,"Corpus Christi, TX Metro Area",Bus,2014,1,0,445,1.0
293,18580,"Corpus Christi, TX Metro Area",Bus,2015,1,1,1690,3.797752808988764
294,18580,"Corpus Christi, TX Metro Area",Bus,2016,1,2,4964,11.155056179775281
295,18580,"Corpus Christi, TX Metro Area",Bus,2017,1,3,7932,17.824719101123595
296,18580,"Corpus Christi, TX Metro Area",Bus,2018,1,4,11270,25.325842696629213
297,18700,"Corvallis, OR Metro Area",Bus,2017,1,0,7932,1.0
298,18700,"Corvallis, OR Metro Area",Bus,2018,1,1,11270,1.4208270297528995
299,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",Bus,2016,1,0,4964,1.0
300,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",Bus,2017,1,1,7932,1.5979049153908138
301,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",Bus,2018,1,2,11270,2.2703464947622884
302,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",Bus,2012,1,0,15,1.0
303,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",Bus,2013,1,1,103,6.866666666666666
304,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",Bus,2014,1,2,445,29.666666666666668
305,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",Bus,2015,1,3,1690,112.66666666666667
306,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",Bus,2016,1,4,4964,330.93333333333334
307,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",Bus,2017,1,5,7932,528.8
308,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",Bus,2018,1,6,11270,751.3333333333334
309,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2012,1,0,15,1.0
310,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2013,1,1,103,6.866666666666666
311,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2014,1,2,445,29.666666666666668
312,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2015,1,3,1690,112.66666666666667
313,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2016,1,4,4964,330.93333333333334
314,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2017,1,5,7932,528.8
315,19100,"Dallas-Fort Worth-Arlington, TX Metro Area",Rail,2018,1,6,11270,751.3333333333334
316,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",Bus,2015,1,0,1690,1.0
317,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",Bus,2016,1,1,4964,2.9372781065088756
318,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",Bus,2017,1,2,7932,4.693491124260355
319,19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",Bus,2018,1,3,11270,6.668639053254438
320,19380,"Dayton, OH Metro Area",Bus,2014,1,0,445,1.0
321,19380,"Dayton, OH Metro Area",Bus,2015,1,1,1690,3.797752808988764
322,19380,"Dayton, OH Metro Area",Bus,2016,1,2,4964,11.155056179775281
323,19380,"Dayton, OH Metro Area",Bus,2017,1,3,7932,17.824719101123595
324,19380,"Dayton, OH Metro Area",Bus,2018,1,4,11270,25.325842696629213
325,19500,"Decatur, IL Metro Area",Bus,2017,1,0,7932,1.0
326,19500,"Decatur, IL Metro Area",Bus,2018,1,1,11270,1.4208270297528995
327,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2014,1,0,445,1.0
328,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2015,1,1,1690,3.797752808988764
329,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2016,1,2,4964,11.155056179775281
330,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2017,1,3,7932,17.824719101123595
331,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",Bus,2018,1,4,11270,25.325842696629213
332,19740,"Denver-Aurora-Broomfield, CO Metro Area",Bus,2013,1,0,103,1.0
333,19740,"Denver-Aurora-Broomfield, CO Metro Area",Bus,2014,1,1,445,4.320388349514563
334,19740,"Denver-Aurora-Broomfield, CO Metro Area",Bus,2015,1,2,1690,16.40776699029126
335,19740,"Denver-Aurora-Broomfield, CO Metro Area",Bus,2016,1,3,4964,48.19417475728155
336,19740,"Denver-Aurora-Broomfield, CO Metro Area",Bus,2017,1,4,7932,77.00970873786407
337,19740,"Denver-Aurora-Broomfield, CO Metro Area",Bus,2018,1,5,11270,109.41747572815534
338,19740,"Denver-Aurora-Broomfield, CO Metro Area",Rail,2013,1,0,103,1.0
339,19740,"Denver-Aurora-Broomfield, CO Metro Area",Rail,2014,1,1,445,4.320388349514563
340,19740,"Denver-Aurora-Broomfield, CO Metro Area",Rail,2015,1,2,1690,16.40776699029126
341,19740,"Denver-Aurora-Broomfield, CO Metro Area",Rail,2016,1,3,4964,48.19417475728155
342,19740,"Denver-Aurora-Broomfield, CO Metro Area",Rail,2017,1,4,7932,77.00970873786407
343,19740,"Denver-Aurora-Broomfield, CO Metro Area",Rail,2018,1,5,11270,109.41747572815534
344,19780,"Des Moines-West Des Moines, IA Metro Area",Bus,2014,1,0,445,1.0
345,19780,"Des Moines-West Des Moines, IA Metro Area",Bus,2015,1,1,1690,3.797752808988764
346,19780,"Des Moines-West Des Moines, IA Metro Area",Bus,2016,1,2,4964,11.155056179775281
347,19780,"Des Moines-West Des Moines, IA Metro Area",Bus,2017,1,3,7932,17.824719101123595
348,19780,"Des Moines-West Des Moines, IA Metro Area",Bus,2018,1,4,11270,25.325842696629213
349,19820,"Detroit-Warren-Livonia, MI Metro Area",Bus,2013,1,0,103,1.0
350,19820,"Detroit-Warren-Livonia, MI Metro Area",Bus,2014,1,1,445,4.320388349514563
351,19820,"Detroit-Warren-Livonia, MI Metro Area",Bus,2015,1,2,1690,16.40776699029126
352,19820,"Detroit-Warren-Livonia, MI Metro Area",Bus,2016,1,3,4964,48.19417475728155
353,19820,"Detroit-Warren-Livonia, MI Metro Area",Bus,2017,1,4,7932,77.00970873786407
354,19820,"Detroit-Warren-Livonia, MI Metro Area",Bus,2018,1,5,11270,109.41747572815534
355,19820,"Detroit-Warren-Livonia, MI Metro Area",Rail,2013,1,0,103,1.0
356,19820,"Detroit-Warren-Livonia, MI Metro Area",Rail,2014,1,1,445,4.320388349514563
357,19820,"Detroit-Warren-Livonia, MI Metro Area",Rail,2015,1,2,1690,16.40776699029126
358,19820,"Detroit-Warren-Livonia, MI Metro Area",Rail,2016,1,3,4964,48.19417475728155
359,19820,"Detroit-Warren-Livonia, MI Metro Area",Rail,2017,1,4,7932,77.00970873786407
360,19820,"Detroit-Warren-Livonia, MI Metro Area",Rail,2018,1,5,11270,109.41747572815534
361,20260,"Duluth, MN-WI Metro Area",Bus,2017,1,0,7932,1.0
362,20260,"Duluth, MN-WI Metro Area",Bus,2018,1,1,11270,1.4208270297528995
363,20500,"Durham-Chapel Hill, NC Metro Area",Bus,2014,1,0,445,1.0
364,20500,"Durham-Chapel Hill, NC Metro Area",Bus,2015,1,1,1690,3.797752808988764
365,20500,"Durham-Chapel Hill, NC Metro Area",Bus,2016,1,2,4964,11.155056179775281
366,20500,"Durham-Chapel Hill, NC Metro Area",Bus,2017,1,3,7932,17.824719101123595
367,20500,"Durham-Chapel Hill, NC Metro Area",Bus,2018,1,4,11270,25.325842696629213
368,20740,"Eau Claire, WI Metro Area",Bus,2017,1,0,7932,1.0
369,20740,"Eau Claire, WI Metro Area",Bus,2018,1,1,11270,1.4208270297528995
370,20940,"El Centro, CA Metro Area",Bus,2015,1,0,1690,1.0
371,20940,"El Centro, CA Metro Area",Bus,2016,1,1,4964,2.9372781065088756
372,20940,"El Centro, CA Metro Area",Bus,2017,1,2,7932,4.693491124260355
373,20940,"El Centro, CA Metro Area",Bus,2018,1,3,11270,6.668639053254438
374,21060,"Elizabethtown, KY Metro Area",Bus,2016,1,0,4964,1.0
375,21060,"Elizabethtown, KY Metro Area",Bus,2017,1,1,7932,1.5979049153908138
376,21060,"Elizabethtown, KY Metro Area",Bus,2018,1,2,11270,2.2703464947622884
377,21140,"Elkhart-Goshen, IN Metro Area",Bus,2016,1,0,4964,1.0
378,21140,"Elkhart-Goshen, IN Metro Area",Bus,2017,1,1,7932,1.5979049153908138
379,21140,"Elkhart-Goshen, IN Metro Area",Bus,2018,1,2,11270,2.2703464947622884
380,21340,"El Paso, TX Metro Area",Bus,2014,1,0,445,1.0
381,21340,"El Paso, TX Metro Area",Bus,2015,1,1,1690,3.797752808988764
382,21340,"El Paso, TX Metro Area",Bus,2016,1,2,4964,11.155056179775281
383,21340,"El Paso, TX Metro Area",Bus,2017,1,3,7932,17.824719101123595
384,21340,"El Paso, TX Metro Area",Bus,2018,1,4,11270,25.325842696629213
385,21340,"El Paso, TX Metro Area",Rail,2018,1,4,11270,1.0
386,21500,"Erie, PA Metro Area",Bus,2015,1,0,1690,1.0
387,21500,"Erie, PA Metro Area",Bus,2016,1,1,4964,2.9372781065088756
388,21500,"Erie, PA Metro Area",Bus,2017,1,2,7932,4.693491124260355
389,21500,"Erie, PA Metro Area",Bus,2018,1,3,11270,6.668639053254438
390,21660,"Eugene-Springfield, OR Metro Area",Bus,2018,1,0,11270,1.0
391,21780,"Evansville, IN-KY Metro Area",Bus,2017,1,0,7932,1.0
392,21780,"Evansville, IN-KY Metro Area",Bus,2018,1,1,11270,1.4208270297528995
393,22020,"Fargo, ND-MN Metro Area",Bus,2015,1,0,1690,1.0
394,22020,"Fargo, ND-MN Metro Area",Bus,2016,1,1,4964,2.9372781065088756
395,22020,"Fargo, ND-MN Metro Area",Bus,2017,1,2,7932,4.693491124260355
396,22020,"Fargo, ND-MN Metro Area",Bus,2018,1,3,11270,6.668639053254438
397,22180,"Fayetteville, NC Metro Area",Bus,2014,1,0,445,1.0
398,22180,"Fayetteville, NC Metro Area",Bus,2015,1,1,1690,3.797752808988764
399,22180,"Fayetteville, NC Metro Area",Bus,2016,1,2,4964,11.155056179775281
400,22180,"Fayetteville, NC Metro Area",Bus,2017,1,3,7932,17.824719101123595
401,22180,"Fayetteville, NC Metro Area",Bus,2018,1,4,11270,25.325842696629213
402,22380,"Flagstaff, AZ Metro Area",Bus,2014,1,0,445,1.0
403,22380,"Flagstaff, AZ Metro Area",Bus,2015,1,1,1690,3.797752808988764
404,22380,"Flagstaff, AZ Metro Area",Bus,2016,1,2,4964,11.155056179775281
405,22380,"Flagstaff, AZ Metro Area",Bus,2017,1,3,7932,17.824719101123595
406,22380,"Flagstaff, AZ Metro Area",Bus,2018,1,4,11270,25.325842696629213
407,22420,"Flint, MI Metro Area",Bus,2014,1,0,445,1.0
408,22420,"Flint, MI Metro Area",Bus,2015,1,1,1690,3.797752808988764
409,22420,"Flint, MI Metro Area",Bus,2016,1,2,4964,11.155056179775281
410,22420,"Flint, MI Metro Area",Bus,2017,1,3,7932,17.824719101123595
411,22420,"Flint, MI Metro Area",Bus,2018,1,4,11270,25.325842696629213
412,22660,"Fort Collins-Loveland, CO Metro Area",Bus,2014,1,0,445,1.0
413,22660,"Fort Collins-Loveland, CO Metro Area",Bus,2015,1,1,1690,3.797752808988764
414,22660,"Fort Collins-Loveland, CO Metro Area",Bus,2016,1,2,4964,11.155056179775281
415,22660,"Fort Collins-Loveland, CO Metro Area",Bus,2017,1,3,7932,17.824719101123595
416,22660,"Fort Collins-Loveland, CO Metro Area",Bus,2018,1,4,11270,25.325842696629213
417,23060,"Fort Wayne, IN Metro Area",Bus,2015,1,0,1690,1.0
418,23060,"Fort Wayne, IN Metro Area",Bus,2016,1,1,4964,2.9372781065088756
419,23060,"Fort Wayne, IN Metro Area",Bus,2017,1,2,7932,4.693491124260355
420,23060,"Fort Wayne, IN Metro Area",Bus,2018,1,3,11270,6.668639053254438
421,23420,"Fresno, CA Metro Area",Bus,2014,1,0,445,1.0
422,23420,"Fresno, CA Metro Area",Bus,2015,1,1,1690,3.797752808988764
423,23420,"Fresno, CA Metro Area",Bus,2016,1,2,4964,11.155056179775281
424,23420,"Fresno, CA Metro Area",Bus,2017,1,3,7932,17.824719101123595
425,23420,"Fresno, CA Metro Area",Bus,2018,1,4,11270,25.325842696629213
426,23540,"Gainesville, FL Metro Area",Bus,2014,1,0,445,1.0
427,23540,"Gainesville, FL Metro Area",Bus,2015,1,1,1690,3.797752808988764
428,23540,"Gainesville, FL Metro Area",Bus,2016,1,2,4964,11.155056179775281
429,23540,"Gainesville, FL Metro Area",Bus,2017,1,3,7932,17.824719101123595
430,23540,"Gainesville, FL Metro Area",Bus,2018,1,4,11270,25.325842696629213
431,24340,"Grand Rapids-Wyoming, MI Metro Area",Bus,2014,1,0,445,1.0
432,24340,"Grand Rapids-Wyoming, MI Metro Area",Bus,2015,1,1,1690,3.797752808988764
433,24340,"Grand Rapids-Wyoming, MI Metro Area",Bus,2016,1,2,4964,11.155056179775281
434,24340,"Grand Rapids-Wyoming, MI Metro Area",Bus,2017,1,3,7932,17.824719101123595
435,24340,"Grand Rapids-Wyoming, MI Metro Area",Bus,2018,1,4,11270,25.325842696629213
436,24500,"Great Falls, MT Metro Area",Bus,2016,1,0,4964,1.0
437,24500,"Great Falls, MT Metro Area",Bus,2017,1,1,7932,1.5979049153908138
438,24500,"Great Falls, MT Metro Area",Bus,2018,1,2,11270,2.2703464947622884
439,24580,"Green Bay, WI Metro Area",Bus,2014,1,0,445,1.0
440,24580,"Green Bay, WI Metro Area",Bus,2015,1,1,1690,3.797752808988764
441,24580,"Green Bay, WI Metro Area",Bus,2016,1,2,4964,11.155056179775281
442,24580,"Green Bay, WI Metro Area",Bus,2017,1,3,7932,17.824719101123595
443,24580,"Green Bay, WI Metro Area",Bus,2018,1,4,11270,25.325842696629213
444,24660,"Greensboro-High Point, NC Metro Area",Bus,2014,1,0,445,1.0
445,24660,"Greensboro-High Point, NC Metro Area",Bus,2015,1,1,1690,3.797752808988764
446,24660,"Greensboro-High Point, NC Metro Area",Bus,2016,1,2,4964,11.155056179775281
447,24660,"Greensboro-High Point, NC Metro Area",Bus,2017,1,3,7932,17.824719101123595
448,24660,"Greensboro-High Point, NC Metro Area",Bus,2018,1,4,11270,25.325842696629213
449,25060,"Gulfport-Biloxi, MS Metro Area",Bus,2016,1,0,4964,1.0
450,25060,"Gulfport-Biloxi, MS Metro Area",Bus,2017,1,1,7932,1.5979049153908138
451,25060,"Gulfport-Biloxi, MS Metro Area",Bus,2018,1,2,11270,2.2703464947622884
452,25260,"Hanford-Corcoran, CA Metro Area",Bus,2016,1,0,4964,1.0
453,25260,"Hanford-Corcoran, CA Metro Area",Bus,2017,1,1,7932,1.5979049153908138
454,25260,"Hanford-Corcoran, CA Metro Area",Bus,2018,1,2,11270,2.2703464947622884
455,25420,"Harrisburg-Carlisle, PA Metro Area",Bus,2015,1,0,1690,1.0
456,25420,"Harrisburg-Carlisle, PA Metro Area",Bus,2016,1,1,4964,2.9372781065088756
457,25420,"Harrisburg-Carlisle, PA Metro Area",Bus,2017,1,2,7932,4.693491124260355
458,25420,"Harrisburg-Carlisle, PA Metro Area",Bus,2018,1,3,11270,6.668639053254438
459,25500,"Harrisonburg, VA Metro Area",Bus,2015,1,0,1690,1.0
460,25500,"Harrisonburg, VA Metro Area",Bus,2016,1,1,4964,2.9372781065088756
461,25500,"Harrisonburg, VA Metro Area",Bus,2017,1,2,7932,4.693491124260355
462,25500,"Harrisonburg, VA Metro Area",Bus,2018,1,3,11270,6.668639053254438
463,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2014,1,0,445,1.0
464,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2015,1,1,1690,3.797752808988764
465,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2016,1,2,4964,11.155056179775281
466,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2017,1,3,7932,17.824719101123595
467,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Bus,2018,1,4,11270,25.325842696629213
468,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Rail,2014,1,0,445,1.0
469,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Rail,2015,1,1,1690,3.797752808988764
470,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Rail,2016,1,2,4964,11.155056179775281
471,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Rail,2017,1,3,7932,17.824719101123595
472,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",Rail,2018,1,4,11270,25.325842696629213
473,25860,"Hickory-Lenoir-Morganton, NC Metro Area",Bus,2016,1,0,4964,1.0
474,25860,"Hickory-Lenoir-Morganton, NC Metro Area",Bus,2017,1,1,7932,1.5979049153908138
475,25860,"Hickory-Lenoir-Morganton, NC Metro Area",Bus,2018,1,2,11270,2.2703464947622884
476,26100,"Holland-Grand Haven, MI Metro Area",Bus,2017,1,0,7932,1.0
477,26100,"Holland-Grand Haven, MI Metro Area",Bus,2018,1,1,11270,1.4208270297528995
478,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Bus,2014,1,0,445,1.0
479,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Bus,2015,1,1,1690,3.797752808988764
480,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Bus,2016,1,2,4964,11.155056179775281
481,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Bus,2017,1,3,7932,17.824719101123595
482,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Bus,2018,1,4,11270,25.325842696629213
483,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Rail,2014,1,0,445,1.0
484,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Rail,2015,1,1,1690,3.797752808988764
485,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Rail,2016,1,2,4964,11.155056179775281
486,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Rail,2017,1,3,7932,17.824719101123595
487,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Rail,2018,1,4,11270,25.325842696629213
488,26620,"Huntsville, AL Metro Area",Bus,2016,1,0,4964,1.0
489,26620,"Huntsville, AL Metro Area",Bus,2017,1,1,7932,1.5979049153908138
490,26620,"Huntsville, AL Metro Area",Bus,2018,1,2,11270,2.2703464947622884
491,26900,"Indianapolis-Carmel, IN Metro Area",Bus,2013,1,0,103,1.0
492,26900,"Indianapolis-Carmel, IN Metro Area",Bus,2014,1,1,445,4.320388349514563
493,26900,"Indianapolis-Carmel, IN Metro Area",Bus,2015,1,2,1690,16.40776699029126
494,26900,"Indianapolis-Carmel, IN Metro Area",Bus,2016,1,3,4964,48.19417475728155
495,26900,"Indianapolis-Carmel, IN Metro Area",Bus,2017,1,4,7932,77.00970873786407
496,26900,"Indianapolis-Carmel, IN Metro Area",Bus,2018,1,5,11270,109.41747572815534
497,26980,"Iowa City, IA Metro Area",Bus,2016,1,0,4964,1.0
498,26980,"Iowa City, IA Metro Area",Bus,2017,1,1,7932,1.5979049153908138
499,26980,"Iowa City, IA Metro Area",Bus,2018,1,2,11270,2.2703464947622884
500,27060,"Ithaca, NY Metro Area",Bus,2017,1,0,7932,1.0
501,27060,"Ithaca, NY Metro Area",Bus,2018,1,1,11270,1.4208270297528995
502,27100,"Jackson, MI Metro Area",Bus,2014,1,0,445,1.0
503,27100,"Jackson, MI Metro Area",Bus,2015,1,1,1690,3.797752808988764
504,27100,"Jackson, MI Metro Area",Bus,2016,1,2,4964,11.155056179775281
505,27100,"Jackson, MI Metro Area",Bus,2017,1,3,7932,17.824719101123595
506,27100,"Jackson, MI Metro Area",Bus,2018,1,4,11270,25.325842696629213
507,27140,"Jackson, MS Metro Area",Bus,2014,1,0,445,1.0
508,27140,"Jackson, MS Metro Area",Bus,2015,1,1,1690,3.797752808988764
509,27140,"Jackson, MS Metro Area",Bus,2016,1,2,4964,11.155056179775281
510,27140,"Jackson, MS Metro Area",Bus,2017,1,3,7932,17.824719101123595
511,27140,"Jackson, MS Metro Area",Bus,2018,1,4,11270,25.325842696629213
512,27180,"Jackson, TN Metro Area",Bus,2014,1,0,445,1.0
513,27180,"Jackson, TN Metro Area",Bus,2015,1,1,1690,3.797752808988764
514,27180,"Jackson, TN Metro Area",Bus,2016,1,2,4964,11.155056179775281
515,27180,"Jackson, TN Metro Area",Bus,2017,1,3,7932,17.824719101123595
516,27180,"Jackson, TN Metro Area",Bus,2018,1,4,11270,25.325842696629213
517,27260,"Jacksonville, FL Metro Area",Bus,2014,1,0,445,1.0
518,27260,"Jacksonville, FL Metro Area",Bus,2015,1,1,1690,3.797752808988764
519,27260,"Jacksonville, FL Metro Area",Bus,2016,1,2,4964,11.155056179775281
520,27260,"Jacksonville, FL Metro Area",Bus,2017,1,3,7932,17.824719101123595
521,27260,"Jacksonville, FL Metro Area",Bus,2018,1,4,11270,25.325842696629213
522,27260,"Jacksonville, FL Metro Area",Rail,2014,1,0,445,1.0
523,27260,"Jacksonville, FL Metro Area",Rail,2015,1,1,1690,3.797752808988764
524,27260,"Jacksonville, FL Metro Area",Rail,2016,1,2,4964,11.155056179775281
525,27260,"Jacksonville, FL Metro Area",Rail,2017,1,3,7932,17.824719101123595
526,27260,"Jacksonville, FL Metro Area",Rail,2018,1,4,11270,25.325842696629213
527,27780,"Johnstown, PA Metro Area",Bus,2016,1,0,4964,1.0
528,27780,"Johnstown, PA Metro Area",Bus,2017,1,1,7932,1.5979049153908138
529,27780,"Johnstown, PA Metro Area",Bus,2018,1,2,11270,2.2703464947622884
530,27780,"Johnstown, PA Metro Area",Rail,2016,1,0,4964,1.0
531,27780,"Johnstown, PA Metro Area",Rail,2017,1,1,7932,1.5979049153908138
532,27780,"Johnstown, PA Metro Area",Rail,2018,1,2,11270,2.2703464947622884
533,28020,"Kalamazoo-Portage, MI Metro Area",Bus,2014,1,0,445,1.0
534,28020,"Kalamazoo-Portage, MI Metro Area",Bus,2015,1,1,1690,3.797752808988764
535,28020,"Kalamazoo-Portage, MI Metro Area",Bus,2016,1,2,4964,11.155056179775281
536,28020,"Kalamazoo-Portage, MI Metro Area",Bus,2017,1,3,7932,17.824719101123595
537,28020,"Kalamazoo-Portage, MI Metro Area",Bus,2018,1,4,11270,25.325842696629213
538,28100,"Kankakee-Bradley, IL Metro Area",Bus,2015,1,0,1690,1.0
539,28100,"Kankakee-Bradley, IL Metro Area",Bus,2016,1,1,4964,2.9372781065088756
540,28100,"Kankakee-Bradley, IL Metro Area",Bus,2017,1,2,7932,4.693491124260355
541,28100,"Kankakee-Bradley, IL Metro Area",Bus,2018,1,3,11270,6.668639053254438
542,28140,"Kansas City, MO-KS Metro Area",Bus,2014,1,0,445,1.0
543,28140,"Kansas City, MO-KS Metro Area",Bus,2015,1,1,1690,3.797752808988764
544,28140,"Kansas City, MO-KS Metro Area",Bus,2016,1,2,4964,11.155056179775281
545,28140,"Kansas City, MO-KS Metro Area",Bus,2017,1,3,7932,17.824719101123595
546,28140,"Kansas City, MO-KS Metro Area",Bus,2018,1,4,11270,25.325842696629213
547,28140,"Kansas City, MO-KS Metro Area",Rail,2017,1,3,7932,1.0
548,28140,"Kansas City, MO-KS Metro Area",Rail,2018,1,4,11270,1.4208270297528995
549,28420,"Kennewick-Pasco-Richland, WA Metro Area",Bus,2016,1,0,4964,1.0
550,28420,"Kennewick-Pasco-Richland, WA Metro Area",Bus,2017,1,1,7932,1.5979049153908138
551,28420,"Kennewick-Pasco-Richland, WA Metro Area",Bus,2018,1,2,11270,2.2703464947622884
552,28660,"Killeen-Temple-Fort Hood, TX Metro Area",Bus,2015,1,0,1690,1.0
553,28660,"Killeen-Temple-Fort Hood, TX Metro Area",Bus,2016,1,1,4964,2.9372781065088756
554,28660,"Killeen-Temple-Fort Hood, TX Metro Area",Bus,2017,1,2,7932,4.693491124260355
555,28660,"Killeen-Temple-Fort Hood, TX Metro Area",Bus,2018,1,3,11270,6.668639053254438
556,28940,"Knoxville, TN Metro Area",Bus,2014,1,0,445,1.0
557,28940,"Knoxville, TN Metro Area",Bus,2015,1,1,1690,3.797752808988764
558,28940,"Knoxville, TN Metro Area",Bus,2016,1,2,4964,11.155056179775281
559,28940,"Knoxville, TN Metro Area",Bus,2017,1,3,7932,17.824719101123595
560,28940,"Knoxville, TN Metro Area",Bus,2018,1,4,11270,25.325842696629213
561,29020,"Kokomo, IN Metro Area",Bus,2016,1,0,4964,1.0
562,29020,"Kokomo, IN Metro Area",Bus,2017,1,1,7932,1.5979049153908138
563,29020,"Kokomo, IN Metro Area",Bus,2018,1,2,11270,2.2703464947622884
564,29100,"La Crosse, WI-MN Metro Area",Bus,2017,1,0,7932,1.0
565,29100,"La Crosse, WI-MN Metro Area",Bus,2018,1,1,11270,1.4208270297528995
566,29140,"Lafayette, IN Metro Area",Bus,2014,1,0,445,1.0
567,29140,"Lafayette, IN Metro Area",Bus,2015,1,1,1690,3.797752808988764
568,29140,"Lafayette, IN Metro Area",Bus,2016,1,2,4964,11.155056179775281
569,29140,"Lafayette, IN Metro Area",Bus,2017,1,3,7932,17.824719101123595
570,29140,"Lafayette, IN Metro Area",Bus,2018,1,4,11270,25.325842696629213
571,29180,"Lafayette, LA Metro Area",Bus,2015,1,0,1690,1.0
572,29180,"Lafayette, LA Metro Area",Bus,2016,1,1,4964,2.9372781065088756
573,29180,"Lafayette, LA Metro Area",Bus,2017,1,2,7932,4.693491124260355
574,29180,"Lafayette, LA Metro Area",Bus,2018,1,3,11270,6.668639053254438
575,29460,"Lakeland-Winter Haven, FL Metro Area",Bus,2016,1,0,4964,1.0
576,29460,"Lakeland-Winter Haven, FL Metro Area",Bus,2017,1,1,7932,1.5979049153908138
577,29460,"Lakeland-Winter Haven, FL Metro Area",Bus,2018,1,2,11270,2.2703464947622884
578,29620,"Lansing-East Lansing, MI Metro Area",Bus,2014,1,0,445,1.0
579,29620,"Lansing-East Lansing, MI Metro Area",Bus,2015,1,1,1690,3.797752808988764
580,29620,"Lansing-East Lansing, MI Metro Area",Bus,2016,1,2,4964,11.155056179775281
581,29620,"Lansing-East Lansing, MI Metro Area",Bus,2017,1,3,7932,17.824719101123595
582,29620,"Lansing-East Lansing, MI Metro Area",Bus,2018,1,4,11270,25.325842696629213
583,29700,"Laredo, TX Metro Area",Bus,2017,1,0,7932,1.0
584,29700,"Laredo, TX Metro Area",Bus,2018,1,1,11270,1.4208270297528995
585,29820,"Las Vegas-Paradise, NV Metro Area",Bus,2015,1,0,1690,1.0
586,29820,"Las Vegas-Paradise, NV Metro Area",Bus,2016,1,1,4964,2.9372781065088756
587,29820,"Las Vegas-Paradise, NV Metro Area",Bus,2017,1,2,7932,4.693491124260355
588,29820,"Las Vegas-Paradise, NV Metro Area",Bus,2018,1,3,11270,6.668639053254438
589,30140,"Lebanon, PA Metro Area",Bus,2016,1,0,4964,1.0
590,30140,"Lebanon, PA Metro Area",Bus,2017,1,1,7932,1.5979049153908138
591,30140,"Lebanon, PA Metro Area",Bus,2018,1,2,11270,2.2703464947622884
592,30460,"Lexington-Fayette, KY Metro Area",Bus,2014,1,0,445,1.0
593,30460,"Lexington-Fayette, KY Metro Area",Bus,2015,1,1,1690,3.797752808988764
594,30460,"Lexington-Fayette, KY Metro Area",Bus,2016,1,2,4964,11.155056179775281
