CLUSTER_APTA_FAV_UNFAV,RAIL_FLAG,Year,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,TSD_POP_EMP_PCT,JTW_HOME_PCT,YEARS_SINCE_TNC_NEW_YORK_BUS,YEARS_SINCE_TNC_BUS_HI_FAV,YEARS_SINCE_TNC_BUS_MID_FAV,YEARS_SINCE_TNC_BUS_LOW_FAV,YEARS_SINCE_TNC_BUS_HI_UNFAV,YEARS_SINCE_TNC_BUS_MID_UNFAV,YEARS_SINCE_TNC_BUS_LOW_UNFAV,YEARS_SINCE_TNC_NEW_YORK_RAIL,YEARS_SINCE_TNC_RAIL_HI,YEARS_SINCE_TNC_RAIL_MID,BIKE_SHARE,scooter_flag_BUS,scooter_flag_RAIL,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_EMP_PCT_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_NEW_YORK_BUS_FAC,YEARS_SINCE_TNC_BUS_HI_FAV_FAC,YEARS_SINCE_TNC_BUS_MID_FAV_FAC,YEARS_SINCE_TNC_BUS_LOW_FAV_FAC,YEARS_SINCE_TNC_BUS_HI_UNFAV_FAC,YEARS_SINCE_TNC_BUS_MID_UNFAV_FAC,YEARS_SINCE_TNC_BUS_LOW_UNFAV_FAC,YEARS_SINCE_TNC_NEW_YORK_RAIL_FAC,YEARS_SINCE_TNC_RAIL_HI_FAC,YEARS_SINCE_TNC_RAIL_MID_FAC,BIKE_SHARE_FAC,scooter_flag_BUS_FAC,scooter_flag_RAIL_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
10,1,2005,2028458449.0000012,2115153451.9999995,2507212522.9999957,392059070.9999962,2522475414.7919936,208062827.03168488,527998936.70000035,1.608699594,27081157.49999996,3.0314999999999994,38116.91999999998,30.68,0.49018125488386655,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179540.055487704,95916296.8512164,10939558.434291145,49038755.274780676,18727904.00023935,-6676746.359620111,-181130.16901397775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184944178.08738118,190149677.35498887,201909393.6450073,0.0,392059070.9999962
10,1,2006,2028458449.0000012,2507212522.9999957,2603647774.9999986,96435252.00000286,2642000690.7255573,119525275.93356371,539962610.0999992,1.587646779,27655014.75000005,3.3499999999999996,36028.75000000002,30.18,0.4929711633644897,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39162225.42517096,8470669.577210706,14099199.646477122,35941346.44705841,34404080.850785464,-12355156.649324989,150568.37131644136,-2921857.421055831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116951076.24763829,118802057.24834496,-22366805.248342097,0.0,96435252.00000286
10,1,2007,2028458449.0000012,2603647774.9999986,2751026060.0000033,147378285.00000477,2690298153.7122183,48297462.98666096,543107372.7999997,1.523935495,27714120.0,3.4605999999999995,36660.58,30.4,0.48830547590354056,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10480127.989332467,27158169.47058333,1486977.4707166678,12265565.303833663,-10926240.231041973,5665475.52016239,-261466.27214262946,1518447.9142654198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47387057.16570934,47596347.14888395,99781937.85112081,0.0,147378285.00000477
10,1,2008,2028458449.0000012,2751026060.0000033,2818659238.999998,67633178.99999475,2786107141.1131935,95808987.40097523,558408346.8999993,1.5489328799999997,27956797.669999957,3.9195,36716.94000000002,30.42,0.4869838849421918,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53383898.29182419,-11262329.82863828,6421625.321673968,50892116.42485821,-1022075.6125607255,543659.5039679833,-78257.36019949924,-1603463.8197575232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97275172.92116834,97971676.76697952,-30338497.76698476,0.0,67633178.99999475
10,1,2009,2028458449.0000012,2818659238.999998,2717269399.9999986,-101389838.99999952,2654800522.0454984,-131306619.06769514,562176551.3,1.632493051,27734538.00000004,2.8430999999999997,35494.290000000015,30.61,0.4847560720404118,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13143883.863027936,-37592178.0564329,-6010272.425825403,-127319725.76026489,23185816.328171328,5296186.209943178,-135160.7160976473,-3284811.4546928415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-132716262.01217127,-132840768.9408293,31450929.940829784,0.0,-101389838.99999952
10,1,2010,2028458449.0000012,2717269399.9999986,2812782058.0000014,95512658.00000286,2686292925.211722,31492403.166223526,552453534.0999991,1.6339541180000001,27553600.74999996,3.2889999999999997,35213.00000000003,30.93,0.49441012262664735,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32596812.870973885,-627501.0937477263,-4752147.463437682,56413742.05174523,5234842.414637169,8604562.016750665,564711.9781299727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32841397.033103738,32233436.277204406,63279221.72279845,0.0,95512658.00000286
10,1,2011,2028458449.0000012,2812782058.0000014,2875478446.9999957,62696388.99999428,2726603694.6244087,40310769.412686825,542784230.6000009,1.7392984160000005,27682634.670000013,4.0656,34147.68000000002,31.299999999999997,0.4918209606109254,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34147874.42370383,-45541286.9654752,3516638.4468700695,89002661.11212073,20980311.364202414,10301280.954409914,-156755.51004839258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43954974.97837572,42208877.47721853,20487511.522775747,0.0,62696388.99999428
10,1,2012,2028458449.0000012,2875478446.9999957,2929500930.999995,54022483.99999952,2853828125.31338,127224430.68897104,542311539.3999997,1.6964752680000004,27909105.42000003,4.109300000000001,33963.31,31.51,0.47849867413141567,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1732478.7174753377,18920856.672310222,6272306.734443042,4627273.81366791,3768154.474977433,5972269.59710331,-824453.6111137858,-3351027.4706988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99239814.92353839,0.0,0.0,0.0,0.0,0.0,132892716.41675238,134170986.82116109,-80148502.82116157,0.0,54022483.99999952
10,1,2013,2028458449.0000012,2929500930.999995,3028731445.999999,99230515.00000381,2936279836.4664483,82451711.15306854,554417452.2000009,1.7577276439999996,28818049.080000035,3.942,33700.32,29.93,0.47824852127743284,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,45082621.84250277,-27261794.233165815,25216158.281169422,-18199808.76379675,5513763.354502868,-45375846.28379939,-15773.84395912722,-1707489.733050536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101104263.3667055,0.0,0.0,1784866.7372951452,0.0,0.0,86140960.7244041,84638020.92458983,14592494.075413987,0.0,99230515.00000381
10,1,2014,2028458449.0000012,3028731445.999999,3137384053.9999976,108652607.99999857,3064671708.42519,128391871.95874166,561346639.0999998,1.748585942,29110612.08000001,3.7523999999999997,33580.79999999999,30.2,0.47765666406466095,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,26134999.344615325,4188967.3171342853,8192505.850119197,-22098168.718190774,2604084.8281359626,8090275.296098942,-38584.648829763595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104528951.85763885,0.0,0.0,0.0,0.0,0.0,131603031.12672202,132434414.18043122,-23781806.180432647,0.0,108652607.99999857
10,1,2015,2028458449.0000012,3137384053.9999976,3049980992.999996,-87403061.00000143,2965598380.3072295,-99073328.11796045,562540968.5000002,1.8840690440000003,29378317.829999972,2.7030000000000003,34173.339999999975,30.17,0.47613347078784213,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4616018.733779567,-62210146.86543369,7689996.276935322,-143162407.56612006,-13246530.155633995,-929788.0359949102,-102862.0526588255,1829723.0212123783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108278819.89094971,0.0,0.0,0.0,0.0,0.0,-97237176.75296451,-101423940.11061043,14020879.110608995,0.0,-87403061.00000143
10,1,2016,2028458449.0000012,3049980992.999996,3072351667.999999,22370675.00000286,2979820027.6647067,14221647.357477188,562018756.3000002,1.893895443,29437697.49999995,2.4255000000000004,35302.049999999996,29.88,0.476654671743657,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,-1958850.6891456866,-4315083.536697664,1647389.9335683838,-44150026.43140223,-23880381.533140067,-8726347.045623412,34217.19301342587,-7104636.5693054665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105262325.85099599,0.0,0.0,0.0,0.0,0.0,16808607.17226328,14626307.600343635,7744367.399659226,0.0,22370675.00000286
10,1,2017,2028458449.0000012,3072351667.999999,3093336562.0000005,20984894.00000143,3133493552.425827,153673524.76112032,565251751.3000003,1.8978347699999998,29668394.669999976,2.6928000000000005,35945.81999999998,30.0,0.4760526680590649,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,12214904.660612402,-1739166.9738876724,6420609.177433944,43517859.15803087,-13401496.357940849,3644760.7235814175,-39811.34655592957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106034392.72182617,0.0,0.0,0.0,0.0,0.0,156652051.76310036,158445512.05909002,-137460618.0590886,0.0,20984894.00000143
10,1,2018,2028458449.0000012,3093336562.0000005,3028681761.0000014,-64654800.99999905,3182263538.918396,48769986.49256897,560645667.8000007,1.9555512670000001,29807700.83999996,2.9199999999999995,36801.50000000002,30.01,0.47627332414381346,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,-17458755.941679582,-25289034.560769398,3877641.1710227835,34766517.83372333,-17553644.222670484,305638.4611966902,14692.094773229206,-1802983.0148174313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106758632.89094408,0.0,0.0,0.0,0.0,-33461045.050981283,50157659.660741925,48144979.34068463,-112799780.34068367,0.0,-64654800.99999904
11,0,2002,1488523797.1999989,0.0,1488523797.1999989,0.0,1360899811.468285,0.0,88556700.0050111,0.9232603282886741,11813820.556315793,2.024247723875623,39493.89098548215,10.784078330956762,0.6777804863939139,3.927872809415639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1488523797.1999989,1488523797.1999989
11,0,2003,1488523797.1999989,1488523797.1999989,1548461575.22,-51046563.279998675,1513200698.005121,40399840.10704285,88913236.25615223,0.929641527992542,11948183.858172834,2.3530461035263857,38509.74752450104,10.63007383341617,0.6761589102155153,3.927872809415639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5961843.38660262,-2063056.8438836318,4627748.3229280915,28807303.55195816,8685885.275748063,-2261167.7718643537,-51943.71701700404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43706612.20447194,44318985.162654154,-95365548.44265284,0.0,-51046563.279998675
11,0,2004,1667749019.9999986,1548461575.22,1817496216.8199997,89809418.79999997,1780404219.7060306,90126138.94014403,89859648.69716382,0.8668117021021364,11659276.939275024,2.640343355097207,38535.59554130292,10.467432899091735,0.6517838950989658,3.9463705172316637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24795200.670003474,20792846.867418926,7117175.647544291,25966171.56562107,12693922.15686122,-1932790.582520506,-29189.493422507407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89403336.83150598,91748180.03330275,-1938761.2333027823,179225222.7999998,269034641.5999998
