CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,JTW_HOME_PCT,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_NEW_YORK,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_HI_OPEX_FAV_EXT,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_MID_OPEX_FAV_EXT,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_LOW_OPEX_FAV_EXT,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_HI_OPEX_UNFAV_EXT,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_MID_OPEX_UNFAV_EXT,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_LOW_OPEX_UNFAV_EXT,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_NEW_YORK,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_HI_OPEX,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_MID_OPEX,BIKE_SHARE,scooter_flag_BUS,scooter_flag_RAIL,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_NEW_YORK_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_HI_OPEX_FAV_EXT_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_MID_OPEX_FAV_EXT_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_LOW_OPEX_FAV_EXT_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_HI_OPEX_UNFAV_EXT_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_MID_OPEX_UNFAV_EXT_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_LOW_OPEX_UNFAV_EXT_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_NEW_YORK_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_HI_OPEX_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_MID_OPEX_FAC,BIKE_SHARE_FAC,scooter_flag_BUS_FAC,scooter_flag_RAIL_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
1.0,0,2002,170,2217749581.3899984,0.0,2217749581.3899984,0.0,2013179796.4550774,0.0,69431799.7197327,0.9102786426790755,9573567.147229096,1.9989229721513273,39381.46996217698,9.917688031220283,3.943894077151392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2217749581.3899984,2217749581.3899984
1.0,0,2003,170,2217749581.3899984,2217749581.3899984,2150502599.5,-67246981.8899984,2067171607.9304008,53991811.47532325,69475683.98892178,0.9054507006567448,9715711.205998616,2.3077092528111955,38481.401176415784,9.826644161827897,3.943894077151392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2247022.0620348477,4166300.7093158765,11378945.246499754,34999413.87505721,12530646.888339348,-2146197.605203155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58682087.051974185,59778765.292572394,-127025747.18257083,0.0,-67246981.8899984
1.0,0,2004,180,2396974804.189998,2150502599.5,2410970009.3499994,81242187.04999955,2351280116.640337,105987296.07643169,71765534.36699252,0.8811162919632667,9734314.785986489,2.6074594940671103,38183.5899208982,9.786967610316058,3.9555663395189544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36479384.22335715,10234259.850748349,13510181.653454091,31604906.54266915,17097013.523135703,-2046984.862094515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106878760.93126991,109369816.43672396,-28127629.386724412,179225222.7999998,260467409.84999937
1.0,0,2005,190,2522641887.5899982,2410970009.3499994,2568753504.359998,32116411.60999866,2551832161.9533024,36607192.39329349,70767074.62729827,0.9087090062317907,9670224.813841425,3.062916995899679,37264.378429144956,9.582088125114511,3.9826876644101383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28511376.08998037,-7717366.50524345,15590667.409914881,46104284.27367408,16508832.100959206,-3052147.8345663813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38922893.354757965,38501876.810759015,-6385465.200760359,125667083.39999999,157783495.00999865
1.0,0,2006,190,2522641887.5899982,2568753504.359998,2599108816.4200006,30355312.06000215,2623273407.306879,71441245.35357705,70624705.95700414,0.8882597678785299,9915449.72534454,3.3556920653529003,35771.54082544715,9.461948548694796,4.301551787507873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6702497.543075375,11036639.564696845,21124778.56455297,28994300.06763776,26741646.724172115,-3404529.056427809,-2762928.4555066195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75027409.86604987,75621977.07172175,-45266665.01171961,0.0,30355312.06000215
1.0,0,2007,190,2522641887.5899982,2599108816.4200006,2608864140.5399995,9755324.119999122,2640299861.3342977,17026454.02741854,71582714.22176692,0.9208602306780258,9964969.767975949,3.5310062794088344,36276.70610707583,9.294565236313069,4.427488539822927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30484369.090092227,-19008575.53602107,5820024.693441414,16561419.669954645,-9231762.038493998,-4522424.910703122,-1190282.9401655062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18912768.028104596,18655669.48436727,-8900345.36436815,0.0,9755324.119999122
1.0,0,2008,190,2522641887.5899982,2608864140.5399995,2692308348.7999997,83444208.26,2713497098.439623,73197237.10532561,71889164.48625225,0.9010416257843538,9988399.399665158,3.955455444520034,36238.9188156954,9.45546218646883,4.5087477275865275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07104663713136958,0.0,0.0,14540254.778583046,10118530.48956648,3848441.9060771237,37957194.234642655,871385.9402610615,4480776.812107038,-722496.1064828313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-273020.3792701796,0.0,0.0,70821067.67548439,71604581.17653137,11839627.083468642,0.0,83444208.26
1.0,0,2009,190,2522641887.5899982,2692308348.7999997,2564111221.5099993,-128197127.29000038,2575137217.683797,-138359880.7558262,70967398.2597386,0.9931869138552726,9910892.794405615,2.910136204717093,34545.63545432737,9.567124689695598,4.719340665911408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07104663713136958,0.0,0.0,-19341157.897122055,-50842878.46517297,-3635793.1104501765,-101006630.22683403,34340071.881962314,3185571.7675849753,-1942450.1120914307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-139243266.1621234,-138300650.92861956,10103523.638619184,0.0,-128197127.29000038
1.0,0,2010,190,2522641887.5899982,2564111221.5099993,2477369488.950001,-86741732.55999818,2545234849.0740347,-29902368.60976228,67087317.12761723,1.0111597906938308,9893600.102716183,3.361963555301827,33716.16047364013,9.777768115564363,4.947970199308635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12768546404250905,0.0,0.0,-84507322.53539328,-9060283.626813155,420138.3117144321,45692176.53035218,16334849.40972353,5939101.114971744,-2008623.610016256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-232819.60136045917,0.0,0.0,-27422784.00682127,-28648543.51219072,-58093189.047807455,0.0,-86741732.55999818
1.0,0,2011,190,2522641887.5899982,2477369488.950001,2507911504.070001,30542015.120000165,2568020070.924355,22785221.850320537,64589050.40171328,1.0324809729209732,9986664.100329852,4.092877324962317,33057.75489723392,10.06543443684577,4.895036823332479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16867203693208302,0.0,0.0,-56548192.48228291,-9945672.80354504,7689596.183429125,62768706.35640105,12722024.017590875,7721337.234227367,474681.1730937019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-161195.4202229226,0.0,0.0,24721284.258691236,23262651.176464133,7279363.943536033,0.0,30542015.120000165
