CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,TSD_POP_EMP_PCT,JTW_HOME_PCT,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_HI_OPEX,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_MID_OPEX,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_LOW_OPEX,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_NEW_YORK,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_HI_OPEX,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_MID_OPEX,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_NEW_YORK,BIKE_SHARE,scooter_flag_BUS,scooter_flag_RAIL,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_EMP_PCT_FAC,JTW_HOME_PCT_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_HI_OPEX_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_MID_OPEX_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_LOW_OPEX_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_NEW_YORK_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_HI_OPEX_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_MID_OPEX_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_NEW_YORK_FAC,BIKE_SHARE_FAC,scooter_flag_BUS_FAC,scooter_flag_RAIL_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
1.0,0,2002,170,2067702619.7899988,0.0,2067702619.7899988,0.0,1864005937.8908646,0.0,72628333.72893661,0.9257614370114937,9853633.832924997,1.9978886837821082,39167.635181603764,9.891132533830488,0.6031870617466205,3.955311943319787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2067702619.7899988,2067702619.7899988
1.0,0,2003,170,2067702619.7899988,2067702619.7899988,2107151297.5000002,-71535663.58999853,2030825268.4822652,55060885.182215616,72767754.34455985,0.9202478815637585,9993835.022132123,2.3065653445405783,38277.89984690596,9.7896825382376,0.6008306502073857,3.955311943319787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3339699.65870635,4135674.311224933,9811170.32800322,34125455.44733385,11018586.393795833,-2155042.8194013834,-131931.06899657522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60143612.25066623,61032888.71949231,-132568552.30949083,0.0,-71535663.58999853
1.0,0,2004,180,2246927842.5899987,2107151297.5000002,2410970009.3499994,70304365.04999949,2353723497.0183887,97145952.0646649,74846520.75551069,0.8959759730207045,9978891.910314035,2.6060855474570754,38067.621346529915,9.746555840993814,0.5872624913301009,3.966852923276276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28656012.669414453,9369650.296457415,12577241.412235465,32457165.67097299,16115906.248849712,-1781500.7809488722,-125128.19428813457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97269347.32269302,99363077.4443081,-29058712.3943086,179225222.7999998,249529587.8499993
1.0,0,2005,190,2372594925.9899983,2410970009.3499994,2568753504.359998,32116411.60999866,2553452937.854793,37587280.72132099,73584562.91368848,0.924537882532272,9885616.961174464,3.0632928556299257,37175.14622951513,9.526411512256542,0.5805965696938038,3.995091640901938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28286383.18789647,-7853641.792994071,15273736.338162173,48235569.81859994,15610192.873018118,-2948402.407710009,-132550.86270085897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39898520.778478816,39451300.43369554,-7334888.8236968815,125667083.39999999,157783495.00999865
1.0,0,2006,190,2372594925.9899983,2568753504.359998,2599108816.4200006,30355312.06000215,2624359555.6699615,70906617.81516878,73444649.93463849,0.8977484942671431,10131070.301808886,3.3547367785680637,35693.67147638908,9.399800453382955,0.5792922234776918,4.323864490186573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6653017.897712296,11249541.389262512,20695002.31321953,30329073.435620446,25283217.877254985,-3289048.625174263,-103777.36702392047,-3230895.682922767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74280095.44252422,74848838.57437208,-44493526.51436994,0.0,30355312.06000215
1.0,0,2007,190,2372594925.9899983,2599108816.4200006,2608864140.5399995,9755324.119999122,2641454571.1109333,17095015.440971933,74395869.4581646,0.9283288833566382,10177867.704403972,3.531992954560303,36229.24727869314,9.199197547582207,0.5740083766951596,4.428111150527801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30225216.297685985,-19346215.425061334,5701857.757666157,17322023.15783566,-8732379.687266255,-4369128.350695972,-363930.29483398574,-1391952.2301525557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19045491.225177698,18778298.70905853,-9022974.58905941,0.0,9755324.119999122
1.0,0,2008,190,2372594925.9899983,2608864140.5399995,2692308348.7999997,83444208.26,2716278975.627395,74824404.51646152,74656868.44206943,0.9108993726052537,10199050.823660117,3.9560878804431026,36193.31466935498,9.38451236092184,0.5777061641445508,4.518867171711716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07553974799352467,0.0,0.0,14414506.078491407,10306241.05100802,3770314.765958815,39707619.97403848,822829.3810828804,4327546.781269616,232864.98961091522,-844849.2855715393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-231716.14587647887,0.0,0.0,72505357.59001212,73318457.43127741,10125750.828722589,0.0,83444208.26
1.0,0,2009,190,2372594925.9899983,2692308348.7999997,2564111221.5099993,-128197127.29000038,2570592530.7120976,-145686444.91529787,73743571.01736774,1.006164113502526,10115843.867764706,2.9108440230803376,34465.41545656138,9.491428207549625,0.5797483172788503,4.726197410236837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07553974799352467,0.0,0.0,-19187146.114353526,-51752455.54002211,-3562391.0319380388,-105537072.31705263,32465173.51998599,3076481.5057027917,161343.7761309345,-2271677.4467105484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-146607743.64825714,-145435559.60060555,17238432.31060517,0.0,-128197127.29000038
1.0,0,2010,190,2372594925.9899983,2564111221.5099993,2477369488.950001,-86741732.55999818,2544056977.2759566,-26535553.436140656,69674748.92763484,1.0222093892098427,10101154.973224143,3.361603136943826,33624.53020146188,9.67394031871808,0.6145552730798547,4.951163849337388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1357605112029805,0.0,0.0,-83831858.53759886,-9219190.503610613,411320.52275740425,47802793.599761695,15445572.349496974,5735864.685869697,2231709.8898342783,-2349093.802311099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-197597.19349872076,0.0,0.0,-23970478.989299253,-25152599.437086124,-61589133.122912064,0.0,-86741732.55999818
1.0,0,2011,190,2372594925.9899983,2477369488.950001,2507911504.070001,30542015.120000165,2568918887.5097237,24861910.233767465,67070261.1671935,1.0472836611204819,10196875.778992523,4.089614524210537,32981.625779355265,9.979071145223292,0.6110951956707411,4.885741901297003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1357605112029805,0.0,0.0,-56090857.12718503,-10123674.015714925,7533563.701151649,65679325.10006431,12029502.217212006,7457478.678834593,-250710.0387188448,555367.3346661455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-136808.76719474522,0.0,0.0,26653187.08311515,25158045.47147586,5383969.648524306,0.0,30542015.120000165
