CLUSTER_APTA_FAV_UNFAV,RAIL_FLAG,Year,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,JTW_HOME_PCT,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_NEW_YORK,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_HI_OPEX_FAV,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_MID_OPEX_FAV,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_LOW_OPEX_FAV,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_HI_OPEX_UNFAV,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_MID_OPEX_UNFAV,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_LOW_OPEX_UNFAV,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_NEW_YORK,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_HI_OPEX,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_MID_OPEX,BIKE_SHARE,scooter_flag_BUS,scooter_flag_RAIL,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,JTW_HOME_PCT_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_NEW_YORK_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_HI_OPEX_FAV_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_MID_OPEX_FAV_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_LOW_OPEX_FAV_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_HI_OPEX_UNFAV_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_MID_OPEX_UNFAV_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_LOW_OPEX_UNFAV_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_NEW_YORK_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_HI_OPEX_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_MID_OPEX_FAC,BIKE_SHARE_FAC,scooter_flag_BUS_FAC,scooter_flag_RAIL_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
10,0,2012,1201007994.0000014,1024067732.9999994,1032661299.000001,8593566.00000155,1113621183.5435812,11740791.916671515,227959423.99999982,1.369100306,27909105.42000003,4.109300000000001,33963.31,31.51,4.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1751619.2070739188,7151587.903565224,2478052.774241438,1418592.1595529872,1417444.8566835807,2294992.9300110517,-701507.7271622674,-1418485.0898621588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10889058.599955937,10911679.93649311,-2318113.93649156,0.0,8593566.00000155
10,0,2013,1201007994.0000014,1032661299.000001,1031511812.0000011,-1149486.9999998808,1065001178.4579068,-48620005.085674405,232024741.20000002,1.631481463,28818049.080000035,3.9420000000000006,33700.32,29.93,4.2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13017638.997101335,-42853870.074577235,9864151.7564536,-5525625.907789757,2052949.4729995986,-17246859.593450077,-353757.8426840912,-2287670.3178085294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1557068.5400831583,0.0,0.0,-44890112.04983831,-45085347.11004287,43935860.11004299,0.0,-1149486.9999998808
10,0,2014,1201007994.0000014,1031511812.0000011,1020949725.9999985,-10562086.000002623,1062235913.9062347,-2765264.551672101,232003465.0999997,1.627628074,29110612.08000001,3.7523999999999997,33580.79999999999,30.2,4.2,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-67034.15288998098,610134.2806994919,3095332.4003864825,-6482656.2939791875,936746.285568835,2973105.2786476635,0.0,-3710754.846593597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2645127.048160292,-2678309.757821007,-7883776.242181616,0.0,-10562086.000002623
10,0,2015,1201007994.0000014,1020949725.9999985,997331165.7000012,-23618560.29999721,1010585301.5060618,-51650612.40017295,232760764.6000004,1.681151878,29378317.829999972,2.7030000000000003,34173.339999999975,30.169999999999998,4.1,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2360639.7173521244,-8273660.750353622,2776092.2045544228,-40237255.69519987,-4552292.295179093,-326439.9938838773,349865.67293089634,-2120514.553770752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50023565.69354977,-49643095.18002561,26024534.880028397,0.0,-23618560.29999721
10,0,2016,1201007994.0000014,997331165.7000012,999255569.6999992,1924403.9999979734,976483276.6699078,-34102024.836153984,232107589.3,1.687565261,29437697.49999995,2.4255,35302.049999999996,29.879999999999995,4.5,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1984245.7164062562,-961034.5886782093,597536.5532913016,-12441563.589516075,-8245759.425587903,-3078317.96970854,-1365917.2421686617,-6613536.075690556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34092838.0544649,-33654766.33381236,35579170.33381034,0.0,1924403.9999979734
10,0,2017,1201007994.0000014,999255569.6999992,942661585.6000004,-56593984.09999883,968858820.0774963,-7624456.592411518,230935447.4000001,1.7337943710000001,29668394.669999976,2.6928000000000005,35945.81999999998,30.000000000000004,4.5,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3578869.345976688,-6853193.3038291475,2316564.6156259626,12173342.353668308,-4603080.501072812,1279036.1263146866,0.0,-8413345.383402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7679545.43867169,-7802264.409366371,-48791719.69063246,0.0,-56593984.09999883
10,0,2018,1201007994.0000014,942661585.6000004,935808062.5999997,-6853523.000000715,914124755.8175415,-54734064.25995481,230662401.5,1.7232403280000002,29807700.83999996,2.9199999999999995,36801.50000000002,30.010000000000005,4.6,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-790012.7225146847,1472480.5437915607,1310807.667103179,9114105.822486963,-5648972.757692095,100490.7636943523,-322926.7226591597,-14263919.014658837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44531158.52159199,0.0,-53559104.94204071,-53254095.16062859,46400572.16062787,0.0,-6853523.000000715
10,1,2002,2028458449.0000012,0.0,2028458449.0000012,0.0,2144752836.460885,0.0,474570591.5000003,1.761002458,25697520.38999998,1.9740000000000002,42439.07499999996,31.71,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2028458449.0000012,2028458449.0000012
10,1,2003,2028458449.0000012,2028458449.0000012,1999850729.9999993,-28607719.000001907,2233175413.182853,88422576.72196817,503552796.7000007,1.9292153140000003,26042245.26999999,2.2467999999999995,41148.63500000003,31.36,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87030953.25600278,-47834727.33287168,8034003.740020472,28892954.540343024,16066290.065795843,-7553903.704558363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84635570.56473207,83628061.83765048,-112235780.83765239,0.0,-28607719.000001907
10,1,2004,2028458449.0000012,1999850729.9999993,2115153451.9999995,115302722.00000024,2363021057.364463,129845644.18160963,521860484.00000006,1.9019918869999999,26563773.749999993,2.5669,39531.590000000004,31.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51259452.92909409,7549106.688804494,11797362.673289228,30534366.140155934,20589310.532326046,-7659743.605608618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114069855.35806116,116279224.98654616,-976502.9865459204,0.0,115302722.00000024
10,1,2005,2028458449.0000012,2115153451.9999995,2507212522.9999957,392059070.9999962,2566581508.595512,203560451.23104906,527998936.70000035,1.608699594,27081157.49999996,3.0314999999999994,38116.91999999998,30.68,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17602073.2626103,92919817.14118598,12137667.679002497,42150927.90761505,19785171.765197556,-7202753.354107998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177392904.40150338,182208105.9202439,209850965.0797523,0.0,392059070.9999962
10,1,2006,2028458449.0000012,2507212522.9999957,2603647774.9999986,96435252.00000286,2687406591.1910014,120825082.5954895,539962610.0999992,1.587646779,27655014.75000005,3.3499999999999996,36028.75000000002,30.18,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40129081.74054794,8211224.0217416445,15643739.635535575,30911913.831020903,36351268.53254223,-13327585.836004714,-1717492.800373686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116202149.12500988,118030212.23420732,-21594960.234204456,0.0,96435252.00000286
10,1,2007,2028458449.0000012,2603647774.9999986,2751026060.0000033,147378285.00000477,2733758009.470259,46351418.279257774,543107372.7999997,1.523935495,27714120.0,3.4605999999999995,36660.58,30.4,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10737351.617830595,26323524.786601447,1649418.780222159,10556206.77925229,-11538846.441846991,6113099.207603557,892234.9041067346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44732989.6337698,44906776.468610205,102471508.53139457,0.0,147378285.00000477
10,1,2008,2028458449.0000012,2751026060.0000033,2818659238.999998,67633178.99999475,2827054934.061149,93296924.59088993,558408346.8999993,1.5489328799999997,27956797.669999957,3.9195,36716.94000000002,30.42,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54704373.10854065,-10918627.023613418,7123825.643163899,43758024.62945215,-1079496.9442233855,586567.7551955947,-942416.4971571337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93232250.67135835,93886243.76344427,-26253064.76344952,0.0,67633178.99999475
10,1,2009,2028458449.0000012,2818659238.999998,2717269399.9999986,-101389838.99999952,2715067940.967533,-111986993.09361601,562176551.3,1.632493051,27734538.00000004,2.8430999999999997,35494.290000000015,30.61,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13466591.472384138,-36450124.36336664,-6665865.737457412,-109962350.06353945,24494321.7093087,5714565.827761966,-1930840.2878814426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111333701.44279014,-111654417.79290232,10264578.792902797,0.0,-101389838.99999952
10,1,2010,2028458449.0000012,2717269399.9999986,2812782058.0000014,95512658.00000286,2738531534.823189,23463593.85565567,552453534.0999991,1.6339541180000001,27553600.74999996,3.2889999999999997,35213.00000000003,30.93,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33390297.521536928,-608315.0882931288,-5270616.505144141,48498097.83398134,5529298.426320167,9284762.351148523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24042929.49647583,23482618.845729887,72030039.15427297,0.0,95512658.00000286
10,1,2011,2028458449.0000012,2812782058.0000014,2875478446.9999957,62696388.99999428,2770650249.4863243,32118714.66313553,542784230.6000009,1.7392984160000005,27682634.670000013,4.0656,34147.68000000002,31.299999999999997,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34979053.41406412,-44159684.82203852,3900949.8019292727,76457481.91066155,22163872.62856367,11115825.763639383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34499391.86869122,32989557.790986933,29706831.209007345,0.0,62696388.99999428
10,1,2012,2028458449.0000012,2875478446.9999957,2929500930.999995,54022483.99999952,2828273022.235369,57622772.749044895,542311539.3999997,1.6964752680000004,27909105.42000003,4.109300000000001,33963.31,31.51,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1774900.0908773984,18340440.734994438,6958121.141055233,3983263.067891034,3980041.5576658314,6444107.6440635715,-1969762.6288348788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23403560.56341593,0.0,0.0,0.0,0.0,0.0,59364871.98937376,59802943.77717873,-5780459.777179204,0.0,54022483.99999952
10,1,2013,2028458449.0000012,2929500930.999995,3028731445.999999,99230515.00000381,2848099865.230867,19826842.995497704,554417452.2000009,1.7577276439999996,28818049.080000035,3.942,33700.32,29.93,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,1.0,0.0,0.0,46195514.66006809,-26431936.951137725,27983078.07413632,-15675348.98122271,5823901.213565541,-48926682.238179006,-1003556.4715121507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38242248.81344942,0.0,0.0,-4417163.441896752,0.0,0.0,21790054.677271027,20536473.86849338,78694041.13151044,0.0,99230515.00000381
10,1,2014,2028458449.0000012,3028731445.999999,3137384053.9999976,108652607.99999857,2939818483.8580923,91718618.6272254,561346639.0999998,1.748585942,29110612.08000001,3.7523999999999997,33580.79999999999,30.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,1.0,0.0,0.0,26777958.651286148,4060788.405581392,9088534.389825474,-19034416.03166495,2750480.313478003,8729650.349082729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64510308.5836397,0.0,0.0,0.0,0.0,0.0,96883304.66122851,97535577.24965568,11117030.75034289,0.0,108652607.99999857
10,1,2015,2028458449.0000012,3137384053.9999976,3049980992.999996,-87403061.00000143,2802909167.7279415,-136909316.1301508,562540968.5000002,1.8840690440000003,29378317.829999972,2.7030000000000003,34173.339999999975,30.17,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,1.0,0.0,0.0,4729166.372642954,-60326252.030579835,8530946.424880825,-123649305.32812627,-13989218.952042658,-1003151.8744921383,1075139.1134565764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38380652.51909972,0.0,0.0,0.0,0.0,0.0,-146252023.75516084,-146110077.077641,58707016.07763958,0.0,-87403061.00000143
10,1,2016,2028458449.0000012,3049980992.999996,3072351667.999999,22370675.00000286,2837200762.633745,34291594.90580368,562018756.3000002,1.893895443,29437697.49999995,2.4255000000000004,35302.049999999996,29.88,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,1.0,0.0,0.0,-2006814.01620257,-4183224.5200128453,1827352.0299368668,-38048076.48279109,-25216708.738107007,-9413935.532067344,-4177169.8006663285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121011096.55001682,0.0,0.0,0.0,0.0,0.0,39792519.49010649,37314342.50048724,-14943667.500484377,0.0,22370675.00000286
10,1,2017,2028458449.0000012,3072351667.999999,3093336562.0000005,20984894.00000143,3024868204.5272865,187667441.89354134,565251751.3000003,1.8978347699999998,29668394.669999976,2.6928000000000005,35945.81999999998,30.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,1.0,0.0,0.0,12514698.988602858,-1686000.1430187388,7122603.4426658135,37428651.70784736,-14152817.841841184,3932576.305073747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155737323.95987162,0.0,0.0,0.0,0.0,0.0,200897036.41920146,203221564.6226183,-182236670.62261686,0.0,20984894.00000143
10,1,2018,2028458449.0000012,3093336562.0000005,3028681761.0000014,-64654800.99999905,3294829170.7165112,269960966.1892247,560645667.8000007,1.9555512670000001,29807700.83999996,2.9199999999999995,36801.50000000002,30.01,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,0.0,0.0,1.0,0.0,1.0,-17885143.439522576,-24518802.327559114,4301405.026300445,29907866.408591665,-18537059.572644707,329759.64887885645,-1059681.4947249636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288493785.77635545,0.0,0.0,0.0,0.0,16474140.879388446,277506270.9050635,276071574.2180501,-340726375.21804917,0.0,-64654800.99999905
11,0,2002,1591918242.7999988,0.0,1591918242.7999988,0.0,1461510866.40203,0.0,84478431.18424033,0.91098088835383,11442903.320800237,2.0209841545458036,39911.8935677424,10.829927657665507,3.9065776031384516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1591918242.7999988,1591918242.7999988
11,0,2003,1591918242.7999988,1591918242.7999988,1548461575.22,-43456667.57999854,1505315389.0427694,43804522.64073966,84802943.46254711,0.9091262853900867,11576919.339908443,2.346145462101516,38889.3409270117,10.703462080640087,3.9065776031384516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5728901.328026941,1042414.6647606024,5777753.262583769,26238978.662723556,10101909.21230847,-2141281.947653743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46748675.18274961,47455312.192807555,-90911979.7728061,0.0,-43456667.57999854
11,0,2004,1771143465.5999985,1548461575.22,1817496216.8199997,89809418.79999997,1770822173.7024658,87385572.02619207,86099273.39833641,0.8512718655442746,11351273.848181777,2.6352795184944946,38763.910161209744,10.559235007009699,3.9261503666357767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25417932.467105664,20140996.93911541,7896534.313747608,22328642.316897783,13410588.047181532,-2084968.8774895407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87109725.20655847,89351366.86013407,458051.93986589974,179225222.7999998,269034641.5999998
