CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,TSD_POP_PCT_LEHD,JTW_HOME_PCT,PER_CAPITA_TNC_TRIPS_HI_OPEX_RAIL,PER_CAPITA_TNC_TRIPS_MIDLOW_RAIL,PER_CAPITA_TNC_TRIPS_NEW_YORK_RAIL,BIKE_SHARE,scooter_flag,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_LEHD_FAC,JTW_HOME_PCT_FAC,PER_CAPITA_TNC_TRIPS_HI_OPEX_RAIL_FAC,PER_CAPITA_TNC_TRIPS_MIDLOW_RAIL_FAC,PER_CAPITA_TNC_TRIPS_NEW_YORK_RAIL_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
2.0,1,2012,382,57999202.73839998,79082697.59859999,86028458.23140004,5294450.632800052,90547557.29482785,5772594.89499095,4088068.0343569787,1.2171979060267388,2851080.6311976872,4.006915914938787,29030.290235902932,8.343374577133567,25.28301371868085,4.403890325447018,0.0,0.0,0.0,0.33500335652262103,0.0,3425972.8705611806,536785.0026101351,466510.41972963064,35045.76709566845,781765.5698599033,9420.371731768751,5781.56586683722,220919.21929974257,0.0,0.0,0.0,-33369.884299864614,0.0,5448830.902455003,5447726.852484605,-153276.2196845538,1651310.0000000002,6945760.632800052
2.0,1,2013,382,57999202.73839998,86028458.23140004,90347608.02039999,4319149.788999945,92664756.65364915,2117199.358821313,4798329.239344784,1.3089969873020253,2894332.609567271,3.8571358582175552,29658.135093688477,8.175030864979716,25.22082997582472,4.3651136396911125,0.0,0.062805703280267,0.0,0.5038421627587728,0.0,5597852.756065123,-2096593.2662239186,711138.3747673042,-463151.3864473276,-1269073.7352707759,-258238.00118873856,26801.003575396182,15343.94134782571,0.0,132721.4674711406,0.0,-151969.29701739855,0.0,2244831.8570786305,1978157.391050363,2340992.397949583,0.0,4319149.788999945
2.0,1,2014,382,57999202.73839998,90347608.02039999,89102602.08079997,-1245005.9396000213,94494485.32995243,1829728.6763032784,4839542.573348493,1.3211285305728553,2921395.119711562,3.6478412418504966,29624.502444110945,8.183271199136819,25.25991577686282,4.417692874361539,0.0,0.4302210369611772,0.0,0.5051361115797333,0.0,1231761.829326683,149466.30384657485,592116.2032198365,-691979.2234632103,-138596.68203673535,-13026.536511200018,1600.7534767957936,60035.27224051917,0.0,709297.3981989676,0.0,-2292.6352970538724,0.0,1898382.683001177,1894200.0644158847,-3139206.004015906,0.0,-1245005.9396000213
2.0,1,2015,429,59954803.892599985,89102602.08079997,89928537.18659997,-1129666.0483999974,89934607.09312776,-6290454.708824787,4765521.446663856,1.3499546323814964,2936998.142771817,2.6821814435822895,30998.55018290603,7.930966825816324,25.33869487146957,4.575939954142721,0.0,0.732424461835625,0.0,0.6614412952136212,0.0,618800.8177201743,-780844.7704591237,653355.2584394612,-3670943.553202897,-3205066.7511712774,-356896.13595258305,-115865.16161524525,156742.95271836998,0.0,679304.7355468773,0.0,-79410.79652250973,0.0,-6100823.404498754,-6018228.207013195,4888562.1586131975,1955601.1541999993,825935.1058000019
2.0,1,2016,429,59954803.892599985,89928537.18659997,88374005.03900002,-1554532.147599942,91919810.45312737,1985203.3599995773,4835019.098190398,1.303839422571065,2960109.6406231234,2.3778430296347723,31757.83323343993,7.450648007125026,25.270028467355836,5.250103388099826,0.0,1.3142999889160143,0.0,0.7611591200056044,0.0,1496967.2635984272,1470073.5777117193,573107.6712502739,-1360124.065704119,-1274872.4874636766,-516139.07583789306,51384.228137253165,594434.1821481653,0.0,1221127.3651592296,0.0,-58892.86029248178,0.0,2197065.798706898,2251640.4138585073,-3806172.5614584493,0.0,-1554532.1475999418
2.0,1,2017,453,62012126.892599985,88374005.03900002,87984651.0852,-2446676.9538000217,97183270.00920965,3193231.7525681118,4670677.424958636,1.2843094815982945,2992316.83995862,2.58893744114846,31621.21727782736,7.295272980155293,24.861989386498653,5.470317263476096,0.0,2.0364129055626283,0.0,0.8104013187813588,0.0,355651.64569681784,-181605.13535902716,595688.0511444067,988202.0676241893,255335.3011205715,-405595.1921954759,41782.55973863021,280257.3086986578,0.0,1489791.0268498275,0.0,-78578.25661144273,0.0,3340929.3767071553,3408316.8315144554,-5854993.785314477,2057323.000000001,-389353.95380002056
2.0,1,2018,475,62079679.87739998,87984651.0852,86796528.46819998,-1255675.6018000199,101388527.4143531,4137704.420343476,4711448.764938389,1.2658660751748978,3015744.4941639886,2.8728320563110707,31758.584871932067,7.09497160591043,24.96989418502257,5.799033503385353,0.0,2.8790566557786756,0.0,0.8425758795905489,0.5424426389199085,1699147.735666614,681363.098634014,531205.1970491686,1230040.4218043918,-370943.6910456788,-431661.86113788787,-44174.0248228721,351851.06531442027,0.0,1746464.895326308,0.0,-16783.063954417863,-2114108.5907658515,3262401.182068208,3486679.5755330864,-4742355.177333107,67552.98479999996,-1188122.61700002
3.0,0,2002,2044,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0,2003,2467,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0,2004,2890,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0,2005,3377,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0,2006,4129,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0,2007,4421,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0,2008,4421,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0,2009,4488,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0,2010,4519,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0,2011,4618,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0,2012,4652,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0,2013,4718,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0,2014,4718,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0,2015,4718,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0,2016,4718,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0,2017,4718,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0,2018,4718,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0,2002,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0,2003,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0,2004,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0,2005,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0,2006,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0,2007,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0,2008,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0,2009,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0,2010,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0,2011,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0,2012,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0,2013,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0,2014,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0,2015,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0,2016,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0,2017,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0,2018,100,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,1,2002,100,2028458449.0000012,0.0,2028458449.0000012,0.0,1975302918.5883398,0.0,474570591.5000003,1.761002458,25697520.38999998,1.9740000000000002,42439.07499999996,31.71,50.1122327951568,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2028458449.0000012,2028458449.0000012
10.0,1,2003,100,2028458449.0000012,2028458449.0000012,1999850729.9999993,-28607719.000001907,2032479972.3132348,57177053.724895,503552796.7000007,1.9292153140000003,26042245.26999999,2.2467999999999995,41148.63500000003,31.36,49.936835398735155,3.5,0.0,0.0,0.0,0.0,0.0,63878027.65749228,-84378559.90041982,16508185.339206154,31896552.249313343,45455861.32924875,-13116357.015790211,1288424.2738042881,0.0,0.0,0.0,0.0,0.0,0.0,61532133.932854794,58715691.97096941,-87323410.97097132,0.0,-28607719.000001907
10.0,1,2004,100,2028458449.0000012,1999850729.9999993,2115153451.9999995,115302722.00000024,2198286390.2041664,165806417.8909316,521860484.00000006,1.9019918869999999,26563773.749999993,2.5669,39531.590000000004,31.0,49.340901941537666,3.5,0.0,0.0,0.0,0.0,0.0,37706047.94794095,13459996.991085133,24265730.501875713,33710362.8297236,58377565.89860183,-13299611.259650312,4319123.832753207,0.0,0.0,0.0,0.0,0.0,0.0,158539216.74233013,163144577.25281915,-47841855.25281891,0.0,115302722.00000024
10.0,1,2005,100,2028458449.0000012,2115153451.9999995,2507212522.9999957,392059070.9999962,2522759202.216463,324472812.0122967,527998936.70000035,1.608699594,27081157.49999996,3.0314999999999994,38116.91999999998,30.68,48.984156745297234,3.5,0.0,0.0,0.0,0.0,0.0,12976985.024856577,168258370.01963806,24963595.143652484,46546266.466114886,56049985.40159131,-12508105.79369614,2733456.9418890583,0.0,0.0,0.0,0.0,0.0,0.0,299020553.2040462,312202173.2319486,79856897.76804757,0.0,392059070.9999962
10.0,1,2006,100,2028458449.0000012,2507212522.9999957,2603647774.9999986,96435252.00000286,2714172370.0974426,191413167.88097954,539962610.0999992,1.587646779,27655014.75000005,3.3499999999999996,36028.75000000002,30.18,50.040215240886276,3.7,0.0,0.0,0.0,0.0,0.0,29555334.219524536,14637697.493730858,32182993.155444253,34122053.84923571,103458814.91037042,-23127958.445652016,-9567114.112489142,4958747.930552701,0.0,0.0,0.0,0.0,0.0,186220569.00071734,190233570.90785605,-93798318.90785319,0.0,96435252.00000286
10.0,1,2007,100,2028458449.0000012,2603647774.9999986,2751026060.0000033,147378285.00000477,2771056965.8039308,56884595.70648813,543107372.7999997,1.523935495,27714120.0,3.4605999999999995,36660.58,30.4,49.095542109003794,3.6,0.0,0.0,0.0,0.0,0.0,7920359.519117083,47050368.39358618,3383296.9395324863,11647502.031303065,-32283997.007280584,10638432.468839627,8919456.2310431,-2570925.517713938,0.0,0.0,0.0,0.0,0.0,54704493.05842702,54568181.694980375,92810103.30502439,0.0,147378285.00000477
10.0,1,2008,100,2028458449.0000012,2751026060.0000033,2818659238.999998,67633178.99999475,2855982391.0261,84925425.2221694,558408346.8999993,1.5489328799999997,27956797.669999957,3.9195,36716.94000000002,30.42,49.15978182743572,3.7,0.0,0.0,0.0,0.0,0.0,40269921.82815939,-19409088.415912278,14627439.52492902,48311037.92722773,-3031339.395967605,1019981.2201002709,-639704.7629603768,2719136.537222222,0.0,0.0,0.0,0.0,0.0,83867384.46279839,84311531.96267411,-16678352.962679356,0.0,67633178.99999475
10.0,1,2009,100,2028458449.0000012,2818659238.999998,2717269399.9999986,-101389838.99999952,2752671091.9331985,-103311299.0929017,562176551.3,1.632493051,27734538.00000004,2.8430999999999997,35494.290000000015,30.61,48.673150916815615,3.9,0.0,0.0,0.0,0.0,0.0,9932723.328532875,-64566969.877177425,-13651534.140678307,-121057896.14074598,69349147.59635837,9943701.638917008,4970002.656089904,5574725.134030656,0.0,0.0,0.0,0.0,0.0,-99506099.80467288,-101961184.56342334,571345.5634238124,0.0,-101389838.99999952
10.0,1,2010,100,2028458449.0000012,2717269399.9999986,2812782058.0000014,95512658.00000286,2805645186.550102,52974094.61690378,552453534.0999991,1.6339541180000001,27553600.74999996,3.2889999999999997,35213.00000000003,30.93,48.283655868960096,3.9,0.0,0.0,0.0,0.0,0.0,-24683361.915300384,-1082931.611268109,-10796510.746042732,53549619.90214518,15560961.310314009,16164348.964743594,3834181.013312752,0.0,0.0,0.0,0.0,0.0,0.0,52546306.917904295,52292802.695190586,43219855.304812275,0.0,95512658.00000286
10.0,1,2011,100,2028458449.0000012,2812782058.0000014,2875478446.9999957,62696388.99999428,2874703451.352387,69058264.80228472,542784230.6000009,1.7392984160000005,27682634.670000013,4.0656,34147.68000000002,31.299999999999997,48.17561764467462,3.9,0.0,0.0,0.0,0.0,0.0,-25858334.162931092,-78138430.60806505,8004815.249773005,84461295.78663473,62705260.04175364,19355963.81468605,1100348.3685942402,0.0,0.0,0.0,0.0,0.0,0.0,71630918.49044552,69233932.0466,-6537543.046605721,0.0,62696388.99999428
10.0,1,2012,100,2028458449.0000012,2875478446.9999957,2929500930.999995,54022483.99999952,2973206536.4251385,98503085.07275152,542311539.3999997,1.6964752680000004,27909105.42000003,4.109300000000001,33963.31,31.51,48.36358645698069,4.1,0.0,0.0,0.3499999999999999,0.0,0.0,-1310059.4132349836,32734003.69298357,14285924.50363455,4394446.851283068,11194340.71331346,11214033.918193685,-1956049.7990778175,5687101.778412003,0.0,0.0,20985385.503946822,0.0,0.0,97229127.74945435,98529640.66831091,-44507156.66831139,0.0,54022483.99999952
10.0,1,2013,100,2028458449.0000012,2929500930.999995,3028731445.999999,99230515.00000381,2954249696.9346337,-18956839.49050474,554417452.2000009,1.7577276439999996,28818049.080000035,3.942,33700.32,29.93,48.61372353131274,4.2,0.0,0.0,1.1199999999999999,1.0,0.0,34024343.87956839,-46892859.47854712,57667894.67244585,-17287467.276832607,16389360.17352794,-84546198.28058006,-2651592.8215224333,2895542.5516065788,0.0,0.0,47241276.72852861,-22634304.711902283,0.0,-15794004.563707128,-18678177.333426457,117908692.33343028,0.0,99230515.00000381
10.0,1,2014,100,2028458449.0000012,3028731445.999999,3137384053.9999976,108652607.99999857,3047922283.1915994,93672586.25696564,561346639.0999998,1.748585942,29110612.08000001,3.7523999999999997,33580.79999999999,30.2,48.6688873548825,4.2,0.0,0.0,1.8799999999999997,1.0,0.0,19740496.80853655,7233489.537683347,18665626.48851241,-20990980.05284637,7732724.543870607,15194928.123498917,-604788.4840791494,0.0,0.0,0.0,48202147.34385502,0.0,0.0,95173644.30903134,96034234.31641525,12618373.68358332,0.0,108652607.99999857
10.0,1,2015,100,2028458449.0000012,3137384053.9999976,3049980992.999996,-87403061.00000143,2871217839.6631265,-176704443.5284729,562540968.5000002,1.8840690440000003,29378317.829999972,2.7030000000000003,34173.339999999975,30.17,48.54740733212664,4.1,0.0,0.0,3.14,1.0,0.0,3489641.8508169837,-106596138.24310704,17517889.09463727,-136123031.28813317,-39138818.99236441,-1744034.9331671307,1380065.8211734516,-3097953.8786875275,0.0,0.0,83213512.67582855,0.0,0.0,-181098867.89300302,-181891023.42092866,94487962.42092723,0.0,-87403061.00000143
10.0,1,2016,100,2028458449.0000012,3049980992.999996,3072351667.999999,22370675.00000286,2900187060.840706,28969221.177579403,562018756.3000002,1.893895443,29437697.49999995,2.4255000000000004,35302.049999999996,29.88,48.876314767302794,4.5,0.0,0.0,5.62,1.0,0.0,-1481243.7246462833,-7443703.26254843,3748206.964605654,-41945595.21149156,-70307695.16312937,-16349913.046660636,-3629476.93296877,12076393.968753656,0.0,0.0,161266443.26521304,0.0,0.0,35933416.857127294,30772856.295709196,-8402181.295706335,0.0,22370675.00000286
10.0,1,2017,100,2028458449.0000012,3072351667.999999,3093336562.0000005,20984894.00000143,3120995421.711432,220808360.8707261,565251751.3000003,1.8978347699999998,29668394.669999976,2.6928000000000005,35945.81999999998,30.0,48.87518953199249,4.5,0.0,0.0,8.7,1.0,0.0,9231472.925001398,-3001062.105612182,14622849.093271371,41315231.530909084,-39591237.35346225,6841041.268501867,12515.462724362507,0.0,0.0,0.0,203025103.86808723,0.0,0.0,232455914.68942088,233916268.7088418,-212931374.70884037,0.0,20984894.00000143
10.0,1,2018,100,2028458449.0000012,3093336562.0000005,3028681761.0000014,-64654800.99999905,3157665144.2921085,36669722.580676556,560645667.8000007,1.9555512670000001,29807700.83999996,2.9199999999999995,36801.50000000002,30.01,48.766816695582534,4.6,0.0,0.0,12.31,1.0,1.0,-13210034.593281593,-43517467.109372206,8826573.192257972,33009240.218059976,-51790659.8970396,573395.6590339257,1213848.7103837125,3057479.0220851502,0.0,0.0,240924641.41886604,0.0,-130245774.77175048,48841241.849242896,36344748.469705395,-100999549.46970445,0.0,-64654800.999999054
