CLUSTER_APTA_FAV_UNFAV,RAIL_FLAG,Year,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,TSD_POP_EMP_PCT,JTW_HOME_PCT,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_NEW_YORK,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_HI_OPEX_FAV,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_MID_OPEX_FAV,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_LOW_OPEX_FAV,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_HI_OPEX_UNFAV,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_MID_OPEX_UNFAV,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_LOW_OPEX_UNFAV,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_NEW_YORK,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_HI_OPEX,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_MID_OPEX,BIKE_SHARE,scooter_flag_BUS,scooter_flag_RAIL,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_EMP_PCT_FAC,JTW_HOME_PCT_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_NEW_YORK_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_HI_OPEX_FAV_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_MID_OPEX_FAV_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_LOW_OPEX_FAV_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_HI_OPEX_UNFAV_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_MID_OPEX_UNFAV_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_LOW_OPEX_UNFAV_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_NEW_YORK_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_HI_OPEX_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_MID_OPEX_FAC,BIKE_SHARE_FAC,scooter_flag_BUS_FAC,scooter_flag_RAIL_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
10,0,2012,1201007994.0000014,1024067732.9999994,1032661299.000001,8593566.00000155,1113127418.919227,11387939.726356983,227959423.99999982,1.369100306,27909105.42000003,4.109300000000001,33963.31,31.51,0.4784986741314156,4.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1736848.2338605493,7297712.241915246,2424728.946180484,1462796.3853341423,1350873.3923685823,2175148.194601935,-314382.40582888626,-715920.0690565002,-1377653.7325209456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10566454.719133507,10585099.144903708,-1991533.1449021585,0.0,8593566.00000155
10,0,2013,1201007994.0000014,1032661299.000001,1031511812.0000011,-1149486.9999998808,1065998983.0648295,-47128435.854397416,232024741.20000002,1.631481463,28818049.080000035,3.9420000000000006,33700.32,29.93,0.47824852127743284,4.2,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12907087.476460265,-43707649.29156113,9651153.790669624,-5697209.576448851,1956503.3157157914,-16354344.912820654,-5953.598801056752,-361027.0007033848,-2221845.8989688572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386925.9496459801,0.0,0.0,-43446359.74681228,-43721600.027149945,42572113.027150065,0.0,-1149486.9999998808
10,0,2014,1201007994.0000014,1031511812.0000011,1020949725.9999985,-10562086.000002623,1062858323.5123487,-3140659.552480817,232003465.0999997,1.627628074,29110612.08000001,3.7523999999999997,33580.79999999999,30.2,0.47765666406466095,4.2,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-66468.40857563753,622560.3978482686,3028706.8033418586,-6683860.459764124,892761.1901663844,2817802.410217659,-14070.37401294346,0.0,-3604055.0985414153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3006623.539319949,-3039053.0172369,-7523032.982765723,0.0,-10562086.000002623
10,0,2015,1201007994.0000014,1020949725.9999985,997331165.7000012,-23618560.29999721,1009927068.0384552,-52931255.473893404,232760764.6000004,1.681151878,29378317.829999972,2.7030000000000003,34173.339999999975,30.169999999999998,0.4761334707878422,4.1,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2340693.297590683,-8441414.654783064,2716346.3107825145,-41464390.36969268,-4339085.696210862,-309413.92048468295,-35840.09909671501,357057.36736161436,-2059495.6928160107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51235543.45734921,-50844171.39842773,27225611.09843052,0.0,-23618560.29999721
10,0,2016,1201007994.0000014,997331165.7000012,999255569.6999992,1924403.9999979734,976159408.6906773,-33767659.34777796,232107589.3,1.687565261,29437697.49999995,2.4255,35302.049999999996,29.879999999999995,0.476654671743657,4.5,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1967515.381365501,-980591.6861209271,584689.9276039653,-12826472.200686958,-7860274.901201421,-2917973.4909704104,11980.216217414745,-1393969.9377611761,-6423650.844043649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33773778.29832866,-33346506.026114,35270910.026111975,0.0,1924403.9999979772
10,0,2017,1201007994.0000014,999255569.6999992,942661585.6000004,-56593984.09999883,969115965.9729799,-7043442.717697382,230935447.4000001,1.7337943710000001,29668394.669999976,2.6928000000000005,35945.81999999998,30.000000000000004,0.4760526680590649,4.5,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3548717.692346785,-6992235.402290365,2266718.229801121,12554772.281579264,-4387510.483702345,1212275.0972808034,-13864.051659985169,0.0,-8171996.289910463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7080558.311248755,-7210092.227623345,-49383891.87237549,0.0,-56593984.09999883
10,0,2018,1201007994.0000014,942661585.6000004,935808062.5999997,-6853523.000000715,914075926.5582087,-55040039.4147712,230662401.5,1.7232403280000002,29807700.83999996,2.9199999999999995,36801.50000000002,30.010000000000005,0.4762733241438135,4.6,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-783347.8535614379,1502484.2121415331,1282615.300935055,9399314.782803793,-5384597.616369976,95248.4253383173,4793.9144052771935,-329562.35045994964,-13856087.726072833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45734902.246094756,0.0,-53804041.15693498,-53537587.500298545,46684064.50029783,0.0,-6853523.000000715
10,1,2002,2028458449.0000012,0.0,2028458449.0000012,0.0,2145953964.1263585,0.0,474570591.5000003,1.761002458,25697520.38999998,1.9740000000000002,42439.07499999996,31.71,0.5000266149251159,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2028458449.0000012,2028458449.0000012
10,1,2003,2028458449.0000012,2028458449.0000012,1999850729.9999993,-28607719.000001907,2232923085.563098,86969121.43673944,503552796.7000007,1.9292153140000003,26042245.26999999,2.2467999999999995,41148.63500000003,31.36,0.49949664564947777,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86281015.44691034,-48796836.670695625,7860994.628509129,29799211.72497422,15309382.375508675,-7160552.7043932015,-24776.023831843366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83268438.77698168,82207378.22410879,-110815097.2241107,0.0,-28607719.000001907
10,1,2004,2028458449.0000012,1999850729.9999993,2115153451.9999995,115302722.00000024,2362293294.0680084,129370208.50491047,521860484.00000006,1.9019918869999999,26563773.749999993,2.5669,39531.590000000004,31.0,0.49415983310371747,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50821376.62336494,7703102.575633264,11543071.43244174,31492605.3699504,19618229.600171927,-7260901.415070664,-245963.2793587667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113671520.90713283,115866555.18568976,-563833.1856895238,0.0,115302722.00000024
10,1,2005,2028458449.0000012,2115153451.9999995,2507212522.9999957,392059070.9999962,2568219677.0290403,205926382.9610319,527998936.70000035,1.608699594,27081157.49999996,3.0314999999999994,38116.91999999998,30.68,0.49018125488386655,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17452902.037606243,94853475.72669978,11876061.618397726,43476839.618513376,18852431.24859047,-6827630.763684519,-193939.96989176047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179490139.51623133,184382650.9060736,207676420.0939226,0.0,392059070.9999962
10,1,2006,2028458449.0000012,2507212522.9999957,2603647774.9999986,96435252.00000286,2688673023.7691464,120453346.7401061,539962610.0999992,1.587646779,27655014.75000005,3.3499999999999996,36028.75000000002,30.18,0.4929711633644897,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39787722.51497342,8378684.054842404,15306484.274675185,31880555.680573147,34633397.397152334,-12634110.622310936,161217.62598693176,-1752778.3610046427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115761172.56488785,117592019.90595143,-21156767.905948564,0.0,96435252.00000286
10,1,2007,2028458449.0000012,2603647774.9999986,2751026060.0000033,147378285.00000477,2735779657.2989063,47106633.529759884,543107372.7999997,1.523935495,27714120.0,3.4605999999999995,36660.58,30.4,0.48830547590354056,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10646544.256138952,26862228.6371959,1613956.8129347907,10885596.380029686,-10998417.585327473,5793856.5012255395,-279957.4179329598,910575.3166913781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45434382.90095581,45616956.94984962,101761328.05015515,0.0,147378285.00000477
10,1,2008,2028458449.0000012,2751026060.0000033,2818659238.999998,67633178.99999475,2829593907.6578245,93814250.35891819,558408346.8999993,1.5489328799999997,27956797.669999957,3.9195,36716.94000000002,30.42,0.4869838849421918,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54238151.25208979,-11140480.179674529,6970519.3429784505,45131696.4888096,-1028840.3595157599,555966.5151266024,-83792.00912574513,-961781.6492788407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93681439.40140958,94337073.83860086,-26703894.838606104,0.0,67633178.99999475
10,1,2009,2028458449.0000012,2818659238.999998,2717269399.9999986,-101389838.99999952,2711885178.8236346,-117708728.83418989,562176551.3,1.632493051,27734538.00000004,2.8430999999999997,35494.290000000015,30.61,0.4847560720404118,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13352665.802851634,-37187334.00506536,-6522762.090202809,-113316647.30954382,23339937.257974025,5416180.82891782,-144719.68024281363,-1970509.0317806373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117033188.22709195,-117253855.80649047,15864016.806490943,0.0,-101389838.99999952
10,1,2010,2028458449.0000012,2717269399.9999986,2812782058.0000014,95512658.00000286,2737076631.2172127,25191452.393578053,552453534.0999991,1.6339541180000001,27553600.74999996,3.2889999999999997,35213.00000000003,30.93,0.49441012262664735,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33110210.249575187,-620699.0039352155,-5157442.642152171,50022067.99204979,5269529.994717518,8799641.858856138,604655.5420576269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25807543.492018506,25241467.9150684,70271190.08493446,0.0,95512658.00000286
10,1,2011,2028458449.0000012,2812782058.0000014,2875478446.9999957,62696388.99999428,2769053550.5943003,31976919.377087593,542784230.6000009,1.7392984160000005,27682634.670000013,4.0656,34147.68000000002,31.299999999999997,0.4918209606109254,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34685660.987738326,-45051539.92331428,3817049.7679021508,78871321.3280517,21119718.512183156,10534887.225454029,-167841.675495478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34437934.24704295,32861376.283054642,29835012.716939636,0.0,62696388.99999428
10,1,2012,2028458449.0000012,2875478446.9999957,2929500930.999995,54022483.99999952,2825631142.844509,56577592.250208855,542311539.3999997,1.6964752680000004,27909105.42000003,4.109300000000001,33963.31,31.51,0.47849867413141567,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1759924.6703935994,18715065.744159795,6808393.234043043,4107384.05559921,3793115.6301568863,6107595.768383438,-882753.9458046461,-2010231.0247741358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23458413.917147983,0.0,0.0,0.0,0.0,0.0,58337058.70851797,58752076.88334995,-4729592.8833504245,0.0,54022483.99999952
10,1,2013,2028458449.0000012,2929500930.999995,3028731445.999999,99230515.00000381,2851131557.804388,25500414.95987892,554417452.2000009,1.7577276439999996,28818049.080000035,3.942,33700.32,29.93,0.47824852127743284,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,1.0,0.0,0.0,45802596.352862194,-26967608.14955859,27378835.676682767,-16162105.401326735,5550298.33154809,-46394755.66131689,-16889.442111741417,-1024177.9523459227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38332099.50215483,0.0,0.0,1097649.2784358282,0.0,0.0,27595942.53502384,26437806.48972077,72792708.51028305,0.0,99230515.00000381
10,1,2014,2028458449.0000012,3028731445.999999,3137384053.9999976,108652607.99999857,2941579931.740601,90448373.93621302,561346639.0999998,1.748585942,29110612.08000001,3.7523999999999997,33580.79999999999,30.2,0.47765666406466095,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,1.0,0.0,0.0,26550967.23904546,4143522.821138777,8892907.894297203,-19625192.96401774,2621331.0007402133,8273649.093647803,-41313.52034384944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64662491.68586467,0.0,0.0,0.0,0.0,0.0,95478363.25037253,96082495.25712377,12570112.742874801,0.0,108652607.99999857
10,1,2015,2028458449.0000012,3137384053.9999976,3049980992.999996,-87403061.00000143,2800408150.8260975,-141171780.91450357,562540968.5000002,1.8840690440000003,29378317.829999972,2.7030000000000003,34173.339999999975,30.17,0.47613347078784213,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,1.0,0.0,0.0,4689222.79790357,-61542372.721402586,8347346.968768172,-127420296.84888233,-13334033.915232627,-950830.6584473964,-110136.81921475295,1097239.2295088875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38470791.8392381,0.0,0.0,0.0,0.0,0.0,-150753070.12776098,-150568777.52557424,63165716.52557281,0.0,-87403061.00000143
10,1,2016,2028458449.0000012,3049980992.999996,3072351667.999999,22370675.00000286,2835234548.5021462,34826397.676048756,562018756.3000002,1.893895443,29437697.49999995,2.4255000000000004,35302.049999999996,29.88,0.476654671743657,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,1.0,0.0,0.0,-1989882.203144125,-4268335.588632565,1788065.215769117,-39225181.93029732,-24037842.06582248,-8923579.239891779,36637.210398914176,-4262958.946039652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121299117.88339332,0.0,0.0,0.0,0.0,0.0,40416040.33573343,37930132.05424149,-15559457.054238632,0.0,22370675.00000286
10,1,2017,2028458449.0000012,3072351667.999999,3093336562.0000005,20984894.00000143,3024384477.5731487,189149929.07100248,565251751.3000003,1.8978347699999998,29668394.669999976,2.6928000000000005,35945.81999999998,30.0,0.4760526680590649,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,1.0,0.0,0.0,12408862.983114544,-1720317.5910456602,6969343.724855383,38601411.621103756,-13490017.530767828,3727310.139811113,-42626.97505462163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156109946.3404371,0.0,0.0,0.0,0.0,0.0,202563912.71245378,204968968.22535878,-183984074.22535735,0.0,20984894.00000143
10,1,2018,2028458449.0000012,3093336562.0000005,3028681761.0000014,-64654800.99999905,3296191374.801973,271806897.22882414,560645667.8000007,1.9555512670000001,29807700.83999996,2.9199999999999995,36801.50000000002,30.01,0.47627332414381346,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,0.0,0.0,1.0,0.0,1.0,-17734627.892983973,-25015982.60376289,4208891.998964508,30843777.363525197,-17669514.630506113,312556.9568896879,15731.192329751835,-1081456.2550435804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289197762.4005724,0.0,0.0,0.0,0.0,16268536.106655775,279345674.6366408,278003745.6336808,-342658546.63367987,0.0,-64654800.99999905
11,0,2002,1488523797.1999989,0.0,1488523797.1999989,0.0,1356991745.1281435,0.0,88556700.0050111,0.9232603282886741,11813820.556315793,2.024247723875623,39493.89098548215,10.784078330956762,0.6777804863939139,3.927872809415639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1488523797.1999989,1488523797.1999989
