CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,TSD_POP_EMP_PCT,JTW_HOME_PCT,PER_CAPITA_TNC_TRIPS_HINY_BUS,PER_CAPITA_TNC_TRIPS_MID_OPEX_BUS,PER_CAPITA_TNC_TRIPS_LOW_OPEX_BUS,PER_CAPITA_TNC_TRIPS_HINY_RAIL,PER_CAPITA_TNC_TRIPS_MIDLOW_RAIL,BIKE_SHARE,scooter_flag,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_EMP_PCT_FAC,JTW_HOME_PCT_FAC,PER_CAPITA_TNC_TRIPS_HINY_BUS_FAC,PER_CAPITA_TNC_TRIPS_MID_OPEX_BUS_FAC,PER_CAPITA_TNC_TRIPS_LOW_OPEX_BUS_FAC,PER_CAPITA_TNC_TRIPS_HINY_RAIL_FAC,PER_CAPITA_TNC_TRIPS_MIDLOW_RAIL_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
1.0,0,2012,190,2193562244.1899986,2507911504.070001,2541057031.46,33145527.389999144,2520559227.556195,-13515002.098608736,65708211.55913587,1.0460835359221425,10440391.715196365,4.152068866865802,31831.891723648878,9.84589942131502,0.5802282108030529,5.000980603267903,0.40331625125061626,0.0,0.0,0.0,0.0,0.1079064233791115,0.0,-25003155.62757369,719941.010882631,8552586.21128734,4894514.183346085,5833582.596738794,-1969173.173704322,-3996861.745697516,36810.66842564745,-662956.4614915511,0.0,0.0,0.0,0.0,-648371.8502057588,0.0,-12243084.187992344,-12361977.535804693,45507504.92580384,0.0,33145527.389999144
1.0,0,2013,190,2193562244.1899986,2541057031.46,2538567549.7399993,-2489481.7200006917,2510041063.695207,-10518163.860987604,66448570.79247934,1.0569669208243664,10550178.297198495,3.973380534207576,32053.460561380783,9.580293094819945,0.5799363603738285,4.9929585384162625,1.3347432986609147,0.0,0.0,0.0,0.0,0.1079064233791115,0.0,27836545.475313146,-14624207.971108299,8002899.984212726,-18963116.291937098,-5742612.874426283,-4611821.677125004,57882.63995871492,600.8458081820463,-1549295.6696701495,0.0,0.0,0.0,0.0,0.0,0.0,-9593125.538974062,-9690026.068764308,7200544.348763617,0.0,-2489481.7200006917
1.0,0,2014,190,2193562244.1899986,2538567549.7399993,2510923486.29,-27644063.449999895,2478341771.875169,-31699291.82003884,66503157.37563392,1.063798750111046,10694228.534845255,3.7653317485830504,32381.828916036604,9.534605877848398,0.5790705049099684,5.128215287689661,2.4621151106142016,0.0,0.0,0.0,0.0,0.39293126461896893,0.0,5144097.024392848,-4038384.5476557193,9498894.673625167,-23632868.0780007,-8351283.29657943,-1137086.7835250855,-1122179.0497492622,58499.99313192443,-1847493.3596958225,0.0,0.0,0.0,0.0,-7009497.927611519,0.0,-32437301.3516676,-32165942.33848387,4521878.888483981,0.0,-27644063.449999895
1.0,0,2015,190,2193562244.1899986,2510923486.29,2445688116.9100003,-65235369.37999947,2339465622.5054073,-138876149.36976105,67453614.32246873,1.082965348548995,10810259.969168339,2.8846589588927007,33594.87326518675,9.352125017557421,0.5797954387930206,5.304272597908641,4.119190270368846,0.0,0.0,0.0,0.0,0.6821694353389811,0.0,29380369.855749976,-24264066.174848866,8198466.984719151,-114002244.0980857,-32249080.703704454,-2274957.5456294413,809749.8835918478,48048.07721758452,-2688107.7955041393,0.0,0.0,0.0,0.0,-5995388.259684809,0.0,-143037209.77617884,-142108827.43025848,76873458.050259,0.0,-65235369.37999947
1.0,0,2016,190,2193562244.1899986,2445688116.9100003,2323506881.359999,-122181235.55000073,2273981339.815508,-65484282.68989985,68339494.41992667,1.1086956388619316,10890180.377762819,2.535986226448456,34373.06087729876,9.209884967663228,0.5790752590172076,5.7183262327082245,7.371594779718452,0.0,0.0,0.0,0.0,0.9801904998068357,0.0,28157747.439682133,-19275934.468224633,6180873.149583411,-48092763.709785745,-20759137.958639637,-2295784.295905337,-750034.4255162633,150994.81143435705,-5137574.556175718,0.0,0.0,0.0,0.0,-5815929.364953535,0.0,-67637543.37850095,-67148754.42709267,-55032481.122908056,0.0,-122181235.55000073
1.0,0,2017,190,2193562244.1899986,2323506881.359999,2230802098.420001,-92704782.9399985,2326585821.9867587,52604482.17125136,68492282.10627785,1.0696918075014683,10995119.4420081,2.7597624135642707,35098.51557919436,9.122660747024597,0.5772732049078976,5.88306527487953,11.407379827209631,0.0,0.0,0.0,0.0,0.9801904998068357,0.0,14419083.81952266,29655902.475775268,7176216.483899131,31247241.45997371,-20527047.361096263,-2396630.508597643,-1564542.4998704183,55676.48777579215,-6044318.642128534,0.0,0.0,0.0,0.0,0.0,0.0,52021581.71525371,52379437.28835388,-145084220.2283524,0.0,-92704782.9399985
1.0,0,2018,190,2193562244.1899986,2230802098.420001,2176386602.559999,-54415495.86000177,2326599450.119965,13628.13320639357,68599742.03424123,1.0371709041946968,11067475.505472613,3.0752085365548947,35926.598041289544,9.02644913542794,0.5786719707452249,6.110132965207904,16.128389637840563,0.0,0.0,0.0,0.0,1.0,0.4661838101009116,11072346.059401687,24361717.644682225,5555753.2985879,38380801.743198305,-20875396.487652898,-2187992.4094756064,1187863.526770218,74818.70685930358,-6780170.843643224,0.0,0.0,0.0,0.0,-279434.75941990735,-51369922.539324075,-859616.0600160812,-2108514.861942691,-52306980.99805908,0.0,-54415495.86000177
1.0,1,2002,150,1069915403.6549995,0.0,1069915403.6549995,0.0,916955630.6408703,0.0,50740292.21743832,1.7132453925100735,8927514.051883135,1.949940969517053,43176.306881082004,11.157892424809805,0.5151648635828494,3.9475414957497903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069915403.6549995,1069915403.6549995
1.0,1,2003,150,1069915403.6549995,1069915403.6549995,1280048422.5410004,-8072855.01399936,1225740200.9428494,84776201.79358894,55154282.01802548,1.7044660506167681,9071937.991237985,2.226216353111717,42308.368744748106,10.988696350111722,0.51313382288538,3.9475414957497903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66558193.692796126,1225917.6524046147,4853380.785469956,21005490.101872034,8662247.607224297,-1291464.193566327,-847978.9441700147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100165786.70203069,102365494.49167994,-110438349.50567928,0.0,-8072855.01399936
1.0,1,2004,160,1077611290.6549995,1280048422.5410004,1353575032.9800003,65830723.439000234,1309378515.5210526,76142067.54403272,55263206.73393591,1.706383294131811,9242271.362888057,2.5518910683608502,41030.5670729212,10.794680348457629,0.5099566318642785,3.940060355705126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23030976.034577526,10788881.74789976,7284382.860664942,27130811.889990404,15962234.533317812,-849419.250402245,-744568.7417759465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82603299.07427225,85737558.57154521,-19906835.132544972,7695887.0000000065,73526610.43900023
1.0,1,2005,180,1119130613.6549995,1353575032.9800003,1433053203.5989985,37958847.618998334,1393059260.3554637,43468082.19046301,54028360.39416022,1.6956620198145838,9248942.389695173,3.021953290452779,39892.89094194201,10.446193998783242,0.5110233446535176,3.9587157425717208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2723267.5752002886,-8011985.52201196,7929703.709246768,36678180.00654988,15523771.634897366,-968007.5588565926,-812430.9377163303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47615963.75690885,48023274.80650312,-10064427.187504794,41519322.99999996,79478170.61899829
1.0,1,2006,180,1119130613.6549995,1433053203.5989985,1493228483.3160005,60175279.71700171,1474858021.0871227,81798760.73165892,56052606.43692524,1.7718228541615237,9504547.658474248,3.3087203668259746,38228.97028969822,10.313201742091476,0.5090688854215896,4.261813319039653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49397161.13352306,-20340390.45400536,10732196.45052489,22208417.46652438,25508896.938881077,-681670.5223359031,-1187965.663392412,53698.7002210647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85690344.04994078,86707042.0748327,-26531762.357831,0.0,60175279.71700171
1.0,1,2007,180,1119130613.6549995,1493228483.3160005,1522929524.6890004,29701041.372999795,1545600387.2004595,70742366.11333685,60015922.49143932,1.7149081592791167,9569650.128342526,3.4804285654891243,38847.13296548714,10.089734222864166,0.5029243499407214,4.4118228256806304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72971255.5091551,6302126.345128732,3064534.5100753205,12202239.14643617,-7581398.397247611,-1616028.420249781,-2873735.975180821,45081.51513126407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82514074.23324837,81782961.1310533,-52081919.7580535,0.0,29701041.372999795
1.0,1,2008,180,1119130613.6549995,1522929524.6890004,1598394722.8410003,75465198.15200022,1595834936.8410778,50234549.64061815,61335958.596289076,1.7542765156421594,9612313.064560339,3.9133297615681544,38780.348703267206,10.262226642961638,0.5084114325114458,4.533894267311853,0.0,0.0,0.0,0.0,0.0,0.22085217702407886,0.0,36886900.35959661,-21544786.282201093,2571513.4577902667,31194652.025948547,557653.9819146113,1565648.18992316,2277848.903445796,17993.636993551798,0.0,0.0,0.0,0.0,0.0,-2756071.2754656933,0.0,50771352.99794575,50437151.745801136,25028046.406199068,0.0,75465198.15200022
1.0,1,2009,190,1130478954.6549995,1598394722.8410003,1579728635.7830002,-30014428.058000095,1520888260.2680302,-91883630.41882268,60409172.31291053,1.8584606115959221,9526119.875993827,2.856067915950392,36999.02384942472,10.413560182811203,0.508833753773642,4.703335866860919,0.0,0.0,0.0,0.0,0.0,0.21863514697222222,0.0,10018451.912032388,-47356860.228014365,-841570.2332208604,-83019853.3978716,27094227.544290528,1512975.6506165187,340883.36297114176,39600.112627747425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92212145.27656849,-92506790.3104594,62492362.25245929,11348341.000000006,-18666087.058000095
1.0,1,2010,190,1130478954.6549995,1579728635.7830002,1584263531.962,4534896.178999625,1652149674.4153936,131261414.14736304,60255839.483777255,1.8734898923527579,9530398.648130978,3.3077109386909633,36063.126095495856,10.568447594625088,0.6146002428600754,4.960240170430224,0.0,0.0,0.0,0.0,0.0,0.23484507391030698,0.0,53816996.796909094,-1338479.873887611,1145285.925093479,39249266.97492453,14806614.330447106,3146865.3958597165,61510416.64324423,51928.70178743779,0.0,0.0,0.0,0.0,0.0,-287905.209912008,0.0,172100989.68446594,170393989.13226238,-165859092.95326275,0.0,4534896.178999621
1.0,1,2011,190,1130478954.6549995,1584263531.962,1649966415.230001,65702883.268000945,1726265200.7411976,74115526.32580407,60471383.923604265,1.920381012867714,9620539.333064929,4.04736307401896,35547.95889618894,10.935145595557673,0.6114383488847667,4.861583701425425,0.0,0.0,0.0,0.0,0.0,0.23484507391030698,0.0,6626021.884171093,-6055664.786930084,4268629.06910204,56640763.651405245,10319423.04196278,3384302.051587593,-2071625.7422065593,-8728.482876976595,0.0,0.0,0.0,0.0,0.0,-2301216.990430471,0.0,70801903.69578466,71558247.32525234,-5855364.057251371,0.0,65702883.268000945
1.0,1,2012,190,1130478954.6549995,1649966415.230001,1684310468.9199998,34344053.68999935,1775749696.7804701,49484496.039272636,62544163.99594269,1.9432487627184813,9731480.262162069,4.075496151370587,35229.19588477933,10.8607153020986,0.6063739627876239,4.989958317132702,0.0,0.0,0.0,0.47939053826718037,0.0,0.24165270793861907,0.0,40982680.44676623,-3819047.4244921994,5415031.210632219,2091342.3975953166,5869558.450942164,-1330442.2994206864,-2867262.3337037438,14136.466543402928,0.0,0.0,0.0,2263758.8217269806,0.0,-104600.62226703428,0.0,48515155.11432265,49400535.7947904,-15056482.104791045,0.0,34344053.68999935
1.0,1,2013,190,1130478954.6549995,1684310468.9199998,1692923428.0300004,8612959.110000275,1748849131.4107528,-26900565.369717345,64149944.8983579,2.047111686412293,9831671.86094711,3.914481509920982,35423.164633613036,10.495174327331243,0.6073965158456529,4.971745753716531,0.0,0.0,0.0,1.5644317104608099,0.0,0.24165270793861907,0.0,38175144.08450806,-50786086.19850504,4906291.877811822,-11723836.67187671,-5600195.81576225,-4009197.245476053,550457.0762754317,723.1144025162095,0.0,0.0,0.0,5251135.4177238075,0.0,0.0,0.0,-23235564.36089841,-24089074.95830491,32702034.068305183,0.0,8612959.110000273
1.0,1,2014,190,1130478954.6549995,1692923428.0300004,1741056553.210001,48133125.180000454,1799829255.9007986,50980124.49004605,66334626.90435627,2.009804757242879,9944286.104605619,3.7062733072537286,35472.47246979451,10.415881677278271,0.6056350353107258,5.1626358429116515,0.0,0.0,0.0,2.717632114134308,0.0,0.5145053012380086,0.0,52711671.40345372,10140959.020077474,5789523.299569849,-16079932.634430587,-3385031.1468003225,-453056.63799082633,-847827.3062643358,58546.543665718775,0.0,0.0,0.0,5609163.800524705,0.0,-3917497.59695488,0.0,49626518.74485053,50044890.92032823,-1911765.7403277643,0.0,48133125.180000454
1.0,1,2015,190,1130478954.6549995,1741056553.210001,1722971062.7099998,-18085490.50000111,1680526387.097167,-119302868.80363175,67341929.9462265,2.148008534321956,10044532.471716082,2.752270756030396,36492.93496008474,10.408388655963272,0.6068417565848736,5.2243917667142385,0.0,0.0,0.0,4.545996945073912,0.0,0.8840597136927688,0.0,26496207.71456742,-49696467.162972525,5361613.11314165,-85652844.79433176,-19600932.295457266,-148844.786414681,707348.5195379959,7744.2496619150015,0.0,0.0,0.0,9096855.373371987,0.0,-5014197.022113329,0.0,-118443517.0910086,-117225769.91154808,99140279.41154698,0.0,-18085490.50000111
1.0,1,2016,190,1130478954.6549995,1722971062.7099998,1698078950.2549999,-24892112.455000028,1666391553.1184409,-14134833.978726342,67431393.70482679,2.1979585764538503,10119272.318804469,2.44468026069309,37241.745014053624,10.322024178268455,0.6061165968457632,5.771091100105375,0.0,0.0,0.0,8.136046888646948,0.0,0.9939071163433537,0.0,33624686.892604806,-15843462.281024965,4038889.958200581,-31870057.8345683,-14319359.411305023,-1220951.9093894528,-336077.0299274146,122277.0576824656,0.0,0.0,0.0,17608780.29854732,0.0,-1806645.8669729242,0.0,-10001920.126152921,-11238581.541335968,-13653530.913664054,0.0,-24892112.455000028
1.0,1,2017,190,1130478954.6549995,1698078950.2549999,1666633095.772,-31445854.482999638,1754368726.5067642,87977173.38832334,69637255.9026267,2.122189070717875,10218716.437680818,2.659700612011849,38015.12624524307,10.167529453104075,0.6042164559220449,5.931123528949761,0.0,0.0,0.0,12.590584836242892,0.0,0.9939071163433537,0.0,42590740.04056029,12079096.14836017,4941898.086316741,22661711.676182203,-14484686.509738717,-2022331.5949874842,-1111979.2204458255,36174.85870478951,0.0,0.0,0.0,21517606.460188054,0.0,0.0,0.0,86208229.94514021,87464108.18324241,-118909962.66624205,0.0,-31445854.482999638
1.0,1,2018,190,1130478954.6549995,1666633095.772,1636184633.7979994,-30448461.974000704,1773295102.549789,18926376.04302497,70621306.11045395,2.0770714924310716,10291699.890126606,2.932987369950005,38881.04174727562,10.033631511663454,0.6056888876574013,6.1878226839308335,0.0,0.0,0.0,17.801302336627796,0.0,1.0,0.5721921811736921,15897654.950434458,832299.3253908847,4312233.427397946,27126547.134417996,-15309303.635971688,-1735084.9464735258,811011.7828142201,56205.46070994834,0.0,0.0,0.0,24676912.203591518,0.0,-83932.74483989201,-42641421.60979078,13943121.347681085,13154660.41562968,-43603122.38963039,0.0,-30448461.974000707
2.0,0,2002,1277,716601041.5500001,0.0,716601041.5500001,0.0,679778538.1820304,0.0,12921809.225754121,0.9265608006994717,2346630.870219137,1.9428280696755456,35879.874949387886,7.618786355027986,0.3473982820541084,3.29821515184609,0.0,0.0,0.0,0.0,0.0,0.04582597302533881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716601041.5500001,716601041.5500001
2.0,0,2003,1300,751607226.5500001,716601041.5500001,766221503.0,14614276.449999947,747828684.8306643,33156786.951076783,13023762.821253397,0.8887945552524578,2376620.5486353245,2.1993042097400486,35231.701758392745,7.558900264905315,0.3494206407440317,3.3774759587147556,0.0,0.0,0.0,0.0,0.0,0.04369162355015677,0.0,90596111.98818345,-869785.3978929934,4722380.347590741,13470784.049627515,5976248.487457224,-20061.82509984225,-695234.3204581487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113180443.32940802,109974503.69855732,-95360227.24855731,35006185.000000015,49620461.44999996
2.0,0,2004,1412,779182420.526,766221503.0,821754709.4249997,12548484.398999898,820661616.9997288,32977797.77155268,12490295.259922776,0.8741107602825616,2382238.3676382285,2.522633710195958,34226.66765952115,7.483204653981879,0.3456338249181941,3.406726684692093,0.0,0.0,0.0,0.0,0.0,0.04214538102365237,0.0,-1511912.9334898773,5555235.316973196,5731928.634306286,16027142.293199394,9309766.059208523,-135814.18406149038,-1437811.1792283517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33538534.006907683,33889411.97938053,-21340927.580380626,27575193.976000004,40123678.3749999
2.0,0,2005,1436,793080512.526,821754709.4249997,865428810.8469998,29776009.422000274,879089536.8793641,43295611.702103116,12342011.588837638,0.8755391915604026,2450029.0708755977,2.9824909646100983,33262.76936261265,7.439111302714885,0.34160851911506473,3.4153708990045324,0.0,0.0,0.0,0.0,0.0,0.04140681744329636,0.0,2640351.905687467,-258659.13539842004,6093653.579951342,22402087.015122652,9170668.933518978,-94390.61792908677,-972888.2488013416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38980823.432151586,39415893.22154963,-9639883.799549354,13898091.99999999,43674101.42200027
2.0,0,2006,1460,808827776.526,865428810.8469998,924480280.711,43304205.863999866,945440376.5321631,49418737.77062861,12279021.846773548,0.8706919628275306,2506857.9969587964,3.2645274397431434,31781.102153248587,7.485213931727038,0.33671234504120334,3.5740143665383566,0.0,0.0,0.0,0.0,0.0,0.04060065807958115,0.0,5535258.716546008,6539331.396862495,7367296.271138919,13149045.178569673,15225208.19462946,132332.01606426304,-72166.87432228848,24477.509360524506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47900782.408849075,49770707.302607305,-6466501.438607452,15747264.000000026,59051469.86399991
2.0,0,2007,1481,817516044.525,924480280.711,935975878.3059999,2807329.595999997,950283416.0133414,-3871455.885285701,12225381.908321247,0.901633422182041,2523501.914636921,3.452319389884273,32076.60823038756,7.359877591043182,0.3352324372729258,3.742042409589003,0.0,0.0,0.0,0.0,0.0,0.040169168813170335,0.0,8083388.010564468,-12910552.498235501,3063307.564327474,8712673.882487597,-4183524.4918172294,-628171.1135456555,-1110182.7255432252,24550.684763297915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1051489.3130012238,954308.179551582,1853021.4164484143,8688267.999000002,11495597.595
2.0,0,2008,1481,817516044.525,935975878.3059999,1000258290.0760002,64282411.77000034,989333231.1878072,39049815.174465865,12377372.591879634,0.9023544136520261,2528704.5502952277,3.861951902719419,31868.58710448157,7.565198494197716,0.3350831941891649,3.823323422302224,0.0,0.0,0.0,0.0,0.0,0.040169168813170335,0.0,12903153.418387359,2104742.595568598,1383501.0858626526,18353153.490707938,2604612.998667991,1231911.8736643603,-160314.533176126,4871.461476130058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38425632.39115889,39427841.29419175,24854570.475808594,0.0,64282411.77000034
2.0,0,2009,1481,817516044.525,1000258290.0760002,920270696.6029997,-79987593.4730007,908422638.3352733,-80910592.85253409,12043607.603967562,1.0205918646576624,2509591.1162964962,2.806714048350429,30230.28523436661,7.660768330939886,0.33891955312367217,4.007699499426532,0.0,0.0,0.0,0.0,0.0,0.040169168813170335,0.0,-11247228.940346384,-40884282.970509894,-1290948.6038544413,-52050566.608837634,20238480.02794624,596222.9521278965,1617296.6233445439,29911.481994739985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-82991116.0381349,-81161833.4398947,1174239.9668939966,0.0,-79987593.4730007
