CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,TSD_POP_EMP_PCT,JTW_HOME_PCT,PER_CAPITA_TNC_TRIPS_HINY_BUS,PER_CAPITA_TNC_TRIPS_MID_OPEX_BUS,PER_CAPITA_TNC_TRIPS_LOW_OPEX_BUS,PER_CAPITA_TNC_TRIPS_HINY_RAIL,PER_CAPITA_TNC_TRIPS_MIDLOW_RAIL,BIKE_SHARE,scooter_flag,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_EMP_PCT_FAC,JTW_HOME_PCT_FAC,PER_CAPITA_TNC_TRIPS_HINY_BUS_FAC,PER_CAPITA_TNC_TRIPS_MID_OPEX_BUS_FAC,PER_CAPITA_TNC_TRIPS_LOW_OPEX_BUS_FAC,PER_CAPITA_TNC_TRIPS_HINY_RAIL_FAC,PER_CAPITA_TNC_TRIPS_MIDLOW_RAIL_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
2.0,0,2010,1481,817516044.525,920270696.6029997,907648628.1219997,-12622068.480999615,931387134.1985505,22964495.86327727,11760667.306624614,1.020667049932539,2529031.3132322147,3.26646526405466,29701.769478966893,7.898503981826806,0.3395187178402371,4.019726434479791,0.0,0.0,0.0,0.0,0.0,0.040169168813170335,0.0,-10912411.948505519,1184702.4624852662,2316316.515243603,23126328.51628952,5993086.267732626,1714732.5162922973,182390.73400837224,23.042869215072372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23605168.10641538,24025627.660643976,-36647696.141643606,0.0,-12622068.480999615
2.0,0,2011,1481,817516044.525,907648628.1219997,945083424.94,37434796.817999944,967662093.8322353,36274959.63368507,11557097.614634173,1.00405809754996,2549104.610907506,4.0077386285476,29130.94666067262,8.165760085170849,0.33246385730717354,4.136261432654846,0.0,0.0,0.0,0.0,0.0,0.05336893788469955,0.0,-10082920.513708942,4748262.131820971,1867362.5800602601,32297993.420226872,6948464.7489072615,1633954.0494777283,-2518555.716828389,16021.801398910151,0.0,0.0,0.0,0.0,0.0,-131741.2354322507,0.0,34778841.265922435,34763014.572516784,2671782.24548317,0.0,37434796.817999944
2.0,0,2012,1481,817516044.525,945083424.94,970216035.344,25132610.40399974,963998834.5239881,-3663259.30824731,11357279.463051086,0.9938757910855052,2575775.415496194,4.0209335601994125,28910.46236638871,8.190364423009063,0.318636126257922,4.124422516735681,0.0,0.0,0.0,0.0,0.0,0.09119436146763003,0.0,-5957422.877366541,210418.2194781358,2539386.410724261,649969.4874403578,3607283.110590014,231556.89316140278,-4635576.782147242,-1316.6027405974257,0.0,0.0,0.0,0.0,0.0,-378262.8634208413,0.0,-3733965.0042810477,-3736569.190822699,28869179.594822448,0.0,25132610.40399974
2.0,0,2013,1481,817516044.525,970216035.344,943429915.8970001,-17786603.077999774,941477289.1670165,-12034916.638701607,11326364.92364518,1.0134610158407877,2605843.7742724433,3.83674297490035,28883.85711421766,7.953767575870023,0.31470087121470847,4.18233351498038,0.0,0.049781899233728666,0.0,0.0,0.0,0.1530584683419917,0.0,5329518.119581847,-9398003.965367408,4288840.834623785,-6655922.454014948,-1616714.9030839237,-1232528.3423086754,-307443.9194468311,9215.937920494094,0.0,-1907804.696407645,0.0,0.0,0.0,-583698.2856776925,0.0,-12074541.674180998,-12003668.330015812,-5782934.747983962,0.0,-17786603.077999774
2.0,0,2014,1481,817516044.525,943429915.8970001,939315735.8610001,-4114180.035999736,935630295.125162,-5846994.041854124,11485217.1469709,0.9956550840699783,2639759.5884510768,3.617711484695428,28968.80482494706,8.007194786821826,0.31313249001685917,4.258918220772397,0.0,0.3938491202777047,0.0,0.0,0.0,0.28000568325604275,0.0,11867664.498416683,4258812.2541101,3243138.970195251,-9417328.941853648,-1244461.0219849236,249563.31195019968,-522250.3420807098,11502.119776059804,0.0,-13078116.064862145,0.0,0.0,0.0,-895345.1915322959,0.0,-5526820.407865428,-5729240.087606147,1615060.051606408,0.0,-4114180.0359997367
2.0,0,2015,1481,817516044.525,939315735.8610001,913699509.7710003,-25616226.089999966,882055741.4605095,-53574553.664652534,11856610.841334445,0.9969800698719612,2674574.9503993136,2.6529171019658664,30166.387831154578,7.79131532273862,0.3138756981907739,4.410661696041776,0.0,0.7234819460736502,0.0,0.0,0.0,0.5053130574679103,0.0,23566839.76458728,-2316117.3298279704,3177881.4759351322,-46999247.11905019,-13988703.783599041,-1390252.8672552593,295027.62571282976,19994.610425263974,0.0,-12884896.992178464,0.0,0.0,0.0,-1952661.5145997205,0.0,-52472136.12985013,-52751950.908200994,27135724.818201,0.0,-25616226.089999966
2.0,0,2016,1481,817516044.525,913699509.7710003,871357912.7650001,-42341597.00600023,854201899.8305347,-27853841.62997509,12221900.018300507,1.0137269162639786,2707907.6103438484,2.3514009324894505,30979.06170708867,7.630335504189881,0.3109344953149097,4.9120350807736335,0.0,1.3053700911942483,0.0,0.0,0.0,0.6509567516038226,0.0,22510050.850008145,-4284200.361041693,2960160.829170796,-16945069.67344081,-8573606.535469139,-870172.8150958766,-1224945.7412566992,65972.5058468278,0.0,-21552769.162902243,0.0,0.0,0.0,-1260753.177273819,0.0,-29175333.281454507,-29310413.68975774,-13031183.316242494,0.0,-42341597.00600023
2.0,0,2017,1481,817516044.525,871357912.7650001,828310735.0739998,-39596916.690999985,840570940.73697,-10188386.406942567,12335230.973401885,1.0029765754463997,2742688.2109940327,2.549201773204929,30947.241686599977,7.323952942073617,0.30788480105282384,5.1155023876163375,0.0,2.1019688778027787,0.0,0.0,0.0,0.7293223044759056,0.0,6876884.459789038,3220636.7519589826,3005818.8297965666,11620086.516153526,-1705648.603192547,-1823891.6558002972,-436870.7997333626,28377.095773283276,0.0,-29310187.729862224,0.0,0.0,0.0,-909878.2741445458,0.0,-9434673.40926158,-10008534.530993052,-29588382.160006948,0.0,-39596916.690999985
2.0,0,2018,1481,817516044.525,828310735.0739998,809531783.5980002,-22006451.475999832,827609527.8397342,-17046763.850835912,12674689.648582932,1.0017040020310546,2777090.610053829,2.8363041321769473,31455.75444819147,7.098788329002736,0.31151923194038744,5.422077287482426,0.0,3.0120353362216123,0.0,0.0,0.0,0.8251307473310046,0.41901162122882923,12460603.078159757,4411815.8069166755,2608896.7169348462,13488341.280708978,-4004516.021106911,-1473625.0721646317,632414.5003585397,34910.46791335629,0.0,-30806555.338618018,0.0,0.0,0.0,-870357.2246679842,-13010621.955225514,-16528693.760790907,-17332086.50722931,-4674364.968770518,0.0,-22006451.475999832
2.0,1,2002,201,47549753.65639998,0.0,47549753.65639998,0.0,39748958.73685809,0.0,2962620.500087268,1.222581388515236,2768260.2377233375,1.9579725613818946,35534.37869641477,7.673255781850791,0.32365849183725315,3.545075284782501,0.0,0.0,0.0,0.0,0.0,0.31426638102022403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47549753.65639998,47549753.65639998
2.0,1,2003,201,47549753.65639998,47549753.65639998,47844293.070099965,294539.41369997925,44206716.05351303,4457757.316654942,3069353.140649307,0.9557803670348208,2812675.2337543448,2.225024537957592,34842.31732651696,7.716691766543552,0.3222501837721113,3.545075284782501,0.0,0.0,0.0,0.0,0.0,0.31426638102022403,0.0,1016203.4013411298,4272916.861647545,226567.22920690448,902373.5050530067,355425.13554129994,14849.15798363424,-26180.034361699312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6762155.2564118225,7164149.024625392,-6869609.610925413,0.0,294539.41369997925
2.0,1,2004,201,47549753.65639998,47844293.070099965,53311258.55789999,5466965.4878000235,47755066.70342221,3548350.6499091783,2965571.8303362145,0.886580362503479,2858440.030140535,2.5315490838163157,33861.27356754455,7.763855150630868,0.3184700736996942,3.545075284782501,0.0,0.0,0.0,0.0,0.0,0.31426638102022403,0.0,1268050.6519116585,1210860.285036519,245580.55229559727,961024.1601168674,511923.7313394822,15748.48172035388,-72679.3365935677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4140508.5258269105,4264361.65638883,1202603.8314111927,0.0,5466965.4878000235
2.0,1,2005,201,47549753.65639998,53311258.55789999,60584375.92299997,7273117.365099977,53863458.69495494,6108391.991532733,3115605.899751638,0.8430277804746522,2911574.7844292494,2.9875062627911007,32998.760173915885,7.786114961541614,0.314715515425307,3.545075284782501,0.0,0.0,0.0,0.0,0.0,0.31426638102022403,0.0,3310337.1358996513,773414.5539625734,310339.15486569266,1427661.298094097,500296.35529160954,8464.20457227532,-78451.20183140642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6252061.500854493,6469837.065809961,803280.2992900152,0.0,7273117.365099977
2.0,1,2006,223,48222862.65639998,60584375.92299997,67601348.81599995,6343863.892999992,59730570.09859632,5549110.571626063,3332052.559270405,0.9329552839113114,2950352.495489417,3.276444635288689,31639.586665481038,7.864203537673248,0.3173452119575922,3.592566592456484,0.0,0.0,0.0,0.0,0.0,0.30987975779195603,0.0,3442680.533036849,516252.9838690058,403517.0405844467,921686.8033233279,952428.3997327004,47799.84688392071,-1255.5991788635997,598.6938415046586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6283708.7020928925,6463326.494980344,-119462.60198035087,673108.9999999994,7016972.892999991
2.0,1,2007,291,50040839.14539998,67601348.81599995,73316847.37140007,3897522.06640012,64783388.84829367,2757888.5956491055,3688771.5562192425,1.0440432220022693,2910074.403018272,3.474539778209914,31981.679489931626,7.649168084740646,0.315810317776761,3.9449465481141273,0.0,0.0,0.0,0.0,0.0,0.2986218707600081,0.0,4740957.535086955,-1479224.6774282656,125151.26245329516,701727.6298894101,-395385.76685839344,-125589.51074354186,-140752.86764585026,3305.8142409883553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3430189.418994598,3458295.312023539,439226.75437658123,1817976.4890000005,5715498.55540012
2.0,1,2008,315,54527477.73839998,73316847.37140007,87176871.44920002,9373385.484799935,78943078.39542934,10488453.34110289,3844795.964356122,0.9984873882784927,2878055.1955216597,3.8662530575266914,31978.221566709675,7.629975244320223,0.2984810099135471,3.9786946315963214,0.0,0.0,0.0,0.0,0.0,0.27405061851002227,0.0,9456979.20612166,-587397.0263586664,26535.964859646992,1349190.4124891195,278566.71183271,83898.85331720285,-16723.288674010237,-140.94910753285265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10590909.884480132,10495859.126328904,-1122473.6415289699,4486638.5929999985,13860024.077799933
2.0,1,2009,337,55878564.73839998,87176871.44920002,78474456.00700001,-10053502.442199994,73150472.3516474,-6511743.373385607,3737945.6825557007,1.2345932732828953,2816597.3206021353,2.800347443126009,30658.125813502847,7.891399292064894,0.30620162939447765,4.061314568680134,0.0,0.0,0.0,0.0,0.0,0.2674243526110272,0.0,468769.41889948683,-5244058.287670697,-142364.01806144373,-4568344.27643674,1332069.833639327,208137.52544623375,175508.00974121815,909.212585572552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7769372.581857041,-7528919.983211496,-2524582.458988497,1351087.0,-8702415.442199994
2.0,1,2010,337,55878564.73839998,78474456.00700001,74495052.89839998,-3979403.108600043,75147760.72454748,1997288.3729000667,3599620.5089564314,1.235674596373878,2828939.492030946,3.268655940849018,29918.112165179133,7.905276842074176,0.3076417383433421,4.015218325516432,0.0,0.0,0.0,0.0,0.0,0.2674243526110272,0.0,689844.9714865508,-502930.8138796977,56458.34071484332,2017237.8555223583,759033.4526487638,25381.704161504873,72186.40127119124,-864.1983557797918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3116347.7135697342,3402635.1351284585,-7382038.243728502,0.0,-3979403.108600043
2.0,1,2011,360,56347892.73839998,74495052.89839998,79082697.59859999,4118316.700200017,83165983.62558974,7328729.896671031,3824630.4857204217,1.257362723213648,2841861.0807875316,3.9951573831001355,29378.86967531039,8.337755687527677,0.3039634237105516,4.072701021168237,0.0,0.0,0.0,0.0,0.0,0.26519694479748357,0.0,4595665.18348242,-805984.6457985432,124842.47989717961,2592465.025517556,612718.444130591,250568.58007469165,-128913.65926055389,1036.9342546340656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7242398.342297976,7362249.6628366485,-3243932.962636631,469328.00000000006,4587644.700200017
2.0,1,2012,382,57999202.73839998,79082697.59859999,86028458.23140004,5294450.632800052,91575821.75529288,6568671.395033021,4088068.0343569787,1.2171979060267388,2851080.6311976872,4.006915914938787,29030.290235902932,8.343374577133567,0.29882329225592236,4.403890325447018,0.0,0.0,0.0,0.0,0.0,0.33500335652262103,0.0,5541030.2039576685,522628.7360288364,199757.35179617093,43173.82958518143,418948.82368472056,2748.362376510572,-257726.78441401795,3168.5712070317923,0.0,0.0,0.0,0.0,0.0,-41877.30259945158,0.0,6431851.791622651,6291034.152463169,-996583.5196631164,1651310.0000000002,6945760.632800052
2.0,1,2013,382,57999202.73839998,86028458.23140004,90347608.02039999,4319149.788999945,97821215.66190031,6245393.906607415,4798329.239344784,1.3089969873020253,2894332.609567271,3.8571358582175552,29658.135093688477,8.175030864979716,0.29765423135138125,4.3651136396911125,0.0,0.0,0.0,0.0,0.062805703280267,0.5038421627587728,0.0,9216642.214268228,-2050312.163572797,298185.2910240389,-569815.9027522828,-689167.8532612334,-101133.1455599047,-51308.977202417234,212.93382233414619,0.0,0.0,0.0,0.0,27967.97134809205,-190712.80499013755,0.0,5890557.563123922,5491319.636970179,-1172169.847970233,0.0,4319149.788999945
2.0,1,2014,382,57999202.73839998,90347608.02039999,89102602.08079997,-1245005.9396000213,99288036.2395702,1466820.5776698866,4839542.573348493,1.3211285305728553,2921395.119711562,3.6478412418504966,29624.502444110945,8.183271199136819,0.2963166346733287,4.417692874361539,0.0,0.0,0.0,0.0,0.4302210369611772,0.5051361115797333,0.0,1968495.7338601646,144396.35651364143,253646.9847802548,-851113.4653607984,-75966.47401507176,-5474.777767211707,-53764.34704897152,860.8996219630658,0.0,0.0,0.0,0.0,149311.99666887688,-2877.1266097946313,0.0,1527515.7806430534,1491550.247977525,-2736556.1875775466,0.0,-1245005.9396000213
2.0,1,2015,429,59954803.892599985,89102602.08079997,89928537.18659997,-1129666.0483999974,94672265.12052765,-6378241.020906558,4765521.446663856,1.3499546323814964,2936998.142771817,2.6821814435822895,30998.55018290603,7.930966825816324,0.29502797816107196,4.575939954142721,0.0,0.0,0.0,0.0,0.732424461835625,0.6614412952136212,0.0,979877.4160070939,-764041.014326187,279822.1808270403,-4497066.653075713,-1742804.8560505826,-138708.90727244996,-22940.416090630308,2244.324417464938,0.0,0.0,0.0,0.0,143036.66518141868,-99656.02295031358,0.0,-5860237.283332858,-5774126.170177861,4644460.121777863,1955601.1541999993,825935.1058000019
2.0,1,2016,429,59954803.892599985,89928537.18659997,88374005.03900002,-1554532.147599942,96137619.25610022,1465354.135572583,4835019.098190398,1.303839422571065,2960109.6406231234,2.3778430296347723,31757.83323343993,7.450648007125026,0.29229868434708434,5.250103388099826,0.0,0.0,0.0,0.0,1.3142999889160143,0.7611591200056044,0.0,2384444.1518599633,1434827.11662986,245323.28247556553,-1671455.9284703897,-691318.626513779,-200516.44882655158,-110224.78986799956,8518.938764955814,0.0,0.0,0.0,0.0,256618.49987281093,-73907.18257376432,0.0,1582309.013350672,1588970.050188283,-3143502.1977882246,0.0,-1554532.147599942
2.0,1,2017,453,62012126.892599985,88374005.03900002,87984651.0852,-2446676.9538000217,99936394.20580181,1744654.3466953132,4670677.424958636,1.2843094815982945,2992316.83995862,2.58893744114846,31621.21727782736,7.295272980155293,0.2899738215485177,5.470317263476096,0.0,0.0,0.0,0.0,2.0364129055626283,0.8104013187813588,0.0,569172.0815533308,-178801.43044916383,255000.98396985006,1218146.5515928743,136408.71726733775,-157176.90487560554,-77254.76114893977,4018.307402602447,0.0,0.0,0.0,0.0,312675.0872550526,-98611.23281953047,0.0,1983577.399747808,2045545.162496619,-4492222.11629664,2057323.000000001,-389353.95380002056
2.0,1,2018,475,62079679.87739998,87984651.0852,86796528.46819998,-1255675.6018000199,104465461.30309245,4461514.112490643,4711448.764938389,1.2658660751748978,3015744.4941639886,2.8728320563110707,31758.584871932067,7.09497160591043,0.29219186593364865,5.799033503385353,0.0,0.0,0.0,0.0,2.8790566557786756,0.8425758795905489,0.5424426389199085,2991113.495611088,662864.6854405378,227601.33131191795,1516799.1651334998,-200550.23830812125,-166809.98200121676,86957.41808148968,5047.233637585656,0.0,0.0,0.0,0.0,366100.3488569301,-21061.788571078643,-2037649.8559199108,3430411.813272722,3806769.865801758,-5062445.467601779,67552.98479999996,-1188122.61700002
3.0,0,2002,2044,102096123.9011,0.0,102096123.9011,0.0,95473466.53955221,0.0,2348829.1506419135,0.8902581781064114,606352.197286853,1.9276307177453522,33597.73755668909,6.29927834655003,0.23988291594394387,3.341599539598135,0.0,0.0,0.0,0.0,0.0,0.02777417879984226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102096123.9011,102096123.9011
3.0,0,2003,2467,122110685.4121,102096123.9011,126465494.80180003,4354809.389700018,121553544.44719286,7778945.694972095,2133746.090209377,0.8242005660242278,573831.0629962279,2.1680348697914154,32811.39799007528,6.321643076797528,0.235188829873355,3.2526141583553287,0.0,0.0,0.0,0.0,0.0,0.023221849835911374,0.0,1834099.2344720277,2240182.7869003704,820345.5483560633,1821164.2034776178,1244367.2280554422,122317.38686497357,-189629.43600180434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7892846.952124689,8460650.041629357,-4105840.6519293375,20014561.510999996,24369370.900700007
3.0,0,2004,2890,158023343.7193,126465494.80180003,165941440.666,2755898.657599981,165687618.3407095,9783994.299241053,2224597.760665231,0.8460603339502341,593365.9051765652,2.4949947265849284,30505.828385457695,6.774226517650915,0.2439136014881451,3.1387905395795737,0.0,0.0,0.0,0.0,0.0,0.01794441209291835,0.0,2106519.6642220407,-815938.4385576262,1220232.1704469542,2702101.941013039,2159736.097008612,142617.4591308856,-46782.62490691471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7468486.26835699,7935763.991011096,-5179865.333411112,35912658.30720001,38668556.96479997
3.0,0,2005,3377,180731374.27350003,165941440.666,191530956.93330002,2881485.7131000115,197344489.02426666,8566163.645884305,2060765.271860627,0.8107877110339827,612106.2882864119,2.964633773610234,29217.340588649706,6.936421301343959,0.2271170844213171,3.1449044302016897,0.0,0.0,0.0,0.0,0.0,0.01568978275852008,0.0,-850712.1437619954,417143.28491726296,1675248.1679826404,4686050.017269836,2681248.2078858824,236950.77118604636,-379692.77229736175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8466235.533182312,9149089.955154814,-6267604.2420548005,22708030.554199994,25589516.26730001
3.0,0,2006,4129,209867241.5442,191530956.93330002,235706232.02290002,15039407.818900019,246263632.96409026,18768457.14909375,1958081.1576859187,0.8368119171776801,611867.9204720316,3.255991439691726,27712.787313345147,6.9599208623583895,0.22355081760827783,3.5928622145569364,0.0,0.0,0.0,0.0,0.0,0.013511570358172305,0.0,7129698.319325222,-108485.05175931245,2058237.1243134043,2914551.39641556,4444772.46007334,227405.51105358687,-35621.049576294485,9657.206355345292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16640215.916200854,17395496.299859498,-2356088.4809594853,29135867.27069999,44175275.089600004
3.0,0,2007,4421,222050791.2975,235706232.02290002,257452907.74940005,9563125.973199986,268667131.5050351,9422441.566948954,1975076.6476497676,0.8370771938747427,610618.5081088651,3.4354089729660098,27964.140105004877,7.101064548760447,0.21660968906935243,3.6709370321726356,0.0,0.0,0.0,0.0,0.0,0.012770213442747256,0.0,6831576.422633745,202513.48189810794,859329.8024115295,2144840.975157326,-965175.6143247298,134223.12934306252,-312898.89029224456,3605.7126938899664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8898015.01952068,8924683.416656667,638442.5565433175,12183549.7533,21746675.726499975
3.0,0,2008,4421,222050791.2975,257452907.74940005,277118623.8503,19665716.10089999,278506895.3466138,9839763.841578798,1996408.604445204,0.8211420594493523,613243.4905354729,3.8563513017785596,28155.981014692206,7.082449619904125,0.21166986255262912,3.7094399456062357,0.0,0.0,0.0,0.0,0.0,0.012770213442747256,0.0,3007058.9093140224,1747721.7848334222,325111.84334613755,5160337.62714224,-622671.3321481192,-1211.172843558737,-427166.05953054654,-4.847446942230903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9189176.75266666,9508731.666454166,10156984.434445843,0.0,19665716.10089999
3.0,0,2009,4488,233195479.15750003,277118623.8503,282138351.6146,-6124960.095700018,278841578.19051266,-9502671.543898003,1983827.24626711,0.8680853327398937,595386.1080545214,2.7891381876959076,26533.10118753961,7.155946871318827,0.21859765226595002,3.704411678428573,0.0,0.0,0.0,0.0,0.0,0.012159909832920963,0.0,4802692.300363182,-5189462.072694024,-259368.81276298524,-14647710.287208764,5760614.324919595,146368.53935589126,701416.5891100998,-1714.8805458904033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8687164.299462905,-8705635.981045092,2580675.885345076,11144687.860000001,5019727.764299985
3.0,0,2010,4519,233966460.15750003,282138351.6146,284999038.803,3024508.188400007,289122358.4968653,10552738.886526294,1947002.919313068,0.8498338003469483,599725.5218969773,3.2360194898549626,26488.378144430622,7.345032199711044,0.22158514924630582,4.0758029693171025,0.0,0.0,0.0,0.0,0.0,0.028812116896849625,0.0,1132535.3968743475,1668944.0087388202,680244.9566907149,7117001.316969889,-418322.2779138263,471687.44731566444,300846.5459446606,12084.574626854015,0.0,0.0,0.0,0.0,0.0,-40840.80883239638,0.0,10924181.160414731,11104213.246260144,-8079705.057860137,770981.0000000007,3795489.1884000087
3.0,0,2011,4618,234783255.7833,284999038.803,303959152.0491,17154209.620300002,306506844.51592296,15443941.954523204,1923695.1721766135,0.8146936750104777,602527.5774780547,3.9918521435583494,26309.20531400401,7.481010224206477,0.21518040822534618,3.9014006043699028,0.0,0.0,0.0,0.0,0.0,0.02871188142233561,0.0,-242101.44276783458,4225600.04733187,448521.8004787531,10258272.139466047,855158.1472998826,310475.5161810138,-715995.0042522067,-3221.9305669995033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15136709.273170525,15388679.393723719,1765530.2265762854,816795.6257999995,17971005.24610001
3.0,0,2012,4652,235208657.7833,303959152.0491,313235882.6643999,8851328.615299918,303977758.9931651,-2944923.400218704,1930186.4080985151,0.8442736436426871,607080.14119745,4.000640361920489,25856.047480622783,7.328777547219104,0.2032924005168439,3.7958994447190046,0.0,0.0,0.0,0.0,0.0,0.04023475193978138,0.0,887152.8402274429,-3187103.5339038135,623286.6242147805,105633.62567480169,1921413.6454941682,-322316.24389387906,-1260971.410763672,-4211.928404959076,0.0,0.0,0.0,0.0,0.0,-26515.524369745355,0.0,-1263631.9057248745,-1011492.3423609938,9862820.957660917,425401.9999999998,9276730.615299921
3.0,0,2013,4718,236666897.96730003,313235882.6643999,310204736.07490003,-3219209.3755999003,297334062.5787612,-6982466.586738534,1931334.7529704177,0.9037612139897182,614877.0766381767,3.8344243863975502,25831.258635312548,7.2942256833723045,0.20190114855688399,3.7410733443064914,0.0,0.0,0.0,0.0,0.0,0.03998684260993513,0.0,1720488.5000065307,-7569825.442321132,990648.4235885729,-2073275.7101103156,-7724.889610350314,95318.75501494741,-40330.549322331906,-3510.4423969434324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6888211.355151023,-6880324.531248075,3661115.155648176,1458240.1839999994,-1760969.1915999018
3.0,0,2014,4718,236666897.96730003,310204736.07490003,310956499.3637,-290446.7112000392,299269519.5944753,877443.8361380713,1964158.4826882272,0.8999435897211161,620082.1305615706,3.6356252260389548,26260.46295915938,7.435378746824679,0.19974168862414693,3.8813389950721793,0.0,0.0,0.2502536959484181,0.0,0.0,0.05581441728207015,0.0,5979878.525792775,388991.2087658424,633050.4839205596,-3043155.879522843,-1681409.096644218,69791.53911339807,-301272.54937654966,7046.098586093023,0.0,0.0,-908963.0629956895,0.0,0.0,-61209.46511151212,0.0,1082747.8025278568,1257837.4913685578,-1548284.2025685974,0.0,-290446.71120003925
3.0,0,2015,4718,236666897.96730003,310956499.3637,299037265.41569996,-12325146.151699983,281837841.19882894,-17780870.77967907,2018773.5876276789,0.9229427217099533,625565.0618927998,2.6404873004137004,27135.71515807215,7.249688212290289,0.19686951150150167,3.945465514720679,0.0,0.0,0.5709874937570705,0.0,0.0,0.1185755203284805,0.0,5144690.470901909,-2328084.996316923,736439.5946401196,-16153260.034527216,-3731069.5715642255,-366486.80259930954,-349707.81206789654,666.4049255215975,0.0,0.0,-1183138.9962777384,0.0,0.0,-152771.3610664574,0.0,-18382723.103952214,-18451350.10685009,6126203.955150105,0.0,-12325146.151699983
3.0,0,2016,4718,236666897.96730003,299037265.41569996,279894597.2254,-18730189.348699972,271506913.387003,-9853442.99059919,2063805.4003081894,0.9853585125725304,629923.1173916076,2.3499592198619412,27487.96829867774,7.066430113160696,0.20068804996208855,4.450041692858105,0.0,0.0,1.161405958796252,0.0,0.0,0.20081972853071664,0.0,3887374.8069669968,-5608928.6426572455,669729.4956017808,-5272679.751559813,-1414856.2746968435,-248592.17056715846,486855.5133748561,23330.359162586,0.0,0.0,-2159738.3056497877,0.0,0.0,-242001.55693999014,0.0,-9879506.526964616,-9656490.840233244,-9073698.508466732,0.0,-18730189.348699972
3.0,0,2017,4718,236666897.96730003,279894597.2254,270558220.78919995,-8455052.726399984,273725463.9877894,2978859.601078659,2085563.4311556553,0.9761416073261553,633689.4740419675,2.5594199815080376,27658.51626772485,7.055967328580372,0.199347967219526,4.7385506753043725,0.0,0.0,1.9993361112064907,0.0,0.0,0.4096641951317417,0.0,2870007.4004207267,691086.2332813441,568972.8721722665,3785254.411245539,-1214965.8174229832,-91849.59270166792,-68867.74443285618,11822.49190803151,0.0,0.0,-2785944.157960256,0.0,0.0,-568133.9112117534,0.0,3197382.185298391,3156692.865562523,-11611745.5919625,0.0,-8455052.726399984
3.0,0,2018,4718,236666897.96730003,270558220.78919995,267797302.1002,-3179117.017000043,277261119.5552319,3065884.853394577,2102749.2543792357,0.9734593123014657,639775.5453283989,2.8184186208126554,28066.597469405086,7.010713977731197,0.19884655106648044,5.097144539094801,0.0,0.0,2.8570797582450402,0.0,0.0,0.5565026505586668,0.0550520868955666,2312822.785057346,920637.8045448769,593326.1198283379,4155728.2945664227,-1411758.9768265195,-109795.3645627542,-113165.63583171145,14222.828019397177,0.0,0.0,-2761157.745353015,0.0,0.0,-388301.62907894846,-805666.3072404265,2406892.1731230025,2486960.0340074697,-5666077.051007508,0.0,-3179117.017000043
10.0,0,2002,100,1201007994.0000014,0.0,1201007994.0000014,0.0,1134186377.885772,0.0,253905652.10000002,0.979563485,25697520.38999998,1.9740000000000002,42439.07499999996,31.709999999999997,0.5000266149251159,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1201007994.0000014,1201007994.0000014
