,ID,Year,RAIL_FLAG,CLUSTER_APTA,UPT_ADJ_log,VRM_ADJ_log,FARE_per_UPT_2018_log,POP_EMP_log,GAS_PRICE_2018_log,TOTAL_MED_INC_INDIV_2018_log,PCT_HH_NO_VEH,TSD_POP_EMP_PCT,JTW_HOME_PCT,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_HI_OPEX,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_MID_OPEX,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_LOW_OPEX,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_NEW_YORK,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_HI_OPEX,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_MID_OPEX,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_NEW_YORK,BIKE_SHARE,scooter_flag_BUS,scooter_flag_RAIL,estimated_effects,residual,fitted,check_fitted,UPT_ADJ,fitted_exp,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,VRM_ADJ_ratio,FARE_per_UPT_2018_ratio,POP_EMP_ratio,GAS_PRICE_2018_ratio,TOTAL_MED_INC_INDIV_2018_ratio,PCT_HH_NO_VEH_diff,TSD_POP_EMP_PCT_diff,JTW_HOME_PCT_diff,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_HI_OPEX_diff,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_MID_OPEX_diff,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_LOW_OPEX_diff,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_NEW_YORK_diff,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_HI_OPEX_diff,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_MID_OPEX_diff,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_NEW_YORK_diff,BIKE_SHARE_diff,scooter_flag_BUS_diff,scooter_flag_RAIL_diff,VRM_ADJ_log_FAC_ratio,FARE_per_UPT_2018_log_FAC_ratio,POP_EMP_log_FAC_ratio,GAS_PRICE_2018_log_FAC_ratio,TOTAL_MED_INC_INDIV_2018_log_FAC_ratio,PCT_HH_NO_VEH_FAC_ratio,TSD_POP_EMP_PCT_FAC_ratio,JTW_HOME_PCT_FAC_ratio,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_HI_OPEX_FAC_ratio,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_MID_OPEX_FAC_ratio,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_LOW_OPEX_FAC_ratio,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_NEW_YORK_FAC_ratio,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_HI_OPEX_FAC_ratio,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_MID_OPEX_FAC_ratio,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_NEW_YORK_FAC_ratio,BIKE_SHARE_FAC_ratio,scooter_flag_BUS_FAC_ratio,scooter_flag_RAIL_FAC_ratio,UPT_ADJ_base,UPT_ADJ_ratio,fitted_exp_ratio,UPT_ADJ_diff,fitted_exp_diff,UPT_ADJ_first_year,UPT_ADJ_new_reporter,effects_FAC_ratio,residual_FAC_ratio,FAC_Sum,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_EMP_PCT_FAC,JTW_HOME_PCT_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_HI_OPEX_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_MID_OPEX_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_LOW_OPEX_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_BUS_NEW_YORK_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_HI_OPEX_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_MID_OPEX_FAC,TNC_TRIPS_PER_CAPITA_CLUSTER_RAIL_NEW_YORK_FAC,BIKE_SHARE_FAC,scooter_flag_BUS_FAC,scooter_flag_RAIL_FAC,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change,CLUSTER_APTA4
0,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2002,0,10,18.09168081336584,17.069219733648467,0.6943308477494561,15.661743322214024,1.0515206811342592,10.666876855310964,5.44,0.22055560292443593,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9370997055291785,0.24815041302359792,17.843530400342246,3.552713678800501e-15,71964305.66999999,56149615.00232917,25886177.45,1.0023687360000002,6335904.655999998,1.862,42909.715630000006,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,71964305.66999999,71964305.66999999,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71964305.66999999,71964305.66999999,1.0
1,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2003,0,10,18.042370348148758,17.067332611745975,0.6986315697660026,15.707090493828698,1.1301432549474573,10.625779447916225,5.63,0.22010638374444869,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.937099705529175,0.163628697721854,17.878741650426903,0.0,68501783.1000001,58161933.38941314,25837373.139999975,1.0109989119999998,6629834.124999999,2.0961,41181.943129999985,0.9998894429896656,1.0061940529223015,1.0028954102159466,1.0747703542343923,0.9961471939770002,0.1899999999999995,-0.00044921917998724803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998674595875749,0.9982345596473952,1.0132663688044432,1.0133384848166405,1.0099803567906893,1.0019582813313261,0.9999878340594206,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71964305.66999999,0.9518855557937618,1.0358385072987677,-3462522.5699998885,2012318.38708397,71964305.66999999,0.0,0.9999999999999964,0.9189516998467121,2550449.631212004,-95381.78753387566,-127048.68917700736,954705.0197739032,959894.7985193679,718229.446780826,140926.3563154088,-875.5134666190393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2579093.2940050443,-6041615.864004932,0.0,-3462522.569999888,1.0
2,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2004,0,10,18.021910749966235,16.969114586834593,0.6874357367723667,15.752680851217226,1.241413087299781,10.574761945746438,5.82,0.20962274694996308,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.937099705529175,0.16159488762386826,17.860315862342368,0.0,67114504.10000007,57100066.81863127,23420319.169999972,0.9886096709999999,6939086.580000002,2.4605,39133.58749999998,0.9942452621539826,0.9839746248550064,1.0029025335663815,1.0984563964481626,0.9951987049590238,0.1900000000000004,-0.010483636794485607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9333002156815766,1.0046105313278195,1.0133379854616484,1.0189293028473159,1.0124043018579596,1.0019582813313261,0.9997161163656118,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,68501783.1000001,0.979748278990419,0.9817429285977767,-1387279.0000000298,-1061866.5707818717,71964305.66999999,0.0,1.0,0.9979682566923811,-1078441.73299788,-4569054.158197426,315829.6169940484,913675.787084796,1296690.9978810458,849716.7953808766,134145.76300728263,-19446.535148503557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1250641.9452363169,-136637.05476371292,0.0,-1387279.0000000298,1.0
3,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2005,0,10,18.06168416725153,16.889133081546802,0.657848440167085,15.79871588345041,1.378010141532193,10.528754099985491,5.94,0.21845155092343307,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9370997055291768,0.19643162479055704,17.86525254246098,3.552713678800501e-15,69837673.21000002,57382648.522046216,21620079.239999995,0.9306339879999999,7265994.5799999945,2.9669999999999996,37373.87999999997,0.9952866423950107,0.9569599090902674,1.0029223617661007,1.1100335219838278,0.9956492783481095,0.1200000000000001,0.008828803973469995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9453390863993362,1.012230465340739,1.0134689524536213,1.0232878084356256,1.0111794812761294,1.0012363634982941,1.0002391353822637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,67114504.10000007,1.040574971781695,1.004948885687166,2723169.1099999547,282581.7034149468,71964305.66999999,0.0,1.0000000000000018,1.0354506443930742,468546.00330993225,-3668540.1099615023,820841.6162559375,903962.0646712754,1562949.7147328113,750305.3419426635,82977.92307535291,16049.45259339366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332142.0087417345,2391027.10125822,0.0,2723169.1099999547,1.0
4,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2006,0,10,18.05309742096596,16.94164085720933,0.6416391146895983,15.852047762771878,1.4439734727065685,10.45535194732465,6.28,0.21557758876769603,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9370997055291768,0.09810861342707751,17.954988807538875,-7.105427357601002e-15,69240562.1099999,62770061.59710994,22785634.129999958,0.8995919780000001,7664023.250000005,3.2375,34728.74999999997,1.0031089680807772,0.9753600913405378,1.0033757097548248,1.0478685382540303,0.9930284103927413,0.33999999999999986,-0.002873962155737042,0.40000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.037592217604249,1.0066820115062491,1.0156204615017626,1.011178862222517,1.0178953188829207,1.0035070013753553,0.9999221687176966,0.9983982369128761,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,69837673.21000002,0.9914500144040505,1.0938857514217717,-597111.1000001281,5387413.075063728,71964305.66999999,0.0,1.0,0.9063560931484445,6341000.842184697,2625353.0082847453,466656.1359588876,1090896.685749479,780705.7267557619,1249767.4321341605,244920.8159990849,-5435.555659022276,-111863.40703839954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6556762.426868986,-7153873.5268691145,0.0,-597111.1000001281,1.0
5,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2007,0,10,17.98513908931071,17.051856437284798,0.6691616861900461,15.88000210072875,1.4761122129390096,10.484250441708719,5.76,0.2081581226006246,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.937099705529178,-0.03660367544888015,18.021742764759594,3.552713678800501e-15,64691415.810000084,67103230.80289233,25440587.710000034,0.9525997429999999,7881288.5799999945,3.3758999999999997,35747.03000000001,1.0065056024386545,1.0428941610172289,1.0017634527964596,1.022257154192868,1.0027639905887114,-0.5200000000000005,-0.007419466167071426,0.09999999999999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0805393622230977,0.9887557330027912,1.0081573947777513,1.0054310565476399,0.9930412196197393,0.9946600426017945,0.9997990818973239,0.9995993184740124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,69240562.1099999,0.9342994025269068,1.0690324192063863,-4549146.299999811,4333169.205782384,71964305.66999999,0.0,1.0000000000000013,0.8739673256406411,4845676.739402646,5576590.712308172,-778559.3674016593,564822.599764681,376049.4082097799,-481829.8651292865,-369741.6518951996,-13911.682367366746,-27743.414086474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4779843.509663337,-9328989.809663147,0.0,-4549146.29999981,1.0
6,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2008,0,10,18.088809716374666,17.12138649419198,0.607378067822284,15.89067323961527,1.5812441780633186,10.479328427535838,5.86,0.20822732360878507,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9370997055291763,-0.02741864810884731,18.11622836448351,0.0,71757985.48999992,73752713.88329285,27272419.029999997,0.835612233,7965841.250000006,3.8610000000000007,35571.51000000003,1.004077565229505,0.9076701197291573,1.0006719859870818,1.071222203977966,0.9995305325640353,0.10000000000000053,6.920100816046326e-05,0.7000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050079881544477,1.0257094327084395,1.0031061419286136,1.0178758484593615,1.001190075589072,1.0010301968138402,1.0000018741436274,0.99719859852691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,64691415.810000084,1.109235044426211,1.0990933372482852,7066569.679999836,6649483.0804005265,71964305.66999999,0.0,0.9999999999999982,1.0092273391494766,6222799.885686635,3239738.440709308,1663179.6015808766,200940.7190688168,1156413.9456411055,76987.67477798204,66644.89045027367,121.24100468783219,-181226.62754641508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6410488.283929386,656081.3960704496,0.0,7066569.679999836,1.0
7,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2009,0,10,18.0685460211649,17.118563905747948,0.6362176809877147,15.884940620358915,1.3247380554207848,10.400096293647355,6.11,0.2153640472248629,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9370997055291777,-0.011268395932935313,18.079814417097836,3.552713678800501e-15,70318537.04999995,71115395.40403493,27195548.75,0.8893213320000002,7920306.75,2.7612,32861.79,0.9998351425309515,1.0474821444719487,0.9996392462943569,0.8377820919747523,0.992439197374491,0.25,0.007136723616077839,-0.10000000000000053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9980182302412761,0.9882208406971014,0.9983353295380862,0.9576919254426682,1.0193303113251004,1.0025774823239957,1.000193299571491,1.0004008421360264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71757985.48999992,0.979940233408579,0.9642410653060002,-1439448.4399999678,-2637318.4792579263,71964305.66999999,0.0,1.0000000000000013,1.0162813724225748,-2528158.5961625194,-142207.8055910291,-845248.7423417978,-119453.39885163936,-3035942.200194848,1387104.199583738,184954.9392060135,13870.787846278457,28763.62418076476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2565989.116909894,1126540.6769099263,0.0,-1439448.4399999678,1.0
8,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2010,0,10,17.999304660702062,17.060404652156432,0.6146289560628772,15.859404009547031,1.4371062896694937,10.33744293104392,6.14,0.21688099048449994,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.937099705529178,-0.07470899478954957,18.074013655491616,3.552713678800501e-15,65614328.05,70704066.10795268,25658991.480000034,0.8489704229999999,7720609.579999997,3.2085,30866.000000000015,0.9966025623462499,0.9660670780300832,0.9983924012420194,1.0848229835241026,0.993975693990285,0.02999999999999936,0.001516943259637027,0.20000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9599493520875544,1.0089094280776552,0.9926058276447859,1.0191179387350502,1.0152549038145706,1.0003089476720866,1.000041083581786,0.99919879749371,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70318537.04999995,0.9331014381505828,0.9942160302456969,-4704208.999999955,-411329.2960822433,71964305.66999999,0.0,1.0000000000000004,0.9385298673921222,-324430.10353880876,-2816302.96910781,626497.948372904,-519947.382714209,1344345.483260256,1072702.5190790696,21724.74832612979,2888.9373679581295,-56339.38812310694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-406720.2914640391,-4297488.708535916,0.0,-4704208.999999955,1.0
9,"Atlanta-Sandy Springs-Marietta, GA Metro Area-Bus",2011,0,10,17.938061445297926,16.910961264771142,0.6233948436092359,15.875367908913926,1.6001145849732161,10.31000410768007,6.17,0.21236935552294017,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9370997055291737,-0.06745154976701517,18.00551299506494,0.0,61716472.409999974,66022950.864793815,22097194.650000036,0.8652495359999999,7844849.669999997,3.9536,30030.55999999999,0.9912403374695805,1.0142620803330034,1.0010065888577708,1.1134281413111142,0.9973456856258476,0.03000000000000025,-0.004511634961559763,-0.2999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9002975857847865,0.9964049132081254,1.0046503296639677,1.0278527193737983,1.0066524166707527,1.0003089476720866,0.9998778207476511,1.0012030084957382,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65614328.05,0.9405944439904994,0.9337928424652179,-3897855.640000023,-4681115.243158869,71964305.66999999,0.0,0.9999999999999956,1.0072838441013072,-4117447.2674266663,-6541906.913694004,-235889.2041302815,305128.2561122244,1827537.466076992,436493.8497600545,20271.393906571175,-8016.709544525742,78934.59408630185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4344138.153745224,446282.5137452008,0.0,-3897855.640000023,1.0
