GEO.id,GEO.id2,GEO.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015,respop72016,respop72017,respop72018
310M400US31860,31860,"Mankato-North Mankato, MN Metro Area",96740,96742,96845,97311,97986,97715,98668,99190,100075,100945,101647
310M400US31900,31900,"Mansfield, OH Metro Area",124475,124474,124159,123128,122622,122310,121994,121702,121280,120543,121099
310M400US32580,32580,"McAllen-Edinburg-Mission, TX Metro Area",774769,774768,779213,795741,808835,819374,830824,841061,850798,858323,865939
310M400US32780,32780,"Medford, OR Metro Area",203206,203205,203343,204738,205860,207173,209226,211432,214353,216761,219564
310M400US32820,32820,"Memphis, TN-MS-AR Metro Area",1324829,1324829,1326188,1332647,1340380,1341457,1342777,1343842,1345143,1347576,1350620
310M400US32900,32900,"Merced, CA Metro Area",255793,255796,256732,259333,260971,262198,264649,266651,267971,271340,274765
310M400US33100,33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",5564635,5566294,5583547,5693531,5771731,5849411,5921030,5998284,6086935,6149687,6198782
310M400US33140,33140,"Michigan City-La Porte, IN Metro Area",111467,111463,111455,111299,111296,111421,111737,110853,110254,109911,110007
310M400US33220,33220,"Midland, MI Metro Area",83629,83626,83658,83800,83715,83645,83479,83626,83384,83245,83209
310M400US33260,33260,"Midland, TX Metro Area",141671,141671,141794,145112,152337,157667,162249,168012,169500,170948,178331
310M400US33340,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",1555908,1555954,1556684,1561175,1567241,1571822,1575157,1576781,1576331,1575151,1576113
310M400US33460,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3348859,3348862,3355273,3388292,3421051,3456095,3491584,3519501,3554690,3592669,3629190
310M400US33540,33540,"Missoula, MT Metro Area",109299,109296,109466,110231,111035,111889,112793,114114,116352,117863,118791
310M400US33660,33660,"Mobile, AL Metro Area",412992,413145,413319,413242,413922,414210,414590,414935,415499,414515,413757
310M400US33700,33700,"Modesto, CA Metro Area",514453,514451,515165,517614,520594,523722,528346,533534,539542,545267,549815
310M400US33740,33740,"Monroe, LA Metro Area",176441,176505,176799,177388,177760,178505,178912,179369,179453,178211,176805
310M400US33780,33780,"Monroe, MI Metro Area",152021,152024,151931,151475,150791,150135,149852,149386,149227,149592,150439
310M400US33860,33860,"Montgomery, AL Metro Area",374536,374541,375130,375524,374866,374120,373488,373359,373830,374042,373225
310M400US34060,34060,"Morgantown, WV Metro Area",129709,129710,130313,132672,134817,135956,137404,138550,139495,139739,140259
310M400US34100,34100,"Morristown, TN Metro Area",113951,114199,114221,114732,114941,115167,115367,116356,116787,117843,118581
310M400US34580,34580,"Mount Vernon-Anacortes, WA Metro Area",116901,116893,116954,117579,117721,118277,119992,121604,123709,126026,128206
310M400US34620,34620,"Muncie, IN Metro Area",117671,117664,117652,117878,117007,116817,116476,115765,115676,115389,114772
310M400US34740,34740,"Muskegon, MI Metro Area",172188,172194,171911,170004,170144,172268,172266,172462,173242,173656,173588
310M400US34820,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",376722,376555,378322,385542,393219,403653,416016,431167,447414,463386,480891
310M400US34900,34900,"Napa, CA Metro Area",136484,136578,136808,137750,138625,139706,140567,141096,141185,140386,139417
310M400US34940,34940,"Naples-Immokalee-Marco Island, FL Metro Area",321520,321521,322595,327632,332277,339065,347326,356107,365345,372345,378488
310M400US34980,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1670890,1670876,1675475,1698280,1726925,1758982,1792933,1829347,1866873,1900584,1930961
310M400US35100,35100,"New Bern, NC Metro Area",126802,126813,127429,128133,128413,127190,126803,125434,125131,125010,125219
310M400US35300,35300,"New Haven-Milford, CT Metro Area",862477,862456,863382,863827,864589,862889,862996,860292,857991,857794,857620
310M400US35380,35380,"New Orleans-Metairie, LA Metro Area",1189866,1189889,1195320,1213891,1226858,1239607,1248964,1260452,1267894,1270465,1270399
310M400US35620,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",19567410,19566527,19594977,19724708,19822685,19901696,19957669,19999935,20016916,19998951,19979477
310M400US35660,35660,"Niles-Benton Harbor, MI Metro Area",156813,156811,156742,156875,156626,156138,155989,155071,154473,154362,154141
310M400US35840,35840,"North Port-Sarasota-Bradenton, FL Metro Area",702281,702314,703364,709772,720351,731930,747417,767429,788429,805139,821573
310M400US35980,35980,"Norwich-New London, CT Metro Area",274055,274068,273998,273013,274085,272981,271465,269717,268612,267826,266784
310M400US36100,36100,"Ocala, FL Metro Area",331298,331299,331340,332275,333900,335117,338057,342335,347767,353717,359977
310M400US36140,36140,"Ocean City, NJ Metro Area",97265,97261,97221,96490,96230,95506,94923,94180,93679,93184,92560
310M400US36220,36220,"Odessa, TX Metro Area",137130,137136,137083,139645,144524,149714,154674,159933,157805,157173,162124
310M400US36260,36260,"Ogden-Clearfield, UT Metro Area",597159,597162,599737,605555,612205,621281,630873,640517,652672,664589,675067
310M400US36420,36420,"Oklahoma City, OK Metro Area",1252987,1252990,1257797,1277284,1298476,1320817,1336940,1358012,1374153,1383249,1396445
310M400US36500,36500,"Olympia-Tumwater, WA Metro Area",252264,252260,252996,256321,258489,261791,264975,268014,273721,280289,286419
310M400US36540,36540,"Omaha-Council Bluffs, NE-IA Metro Area",865350,865347,867673,875954,884563,893935,903462,913201,923386,932217,942198
310M400US36740,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2134411,2134402,2139199,2175958,2225779,2270479,2324886,2387554,2452986,2512917,2572962
310M400US36780,36780,"Oshkosh-Neenah, WI Metro Area",166994,166996,167069,167473,168507,169279,169330,169270,169637,170375,171020
310M400US36980,36980,"Owensboro, KY Metro Area",114752,114748,114772,115280,116026,116433,116591,117565,118122,118543,119114
310M400US37100,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",823318,823393,825130,830196,833801,838601,842946,846922,848921,850802,850967
310M400US37340,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",543376,543372,543972,544319,546978,550290,555598,565992,577338,588265,596849
310M400US37460,37460,"Panama City, FL Metro Area",184715,184713,185028,185299,187516,190487,194305,197315,199445,200168,201451
310M400US37620,37620,"Parkersburg-Vienna, WV Metro Area",92673,92668,92696,92630,92379,92353,92256,92131,91466,90873,90033
310M400US37860,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",448991,448991,450947,455079,461586,467066,470620,475563,481429,487327,494883
310M400US37900,37900,"Peoria, IL Metro Area",379186,379182,378976,379748,380277,381776,379516,377165,375269,371810,368373
310M400US37980,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",5965343,5965705,5970948,5995769,6016657,6030541,6047106,6057621,6067691,6078451,6096372
310M400US38060,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4192887,4193127,4204738,4253825,4331053,4404675,4491423,4581122,4675966,4761694,4857962
310M400US38220,38220,"Pine Bluff, AR Metro Area",100258,100290,100107,99044,97431,95779,94897,94018,92373,90923,89515
310M400US38300,38300,"Pittsburgh, PA Metro Area",2356285,2356302,2357086,2360160,2360331,2359764,2356201,2347907,2340576,2330283,2324743
310M400US38340,38340,"Pittsfield, MA Metro Area",131219,131275,131319,130531,130268,129473,128845,127857,127106,126485,126348
310M400US38540,38540,"Pocatello, ID Metro Area",82839,82842,83019,83628,83744,83449,83534,84216,84794,85641,87138
310M400US38860,38860,"Portland-South Portland, ME Metro Area",514098,514104,513904,516004,517611,520030,524052,525926,528941,532280,535420
310M400US38900,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",2226009,2225996,2232205,2262637,2288535,2311294,2344562,2382370,2427459,2456462,2478810
310M400US38940,38940,"Port St. Lucie, FL Metro Area",424107,424107,425186,428285,431957,436514,443299,453066,464263,473192,482040
310M400US39140,39140,"Prescott, AZ Metro Area",211033,211014,210983,211023,211977,214426,217739,220845,224591,228055,231993
310M400US39300,39300,"Providence-Warwick, RI-MA Metro Area",1600852,1601211,1603115,1602828,1605752,1607576,1611223,1613051,1614911,1617057,1621337
310M400US39340,39340,"Provo-Orem, UT Metro Area",526810,526885,530257,540969,549998,561594,571160,583191,601067,617751,633768
310M400US39380,39380,"Pueblo, CO Metro Area",159063,159063,159466,160248,160810,161145,161480,163111,164877,166426,167529
310M400US39460,39460,"Punta Gorda, FL Metro Area",159978,159964,159867,159851,162749,164694,168075,172437,177722,181537,184998
310M400US39540,39540,"Racine, WI Metro Area",195408,195428,195405,194892,194608,194703,194833,194710,194913,195949,196584
310M400US39580,39580,"Raleigh, NC Metro Area",1130490,1130488,1137381,1162096,1187686,1213328,1241236,1271196,1303845,1334342,1362540
310M400US39660,39660,"Rapid City, SD Metro Area",134598,134618,135002,136234,138384,140719,142658,143284,144897,146869,148749
310M400US39740,39740,"Reading, PA Metro Area",411442,411556,412025,412966,413515,413935,414593,415193,415748,417524,420152
310M400US39820,39820,"Redding, CA Metro Area",177223,177221,177277,177572,177868,178401,178905,178361,178581,179539,180040
310M400US39900,39900,"Reno, NV Metro Area",425417,425439,425956,427906,431291,435018,440296,446606,454134,461336,469764
310M400US40060,40060,"Richmond, VA Metro Area",1208101,1208089,1209896,1218638,1232938,1244814,1257769,1269483,1281314,1292911,1306172
310M400US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4224851,4224966,4242562,4295341,4336162,4371914,4418731,4465232,4516744,4570427,4622361
310M400US40220,40220,"Roanoke, VA Metro Area",308707,308669,308593,309106,310542,311879,312762,313205,312828,313488,314172
310M400US40340,40340,"Rochester, MN Metro Area",206877,206882,207217,208450,209539,211505,212664,213859,216019,217828,219802
310M400US40380,40380,"Rochester, NY Metro Area",1079671,1079697,1079966,1081465,1081491,1081766,1080149,1076800,1073713,1071589,1071082
310M400US40420,40420,"Rockford, IL Metro Area",349431,349431,349191,347766,345862,344761,342515,340828,339648,338252,337658
310M400US40580,40580,"Rocky Mount, NC Metro Area",152392,152375,152415,151788,150867,149863,149091,147549,147245,146769,146021
310M400US40660,40660,"Rome, GA Metro Area",96317,96314,96423,96153,95934,95885,95890,96200,96675,97427,97927
310M400US40900,40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",2149127,2149151,2153656,2172928,2190556,2211060,2236623,2264065,2292410,2320381,2345210
310M400US40980,40980,"Saginaw, MI Metro Area",200169,200169,199862,198883,198354,196798,195254,193314,192525,191996,190800
310M400US41060,41060,"St. Cloud, MN Metro Area",189093,189093,189218,190075,190555,191550,193113,195302,196666,198106,199801
310M400US41100,41100,"St. George, UT Metro Area",138115,138115,138392,141245,144146,147004,151109,154680,159337,165859,171700
310M400US41140,41140,"St. Joseph, MO-KS Metro Area",127329,127327,127281,127692,127907,127642,127262,126807,126736,126598,126490
310M400US41180,41180,"St. Louis, MO-IL Metro Area",2787701,2787752,2789979,2794881,2796568,2799459,2803516,2807498,2805437,2805850,2805465
310M400US41420,41420,"Salem, OR Metro Area",390738,390750,391496,393980,396138,398141,402269,408278,417284,424968,432102
310M400US41500,41500,"Salinas, CA Metro Area",415057,415061,416396,420542,425000,427054,428980,431241,434767,435477,435594
310M400US41540,41540,"Salisbury, MD-DE Metro Area",373802,373760,374826,378158,381209,384586,388804,393535,398682,404067,409979
310M400US41620,41620,"Salt Lake City, UT Metro Area",1087873,1087808,1091480,1106739,1123809,1140176,1151703,1165246,1185219,1205238,1222540
310M400US41660,41660,"San Angelo, TX Metro Area",111823,111825,112285,113332,114873,116286,117901,119044,119187,119200,119711
310M400US41700,41700,"San Antonio-New Braunfels, TX Metro Area",2142508,2142521,2153038,2193881,2237358,2280585,2329756,2380630,2428326,2474274,2518036
310M400US41740,41740,"San Diego-Carlsbad, CA Metro Area",3095313,3095349,3103306,3137372,3175201,3211248,3250993,3284061,3310280,3325468,3343364
310M400US41860,41860,"San Francisco-Oakland-Hayward, CA Metro Area",4335391,4335587,4343782,4395894,4456395,4521312,4587253,4649539,4689132,4710693,4729484
310M400US41940,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1836911,1836937,1841596,1868148,1894984,1924569,1950851,1975724,1988816,1993582,1999107
310M400US42020,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",269637,269597,269805,271050,274184,275751,278296,280171,281958,282838,284010
310M400US42100,42100,"Santa Cruz-Watsonville, CA Metro Area",262382,262356,263167,264882,266416,268940,271035,273730,274702,275105,274255
310M400US42140,42140,"Santa Fe, NM Metro Area",144170,144227,144528,145837,146722,147487,147819,148206,148888,149617,150056
310M400US42200,42200,"Santa Maria-Santa Barbara, CA Metro Area",423895,423947,424235,425481,429825,434823,439358,442522,444675,445606,446527
310M400US42220,42220,"Santa Rosa, CA Metro Area",483878,483868,484776,487423,490071,494243,498803,501346,503249,503246,499942
310M400US42340,42340,"Savannah, GA Metro Area",347611,347598,348635,355547,361723,365094,371283,377837,383161,386337,389494
310M400US42540,42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",563631,563617,563757,563635,563697,561516,560175,557690,555633,555645,555485
310M400US42660,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",3439809,3439805,3449275,3499104,3554484,3610838,3672067,3738316,3814369,3884469,3939363
310M400US42680,42680,"Sebastian-Vero Beach, FL Metro Area",138028,138028,138272,139100,140485,141913,144469,147478,151248,154314,157413
310M400US42700,42700,"Sebring, FL Metro Area",98786,98786,98634,98477,98222,98088,98606,100222,102191,104060,105424
310M400US43100,43100,"Sheboygan, WI Metro Area",115507,115510,115521,115197,114767,114704,114998,115239,115099,115235,115456
310M400US43300,43300,"Sherman-Denison, TX Metro Area",120877,120875,121030,121417,121854,122371,123615,125647,128331,131214,133991
310M400US43340,43340,"Shreveport-Bossier City, LA Metro Area",439811,439811,441133,445089,448329,446890,444829,444104,441793,439631,436341
310M400US43420,43420,"Sierra Vista-Douglas, AZ Metro Area",131346,131357,131822,133111,132026,129608,127352,126502,125782,124990,126770
310M400US43580,43580,"Sioux City, IA-NE-SD Metro Area",168563,168563,168873,168969,168552,168565,168531,168643,168947,168218,169045
310M400US43620,43620,"Sioux Falls, SD Metro Area",228261,228262,229098,232128,237027,241777,246146,250053,254820,260521,265653
310M400US43780,43780,"South Bend-Mishawaka, IN-MI Metro Area",319224,319213,319054,318893,318296,318565,319315,319543,320772,321447,322424
310M400US43900,43900,"Spartanburg, SC Metro Area",313268,313289,313677,314768,316415,318481,320994,324316,328459,334130,341298
310M400US44060,44060,"Spokane-Spokane Valley, WA Metro Area",527753,527753,528502,529791,531925,534514,539313,545380,554398,563958,573493
310M400US44100,44100,"Springfield, IL Metro Area",210170,210170,210463,211713,212080,211702,211685,211239,210403,209175,207636
310M400US44140,44140,"Springfield, MA Metro Area",621570,621681,623576,626264,627367,628626,630431,629998,629678,629506,631761
310M400US44180,44180,"Springfield, MO Metro Area",436712,436709,437297,440329,444253,448361,451500,455512,457881,462300,466978
310M400US44220,44220,"Springfield, OH Metro Area",138333,138341,138274,137793,137166,136636,136316,135740,134701,134649,134585
310M400US44300,44300,"State College, PA Metro Area",153990,154001,154218,155042,155815,158227,159655,160442,162062,162250,162805
310M400US44420,44420,"Staunton-Waynesboro, VA Metro Area",118502,118496,118311,118760,118455,119116,119479,120070,120857,121984,123007
310M400US44700,44700,"Stockton-Lodi, CA Metro Area",685306,685306,687156,694388,699782,702387,711771,721929,732185,742516,752660
310M400US44940,44940,"Sumter, SC Metro Area",107456,107490,107612,107298,107774,107732,107653,107173,107125,106514,106512
310M400US45060,45060,"Syracuse, NY Metro Area",662577,662620,663108,662417,660897,661807,660134,657633,654205,651048,650502
310M400US45220,45220,"Tallahassee, FL Metro Area",367413,368770,369341,371196,375258,373189,375366,377671,378859,383467,385145
310M400US45300,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2783243,2783462,2788367,2828748,2845719,2870355,2912875,2969251,3034215,3091225,3142663
310M400US45460,45460,"Terre Haute, IN Metro Area",172425,172417,172239,172459,172477,171890,171035,170438,170346,170022,169725
310M400US45500,45500,"Texarkana, TX-AR Metro Area",149198,149194,149327,149622,149705,149687,149592,149827,150257,150254,150242
310M400US45540,45540,"The Villages, FL Metro Area",93420,93420,94278,97972,101674,106908,112245,117070,121995,124933,128754
310M400US45780,45780,"Toledo, OH Metro Area",610001,610002,610019,608770,607476,607347,606336,605182,604883,603830,602871
310M400US45820,45820,"Topeka, KS Metro Area",233870,233867,234274,234688,234413,233861,233752,233580,233225,233153,232594
310M400US45940,45940,"Trenton, NJ Metro Area",366513,367511,367744,367384,368604,369517,369017,368352,368028,368602,369811
310M400US46060,46060,"Tucson, AZ Metro Area",980263,980263,981653,988407,993215,997437,1004675,1009737,1017624,1027502,1039073
310M400US46140,46140,"Tulsa, OK Metro Area",937478,937532,939822,945882,952916,962403,969986,981521,989256,991610,993797
310M400US46220,46220,"Tuscaloosa, AL Metro Area",230162,230176,230490,231431,233466,235636,238427,240530,241758,242700,243575
310M400US46300,46300,"Twin Falls, ID Metro Area",99604,99596,99989,100622,101142,102688,103948,105236,107172,109037,110096
310M400US46340,46340,"Tyler, TX Metro Area",209714,209725,210408,212764,214836,216521,219605,222447,225344,227460,230221
310M400US46520,46520,"Urban Honolulu, HI Metro Area",953207,953206,956296,967287,978073,986222,987649,991339,992692,986429,980080
310M400US46540,46540,"Utica-Rome, NY Metro Area",299397,299330,299224,298576,297988,297237,296010,293888,292794,292336,291410
310M400US46660,46660,"Valdosta, GA Metro Area",139588,139660,140055,141991,144118,142944,143445,143329,144470,145403,146174
310M400US46700,46700,"Vallejo-Fairfield, CA Metro Area",413344,413298,413944,416305,419699,423749,429155,433708,439300,443877,446610
310M400US47020,47020,"Victoria, TX Metro Area",94003,94003,94095,94758,96447,97527,98564,99688,99981,99651,99619
310M400US47220,47220,"Vineland-Bridgeton, NJ Metro Area",156898,156633,156704,157045,156941,156120,156086,154838,153355,151748,150972
310M400US47260,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1676822,1676823,1679795,1685911,1697056,1704386,1714136,1719838,1722419,1724876,1728733
310M400US47300,47300,"Visalia-Porterville, CA Metro Area",442179,442181,442994,446864,449975,452769,455602,457803,460023,463097,465861
310M400US47380,47380,"Waco, TX Metro Area",252772,252766,253812,255699,256964,258730,260434,262754,264960,268550,271942
310M400US47460,47460,"Walla Walla, WA Metro Area",62859,62859,63014,63448,63317,63380,63520,63937,64072,64675,64981
310M400US47580,47580,"Warner Robins, GA Metro Area",179605,179604,180453,183365,185275,186246,187236,187664,189755,191227,193835
310M400US47900,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",5636232,5636363,5665061,5768757,5865970,5950951,6020449,6082465,6139035,6200001,6249950
310M400US47940,47940,"Waterloo-Cedar Falls, IA Metro Area",167819,167819,167925,168429,168806,169852,170459,170855,170139,169553,169659
310M400US48060,48060,"Watertown-Fort Drum, NY Metro Area",116229,116234,116594,117769,120261,118515,118005,116403,113015,113063,111755
310M400US48140,48140,"Wausau, WI Metro Area",134063,134061,134049,134323,134363,134880,135131,135289,135057,135415,135428
310M400US48260,48260,"Weirton-Steubenville, WV-OH Metro Area",124454,124450,124324,123464,122669,122131,121500,120662,119287,118181,117064
310M400US48300,48300,"Wenatchee, WA Metro Area",110884,110887,111271,111884,112699,113162,113965,115682,117403,118646,119943
310M400US48540,48540,"Wheeling, WV-OH Metro Area",147950,147960,147907,147253,146515,145931,144958,144144,142946,141228,140045
310M400US48620,48620,"Wichita, KS Metro Area",630919,630923,631746,633179,636019,638248,640604,643257,645129,644949,644888
310M400US48660,48660,"Wichita Falls, TX Metro Area",151306,151474,151649,150286,151023,151447,151863,150149,150472,151180,151306
310M400US48700,48700,"Williamsport, PA Metro Area",116111,116114,116234,116742,117234,116607,116303,115576,114821,113930,113664
310M400US48900,48900,"Wilmington, NC Metro Area",254884,254881,255702,259125,262768,267724,271904,276895,283596,289425,294436
310M400US49020,49020,"Winchester, VA-WV Metro Area",128472,128475,128675,129968,130933,132309,133563,134297,135748,138107,139810
310M400US49180,49180,"Winston-Salem, NC Metro Area",640595,640537,641292,644261,646847,650007,653403,656352,661034,666746,671456
310M400US49340,49340,"Worcester, MA-CT Metro Area",916980,916764,918946,922313,924866,928413,932389,934848,936683,942303,947866
310M400US49420,49420,"Yakima, WA Metro Area",243231,243240,244269,245950,246207,246612,247046,248065,249691,250377,251446
310M400US49620,49620,"York-Hanover, PA Metro Area",434972,435008,435403,436643,437449,438936,440496,441800,443777,445722,448273
310M400US49660,49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",565773,565781,564828,562291,558507,555848,553051,548873,544688,541875,538952
310M400US49700,49700,"Yuba City, CA Metro Area",166892,166902,167103,166977,167002,167659,168392,169471,170900,173213,174848
310M400US49740,49740,"Yuma, AZ Metro Area",195751,195750,197138,202883,202589,202589,204283,205456,207520,209756,212128
