CBSA Code,Year,POP_CENSUSTRACT,WAC_TOTAL,WAC_RETAIL
23900,2015,3524.5,1509,12
24020,2002,14423.199999999999,10752,1520
24020,2003,14457.800000000001,14029,1283
24020,2004,14492.399999999998,14394,1435
24020,2005,14527.0,14072,1365
24020,2006,14561.600000000002,14687,1346
24020,2007,14596.199999999999,14587,1235
24020,2008,14630.800000000001,14938,1282
24020,2009,14665.399999999998,13672,954
24020,2010,14700.0,14929,909
24020,2011,14734.600000000002,15359,938
24020,2012,14769.199999999999,15591,813
24020,2013,14803.800000000001,15660,616
24020,2014,14838.399999999998,15925,739
24020,2015,14873.0,15432,679
24220,2002,12839.0,8566,367
24220,2003,12841.0,6752,349
24220,2004,12843.0,6808,310
24220,2005,12845.0,7136,346
24220,2006,12847.0,7439,331
24220,2007,12849.0,7012,290
24220,2008,12851.0,7185,307
24220,2009,12853.0,7210,297
24220,2010,12855.0,7479,367
24220,2011,12857.0,7681,393
24220,2012,12859.0,7869,393
24220,2013,12861.0,7865,414
24220,2014,12863.0,7815,426
24220,2015,12865.0,8026,383
24260,2002,10352.2,5931,719
24260,2003,10419.3,6211,838
24260,2004,10486.400000000001,6088,820
24260,2005,10553.5,6069,788
24260,2006,10620.599999999999,6246,817
24260,2007,10687.7,6067,685
24260,2008,10754.8,6540,831
24260,2009,10821.900000000001,6783,821
24260,2010,10889.0,7368,921
24260,2011,10956.099999999999,7702,916
24260,2012,11023.2,7418,978
24260,2013,11090.3,7461,992
24260,2014,11157.400000000001,8114,1004
24260,2015,11224.5,8109,1083
24300,2002,14237.4,17061,1899
24300,2003,14292.6,16801,1869
24300,2004,14347.800000000001,17515,1927
24300,2005,14403.0,17260,2184
24300,2006,14458.199999999999,17516,2159
24300,2007,14513.4,17975,2045
24300,2008,14568.6,18215,2161
24300,2009,14623.800000000001,18574,1957
24300,2010,14679.0,17717,1716
24300,2011,14734.199999999999,18047,1728
24300,2012,14789.4,16016,1529
24300,2013,14844.6,16929,1543
24300,2014,14899.800000000001,18037,1551
24300,2015,14955.0,17435,1598
24340,2002,150774.40000000005,118666,9749
24340,2003,149969.09999999995,112663,10363
24340,2004,149163.80000000002,121436,9827
24340,2005,148358.5,123052,9631
24340,2006,147553.19999999998,117329,9639
24340,2007,146747.90000000002,117118,9257
24340,2008,145942.59999999998,123871,9114
24340,2009,145137.30000000002,110475,8058
24340,2010,144332.0,116899,8476
24340,2011,143526.69999999998,121219,8299
24340,2012,142721.40000000002,97687,7327
24340,2013,141916.09999999998,99648,7719
24340,2014,141110.80000000002,101624,6909
24340,2015,140305.5,104483,7943
24500,2002,7194.2,4330,507
24500,2003,7193.8,3609,423
24500,2004,7193.4,4381,339
24500,2005,7193.0,4385,375
24500,2006,7192.6,4390,313
24500,2007,7192.2,4696,291
24500,2008,7191.8,4466,322
24500,2009,7191.4,4510,284
24500,2010,7191.0,4373,261
24500,2011,7190.6,4131,269
24500,2012,7190.2,4020,338
24500,2013,7189.8,4065,333
24500,2014,7189.4,4090,395
24500,2015,7189.0,4419,376
24540,2002,13290.8,13668,1303
24540,2003,13239.2,13789,1260
24540,2004,13187.6,13351,1092
24540,2005,13136.0,14019,1213
24540,2006,13084.4,12847,1010
24540,2007,13032.8,12225,880
24540,2008,12981.2,14424,953
24540,2009,12929.6,13015,890
24540,2010,12878.0,10271,753
24540,2011,12826.4,10090,730
24540,2012,12774.8,11398,856
24540,2013,12723.2,10937,804
24540,2014,12671.6,11162,657
24540,2015,12620.0,12952,644
24580,2002,31848.8,39507,5119
24580,2003,31747.2,40051,5396
24580,2004,31645.600000000002,41932,5610
24580,2005,31544.0,43527,5460
24580,2006,31442.399999999998,46003,5183
24580,2007,31340.8,48489,5005
24580,2008,31239.2,47789,5869
24580,2009,31137.600000000002,57026,6075
24580,2010,31036.0,58009,5835
24580,2011,30934.399999999998,58906,6109
24580,2012,30832.8,24358,1873
24580,2013,30731.2,23253,1848
24580,2014,30629.600000000002,23792,1871
24580,2015,30528.0,25478,2004
24660,2002,19304.6,20554,1815
24660,2003,19337.9,19977,1602
24660,2004,19371.199999999997,20403,1615
24660,2005,19404.5,21414,1562
24660,2006,19437.800000000003,21902,1927
24660,2007,19471.1,22352,2093
24660,2008,19504.4,23003,1368
24660,2009,19537.699999999997,22655,1333
24660,2010,19571.0,23438,1586
24660,2011,19604.300000000003,22989,1600
24660,2012,19637.6,20284,946
24660,2013,19670.9,20417,900
24660,2014,19704.199999999997,18718,941
24660,2015,19737.5,18240,969
24780,2002,8274.4,12247,597
24780,2003,8374.6,13311,642
24780,2004,8474.8,13068,621
24780,2005,8575.0,12886,785
24780,2006,8675.2,13053,687
24780,2007,8775.4,13915,778
24780,2008,8875.6,13459,961
24780,2009,8975.8,13360,882
24780,2010,9076.0,16396,1463
24780,2011,9176.2,16244,1162
24780,2012,9276.4,12147,517
24780,2013,9376.599999999999,12128,510
24780,2014,9476.8,10898,536
24780,2015,9577.0,10986,478
24860,2002,10520.0,26487,980
24860,2003,10534.5,29931,871
24860,2004,10549.0,29323,871
24860,2005,10563.5,31198,921
24860,2006,10578.0,28341,962
24860,2007,10592.5,31123,987
24860,2008,10607.0,29070,984
24860,2009,10621.5,29815,939
24860,2010,10636.0,29003,798
24860,2011,10650.5,30075,849
24860,2012,10665.0,29648,1008
24860,2013,10679.5,30165,1023
24860,2014,10694.0,32617,976
24860,2015,10708.5,39473,971
25060,2004,3607.8,3877,51
25060,2005,3638.5,3922,85
25060,2006,3669.2,3768,85
25060,2007,3699.9,3323,103
25060,2008,3730.6,3558,106
25060,2009,3761.3,4328,101
25060,2010,3792.0,4347,113
25060,2011,3822.7,3835,122
25060,2012,3853.4,4121,147
25060,2013,3884.1,4047,149
25060,2014,3914.8,4152,152
25060,2015,3945.5,3625,164
25180,2002,25881.800000000003,29499,2525
25180,2003,25952.199999999997,28884,2764
25180,2004,26022.6,27613,2968
25180,2005,26093.0,27219,3009
25180,2006,26163.4,26454,3041
25180,2007,26233.800000000003,26370,2712
25180,2008,26304.199999999997,26187,2642
25180,2009,26374.6,26737,2319
25180,2010,26445.0,24965,2435
25180,2011,26515.4,25138,2552
25180,2012,26585.800000000003,16718,2116
25180,2013,26656.199999999997,16197,2021
25180,2014,26726.6,13902,1907
25180,2015,26797.0,13198,1832
25260,2002,7756.2,4568,689
25260,2003,7793.8,4706,673
25260,2004,7831.4,5787,670
25260,2005,7869.0,5127,693
25260,2006,7906.6,6640,662
25260,2007,7944.2,6475,652
25260,2008,7981.8,5281,607
25260,2009,8019.4,5560,488
25260,2010,20175.0,7618,455
25260,2011,20786.7,7194,423
25260,2012,21398.4,6822,368
25260,2013,22010.1,6773,411
25260,2014,22621.8,6871,436
25260,2015,23233.5,8679,478
25420,2002,62425.60000000001,64776,3431
25420,2003,62470.39999999999,61417,3394
25420,2004,62515.2,61583,3608
25420,2005,62560.0,67255,3790
25420,2006,62604.8,67629,3746
25420,2007,62649.60000000001,67002,3795
25420,2008,62694.39999999999,66771,3624
25420,2009,62739.2,63520,3082
25420,2010,62784.0,58455,2795
25420,2011,62828.8,57436,3111
25420,2012,62873.60000000001,49910,2583
25420,2013,62918.39999999999,47554,2667
25420,2014,62963.2,47745,2537
25420,2015,63008.0,48528,2451
25540,2002,233088.20000000007,152379,8899
25540,2003,233997.29999999993,148692,8289
25540,2004,234906.40000000008,146918,8048
25540,2005,235815.5,148683,7970
25540,2006,236724.59999999992,154591,7546
25540,2007,237633.70000000004,158896,7235
25540,2008,238542.79999999996,161542,7422
25540,2009,239451.90000000008,157256,6766
25540,2010,240361.0,158755,7089
25540,2011,241270.09999999992,164937,7162
25540,2012,242179.20000000004,158433,7220
25540,2013,243088.29999999996,162485,6820
25540,2014,243997.40000000008,158580,7167
25540,2015,244906.5,163890,7182
26300,2003,3537.9,1971,801
26300,2004,3545.2,2013,843
26300,2005,3552.5,2127,911
26300,2006,3559.8,2204,944
26300,2007,3567.1,3113,879
26300,2008,3574.4,3096,873
26300,2009,3581.7,3108,884
26300,2010,3589.0,3041,774
26300,2011,3596.3,3038,755
26300,2012,3603.6,3193,809
26300,2013,3610.9,3252,789
26300,2014,3618.2,3078,740
26300,2015,3625.5,3000,732
26380,2002,3189.4,1955,331
26380,2003,3178.6,1682,263
26380,2004,3167.8,2155,257
26380,2005,3157.0,2114,217
26380,2006,3146.2,1903,200
26380,2007,3135.4,2145,252
26380,2008,3124.6,2059,207
26380,2009,3113.8,2357,220
26380,2010,3103.0,2256,193
26380,2011,3092.2,2238,200
26380,2012,3081.4,2463,194
26380,2013,3070.6,2408,170
26380,2014,3059.8,2233,163
26380,2015,3049.0,2231,155
26420,2002,1081225.0,916242,84576
26420,2003,1088433.5000000002,892781,80274
26420,2004,1095642.0000000002,889934,80737
26420,2005,1102850.5,894470,80330
26420,2006,1110058.9999999998,932568,84065
26420,2007,1117267.4999999998,944747,83359
26420,2008,1124476.0,995300,82874
26420,2009,1131684.5000000002,976111,78154
26420,2010,1138893.0,1001373,80948
26420,2011,1146101.4999999998,1021589,85370
26420,2012,1153310.0,997809,83966
26420,2013,1160518.5,1032926,86492
26420,2014,1167727.0000000005,1060906,88158
26420,2015,1174935.5,1097904,91453
26580,2002,21692.800000000003,19917,903
26580,2003,21606.699999999997,20116,1023
26580,2004,21520.6,19821,1030
26580,2005,21434.5,19893,1039
26580,2006,21348.4,20025,958
26580,2007,21262.300000000003,20948,938
26580,2008,21176.199999999997,21105,989
26580,2009,21090.1,20408,985
26580,2010,21004.0,21990,1179
26580,2011,20917.9,21787,1263
26580,2012,20831.800000000003,17215,924
26580,2013,20745.699999999997,20436,920
26580,2014,20659.6,20207,925
26580,2015,20573.5,20858,900
26820,2002,12588.4,4304,469
26820,2003,12646.6,4506,456
26820,2004,12704.8,4461,408
26820,2005,12763.0,4756,337
26820,2006,12821.2,5005,434
26820,2007,12879.4,4810,392
26820,2008,12937.6,4937,401
26820,2009,12995.8,6038,419
26820,2010,13054.0,6034,462
26820,2011,13112.2,6135,447
26820,2012,13170.4,6222,436
26820,2013,13228.6,6466,489
26820,2014,13286.8,6593,505
26820,2015,13345.0,6108,504
26900,2002,138617.6,156269,16974
26900,2003,137731.9,162500,16161
26900,2004,136846.19999999998,167303,16660
26900,2005,135960.5,164975,15880
26900,2006,135074.80000000002,154816,15381
26900,2007,134189.1,143098,14894
26900,2008,133303.4,155432,14488
26900,2009,132417.7,141617,13799
26900,2010,131532.0,156154,14287
26900,2011,130646.29999999999,149092,15408
26900,2012,129760.6,140622,14753
26900,2013,128874.9,139446,14595
26900,2014,127989.20000000001,133386,14217
26900,2015,127103.5,147985,14490
26980,2002,37012.200000000004,41381,4262
26980,2003,37134.799999999996,39822,3871
26980,2004,37257.399999999994,37133,4383
26980,2005,37380.0,40777,4302
26980,2006,37502.600000000006,41853,4273
26980,2007,37625.200000000004,36460,4338
26980,2008,37747.799999999996,37572,4442
26980,2009,37870.399999999994,44621,4143
26980,2010,37993.0,46795,4194
26980,2011,38115.600000000006,46964,4231
26980,2012,38238.200000000004,46458,3739
26980,2013,38360.799999999996,47572,4181
26980,2014,38483.399999999994,48967,4206
26980,2015,38606.0,48279,4281
27060,2002,16007.2,11353,1303
27060,2003,16107.8,11045,1277
27060,2004,16208.400000000001,11160,1205
27060,2005,16309.0,11091,1186
27060,2006,16409.6,11367,1130
27060,2007,16510.2,10835,766
27060,2008,16610.8,7898,710
27060,2009,16711.4,12600,1131
27060,2010,16812.0,12497,1007
27060,2011,16912.6,12654,1088
27060,2012,17013.2,11906,848
27060,2013,17113.8,12554,888
27060,2014,17214.4,12519,826
27060,2015,17315.0,12393,742
27100,2002,23123.8,20765,1174
27100,2003,23332.2,21749,1085
27100,2004,23540.6,21611,968
27100,2005,23749.0,18499,895
27100,2006,23957.4,22185,957
27100,2007,24165.800000000003,21928,868
27100,2008,24374.199999999997,21048,761
27100,2009,24582.6,20229,688
27100,2010,24791.0,18915,966
27100,2011,24999.4,21081,820
27100,2012,25207.800000000003,20961,585
27100,2013,25416.199999999997,21740,536
27100,2014,25624.6,20931,542
27100,2015,25833.0,19448,506
27140,2004,10786.599999999999,55232,1903
27140,2005,10556.5,55730,1748
27140,2006,10326.400000000001,55839,1671
27140,2007,10096.3,55479,1632
27140,2008,9866.2,55409,1610
27140,2009,9636.099999999999,56659,1624
27140,2010,9406.0,55870,1519
27140,2011,9175.900000000001,53722,1396
27140,2012,8945.8,60511,1359
27140,2013,8715.7,59053,1350
27140,2014,8485.599999999999,58952,1314
27140,2015,8255.5,58436,1270
27260,2002,41022.200000000004,93171,4531
27260,2003,40797.799999999996,85871,5767
27260,2004,40573.4,90157,5887
27260,2005,40349.0,92166,5480
27260,2006,40124.6,92610,5591
27260,2007,39900.200000000004,98248,6047
27260,2008,39675.799999999996,96476,5331
27260,2009,39451.4,93129,5859
27260,2010,39227.0,97352,5654
27260,2011,39002.6,97908,4591
27260,2012,38778.200000000004,93379,4073
27260,2013,38553.799999999996,96129,4250
27260,2014,38329.4,96811,4586
27260,2015,38105.0,94272,4108
27500,2002,12819.6,11801,1052
27500,2003,12730.4,12513,1229
27500,2004,12641.2,12723,1245
27500,2005,12552.0,12802,1427
27500,2006,12462.8,12742,1568
27500,2007,12373.6,12835,1346
27500,2008,12284.4,13108,1720
27500,2009,12195.2,11910,1712
27500,2010,12106.0,11956,1534
27500,2011,12016.8,12845,1531
27500,2012,11927.6,5138,202
27500,2013,11838.4,5361,192
27500,2014,11749.2,5245,194
27500,2015,11660.0,5440,204
27740,2002,10431.6,8059,1312
27740,2003,10381.4,7635,1357
27740,2004,10331.2,7998,1043
27740,2005,10281.0,8096,921
27740,2006,10230.8,8480,791
27740,2007,10180.6,8544,718
27740,2008,10130.4,8291,728
27740,2009,10080.2,9039,704
27740,2010,10030.0,9795,994
27740,2011,9979.8,10326,1233
27740,2012,9929.6,9070,821
27740,2013,9879.4,8982,801
27740,2014,9829.2,8748,808
27740,2015,9779.0,8410,722
27780,2002,12216.8,12866,730
27780,2003,12066.2,12830,732
27780,2004,11915.599999999999,12399,681
27780,2005,11765.0,12988,661
27780,2006,11614.400000000001,12201,577
27780,2007,11463.8,10559,558
27780,2008,11313.2,10628,524
27780,2009,11162.599999999999,9656,481
27780,2010,11012.0,10696,487
27780,2011,10861.400000000001,10798,507
27780,2012,10710.800000000001,9374,367
27780,2013,10560.199999999999,9558,487
27780,2014,10409.599999999999,9053,502
27780,2015,10259.0,8897,534
27980,2002,10112.0,5265,678
27980,2003,10254.0,5349,690
27980,2004,10396.0,5416,694
27980,2005,10538.0,5529,770
27980,2006,10680.0,5544,774
27980,2007,10822.0,6359,824
27980,2008,10964.0,6769,830
27980,2009,11106.0,5665,776
27980,2010,11248.0,6268,1010
27980,2011,11390.0,6316,1000
27980,2012,11532.0,6072,1064
27980,2013,11674.0,6488,1066
27980,2014,11816.0,6475,1011
27980,2015,11958.0,6500,1003
28020,2002,28918.0,18759,1684
28020,2003,28834.5,18921,1833
28020,2004,28751.0,19125,1647
28020,2005,28667.5,21870,1838
28020,2006,28584.0,19899,1724
28020,2007,28500.5,28064,2012
28020,2008,28417.0,27420,1941
28020,2009,28333.5,28297,1485
28020,2010,28250.0,35248,1619
28020,2011,28166.5,28538,1391
28020,2012,28083.0,24884,1355
28020,2013,27999.5,24804,1428
28020,2014,27916.0,24708,1487
28020,2015,27832.5,24317,1468
28100,2002,12137.199999999999,8972,604
28100,2003,12129.300000000001,9493,621
28100,2004,12121.400000000001,9363,606
28100,2005,12113.5,9326,627
28100,2006,12105.599999999999,10612,631
28100,2007,12097.699999999999,10273,682
28100,2008,12089.800000000001,9294,658
28100,2009,12081.900000000001,8719,584
28100,2010,12074.0,10157,805
28100,2011,12066.099999999999,10323,787
28100,2012,12058.199999999999,8153,529
28100,2013,12050.300000000001,8464,568
28100,2014,12042.400000000001,8468,543
28100,2015,12034.5,8969,636
28140,2002,202996.20000000004,218011,24835
28140,2003,202415.79999999996,211557,23801
28140,2004,201835.39999999994,211476,23921
28140,2005,201255.0,214396,24121
28140,2006,200674.60000000006,212490,22590
28140,2007,200094.20000000004,230580,23385
28140,2008,199513.79999999996,226149,22573
28140,2009,198933.39999999994,221145,20969
28140,2010,198353.0,211926,20450
28140,2011,197772.60000000006,222076,21453
28140,2012,197192.20000000004,213337,20270
28140,2013,196611.79999999996,217100,20657
28140,2014,196031.39999999994,222192,20279
28140,2015,195451.0,227256,20187
28420,2002,30400.6,28968,1830
28420,2003,30568.9,27898,1784
28420,2004,30737.2,27833,1702
28420,2005,30905.5,29279,1595
28420,2006,31073.8,28815,1520
28420,2007,31242.1,28471,1464
28420,2008,31410.4,28627,1514
28420,2009,31578.7,26623,1542
28420,2010,31747.0,29446,1593
28420,2011,31915.3,33832,1362
28420,2012,32083.6,27270,1254
28420,2013,32251.9,28933,1348
28420,2014,32420.2,28929,1383
28420,2015,32588.5,29870,1370
28660,2002,16044.000000000002,14763,1538
28660,2003,15828.499999999998,15088,1357
28660,2004,15613.000000000002,15368,1328
28660,2005,15397.5,15253,1359
28660,2006,15181.999999999998,14903,1276
28660,2007,14966.500000000002,14205,1198
28660,2008,14750.999999999998,14269,1126
28660,2009,14535.500000000002,13928,974
28660,2010,14320.0,22684,1211
28660,2011,14104.499999999998,21677,1287
28660,2012,13889.000000000002,19073,990
28660,2013,13673.499999999998,19537,912
28660,2014,13458.000000000002,19148,821
28660,2015,13242.5,18208,684
28740,2002,11505.0,15562,1615
28740,2003,11551.5,11383,1183
28740,2004,11598.0,12949,1168
28740,2005,11644.5,12418,1180
28740,2006,11691.0,11124,1130
28740,2007,11737.5,10553,735
28740,2008,11784.0,10212,717
28740,2009,11830.5,11064,888
28740,2010,11877.0,9511,944
28740,2011,11923.5,11056,937
28740,2012,11970.0,10579,835
28740,2013,12016.5,10464,674
28740,2014,12063.0,9311,747
28740,2015,12109.5,9785,755
28940,2002,7801.0,44654,744
28940,2003,7815.0,42317,679
28940,2004,7829.0,31776,702
28940,2005,7843.0,32122,677
28940,2006,7857.0,33208,714
28940,2007,7871.0,32493,682
28940,2008,7885.0,33658,681
28940,2009,7899.0,32755,590
28940,2010,7913.0,32570,727
28940,2011,7927.0,30937,687
28940,2012,7941.0,31227,707
28940,2013,7955.0,31006,680
28940,2014,7969.0,30618,733
28940,2015,7983.0,31516,843
29020,2002,3971.8,21457,1155
29020,2003,3934.2,20602,1115
29020,2004,3896.6,19310,1110
29020,2005,3859.0,19828,984
29020,2006,3821.4,17688,1088
29020,2007,3783.8,16443,1023
29020,2008,3746.2,14350,1000
29020,2009,3708.6,10911,955
29020,2010,3671.0,8300,1054
29020,2011,3633.4,9460,1122
29020,2012,3595.8,6351,1042
29020,2013,3558.2,6308,950
29020,2014,3520.6,13479,995
29020,2015,3483.0,14116,1061
29100,2002,14597.6,6581,548
29100,2003,14581.4,6680,523
29100,2004,14565.2,6383,326
29100,2005,14549.0,6304,297
29100,2006,14532.8,6803,322
29100,2007,14516.6,6882,295
29100,2008,14500.4,6842,254
29100,2009,14484.2,7420,243
29100,2010,14468.0,22007,1379
29100,2011,14451.8,23139,1795
29100,2012,14435.6,8451,169
29100,2013,14419.4,7850,176
29100,2014,14403.2,7832,144
29100,2015,14387.0,7953,169
29180,2002,17962.6,18797,1291
29180,2003,17910.9,18127,1149
29180,2004,17859.2,18428,1075
29180,2005,17807.5,18533,1005
29180,2006,17755.800000000003,18878,1017
29180,2007,17704.1,17532,935
29180,2008,17652.4,17792,869
29180,2009,17600.699999999997,19222,893
29180,2010,17549.0,17803,780
29180,2011,17497.300000000003,18038,709
29180,2012,17445.6,13873,568
29180,2013,17393.9,13302,626
29180,2014,17342.199999999997,12430,584
29180,2015,17290.5,12862,644
29200,2002,37650.0,23003,1122
29200,2003,37523.5,22976,1053
29200,2004,37397.0,23299,1013
29200,2005,37270.5,22678,934
29200,2006,37144.0,23651,989
29200,2007,37017.5,22947,847
29200,2008,36891.0,25224,821
29200,2009,36764.5,23779,864
29200,2010,36638.0,21617,913
29200,2011,36511.5,24743,836
29200,2012,36385.0,25499,895
29200,2013,36258.5,24392,743
29200,2014,36132.0,24651,686
29200,2015,36005.5,25494,742
29340,2002,6389.2,11758,434
29340,2003,6359.8,10542,421
29340,2004,6330.4,9956,410
29340,2005,6301.0,10481,296
29340,2006,6271.6,9605,516
29340,2007,6242.2,8537,487
29340,2008,6212.8,10010,443
29340,2009,6183.4,15403,536
29340,2010,6154.0,11725,725
29340,2011,6124.6,12503,772
29340,2012,6095.2,11357,432
29340,2013,6065.8,11636,441
29340,2014,6036.4,12336,419
29340,2015,6007.0,12211,411
29460,2002,6649.200000000001,17357,1046
29460,2003,6579.299999999999,17567,1000
29460,2004,6509.4,19459,898
29460,2005,6439.5,21487,819
29460,2006,6369.6,17215,862
29460,2007,6299.700000000001,22485,1101
29460,2008,6229.799999999999,20917,773
29460,2009,6159.9,17702,740
29460,2010,6090.0,18250,741
29460,2011,6020.1,17172,1507
29460,2012,5950.200000000001,14883,1684
29460,2013,5880.299999999999,15060,1413
29460,2014,5810.4,14992,1380
29460,2015,5740.5,15217,1516
29540,2002,59102.00000000001,28527,1672
29540,2003,59276.49999999999,24921,1531
29540,2004,59451.0,29145,1425
29540,2005,59625.5,31075,1470
29540,2006,59800.0,28452,1485
29540,2007,59974.50000000001,31078,1456
29540,2008,60148.99999999999,31390,1431
29540,2009,60323.5,31105,1356
29540,2010,60498.0,30961,1356
29540,2011,60672.5,31266,1523
29540,2012,60847.00000000001,24397,1586
29540,2013,61021.49999999999,29939,1683
29540,2014,61196.0,29890,1411
29540,2015,61370.5,29999,1456
29620,2002,51594.200000000004,37869,5325
29620,2003,51428.799999999996,39156,5285
29620,2004,51263.4,40662,4772
29620,2005,51098.0,38602,4891
29620,2006,50932.6,39321,4873
29620,2007,50767.200000000004,48759,5592
29620,2008,50601.799999999996,49059,5502
29620,2009,50436.4,44620,5095
29620,2010,50271.0,44908,5060
29620,2011,50105.6,44402,4862
29620,2012,49940.200000000004,33004,3330
29620,2013,49774.799999999996,33270,3252
29620,2014,49609.4,32763,3217
29620,2015,49444.0,31079,3157
29700,2002,46454.6,19773,3394
29700,2003,46417.9,17047,3369
29700,2004,46381.2,19006,3375
29700,2005,46344.5,18826,3286
29700,2006,46307.8,19158,3029
29700,2007,46271.1,17194,3193
29700,2008,46234.4,17949,3414
29700,2009,46197.7,17503,3141
29700,2010,46161.0,19518,3462
29700,2011,46124.3,18578,2217
29700,2012,46087.6,14527,1742
29700,2013,46050.9,14872,1814
29700,2014,46014.2,14025,1696
29700,2015,45977.5,13926,1698
29820,2002,711352.6,332884,39719
29820,2003,716629.9000000001,341170,40024
29820,2004,721907.2,355792,41282
29820,2005,727184.5,379135,42909
29820,2006,732461.8,394797,44630
29820,2007,737739.1,391074,44223
29820,2008,743016.4,389759,44713
29820,2009,748293.7,352980,40309
29820,2010,753571.0,337024,39393
29820,2011,758848.3000000002,336791,40899
29820,2012,764125.6000000001,330877,41080
29820,2013,769402.8999999999,336625,41189
29820,2014,774680.1999999998,350551,42968
29820,2015,779957.5,360166,44321
29940,2002,18432.2,12284,1228
29940,2003,18440.8,11711,1326
29940,2004,18449.4,11451,1355
29940,2005,18458.0,11438,1266
29940,2006,18466.6,11768,1188
29940,2007,18475.2,5529,1039
29940,2008,18483.8,5639,1269
29940,2009,18492.4,5128,1219
29940,2010,18501.0,5242,1194
29940,2011,18509.6,5897,1226
29940,2012,18518.2,5144,1126
29940,2013,18526.8,5377,1149
29940,2014,18535.4,4884,942
29940,2015,18544.0,5149,981
30020,2002,2811.6,53,21
30020,2003,2834.9,57,17
30020,2004,2858.2,27,17
30020,2005,2881.5,52,17
30020,2006,2904.8,59,17
30020,2007,2928.1,61,15
30020,2008,2951.4,63,17
30020,2009,2974.7,55,13
30020,2010,2998.0,82,21
30020,2011,3021.3,86,23
30020,2012,3044.6,84,18
30020,2013,3067.9,62,19
30020,2014,3091.2,72,27
30020,2015,3114.5,61,27
30140,2002,13666.4,7468,619
30140,2003,13725.1,7831,631
30140,2004,13783.8,7500,647
30140,2005,13842.5,7772,626
30140,2006,13901.2,7591,652
30140,2007,13959.9,7530,663
30140,2008,14018.6,7356,657
30140,2009,14077.3,6618,644
30140,2010,14136.0,6653,608
30140,2011,14194.7,8886,846
30140,2012,14253.4,8334,691
30140,2013,14312.1,8316,663
30140,2014,14370.8,7158,805
30140,2015,14429.5,7256,678
30340,2002,16753.0,15373,1324
30340,2003,16791.0,15544,1302
30340,2004,16829.0,15218,1264
30340,2005,16867.0,15035,1291
30340,2006,16905.0,13654,1267
30340,2007,16943.0,15461,1332
30340,2008,16981.0,15628,1309
30340,2009,17019.0,15570,1351
30340,2010,17057.0,15683,1365
30340,2011,17095.0,15601,1198
30340,2012,17133.0,16802,990
30340,2013,17171.0,16742,916
30340,2014,17209.0,16957,1080
30340,2015,17247.0,15704,910
30460,2002,66078.2,57736,5658
30460,2003,66328.3,57698,5358
30460,2004,66578.4,57987,5352
30460,2005,66828.5,59191,5260
30460,2006,67078.6,55140,5018
30460,2007,67328.7,60622,4695
30460,2008,67578.8,57909,5201
30460,2009,67828.9,56096,4989
30460,2010,68079.0,59819,4824
30460,2011,68329.1,72452,5099
30460,2012,68579.2,66486,4865
30460,2013,68829.3,66531,4734
30460,2014,69079.4,71393,4860
30460,2015,69329.5,67910,4929
30620,2002,1965.0,3638,175
30620,2003,1937.0,3676,160
30620,2004,1909.0,3767,174
30620,2005,1881.0,3882,166
30620,2006,1853.0,3758,153
30620,2007,1825.0,1045,22
30620,2008,1797.0,3441,24
30620,2009,1769.0,3353,16
30620,2010,1741.0,3497,21
30620,2011,1713.0,3125,22
30620,2012,1685.0,3207,16
30620,2013,1657.0,711,20
30620,2014,1629.0,2983,19
30620,2015,1601.0,2865,21
30700,2002,79650.99999999999,72223,6562
30700,2003,79543.00000000001,70550,6554
30700,2004,79435.0,71490,6695
30700,2005,79327.0,72477,6628
30700,2006,79219.0,71911,6581
30700,2007,79110.99999999999,71686,6392
30700,2008,79003.00000000001,73267,6257
30700,2009,78895.0,70520,5957
30700,2010,79912.0,70734,5770
30700,2011,79916.5,71463,5997
30700,2012,79920.99999999999,70035,5766
30700,2013,79925.50000000001,70441,5992
30700,2014,79930.0,72858,6133
30700,2015,79934.5,72669,6153
30780,2003,5972.0,10013,2386
30780,2004,5961.0,10035,2420
30780,2005,5950.0,10261,2447
30780,2006,5939.0,10617,2373
30780,2007,5928.0,11008,2443
30780,2008,5917.0,10728,2414
30780,2009,5906.0,9932,2072
30780,2010,5895.0,10887,2047
30780,2011,5884.0,10993,1994
30780,2012,5873.0,9682,1470
30780,2013,5862.0,9316,1480
30780,2014,5851.0,8972,1351
30780,2015,5840.0,8577,1396
30860,2002,15670.6,8445,1039
30860,2003,15616.4,9014,1006
30860,2004,15562.2,9239,1044
30860,2005,15508.0,8631,1043
30860,2006,15453.8,5506,1067
30860,2007,15399.6,9491,1122
30860,2008,15345.4,9742,1138
30860,2009,15291.2,9622,1091
30860,2010,15237.0,9057,1162
30860,2011,15182.8,6750,1132
30860,2012,15128.6,9565,911
30860,2013,15074.4,9718,962
30860,2014,15020.2,9407,949
30860,2015,14966.0,9696,1053
30980,2002,2528.0,3535,863
30980,2003,2546.0,3747,904
30980,2004,2564.0,3800,948
30980,2005,2582.0,3862,965
30980,2006,2600.0,3725,509
30980,2007,2618.0,3515,530
30980,2008,2636.0,3529,555
30980,2009,2654.0,3414,565
30980,2010,2672.0,3508,513
30980,2011,2690.0,3476,502
30980,2012,2708.0,2098,218
30980,2013,2726.0,2235,242
30980,2014,2744.0,2387,249
30980,2015,2762.0,2239,213
31020,2002,16191.400000000001,5721,315
31020,2003,16216.099999999999,5468,298
31020,2004,16240.800000000001,5550,297
