,Id,Id2,Geography,JTW_DA,JTW_CARPOOL,JTW_TRANSIT,MEAN_TT,Year
614,3100000US38860,38860,"Portland-South Portland-Biddeford, ME Metro Area",210137,27788,2628,22.9,2006
975,3100000US38860,38860,"Portland-South Portland-Biddeford, ME Metro Area",210688,26165,2066,23.6,2007
1337,3100000US38860,38860,"Portland-South Portland-Biddeford, ME Metro Area",203992,28511,2725,24.1,2008
1703,3100000US38860,38860,"Portland-South Portland-Biddeford, ME Metro Area",209725,24259,3138,23.3,2009
2069,310M100US38860,38860,"Portland-South Portland-Biddeford, ME Metro Area",208165,20766,2168,24.3,2010
2435,310M100US38860,38860,"Portland-South Portland-Biddeford, ME Metro Area",211380,23243,2421,24.4,2011
2801,310M100US38860,38860,"Portland-South Portland-Biddeford, ME Metro Area",207282,24024,2863,24.4,2012
256,3100000US38900,38900,"Portland-Vancouver-Beaverton, OR-WA Metro Area",726059,110796,63569,24.4,2005
615,3100000US38900,38900,"Portland-Vancouver-Beaverton, OR-WA Metro Area",751227,115044,67695,24.6,2006
976,3100000US38900,38900,"Portland-Vancouver-Beaverton, OR-WA Metro Area",783162,112440,59329,24.8,2007
1338,3100000US38900,38900,"Portland-Vancouver-Beaverton, OR-WA Metro Area",776226,117424,69898,25.3,2008
1704,3100000US38900,38900,"Portland-Vancouver-Beaverton, OR-WA Metro Area",752455,103875,63877,24.8,2009
2070,310M100US38900,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",731980,89461,62542,24.9,2010
2436,310M100US38900,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",749501,99372,66619,25.0,2011
2802,310M100US38900,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",762607,104691,64609,25.1,2012
3178,310M200US38900,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",771786,106719,69538,25.7,2013
3559,310M200US38900,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",787554,114318,73671,26.0,2014
3940,310M200US38900,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",819938,109784,81212,26.6,2015
4322,310M300US38900,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",860153,110599,78075,27.5,2016
4704,310M300US38900,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",872631,115077,78837,27.7,2017
258,3100000US39100,39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",228695,30242,14981,32.2,2005
617,3100000US39100,39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",236149,29648,15531,30.9,2006
978,3100000US39100,39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",236488,31379,15257,30.8,2007
1340,3100000US39100,39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",245706,33876,16831,32.0,2008
1706,3100000US39100,39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",229619,34734,13881,32.2,2009
2072,310M100US39100,39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",227506,31703,13196,31.9,2010
2438,310M100US39100,39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",218143,30941,14179,31.8,2011
2804,310M100US39100,39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",229634,27406,14471,32.6,2012
259,3100000US39140,39140,"Prescott, AZ Metro Area",61875,9186,111,20.6,2005
618,3100000US39140,39140,"Prescott, AZ Metro Area",67089,10499,48,20.9,2006
979,3100000US39140,39140,"Prescott, AZ Metro Area",68541,13072,55,21.4,2007
1341,3100000US39140,39140,"Prescott, AZ Metro Area",65237,12824,195,22.6,2008
1707,3100000US39140,39140,"Prescott, AZ Metro Area",60754,10763,119,20.5,2009
2073,310M100US39140,39140,"Prescott, AZ Metro Area",57371,10217,0,22.1,2010
2439,310M100US39140,39140,"Prescott, AZ Metro Area",57020,10146,36,23.0,2011
2805,310M100US39140,39140,"Prescott, AZ Metro Area",59467,11558,691,21.8,2012
3180,310M200US39140,39140,"Prescott, AZ Metro Area",58239,10905,0,23.7,2013
3561,310M200US39140,39140,"Prescott, AZ Metro Area",56751,9729,315,23.7,2014
3942,310M200US39140,39140,"Prescott, AZ Metro Area",62484,9976,653,24.7,2015
4324,310M300US39140,39140,"Prescott, AZ Metro Area",65110,9314,240,22.6,2016
4706,310M300US39140,39140,"Prescott, AZ Metro Area",66382,8340,553,22.7,2017
260,3100000US39300,39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",613241,70952,20381,23.6,2005
619,3100000US39300,39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",633969,70620,20329,23.4,2006
980,3100000US39300,39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",620561,71233,20571,23.9,2007
1342,3100000US39300,39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",632484,69551,21275,24.1,2008
1708,3100000US39300,39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",620217,66603,20534,24.3,2009
2074,310M100US39300,39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",592535,60386,18688,24.1,2010
2440,310M100US39300,39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",612493,68766,21179,24.5,2011
2806,310M100US39300,39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",609877,67061,21995,25.5,2012
3181,310M200US39300,39300,"Providence-Warwick, RI-MA Metro Area",614580,62946,20349,25.2,2013
3562,310M200US39300,39300,"Providence-Warwick, RI-MA Metro Area",629129,61467,21485,24.9,2014
3943,310M200US39300,39300,"Providence-Warwick, RI-MA Metro Area",621261,73102,22422,26.2,2015
4325,310M300US39300,39300,"Providence-Warwick, RI-MA Metro Area",637831,65476,20056,26.0,2016
4707,310M300US39300,39300,"Providence-Warwick, RI-MA Metro Area",643780,73223,18256,26.3,2017
261,3100000US39340,39340,"Provo-Orem, UT Metro Area",148188,25884,3191,18.7,2005
620,3100000US39340,39340,"Provo-Orem, UT Metro Area",143585,28771,3156,20.6,2006
981,3100000US39340,39340,"Provo-Orem, UT Metro Area",152750,30863,5252,20.6,2007
1343,3100000US39340,39340,"Provo-Orem, UT Metro Area",169988,29658,4354,20.2,2008
1709,3100000US39340,39340,"Provo-Orem, UT Metro Area",173324,26232,6020,20.9,2009
2075,310M100US39340,39340,"Provo-Orem, UT Metro Area",157127,24489,4334,20.7,2010
2441,310M100US39340,39340,"Provo-Orem, UT Metro Area",163144,31181,2930,21.2,2011
2807,310M100US39340,39340,"Provo-Orem, UT Metro Area",174226,32194,3519,21.7,2012
3182,310M200US39340,39340,"Provo-Orem, UT Metro Area",168852,29917,4415,21.0,2013
3563,310M200US39340,39340,"Provo-Orem, UT Metro Area",184346,30073,4796,21.6,2014
3944,310M200US39340,39340,"Provo-Orem, UT Metro Area",189657,29847,5295,21.0,2015
4326,310M300US39340,39340,"Provo-Orem, UT Metro Area",199267,29549,4429,21.2,2016
4708,310M300US39340,39340,"Provo-Orem, UT Metro Area",204067,32626,6779,22.3,2017
262,3100000US39380,39380,"Pueblo, CO Metro Area",48935,8930,366,21.2,2005
621,3100000US39380,39380,"Pueblo, CO Metro Area",52112,8134,638,20.3,2006
982,3100000US39380,39380,"Pueblo, CO Metro Area",55803,8720,217,20.6,2007
1344,3100000US39380,39380,"Pueblo, CO Metro Area",51813,9301,646,21.9,2008
1710,3100000US39380,39380,"Pueblo, CO Metro Area",48783,7200,102,21.1,2009
2076,310M100US39380,39380,"Pueblo, CO Metro Area",51624,7212,556,19.6,2010
2442,310M100US39380,39380,"Pueblo, CO Metro Area",53492,8037,471,20.2,2011
2808,310M100US39380,39380,"Pueblo, CO Metro Area",51016,8272,410,20.9,2012
3183,310M200US39380,39380,"Pueblo, CO Metro Area",49683,7399,1024,20.7,2013
3564,310M200US39380,39380,"Pueblo, CO Metro Area",52300,7663,781,21.2,2014
3945,310M200US39380,39380,"Pueblo, CO Metro Area",52697,6382,701,22.2,2015
4327,310M300US39380,39380,"Pueblo, CO Metro Area",54761,7289,976,21.4,2016
4709,310M300US39380,39380,"Pueblo, CO Metro Area",57221,6447,424,22.6,2017
263,3100000US39460,39460,"Punta Gorda, FL Metro Area",N,N,N,N,2005
622,3100000US39460,39460,"Punta Gorda, FL Metro Area",50699,5622,57,N,2006
983,3100000US39460,39460,"Punta Gorda, FL Metro Area",47876,5792,155,N,2007
1345,3100000US39460,39460,"Punta Gorda, FL Metro Area",48236,4669,368,N,2008
1711,3100000US39460,39460,"Punta Gorda, FL Metro Area",41097,6374,174,24.1,2009
2077,310M100US39460,39460,"Punta Gorda, FL Metro Area",40173,4221,340,24.6,2010
2443,310M100US39460,39460,"Punta Gorda, FL Metro Area",43033,4852,256,N,2011
2809,310M100US39460,39460,"Punta Gorda, FL Metro Area",43206,4007,68,N,2012
3184,310M200US39460,39460,"Punta Gorda, FL Metro Area",39480,5741,230,23.3,2013
3565,310M200US39460,39460,"Punta Gorda, FL Metro Area",43519,4869,320,N,2014
3946,310M200US39460,39460,"Punta Gorda, FL Metro Area",49222,4576,8,N,2015
4328,310M300US39460,39460,"Punta Gorda, FL Metro Area",46016,5940,0,24.2,2016
4710,310M300US39460,39460,"Punta Gorda, FL Metro Area",48339,4726,221,N,2017
264,3100000US39540,39540,"Racine, WI Metro Area",78526,9674,1263,21.4,2005
623,3100000US39540,39540,"Racine, WI Metro Area",80409,6768,1225,21.2,2006
984,3100000US39540,39540,"Racine, WI Metro Area",78451,7931,1530,22.9,2007
1346,3100000US39540,39540,"Racine, WI Metro Area",82791,8303,1998,24.1,2008
1712,3100000US39540,39540,"Racine, WI Metro Area",78165,7711,1302,22.6,2009
2078,310M100US39540,39540,"Racine, WI Metro Area",74129,7817,740,22.5,2010
2444,310M100US39540,39540,"Racine, WI Metro Area",76349,6596,2005,23.8,2011
2810,310M100US39540,39540,"Racine, WI Metro Area",72859,7220,1021,23.3,2012
3185,310M200US39540,39540,"Racine, WI Metro Area",73051,7698,921,24.2,2013
3566,310M200US39540,39540,"Racine, WI Metro Area",75387,6505,1579,24.1,2014
3947,310M200US39540,39540,"Racine, WI Metro Area",76927,7737,1821,23.1,2015
4329,310M300US39540,39540,"Racine, WI Metro Area",75362,9486,729,24.7,2016
4711,310M300US39540,39540,"Racine, WI Metro Area",82267,6088,1400,24.8,2017
3186,310M200US39580,39580,"Raleigh, NC Metro Area",478552,58553,6151,25.6,2013
3567,310M200US39580,39580,"Raleigh, NC Metro Area",496438,55755,6502,25.2,2014
3948,310M200US39580,39580,"Raleigh, NC Metro Area",502075,56609,5384,25.9,2015
4330,310M300US39580,39580,"Raleigh, NC Metro Area",536149,54118,7752,25.9,2016
4712,310M300US39580,39580,"Raleigh, NC Metro Area",545692,54332,5512,26.5,2017
265,3100000US39580,39580,"Raleigh-Cary, NC Metro Area",384966,52178,3365,25.0,2005
624,3100000US39580,39580,"Raleigh-Cary, NC Metro Area",404922,55873,5180,26.1,2006
985,3100000US39580,39580,"Raleigh-Cary, NC Metro Area",418824,57606,4806,24.8,2007
1347,3100000US39580,39580,"Raleigh-Cary, NC Metro Area",444655,59110,5845,24.8,2008
1713,3100000US39580,39580,"Raleigh-Cary, NC Metro Area",439358,55805,5231,24.3,2009
2079,310M100US39580,39580,"Raleigh-Cary, NC Metro Area",446280,47471,4862,24.9,2010
2445,310M100US39580,39580,"Raleigh-Cary, NC Metro Area",453901,44926,6104,24.2,2011
2811,310M100US39580,39580,"Raleigh-Cary, NC Metro Area",463543,56835,5563,24.5,2012
266,3100000US39660,39660,"Rapid City, SD Metro Area",46336,6448,72,17.6,2005
625,3100000US39660,39660,"Rapid City, SD Metro Area",48552,6067,0,18.2,2006
986,3100000US39660,39660,"Rapid City, SD Metro Area",48615,6888,474,N,2007
1348,3100000US39660,39660,"Rapid City, SD Metro Area",51704,6857,941,17.8,2008
1714,3100000US39660,39660,"Rapid City, SD Metro Area",49018,7476,414,18.4,2009
2080,310M100US39660,39660,"Rapid City, SD Metro Area",51481,6088,289,18.1,2010
2446,310M100US39660,39660,"Rapid City, SD Metro Area",53406,4963,312,17.4,2011
2812,310M100US39660,39660,"Rapid City, SD Metro Area",52855,6657,378,18.0,2012
3187,310M200US39660,39660,"Rapid City, SD Metro Area",55370,8379,109,17.9,2013
3568,310M200US39660,39660,"Rapid City, SD Metro Area",58981,7432,269,18.0,2014
3949,310M200US39660,39660,"Rapid City, SD Metro Area",60927,5917,70,19.0,2015
4331,310M300US39660,39660,"Rapid City, SD Metro Area",56885,5538,152,N,2016
4713,310M300US39660,39660,"Rapid City, SD Metro Area",59409,5545,1026,18.3,2017
267,3100000US39740,39740,"Reading, PA Metro Area",150551,19692,3540,23.4,2005
626,3100000US39740,39740,"Reading, PA Metro Area",152341,20677,3675,22.9,2006
987,3100000US39740,39740,"Reading, PA Metro Area",153905,18246,3050,23.3,2007
1349,3100000US39740,39740,"Reading, PA Metro Area",163457,17209,3812,23.8,2008
1715,3100000US39740,39740,"Reading, PA Metro Area",152974,17111,2270,24.0,2009
2081,310M100US39740,39740,"Reading, PA Metro Area",154064,18800,2649,24.4,2010
2447,310M100US39740,39740,"Reading, PA Metro Area",151579,17904,3661,23.8,2011
2813,310M100US39740,39740,"Reading, PA Metro Area",151254,19857,3843,24.9,2012
3188,310M200US39740,39740,"Reading, PA Metro Area",154435,20037,3512,25.6,2013
3569,310M200US39740,39740,"Reading, PA Metro Area",155930,20741,2915,24.1,2014
3950,310M200US39740,39740,"Reading, PA Metro Area",157428,18165,2337,23.7,2015
4332,310M300US39740,39740,"Reading, PA Metro Area",161605,17373,2811,25.4,2016
4714,310M300US39740,39740,"Reading, PA Metro Area",155730,20455,3575,25.4,2017
268,3100000US39820,39820,"Redding, CA Metro Area",56092,7726,275,19.2,2005
627,3100000US39820,39820,"Redding, CA Metro Area",58240,8392,917,19.4,2006
988,3100000US39820,39820,"Redding, CA Metro Area",60044,10065,310,19.1,2007
1350,3100000US39820,39820,"Redding, CA Metro Area",58001,8185,329,N,2008
1716,3100000US39820,39820,"Redding, CA Metro Area",54514,5608,650,19.0,2009
2082,310M100US39820,39820,"Redding, CA Metro Area",49251,6452,375,20.2,2010
2448,310M100US39820,39820,"Redding, CA Metro Area",53501,5307,274,20.8,2011
2814,310M100US39820,39820,"Redding, CA Metro Area",56019,5554,594,19.9,2012
3189,310M200US39820,39820,"Redding, CA Metro Area",53261,5605,620,19.9,2013
3570,310M200US39820,39820,"Redding, CA Metro Area",58064,5763,433,19.8,2014
3951,310M200US39820,39820,"Redding, CA Metro Area",56989,5952,514,N,2015
4333,310M300US39820,39820,"Redding, CA Metro Area",59087,4104,488,N,2016
4715,310M300US39820,39820,"Redding, CA Metro Area",60208,5714,383,19.2,2017
3190,310M200US39900,39900,"Reno, NV Metro Area",161250,21221,4840,21.6,2013
3571,310M200US39900,39900,"Reno, NV Metro Area",163434,21864,3794,20.9,2014
3952,310M200US39900,39900,"Reno, NV Metro Area",166197,30010,3061,20.9,2015
4334,310M300US39900,39900,"Reno, NV Metro Area",176594,22904,5121,21.3,2016
4716,310M300US39900,39900,"Reno, NV Metro Area",181713,26082,4161,22.6,2017
269,3100000US39900,39900,"Reno-Sparks, NV Metro Area",146572,23070,6174,21.4,2005
628,3100000US39900,39900,"Reno-Sparks, NV Metro Area",152569,23882,7076,21.4,2006
989,3100000US39900,39900,"Reno-Sparks, NV Metro Area",160948,21094,6262,21.2,2007
1351,3100000US39900,39900,"Reno-Sparks, NV Metro Area",160229,21896,6607,20.6,2008
1717,3100000US39900,39900,"Reno-Sparks, NV Metro Area",158924,19854,5971,21.0,2009
2083,310M100US39900,39900,"Reno-Sparks, NV Metro Area",147660,21764,3365,20.7,2010
2449,310M100US39900,39900,"Reno-Sparks, NV Metro Area",157135,20791,4047,21.6,2011
2815,310M100US39900,39900,"Reno-Sparks, NV Metro Area",155717,20572,6407,22.4,2012
270,3100000US40060,40060,"Richmond, VA Metro Area",463972,57621,9559,24.4,2005
629,3100000US40060,40060,"Richmond, VA Metro Area",474619,63352,9180,24.3,2006
990,3100000US40060,40060,"Richmond, VA Metro Area",482562,58782,8903,24.2,2007
1352,3100000US40060,40060,"Richmond, VA Metro Area",496029,61526,12709,25.1,2008
1718,3100000US40060,40060,"Richmond, VA Metro Area",472070,55223,11676,24.9,2009
2084,310M100US40060,40060,"Richmond, VA Metro Area",477609,59556,10509,24.6,2010
2450,310M100US40060,40060,"Richmond, VA Metro Area",487143,53110,9730,24.4,2011
2816,310M100US40060,40060,"Richmond, VA Metro Area",496027,56878,9707,25.0,2012
3191,310M200US40060,40060,"Richmond, VA Metro Area",486784,51593,7956,25.1,2013
3572,310M200US40060,40060,"Richmond, VA Metro Area",506447,56224,10742,24.8,2014
3953,310M200US40060,40060,"Richmond, VA Metro Area",512794,55013,9173,24.5,2015
4335,310M300US40060,40060,"Richmond, VA Metro Area",522120,51579,9077,25.6,2016
4717,310M300US40060,40060,"Richmond, VA Metro Area",521632,52054,8416,25.7,2017
271,3100000US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1212256,241797,21740,31.1,2005
630,3100000US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1281260,262216,24571,30.5,2006
991,3100000US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1309799,249868,23284,30.6,2007
1353,3100000US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1320646,240584,31130,30.1,2008
1719,3100000US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1213250,253279,28913,30.0,2009
2085,310M100US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1228545,238967,26967,30.6,2010
2451,310M100US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1244852,226129,25720,31.0,2011
2817,310M100US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1285610,221675,25019,31.2,2012
3192,310M200US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1308136,228571,24851,31.3,2013
3573,310M200US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1355844,232478,27649,31.4,2014
3954,310M200US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1425532,224132,27895,31.9,2015
4336,310M300US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1454121,219712,23402,32.9,2016
4718,310M300US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1504321,217012,25500,32.7,2017
272,3100000US40220,40220,"Roanoke, VA Metro Area",108159,12419,1066,21.9,2005
631,3100000US40220,40220,"Roanoke, VA Metro Area",121084,12811,1543,21.5,2006
992,3100000US40220,40220,"Roanoke, VA Metro Area",119321,13800,1263,20.8,2007
1354,3100000US40220,40220,"Roanoke, VA Metro Area",119308,12868,1500,21.9,2008
1720,3100000US40220,40220,"Roanoke, VA Metro Area",114280,12079,1543,21.4,2009
2086,310M100US40220,40220,"Roanoke, VA Metro Area",117949,10536,1830,21.9,2010
2452,310M100US40220,40220,"Roanoke, VA Metro Area",119763,12021,1823,22.1,2011
2818,310M100US40220,40220,"Roanoke, VA Metro Area",119022,13061,1057,21.4,2012
3193,310M200US40220,40220,"Roanoke, VA Metro Area",119359,12264,2168,22.1,2013
3574,310M200US40220,40220,"Roanoke, VA Metro Area",120750,14853,1921,21.8,2014
3955,310M200US40220,40220,"Roanoke, VA Metro Area",119577,12097,2260,25.4,2015
4337,310M300US40220,40220,"Roanoke, VA Metro Area",121993,10137,1919,25.9,2016
4719,310M300US40220,40220,"Roanoke, VA Metro Area",119502,10008,1717,24.2,2017
273,3100000US40340,40340,"Rochester, MN Metro Area",72390,11945,2624,17.9,2005
632,3100000US40340,40340,"Rochester, MN Metro Area",75622,9933,2940,17.1,2006
993,3100000US40340,40340,"Rochester, MN Metro Area",75076,9229,2803,17.5,2007
1355,3100000US40340,40340,"Rochester, MN Metro Area",76515,10759,3062,18.5,2008
1721,3100000US40340,40340,"Rochester, MN Metro Area",75721,9938,3257,18.4,2009
2087,310M100US40340,40340,"Rochester, MN Metro Area",76907,8467,3358,18.3,2010
2453,310M100US40340,40340,"Rochester, MN Metro Area",76335,11614,3461,18.5,2011
2819,310M100US40340,40340,"Rochester, MN Metro Area",77300,10548,3687,18.6,2012
3194,310M200US40340,40340,"Rochester, MN Metro Area",83482,12335,4975,19.3,2013
3575,310M200US40340,40340,"Rochester, MN Metro Area",81900,12445,5771,19.3,2014
3956,310M200US40340,40340,"Rochester, MN Metro Area",82769,12297,4741,19.6,2015
4338,310M300US40340,40340,"Rochester, MN Metro Area",83867,12778,4085,20.2,2016
4720,310M300US40340,40340,"Rochester, MN Metro Area",84942,10980,4768,19.5,2017
274,3100000US40380,40380,"Rochester, NY Metro Area",396592,34373,7432,20.4,2005
633,3100000US40380,40380,"Rochester, NY Metro Area",393894,37792,10950,19.7,2006
994,3100000US40380,40380,"Rochester, NY Metro Area",385932,41885,10032,20.5,2007
1356,3100000US40380,40380,"Rochester, NY Metro Area",405688,48149,11441,20.9,2008
1722,3100000US40380,40380,"Rochester, NY Metro Area",393499,42348,9338,20.3,2009
2088,310M100US40380,40380,"Rochester, NY Metro Area",399150,34236,8766,20.7,2010
2454,310M100US40380,40380,"Rochester, NY Metro Area",398355,37552,8947,21.0,2011
2820,310M100US40380,40380,"Rochester, NY Metro Area",407035,38783,9383,21.1,2012
3195,310M200US40380,40380,"Rochester, NY Metro Area",402470,42033,12724,20.9,2013
3576,310M200US40380,40380,"Rochester, NY Metro Area",420473,35196,12871,20.8,2014
3957,310M200US40380,40380,"Rochester, NY Metro Area",412358,41680,12886,21.5,2015
4339,310M300US40380,40380,"Rochester, NY Metro Area",414792,40080,13331,21.6,2016
4721,310M300US40380,40380,"Rochester, NY Metro Area",424125,40541,9095,21.6,2017
275,3100000US40420,40420,"Rockford, IL Metro Area",131813,14137,1165,22.8,2005
634,3100000US40420,40420,"Rockford, IL Metro Area",135641,17188,825,22.2,2006
995,3100000US40420,40420,"Rockford, IL Metro Area",132581,15406,1361,23.6,2007
1357,3100000US40420,40420,"Rockford, IL Metro Area",139716,15913,1500,23.9,2008
1723,3100000US40420,40420,"Rockford, IL Metro Area",127959,12839,1167,24.1,2009
2089,310M100US40420,40420,"Rockford, IL Metro Area",124306,13269,1756,23.3,2010
2455,310M100US40420,40420,"Rockford, IL Metro Area",127505,14200,732,22.8,2011
2821,310M100US40420,40420,"Rockford, IL Metro Area",128913,13453,1500,22.8,2012
3196,310M200US40420,40420,"Rockford, IL Metro Area",131565,11288,1411,21.7,2013
3577,310M200US40420,40420,"Rockford, IL Metro Area",127402,13974,2102,23.0,2014
3958,310M200US40420,40420,"Rockford, IL Metro Area",131804,13994,1045,22.8,2015
4340,310M300US40420,40420,"Rockford, IL Metro Area",125397,16604,1830,23.2,2016
4722,310M300US40420,40420,"Rockford, IL Metro Area",127834,15278,2050,24.2,2017
276,3100000US40580,40580,"Rocky Mount, NC Metro Area",51842,7710,149,20.7,2005
635,3100000US40580,40580,"Rocky Mount, NC Metro Area",50989,7436,636,19.6,2006
996,3100000US40580,40580,"Rocky Mount, NC Metro Area",51134,8645,456,N,2007
1358,3100000US40580,40580,"Rocky Mount, NC Metro Area",53373,9047,324,21.6,2008
1724,3100000US40580,40580,"Rocky Mount, NC Metro Area",48135,6348,371,N,2009
2090,310M100US40580,40580,"Rocky Mount, NC Metro Area",52333,6544,269,22.6,2010
2456,310M100US40580,40580,"Rocky Mount, NC Metro Area",49678,6327,438,20.5,2011
2822,310M100US40580,40580,"Rocky Mount, NC Metro Area",49363,6788,0,20.3,2012
3197,310M200US40580,40580,"Rocky Mount, NC Metro Area",52085,6672,206,22.0,2013
3578,310M200US40580,40580,"Rocky Mount, NC Metro Area",49263,5292,910,20.9,2014
3959,310M200US40580,40580,"Rocky Mount, NC Metro Area",51977,5283,206,N,2015
4341,310M300US40580,40580,"Rocky Mount, NC Metro Area",54076,5903,290,22.7,2016
4723,310M300US40580,40580,"Rocky Mount, NC Metro Area",52576,5224,190,22.4,2017
277,3100000US40660,40660,"Rome, GA Metro Area",N,N,N,N,2005
636,3100000US40660,40660,"Rome, GA Metro Area",33637,4099,79,N,2006
997,3100000US40660,40660,"Rome, GA Metro Area",32194,4878,317,N,2007
1359,3100000US40660,40660,"Rome, GA Metro Area",33210,6238,521,22.2,2008
1725,3100000US40660,40660,"Rome, GA Metro Area",28172,6050,262,N,2009
2091,310M100US40660,40660,"Rome, GA Metro Area",30665,4145,229,N,2010
2457,310M100US40660,40660,"Rome, GA Metro Area",30170,4362,128,N,2011
2823,310M100US40660,40660,"Rome, GA Metro Area",30456,3811,239,N,2012
3198,310M200US40660,40660,"Rome, GA Metro Area",33073,1989,53,N,2013
3579,310M200US40660,40660,"Rome, GA Metro Area",34349,2720,230,N,2014
3960,310M200US40660,40660,"Rome, GA Metro Area",31936,3077,26,N,2015
4342,310M300US40660,40660,"Rome, GA Metro Area",34800,3876,405,N,2016
4724,310M300US40660,40660,"Rome, GA Metro Area",31252,5054,83,N,2017
278,3100000US40900,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",681638,115337,19562,25.2,2005
637,3100000US40900,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",707514,114886,23617,25.3,2006
998,3100000US40900,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",722820,122988,23845,26.4,2007
1360,3100000US40900,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",727828,116595,27868,25.6,2008
1726,3100000US40900,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",694827,105932,24632,25.6,2009
2092,310M100US40900,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",674167,100217,25501,26.2,2010
2458,310M100US40900,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",676761,100895,24588,25.9,2011
2824,310M100US40900,40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",695816,103132,20831,25.4,2012
3199,310M200US40900,40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",695514,103425,24504,26.0,2013
3580,310M200US40900,40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",736029,98609,26044,26.2,2014
3961,310M200US40900,40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",765508,91355,25612,26.9,2015
4343,310M300US40900,40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",784725,96450,21712,27.1,2016
4725,310M300US40900,40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",804070,98746,25126,27.6,2017
3200,310M200US40980,40980,"Saginaw, MI Metro Area",68181,7153,571,21.2,2013
3581,310M200US40980,40980,"Saginaw, MI Metro Area",68866,5730,367,20.8,2014
3962,310M200US40980,40980,"Saginaw, MI Metro Area",65430,7958,517,22.8,2015
4344,310M300US40980,40980,"Saginaw, MI Metro Area",69737,8114,92,22.4,2016
4726,310M300US40980,40980,"Saginaw, MI Metro Area",67428,7217,705,21.4,2017
279,3100000US40980,40980,"Saginaw-Saginaw Township North, MI Metro Area",69878,5413,649,21.1,2005
638,3100000US40980,40980,"Saginaw-Saginaw Township North, MI Metro Area",67422,6079,509,21.7,2006
999,3100000US40980,40980,"Saginaw-Saginaw Township North, MI Metro Area",70003,5087,300,21.0,2007
1361,3100000US40980,40980,"Saginaw-Saginaw Township North, MI Metro Area",69387,6996,345,21.5,2008
1727,3100000US40980,40980,"Saginaw-Saginaw Township North, MI Metro Area",65715,5654,744,20.1,2009
2093,310M100US40980,40980,"Saginaw-Saginaw Township North, MI Metro Area",68434,5642,62,N,2010
2459,310M100US40980,40980,"Saginaw-Saginaw Township North, MI Metro Area",66001,6998,332,22.3,2011
2825,310M100US40980,40980,"Saginaw-Saginaw Township North, MI Metro Area",64794,6316,382,22.0,2012
284,3100000US41420,41420,"Salem, OR Metro Area",122675,26064,2493,22.9,2005
643,3100000US41420,41420,"Salem, OR Metro Area",120645,26769,3705,22.8,2006
