,UZA Name,RailBus,UZA,Year,UPT,VRM,VRH,FARE_TOTAL,FARE_per_UPT
6615,"Johnstown, PA",DemandResponse,400,2011,38403.0,165923.0,9804.0,188302.0,4.9033148451943855
6616,"Johnstown, PA",DemandResponse,400,2012,52445.0,259877.0,17083.0,185626.0,3.539441319477548
6617,"Johnstown, PA",DemandResponse,400,2013,62879.0,285662.0,20157.0,649209.0,10.324734808123539
6618,"Johnstown, PA",DemandResponse,400,2014,54354.0,333681.0,20356.0,758357.0,13.952183831916694
6619,"Johnstown, PA",DemandResponse,400,2015,60552.0,365702.0,23487.0,734469.0,12.129558065794688
6620,"Johnstown, PA",DemandResponse,400,2016,66740.0,369173.0,23104.0,925223.0,13.863095594845669
6621,"Johnstown, PA",DemandResponse,400,2017,65027.0,378767.0,22731.0,1102959.0,16.961554431236255
6622,"Johnstown, PA",DemandResponse,400,2018,60278.0,383021.0,23019.0,1283949.5,21.300466173396597
6627,"Johnstown, PA",Rail,400,2005,95316.0,1718.0,677.0,118995.0,1.2484262872969911
6628,"Johnstown, PA",Rail,400,2006,106510.0,2185.0,861.0,156707.0,1.4712890808374801
6629,"Johnstown, PA",Rail,400,2007,103542.0,5338.0,819.0,164374.0,1.5875103822603387
6630,"Johnstown, PA",Rail,400,2008,101247.0,4010.0,790.0,154547.0,1.5264353511708988
6631,"Johnstown, PA",Rail,400,2009,94826.0,3860.0,762.0,154443.0,1.6286988800539937
6632,"Johnstown, PA",Rail,400,2010,84635.0,3748.0,1144.0,147725.0,1.7454362852247889
6633,"Johnstown, PA",Rail,400,2011,88460.0,3526.0,1390.0,127150.0,1.437372823875198
6634,"Johnstown, PA",Rail,400,2012,95584.0,3599.0,1419.0,147332.0,1.5413876799464346
6635,"Johnstown, PA",Rail,400,2013,74055.0,3203.0,1262.0,130011.0,1.7556005671460402
6636,"Johnstown, PA",Rail,400,2014,62737.0,2741.0,1080.0,112895.0,1.7994963099925083
6637,"Johnstown, PA",Rail,400,2015,54881.0,2082.0,821.0,68527.0,1.2486470727574206
6638,"Johnstown, PA",Rail,400,2016,58431.0,2294.0,903.0,101659.0,1.7398127706183362
6639,"Johnstown, PA",Rail,400,2017,63613.0,2535.0,995.0,104344.0,1.6402936506688883
6640,"Johnstown, PA",Rail,400,2018,53024.0,2121.0,838.0,114640.75,2.162053975558238
6645,"Jonesboro, AR",Bus,420,2005,0.0,0.0,0.0,0.0,
6646,"Jonesboro, AR",Bus,420,2006,0.0,0.0,0.0,0.0,
6647,"Jonesboro, AR",Bus,420,2007,51421.0,282816.0,15456.0,0.0,0.0
6648,"Jonesboro, AR",Bus,420,2008,83789.0,403179.0,21168.0,0.0,0.0
6649,"Jonesboro, AR",Bus,420,2009,0.0,0.0,0.0,0.0,
6650,"Jonesboro, AR",Bus,420,2010,0.0,0.0,0.0,0.0,
6651,"Jonesboro, AR",Bus,420,2011,0.0,0.0,0.0,0.0,
6652,"Jonesboro, AR",Bus,420,2012,0.0,0.0,0.0,44327.0,inf
6653,"Jonesboro, AR",Bus,420,2013,0.0,0.0,0.0,42463.0,inf
6654,"Jonesboro, AR",Bus,420,2014,0.0,0.0,0.0,49312.0,inf
6655,"Jonesboro, AR",Bus,420,2015,0.0,0.0,0.0,20870.0,inf
6656,"Jonesboro, AR",Bus,420,2016,0.0,0.0,0.0,58569.0,inf
6657,"Jonesboro, AR",Bus,420,2017,0.0,0.0,0.0,50889.0,inf
6658,"Jonesboro, AR",Bus,420,2018,0.0,0.0,0.0,54553.75,inf
6663,"Jonesboro, AR",DemandResponse,420,2005,0.0,0.0,0.0,0.0,
6664,"Jonesboro, AR",DemandResponse,420,2006,0.0,0.0,0.0,0.0,
6665,"Jonesboro, AR",DemandResponse,420,2007,5217.0,19968.0,3984.0,0.0,0.0
6666,"Jonesboro, AR",DemandResponse,420,2008,6420.0,28487.0,6048.0,0.0,0.0
6667,"Jonesboro, AR",DemandResponse,420,2009,0.0,0.0,0.0,0.0,
6668,"Jonesboro, AR",DemandResponse,420,2010,0.0,0.0,0.0,0.0,
6669,"Jonesboro, AR",DemandResponse,420,2011,0.0,0.0,0.0,0.0,
6670,"Jonesboro, AR",DemandResponse,420,2012,0.0,0.0,0.0,12427.0,inf
6671,"Jonesboro, AR",DemandResponse,420,2013,0.0,0.0,0.0,12982.0,inf
6672,"Jonesboro, AR",DemandResponse,420,2014,0.0,0.0,0.0,23830.0,inf
6673,"Jonesboro, AR",DemandResponse,420,2015,0.0,0.0,0.0,62852.0,inf
6674,"Jonesboro, AR",DemandResponse,420,2016,0.0,0.0,0.0,18810.0,inf
6675,"Jonesboro, AR",DemandResponse,420,2017,0.0,0.0,0.0,20440.0,inf
6676,"Jonesboro, AR",DemandResponse,420,2018,0.0,0.0,0.0,10652.0,inf
6681,"Kahului, HI",Bus,463,2005,0.0,0.0,0.0,0.0,
6682,"Kahului, HI",Bus,463,2006,0.0,0.0,0.0,0.0,
6683,"Kahului, HI",Bus,463,2007,0.0,0.0,0.0,0.0,
6684,"Kahului, HI",Bus,463,2008,0.0,0.0,0.0,0.0,
6685,"Kahului, HI",Bus,463,2009,0.0,0.0,0.0,0.0,
6686,"Kahului, HI",Bus,463,2010,0.0,0.0,0.0,0.0,
6687,"Kahului, HI",Bus,463,2011,0.0,0.0,0.0,0.0,
6688,"Kahului, HI",Bus,463,2012,2616024.0,1637534.0,87148.0,0.0,0.0
6689,"Kahului, HI",Bus,463,2013,2372292.0,1718892.0,92020.0,2748235.0,1.1584724814651821
6690,"Kahului, HI",Bus,463,2014,2362252.0,1704420.0,93704.0,2412230.0,1.0211569299126426
6691,"Kahului, HI",Bus,463,2015,2283327.0,1472890.0,94159.0,2352368.0,1.0302370181756708
6692,"Kahului, HI",Bus,463,2016,2126251.0,1527754.0,92719.0,2567416.0,1.2074849112357855
6693,"Kahului, HI",Bus,463,2017,1964401.0,1571287.0,94440.0,2473982.0,1.2594078296641062
6694,"Kahului, HI",Bus,463,2018,1906302.0,1516316.0,91330.0,2457668.5,1.2892335527109555
6699,"Kahului, HI",DemandResponse,463,2005,0.0,0.0,0.0,0.0,
6700,"Kahului, HI",DemandResponse,463,2006,0.0,0.0,0.0,0.0,
6701,"Kahului, HI",DemandResponse,463,2007,0.0,0.0,0.0,0.0,
6702,"Kahului, HI",DemandResponse,463,2008,0.0,0.0,0.0,0.0,
6703,"Kahului, HI",DemandResponse,463,2009,0.0,0.0,0.0,0.0,
6704,"Kahului, HI",DemandResponse,463,2010,0.0,0.0,0.0,0.0,
6705,"Kahului, HI",DemandResponse,463,2011,0.0,0.0,0.0,0.0,
6706,"Kahului, HI",DemandResponse,463,2012,427311.0,1744769.0,147893.0,0.0,0.0
6707,"Kahului, HI",DemandResponse,463,2013,431750.0,1091012.0,93392.0,55743.0,0.12910943833236826
6708,"Kahului, HI",DemandResponse,463,2014,436333.0,1538256.0,130163.0,54498.0,0.12490001902216885
6709,"Kahului, HI",DemandResponse,463,2015,429094.0,1496375.0,120494.0,52795.0,0.12303830862235314
6710,"Kahului, HI",DemandResponse,463,2016,372008.0,1328039.0,96903.0,61130.0,0.16432442313068535
6711,"Kahului, HI",DemandResponse,463,2017,315641.0,1328615.0,76706.0,65884.0,0.2087308049334529
6712,"Kahului, HI",DemandResponse,463,2018,291776.0,1134791.0,73348.0,71533.25,0.2451649553081816
6717,"Kalamazoo, MI",Bus,173,2005,2092033.0,1234025.0,94227.0,1233902.0,0.589810007777124
6718,"Kalamazoo, MI",Bus,173,2006,2923728.0,1569073.0,120167.0,1502367.0,0.5138532038548046
6719,"Kalamazoo, MI",Bus,173,2007,2882778.0,1537857.0,115430.0,1569013.0,0.5442711856410726
6720,"Kalamazoo, MI",Bus,173,2008,2964530.0,1531046.0,113057.0,1722075.0,0.5808930926656165
6721,"Kalamazoo, MI",Bus,173,2009,2837484.0,1525923.0,111644.0,1642928.0,0.5790087274500931
6722,"Kalamazoo, MI",Bus,173,2010,2545622.0,1523629.0,111420.0,2141064.0,0.8410769548660406
6723,"Kalamazoo, MI",Bus,173,2011,2643541.0,1485834.0,111473.0,2370657.0,0.8967733051993519
6724,"Kalamazoo, MI",Bus,173,2012,2891508.0,1501936.0,112811.0,2428587.0,0.8399032615507203
6725,"Kalamazoo, MI",Bus,173,2013,2987541.0,1496605.0,112034.0,2417646.0,0.8092427852872981
6726,"Kalamazoo, MI",Bus,173,2014,3027465.0,1504805.0,111157.0,2469103.0,0.8155678100324859
6727,"Kalamazoo, MI",Bus,173,2015,2782638.0,1502613.0,110881.0,2431551.0,0.8738294381087299
6728,"Kalamazoo, MI",Bus,173,2016,2646847.0,1581472.0,117659.0,1958209.0,0.7398270470488094
6729,"Kalamazoo, MI",Bus,173,2017,2716984.0,1725745.0,129422.0,2630545.0,0.9681856794151161
6730,"Kalamazoo, MI",Bus,173,2018,2648426.0,1739318.0,129722.0,3016461.5,1.1389638600436636
6735,"Kalamazoo, MI",DemandResponse,173,2005,79576.0,436835.0,37276.0,424066.0,5.3290690660500655
6736,"Kalamazoo, MI",DemandResponse,173,2006,131306.0,906893.0,80752.0,529702.0,4.0341035443924875
6737,"Kalamazoo, MI",DemandResponse,173,2007,122389.0,753369.0,67956.0,571582.0,4.670207289870822
6738,"Kalamazoo, MI",DemandResponse,173,2008,127928.0,796758.0,83533.0,526469.0,4.115353949096367
6739,"Kalamazoo, MI",DemandResponse,173,2009,141504.0,891321.0,93098.0,566624.0,4.004296698326549
6740,"Kalamazoo, MI",DemandResponse,173,2010,131717.0,1055703.0,71090.0,632922.0,4.805165620231254
6741,"Kalamazoo, MI",DemandResponse,173,2011,134459.0,1057048.0,63562.0,579373.0,4.308919447563942
6742,"Kalamazoo, MI",DemandResponse,173,2012,142530.0,1085754.0,71660.0,587521.0,4.122086578264225
6743,"Kalamazoo, MI",DemandResponse,173,2013,146663.0,1148741.0,77537.0,540507.0,3.6853671341783545
6744,"Kalamazoo, MI",DemandResponse,173,2014,141788.0,1145321.0,76517.0,520979.0,3.67435184923971
6745,"Kalamazoo, MI",DemandResponse,173,2015,154337.0,1231549.0,81985.0,562732.0,3.6461250380660504
6746,"Kalamazoo, MI",DemandResponse,173,2016,161838.0,1254291.0,85875.0,444968.0,2.7494655148976137
6747,"Kalamazoo, MI",DemandResponse,173,2017,163410.0,1286879.0,89956.0,581514.0,3.5586194235358914
6748,"Kalamazoo, MI",DemandResponse,173,2018,166681.0,1297029.0,90918.0,654482.5,3.926557316070818
6753,"Kankakee, IL",Bus,350,2005,166033.0,0.0,16454.0,0.0,0.0
6754,"Kankakee, IL",Bus,350,2006,395594.0,398545.0,43133.0,187865.0,0.4748934513668054
6755,"Kankakee, IL",Bus,350,2007,458408.0,658619.0,41758.0,235403.0,0.5135228879077154
6756,"Kankakee, IL",Bus,350,2008,566659.0,764977.0,48158.0,264375.0,0.4665504297999326
6757,"Kankakee, IL",Bus,350,2009,685193.0,870189.0,59904.0,294604.0,0.42995769075282436
6758,"Kankakee, IL",Bus,350,2010,753951.0,942108.0,62783.0,301187.0,0.39947821542779305
6759,"Kankakee, IL",Bus,350,2011,857368.0,907084.0,62874.0,350453.0,0.40875446715995933
6760,"Kankakee, IL",Bus,350,2012,914259.0,908401.0,63017.0,377193.0,0.41256689843906375
6761,"Kankakee, IL",Bus,350,2013,949187.0,946481.0,63978.0,394372.0,0.41548398787594015
6762,"Kankakee, IL",Bus,350,2014,963486.0,1278486.0,76223.0,378045.0,0.39237207390662654
6763,"Kankakee, IL",Bus,350,2015,944583.0,1239017.0,73896.0,396194.0,0.4194379953905586
6764,"Kankakee, IL",Bus,350,2016,875041.0,1284074.0,72911.0,376755.0,0.43055696818777633
6765,"Kankakee, IL",Bus,350,2017,688070.0,1205797.0,66983.0,334974.0,0.4868312817009897
6766,"Kankakee, IL",Bus,350,2018,671130.0,1287702.0,72509.0,298778.5,0.4451872215517113
6771,"Kankakee, IL",DemandResponse,350,2005,6149.0,45469.0,2822.0,0.0,0.0
6772,"Kankakee, IL",DemandResponse,350,2006,12797.0,53526.0,5749.0,11919.0,0.9313901695709932
6773,"Kankakee, IL",DemandResponse,350,2007,13737.0,69030.0,5879.0,16293.0,1.1860668268180825
6774,"Kankakee, IL",DemandResponse,350,2008,15905.0,69989.0,6062.0,17881.0,1.1242376611128575
6775,"Kankakee, IL",DemandResponse,350,2009,15810.0,68841.0,6676.0,19550.0,1.2365591397849462
6776,"Kankakee, IL",DemandResponse,350,2010,16519.0,72642.0,6401.0,19369.0,1.1725286034263576
6777,"Kankakee, IL",DemandResponse,350,2011,16320.0,75159.0,6211.0,21380.0,1.3100490196078431
6778,"Kankakee, IL",DemandResponse,350,2012,16517.0,77734.0,6397.0,21311.0,1.2902464127868256
6779,"Kankakee, IL",DemandResponse,350,2013,15235.0,74021.0,6040.0,14788.0,0.9706596652445028
6780,"Kankakee, IL",DemandResponse,350,2014,16694.0,79928.0,6374.0,13124.0,0.7861507128309573
6781,"Kankakee, IL",DemandResponse,350,2015,17031.0,86222.0,6750.0,12376.0,0.726674886970818
6782,"Kankakee, IL",DemandResponse,350,2016,17740.0,93890.0,6510.0,9633.0,0.5430101465614431
6783,"Kankakee, IL",DemandResponse,350,2017,17897.0,97566.0,6429.0,7833.0,0.43767111806448006
6784,"Kankakee, IL",DemandResponse,350,2018,17925.0,98843.0,6209.0,5797.25,0.32341701534170153
6789,"Kansas City, MO-KS",Bus,31,2005,13898092.0,9088829.0,565782.0,7432755.0,0.5348039860435518
6790,"Kansas City, MO-KS",Bus,31,2006,14590680.0,9463550.0,587277.0,8982220.0,0.6156135286360882
6791,"Kansas City, MO-KS",Bus,31,2007,15241795.0,9756867.0,693052.0,9914671.0,0.6504923468659696
6792,"Kansas City, MO-KS",Bus,31,2008,17141347.0,9696052.0,697220.0,11318597.0,0.6603096594450832
6793,"Kansas City, MO-KS",Bus,31,2009,15534698.0,9437636.0,670540.0,11795275.0,0.7592857614612141
6794,"Kansas City, MO-KS",Bus,31,2010,15199787.0,9305846.0,646816.0,11655255.0,0.7668038374485117
6795,"Kansas City, MO-KS",Bus,31,2011,16147385.0,9368227.0,690500.0,12264132.0,0.7595119581282047
6796,"Kansas City, MO-KS",Bus,31,2012,16550779.0,9105262.0,640368.0,12541675.0,0.7577694681319834
6797,"Kansas City, MO-KS",Bus,31,2013,16239968.0,9233390.0,634052.0,12699122.0,0.7819671812161206
6798,"Kansas City, MO-KS",Bus,31,2014,16363351.0,9263356.0,636828.0,12401703.0,0.7578950668478602
6799,"Kansas City, MO-KS",Bus,31,2015,15443145.0,9301616.0,642764.0,11297807.0,0.7315742356883912
6800,"Kansas City, MO-KS",Bus,31,2016,14217068.0,9428569.0,647910.0,10756304.0,0.7565768131656964
6801,"Kansas City, MO-KS",Bus,31,2017,13577713.0,9276011.0,642333.0,9155368.0,0.6742938225310846
6802,"Kansas City, MO-KS",Bus,31,2018,12968764.0,9370101.0,649773.0,7819290.25,0.6029325732197763
6807,"Kansas City, MO-KS",DemandResponse,31,2005,574618.0,3167668.0,149112.0,961585.0,1.6734334810256553
6808,"Kansas City, MO-KS",DemandResponse,31,2006,620355.0,3726125.0,190723.0,1119908.0,1.8052695633951528
6809,"Kansas City, MO-KS",DemandResponse,31,2007,633300.0,3932475.0,199082.0,1137704.0,1.7964692878572557
6810,"Kansas City, MO-KS",DemandResponse,31,2008,679346.0,4235386.0,213146.0,1242645.0,1.8291783568314233
6811,"Kansas City, MO-KS",DemandResponse,31,2009,622282.0,4733640.0,268951.0,1193352.0,1.9177029063993496
6812,"Kansas City, MO-KS",DemandResponse,31,2010,631740.0,5170478.0,274251.0,1280225.0,2.02650615759648
6813,"Kansas City, MO-KS",DemandResponse,31,2011,644491.0,5296015.0,299056.0,1409865.0,2.187563519118188
6814,"Kansas City, MO-KS",DemandResponse,31,2012,638047.0,5146530.0,268635.0,1513012.0,2.371317473477659
6815,"Kansas City, MO-KS",DemandResponse,31,2013,577500.0,4815820.0,253278.0,1538867.0,2.664704761904762
6816,"Kansas City, MO-KS",DemandResponse,31,2014,563744.0,4370513.0,234471.0,1506607.0,2.6725020576715672
6817,"Kansas City, MO-KS",DemandResponse,31,2015,560389.0,4132769.0,226402.0,1471035.0,2.6250247595866445
6818,"Kansas City, MO-KS",DemandResponse,31,2016,558872.0,4110293.0,230978.0,1448303.0,2.5914753288767374
6819,"Kansas City, MO-KS",DemandResponse,31,2017,541874.0,4125246.0,230620.0,1345807.0,2.483616117399986
6820,"Kansas City, MO-KS",DemandResponse,31,2018,540475.0,4073450.0,226073.0,1263252.0,2.337299597576206
6825,"Kansas City, MO-KS",Rail,31,2005,0.0,0.0,0.0,,
6826,"Kansas City, MO-KS",Rail,31,2006,0.0,0.0,0.0,,
6827,"Kansas City, MO-KS",Rail,31,2007,0.0,0.0,0.0,,
6828,"Kansas City, MO-KS",Rail,31,2008,0.0,0.0,0.0,,
6829,"Kansas City, MO-KS",Rail,31,2009,0.0,0.0,0.0,,
6830,"Kansas City, MO-KS",Rail,31,2010,0.0,0.0,0.0,,
6831,"Kansas City, MO-KS",Rail,31,2011,0.0,0.0,0.0,,
6832,"Kansas City, MO-KS",Rail,31,2012,0.0,0.0,0.0,,
6833,"Kansas City, MO-KS",Rail,31,2013,0.0,0.0,0.0,,
6834,"Kansas City, MO-KS",Rail,31,2014,0.0,0.0,0.0,,
6835,"Kansas City, MO-KS",Rail,31,2015,0.0,0.0,0.0,,
6836,"Kansas City, MO-KS",Rail,31,2016,1399344.0,80941.0,12620.0,,
6837,"Kansas City, MO-KS",Rail,31,2017,2057323.0,128140.0,19302.0,,
6838,"Kansas City, MO-KS",Rail,31,2018,2108586.0,136824.0,19383.0,,
6843,"Kennewick-Pasco, WA",Bus,171,2005,3066207.0,2397242.0,140634.0,668095.0,0.21788972499247442
6844,"Kennewick-Pasco, WA",Bus,171,2006,3376832.0,2485890.0,146779.0,708239.0,0.20973474546557247
6845,"Kennewick-Pasco, WA",Bus,171,2007,3347886.0,2488128.0,147940.0,1013459.0,0.3027161020417063
6846,"Kennewick-Pasco, WA",Bus,171,2008,3805453.0,2450110.0,139787.0,1125487.0,0.2957563790697192
6847,"Kennewick-Pasco, WA",Bus,171,2009,3678714.0,2543932.0,144706.0,1194936.0,0.32482438156377474
6848,"Kennewick-Pasco, WA",Bus,171,2010,3289127.0,2340187.0,136720.0,1303603.0,0.39633708275782603
6849,"Kennewick-Pasco, WA",Bus,171,2011,3177236.0,2269732.0,131306.0,1374355.0,0.4325630831326348
6850,"Kennewick-Pasco, WA",Bus,171,2012,3020031.0,2089388.0,132925.0,1376351.0,0.45574068610553997
6851,"Kennewick-Pasco, WA",Bus,171,2013,2789196.0,2117992.0,131051.0,1277604.0,0.45805457916905085
6852,"Kennewick-Pasco, WA",Bus,171,2014,2824121.0,2140416.0,131553.0,1461664.0,0.5175642261786941
6853,"Kennewick-Pasco, WA",Bus,171,2015,2652058.0,2148656.0,131934.0,1285120.0,0.4845746209170388
6854,"Kennewick-Pasco, WA",Bus,171,2016,2419818.0,2161030.0,132957.0,1316704.0,0.5441334844190762
6855,"Kennewick-Pasco, WA",Bus,171,2017,2184099.0,2245140.0,140249.0,1483642.0,0.6792924679696296
6856,"Kennewick-Pasco, WA",Bus,171,2018,2032773.0,2558423.0,163831.0,1616741.5,0.7953379447680582
6861,"Kennewick-Pasco, WA",DemandResponse,171,2005,1286977.0,4411379.0,211671.0,1486017.0,1.1546569985322193
6862,"Kennewick-Pasco, WA",DemandResponse,171,2006,1323254.0,4472796.0,228866.0,1507127.0,1.138955181696031
6863,"Kennewick-Pasco, WA",DemandResponse,171,2007,1491094.0,4990003.0,246376.0,1796107.0,1.2045565202462085
6864,"Kennewick-Pasco, WA",DemandResponse,171,2008,1809897.0,7644346.0,291139.0,2397569.0,1.3246991403378203
6865,"Kennewick-Pasco, WA",DemandResponse,171,2009,1849834.0,7846594.0,282583.0,2774026.0,1.499608072940599
6866,"Kennewick-Pasco, WA",DemandResponse,171,2010,1769537.0,7577081.0,261696.0,2633028.0,1.4879756682115153
6867,"Kennewick-Pasco, WA",DemandResponse,171,2011,1773675.0,7542790.0,263911.0,2872964.0,1.6197803994531128
6868,"Kennewick-Pasco, WA",DemandResponse,171,2012,1663111.0,7098007.0,257168.0,2731017.0,1.6421134849087042
6869,"Kennewick-Pasco, WA",DemandResponse,171,2013,1328200.0,6502640.0,226356.0,2548626.0,1.9188570998343624
6870,"Kennewick-Pasco, WA",DemandResponse,171,2014,1324037.0,6745327.0,231739.0,2758571.0,2.0834546164495404
6871,"Kennewick-Pasco, WA",DemandResponse,171,2015,1304067.0,6592385.0,234010.0,2695538.0,2.067024163635764
6872,"Kennewick-Pasco, WA",DemandResponse,171,2016,1212468.0,6281759.0,234643.0,2611745.0,2.1540733446161053
6873,"Kennewick-Pasco, WA",DemandResponse,171,2017,1117843.0,6085154.0,220505.0,2357619.0,2.1090788241282543
6874,"Kennewick-Pasco, WA",DemandResponse,171,2018,1088182.0,5963575.0,223164.0,2146076.25,1.9721666504316373
6879,"Kenosha, WI-IL",Bus,256,2005,1583285.0,1051429.0,71183.0,490969.0,0.3100951502730083
6880,"Kenosha, WI-IL",Bus,256,2006,1608552.0,1045174.0,70581.0,485935.0,0.30209467894106
6881,"Kenosha, WI-IL",Bus,256,2007,1658424.0,1053504.0,71091.0,542162.0,0.3269139858082131
6882,"Kenosha, WI-IL",Bus,256,2008,1716121.0,1020833.0,69837.0,542073.0,0.31587108368232775
6883,"Kenosha, WI-IL",Bus,256,2009,1528868.0,932100.0,62380.0,584908.0,0.3825758665888749
6884,"Kenosha, WI-IL",Bus,256,2010,1585272.0,1027452.0,69338.0,559916.0,0.35319869397806813
6885,"Kenosha, WI-IL",Bus,256,2011,1552585.0,964635.0,65650.0,619568.0,0.399055768283218
6886,"Kenosha, WI-IL",Bus,256,2012,1487238.0,858682.0,59207.0,656790.0,0.4416172798166803
6887,"Kenosha, WI-IL",Bus,256,2013,1257884.0,889606.0,67131.0,756118.0,0.601103122386484
6888,"Kenosha, WI-IL",Bus,256,2014,1257860.0,889548.0,63622.0,721809.0,0.5738389009905713
6889,"Kenosha, WI-IL",Bus,256,2015,1247542.0,806597.0,64102.0,679172.0,0.5444081241352996
6890,"Kenosha, WI-IL",Bus,256,2016,1247739.0,818405.0,63323.0,632362.0,0.5068063112557994
6891,"Kenosha, WI-IL",Bus,256,2017,1268399.0,1010441.0,78080.0,692799.0,0.546199579154509
6892,"Kenosha, WI-IL",Bus,256,2018,1338109.0,1036132.0,79155.0,726424.25,0.5428737494479149
6897,"Kenosha, WI-IL",DemandResponse,256,2005,14809.0,121917.0,6991.0,27507.0,1.8574515497332702
6898,"Kenosha, WI-IL",DemandResponse,256,2006,15371.0,130045.0,7668.0,28388.0,1.8468544662025892
6899,"Kenosha, WI-IL",DemandResponse,256,2007,16984.0,144911.0,9142.0,28023.0,1.6499646726330663
6900,"Kenosha, WI-IL",DemandResponse,256,2008,18295.0,148595.0,9528.0,30740.0,1.6802405028696366
6901,"Kenosha, WI-IL",DemandResponse,256,2009,22054.0,155749.0,10998.0,44577.0,2.0212659834950575
6902,"Kenosha, WI-IL",DemandResponse,256,2010,26784.0,152757.0,11732.0,55850.0,2.085200119474313
6903,"Kenosha, WI-IL",DemandResponse,256,2011,22751.0,106375.0,10582.0,55833.0,2.454089930112962
6904,"Kenosha, WI-IL",DemandResponse,256,2012,23069.0,112542.0,10610.0,55584.0,2.409467250422645
6905,"Kenosha, WI-IL",DemandResponse,256,2013,23222.0,102674.0,9048.0,71724.0,3.088622857635001
6906,"Kenosha, WI-IL",DemandResponse,256,2014,22695.0,137990.0,10826.0,72814.0,3.208371888081075
6907,"Kenosha, WI-IL",DemandResponse,256,2015,23349.0,145641.0,10724.0,76758.0,3.287421302839522
6908,"Kenosha, WI-IL",DemandResponse,256,2016,27487.0,168830.0,12197.0,88054.0,3.2034780077854985
6909,"Kenosha, WI-IL",DemandResponse,256,2017,28520.0,180418.0,12657.0,98232.0,3.444319775596073
6910,"Kenosha, WI-IL",DemandResponse,256,2018,30087.0,187239.0,14007.0,108689.5,3.612507062851065
6915,"Kenosha, WI-IL",Rail,256,2005,53123.0,19719.0,2757.0,11522.0,0.2168928712610357
6916,"Kenosha, WI-IL",Rail,256,2006,52936.0,21571.0,3016.0,13234.0,0.25
6917,"Kenosha, WI-IL",Rail,256,2007,61996.0,19836.0,2811.0,15661.0,0.2526130718110846
6918,"Kenosha, WI-IL",Rail,256,2008,65759.0,19794.0,2769.0,16440.0,0.2500038017609757
6919,"Kenosha, WI-IL",Rail,256,2009,33104.0,13547.0,1873.0,19999.0,0.604126389560174
6920,"Kenosha, WI-IL",Rail,256,2010,53403.0,17060.0,2375.0,26698.0,0.4999344606108271
6921,"Kenosha, WI-IL",Rail,256,2011,43164.0,16774.0,2330.0,43249.0,1.0019692336206099
6922,"Kenosha, WI-IL",Rail,256,2012,40128.0,17620.0,2427.0,43745.0,1.090136562998405
6923,"Kenosha, WI-IL",Rail,256,2013,38825.0,16712.0,2323.0,18421.0,0.47446233097231166
6924,"Kenosha, WI-IL",Rail,256,2014,44465.0,17249.0,2436.0,25432.0,0.5719554705948499
6925,"Kenosha, WI-IL",Rail,256,2015,45947.0,17234.0,2420.0,24283.0,0.5285002285241691
6926,"Kenosha, WI-IL",Rail,256,2016,51145.0,17523.0,2428.0,25315.0,0.49496529475021994
6927,"Kenosha, WI-IL",Rail,256,2017,45120.0,16880.0,2357.0,25446.0,0.5639627659574468
6928,"Kenosha, WI-IL",Rail,256,2018,39569.0,17242.0,2413.0,25802.25,0.652082438272385
6933,"Killeen, TX",Bus,163,2005,360619.0,640247.0,39406.0,190478.0,0.528197349557289
6934,"Killeen, TX",Bus,163,2006,288617.0,404455.0,26293.0,135385.0,0.4690818628147337
6935,"Killeen, TX",Bus,163,2007,276474.0,391846.0,26018.0,128345.0,0.4642208670616405
6936,"Killeen, TX",Bus,163,2008,293595.0,397740.0,28528.0,128929.0,0.43913894991399716
6937,"Killeen, TX",Bus,163,2009,341556.0,468873.0,32799.0,171838.0,0.5031034442375482
6938,"Killeen, TX",Bus,163,2010,392631.0,495166.0,34196.0,223889.0,0.5702275164212709
6939,"Killeen, TX",Bus,163,2011,523305.0,613587.0,42322.0,299816.0,0.5729278336725236
6940,"Killeen, TX",Bus,163,2012,624855.0,635061.0,43299.0,350862.0,0.5615094701970857
6941,"Killeen, TX",Bus,163,2013,663887.0,706007.0,46250.0,371526.0,0.5596223453690161
6942,"Killeen, TX",Bus,163,2014,653996.0,702432.0,46357.0,367595.0,0.5620753032128637
6943,"Killeen, TX",Bus,163,2015,634583.0,706563.0,46553.0,276172.0,0.4352023297188863
6944,"Killeen, TX",Bus,163,2016,603876.0,708855.0,46968.0,353033.0,0.5846117414833509
6945,"Killeen, TX",Bus,163,2017,547649.0,603592.0,39762.0,339107.0,0.6192050017438177
6946,"Killeen, TX",Bus,163,2018,442325.0,476521.0,31153.0,347877.75,0.7864754422653026
6951,"Killeen, TX",DemandResponse,163,2005,74451.0,450690.0,30184.0,53378.0,0.716954775624236
6952,"Killeen, TX",DemandResponse,163,2006,81534.0,537343.0,32846.0,47956.0,0.5881718056271004
6953,"Killeen, TX",DemandResponse,163,2007,238117.0,1460172.0,80121.0,131808.0,0.5535430061692361
6954,"Killeen, TX",DemandResponse,163,2008,258577.0,1699520.0,90032.0,128257.0,0.49601085943452045
6955,"Killeen, TX",DemandResponse,163,2009,263353.0,1785265.0,115603.0,142025.0,0.5392951665635098
6956,"Killeen, TX",DemandResponse,163,2010,276507.0,1837456.0,114437.0,173925.0,0.6290075838948019
6957,"Killeen, TX",DemandResponse,163,2011,303637.0,2053182.0,122013.0,192818.0,0.6350280104203374
