,UZA,RailBus,Year,VRM,UPT,UZA Name,FARE
2503,52,Bus,2010,7801866.0,19695381.0,"Tucson, AZ",11048423.0
2504,52,Bus,2011,7994579.0,20036344.0,"Tucson, AZ",10571769.0
2505,52,Bus,2012,7984414.0,20225447.0,"Tucson, AZ",13232716.0
2506,52,Bus,2013,8222810.0,20074780.0,"Tucson, AZ",12709343.0
2507,52,Bus,2014,8209099.0,19748967.0,"Tucson, AZ",11966389.0
2508,52,Bus,2015,7333616.0,16708334.0,"Tucson, AZ",12171995.0
2509,52,Bus,2016,8201518.0,17115975.0,"Tucson, AZ",9232193.0
2510,52,Bus,2017,8381435.0,15687501.0,"Tucson, AZ",10655133.0
2511,52,Bus,2018,8369631.0,14764145.0,"Tucson, AZ",9896702.0
2529,52,Rail,2014,81917.0,583623.0,"Tucson, AZ",0.0
2530,52,Rail,2015,195187.0,993286.0,"Tucson, AZ",903561.0
2531,52,Rail,2016,191781.0,911998.0,"Tucson, AZ",868196.0
2532,52,Rail,2017,197112.0,892406.0,"Tucson, AZ",600361.0
2533,52,Rail,2018,203182.0,907520.0,"Tucson, AZ",448761.0
2534,53,Bus,2002,6615997.0,10824328.0,"El Paso, TX-NM",6691408.0
2535,53,Bus,2003,6846780.0,11097942.0,"El Paso, TX-NM",6368730.0
2536,53,Bus,2004,6611941.0,11215400.0,"El Paso, TX-NM",6281957.0
2537,53,Bus,2005,6755621.0,12914250.0,"El Paso, TX-NM",6413847.0
2538,53,Bus,2006,6408956.0,12265791.0,"El Paso, TX-NM",6605582.0
2539,53,Bus,2007,6428265.0,12501202.0,"El Paso, TX-NM",6659564.0
2540,53,Bus,2008,6576977.0,12858553.0,"El Paso, TX-NM",7287779.0
2541,53,Bus,2009,7084263.0,12831504.0,"El Paso, TX-NM",8147525.0
2542,53,Bus,2010,7294798.0,14849238.0,"El Paso, TX-NM",7897873.0
2543,53,Bus,2011,7071055.0,16241656.0,"El Paso, TX-NM",8729324.0
2544,53,Bus,2012,7203053.0,15154789.0,"El Paso, TX-NM",9090275.0
2545,53,Bus,2013,7340313.0,12416052.0,"El Paso, TX-NM",9148195.0
2546,53,Bus,2014,7450417.0,12720182.0,"El Paso, TX-NM",9227493.0
2547,53,Bus,2015,7411935.0,12845981.0,"El Paso, TX-NM",8889145.0
2548,53,Bus,2016,7678088.0,12559221.0,"El Paso, TX-NM",8330246.0
2549,53,Bus,2017,7633696.0,12929573.0,"El Paso, TX-NM",7689310.0
2550,53,Bus,2018,7009159.0,12616042.0,"El Paso, TX-NM",7089392.5
2568,54,Bus,2002,18739441.0,71469077.0,"Urban Honolulu, HI",30602648.0
2569,54,Bus,2003,16578326.0,58979951.0,"Urban Honolulu, HI",30114566.0
2570,54,Bus,2004,18445871.0,62268812.0,"Urban Honolulu, HI",33652238.0
2571,54,Bus,2005,18393894.0,64209353.0,"Urban Honolulu, HI",39925419.0
2572,54,Bus,2006,17955060.0,67125854.0,"Urban Honolulu, HI",41531437.0
2573,54,Bus,2007,17890723.0,67956063.0,"Urban Honolulu, HI",41742352.0
2574,54,Bus,2008,18578704.0,70275667.0,"Urban Honolulu, HI",41984132.0
2575,54,Bus,2009,18404552.0,70023292.0,"Urban Honolulu, HI",42454923.0
2576,54,Bus,2010,18330560.0,70617601.0,"Urban Honolulu, HI",45874670.0
2577,54,Bus,2011,18333181.0,70600758.0,"Urban Honolulu, HI",51721436.0
2578,54,Bus,2012,17622123.0,71421824.0,"Urban Honolulu, HI",54774006.0
2579,54,Bus,2013,17290292.0,68864257.0,"Urban Honolulu, HI",55038042.0
2580,54,Bus,2014,17600299.0,67873890.0,"Urban Honolulu, HI",54976149.0
2581,54,Bus,2015,17848398.0,68587549.0,"Urban Honolulu, HI",55064804.0
2582,54,Bus,2016,17735758.0,66727528.0,"Urban Honolulu, HI",53216236.0
2583,54,Bus,2017,17935840.0,64620019.0,"Urban Honolulu, HI",51441589.0
2584,54,Bus,2018,18075853.0,62709430.0,"Urban Honolulu, HI",49629981.5
2603,55,Bus,2002,2206317.0,2953715.0,"Birmingham, AL",1946886.0
2604,55,Bus,2003,3197217.0,3632880.0,"Birmingham, AL",1939184.0
2605,55,Bus,2004,2930271.0,3953804.0,"Birmingham, AL",2071666.0
2606,55,Bus,2005,2714381.0,3759211.0,"Birmingham, AL",2059845.0
2607,55,Bus,2006,2788424.0,3334889.0,"Birmingham, AL",2315324.0
2608,55,Bus,2007,2676164.0,3084368.0,"Birmingham, AL",2245640.0
2609,55,Bus,2008,2629957.0,3065577.0,"Birmingham, AL",2499582.0
2610,55,Bus,2009,2513956.0,2688303.0,"Birmingham, AL",2201289.0
2611,55,Bus,2010,2512369.0,2387091.0,"Birmingham, AL",1948282.0
2612,55,Bus,2011,2811226.0,2531976.0,"Birmingham, AL",2010122.0
2613,55,Bus,2012,2508556.0,2774313.0,"Birmingham, AL",2212502.0
2614,55,Bus,2013,2564011.0,3107119.0,"Birmingham, AL",2797212.0
2615,55,Bus,2014,2726233.0,3209992.0,"Birmingham, AL",2345625.0
2616,55,Bus,2015,2760344.0,3120263.0,"Birmingham, AL",2150759.0
2617,55,Bus,2016,2873071.0,2886771.0,"Birmingham, AL",2070265.0
2618,55,Bus,2017,2816554.0,2854215.0,"Birmingham, AL",1891873.0
2619,55,Bus,2018,2892647.0,3180277.0,"Birmingham, AL",1762430.0
2637,56,Bus,2002,167746.0,7159620.0,"Albuquerque, NM",2485844.0
2638,56,Bus,2003,3748806.0,6620336.0,"Albuquerque, NM",2880009.0
2639,56,Bus,2004,3954103.0,6604625.0,"Albuquerque, NM",2847866.0
2640,56,Bus,2005,4782626.0,7758914.0,"Albuquerque, NM",3024632.0
2641,56,Bus,2006,4634851.0,9072409.0,"Albuquerque, NM",3499539.0
2642,56,Bus,2007,4901212.0,9791599.0,"Albuquerque, NM",3766172.0
2643,56,Bus,2008,5041793.0,10942102.0,"Albuquerque, NM",3645357.0
2644,56,Bus,2009,5144295.0,10639235.0,"Albuquerque, NM",4294880.0
2645,56,Bus,2010,5102876.0,11527241.0,"Albuquerque, NM",3460174.0
2646,56,Bus,2011,5329846.0,12375668.0,"Albuquerque, NM",4029381.0
2647,56,Bus,2012,5428339.0,13029416.0,"Albuquerque, NM",4212025.0
2648,56,Bus,2013,5732072.0,13037741.0,"Albuquerque, NM",4222610.0
2649,56,Bus,2014,5730469.0,12960527.0,"Albuquerque, NM",4046527.0
2650,56,Bus,2015,5780422.0,11866102.0,"Albuquerque, NM",3797960.0
2651,56,Bus,2016,5779759.0,10968033.0,"Albuquerque, NM",3743024.0
2652,56,Bus,2017,5684500.0,9744600.0,"Albuquerque, NM",3254264.0
2653,56,Bus,2018,5697345.0,9638741.0,"Albuquerque, NM",2982416.0
2671,56,Rail,2009,813885.0,1351087.0,"Albuquerque, NM",2669729.0
2672,56,Rail,2010,1415143.0,1165687.0,"Albuquerque, NM",2846221.0
2673,56,Rail,2011,1370680.0,1242174.0,"Albuquerque, NM",2856263.0
2674,56,Rail,2012,1424748.0,1129303.0,"Albuquerque, NM",2616485.0
2675,56,Rail,2013,1388562.0,1082588.0,"Albuquerque, NM",3002928.0
2676,56,Rail,2014,1385927.0,1063217.0,"Albuquerque, NM",2841371.0
2677,56,Rail,2015,1397970.0,931324.0,"Albuquerque, NM",2587198.0
2678,56,Rail,2016,1400234.0,851409.0,"Albuquerque, NM",2300780.0
2679,56,Rail,2017,1350224.0,811421.0,"Albuquerque, NM",2153005.0
2680,56,Rail,2018,1337514.0,771602.0,"Albuquerque, NM",1935908.5
2681,57,Bus,2002,389146.0,354270.0,"McAllen, TX",191571.0
2682,57,Bus,2003,418721.0,378018.0,"McAllen, TX",151036.0
2683,57,Bus,2004,397588.0,387828.0,"McAllen, TX",211770.0
2684,57,Bus,2005,153231.0,29793.0,"McAllen, TX",21570.0
2685,57,Bus,2006,118716.0,24244.0,"McAllen, TX",17678.0
2686,57,Bus,2007,572378.0,387803.0,"McAllen, TX",62064.0
2687,57,Bus,2008,545087.0,70433.0,"McAllen, TX",99624.0
2688,57,Bus,2009,677308.0,81423.0,"McAllen, TX",101202.0
2689,57,Bus,2010,729939.0,88526.0,"McAllen, TX",90551.0
2690,57,Bus,2011,619037.0,119652.0,"McAllen, TX",149691.0
2691,57,Bus,2015,1484314.0,447638.0,"McAllen, TX",130138.0
2692,57,Bus,2016,1977303.0,502749.0,"McAllen, TX",147786.0
2693,57,Bus,2017,1964878.0,605088.0,"McAllen, TX",33806.0
2694,57,Bus,2018,2073664.0,694479.0,"McAllen, TX",-14360.0
2709,58,Bus,2002,3627083.0,3457539.0,"Omaha, NE-IA",3576160.0
2710,58,Bus,2003,3664002.0,3253923.0,"Omaha, NE-IA",3988533.0
2711,58,Bus,2004,3971667.0,3209735.0,"Omaha, NE-IA",3740327.0
2712,58,Bus,2005,3807093.0,3297973.0,"Omaha, NE-IA",3876813.0
2713,58,Bus,2006,3841723.0,3599193.0,"Omaha, NE-IA",3962668.0
2714,58,Bus,2007,3899320.0,3710238.0,"Omaha, NE-IA",3933597.0
2715,58,Bus,2008,4009434.0,3947938.0,"Omaha, NE-IA",4524809.0
2716,58,Bus,2009,4042767.0,3675281.0,"Omaha, NE-IA",3983971.0
2717,58,Bus,2010,4079935.0,3746554.0,"Omaha, NE-IA",3989687.0
2718,58,Bus,2011,3976764.0,4000853.0,"Omaha, NE-IA",4020004.0
2719,58,Bus,2012,3931090.0,4225033.0,"Omaha, NE-IA",4636442.0
2720,58,Bus,2013,3884714.0,4178318.0,"Omaha, NE-IA",4396349.0
2721,58,Bus,2014,3864159.0,4043609.0,"Omaha, NE-IA",4336495.0
2722,58,Bus,2015,3979913.0,3780469.0,"Omaha, NE-IA",4325694.0
2723,58,Bus,2016,4064777.0,3623071.0,"Omaha, NE-IA",4035814.0
2724,58,Bus,2017,4021512.0,3592502.0,"Omaha, NE-IA",4146313.0
2725,58,Bus,2018,4025443.0,3409221.0,"Omaha, NE-IA",4056622.5
2743,59,Bus,2002,7662134.0,13341703.0,"Dayton, OH",5731024.0
2744,59,Bus,2003,7589875.0,12858749.0,"Dayton, OH",5297088.0
2745,59,Bus,2004,7258536.0,12823864.0,"Dayton, OH",5559867.0
2746,59,Bus,2005,7290088.0,12871132.0,"Dayton, OH",6836561.0
2747,59,Bus,2006,7586630.0,13211328.0,"Dayton, OH",7463833.0
2748,59,Bus,2007,6918916.0,12189698.0,"Dayton, OH",7749598.0
2749,59,Bus,2008,6783821.0,12533805.0,"Dayton, OH",9403693.0
2750,59,Bus,2009,6595604.0,10754507.0,"Dayton, OH",8161786.0
2751,59,Bus,2010,6051550.0,9677557.0,"Dayton, OH",8119560.0
2752,59,Bus,2011,6072226.0,10168868.0,"Dayton, OH",8711097.0
2753,59,Bus,2012,6087541.0,9834732.0,"Dayton, OH",8861320.0
2754,59,Bus,2013,6096117.0,9525119.0,"Dayton, OH",9377328.0
2755,59,Bus,2014,6265812.0,10500201.0,"Dayton, OH",9359589.0
2756,59,Bus,2015,6546261.0,10136996.0,"Dayton, OH",8310903.0
2757,59,Bus,2016,6791501.0,9755088.0,"Dayton, OH",7717683.0
2758,59,Bus,2017,6636223.0,8877694.0,"Dayton, OH",6911641.0
2759,59,Bus,2018,6406305.0,8890015.0,"Dayton, OH",6212010.0
2777,60,Bus,2002,6730106.0,12517825.0,"Rochester, NY",13101997.0
2778,60,Bus,2003,6623206.0,14035137.0,"Rochester, NY",12525698.0
2779,60,Bus,2004,6639988.0,14156851.0,"Rochester, NY",13583005.0
2780,60,Bus,2005,6053623.0,14037110.0,"Rochester, NY",13064679.0
2781,60,Bus,2006,5272580.0,13955990.0,"Rochester, NY",11883808.0
2782,60,Bus,2007,5195705.0,14872304.0,"Rochester, NY",13177846.0
2783,60,Bus,2008,5183140.0,16087986.0,"Rochester, NY",12656298.0
2784,60,Bus,2009,5153528.0,16844073.0,"Rochester, NY",12766744.0
2785,60,Bus,2010,5083127.0,16838790.0,"Rochester, NY",12379589.0
2786,60,Bus,2011,5004971.0,21061698.0,"Rochester, NY",12547310.0
2787,60,Bus,2012,5029455.0,20874982.0,"Rochester, NY",12202259.0
2788,60,Bus,2013,5084002.0,18132511.0,"Rochester, NY",23797687.0
2789,60,Bus,2014,5144340.0,17035545.0,"Rochester, NY",24224560.0
2790,60,Bus,2015,5057350.0,16841704.0,"Rochester, NY",24345068.0
2791,60,Bus,2016,5140633.0,15788241.0,"Rochester, NY",23729551.0
2792,60,Bus,2017,5201129.0,15125019.0,"Rochester, NY",22806839.0
2793,60,Bus,2018,5094272.0,14626707.0,"Rochester, NY",22037724.5
2811,61,Bus,2002,2481963.0,4305607.0,"Allentown, PA-NJ",2469329.0
2812,61,Bus,2003,2614778.0,4272188.0,"Allentown, PA-NJ",2603056.0
2813,61,Bus,2004,2530641.0,4555890.0,"Allentown, PA-NJ",2691227.0
2814,61,Bus,2005,2770177.0,4932680.0,"Allentown, PA-NJ",2796598.0
2815,61,Bus,2006,2742347.0,5282545.0,"Allentown, PA-NJ",2959675.0
2816,61,Bus,2007,2632454.0,4972842.0,"Allentown, PA-NJ",3207490.0
2817,61,Bus,2008,1988003.0,4180084.0,"Allentown, PA-NJ",4779427.0
2818,61,Bus,2009,2673386.0,5432467.0,"Allentown, PA-NJ",3646595.0
2819,61,Bus,2010,2651352.0,5066051.0,"Allentown, PA-NJ",3782378.0
2820,61,Bus,2011,2610265.0,5567851.0,"Allentown, PA-NJ",4357409.0
2821,61,Bus,2012,2677113.0,4797241.0,"Allentown, PA-NJ",4279031.0
2822,61,Bus,2013,2620583.0,5058668.0,"Allentown, PA-NJ",4345632.0
2823,61,Bus,2014,2752139.0,5041068.0,"Allentown, PA-NJ",4591781.0
2824,61,Bus,2015,2796201.0,4910329.0,"Allentown, PA-NJ",4763068.0
2825,61,Bus,2016,2869509.0,4779100.0,"Allentown, PA-NJ",4843106.0
2826,61,Bus,2017,2897013.0,4576543.0,"Allentown, PA-NJ",4502765.0
2827,61,Bus,2018,3008404.0,4412242.0,"Allentown, PA-NJ",4372613.5
2845,62,Bus,2002,3153048.0,2655675.0,"Tulsa, OK",1754741.0
2846,62,Bus,2003,2368601.0,2130681.0,"Tulsa, OK",1502580.0
2847,62,Bus,2004,2344884.0,1723243.0,"Tulsa, OK",1409024.0
2848,62,Bus,2005,2565466.0,2037912.0,"Tulsa, OK",1439118.0
2849,62,Bus,2006,2665747.0,2326531.0,"Tulsa, OK",1672116.0
2850,62,Bus,2007,2695549.0,2431953.0,"Tulsa, OK",1820112.0
2851,62,Bus,2008,2622938.0,2699414.0,"Tulsa, OK",1876335.0
2852,62,Bus,2009,2808020.0,2630421.0,"Tulsa, OK",1980227.0
2853,62,Bus,2010,2609943.0,2473815.0,"Tulsa, OK",1904502.0
2854,62,Bus,2011,2505310.0,2594403.0,"Tulsa, OK",1900660.0
2855,62,Bus,2012,2590066.0,2921255.0,"Tulsa, OK",2141129.0
2856,62,Bus,2013,2767224.0,3067146.0,"Tulsa, OK",2527490.0
2857,62,Bus,2014,2772162.0,3085119.0,"Tulsa, OK",2669190.0
2858,62,Bus,2015,2819752.0,2959328.0,"Tulsa, OK",2775866.0
2859,62,Bus,2016,2824505.0,2822338.0,"Tulsa, OK",2691888.0
2860,62,Bus,2017,2836624.0,2792447.0,"Tulsa, OK",2536855.0
2861,62,Bus,2018,2879512.0,2720550.0,"Tulsa, OK",2417349.5
2879,63,Bus,2002,4037057.0,9130677.0,"Fresno, CA",8191705.0
2880,63,Bus,2003,3919545.0,10991315.0,"Fresno, CA",7920865.0
2881,63,Bus,2004,4008067.0,10877955.0,"Fresno, CA",7780093.0
2882,63,Bus,2005,4026865.0,11113040.0,"Fresno, CA",8097510.0
2883,63,Bus,2006,4239515.0,11914886.0,"Fresno, CA",7371888.0
2884,63,Bus,2007,4544322.0,12518775.0,"Fresno, CA",7819099.0
2885,63,Bus,2008,4688822.0,14031224.0,"Fresno, CA",8850097.0
2886,63,Bus,2009,4672914.0,13740406.0,"Fresno, CA",9311431.0
2887,63,Bus,2010,4162844.0,12893357.0,"Fresno, CA",8655263.0
2888,63,Bus,2011,3901696.0,11417989.0,"Fresno, CA",8851741.0
2889,63,Bus,2012,3888614.0,11713509.0,"Fresno, CA",9683538.0
2890,63,Bus,2013,3879121.0,11409068.0,"Fresno, CA",9590617.0
2891,63,Bus,2014,3867711.0,10904911.0,"Fresno, CA",8821378.0
2892,63,Bus,2015,3876326.0,11083885.0,"Fresno, CA",8501278.0
2893,63,Bus,2016,3876277.0,10009546.0,"Fresno, CA",7575604.0
2894,63,Bus,2017,4125019.0,9592619.0,"Fresno, CA",7640262.0
2895,63,Bus,2018,4563180.0,10194137.0,"Fresno, CA",7209754.0
2913,64,Bus,2002,2168478.0,2211101.0,"Sarasota-Bradenton, FL",1019248.0
2914,64,Bus,2003,1677213.0,2132775.0,"Sarasota-Bradenton, FL",1014441.0
2915,64,Bus,2004,1773764.0,2172034.0,"Sarasota-Bradenton, FL",982032.0
2916,64,Bus,2005,2515905.0,2838384.0,"Sarasota-Bradenton, FL",1135629.0
2917,64,Bus,2006,3517065.0,3277288.0,"Sarasota-Bradenton, FL",1328499.0
2918,64,Bus,2007,3371819.0,3498333.0,"Sarasota-Bradenton, FL",1338335.0
2919,64,Bus,2008,3829195.0,3889615.0,"Sarasota-Bradenton, FL",1712176.0
2920,64,Bus,2009,4059884.0,3958289.0,"Sarasota-Bradenton, FL",1676030.0
2921,64,Bus,2010,4107215.0,3162687.0,"Sarasota-Bradenton, FL",1862972.0
2922,64,Bus,2011,4052171.0,4507472.0,"Sarasota-Bradenton, FL",2164106.0
2923,64,Bus,2012,4032916.0,4573459.0,"Sarasota-Bradenton, FL",2854729.0
2924,64,Bus,2013,4209524.0,4663825.0,"Sarasota-Bradenton, FL",2860983.0
2925,64,Bus,2014,4499383.0,4682803.0,"Sarasota-Bradenton, FL",2771299.0
2926,64,Bus,2015,4616783.0,4437524.0,"Sarasota-Bradenton, FL",2797397.0
2927,64,Bus,2016,4644490.0,4145130.0,"Sarasota-Bradenton, FL",2541728.0
2928,64,Bus,2017,4495523.0,3989989.0,"Sarasota-Bradenton, FL",2554494.0
2929,64,Bus,2018,3695431.0,3754912.0,"Sarasota-Bradenton, FL",2433042.5
2947,65,Bus,2002,5063732.0,10749514.0,"Springfield, MA-CT",4631575.0
2948,65,Bus,2003,4886005.0,9835666.0,"Springfield, MA-CT",4344034.0
2949,65,Bus,2004,4667185.0,9091120.0,"Springfield, MA-CT",4955284.0
2950,65,Bus,2005,4362123.0,8958209.0,"Springfield, MA-CT",4661553.0
2951,65,Bus,2006,4212377.0,9263240.0,"Springfield, MA-CT",4805888.0
2952,65,Bus,2007,4321565.0,9500539.0,"Springfield, MA-CT",4893142.0
2953,65,Bus,2008,4244754.0,9849859.0,"Springfield, MA-CT",4982049.0
2954,65,Bus,2009,4351940.0,9612532.0,"Springfield, MA-CT",5859449.0
2955,65,Bus,2010,4303408.0,9923725.0,"Springfield, MA-CT",5815840.0
2956,65,Bus,2011,4280191.0,10441636.0,"Springfield, MA-CT",6077931.0
2957,65,Bus,2012,4358377.0,11087715.0,"Springfield, MA-CT",6684087.0
2958,65,Bus,2013,4420275.0,11484435.0,"Springfield, MA-CT",6738204.0
2959,65,Bus,2014,4652858.0,11884724.0,"Springfield, MA-CT",6807031.0
2960,65,Bus,2015,5106578.0,12688790.0,"Springfield, MA-CT",7057617.0
2961,65,Bus,2016,5257050.0,12257881.0,"Springfield, MA-CT",7146956.0
2962,65,Bus,2017,5171402.0,11102259.0,"Springfield, MA-CT",6559719.0
2963,65,Bus,2018,4882126.0,10592822.0,"Springfield, MA-CT",6310770.0
2981,66,Bus,2002,5709166.0,6573816.0,"Concord, CA",5479832.0
2982,66,Bus,2003,4725876.0,5424325.0,"Concord, CA",5857749.0
2983,66,Bus,2004,5077935.0,6307116.0,"Concord, CA",5835340.0
2984,66,Bus,2005,4546754.0,6126681.0,"Concord, CA",5522684.0
2985,66,Bus,2006,4821933.0,6176852.0,"Concord, CA",5555474.0
2986,66,Bus,2007,5117147.0,6471403.0,"Concord, CA",6436842.0
2987,66,Bus,2008,5366021.0,6885433.0,"Concord, CA",6982182.0
2988,66,Bus,2009,4387665.0,5348832.0,"Concord, CA",6881042.0
2989,66,Bus,2010,3821296.0,4942245.0,"Concord, CA",6294634.0
2990,66,Bus,2011,4133257.0,5021911.0,"Concord, CA",5937289.0
2991,66,Bus,2012,4202772.0,4938687.0,"Concord, CA",6415355.0
2992,66,Bus,2013,4216701.0,5015240.0,"Concord, CA",6950256.0
2993,66,Bus,2014,4262169.0,5113397.0,"Concord, CA",6493854.0
2994,66,Bus,2015,4276300.0,5310357.0,"Concord, CA",6642469.0
2995,66,Bus,2016,4227813.0,5221493.0,"Concord, CA",6448026.0
2996,66,Bus,2017,4195423.0,4993401.0,"Concord, CA",5788642.0
2997,66,Bus,2018,4218110.0,5034340.0,"Concord, CA",5361728.5
3015,67,Bus,2002,6270056.0,11630074.0,"Albany-Schenectady, NY",9323334.0
3016,67,Bus,2003,6040701.0,11531176.0,"Albany-Schenectady, NY",8782740.0
3017,67,Bus,2004,6620612.0,11363591.0,"Albany-Schenectady, NY",9215554.0
3018,67,Bus,2005,7487717.0,12370522.0,"Albany-Schenectady, NY",9434072.0
3019,67,Bus,2006,6780087.0,12736051.0,"Albany-Schenectady, NY",9359450.0
3020,67,Bus,2007,7014552.0,13180680.0,"Albany-Schenectady, NY",10167637.0
3021,67,Bus,2008,7507807.0,15046646.0,"Albany-Schenectady, NY",10896882.0
3022,67,Bus,2009,7094183.0,13890238.0,"Albany-Schenectady, NY",12685805.0
3023,67,Bus,2010,7123007.0,13558883.0,"Albany-Schenectady, NY",14913757.0
3024,67,Bus,2011,7551431.0,14176006.0,"Albany-Schenectady, NY",14177425.0
3025,67,Bus,2012,7450813.0,15213240.0,"Albany-Schenectady, NY",14331986.0
3026,67,Bus,2013,7437216.0,16052777.0,"Albany-Schenectady, NY",15785176.0
3027,67,Bus,2014,7711321.0,16608585.0,"Albany-Schenectady, NY",15500819.0
3028,67,Bus,2015,7845161.0,16592640.0,"Albany-Schenectady, NY",16093361.0
3029,67,Bus,2016,7980016.0,16515295.0,"Albany-Schenectady, NY",17855542.0
3030,67,Bus,2017,8214968.0,16356553.0,"Albany-Schenectady, NY",18354163.0
3031,67,Bus,2018,8389544.0,15395053.0,"Albany-Schenectady, NY",19484564.0
3049,68,Bus,2002,2985587.0,7176195.0,"Baton Rouge, LA",3639266.0
3050,68,Bus,2004,2912442.0,4492155.0,"Baton Rouge, LA",3375102.0
3051,68,Bus,2005,2878543.0,4191212.0,"Baton Rouge, LA",3562007.0
3052,68,Bus,2006,2771359.0,3441542.0,"Baton Rouge, LA",4468804.0
3053,68,Bus,2007,2807858.0,3638946.0,"Baton Rouge, LA",4459170.0
3054,68,Bus,2008,2401377.0,3952837.0,"Baton Rouge, LA",4838843.0
3055,68,Bus,2009,2317171.0,3729315.0,"Baton Rouge, LA",3161052.0
3056,68,Bus,2010,1690021.0,3520784.0,"Baton Rouge, LA",2063349.0
3057,68,Bus,2011,1520957.0,3493921.0,"Baton Rouge, LA",1960152.0
3058,68,Bus,2012,1699222.0,3611582.0,"Baton Rouge, LA",1781193.0
3059,68,Bus,2013,1872863.0,3748203.0,"Baton Rouge, LA",1832474.0
3060,68,Bus,2014,2892730.0,3904561.0,"Baton Rouge, LA",1757495.0
3061,68,Bus,2015,3312831.0,3990011.0,"Baton Rouge, LA",1847943.0
3062,68,Bus,2016,3187782.0,3722146.0,"Baton Rouge, LA",1782187.0
3063,68,Bus,2017,3335066.0,3728427.0,"Baton Rouge, LA",1842507.0
3064,68,Bus,2018,3236056.0,3875024.0,"Baton Rouge, LA",1839789.0
3081,69,Bus,2007,181162.0,475909.0,"Mission Viejo-Lake Forest-San Clemente, CA",148718.0
3082,69,Bus,2008,180404.0,533297.0,"Mission Viejo-Lake Forest-San Clemente, CA",156608.0
3083,69,Bus,2009,189666.0,603728.0,"Mission Viejo-Lake Forest-San Clemente, CA",157470.0
3084,69,Bus,2010,194987.0,575372.0,"Mission Viejo-Lake Forest-San Clemente, CA",162363.0
3085,69,Bus,2011,210049.0,666862.0,"Mission Viejo-Lake Forest-San Clemente, CA",167413.0
3086,69,Bus,2012,232267.0,697250.0,"Mission Viejo-Lake Forest-San Clemente, CA",179839.0
3087,69,Bus,2013,214569.0,686018.0,"Mission Viejo-Lake Forest-San Clemente, CA",166429.0
3088,69,Bus,2014,214653.0,776918.0,"Mission Viejo-Lake Forest-San Clemente, CA",166731.0
3089,69,Bus,2015,305056.0,944547.0,"Mission Viejo-Lake Forest-San Clemente, CA",65310.0
3090,69,Bus,2016,365997.0,1014636.0,"Mission Viejo-Lake Forest-San Clemente, CA",43467.0
3091,69,Bus,2017,331814.0,844353.0,"Mission Viejo-Lake Forest-San Clemente, CA",39678.0
3092,69,Bus,2018,357046.0,824503.0,"Mission Viejo-Lake Forest-San Clemente, CA",26862.0
3093,70,Bus,2002,3586261.0,5325851.0,"Grand Rapids, MI",2810207.0
3094,70,Bus,2003,3313476.0,5353981.0,"Grand Rapids, MI",2862312.0
3095,70,Bus,2004,3291462.0,5425048.0,"Grand Rapids, MI",3016355.0
3096,70,Bus,2005,3718260.0,6382963.0,"Grand Rapids, MI",3009709.0
3097,70,Bus,2006,4018795.0,7293082.0,"Grand Rapids, MI",3392574.0
3098,70,Bus,2007,4056414.0,7930951.0,"Grand Rapids, MI",3668525.0
3099,70,Bus,2008,4339456.0,8894731.0,"Grand Rapids, MI",3875365.0
3100,70,Bus,2009,4555004.0,8896713.0,"Grand Rapids, MI",4283127.0
3101,70,Bus,2010,4348300.0,9304594.0,"Grand Rapids, MI",4404701.0
3102,70,Bus,2011,4472445.0,10516177.0,"Grand Rapids, MI",4992338.0
3103,70,Bus,2012,4889605.0,11789174.0,"Grand Rapids, MI",5501676.0
3104,70,Bus,2013,5058266.0,12071810.0,"Grand Rapids, MI",5854338.0
3105,70,Bus,2014,5219550.0,12047819.0,"Grand Rapids, MI",9071194.0
3106,70,Bus,2015,5416379.0,11322818.0,"Grand Rapids, MI",8798212.0
3107,70,Bus,2016,5482996.0,10876507.0,"Grand Rapids, MI",9412729.0
3108,70,Bus,2017,5530753.0,10358430.0,"Grand Rapids, MI",9260806.0
3109,70,Bus,2018,5621183.0,10112953.0,"Grand Rapids, MI",9492103.0
3127,71,Bus,2002,4460366.0,5789726.0,"Akron, OH",660887.0
3128,71,Bus,2003,4405194.0,5977514.0,"Akron, OH",2568502.0
3129,71,Bus,2004,4780539.0,6543882.0,"Akron, OH",2524882.0
3130,71,Bus,2005,4489876.0,6661882.0,"Akron, OH",3022880.0
3131,71,Bus,2006,4425375.0,6725155.0,"Akron, OH",3163036.0
3132,71,Bus,2007,5064172.0,6501325.0,"Akron, OH",3445013.0
3133,71,Bus,2008,4290843.0,6802292.0,"Akron, OH",3602006.0
3134,71,Bus,2009,3801301.0,6160246.0,"Akron, OH",3387490.0
3135,71,Bus,2010,3845627.0,6221965.0,"Akron, OH",3597828.0
3136,71,Bus,2011,4340328.0,6490476.0,"Akron, OH",3619054.0
3137,71,Bus,2012,4279372.0,6642544.0,"Akron, OH",6462990.0
3138,71,Bus,2013,4615848.0,6620226.0,"Akron, OH",6704933.0
3139,71,Bus,2014,4797023.0,6625481.0,"Akron, OH",6894955.0
3140,71,Bus,2015,5053384.0,6485294.0,"Akron, OH",6280588.0
3141,71,Bus,2016,4869437.0,6093879.0,"Akron, OH",5877868.0
3142,71,Bus,2017,4919521.0,6049974.0,"Akron, OH",5939656.0
3143,71,Bus,2018,4915667.0,6012502.0,"Akron, OH",5864751.0
