,CBSA Title,CBSA Code,Area_acre,Year,POP_CENSUSTRACT,CBSA
4077,"Burlington-South Burlington, VT",15540.0,3424.0000000000005,2017,34028.0,"Burlington-South Burlington, VT Metro Area"
4078,"Canton-Massillon, OH",15940.0,3897.6,2017,30855.0,"Canton-Massillon, OH Metro Area"
4079,"Cape Coral-Fort Myers, FL",15980.0,3065.600000000001,2017,20995.0,"Cape Coral-Fort Myers, FL Metro Area"
4080,"Cape Girardeau, MO-IL",16020.0,390.4,2017,4131.0,"Cape Girardeau, MO-IL Metro Area"
4081,"Carbondale-Marion, IL",16060.0,217.6,2017,3060.0,"Carbondale-Marion, IL Metro Area"
4082,"Carson City, NV",16180.0,2144.0,2017,16694.0,"Carson City, NV Metro Area"
4083,"Casper, WY",16220.0,1952.0,2017,8730.0,"Casper, WY Metro Area"
4084,"Cedar Rapids, IA",16300.0,5337.6,2017,29786.0,"Cedar Rapids, IA Metro Area"
4085,"Champaign-Urbana, IL",16580.0,5145.6,2017,55209.0,"Champaign-Urbana, IL Metro Area"
4086,"Charleston, WV",16620.0,2681.6,2017,15378.0,"Charleston, WV Metro Area"
4087,"Charleston-North Charleston, SC",16700.0,3116.8,2017,28388.0,"Charleston-North Charleston, SC Metro Area"
4088,"Charlotte-Concord-Gastonia, NC-SC",16740.0,11552.0,2017,89163.0,"Charlotte-Concord-Gastonia, NC-SC Metro Area"
4089,"Charlottesville, VA",16820.0,4825.5999999999985,2017,39465.0,"Charlottesville, VA Metro Area"
4090,"Chattanooga, TN-GA",16860.0,2758.4,2017,15353.0,"Chattanooga, TN-GA Metro Area"
4091,"Cheyenne, WY",16940.0,2656.0,2017,13376.0,"Cheyenne, WY Metro Area"
4092,"Chicago-Naperville-Elgin, IL-IN-WI",16980.0,334259.2000000002,2017,4662797.0,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
4093,"Chico, CA",17020.0,3872.0,2017,34877.0,"Chico, CA Metro Area"
4094,"Cincinnati, OH-KY-IN",17140.0,40128.000000000015,2017,322754.0,"Cincinnati, OH-KY-IN Metro Area"
4095,"Clarksville, TN-KY",17300.0,812.8,2017,6432.0,"Clarksville, TN-KY Metro Area"
4096,"Cleveland, TN",17420.0,556.8,2017,3807.0,"Cleveland, TN Metro Area"
4097,"Cleveland-Elyria, OH",17460.0,58924.799999999974,2017,566471.0,"Cleveland-Elyria, OH Metro Area"
4098,"Coeur d'Alene, ID",17660.0,1587.2,2017,5128.0,"Coeur d'Alene, ID Metro Area"
4099,"College Station-Bryan, TX",17780.0,8147.2,2017,65978.0,"College Station-Bryan, TX Metro Area"
4100,"Colorado Springs, CO",17820.0,14022.4,2017,122208.0,"Colorado Springs, CO Metro Area"
4101,"Columbia, MO",17860.0,1747.2,2017,18895.0,"Columbia, MO Metro Area"
4102,"Columbia, SC",17900.0,7654.399999999999,2017,39608.0,"Columbia, SC Metro Area"
4103,"Columbus, GA-AL",17980.0,2400.0,2017,10878.0,"Columbus, GA-AL Metro Area"
4104,"Columbus, IN",18020.0,1292.8,2017,4326.0,"Columbus, IN Metro Area"
4105,"Columbus, OH",18140.0,50803.19999999998,2017,451725.0,"Columbus, OH Metro Area"
4106,"Corpus Christi, TX",18580.0,15443.2,2017,139674.0,"Corpus Christi, TX Metro Area"
4107,"Corvallis, OR",18700.0,2425.600000000001,2017,22188.0,"Corvallis, OR Metro Area"
4108,"Crestview-Fort Walton Beach-Destin, FL",18880.0,2016.0,2017,12334.0,"Crestview-Fort Walton Beach-Destin, FL Metro Area"
4109,"Cumberland, MD-WV",19060.0,486.4,2017,3746.0,"Cumberland, MD-WV Metro Area"
4110,"Dallas-Fort Worth-Arlington, TX",19100.0,203865.60000000006,2017,1850999.0,"Dallas-Fort Worth-Arlington, TX Metro Area"
4111,"Danville, IL",19180.0,499.20000000000016,2017,2307.0,"Danville, IL Metro Area"
4112,"Davenport-Moline-Rock Island, IA-IL",19340.0,5676.8,2017,46386.0,"Davenport-Moline-Rock Island, IA-IL Metro Area"
4113,"Dayton-Kettering, OH",19430.0,10534.4,2017,88547.0,"Dayton-Kettering, OH Metro Area"
4114,"Decatur, AL",19460.0,627.2,2017,2948.0,"Decatur, AL Metro Area"
4115,"Decatur, IL",19500.0,2700.8,2017,12699.0,"Decatur, IL Metro Area"
4116,"Deltona-Daytona Beach-Ormond Beach, FL",19660.0,2419.2,2017,10108.0,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area"
4117,"Denver-Aurora-Lakewood, CO",19740.0,113683.19999999998,2017,1203371.0,"Denver-Aurora-Lakewood, CO Metro Area"
4118,"Des Moines-West Des Moines, IA",19780.0,10336.0,2017,78758.0,"Des Moines-West Des Moines, IA Metro Area"
4119,"Detroit-Warren-Dearborn, MI",19820.0,126572.80000000008,2017,1153443.0,"Detroit-Warren-Dearborn, MI Metro Area"
4120,"Dothan, AL",20020.0,652.8,2017,2184.0,"Dothan, AL Metro Area"
4121,"Dover, DE",20100.0,576.0,2017,2273.0,"Dover, DE Metro Area"
4122,"Dubuque, IA",20220.0,2611.2000000000007,2017,21040.0,"Dubuque, IA Metro Area"
4123,"Duluth, MN-WI",20260.0,2598.4,2017,21793.0,"Duluth, MN-WI Metro Area"
4124,"Durham-Chapel Hill, NC",20500.0,6188.8,2017,51725.0,"Durham-Chapel Hill, NC Metro Area"
4125,"East Stroudsburg, PA",20700.0,832.0,2017,5248.0,"East Stroudsburg, PA Metro Area"
4126,"Eau Claire, WI",20740.0,1619.2,2017,11296.0,"Eau Claire, WI Metro Area"
4127,"El Centro, CA",20940.0,3129.6,2017,38822.0,"El Centro, CA Metro Area"
4128,"El Paso, TX",21340.0,43193.6,2017,383256.0,"El Paso, TX Metro Area"
4129,"Elkhart-Goshen, IN",21140.0,1945.6,2017,13951.0,"Elkhart-Goshen, IN Metro Area"
4130,"Elmira, NY",21300.0,1888.0,2017,11553.0,"Elmira, NY Metro Area"
4131,"Erie, PA",21500.0,7136.000000000001,2017,72700.0,"Erie, PA Metro Area"
4132,"Eugene-Springfield, OR",21660.0,7673.600000000001,2017,68140.0,"Eugene-Springfield, OR Metro Area"
4133,"Evansville, IN-KY",21780.0,4985.5999999999985,2017,31177.0,"Evansville, IN-KY Metro Area"
4134,"Fairbanks, AK",21820.0,384.0,2017,1330.0,"Fairbanks, AK Metro Area"
4135,"Fargo, ND-MN",22020.0,5939.200000000002,2017,50557.0,"Fargo, ND-MN Metro Area"
4136,"Farmington, NM",22140.0,1580.8000000000006,2017,6299.0,"Farmington, NM Metro Area"
4137,"Fayetteville, NC",22180.0,1299.2,2017,5008.0,"Fayetteville, NC Metro Area"
4138,"Fayetteville-Springdale-Rogers, AR",22220.0,3289.6,2017,14808.0,"Fayetteville-Springdale-Rogers, AR Metro Area"
4139,"Flagstaff, AZ",22380.0,1369.6000000000004,2017,17038.0,"Flagstaff, AZ Metro Area"
4140,"Flint, MI",22420.0,3539.2,2017,18780.0,"Flint, MI Metro Area"
4141,"Florence, SC",22500.0,614.4,2017,2010.0,"Florence, SC Metro Area"
4142,"Fond du Lac, WI",22540.0,1228.8000000000004,2017,11895.0,"Fond du Lac, WI Metro Area"
4143,"Fort Collins, CO",22660.0,5465.6,2017,48045.0,"Fort Collins, CO Metro Area"
4144,"Fort Smith, AR-OK",22900.0,1401.6,2017,9432.0,"Fort Smith, AR-OK Metro Area"
4145,"Fort Wayne, IN",23060.0,5920.0,2017,43768.0,"Fort Wayne, IN Metro Area"
4146,"Fresno, CA",23420.0,36076.8,2017,382329.0,"Fresno, CA Metro Area"
4147,"Gadsden, AL",23460.0,608.0,2017,2438.0,"Gadsden, AL Metro Area"
4148,"Gainesville, FL",23540.0,5740.799999999998,2017,52956.0,"Gainesville, FL Metro Area"
4149,"Gainesville, GA",23580.0,2195.2,2017,9352.0,"Gainesville, GA Metro Area"
4150,"Gettysburg, PA",23900.0,1068.8,2017,7627.0,"Gettysburg, PA Metro Area"
4151,"Glens Falls, NY",24020.0,2508.8,2017,14428.0,"Glens Falls, NY Metro Area"
4152,"Grand Forks, ND-MN",24220.0,2227.2000000000007,2017,18934.0,"Grand Forks, ND-MN Metro Area"
4153,"Grand Island, NE",24260.0,1689.6,2017,10501.0,"Grand Island, NE Metro Area"
4154,"Grand Junction, CO",24300.0,2451.2,2017,15231.0,"Grand Junction, CO Metro Area"
4155,"Grand Rapids-Kentwood, MI",24340.0,18720.000000000004,2017,169368.0,"Grand Rapids-Kentwood, MI Metro Area"
4156,"Great Falls, MT",24500.0,1568.0,2017,9868.0,"Great Falls, MT Metro Area"
4157,"Greeley, CO",24540.0,2310.4,2017,25697.0,"Greeley, CO Metro Area"
4158,"Green Bay, WI",24580.0,6476.799999999998,2017,35006.0,"Green Bay, WI Metro Area"
4159,"Greensboro-High Point, NC",24660.0,3564.8,2017,23912.0,"Greensboro-High Point, NC Metro Area"
4160,"Greenville, NC",24780.0,1452.8000000000004,2017,9623.0,"Greenville, NC Metro Area"
4161,"Greenville-Anderson, SC",24860.0,5088.0,2017,24823.0,"Greenville-Anderson, SC Metro Area"
4162,"Gulfport-Biloxi, MS",25060.0,729.5999999999997,2017,3743.0,"Gulfport-Biloxi, MS Metro Area"
4163,"Hagerstown-Martinsburg, MD-WV",25180.0,3244.8,2017,25624.0,"Hagerstown-Martinsburg, MD-WV Metro Area"
4164,"Hanford-Corcoran, CA",25260.0,2752.0,2017,21766.0,"Hanford-Corcoran, CA Metro Area"
4165,"Harrisburg-Carlisle, PA",25420.0,6931.200000000002,2017,67201.0,"Harrisburg-Carlisle, PA Metro Area"
4166,"Harrisonburg, VA",25500.0,2048.0,2017,20151.0,"Harrisonburg, VA Metro Area"
4167,"Hartford-East Hartford-Middletown, CT",25540.0,20979.199999999993,2017,248356.0,"Hartford-East Hartford-Middletown, CT Metro Area"
4168,"Hot Springs, AR",26300.0,614.4,2017,3521.0,"Hot Springs, AR Metro Area"
4169,"Houma-Thibodaux, LA",26380.0,1023.9999999999997,2017,4984.0,"Houma-Thibodaux, LA Metro Area"
4170,"Houston-The Woodlands-Sugar Land, TX",26420.0,184691.19999999992,2017,1958196.0,"Houston-The Woodlands-Sugar Land, TX Metro Area"
4171,"Huntington-Ashland, WV-KY-OH",26580.0,3008.0,2017,21693.0,"Huntington-Ashland, WV-KY-OH Metro Area"
4172,"Huntsville, AL",26620.0,1651.1999999999996,2017,8000.0,"Huntsville, AL Metro Area"
4173,"Idaho Falls, ID",26820.0,2054.4,2017,15140.0,"Idaho Falls, ID Metro Area"
4174,"Indianapolis-Carmel-Anderson, IN",26900.0,27372.80000000001,2017,185407.0,"Indianapolis-Carmel-Anderson, IN Metro Area"
4175,"Iowa City, IA",26980.0,4953.5999999999985,2017,41002.0,"Iowa City, IA Metro Area"
4176,"Ithaca, NY",27060.0,1318.4,2017,17346.0,"Ithaca, NY Metro Area"
4177,"Jackson, MI",27100.0,3532.8,2017,26239.0,"Jackson, MI Metro Area"
4178,"Jackson, MS",27140.0,5766.4,2017,16722.0,"Jackson, MS Metro Area"
4179,"Jacksonville, FL",27260.0,17964.8,2017,81016.0,"Jacksonville, FL Metro Area"
4180,"Janesville-Beloit, WI",27500.0,1753.6,2017,11978.0,"Janesville-Beloit, WI Metro Area"
4181,"Jefferson City, MO",27620.0,953.6,2017,2171.0,"Jefferson City, MO Metro Area"
4182,"Johnson City, TN",27740.0,3001.6,2017,13042.0,"Johnson City, TN Metro Area"
4183,"Johnstown, PA",27780.0,1382.4,2017,10618.0,"Johnstown, PA Metro Area"
4184,"Jonesboro, AR",27860.0,736.0,2017,3903.0,"Jonesboro, AR Metro Area"
4185,"Kahului-Wailuku-Lahaina, HI",27980.0,1081.6,2017,12437.0,"Kahului-Wailuku-Lahaina, HI Metro Area"
4186,"Kalamazoo-Portage, MI",28020.0,3590.4,2017,29205.0,"Kalamazoo-Portage, MI Metro Area"
4187,"Kankakee, IL",28100.0,1516.8,2017,11589.0,"Kankakee, IL Metro Area"
4188,"Kansas City, MO-KS",28140.0,34751.999999999985,2017,233522.0,"Kansas City, MO-KS Metro Area"
4189,"Kennewick-Richland, WA",28420.0,5215.999999999999,2017,39891.0,"Kennewick-Richland, WA Metro Area"
4190,"Killeen-Temple, TX",28660.0,3001.6,2017,18424.0,"Killeen-Temple, TX Metro Area"
4191,"Kingston, NY",28740.0,1689.6,2017,11548.0,"Kingston, NY Metro Area"
4192,"Knoxville, TN",28940.0,3251.2,2017,22765.0,"Knoxville, TN Metro Area"
4193,"Kokomo, IN",29020.0,1030.4,2017,3487.0,"Kokomo, IN Metro Area"
4194,"La Crosse-Onalaska, WI-MN",29100.0,1478.4,2017,15643.0,"La Crosse-Onalaska, WI-MN Metro Area"
4195,"Lafayette, LA",29180.0,5465.5999999999985,2017,38075.0,"Lafayette, LA Metro Area"
4196,"Lafayette-West Lafayette, IN",29200.0,3724.8,2017,42563.0,"Lafayette-West Lafayette, IN Metro Area"
4197,"Lake Charles, LA",29340.0,1318.4,2017,5997.0,"Lake Charles, LA Metro Area"
4198,"Lakeland-Winter Haven, FL",29460.0,3590.4,2017,18764.0,"Lakeland-Winter Haven, FL Metro Area"
4199,"Lancaster, PA",29540.0,4179.2,2017,65180.0,"Lancaster, PA Metro Area"
4200,"Lansing-East Lansing, MI",29620.0,7833.6,2017,60437.0,"Lansing-East Lansing, MI Metro Area"
4201,"Laredo, TX",29700.0,9977.6,2017,119544.0,"Laredo, TX Metro Area"
4202,"Las Vegas-Henderson-Paradise, NV",29820.0,108985.6,2017,1236262.0,"Las Vegas-Henderson-Paradise, NV Metro Area"
4203,"Lawrence, KS",29940.0,2528.0,2017,24234.0,"Lawrence, KS Metro Area"
4204,"Lawton, OK",30020.0,992.0000000000003,2017,5107.0,"Lawton, OK Metro Area"
4205,"Lebanon, PA",30140.0,2182.4,2017,22151.0,"Lebanon, PA Metro Area"
4206,"Lewiston-Auburn, ME",30340.0,1753.6,2017,14988.0,"Lewiston-Auburn, ME Metro Area"
4207,"Lexington-Fayette, KY",30460.0,11865.6,2017,105611.0,"Lexington-Fayette, KY Metro Area"
4208,"Lima, OH",30620.0,902.4,2017,3436.0,"Lima, OH Metro Area"
4209,"Lincoln, NE",30700.0,11571.2,2017,99710.0,"Lincoln, NE Metro Area"
4210,"Little Rock-North Little Rock-Conway, AR",30780.0,7436.800000000001,2017,31487.0,"Little Rock-North Little Rock-Conway, AR Metro Area"
4211,"Logan, UT-ID",30860.0,2124.8,2017,19841.0,"Logan, UT-ID Metro Area"
4212,"Longview, TX",30980.0,569.6,2017,2607.0,"Longview, TX Metro Area"
4213,"Longview, WA",31020.0,2694.4000000000005,2017,20592.0,"Longview, WA Metro Area"
4214,"Los Angeles-Long Beach-Anaheim, CA",31080.0,711955.2000000009,2017,11003240.0,"Los Angeles-Long Beach-Anaheim, CA Metro Area"
4215,"Louisville/Jefferson County, KY-IN",31140.0,27020.8,2017,203056.0,"Louisville/Jefferson County, KY-IN Metro Area"
4216,"Lubbock, TX",31180.0,11296.0,2017,77857.0,"Lubbock, TX Metro Area"
4217,"Lynchburg, VA",31340.0,345.6,2017,2668.0,"Lynchburg, VA Metro Area"
4218,"Macon-Bibb County, GA",31420.0,1504.0,2017,8292.0,"Macon-Bibb County, GA Metro Area"
4219,"Madera, CA",31460.0,2732.8,2017,32367.0,"Madera, CA Metro Area"
4220,"Madison, WI",31540.0,12774.399999999998,2017,132326.0,"Madison, WI Metro Area"
4221,"Manchester-Nashua, NH",31700.0,6892.799999999998,2017,78072.0,"Manchester-Nashua, NH Metro Area"
4222,"Manhattan, KS",31740.0,1587.2000000000005,2017,14091.0,"Manhattan, KS Metro Area"
4223,"Mankato, MN",31860.0,2220.8,2017,15089.0,"Mankato, MN Metro Area"
4224,"Mansfield, OH",31900.0,448.0,2017,3331.0,"Mansfield, OH Metro Area"
4225,"McAllen-Edinburg-Mission, TX",32580.0,10220.8,2017,74847.0,"McAllen-Edinburg-Mission, TX Metro Area"
4226,"Medford, OR",32780.0,5286.4,2017,43596.0,"Medford, OR Metro Area"
4227,"Memphis, TN-MS-AR",32820.0,14342.400000000005,2017,95975.0,"Memphis, TN-MS-AR Metro Area"
4228,"Merced, CA",32900.0,3705.6,2017,36293.0,"Merced, CA Metro Area"
4229,"Miami-Fort Lauderdale-Pompano Beach, FL",33100.0,277043.1999999999,2017,3404834.0,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area"
4230,"Michigan City-La Porte, IN",33140.0,998.4,2017,7376.0,"Michigan City-La Porte, IN Metro Area"
4231,"Midland, MI",33220.0,627.2,2017,3710.0,"Midland, MI Metro Area"
4232,"Midland, TX",33260.0,3385.5999999999995,2017,27324.0,"Midland, TX Metro Area"
4233,"Milwaukee-Waukesha, WI",33340.0,49958.4,2017,596378.0,"Milwaukee-Waukesha, WI Metro Area"
4234,"Minneapolis-St. Paul-Bloomington, MN-WI",33460.0,87001.59999999996,2017,819424.0,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area"
4235,"Missoula, MT",33540.0,3014.4,2017,22929.0,"Missoula, MT Metro Area"
4236,"Mobile, AL",33660.0,6041.6,2017,29399.0,"Mobile, AL Metro Area"
4237,"Modesto, CA",33700.0,22873.60000000001,2017,231884.0,"Modesto, CA Metro Area"
4238,"Monroe, LA",33740.0,1414.4,2017,1876.0,"Monroe, LA Metro Area"
4239,"Monroe, MI",33780.0,1728.0,2017,9472.0,"Monroe, MI Metro Area"
4240,"Montgomery, AL",33860.0,2182.4,2017,7238.0,"Montgomery, AL Metro Area"
4241,"Morgantown, WV",34060.0,2880.0000000000005,2017,23242.0,"Morgantown, WV Metro Area"
4242,"Mount Vernon-Anacortes, WA",34580.0,1292.8,2017,8549.0,"Mount Vernon-Anacortes, WA Metro Area"
4243,"Muncie, IN",34620.0,1728.0,2017,16089.0,"Muncie, IN Metro Area"
4244,"Muskegon, MI",34740.0,1209.6,2017,8522.0,"Muskegon, MI Metro Area"
4245,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",34820.0,1472.0,2017,5076.0,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area"
4246,"Napa, CA",34900.0,4198.4,2017,48562.0,"Napa, CA Metro Area"
4247,"Naples-Marco Island, FL",34940.0,3379.2,2017,25724.0,"Naples-Marco Island, FL Metro Area"
4248,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980.0,20492.8,2017,126269.0,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area"
4249,"New Haven-Milford, CT",35300.0,17996.8,2017,210070.0,"New Haven-Milford, CT Metro Area"
4250,"New Orleans-Metairie, LA",35380.0,42624.000000000015,2017,446188.0,"New Orleans-Metairie, LA Metro Area"
4251,"New York-Newark-Jersey City, NY-NJ-PA",35620.0,542944.0000000012,2017,13672194.0,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
4252,"North Port-Sarasota-Bradenton, FL",35840.0,6182.399999999999,2017,48011.0,"North Port-Sarasota-Bradenton, FL Metro Area"
4253,"Norwich-New London, CT",35980.0,1856.0,2017,16234.0,"Norwich-New London, CT Metro Area"
4254,"Ocala, FL",36100.0,1344.0,2017,2564.0,"Ocala, FL Metro Area"
4255,"Odessa, TX",36220.0,1427.1999999999996,2017,9776.0,"Odessa, TX Metro Area"
4256,"Ogden-Clearfield, UT",36260.0,11014.4,2017,87649.0,"Ogden-Clearfield, UT Metro Area"
4257,"Oklahoma City, OK",36420.0,26688.000000000004,2017,207424.0,"Oklahoma City, OK Metro Area"
4258,"Olympia-Lacey-Tumwater, WA",36500.0,3532.8,2017,16190.0,"Olympia-Lacey-Tumwater, WA Metro Area"
4259,"Omaha-Council Bluffs, NE-IA",36540.0,26406.400000000005,2017,216702.0,"Omaha-Council Bluffs, NE-IA Metro Area"
4260,"Orlando-Kissimmee-Sanford, FL",36740.0,34297.60000000001,2017,257728.0,"Orlando-Kissimmee-Sanford, FL Metro Area"
4261,"Oshkosh-Neenah, WI",36780.0,4371.2,2017,28509.0,"Oshkosh-Neenah, WI Metro Area"
4262,"Owensboro, KY",36980.0,953.6,2017,3638.0,"Owensboro, KY Metro Area"
4263,"Oxnard-Thousand Oaks-Ventura, CA",37100.0,33715.200000000004,2017,409598.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area"
4264,"Parkersburg-Vienna, WV",37620.0,851.2,2017,6837.0,"Parkersburg-Vienna, WV Metro Area"
4265,"Pensacola-Ferry Pass-Brent, FL",37860.0,4972.8,2017,16655.0,"Pensacola-Ferry Pass-Brent, FL Metro Area"
4266,"Peoria, IL",37900.0,4313.6,2017,34430.0,"Peoria, IL Metro Area"
4267,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980.0,166681.60000000006,2017,2526376.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area"
4268,"Phoenix-Mesa-Chandler, AZ",38060.0,161420.80000000008,2017,1655564.0,"Phoenix-Mesa-Chandler, AZ Metro Area"
4269,"Pittsburgh, PA",38300.0,46719.99999999999,2017,473742.0,"Pittsburgh, PA Metro Area"
4270,"Pocatello, ID",38540.0,1548.8,2017,9203.0,"Pocatello, ID Metro Area"
4271,"Port St. Lucie, FL",38940.0,2035.2,2017,10965.0,"Port St. Lucie, FL Metro Area"
4272,"Portland-South Portland, ME",38860.0,4006.400000000001,2017,40641.0,"Portland-South Portland, ME Metro Area"
4273,"Portland-Vancouver-Hillsboro, OR-WA",38900.0,94400.0,2017,983765.0,"Portland-Vancouver-Hillsboro, OR-WA Metro Area"
4274,"Poughkeepsie-Newburgh-Middletown, NY",39100.0,9580.8,2017,99988.0,"Poughkeepsie-Newburgh-Middletown, NY Metro Area"
4275,"Prescott Valley-Prescott, AZ",39150.0,1196.8000000000004,2017,4673.0,"Prescott Valley-Prescott, AZ Metro Area"
4276,"Providence-Warwick, RI-MA",39300.0,27270.4,2017,357128.0,"Providence-Warwick, RI-MA Metro Area"
4277,"Provo-Orem, UT",39340.0,13817.6,2017,158054.0,"Provo-Orem, UT Metro Area"
4278,"Pueblo, CO",39380.0,1728.0,2017,16069.0,"Pueblo, CO Metro Area"
4279,"Punta Gorda, FL",39460.0,672.0,2017,4569.0,"Punta Gorda, FL Metro Area"
4280,"Racine, WI",39540.0,3148.8,2017,33340.0,"Racine, WI Metro Area"
4281,"Raleigh-Cary, NC",39580.0,13849.6,2017,97623.0,"Raleigh-Cary, NC Metro Area"
4282,"Rapid City, SD",39660.0,1817.6,2017,10709.0,"Rapid City, SD Metro Area"
4283,"Reading, PA",39740.0,6630.4000000000015,2017,92376.0,"Reading, PA Metro Area"
4284,"Redding, CA",39820.0,339.2000000000001,2017,1494.0,"Redding, CA Metro Area"
4285,"Reno, NV",39900.0,13542.4,2017,143602.0,"Reno, NV Metro Area"
4286,"Richmond, VA",40060.0,17823.999999999996,2017,124215.0,"Richmond, VA Metro Area"
4287,"Riverside-San Bernardino-Ontario, CA",40140.0,146380.80000000005,2017,1607271.0,"Riverside-San Bernardino-Ontario, CA Metro Area"
4288,"Roanoke, VA",40220.0,819.1999999999998,2017,4471.0,"Roanoke, VA Metro Area"
4289,"Rochester, MN",40340.0,1625.6,2017,11446.0,"Rochester, MN Metro Area"
4290,"Rochester, NY",40380.0,18803.199999999993,2017,213299.0,"Rochester, NY Metro Area"
4291,"Rockford, IL",40420.0,4537.6,2017,34361.0,"Rockford, IL Metro Area"
4292,"Rome, GA",40660.0,966.4,2017,2568.0,"Rome, GA Metro Area"
4293,"Sacramento-Roseville-Folsom, CA",40900.0,89683.2,2017,967308.0,"Sacramento-Roseville-Folsom, CA Metro Area"
4294,"Saginaw, MI",40980.0,1024.0,2017,9292.0,"Saginaw, MI Metro Area"
4295,"Salem, OR",41420.0,8083.200000000002,2017,78979.0,"Salem, OR Metro Area"
4296,"Salinas, CA",41500.0,12799.999999999998,2017,200546.0,"Salinas, CA Metro Area"
4297,"Salisbury, MD-DE",41540.0,2380.8,2017,15401.0,"Salisbury, MD-DE Metro Area"
4298,"Salt Lake City, UT",41620.0,58784.0,2017,541639.0,"Salt Lake City, UT Metro Area"
4299,"San Antonio-New Braunfels, TX",41700.0,64755.2,2017,609494.0,"San Antonio-New Braunfels, TX Metro Area"
4300,"San Diego-Chula Vista-Carlsbad, CA",41740.0,142368.00000000006,2017,1780920.0,"San Diego-Chula Vista-Carlsbad, CA Metro Area"
4301,"San Francisco-Oakland-Berkeley, CA",41860.0,185139.2000000002,2017,3082758.0,"San Francisco-Oakland-Berkeley, CA Metro Area"
4302,"San Jose-Sunnyvale-Santa Clara, CA",41940.0,125171.20000000006,2017,1597438.0,"San Jose-Sunnyvale-Santa Clara, CA Metro Area"
4303,"San Luis Obispo-Paso Robles, CA",42020.0,3872.0,2017,38346.0,"San Luis Obispo-Paso Robles, CA Metro Area"
4304,"Santa Cruz-Watsonville, CA",42100.0,8735.999999999998,2017,105310.0,"Santa Cruz-Watsonville, CA Metro Area"
4305,"Santa Fe, NM",42140.0,1990.4,2017,9514.0,"Santa Fe, NM Metro Area"
4306,"Santa Maria-Santa Barbara, CA",42200.0,14105.6,2017,186898.0,"Santa Maria-Santa Barbara, CA Metro Area"
4307,"Santa Rosa-Petaluma, CA",42220.0,12537.600000000002,2017,136879.0,"Santa Rosa-Petaluma, CA Metro Area"
4308,"Savannah, GA",42340.0,5056.0,2017,33634.0,"Savannah, GA Metro Area"
4309,"Scranton--Wilkes-Barre, PA",42540.0,11942.4,2017,131727.0,"Scranton--Wilkes-Barre, PA Metro Area"
4310,"Seattle-Tacoma-Bellevue, WA",42660.0,114067.19999999994,2017,1190583.0,"Seattle-Tacoma-Bellevue, WA Metro Area"
4311,"Sheboygan, WI",43100.0,518.4,2017,6344.0,"Sheboygan, WI Metro Area"
4312,"Shreveport-Bossier City, LA",43340.0,4665.6,2017,23118.0,"Shreveport-Bossier City, LA Metro Area"
4313,"Sioux City, IA-NE-SD",43580.0,2041.6,2017,21017.0,"Sioux City, IA-NE-SD Metro Area"
4314,"Sioux Falls, SD",43620.0,6707.200000000002,2017,44323.0,"Sioux Falls, SD Metro Area"
4315,"South Bend-Mishawaka, IN-MI",43780.0,4870.4000000000015,2017,30429.0,"South Bend-Mishawaka, IN-MI Metro Area"
4316,"Spartanburg, SC",43900.0,659.2,2017,2403.0,"Spartanburg, SC Metro Area"
4317,"Spokane-Spokane Valley, WA",44060.0,11552.000000000002,2017,100851.0,"Spokane-Spokane Valley, WA Metro Area"
4318,"Springfield, IL",44100.0,3737.6,2017,26414.0,"Springfield, IL Metro Area"
4319,"Springfield, MO",44180.0,4748.8,2017,30490.0,"Springfield, MO Metro Area"
4320,"Springfield, OH",44220.0,1452.7999999999995,2017,12656.0,"Springfield, OH Metro Area"
4321,"St. Cloud, MN",41060.0,2566.4,2017,14484.0,"St. Cloud, MN Metro Area"
4322,"St. George, UT",41100.0,441.6,2017,4043.0,"St. George, UT Metro Area"
4323,"St. Joseph, MO-KS",41140.0,671.9999999999999,2017,5042.0,"St. Joseph, MO-KS Metro Area"
4324,"St. Louis, MO-IL",41180.0,52633.60000000001,2017,435031.0,"St. Louis, MO-IL Metro Area"
4325,"State College, PA",44300.0,1888.0,2017,36694.0,"State College, PA Metro Area"
4326,"Staunton, VA",44420.0,524.8,2017,2114.0,"Staunton, VA Metro Area"
4327,"Stockton, CA",44700.0,29977.59999999999,2017,343661.0,"Stockton, CA Metro Area"
4328,"Syracuse, NY",45060.0,11097.600000000002,2017,126406.0,"Syracuse, NY Metro Area"
4329,"Tallahassee, FL",45220.0,9228.8,2017,63615.0,"Tallahassee, FL Metro Area"
4330,"Tampa-St. Petersburg-Clearwater, FL",45300.0,61875.20000000002,2017,501365.0,"Tampa-St. Petersburg-Clearwater, FL Metro Area"
