,CBSA Title,CBSA Code,Area_acre,Year,POP_CENSUSTRACT,CBSA
671,"Yuma, AZ",49740.0,4499.200000000002,2006,36144.0,"Yuma, AZ Metro Area"
672,"Abilene, TX",10180.0,1216.0000000000002,2007,7013.0,"Abilene, TX Metro Area"
673,"Akron, OH",10420.0,13644.8,2007,116851.0,"Akron, OH Metro Area"
674,"Albany, GA",10500.0,691.2,2007,2007.0,"Albany, GA Metro Area"
675,"Albany-Lebanon, OR",10540.0,2259.2,2007,13476.0,"Albany-Lebanon, OR Metro Area"
676,"Albany-Schenectady-Troy, NY",10580.0,17900.800000000007,2007,190654.0,"Albany-Schenectady-Troy, NY Metro Area"
677,"Albuquerque, NM",10740.0,28089.6,2007,257039.0,"Albuquerque, NM Metro Area"
678,"Allentown-Bethlehem-Easton, PA-NJ",10900.0,16159.999999999995,2007,193032.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area"
679,"Altoona, PA",11020.0,3225.600000000001,2007,30959.0,"Altoona, PA Metro Area"
680,"Amarillo, TX",11100.0,5337.600000000001,2007,31995.0,"Amarillo, TX Metro Area"
681,"Ames, IA",11180.0,2227.2000000000007,2007,15094.0,"Ames, IA Metro Area"
682,"Anchorage, AK",11260.0,14124.8,2007,122949.0,"Anchorage, AK Metro Area"
683,"Ann Arbor, MI",11460.0,8716.800000000001,2007,79100.0,"Ann Arbor, MI Metro Area"
684,"Appleton, WI",11540.0,2252.8,2007,14905.0,"Appleton, WI Metro Area"
685,"Asheville, NC",11700.0,1408.0,2007,6677.0,"Asheville, NC Metro Area"
686,"Athens-Clarke County, GA",12020.0,2656.0,2007,16021.0,"Athens-Clarke County, GA Metro Area"
687,"Atlanta-Sandy Springs-Alpharetta, GA",12060.0,70976.0,2007,560820.0,"Atlanta-Sandy Springs-Alpharetta, GA Metro Area"
688,"Atlantic City-Hammonton, NJ",12100.0,4441.6,2007,40591.0,"Atlantic City-Hammonton, NJ Metro Area"
689,"Auburn-Opelika, AL",12220.0,198.4,2007,4425.0,"Auburn-Opelika, AL Metro Area"
690,"Augusta-Richmond County, GA-SC",12260.0,2201.600000000001,2007,8716.0,"Augusta-Richmond County, GA-SC Metro Area"
691,"Austin-Round Rock-Georgetown, TX",12420.0,44863.99999999999,2007,398463.0,"Austin-Round Rock-Georgetown, TX Metro Area"
692,"Bakersfield, CA",12540.0,24128.0,2007,249695.0,"Bakersfield, CA Metro Area"
693,"Baltimore-Columbia-Towson, MD",12580.0,89017.59999999996,2007,1016040.0,"Baltimore-Columbia-Towson, MD Metro Area"
694,"Bangor, ME",12620.0,972.8,2007,5961.0,"Bangor, ME Metro Area"
695,"Baton Rouge, LA",12940.0,15814.4,2007,82387.0,"Baton Rouge, LA Metro Area"
696,"Battle Creek, MI",12980.0,838.4000000000003,2007,2411.0,"Battle Creek, MI Metro Area"
697,"Bay City, MI",13020.0,672.0,2007,7222.0,"Bay City, MI Metro Area"
698,"Beaumont-Port Arthur, TX",13140.0,2924.8,2007,7690.0,"Beaumont-Port Arthur, TX Metro Area"
699,"Bellingham, WA",13380.0,4608.0,2007,36158.0,"Bellingham, WA Metro Area"
700,"Bend, OR",13460.0,2419.2,2007,11069.0,"Bend, OR Metro Area"
701,"Billings, MT",13740.0,2284.8,2007,15060.0,"Billings, MT Metro Area"
702,"Binghamton, NY",13780.0,3436.8,2007,39311.0,"Binghamton, NY Metro Area"
703,"Birmingham-Hoover, AL",13820.0,12441.599999999995,2007,82941.0,"Birmingham-Hoover, AL Metro Area"
704,"Bismarck, ND",13900.0,3123.2000000000007,2007,20440.0,"Bismarck, ND Metro Area"
705,"Blacksburg-Christiansburg, VA",13980.0,1670.4,2007,12335.0,"Blacksburg-Christiansburg, VA Metro Area"
706,"Bloomington, IL",14010.0,5056.0,2007,48183.0,"Bloomington, IL Metro Area"
707,"Bloomington, IN",14020.0,2892.8,2007,31832.0,"Bloomington, IN Metro Area"
708,"Bloomsburg-Berwick, PA",14100.0,755.1999999999997,2007,11959.0,"Bloomsburg-Berwick, PA Metro Area"
709,"Boise City, ID",14260.0,11059.2,2007,75928.0,"Boise City, ID Metro Area"
710,"Boston-Cambridge-Newton, MA-NH",14460.0,1843.2,2007,11149.0,"Boston-Cambridge-Newton, MA-NH Metro Area"
711,"Boulder, CO",14500.0,10444.8,2007,91069.0,"Boulder, CO Metro Area"
712,"Bowling Green, KY",14540.0,460.8,2007,6996.0,"Bowling Green, KY Metro Area"
713,"Bremerton-Silverdale-Port Orchard, WA",14740.0,1049.6,2007,7824.0,"Bremerton-Silverdale-Port Orchard, WA Metro Area"
714,"Bridgeport-Stamford-Norwalk, CT",14860.0,25760.0,2007,330191.0,"Bridgeport-Stamford-Norwalk, CT Metro Area"
715,"Brownsville-Harlingen, TX",15180.0,8678.399999999998,2007,86493.0,"Brownsville-Harlingen, TX Metro Area"
716,"Buffalo-Cheektowaga, NY",15380.0,35052.8,2007,358166.0,"Buffalo-Cheektowaga, NY Metro Area"
717,"Burlington-South Burlington, VT",15540.0,3424.0000000000005,2007,35906.0,"Burlington-South Burlington, VT Metro Area"
718,"Canton-Massillon, OH",15940.0,3897.6,2007,31450.0,"Canton-Massillon, OH Metro Area"
719,"Cape Coral-Fort Myers, FL",15980.0,3065.600000000001,2007,29449.0,"Cape Coral-Fort Myers, FL Metro Area"
720,"Cape Girardeau, MO-IL",16020.0,390.4,2007,6246.0,"Cape Girardeau, MO-IL Metro Area"
721,"Carbondale-Marion, IL",16060.0,217.6,2007,2208.0,"Carbondale-Marion, IL Metro Area"
722,"Carson City, NV",16180.0,2144.0,2007,16336.0,"Carson City, NV Metro Area"
723,"Casper, WY",16220.0,1952.0,2007,7755.0,"Casper, WY Metro Area"
724,"Cedar Rapids, IA",16300.0,5337.6,2007,25298.0,"Cedar Rapids, IA Metro Area"
725,"Champaign-Urbana, IL",16580.0,5145.6,2007,55961.0,"Champaign-Urbana, IL Metro Area"
726,"Charleston, WV",16620.0,2681.6,2007,19797.0,"Charleston, WV Metro Area"
727,"Charleston-North Charleston, SC",16700.0,3116.8,2007,27291.0,"Charleston-North Charleston, SC Metro Area"
728,"Charlotte-Concord-Gastonia, NC-SC",16740.0,11552.0,2007,94234.0,"Charlotte-Concord-Gastonia, NC-SC Metro Area"
729,"Charlottesville, VA",16820.0,4825.5999999999985,2007,37495.0,"Charlottesville, VA Metro Area"
730,"Chattanooga, TN-GA",16860.0,2758.4,2007,17827.0,"Chattanooga, TN-GA Metro Area"
731,"Cheyenne, WY",16940.0,2656.0,2007,13647.0,"Cheyenne, WY Metro Area"
732,"Chicago-Naperville-Elgin, IL-IN-WI",16980.0,334259.2000000002,2007,4679599.0,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area"
733,"Chico, CA",17020.0,3872.0,2007,32271.0,"Chico, CA Metro Area"
734,"Cincinnati, OH-KY-IN",17140.0,40128.000000000015,2007,341186.0,"Cincinnati, OH-KY-IN Metro Area"
735,"Clarksville, TN-KY",17300.0,812.8,2007,8211.0,"Clarksville, TN-KY Metro Area"
736,"Cleveland, TN",17420.0,556.8,2007,4893.0,"Cleveland, TN Metro Area"
737,"Cleveland-Elyria, OH",17460.0,58924.799999999974,2007,570668.0,"Cleveland-Elyria, OH Metro Area"
738,"Coeur d'Alene, ID",17660.0,1587.2,2007,2823.0,"Coeur d'Alene, ID Metro Area"
739,"College Station-Bryan, TX",17780.0,8147.2,2007,66986.0,"College Station-Bryan, TX Metro Area"
740,"Colorado Springs, CO",17820.0,14022.4,2007,132878.0,"Colorado Springs, CO Metro Area"
741,"Columbia, MO",17860.0,1747.2,2007,12421.0,"Columbia, MO Metro Area"
742,"Columbia, SC",17900.0,7654.399999999999,2007,36048.0,"Columbia, SC Metro Area"
743,"Columbus, GA-AL",17980.0,2400.0,2007,15296.0,"Columbus, GA-AL Metro Area"
744,"Columbus, IN",18020.0,1292.8,2007,5498.0,"Columbus, IN Metro Area"
745,"Columbus, OH",18140.0,50803.19999999998,2007,437396.0,"Columbus, OH Metro Area"
746,"Corpus Christi, TX",18580.0,15443.2,2007,145076.0,"Corpus Christi, TX Metro Area"
747,"Corvallis, OR",18700.0,2425.600000000001,2007,22288.0,"Corvallis, OR Metro Area"
748,"Crestview-Fort Walton Beach-Destin, FL",18880.0,2016.0,2007,9957.0,"Crestview-Fort Walton Beach-Destin, FL Metro Area"
749,"Cumberland, MD-WV",19060.0,486.4,2007,3935.0,"Cumberland, MD-WV Metro Area"
750,"Dallas-Fort Worth-Arlington, TX",19100.0,203865.60000000006,2007,1728014.0,"Dallas-Fort Worth-Arlington, TX Metro Area"
751,"Danville, IL",19180.0,499.20000000000016,2007,1274.0,"Danville, IL Metro Area"
752,"Davenport-Moline-Rock Island, IA-IL",19340.0,5676.8,2007,46817.0,"Davenport-Moline-Rock Island, IA-IL Metro Area"
753,"Dayton-Kettering, OH",19430.0,10534.4,2007,81949.0,"Dayton-Kettering, OH Metro Area"
754,"Decatur, AL",19460.0,627.2,2007,4111.0,"Decatur, AL Metro Area"
755,"Decatur, IL",19500.0,2700.8,2007,19011.0,"Decatur, IL Metro Area"
756,"Deltona-Daytona Beach-Ormond Beach, FL",19660.0,2419.2,2007,10009.0,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area"
757,"Denver-Aurora-Lakewood, CO",19740.0,113683.19999999998,2007,1148041.0,"Denver-Aurora-Lakewood, CO Metro Area"
758,"Des Moines-West Des Moines, IA",19780.0,10336.0,2007,79115.0,"Des Moines-West Des Moines, IA Metro Area"
759,"Detroit-Warren-Dearborn, MI",19820.0,126572.80000000008,2007,1135273.0,"Detroit-Warren-Dearborn, MI Metro Area"
760,"Dothan, AL",20020.0,652.8,2007,2675.0,"Dothan, AL Metro Area"
761,"Dover, DE",20100.0,576.0,2007,1978.0,"Dover, DE Metro Area"
762,"Dubuque, IA",20220.0,2611.2000000000007,2007,22559.0,"Dubuque, IA Metro Area"
763,"Duluth, MN-WI",20260.0,2598.4,2007,23038.0,"Duluth, MN-WI Metro Area"
764,"Durham-Chapel Hill, NC",20500.0,6188.8,2007,54805.0,"Durham-Chapel Hill, NC Metro Area"
765,"East Stroudsburg, PA",20700.0,832.0,2007,4479.0,"East Stroudsburg, PA Metro Area"
766,"Eau Claire, WI",20740.0,1619.2,2007,12006.0,"Eau Claire, WI Metro Area"
767,"El Centro, CA",20940.0,3129.6,2007,39468.0,"El Centro, CA Metro Area"
768,"El Paso, TX",21340.0,43193.6,2007,389967.0,"El Paso, TX Metro Area"
769,"Elkhart-Goshen, IN",21140.0,1945.6,2007,13216.0,"Elkhart-Goshen, IN Metro Area"
770,"Elmira, NY",21300.0,1888.0,2007,12516.0,"Elmira, NY Metro Area"
771,"Erie, PA",21500.0,7136.000000000001,2007,79175.0,"Erie, PA Metro Area"
772,"Eugene-Springfield, OR",21660.0,7673.600000000001,2007,63679.0,"Eugene-Springfield, OR Metro Area"
773,"Evansville, IN-KY",21780.0,4985.5999999999985,2007,33958.0,"Evansville, IN-KY Metro Area"
774,"Fairbanks, AK",21820.0,384.0,2007,1466.0,"Fairbanks, AK Metro Area"
775,"Fargo, ND-MN",22020.0,5939.200000000002,2007,52078.0,"Fargo, ND-MN Metro Area"
776,"Farmington, NM",22140.0,1580.8000000000006,2007,4928.0,"Farmington, NM Metro Area"
777,"Fayetteville, NC",22180.0,1299.2,2007,4992.0,"Fayetteville, NC Metro Area"
778,"Fayetteville-Springdale-Rogers, AR",22220.0,3289.6,2007,12932.0,"Fayetteville-Springdale-Rogers, AR Metro Area"
779,"Flagstaff, AZ",22380.0,1369.6000000000004,2007,13433.0,"Flagstaff, AZ Metro Area"
780,"Flint, MI",22420.0,3539.2,2007,17505.0,"Flint, MI Metro Area"
781,"Florence, SC",22500.0,614.4,2007,2394.0,"Florence, SC Metro Area"
782,"Fond du Lac, WI",22540.0,1228.8000000000004,2007,11952.0,"Fond du Lac, WI Metro Area"
783,"Fort Collins, CO",22660.0,5465.6,2007,49289.0,"Fort Collins, CO Metro Area"
784,"Fort Smith, AR-OK",22900.0,1401.6,2007,7563.0,"Fort Smith, AR-OK Metro Area"
785,"Fort Wayne, IN",23060.0,5920.0,2007,41494.0,"Fort Wayne, IN Metro Area"
786,"Fresno, CA",23420.0,36076.8,2007,377062.0,"Fresno, CA Metro Area"
787,"Gadsden, AL",23460.0,608.0,2007,2517.0,"Gadsden, AL Metro Area"
788,"Gainesville, FL",23540.0,5740.799999999998,2007,45893.0,"Gainesville, FL Metro Area"
789,"Gainesville, GA",23580.0,2195.2,2007,8453.0,"Gainesville, GA Metro Area"
790,"Gettysburg, PA",23900.0,1068.8,2007,7479.0,"Gettysburg, PA Metro Area"
791,"Glens Falls, NY",24020.0,2508.8,2007,14601.0,"Glens Falls, NY Metro Area"
792,"Grand Forks, ND-MN",24220.0,2227.2000000000007,2007,19528.0,"Grand Forks, ND-MN Metro Area"
793,"Grand Island, NE",24260.0,1689.6,2007,11750.0,"Grand Island, NE Metro Area"
794,"Grand Junction, CO",24300.0,2451.2,2007,15072.0,"Grand Junction, CO Metro Area"
795,"Grand Rapids-Kentwood, MI",24340.0,18720.000000000004,2007,154270.0,"Grand Rapids-Kentwood, MI Metro Area"
796,"Great Falls, MT",24500.0,1568.0,2007,11083.0,"Great Falls, MT Metro Area"
797,"Greeley, CO",24540.0,2310.4,2007,22696.0,"Greeley, CO Metro Area"
798,"Green Bay, WI",24580.0,6476.799999999998,2007,34568.0,"Green Bay, WI Metro Area"
799,"Greensboro-High Point, NC",24660.0,3564.8,2007,26216.0,"Greensboro-High Point, NC Metro Area"
800,"Greenville, NC",24780.0,1452.8000000000004,2007,10342.0,"Greenville, NC Metro Area"
801,"Greenville-Anderson, SC",24860.0,5088.0,2007,24399.0,"Greenville-Anderson, SC Metro Area"
802,"Gulfport-Biloxi, MS",25060.0,729.5999999999997,2007,5577.0,"Gulfport-Biloxi, MS Metro Area"
803,"Hagerstown-Martinsburg, MD-WV",25180.0,3244.8,2007,26895.0,"Hagerstown-Martinsburg, MD-WV Metro Area"
804,"Hanford-Corcoran, CA",25260.0,2752.0,2007,39903.0,"Hanford-Corcoran, CA Metro Area"
805,"Harrisburg-Carlisle, PA",25420.0,6931.200000000002,2007,67304.0,"Harrisburg-Carlisle, PA Metro Area"
806,"Harrisonburg, VA",25500.0,2048.0,2007,17435.0,"Harrisonburg, VA Metro Area"
807,"Hartford-East Hartford-Middletown, CT",25540.0,20979.199999999993,2007,256645.0,"Hartford-East Hartford-Middletown, CT Metro Area"
808,"Hot Springs, AR",26300.0,614.4,2007,3478.0,"Hot Springs, AR Metro Area"
809,"Houma-Thibodaux, LA",26380.0,1023.9999999999997,2007,4843.0,"Houma-Thibodaux, LA Metro Area"
810,"Houston-The Woodlands-Sugar Land, TX",26420.0,184691.19999999992,2007,1923829.0,"Houston-The Woodlands-Sugar Land, TX Metro Area"
811,"Huntington-Ashland, WV-KY-OH",26580.0,3008.0,2007,22511.0,"Huntington-Ashland, WV-KY-OH Metro Area"
812,"Huntsville, AL",26620.0,1651.1999999999996,2007,6652.0,"Huntsville, AL Metro Area"
813,"Idaho Falls, ID",26820.0,2054.4,2007,17832.0,"Idaho Falls, ID Metro Area"
814,"Indianapolis-Carmel-Anderson, IN",26900.0,27372.80000000001,2007,182244.0,"Indianapolis-Carmel-Anderson, IN Metro Area"
815,"Iowa City, IA",26980.0,4953.5999999999985,2007,32344.0,"Iowa City, IA Metro Area"
816,"Ithaca, NY",27060.0,1318.4,2007,14970.0,"Ithaca, NY Metro Area"
817,"Jackson, MI",27100.0,3532.8,2007,35599.0,"Jackson, MI Metro Area"
818,"Jackson, MS",27140.0,5766.4,2007,17793.0,"Jackson, MS Metro Area"
819,"Jacksonville, FL",27260.0,17964.8,2007,87539.0,"Jacksonville, FL Metro Area"
820,"Janesville-Beloit, WI",27500.0,1753.6,2007,12370.0,"Janesville-Beloit, WI Metro Area"
821,"Jefferson City, MO",27620.0,953.6,2007,895.0,"Jefferson City, MO Metro Area"
822,"Johnson City, TN",27740.0,3001.6,2007,16048.0,"Johnson City, TN Metro Area"
823,"Johnstown, PA",27780.0,1382.4,2007,10775.0,"Johnstown, PA Metro Area"
824,"Jonesboro, AR",27860.0,736.0,2007,4628.0,"Jonesboro, AR Metro Area"
825,"Kahului-Wailuku-Lahaina, HI",27980.0,1081.6,2007,11455.0,"Kahului-Wailuku-Lahaina, HI Metro Area"
826,"Kalamazoo-Portage, MI",28020.0,3590.4,2007,31802.0,"Kalamazoo-Portage, MI Metro Area"
827,"Kankakee, IL",28100.0,1516.8,2007,11408.0,"Kankakee, IL Metro Area"
828,"Kansas City, MO-KS",28140.0,34751.999999999985,2007,238000.0,"Kansas City, MO-KS Metro Area"
829,"Kennewick-Richland, WA",28420.0,5215.999999999999,2007,44521.0,"Kennewick-Richland, WA Metro Area"
830,"Killeen-Temple, TX",28660.0,3001.6,2007,18362.0,"Killeen-Temple, TX Metro Area"
831,"Kingston, NY",28740.0,1689.6,2007,12453.0,"Kingston, NY Metro Area"
832,"Knoxville, TN",28940.0,3251.2,2007,21356.0,"Knoxville, TN Metro Area"
833,"Kokomo, IN",29020.0,1030.4,2007,3881.0,"Kokomo, IN Metro Area"
834,"La Crosse-Onalaska, WI-MN",29100.0,1478.4,2007,13022.0,"La Crosse-Onalaska, WI-MN Metro Area"
835,"Lafayette, LA",29180.0,5465.5999999999985,2007,43329.0,"Lafayette, LA Metro Area"
836,"Lafayette-West Lafayette, IN",29200.0,3724.8,2007,40186.0,"Lafayette-West Lafayette, IN Metro Area"
837,"Lake Charles, LA",29340.0,1318.4,2007,6694.0,"Lake Charles, LA Metro Area"
838,"Lakeland-Winter Haven, FL",29460.0,3590.4,2007,18390.0,"Lakeland-Winter Haven, FL Metro Area"
839,"Lancaster, PA",29540.0,4179.2,2007,62826.0,"Lancaster, PA Metro Area"
840,"Lansing-East Lansing, MI",29620.0,7833.6,2007,65061.0,"Lansing-East Lansing, MI Metro Area"
841,"Laredo, TX",29700.0,9977.6,2007,116478.0,"Laredo, TX Metro Area"
842,"Las Vegas-Henderson-Paradise, NV",29820.0,108985.6,2007,1224644.0,"Las Vegas-Henderson-Paradise, NV Metro Area"
843,"Lawrence, KS",29940.0,2528.0,2007,25968.0,"Lawrence, KS Metro Area"
844,"Lawton, OK",30020.0,992.0000000000003,2007,7754.0,"Lawton, OK Metro Area"
845,"Lebanon, PA",30140.0,2182.4,2007,21553.0,"Lebanon, PA Metro Area"
846,"Lewiston-Auburn, ME",30340.0,1753.6,2007,20441.0,"Lewiston-Auburn, ME Metro Area"
847,"Lexington-Fayette, KY",30460.0,11865.6,2007,102170.0,"Lexington-Fayette, KY Metro Area"
848,"Lima, OH",30620.0,902.4,2007,3298.0,"Lima, OH Metro Area"
849,"Lincoln, NE",30700.0,11571.2,2007,97788.0,"Lincoln, NE Metro Area"
850,"Little Rock-North Little Rock-Conway, AR",30780.0,7436.800000000001,2007,31656.0,"Little Rock-North Little Rock-Conway, AR Metro Area"
851,"Logan, UT-ID",30860.0,2124.8,2007,22069.0,"Logan, UT-ID Metro Area"
852,"Longview, TX",30980.0,569.6,2007,2882.0,"Longview, TX Metro Area"
853,"Longview, WA",31020.0,2694.4000000000005,2007,20509.0,"Longview, WA Metro Area"
854,"Los Angeles-Long Beach-Anaheim, CA",31080.0,711955.2000000009,2007,10755316.0,"Los Angeles-Long Beach-Anaheim, CA Metro Area"
855,"Louisville/Jefferson County, KY-IN",31140.0,27020.8,2007,209143.0,"Louisville/Jefferson County, KY-IN Metro Area"
856,"Lubbock, TX",31180.0,11296.0,2007,78325.0,"Lubbock, TX Metro Area"
857,"Lynchburg, VA",31340.0,345.6,2007,2237.0,"Lynchburg, VA Metro Area"
858,"Macon-Bibb County, GA",31420.0,1504.0,2007,8253.0,"Macon-Bibb County, GA Metro Area"
859,"Madera, CA",31460.0,2732.8,2007,36788.0,"Madera, CA Metro Area"
860,"Madison, WI",31540.0,12774.399999999998,2007,126878.0,"Madison, WI Metro Area"
861,"Manchester-Nashua, NH",31700.0,6892.799999999998,2007,80247.0,"Manchester-Nashua, NH Metro Area"
862,"Manhattan, KS",31740.0,1587.2000000000005,2007,12247.0,"Manhattan, KS Metro Area"
863,"Mankato, MN",31860.0,2220.8,2007,17984.0,"Mankato, MN Metro Area"
864,"Mansfield, OH",31900.0,448.0,2007,2447.0,"Mansfield, OH Metro Area"
865,"McAllen-Edinburg-Mission, TX",32580.0,10220.8,2007,66580.0,"McAllen-Edinburg-Mission, TX Metro Area"
866,"Medford, OR",32780.0,5286.4,2007,41371.0,"Medford, OR Metro Area"
867,"Memphis, TN-MS-AR",32820.0,14342.400000000005,2007,98266.0,"Memphis, TN-MS-AR Metro Area"
868,"Merced, CA",32900.0,3705.6,2007,38699.0,"Merced, CA Metro Area"
869,"Miami-Fort Lauderdale-Pompano Beach, FL",33100.0,277043.1999999999,2007,3224475.0,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area"
870,"Michigan City-La Porte, IN",33140.0,998.4,2007,8478.0,"Michigan City-La Porte, IN Metro Area"
871,"Midland, MI",33220.0,627.2,2007,3349.0,"Midland, MI Metro Area"
872,"Midland, TX",33260.0,3385.5999999999995,2007,20534.0,"Midland, TX Metro Area"
873,"Milwaukee-Waukesha, WI",33340.0,49958.4,2007,608123.0,"Milwaukee-Waukesha, WI Metro Area"
874,"Minneapolis-St. Paul-Bloomington, MN-WI",33460.0,87001.59999999996,2007,780167.0,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area"
875,"Missoula, MT",33540.0,3014.4,2007,21876.0,"Missoula, MT Metro Area"
876,"Mobile, AL",33660.0,6041.6,2007,36770.0,"Mobile, AL Metro Area"
877,"Modesto, CA",33700.0,22873.60000000001,2007,231408.0,"Modesto, CA Metro Area"
878,"Monroe, LA",33740.0,1414.4,2007,3576.0,"Monroe, LA Metro Area"
879,"Monroe, MI",33780.0,1728.0,2007,8699.0,"Monroe, MI Metro Area"
880,"Montgomery, AL",33860.0,2182.4,2007,7819.0,"Montgomery, AL Metro Area"
881,"Morgantown, WV",34060.0,2880.0000000000005,2007,30931.0,"Morgantown, WV Metro Area"
882,"Mount Vernon-Anacortes, WA",34580.0,1292.8,2007,9746.0,"Mount Vernon-Anacortes, WA Metro Area"
883,"Muncie, IN",34620.0,1728.0,2007,18546.0,"Muncie, IN Metro Area"
884,"Muskegon, MI",34740.0,1209.6,2007,8641.0,"Muskegon, MI Metro Area"
885,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",34820.0,1472.0,2007,5524.0,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area"
886,"Napa, CA",34900.0,4198.4,2007,44191.0,"Napa, CA Metro Area"
887,"Naples-Marco Island, FL",34940.0,3379.2,2007,18177.0,"Naples-Marco Island, FL Metro Area"
888,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980.0,20492.8,2007,138841.0,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area"
889,"New Haven-Milford, CT",35300.0,17996.8,2007,222238.0,"New Haven-Milford, CT Metro Area"
890,"New Orleans-Metairie, LA",35380.0,42624.000000000015,2007,453211.0,"New Orleans-Metairie, LA Metro Area"
891,"New York-Newark-Jersey City, NY-NJ-PA",35620.0,542944.0000000012,2007,13385758.0,"New York-Newark-Jersey City, NY-NJ-PA Metro Area"
892,"North Port-Sarasota-Bradenton, FL",35840.0,6182.399999999999,2007,45553.0,"North Port-Sarasota-Bradenton, FL Metro Area"
893,"Norwich-New London, CT",35980.0,1856.0,2007,15221.0,"Norwich-New London, CT Metro Area"
894,"Ocala, FL",36100.0,1344.0,2007,2445.0,"Ocala, FL Metro Area"
895,"Odessa, TX",36220.0,1427.1999999999996,2007,11197.0,"Odessa, TX Metro Area"
896,"Ogden-Clearfield, UT",36260.0,11014.4,2007,81753.0,"Ogden-Clearfield, UT Metro Area"
897,"Oklahoma City, OK",36420.0,26688.000000000004,2007,192209.0,"Oklahoma City, OK Metro Area"
898,"Olympia-Lacey-Tumwater, WA",36500.0,3532.8,2007,17537.0,"Olympia-Lacey-Tumwater, WA Metro Area"
899,"Omaha-Council Bluffs, NE-IA",36540.0,26406.400000000005,2007,219400.0,"Omaha-Council Bluffs, NE-IA Metro Area"
900,"Orlando-Kissimmee-Sanford, FL",36740.0,34297.60000000001,2007,285839.0,"Orlando-Kissimmee-Sanford, FL Metro Area"
901,"Oshkosh-Neenah, WI",36780.0,4371.2,2007,29098.0,"Oshkosh-Neenah, WI Metro Area"
902,"Owensboro, KY",36980.0,953.6,2007,3270.0,"Owensboro, KY Metro Area"
903,"Oxnard-Thousand Oaks-Ventura, CA",37100.0,33715.200000000004,2007,419264.0,"Oxnard-Thousand Oaks-Ventura, CA Metro Area"
904,"Parkersburg-Vienna, WV",37620.0,851.2,2007,8051.0,"Parkersburg-Vienna, WV Metro Area"
905,"Pensacola-Ferry Pass-Brent, FL",37860.0,4972.8,2007,9305.0,"Pensacola-Ferry Pass-Brent, FL Metro Area"
906,"Peoria, IL",37900.0,4313.6,2007,33534.0,"Peoria, IL Metro Area"
907,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980.0,166681.60000000006,2007,2507051.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area"
908,"Phoenix-Mesa-Chandler, AZ",38060.0,161420.80000000008,2007,1526137.0,"Phoenix-Mesa-Chandler, AZ Metro Area"
909,"Pittsburgh, PA",38300.0,46719.99999999999,2007,479650.0,"Pittsburgh, PA Metro Area"
910,"Pocatello, ID",38540.0,1548.8,2007,9804.0,"Pocatello, ID Metro Area"
911,"Port St. Lucie, FL",38940.0,2035.2,2007,12882.0,"Port St. Lucie, FL Metro Area"
912,"Portland-South Portland, ME",38860.0,4006.400000000001,2007,37370.0,"Portland-South Portland, ME Metro Area"
913,"Portland-Vancouver-Hillsboro, OR-WA",38900.0,94400.0,2007,941580.0,"Portland-Vancouver-Hillsboro, OR-WA Metro Area"
914,"Poughkeepsie-Newburgh-Middletown, NY",39100.0,9580.8,2007,108261.0,"Poughkeepsie-Newburgh-Middletown, NY Metro Area"
915,"Prescott Valley-Prescott, AZ",39150.0,1196.8000000000004,2007,3717.0,"Prescott Valley-Prescott, AZ Metro Area"
916,"Providence-Warwick, RI-MA",39300.0,27270.4,2007,348664.0,"Providence-Warwick, RI-MA Metro Area"
917,"Provo-Orem, UT",39340.0,13817.6,2007,151984.0,"Provo-Orem, UT Metro Area"
918,"Pueblo, CO",39380.0,1728.0,2007,16713.0,"Pueblo, CO Metro Area"
919,"Punta Gorda, FL",39460.0,672.0,2007,2876.0,"Punta Gorda, FL Metro Area"
920,"Racine, WI",39540.0,3148.8,2007,30185.0,"Racine, WI Metro Area"
921,"Raleigh-Cary, NC",39580.0,13849.6,2007,93897.0,"Raleigh-Cary, NC Metro Area"
922,"Rapid City, SD",39660.0,1817.6,2007,10205.0,"Rapid City, SD Metro Area"
923,"Reading, PA",39740.0,6630.4000000000015,2007,95144.0,"Reading, PA Metro Area"
924,"Redding, CA",39820.0,339.2000000000001,2007,2433.0,"Redding, CA Metro Area"
925,"Reno, NV",39900.0,13542.4,2007,140334.0,"Reno, NV Metro Area"
926,"Richmond, VA",40060.0,17823.999999999996,2007,132496.0,"Richmond, VA Metro Area"
927,"Riverside-San Bernardino-Ontario, CA",40140.0,146380.80000000005,2007,1567014.0,"Riverside-San Bernardino-Ontario, CA Metro Area"
928,"Roanoke, VA",40220.0,819.1999999999998,2007,4894.0,"Roanoke, VA Metro Area"
929,"Rochester, MN",40340.0,1625.6,2007,11490.0,"Rochester, MN Metro Area"
930,"Rochester, NY",40380.0,18803.199999999993,2007,213513.0,"Rochester, NY Metro Area"
