MNAME,RailBus,Year,UA,CBSA,UPT,VRM,VRH,FARE_TOTAL,FARE_per_UPT,AREALANDPT,UAPOP,UAAREALAND,MAREALAND,UAPOPPCT,UPT_ADJ,VRM_ADJ,VRH_ADJ
"Abilene, TX Metro Area",Bus,2006,280.0,10180.0,493638.0,441300.0,30750.0,201795.0,0.40879146256973736,141756054.0,110421.0,141756054.0,7105575299.0,100.0,493638.0,441300.0,30750.0
"Abilene, TX Metro Area",Bus,2007,280.0,10180.0,490254.0,424839.0,30435.0,217336.0,0.4433130581290515,141756054.0,110421.0,141756054.0,7105575299.0,100.0,490254.0,424839.0,30435.0
"Abilene, TX Metro Area",Bus,2008,280.0,10180.0,473528.0,421757.0,31794.0,254879.0,0.5382553935564528,141756054.0,110421.0,141756054.0,7105575299.0,100.0,473528.0,421757.0,31794.0
"Abilene, TX Metro Area",Bus,2009,280.0,10180.0,478743.0,418714.0,30445.0,248600.0,0.5192765220588081,141756054.0,110421.0,141756054.0,7105575299.0,100.0,478743.0,418714.0,30445.0
"Abilene, TX Metro Area",Bus,2010,280.0,10180.0,456753.0,406871.0,39190.0,295374.0,0.6466821235985314,141756054.0,110421.0,141756054.0,7105575299.0,100.0,456753.0,406871.0,39190.0
"Abilene, TX Metro Area",Bus,2011,280.0,10180.0,472931.0,396021.0,29999.0,375006.0,0.7929401963499961,141756054.0,110421.0,141756054.0,7105575299.0,100.0,472931.0,396021.0,29999.0
"Abilene, TX Metro Area",Bus,2012,280.0,10180.0,0.0,0.0,0.0,368226.0,inf,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
"Abilene, TX Metro Area",Bus,2013,280.0,10180.0,0.0,0.0,0.0,390511.0,inf,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
"Abilene, TX Metro Area",Bus,2014,280.0,10180.0,0.0,0.0,0.0,408104.0,inf,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
"Abilene, TX Metro Area",Bus,2015,280.0,10180.0,0.0,0.0,0.0,294009.0,inf,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
"Abilene, TX Metro Area",Bus,2016,280.0,10180.0,0.0,0.0,0.0,166398.0,inf,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
"Abilene, TX Metro Area",Bus,2017,280.0,10180.0,0.0,0.0,0.0,191017.0,inf,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
"Abilene, TX Metro Area",Bus,2018,280.0,10180.0,0.0,0.0,0.0,0.0,0.0,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
"Abilene, TX Metro Area",DemandResponse,2006,280.0,10180.0,110152.0,624658.0,44144.0,93789.0,0.8514507226378095,141756054.0,110421.0,141756054.0,7105575299.0,100.0,110152.0,624658.0,44144.0
"Abilene, TX Metro Area",DemandResponse,2007,280.0,10180.0,109977.0,622056.0,45796.0,98383.0,0.8945779572092346,141756054.0,110421.0,141756054.0,7105575299.0,100.0,109977.0,622056.0,45796.0
"Abilene, TX Metro Area",DemandResponse,2008,280.0,10180.0,102963.0,612502.0,46768.0,109095.0,1.0595553742606567,141756054.0,110421.0,141756054.0,7105575299.0,100.0,102963.0,612502.0,46768.0
"Abilene, TX Metro Area",DemandResponse,2009,280.0,10180.0,105199.0,616961.0,48456.0,101458.0,0.9644388254641204,141756054.0,110421.0,141756054.0,7105575299.0,100.0,105199.0,616961.0,48456.0
"Abilene, TX Metro Area",DemandResponse,2010,280.0,10180.0,103985.0,607648.0,46344.0,50000.0,0.4808385824878588,141756054.0,110421.0,141756054.0,7105575299.0,100.0,103985.0,607648.0,46344.0
"Abilene, TX Metro Area",DemandResponse,2011,280.0,10180.0,103130.0,619030.0,46557.0,426089.0,4.131571802579269,141756054.0,110421.0,141756054.0,7105575299.0,100.0,103130.0,619030.0,46557.0
"Abilene, TX Metro Area",DemandResponse,2012,280.0,10180.0,0.0,0.0,0.0,296153.0,inf,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
"Abilene, TX Metro Area",DemandResponse,2013,280.0,10180.0,0.0,0.0,0.0,323930.0,inf,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
"Abilene, TX Metro Area",DemandResponse,2014,280.0,10180.0,0.0,0.0,0.0,363579.0,inf,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
"Abilene, TX Metro Area",DemandResponse,2015,280.0,10180.0,0.0,0.0,0.0,108234.0,inf,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
"Abilene, TX Metro Area",DemandResponse,2016,280.0,10180.0,0.0,0.0,0.0,234140.0,inf,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
"Abilene, TX Metro Area",DemandResponse,2017,280.0,10180.0,0.0,0.0,0.0,233051.0,inf,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
"Abilene, TX Metro Area",DemandResponse,2018,280.0,10180.0,0.0,0.0,0.0,0.0,0.0,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
"Akron, OH Metro Area",Bus,2006,1532.0,20840.0,13450310.0,8850750.0,623766.0,3163036.0,0.4703290853519361,1489268694.0,1138998.0,1685445836.0,4662647494.0,180.54,12141594.837000001,7989572.025,563073.5682
"Akron, OH Metro Area",Bus,2007,1532.0,20840.0,13002650.0,10128344.0,631894.0,3445013.0,0.5298939831495888,1489268694.0,1138998.0,1685445836.0,4662647494.0,180.54,11737492.155,9142856.1288,570410.7137999999
"Akron, OH Metro Area",Bus,2008,1532.0,20840.0,13604584.0,8581686.0,576520.0,3602006.0,0.5295282825259486,1489268694.0,1138998.0,1685445836.0,4662647494.0,180.54,12280857.976799998,7746687.952199999,520424.604
"Akron, OH Metro Area",Bus,2009,1532.0,20840.0,12320492.0,7602602.0,612742.0,3387490.0,0.5498952476897838,1489268694.0,1138998.0,1685445836.0,4662647494.0,180.54,11121708.1284,6862868.8253999995,553122.2034
"Akron, OH Metro Area",Bus,2010,1532.0,20840.0,12443930.0,7691254.0,664510.0,3597828.0,0.5782462614302716,1489268694.0,1138998.0,1685445836.0,4662647494.0,180.54,11233135.611,6942894.985799999,599853.1769999999
"Akron, OH Metro Area",Bus,2011,1532.0,20840.0,12980952.0,8680656.0,675926.0,3802014.0,0.5857835388344399,1489268694.0,1138998.0,1685445836.0,4662647494.0,180.54,11717905.3704,7836028.1712,610158.4001999999
"Akron, OH Metro Area",Bus,2012,1532.0,20840.0,13285088.0,8558744.0,677364.0,6462990.0,0.9729690913601776,1489268694.0,1138998.0,1685445836.0,4662647494.0,180.54,11992448.9376,7725978.2088,611456.4827999999
"Akron, OH Metro Area",Bus,2013,1532.0,20840.0,13240452.0,9231696.0,737890.0,6704933.0,1.0127951825209593,1489268694.0,1138998.0,1685445836.0,4662647494.0,180.54,11952156.020399999,8333451.9792,666093.303
"Akron, OH Metro Area",Bus,2014,1532.0,20840.0,13250962.0,9594046.0,749558.0,6894955.0,1.040672367787335,1489268694.0,1138998.0,1685445836.0,4662647494.0,180.54,11961643.3974,8660545.324199999,676626.0066
"Akron, OH Metro Area",Bus,2015,1532.0,20840.0,12970588.0,10106768.0,761752.0,6280588.0,0.9684353554364691,1489268694.0,1138998.0,1685445836.0,4662647494.0,180.54,11708549.7876,9123379.4736,687633.5303999999
"Akron, OH Metro Area",Bus,2016,1532.0,20840.0,12187758.0,9738874.0,758848.0,5877868.0,0.9645527914157797,1489268694.0,1138998.0,1685445836.0,4662647494.0,180.54,11001889.146599999,8791281.5598,685012.0896
"Akron, OH Metro Area",Bus,2017,1532.0,20840.0,12099948.0,9839042.0,765302.0,5939656.0,0.9817655414717484,1489268694.0,1138998.0,1685445836.0,4662647494.0,180.54,10922623.059600001,8881703.213399999,690838.1153999999
"Akron, OH Metro Area",Bus,2018,766.0,10420.0,6012502.0,4915667.0,380562.0,0.0,0.0,744634347.0,569499.0,842722918.0,2331323747.0,90.27,5427485.5554,4437372.6009,343533.3174
"Akron, OH Metro Area",DemandResponse,2006,1532.0,20840.0,683664.0,5246570.0,384408.0,538410.0,1.5750719651758758,1489268694.0,1138998.0,1685445836.0,4662647494.0,180.54,617143.4927999999,4736078.739,347005.10159999994
"Akron, OH Metro Area",DemandResponse,2007,1532.0,20840.0,704620.0,4844536.0,383168.0,496131.0,1.4082228719025858,1489268694.0,1138998.0,1685445836.0,4662647494.0,180.54,636060.4739999999,4373162.6472,345885.7536
"Akron, OH Metro Area",DemandResponse,2008,1532.0,20840.0,716122.0,5748718.0,345224.0,564614.0,1.5768653944439635,1489268694.0,1138998.0,1685445836.0,4662647494.0,180.54,646443.3293999999,5189367.7386,311633.7048
"Akron, OH Metro Area",DemandResponse,2009,1532.0,20840.0,718766.0,4090470.0,289914.0,675282.0,1.87900373696029,1489268694.0,1138998.0,1685445836.0,4662647494.0,180.54,648830.0682,3692467.269,261705.36779999998
"Akron, OH Metro Area",DemandResponse,2010,1532.0,20840.0,708168.0,4000716.0,295282.0,726251.0,2.0510698026456997,1489268694.0,1138998.0,1685445836.0,4662647494.0,180.54,639263.2535999999,3611446.3331999998,266551.0614
"Akron, OH Metro Area",DemandResponse,2011,1532.0,20840.0,721410.0,4128156.0,307588.0,731863.0,2.0289793598647092,1489268694.0,1138998.0,1685445836.0,4662647494.0,180.54,651216.8069999999,3726486.4212,277659.6876
"Akron, OH Metro Area",DemandResponse,2012,1532.0,20840.0,724138.0,4852590.0,311248.0,830578.0,2.2939771148593224,1489268694.0,1138998.0,1685445836.0,4662647494.0,180.54,653679.3726,4380432.993,280963.5696
"Akron, OH Metro Area",DemandResponse,2013,1532.0,20840.0,710128.0,5471500.0,303538.0,1308485.0,3.6852088637541405,1489268694.0,1138998.0,1685445836.0,4662647494.0,180.54,641032.5456,4939123.05,274003.7526
"Akron, OH Metro Area",DemandResponse,2014,1532.0,20840.0,720242.0,5076898.0,320448.0,976095.0,2.7104639829390678,1489268694.0,1138998.0,1685445836.0,4662647494.0,180.54,650162.4534,4582915.8246,289268.40959999996
"Akron, OH Metro Area",DemandResponse,2015,1532.0,20840.0,752348.0,4663070.0,322118.0,1003679.0,2.66812432544514,1489268694.0,1138998.0,1685445836.0,4662647494.0,180.54,679144.5395999999,4209353.289,290775.9186
"Akron, OH Metro Area",DemandResponse,2016,1532.0,20840.0,748546.0,4810504.0,321988.0,1015560.0,2.7134204177164793,1489268694.0,1138998.0,1685445836.0,4662647494.0,180.54,675712.4742,4342441.9608,290658.56759999995
"Akron, OH Metro Area",DemandResponse,2017,1532.0,20840.0,711414.0,4906628.0,325144.0,887477.0,2.4949663627648597,1489268694.0,1138998.0,1685445836.0,4662647494.0,180.54,642193.4177999999,4429213.0956,293507.4888
"Akron, OH Metro Area",DemandResponse,2018,766.0,10420.0,353481.0,2614496.0,164346.0,0.0,0.0,744634347.0,569499.0,842722918.0,2331323747.0,90.27,319087.2987,2360105.5392,148355.1342
"Albany, GA Metro Area",Bus,2006,901.0,10500.0,762810.0,534219.0,31784.0,366673.0,0.48068719602522253,183486824.0,95779.0,183486824.0,5005299727.0,100.0,762810.0,534219.0,31784.0
"Albany, GA Metro Area",Bus,2007,901.0,10500.0,767414.0,534985.0,32038.0,377696.0,0.49216720049412704,183486824.0,95779.0,183486824.0,5005299727.0,100.0,767414.0,534985.0,32038.0
"Albany, GA Metro Area",Bus,2008,901.0,10500.0,880864.0,532993.0,31573.0,373954.0,0.4245309151015367,183486824.0,95779.0,183486824.0,5005299727.0,100.0,880864.0,532993.0,31573.0
"Albany, GA Metro Area",Bus,2009,901.0,10500.0,871177.0,529568.0,31522.0,431925.0,0.495794769604799,183486824.0,95779.0,183486824.0,5005299727.0,100.0,871177.0,529568.0,31522.0
"Albany, GA Metro Area",Bus,2010,901.0,10500.0,900406.0,530982.0,31846.0,420551.0,0.4670681892390766,183486824.0,95779.0,183486824.0,5005299727.0,100.0,900406.0,530982.0,31846.0
"Albany, GA Metro Area",Bus,2011,901.0,10500.0,985863.0,574538.0,33486.0,471112.0,0.47786761446570164,183486824.0,95779.0,183486824.0,5005299727.0,100.0,985863.0,574538.0,33486.0
"Albany, GA Metro Area",Bus,2012,901.0,10500.0,1017648.0,523493.0,31940.0,523278.0,0.5142033394651195,183486824.0,95779.0,183486824.0,5005299727.0,100.0,1017648.0,523493.0,31940.0
"Albany, GA Metro Area",Bus,2013,901.0,10500.0,1017015.0,541805.0,33101.0,525669.0,0.5168743823837406,183486824.0,95779.0,183486824.0,5005299727.0,100.0,1017015.0,541805.0,33101.0
"Albany, GA Metro Area",Bus,2014,901.0,10500.0,883094.0,588650.0,35168.0,535879.0,0.6068198855387988,183486824.0,95779.0,183486824.0,5005299727.0,100.0,883094.0,588650.0,35168.0
"Albany, GA Metro Area",Bus,2015,901.0,10500.0,695011.0,595478.0,34802.0,542312.0,0.7802926860150415,183486824.0,95779.0,183486824.0,5005299727.0,100.0,695011.0,595478.0,34802.0
"Albany, GA Metro Area",Bus,2016,901.0,10500.0,655363.0,597007.0,34354.0,488610.0,0.7455562794970115,183486824.0,95779.0,183486824.0,5005299727.0,100.0,655363.0,597007.0,34354.0
"Albany, GA Metro Area",Bus,2017,901.0,10500.0,723013.0,602405.0,34690.0,466615.0,0.6453756709768704,183486824.0,95779.0,183486824.0,5005299727.0,100.0,723013.0,602405.0,34690.0
"Albany, GA Metro Area",Bus,2018,901.0,10500.0,739896.0,659043.0,37646.0,0.0,0.0,183486824.0,95779.0,183486824.0,5005299727.0,100.0,739896.0,659043.0,37646.0
"Albany, GA Metro Area",DemandResponse,2006,901.0,10500.0,23487.0,139336.0,9467.0,30922.0,1.3165580959679823,183486824.0,95779.0,183486824.0,5005299727.0,100.0,23487.0,139336.0,9467.0
"Albany, GA Metro Area",DemandResponse,2007,901.0,10500.0,21348.0,122290.0,9103.0,38589.0,1.8076166385609893,183486824.0,95779.0,183486824.0,5005299727.0,100.0,21348.0,122290.0,9103.0
"Albany, GA Metro Area",DemandResponse,2008,901.0,10500.0,19959.0,112535.0,8411.0,35037.0,1.7554486697730347,183486824.0,95779.0,183486824.0,5005299727.0,100.0,19959.0,112535.0,8411.0
"Albany, GA Metro Area",DemandResponse,2009,901.0,10500.0,16018.0,105186.0,7465.0,40983.0,2.5585591209888876,183486824.0,95779.0,183486824.0,5005299727.0,100.0,16018.0,105186.0,7465.0
"Albany, GA Metro Area",DemandResponse,2010,901.0,10500.0,12154.0,98898.0,6983.0,36663.0,3.0165377653447423,183486824.0,95779.0,183486824.0,5005299727.0,100.0,12154.0,98898.0,6983.0
"Albany, GA Metro Area",DemandResponse,2011,901.0,10500.0,10360.0,99328.0,7176.0,32731.0,3.1593629343629344,183486824.0,95779.0,183486824.0,5005299727.0,100.0,10360.0,99328.0,7176.0
"Albany, GA Metro Area",DemandResponse,2012,901.0,10500.0,10393.0,96534.0,6790.0,22636.0,2.1780044260559994,183486824.0,95779.0,183486824.0,5005299727.0,100.0,10393.0,96534.0,6790.0
"Albany, GA Metro Area",DemandResponse,2013,901.0,10500.0,13066.0,88631.0,6379.0,34021.0,2.6037808051431197,183486824.0,95779.0,183486824.0,5005299727.0,100.0,13066.0,88631.0,6379.0
"Albany, GA Metro Area",DemandResponse,2014,901.0,10500.0,14805.0,100201.0,7226.0,41248.0,2.7860857818304625,183486824.0,95779.0,183486824.0,5005299727.0,100.0,14805.0,100201.0,7226.0
"Albany, GA Metro Area",DemandResponse,2015,901.0,10500.0,14593.0,94185.0,7443.0,39173.0,2.6843692181182757,183486824.0,95779.0,183486824.0,5005299727.0,100.0,14593.0,94185.0,7443.0
"Albany, GA Metro Area",DemandResponse,2016,901.0,10500.0,13816.0,97446.0,8335.0,33843.0,2.4495512449334105,183486824.0,95779.0,183486824.0,5005299727.0,100.0,13816.0,97446.0,8335.0
"Albany, GA Metro Area",DemandResponse,2017,901.0,10500.0,13111.0,93840.0,8333.0,26419.0,2.0150255510639923,183486824.0,95779.0,183486824.0,5005299727.0,100.0,13111.0,93840.0,8333.0
"Albany, GA Metro Area",DemandResponse,2018,901.0,10500.0,15704.0,105311.0,7923.0,0.0,0.0,183486824.0,95779.0,183486824.0,5005299727.0,100.0,15704.0,105311.0,7923.0
"Albany-Schenectady-Troy, NY Metro Area",Bus,2006,34568.0,21160.0,13048119.0,7072929.0,623425.0,9561427.0,1.3820996141711572,783806222.0,660405.0,873559549.0,14563784784.0,116.17,12786512.3956,6827439.5514,609215.815
"Albany-Schenectady-Troy, NY Metro Area",Bus,2007,34568.0,21160.0,13394378.0,7229987.0,626099.0,10394061.0,1.830955915552559,783806222.0,660405.0,873559549.0,14563784784.0,116.17,13215234.9666,7049387.8395,611914.964
"Albany-Schenectady-Troy, NY Metro Area",Bus,2008,34568.0,21160.0,15264603.0,7737241.0,646486.0,11145709.0,1.8658401517115393,783806222.0,660405.0,873559549.0,14563784784.0,116.17,15081889.6469,7544906.4778,632402.56
"Albany-Schenectady-Troy, NY Metro Area",Bus,2009,34568.0,21160.0,14198140.0,7399991.0,623172.0,12943022.0,1.748675181221377,783806222.0,660405.0,873559549.0,14563784784.0,116.17,13940025.7534,7143632.1536,610349.3632
"Albany-Schenectady-Troy, NY Metro Area",Bus,2010,34568.0,21160.0,13881547.0,7452746.0,613673.0,15177256.0,1.9165610742411165,783806222.0,660405.0,873559549.0,14563784784.0,116.17,13611057.7688,7176325.7963,600989.521
"Albany-Schenectady-Troy, NY Metro Area",Bus,2011,34568.0,21160.0,14514831.0,7887241.0,624952.0,14459181.0,1.8316680172581183,783806222.0,660405.0,873559549.0,14563784784.0,116.17,14230794.0025,7605731.477,610057.9239
"Albany-Schenectady-Troy, NY Metro Area",Bus,2012,34568.0,21160.0,15213240.0,7450813.0,609756.0,15266657.0,inf,783806222.0,660405.0,873559549.0,14563784784.0,116.17,15213240.0,7450813.0,609756.0
"Albany-Schenectady-Troy, NY Metro Area",Bus,2013,34568.0,21160.0,16052777.0,7437216.0,615481.0,16065571.0,inf,783806222.0,660405.0,873559549.0,14563784784.0,116.17,16052777.0,7437216.0,615481.0
"Albany-Schenectady-Troy, NY Metro Area",Bus,2014,34568.0,21160.0,16608585.0,7711321.0,641816.0,15781571.0,inf,783806222.0,660405.0,873559549.0,14563784784.0,116.17,16608585.0,7711321.0,641816.0
"Albany-Schenectady-Troy, NY Metro Area",Bus,2015,34568.0,21160.0,16592640.0,7845161.0,663452.0,16410246.0,inf,783806222.0,660405.0,873559549.0,14563784784.0,116.17,16592640.0,7845161.0,663452.0
"Albany-Schenectady-Troy, NY Metro Area",Bus,2016,34568.0,21160.0,16515295.0,7980016.0,679558.0,18154706.0,inf,783806222.0,660405.0,873559549.0,14563784784.0,116.17,16515295.0,7980016.0,679558.0
"Albany-Schenectady-Troy, NY Metro Area",Bus,2017,34568.0,21160.0,16356553.0,8214968.0,689746.0,18618324.0,inf,783806222.0,660405.0,873559549.0,14563784784.0,116.17,16356553.0,8214968.0,689746.0
"Albany-Schenectady-Troy, NY Metro Area",Bus,2018,34568.0,21160.0,15395053.0,8389544.0,681735.0,0.0,0.0,783806222.0,660405.0,873559549.0,14563784784.0,116.17,15395053.0,8389544.0,681735.0
"Albany-Schenectady-Troy, NY Metro Area",DemandResponse,2006,34568.0,21160.0,161872.0,1301000.0,104434.0,43510.0,1.536177804220263,783806222.0,660405.0,873559549.0,14563784784.0,116.17,159163.4527,1287786.7154,104434.0
"Albany-Schenectady-Troy, NY Metro Area",DemandResponse,2007,34568.0,21160.0,189085.0,1571417.0,128603.0,120454.0,2.155231027556512,783806222.0,660405.0,873559549.0,14563784784.0,116.17,186666.5045,1559899.5963,126861.8509
"Albany-Schenectady-Troy, NY Metro Area",DemandResponse,2008,34568.0,21160.0,216960.0,1400543.0,105563.0,514492.0,4.818702747855383,783806222.0,660405.0,873559549.0,14563784784.0,116.17,214357.9168,1388002.8703,103385.9349
"Albany-Schenectady-Troy, NY Metro Area",DemandResponse,2009,34568.0,21160.0,225789.0,1294198.0,85494.0,448742.0,4.313506741664208,783806222.0,660405.0,873559549.0,14563784784.0,116.17,223301.7639,1281501.1082,83665.6677
"Albany-Schenectady-Troy, NY Metro Area",DemandResponse,2010,34568.0,21160.0,252260.0,1425543.0,87626.0,507529.0,4.70806137163054,783806222.0,660405.0,873559549.0,14563784784.0,116.17,250208.6799,1413741.4126,86006.4044
"Albany-Schenectady-Troy, NY Metro Area",DemandResponse,2011,34568.0,21160.0,278407.0,1671377.0,99387.0,833973.0,5.81852732671203,783806222.0,660405.0,873559549.0,14563784784.0,116.17,276611.3614,1658745.4956,97674.3531
"Albany-Schenectady-Troy, NY Metro Area",DemandResponse,2012,34568.0,21160.0,285354.0,1597438.0,95700.0,994513.0,inf,783806222.0,660405.0,873559549.0,14563784784.0,116.17,285354.0,1597438.0,95700.0
"Albany-Schenectady-Troy, NY Metro Area",DemandResponse,2013,34568.0,21160.0,306426.0,2333513.0,104724.0,1070256.0,inf,783806222.0,660405.0,873559549.0,14563784784.0,116.17,306426.0,2333513.0,104724.0
"Albany-Schenectady-Troy, NY Metro Area",DemandResponse,2014,34568.0,21160.0,299109.0,2704225.0,115709.0,1166736.0,inf,783806222.0,660405.0,873559549.0,14563784784.0,116.17,299109.0,2704225.0,115709.0
"Albany-Schenectady-Troy, NY Metro Area",DemandResponse,2015,34568.0,21160.0,305443.0,2810743.0,123659.0,1307690.0,inf,783806222.0,660405.0,873559549.0,14563784784.0,116.17,305443.0,2810743.0,123659.0
"Albany-Schenectady-Troy, NY Metro Area",DemandResponse,2016,34568.0,21160.0,326783.0,2880021.0,163912.0,667940.0,inf,783806222.0,660405.0,873559549.0,14563784784.0,116.17,326783.0,2880021.0,163912.0
"Albany-Schenectady-Troy, NY Metro Area",DemandResponse,2017,34568.0,21160.0,321948.0,2846798.0,164989.0,685618.0,inf,783806222.0,660405.0,873559549.0,14563784784.0,116.17,321948.0,2846798.0,164989.0
"Albany-Schenectady-Troy, NY Metro Area",DemandResponse,2018,34568.0,21160.0,340622.0,2982032.0,167621.0,0.0,0.0,783806222.0,660405.0,873559549.0,14563784784.0,116.17,340622.0,2982032.0,167621.0
"Albany-Schenectady-Troy, NY Metro Area",Other,2006,33598.0,10580.0,0.0,0.0,0.0,0.0,0.0,17863381.0,65443.0,107616708.0,7281892392.0,16.17,0.0,0.0,0.0
"Albany-Schenectady-Troy, NY Metro Area",Other,2007,33598.0,10580.0,0.0,0.0,0.0,0.0,0.0,17863381.0,65443.0,107616708.0,7281892392.0,16.17,0.0,0.0,0.0
"Albany-Schenectady-Troy, NY Metro Area",Other,2008,33598.0,10580.0,0.0,0.0,0.0,0.0,0.0,17863381.0,65443.0,107616708.0,7281892392.0,16.17,0.0,0.0,0.0
"Albany-Schenectady-Troy, NY Metro Area",Other,2009,33598.0,10580.0,0.0,0.0,0.0,0.0,0.0,17863381.0,65443.0,107616708.0,7281892392.0,16.17,0.0,0.0,0.0
"Albany-Schenectady-Troy, NY Metro Area",Other,2010,33598.0,10580.0,0.0,0.0,0.0,0.0,0.0,17863381.0,65443.0,107616708.0,7281892392.0,16.17,0.0,0.0,0.0
"Albany-Schenectady-Troy, NY Metro Area",Other,2011,33598.0,10580.0,0.0,0.0,0.0,0.0,0.0,17863381.0,65443.0,107616708.0,7281892392.0,16.17,0.0,0.0,0.0
"Albany-Schenectady-Troy, NY Metro Area",Other,2012,33598.0,10580.0,0.0,0.0,0.0,0.0,0.0,17863381.0,65443.0,107616708.0,7281892392.0,16.17,0.0,0.0,0.0
"Albany-Schenectady-Troy, NY Metro Area",Other,2013,33598.0,10580.0,0.0,0.0,0.0,0.0,0.0,17863381.0,65443.0,107616708.0,7281892392.0,16.17,0.0,0.0,0.0
"Albany-Schenectady-Troy, NY Metro Area",Other,2014,33598.0,10580.0,0.0,0.0,0.0,0.0,0.0,17863381.0,65443.0,107616708.0,7281892392.0,16.17,0.0,0.0,0.0
"Albany-Schenectady-Troy, NY Metro Area",Other,2015,33598.0,10580.0,0.0,0.0,0.0,0.0,0.0,17863381.0,65443.0,107616708.0,7281892392.0,16.17,0.0,0.0,0.0
"Albany-Schenectady-Troy, NY Metro Area",Other,2016,33598.0,10580.0,0.0,0.0,0.0,0.0,0.0,17863381.0,65443.0,107616708.0,7281892392.0,16.17,0.0,0.0,0.0
"Albany-Schenectady-Troy, NY Metro Area",Other,2017,33598.0,10580.0,0.0,0.0,0.0,0.0,0.0,17863381.0,65443.0,107616708.0,7281892392.0,16.17,0.0,0.0,0.0
"Albany-Schenectady-Troy, NY Metro Area",Other,2018,33598.0,10580.0,0.0,0.0,0.0,0.0,0.0,17863381.0,65443.0,107616708.0,7281892392.0,16.17,0.0,0.0,0.0
"Albuquerque, NM Metro Area",Bus,2006,2342.0,21480.0,18144818.0,9269702.0,565902.0,3499539.0,0.38573426308271597,1297939538.0,1482636.0,1297939538.0,48083118928.0,200.0,18144818.0,9269702.0,565902.0
"Albuquerque, NM Metro Area",Bus,2007,2342.0,21480.0,19583198.0,9802424.0,605844.0,3766172.0,0.38463298997436474,1297939538.0,1482636.0,1297939538.0,48083118928.0,200.0,19583198.0,9802424.0,605844.0
"Albuquerque, NM Metro Area",Bus,2008,2342.0,21480.0,21884204.0,10083586.0,625242.0,3645357.0,0.333149608731485,1297939538.0,1482636.0,1297939538.0,48083118928.0,200.0,21884204.0,10083586.0,625242.0
"Albuquerque, NM Metro Area",Bus,2009,2342.0,21480.0,21278470.0,10288590.0,633824.0,4294880.0,0.4036831595504752,1297939538.0,1482636.0,1297939538.0,48083118928.0,200.0,21278470.0,10288590.0,633824.0
"Albuquerque, NM Metro Area",Bus,2010,2342.0,21480.0,23054482.0,10205752.0,755208.0,3460174.0,0.3001736495315748,1297939538.0,1482636.0,1297939538.0,48083118928.0,200.0,23054482.0,10205752.0,755208.0
"Albuquerque, NM Metro Area",Bus,2011,2342.0,21480.0,24751336.0,10659692.0,785658.0,4029381.0,0.3255889702277081,1297939538.0,1482636.0,1297939538.0,48083118928.0,200.0,24751336.0,10659692.0,785658.0
"Albuquerque, NM Metro Area",Bus,2012,2342.0,21480.0,26058832.0,10856678.0,792728.0,4212025.0,0.3232704366795872,1297939538.0,1482636.0,1297939538.0,48083118928.0,200.0,26058832.0,10856678.0,792728.0
"Albuquerque, NM Metro Area",Bus,2013,2342.0,21480.0,26075482.0,11464144.0,829062.0,4222610.0,0.32387589230373576,1297939538.0,1482636.0,1297939538.0,48083118928.0,200.0,26075482.0,11464144.0,829062.0
"Albuquerque, NM Metro Area",Bus,2014,2342.0,21480.0,25921054.0,11460938.0,829718.0,4046527.0,0.3122193256493351,1297939538.0,1482636.0,1297939538.0,48083118928.0,200.0,25921054.0,11460938.0,829718.0
"Albuquerque, NM Metro Area",Bus,2015,2342.0,21480.0,23732204.0,11560844.0,836322.0,3797960.0,0.3200680391926515,1297939538.0,1482636.0,1297939538.0,48083118928.0,200.0,23732204.0,11560844.0,836322.0
"Albuquerque, NM Metro Area",Bus,2016,2342.0,21480.0,21936066.0,11559518.0,834906.0,3743024.0,0.3412666610321103,1297939538.0,1482636.0,1297939538.0,48083118928.0,200.0,21936066.0,11559518.0,834906.0
"Albuquerque, NM Metro Area",Bus,2017,2342.0,21480.0,19489200.0,11369000.0,835958.0,3254264.0,0.3339556267060731,1297939538.0,1482636.0,1297939538.0,48083118928.0,200.0,19489200.0,11369000.0,835958.0
"Albuquerque, NM Metro Area",Bus,2018,1171.0,10740.0,9638741.0,5697345.0,418795.0,0.0,0.0,648969769.0,741318.0,648969769.0,24041559464.0,100.0,9638741.0,5697345.0,418795.0
