MNAME,RailBus,Year,UA,CBSA,UPT,VRM,VRH,FARE_TOTAL,FARE_per_UPT,AREALANDPT,UAPOP,UAAREALAND,MAREALAND,UAPOPPCT,UPT_ADJ,VRM_ADJ,VRH_ADJ
"Birmingham-Hoover, AL Metro Area",DemandResponse,2013,15572.0,27640.0,438428.0,4095098.0,189446.0,503344.0,2.2961307215780016,2744848230.0,1498990.0,2744848230.0,27347751104.0,200.0,438428.0,4095098.0,189446.0
"Birmingham-Hoover, AL Metro Area",DemandResponse,2014,15572.0,27640.0,414954.0,4188154.0,191348.0,651788.0,3.1414952018777984,2744848230.0,1498990.0,2744848230.0,27347751104.0,200.0,414954.0,4188154.0,191348.0
"Birmingham-Hoover, AL Metro Area",DemandResponse,2015,15572.0,27640.0,392098.0,3789220.0,151528.0,485709.0,2.477487770914414,2744848230.0,1498990.0,2744848230.0,27347751104.0,200.0,392098.0,3789220.0,151528.0
"Birmingham-Hoover, AL Metro Area",DemandResponse,2016,15572.0,27640.0,384022.0,3884726.0,146326.0,535193.0,2.7873038523834572,2744848230.0,1498990.0,2744848230.0,27347751104.0,200.0,384022.0,3884726.0,146326.0
"Birmingham-Hoover, AL Metro Area",DemandResponse,2017,15572.0,27640.0,347020.0,3566806.0,141552.0,507895.0,2.9271799896259583,2744848230.0,1498990.0,2744848230.0,27347751104.0,200.0,347020.0,3566806.0,141552.0
"Birmingham-Hoover, AL Metro Area",DemandResponse,2018,7786.0,13820.0,195178.0,1836432.0,77632.0,0.0,0.0,1372424115.0,749495.0,1372424115.0,13673875552.0,100.0,195178.0,1836432.0,77632.0
"Bismarck, ND Metro Area",Bus,2006,7921.0,13900.0,104717.0,279099.0,19826.0,47479.0,0.45340298136883217,100381571.0,81955.0,100381571.0,9217569153.0,100.0,104717.0,279099.0,19826.0
"Bismarck, ND Metro Area",Bus,2007,7921.0,13900.0,111672.0,281083.0,19844.0,53001.0,0.47461315280464217,100381571.0,81955.0,100381571.0,9217569153.0,100.0,111672.0,281083.0,19844.0
"Bismarck, ND Metro Area",Bus,2008,7921.0,13900.0,136933.0,294933.0,19825.0,89615.0,0.6544441442165146,100381571.0,81955.0,100381571.0,9217569153.0,100.0,136933.0,294933.0,19825.0
"Bismarck, ND Metro Area",Bus,2009,7921.0,13900.0,131601.0,315462.0,19643.0,69530.0,0.5283394503081283,100381571.0,81955.0,100381571.0,9217569153.0,100.0,131601.0,315462.0,19643.0
"Bismarck, ND Metro Area",Bus,2010,7921.0,13900.0,127790.0,317940.0,19787.0,65986.0,0.5163627826903514,100381571.0,81955.0,100381571.0,9217569153.0,100.0,127790.0,317940.0,19787.0
"Bismarck, ND Metro Area",Bus,2011,7921.0,13900.0,124653.0,303908.0,19808.0,70205.0,0.563203452784931,100381571.0,81955.0,100381571.0,9217569153.0,100.0,124653.0,303908.0,19808.0
"Bismarck, ND Metro Area",Bus,2012,7921.0,13900.0,141067.0,302677.0,20146.0,80849.0,0.5731248272097655,100381571.0,81955.0,100381571.0,9217569153.0,100.0,141067.0,302677.0,20146.0
"Bismarck, ND Metro Area",Bus,2013,7921.0,13900.0,135466.0,300704.0,19944.0,80305.0,0.5928055748305848,100381571.0,81955.0,100381571.0,9217569153.0,100.0,135466.0,300704.0,19944.0
"Bismarck, ND Metro Area",Bus,2014,7921.0,13900.0,0.0,0.0,0.0,63352.0,inf,100381571.0,81955.0,100381571.0,9217569153.0,100.0,0.0,0.0,0.0
"Bismarck, ND Metro Area",Bus,2015,7921.0,13900.0,0.0,0.0,0.0,70346.0,inf,100381571.0,81955.0,100381571.0,9217569153.0,100.0,0.0,0.0,0.0
"Bismarck, ND Metro Area",Bus,2016,7921.0,13900.0,0.0,0.0,0.0,75321.0,inf,100381571.0,81955.0,100381571.0,9217569153.0,100.0,0.0,0.0,0.0
"Bismarck, ND Metro Area",Bus,2017,7921.0,13900.0,0.0,0.0,0.0,66516.0,inf,100381571.0,81955.0,100381571.0,9217569153.0,100.0,0.0,0.0,0.0
"Bismarck, ND Metro Area",Bus,2018,7921.0,13900.0,0.0,0.0,0.0,0.0,0.0,100381571.0,81955.0,100381571.0,9217569153.0,100.0,0.0,0.0,0.0
"Bismarck, ND Metro Area",DemandResponse,2006,7921.0,13900.0,190194.0,719656.0,88627.0,402516.0,2.116344364175526,100381571.0,81955.0,100381571.0,9217569153.0,100.0,190194.0,719656.0,88627.0
"Bismarck, ND Metro Area",DemandResponse,2007,7921.0,13900.0,185016.0,691453.0,48498.0,333526.0,1.8026873351493924,100381571.0,81955.0,100381571.0,9217569153.0,100.0,185016.0,691453.0,48498.0
"Bismarck, ND Metro Area",DemandResponse,2008,7921.0,13900.0,182467.0,680133.0,48481.0,358458.0,1.964508650879337,100381571.0,81955.0,100381571.0,9217569153.0,100.0,182467.0,680133.0,48481.0
"Bismarck, ND Metro Area",DemandResponse,2009,7921.0,13900.0,170251.0,640881.0,45731.0,403464.0,2.369818679479122,100381571.0,81955.0,100381571.0,9217569153.0,100.0,170251.0,640881.0,45731.0
"Bismarck, ND Metro Area",DemandResponse,2010,7921.0,13900.0,171652.0,654437.0,45732.0,409427.0,2.3852154358819004,100381571.0,81955.0,100381571.0,9217569153.0,100.0,171652.0,654437.0,45732.0
"Bismarck, ND Metro Area",DemandResponse,2011,7921.0,13900.0,168602.0,666306.0,47036.0,393706.0,2.3351205798270485,100381571.0,81955.0,100381571.0,9217569153.0,100.0,168602.0,666306.0,47036.0
"Bismarck, ND Metro Area",DemandResponse,2012,7921.0,13900.0,168121.0,644667.0,44507.0,379869.0,2.2594976237352857,100381571.0,81955.0,100381571.0,9217569153.0,100.0,168121.0,644667.0,44507.0
"Bismarck, ND Metro Area",DemandResponse,2013,7921.0,13900.0,160582.0,628858.0,44488.0,371660.0,2.314456165697276,100381571.0,81955.0,100381571.0,9217569153.0,100.0,160582.0,628858.0,44488.0
"Bismarck, ND Metro Area",DemandResponse,2014,7921.0,13900.0,0.0,0.0,0.0,377992.0,inf,100381571.0,81955.0,100381571.0,9217569153.0,100.0,0.0,0.0,0.0
"Bismarck, ND Metro Area",DemandResponse,2015,7921.0,13900.0,0.0,0.0,0.0,412473.0,inf,100381571.0,81955.0,100381571.0,9217569153.0,100.0,0.0,0.0,0.0
"Bismarck, ND Metro Area",DemandResponse,2016,7921.0,13900.0,0.0,0.0,0.0,422903.0,inf,100381571.0,81955.0,100381571.0,9217569153.0,100.0,0.0,0.0,0.0
"Bismarck, ND Metro Area",DemandResponse,2017,7921.0,13900.0,0.0,0.0,0.0,443872.0,inf,100381571.0,81955.0,100381571.0,9217569153.0,100.0,0.0,0.0,0.0
"Bismarck, ND Metro Area",DemandResponse,2018,7921.0,13900.0,0.0,0.0,0.0,0.0,0.0,100381571.0,81955.0,100381571.0,9217569153.0,100.0,0.0,0.0,0.0
"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2006,8002.0,13980.0,2500606.0,629758.0,67904.0,1898816.0,0.7593423354178948,132632697.0,88542.0,132632697.0,2777824996.0,100.0,2500606.0,629758.0,67904.0
"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2007,8002.0,13980.0,2425241.0,622412.0,67149.0,2075863.0,0.855940914737958,132632697.0,88542.0,132632697.0,2777824996.0,100.0,2425241.0,622412.0,67149.0
"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2008,8002.0,13980.0,2802621.0,674061.0,66450.0,2245491.0,0.8012110806277409,132632697.0,88542.0,132632697.0,2777824996.0,100.0,2802621.0,674061.0,66450.0
"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2009,8002.0,13980.0,3175782.0,692738.0,72783.0,2259613.0,0.7115138885477655,132632697.0,88542.0,132632697.0,2777824996.0,100.0,3175782.0,692738.0,72783.0
"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2010,8002.0,13980.0,3350911.0,722240.0,76199.0,2279545.0,0.6802761995170865,132632697.0,88542.0,132632697.0,2777824996.0,100.0,3350911.0,722240.0,76199.0
"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2011,8002.0,13980.0,3349545.0,756891.0,78729.0,2510185.0,0.7494107408618186,132632697.0,88542.0,132632697.0,2777824996.0,100.0,3349545.0,756891.0,78729.0
"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2012,8002.0,13980.0,3520526.0,769478.0,80307.0,2884329.0,0.8192892198495338,132632697.0,88542.0,132632697.0,2777824996.0,100.0,3520526.0,769478.0,80307.0
"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2013,8002.0,13980.0,3616848.0,768868.0,80679.0,3167733.0,0.875826963145811,132632697.0,88542.0,132632697.0,2777824996.0,100.0,3616848.0,768868.0,80679.0
"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2014,8002.0,13980.0,3635080.0,773880.0,81112.0,3433680.0,0.9445954421910935,132632697.0,88542.0,132632697.0,2777824996.0,100.0,3635080.0,773880.0,81112.0
"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2015,8002.0,13980.0,3614075.0,752549.0,76449.0,3304739.0,0.9144079743779528,132632697.0,88542.0,132632697.0,2777824996.0,100.0,3614075.0,752549.0,76449.0
"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2016,8002.0,13980.0,3562582.0,766737.0,76164.0,3265108.0,0.9165004482703837,132632697.0,88542.0,132632697.0,2777824996.0,100.0,3562582.0,766737.0,76164.0
"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2017,8002.0,13980.0,3867375.0,850086.0,84747.0,1928462.0,0.49864882510746955,132632697.0,88542.0,132632697.0,2777824996.0,100.0,3867375.0,850086.0,84747.0
"Blacksburg-Christiansburg-Radford, VA Metro Area",Bus,2018,8002.0,13980.0,4336566.0,957011.0,94186.0,0.0,0.0,132632697.0,88542.0,132632697.0,2777824996.0,100.0,4336566.0,957011.0,94186.0
"Blacksburg-Christiansburg-Radford, VA Metro Area",DemandResponse,2006,8002.0,13980.0,14942.0,62127.0,6566.0,11462.0,0.7670994512113506,132632697.0,88542.0,132632697.0,2777824996.0,100.0,14942.0,62127.0,6566.0
"Blacksburg-Christiansburg-Radford, VA Metro Area",DemandResponse,2007,8002.0,13980.0,14731.0,63524.0,6976.0,10003.0,0.6790441925191772,132632697.0,88542.0,132632697.0,2777824996.0,100.0,14731.0,63524.0,6976.0
"Blacksburg-Christiansburg-Radford, VA Metro Area",DemandResponse,2008,8002.0,13980.0,14559.0,67116.0,7634.0,12551.0,0.8620784394532591,132632697.0,88542.0,132632697.0,2777824996.0,100.0,14559.0,67116.0,7634.0
"Blacksburg-Christiansburg-Radford, VA Metro Area",DemandResponse,2009,8002.0,13980.0,15522.0,64467.0,8207.0,11055.0,0.7122149207576344,132632697.0,88542.0,132632697.0,2777824996.0,100.0,15522.0,64467.0,8207.0
"Blacksburg-Christiansburg-Radford, VA Metro Area",DemandResponse,2010,8002.0,13980.0,23588.0,98425.0,12652.0,12636.0,0.535696116669493,132632697.0,88542.0,132632697.0,2777824996.0,100.0,23588.0,98425.0,12652.0
"Blacksburg-Christiansburg-Radford, VA Metro Area",DemandResponse,2011,8002.0,13980.0,32501.0,152291.0,15265.0,18889.0,0.5811821174733085,132632697.0,88542.0,132632697.0,2777824996.0,100.0,32501.0,152291.0,15265.0
"Blacksburg-Christiansburg-Radford, VA Metro Area",DemandResponse,2012,8002.0,13980.0,30780.0,137638.0,14384.0,17796.0,0.5781676413255361,132632697.0,88542.0,132632697.0,2777824996.0,100.0,30780.0,137638.0,14384.0
"Blacksburg-Christiansburg-Radford, VA Metro Area",DemandResponse,2013,8002.0,13980.0,33483.0,144840.0,14917.0,24204.0,0.722874294418063,132632697.0,88542.0,132632697.0,2777824996.0,100.0,33483.0,144840.0,14917.0
"Blacksburg-Christiansburg-Radford, VA Metro Area",DemandResponse,2014,8002.0,13980.0,32053.0,144775.0,15249.0,26060.0,0.8130284216765982,132632697.0,88542.0,132632697.0,2777824996.0,100.0,32053.0,144775.0,15249.0
"Blacksburg-Christiansburg-Radford, VA Metro Area",DemandResponse,2015,8002.0,13980.0,31897.0,154425.0,15731.0,34792.0,1.090760886603756,132632697.0,88542.0,132632697.0,2777824996.0,100.0,31897.0,154425.0,15731.0
"Blacksburg-Christiansburg-Radford, VA Metro Area",DemandResponse,2016,8002.0,13980.0,29673.0,138815.0,15165.0,27272.0,0.9190846897853268,132632697.0,88542.0,132632697.0,2777824996.0,100.0,29673.0,138815.0,15165.0
"Blacksburg-Christiansburg-Radford, VA Metro Area",DemandResponse,2017,8002.0,13980.0,29987.0,133303.0,15889.0,11089.0,0.36979357721679396,132632697.0,88542.0,132632697.0,2777824996.0,100.0,29987.0,133303.0,15889.0
"Blacksburg-Christiansburg-Radford, VA Metro Area",DemandResponse,2018,8002.0,13980.0,29642.0,137374.0,15278.0,0.0,0.0,132632697.0,88542.0,132632697.0,2777824996.0,100.0,29642.0,137374.0,15278.0
"Bloomington, IN Metro Area",Bus,2006,8380.0,14020.0,2363524.0,891972.0,79679.0,1096676.0,0.4640003655558395,116026934.0,108657.0,116026934.0,3424720821.0,100.0,2363524.0,891972.0,79679.0
"Bloomington, IN Metro Area",Bus,2007,8380.0,14020.0,2564927.0,905147.0,80727.0,1237344.0,0.4824090510178262,116026934.0,108657.0,116026934.0,3424720821.0,100.0,2564927.0,905147.0,80727.0
"Bloomington, IN Metro Area",Bus,2008,8380.0,14020.0,2830220.0,976330.0,87753.0,1514682.0,0.5351817173223283,116026934.0,108657.0,116026934.0,3424720821.0,100.0,2830220.0,976330.0,87753.0
"Bloomington, IN Metro Area",Bus,2009,8380.0,14020.0,3027877.0,966254.0,88358.0,1535865.0,0.5072415425065153,116026934.0,108657.0,116026934.0,3424720821.0,100.0,3027877.0,966254.0,88358.0
"Bloomington, IN Metro Area",Bus,2010,8380.0,14020.0,3238391.0,974570.0,89255.0,1559494.0,0.4815644559288857,116026934.0,108657.0,116026934.0,3424720821.0,100.0,3238391.0,974570.0,89255.0
"Bloomington, IN Metro Area",Bus,2011,8380.0,14020.0,3385609.0,982899.0,90256.0,1601564.0,0.4730504910637938,116026934.0,108657.0,116026934.0,3424720821.0,100.0,3385609.0,982899.0,90256.0
"Bloomington, IN Metro Area",Bus,2012,8380.0,14020.0,3402150.0,999987.0,93201.0,1525951.0,0.44852549123348473,116026934.0,108657.0,116026934.0,3424720821.0,100.0,3402150.0,999987.0,93201.0
"Bloomington, IN Metro Area",Bus,2013,8380.0,14020.0,3454889.0,993525.0,92717.0,1545187.0,0.4472464961971282,116026934.0,108657.0,116026934.0,3424720821.0,100.0,3454889.0,993525.0,92717.0
"Bloomington, IN Metro Area",Bus,2014,8380.0,14020.0,3510469.0,986389.0,92962.0,1557842.0,0.4437703338214922,116026934.0,108657.0,116026934.0,3424720821.0,100.0,3510469.0,986389.0,92962.0
"Bloomington, IN Metro Area",Bus,2015,8380.0,14020.0,3493890.0,989721.0,94518.0,1582589.0,0.4529590227511456,116026934.0,108657.0,116026934.0,3424720821.0,100.0,3493890.0,989721.0,94518.0
"Bloomington, IN Metro Area",Bus,2016,8380.0,14020.0,3445889.0,995276.0,94614.0,1609834.0,0.4671752340252399,116026934.0,108657.0,116026934.0,3424720821.0,100.0,3445889.0,995276.0,94614.0
"Bloomington, IN Metro Area",Bus,2017,8380.0,14020.0,3303444.0,998863.0,94594.0,1598610.0,0.4839222338868163,116026934.0,108657.0,116026934.0,3424720821.0,100.0,3303444.0,998863.0,94594.0
"Bloomington, IN Metro Area",Bus,2018,8380.0,14020.0,3104755.0,982943.0,94429.0,0.0,0.0,116026934.0,108657.0,116026934.0,3424720821.0,100.0,3104755.0,982943.0,94429.0
"Bloomington, IN Metro Area",DemandResponse,2006,8380.0,14020.0,37731.0,144209.0,12520.0,56485.0,1.4970448702658292,116026934.0,108657.0,116026934.0,3424720821.0,100.0,37731.0,144209.0,12520.0
"Bloomington, IN Metro Area",DemandResponse,2007,8380.0,14020.0,35380.0,212083.0,20100.0,53029.0,1.4988411531938948,116026934.0,108657.0,116026934.0,3424720821.0,100.0,35380.0,212083.0,20100.0
"Bloomington, IN Metro Area",DemandResponse,2008,8380.0,14020.0,31759.0,186345.0,18047.0,62892.0,1.9802890519222898,116026934.0,108657.0,116026934.0,3424720821.0,100.0,31759.0,186345.0,18047.0
"Bloomington, IN Metro Area",DemandResponse,2009,8380.0,14020.0,28886.0,167823.0,16184.0,54781.0,1.8964550301183964,116026934.0,108657.0,116026934.0,3424720821.0,100.0,28886.0,167823.0,16184.0
"Bloomington, IN Metro Area",DemandResponse,2010,8380.0,14020.0,26883.0,129496.0,14156.0,48444.0,1.80203102332329,116026934.0,108657.0,116026934.0,3424720821.0,100.0,26883.0,129496.0,14156.0
"Bloomington, IN Metro Area",DemandResponse,2011,8380.0,14020.0,25718.0,123676.0,13548.0,48413.0,1.8824558674858076,116026934.0,108657.0,116026934.0,3424720821.0,100.0,25718.0,123676.0,13548.0
"Bloomington, IN Metro Area",DemandResponse,2012,8380.0,14020.0,28552.0,137488.0,14753.0,49447.0,1.7318226393947884,116026934.0,108657.0,116026934.0,3424720821.0,100.0,28552.0,137488.0,14753.0
"Bloomington, IN Metro Area",DemandResponse,2013,8380.0,14020.0,30174.0,145186.0,14579.0,53284.0,1.7658911645787765,116026934.0,108657.0,116026934.0,3424720821.0,100.0,30174.0,145186.0,14579.0
"Bloomington, IN Metro Area",DemandResponse,2014,8380.0,14020.0,29112.0,141103.0,14282.0,53050.0,1.8222726023632867,116026934.0,108657.0,116026934.0,3424720821.0,100.0,29112.0,141103.0,14282.0
"Bloomington, IN Metro Area",DemandResponse,2015,8380.0,14020.0,33843.0,144299.0,15982.0,62086.0,1.8345300357533316,116026934.0,108657.0,116026934.0,3424720821.0,100.0,33843.0,144299.0,15982.0
"Bloomington, IN Metro Area",DemandResponse,2016,8380.0,14020.0,33974.0,136982.0,15013.0,63902.0,1.8809089303585094,116026934.0,108657.0,116026934.0,3424720821.0,100.0,33974.0,136982.0,15013.0
"Bloomington, IN Metro Area",DemandResponse,2017,8380.0,14020.0,34907.0,138255.0,13973.0,70020.0,2.005901395135646,116026934.0,108657.0,116026934.0,3424720821.0,100.0,34907.0,138255.0,13973.0
"Bloomington, IN Metro Area",DemandResponse,2018,8380.0,14020.0,36428.0,140562.0,15494.0,0.0,0.0,116026934.0,108657.0,116026934.0,3424720821.0,100.0,36428.0,140562.0,15494.0
"Bloomington-Normal, IL Metro Area",Bus,2006,8407.0,14060.0,1208833.0,875669.0,64849.0,799804.0,0.6616331619007754,127410911.0,132600.0,127410911.0,3064933852.0,100.0,1208833.0,875669.0,64849.0
"Bloomington-Normal, IL Metro Area",Bus,2007,8407.0,14060.0,1344070.0,892270.0,60301.0,875853.0,0.651642399577403,127410911.0,132600.0,127410911.0,3064933852.0,100.0,1344070.0,892270.0,60301.0
"Bloomington-Normal, IL Metro Area",Bus,2008,8407.0,14060.0,1441656.0,953471.0,71425.0,920628.0,0.638590620786096,127410911.0,132600.0,127410911.0,3064933852.0,100.0,1441656.0,953471.0,71425.0
"Bloomington-Normal, IL Metro Area",Bus,2009,8407.0,14060.0,1420513.0,1043092.0,76449.0,911634.0,0.6417639261309118,127410911.0,132600.0,127410911.0,3064933852.0,100.0,1420513.0,1043092.0,76449.0
"Bloomington-Normal, IL Metro Area",Bus,2010,8407.0,14060.0,1701283.0,1256175.0,87278.0,922362.0,0.5421567134921116,127410911.0,132600.0,127410911.0,3064933852.0,100.0,1701283.0,1256175.0,87278.0
"Bloomington-Normal, IL Metro Area",Bus,2011,8407.0,14060.0,1926507.0,1300887.0,90954.0,944518.0,0.49027488610215275,127410911.0,132600.0,127410911.0,3064933852.0,100.0,1926507.0,1300887.0,90954.0
"Bloomington-Normal, IL Metro Area",Bus,2012,8407.0,14060.0,2055793.0,1314723.0,91433.0,1079540.0,0.5251209630541597,127410911.0,132600.0,127410911.0,3064933852.0,100.0,2055793.0,1314723.0,91433.0
"Bloomington-Normal, IL Metro Area",Bus,2013,8407.0,14060.0,2247444.0,1292594.0,91060.0,1248514.0,0.5555261888616579,127410911.0,132600.0,127410911.0,3064933852.0,100.0,2247444.0,1292594.0,91060.0
"Bloomington-Normal, IL Metro Area",Bus,2014,8407.0,14060.0,2650400.0,1259736.0,91062.0,1252642.0,0.47262375490492003,127410911.0,132600.0,127410911.0,3064933852.0,100.0,2650400.0,1259736.0,91062.0
"Bloomington-Normal, IL Metro Area",Bus,2015,8407.0,14060.0,2531088.0,1276093.0,91646.0,1303049.0,0.5148177384587181,127410911.0,132600.0,127410911.0,3064933852.0,100.0,2531088.0,1276093.0,91646.0
"Bloomington-Normal, IL Metro Area",Bus,2016,8407.0,14060.0,2224832.0,1292349.0,101253.0,1280909.0,0.5757329092713517,127410911.0,132600.0,127410911.0,3064933852.0,100.0,2224832.0,1292349.0,101253.0
"Bloomington-Normal, IL Metro Area",Bus,2017,8407.0,14060.0,2327606.0,1309942.0,114489.0,1127929.0,0.48458759772916893,127410911.0,132600.0,127410911.0,3064933852.0,100.0,2327606.0,1309942.0,114489.0
"Bloomington-Normal, IL Metro Area",Bus,2018,8407.0,14060.0,2310524.0,1296256.0,109428.0,0.0,0.0,127410911.0,132600.0,127410911.0,3064933852.0,100.0,2310524.0,1296256.0,109428.0
"Bloomington-Normal, IL Metro Area",DemandResponse,2006,8407.0,14060.0,17395.0,97370.0,8494.0,32615.0,1.8749640701350963,127410911.0,132600.0,127410911.0,3064933852.0,100.0,17395.0,97370.0,8494.0
"Bloomington-Normal, IL Metro Area",DemandResponse,2007,8407.0,14060.0,18000.0,118039.0,10234.0,33035.0,1.8352777777777778,127410911.0,132600.0,127410911.0,3064933852.0,100.0,18000.0,118039.0,10234.0
"Bloomington-Normal, IL Metro Area",DemandResponse,2008,8407.0,14060.0,29010.0,168382.0,12423.0,62653.0,2.1597035504998274,127410911.0,132600.0,127410911.0,3064933852.0,100.0,29010.0,168382.0,12423.0
"Bloomington-Normal, IL Metro Area",DemandResponse,2009,8407.0,14060.0,29673.0,184863.0,14026.0,61838.0,2.0839820712432178,127410911.0,132600.0,127410911.0,3064933852.0,100.0,29673.0,184863.0,14026.0
"Bloomington-Normal, IL Metro Area",DemandResponse,2010,8407.0,14060.0,38853.0,243074.0,18505.0,53504.0,1.3770879983527655,127410911.0,132600.0,127410911.0,3064933852.0,100.0,38853.0,243074.0,18505.0
"Bloomington-Normal, IL Metro Area",DemandResponse,2011,8407.0,14060.0,45291.0,261679.0,20046.0,90314.0,1.9940827095891016,127410911.0,132600.0,127410911.0,3064933852.0,100.0,45291.0,261679.0,20046.0
"Bloomington-Normal, IL Metro Area",DemandResponse,2012,8407.0,14060.0,54516.0,252627.0,18896.0,106768.0,1.9584709076234499,127410911.0,132600.0,127410911.0,3064933852.0,100.0,54516.0,252627.0,18896.0
"Bloomington-Normal, IL Metro Area",DemandResponse,2013,8407.0,14060.0,61568.0,276606.0,21924.0,108070.0,1.7552949584199584,127410911.0,132600.0,127410911.0,3064933852.0,100.0,61568.0,276606.0,21924.0
"Bloomington-Normal, IL Metro Area",DemandResponse,2014,8407.0,14060.0,71522.0,328376.0,26368.0,118962.0,1.6632924135231117,127410911.0,132600.0,127410911.0,3064933852.0,100.0,71522.0,328376.0,26368.0
"Bloomington-Normal, IL Metro Area",DemandResponse,2015,8407.0,14060.0,72234.0,329888.0,25077.0,130418.0,1.8054932580225378,127410911.0,132600.0,127410911.0,3064933852.0,100.0,72234.0,329888.0,25077.0
"Bloomington-Normal, IL Metro Area",DemandResponse,2016,8407.0,14060.0,80033.0,367610.0,27973.0,132776.0,1.6590156560418827,127410911.0,132600.0,127410911.0,3064933852.0,100.0,80033.0,367610.0,27973.0
"Bloomington-Normal, IL Metro Area",DemandResponse,2017,8407.0,14060.0,85570.0,358868.0,28051.0,123656.0,1.445085894589225,127410911.0,132600.0,127410911.0,3064933852.0,100.0,85570.0,358868.0,28051.0
"Bloomington-Normal, IL Metro Area",DemandResponse,2018,8407.0,14060.0,92350.0,379571.0,31400.0,0.0,0.0,127410911.0,132600.0,127410911.0,3064933852.0,100.0,92350.0,379571.0,31400.0
"Boise City-Nampa, ID Metro Area",Bus,2006,8785.0,14260.0,1075784.0,1335974.0,81204.0,639037.0,0.5940198032318755,346614209.0,349684.0,346614209.0,30472746731.0,100.0,1075784.0,1335974.0,81204.0
"Boise City-Nampa, ID Metro Area",Bus,2007,8785.0,14260.0,1042171.0,1275036.0,82884.0,698804.0,0.6705271975520332,346614209.0,349684.0,346614209.0,30472746731.0,100.0,1042171.0,1275036.0,82884.0
"Boise City-Nampa, ID Metro Area",Bus,2008,8785.0,14260.0,1317011.0,1361639.0,100471.0,882927.0,0.6704021454642368,346614209.0,349684.0,346614209.0,30472746731.0,100.0,1317011.0,1361639.0,100471.0
"Boise City-Nampa, ID Metro Area",Bus,2009,8785.0,14260.0,1388132.0,1403120.0,89783.0,895598.0,0.6451821584690793,346614209.0,349684.0,346614209.0,30472746731.0,100.0,1388132.0,1403120.0,89783.0
"Boise City-Nampa, ID Metro Area",Bus,2010,8785.0,14260.0,1383646.0,1373979.0,90494.0,894691.0,0.6466184269675914,346614209.0,349684.0,346614209.0,30472746731.0,100.0,1383646.0,1373979.0,90494.0
"Boise City-Nampa, ID Metro Area",Bus,2011,8785.0,14260.0,1399539.0,1304373.0,87790.0,893179.0,0.6381951485453424,346614209.0,349684.0,346614209.0,30472746731.0,100.0,1399539.0,1304373.0,87790.0
"Boise City-Nampa, ID Metro Area",Bus,2012,8785.0,14260.0,1436882.0,1314542.0,89684.0,862227.0,0.6000680640442291,346614209.0,349684.0,346614209.0,30472746731.0,100.0,1436882.0,1314542.0,89684.0
"Boise City-Nampa, ID Metro Area",Bus,2013,8785.0,14260.0,1449687.0,1361653.0,90568.0,906723.0,0.6254612202496125,346614209.0,349684.0,346614209.0,30472746731.0,100.0,1449687.0,1361653.0,90568.0
"Boise City-Nampa, ID Metro Area",Bus,2014,8785.0,14260.0,1408750.0,1400532.0,93784.0,877868.0,0.6231538598047914,346614209.0,349684.0,346614209.0,30472746731.0,100.0,1408750.0,1400532.0,93784.0
"Boise City-Nampa, ID Metro Area",Bus,2015,8785.0,14260.0,1359519.0,1416237.0,95791.0,931936.0,0.6854895003306316,346614209.0,349684.0,346614209.0,30472746731.0,100.0,1359519.0,1416237.0,95791.0
"Boise City-Nampa, ID Metro Area",Bus,2016,8785.0,14260.0,1362879.0,1481288.0,101086.0,790719.0,0.5801828335457513,346614209.0,349684.0,346614209.0,30472746731.0,100.0,1362879.0,1481288.0,101086.0
"Boise City-Nampa, ID Metro Area",Bus,2017,8785.0,14260.0,1322856.0,1550213.0,103239.0,841606.0,0.6362037893769239,346614209.0,349684.0,346614209.0,30472746731.0,100.0,1322856.0,1550213.0,103239.0
"Boise City-Nampa, ID Metro Area",Bus,2018,8785.0,14260.0,1285338.0,1582834.0,105154.0,0.0,0.0,346614209.0,349684.0,346614209.0,30472746731.0,100.0,1285338.0,1582834.0,105154.0
"Boise City-Nampa, ID Metro Area",DemandResponse,2006,17570.0,28520.0,72750.0,446210.0,35532.0,67289.0,1.8498694158075601,693228418.0,699368.0,693228418.0,60945493462.0,200.0,72750.0,446210.0,35532.0
"Boise City-Nampa, ID Metro Area",DemandResponse,2007,17570.0,28520.0,83198.0,539320.0,44996.0,77641.0,1.8664150580542802,693228418.0,699368.0,693228418.0,60945493462.0,200.0,83198.0,539320.0,44996.0
"Boise City-Nampa, ID Metro Area",DemandResponse,2008,17570.0,28520.0,92714.0,580358.0,47862.0,80360.0,1.733503030825981,693228418.0,699368.0,693228418.0,60945493462.0,200.0,92714.0,580358.0,47862.0
