,UZA Name,UZA,RailBus,Year,FARE_TOTAL
7212,"Flagstaff, AZ",384,DemandResponse,2010,49284.0
7214,"Flagstaff, AZ",403,DemandResponse,2010,0.0
8081,"Flagstaff, AZ",384,DemandResponse,2011,47397.0
8083,"Flagstaff, AZ",403,DemandResponse,2011,0.0
8950,"Flagstaff, AZ",384,DemandResponse,2012,62274.0
8952,"Flagstaff, AZ",403,DemandResponse,2012,0.0
9819,"Flagstaff, AZ",384,DemandResponse,2013,67889.0
9821,"Flagstaff, AZ",403,DemandResponse,2013,0.0
10688,"Flagstaff, AZ",384,DemandResponse,2014,78337.0
10690,"Flagstaff, AZ",403,DemandResponse,2014,0.0
11557,"Flagstaff, AZ",384,DemandResponse,2015,94276.0
11559,"Flagstaff, AZ",403,DemandResponse,2015,0.0
12426,"Flagstaff, AZ",384,DemandResponse,2016,96591.0
12428,"Flagstaff, AZ",403,DemandResponse,2016,0.0
13295,"Flagstaff, AZ",384,DemandResponse,2017,108218.0
13297,"Flagstaff, AZ",403,DemandResponse,2017,0.0
14164,"Flagstaff, AZ",384,DemandResponse,2018,117517.0
14166,"Flagstaff, AZ",403,DemandResponse,2018,0.0
263,"Flint, MI",106,Bus,2002,3943293.0
1132,"Flint, MI",106,Bus,2003,1595031.0
2001,"Flint, MI",106,Bus,2004,1729791.0
2870,"Flint, MI",106,Bus,2005,1834211.0
3739,"Flint, MI",106,Bus,2006,1981690.0
4608,"Flint, MI",106,Bus,2007,2428313.0
5477,"Flint, MI",106,Bus,2008,2935100.0
6346,"Flint, MI",106,Bus,2009,3315479.0
7215,"Flint, MI",106,Bus,2010,3333300.0
8084,"Flint, MI",106,Bus,2011,4077575.0
8953,"Flint, MI",106,Bus,2012,4810440.0
9822,"Flint, MI",106,Bus,2013,4891319.0
10691,"Flint, MI",106,Bus,2014,5016395.0
11560,"Flint, MI",106,Bus,2015,5074828.0
12429,"Flint, MI",106,Bus,2016,5013379.0
13298,"Flint, MI",106,Bus,2017,5151778.0
14167,"Flint, MI",106,Bus,2018,5240215.0
264,"Flint, MI",106,DemandResponse,2002,435369.0
1133,"Flint, MI",106,DemandResponse,2003,468197.0
2002,"Flint, MI",106,DemandResponse,2004,552575.0
2871,"Flint, MI",106,DemandResponse,2005,668189.0
3740,"Flint, MI",106,DemandResponse,2006,698039.0
4609,"Flint, MI",106,DemandResponse,2007,991784.0
5478,"Flint, MI",106,DemandResponse,2008,1118596.0
6347,"Flint, MI",106,DemandResponse,2009,1138520.0
7216,"Flint, MI",106,DemandResponse,2010,1149262.0
8085,"Flint, MI",106,DemandResponse,2011,961126.0
8954,"Flint, MI",106,DemandResponse,2012,836984.0
9823,"Flint, MI",106,DemandResponse,2013,616129.0
10692,"Flint, MI",106,DemandResponse,2014,638833.0
11561,"Flint, MI",106,DemandResponse,2015,618085.0
12430,"Flint, MI",106,DemandResponse,2016,696508.0
13299,"Flint, MI",106,DemandResponse,2017,813689.0
14168,"Flint, MI",106,DemandResponse,2018,921180.5
265,"Florence, AL",368,DemandResponse,2002,37371.0
1134,"Florence, AL",368,DemandResponse,2003,39919.0
2003,"Florence, AL",368,DemandResponse,2004,22534.0
2872,"Florence, AL",368,DemandResponse,2005,39083.0
3741,"Florence, AL",368,DemandResponse,2006,55738.0
4610,"Florence, AL",368,DemandResponse,2007,45325.0
5479,"Florence, AL",368,DemandResponse,2008,52691.0
6348,"Florence, AL",368,DemandResponse,2009,51771.0
7217,"Florence, AL",368,DemandResponse,2010,52199.0
8086,"Florence, AL",368,DemandResponse,2011,48626.0
8955,"Florence, AL",368,DemandResponse,2012,58355.0
9824,"Florence, AL",368,DemandResponse,2013,70708.0
10693,"Florence, AL",368,DemandResponse,2014,82612.0
11562,"Florence, AL",368,DemandResponse,2015,95274.0
12431,"Florence, AL",368,DemandResponse,2016,99600.0
13300,"Florence, AL",368,DemandResponse,2017,100025.0
14169,"Florence, AL",368,DemandResponse,2018,101425.25
266,"Florence, SC",325,Bus,2002,44626.0
1135,"Florence, SC",325,Bus,2003,52589.0
2004,"Florence, SC",325,Bus,2004,25026.0
2873,"Florence, SC",325,Bus,2005,23287.0
3742,"Florence, SC",325,Bus,2006,35315.0
4611,"Florence, SC",325,Bus,2007,45617.0
5480,"Florence, SC",325,Bus,2008,45396.0
6349,"Florence, SC",325,Bus,2009,1219534.0
7218,"Florence, SC",325,Bus,2010,1062088.0
8087,"Florence, SC",325,Bus,2011,937704.0
8956,"Florence, SC",325,Bus,2012,642801.0
9825,"Florence, SC",325,Bus,2013,342385.0
10694,"Florence, SC",325,Bus,2014,311313.0
11563,"Florence, SC",325,Bus,2015,245072.0
12432,"Florence, SC",325,Bus,2016,356635.0
13301,"Florence, SC",325,Bus,2017,352779.0
14170,"Florence, SC",325,Bus,2018,377777.75
267,"Florence, SC",325,DemandResponse,2002,4720834.0
1136,"Florence, SC",325,DemandResponse,2003,4005445.0
2005,"Florence, SC",325,DemandResponse,2004,3664653.0
2874,"Florence, SC",325,DemandResponse,2005,3874687.0
3743,"Florence, SC",325,DemandResponse,2006,4902530.0
4612,"Florence, SC",325,DemandResponse,2007,4984744.0
5481,"Florence, SC",325,DemandResponse,2008,3904318.0
6350,"Florence, SC",325,DemandResponse,2009,3106553.0
7219,"Florence, SC",325,DemandResponse,2010,2318889.0
8088,"Florence, SC",325,DemandResponse,2011,2483380.0
8957,"Florence, SC",325,DemandResponse,2012,2647360.0
9826,"Florence, SC",325,DemandResponse,2013,2015902.0
10695,"Florence, SC",325,DemandResponse,2014,2629.0
11564,"Florence, SC",325,DemandResponse,2015,3124.0
12433,"Florence, SC",325,DemandResponse,2016,5750.0
13302,"Florence, SC",325,DemandResponse,2017,3076.0
14171,"Florence, SC",325,DemandResponse,2018,1727.0
268,"Fond du Lac, WI",468,Bus,2002,0.0
1137,"Fond du Lac, WI",468,Bus,2003,0.0
2006,"Fond du Lac, WI",468,Bus,2004,87189.0
2875,"Fond du Lac, WI",468,Bus,2005,90246.0
3744,"Fond du Lac, WI",468,Bus,2006,91171.0
4613,"Fond du Lac, WI",468,Bus,2007,94605.0
5482,"Fond du Lac, WI",468,Bus,2008,103988.0
6351,"Fond du Lac, WI",468,Bus,2009,103481.0
7220,"Fond du Lac, WI",468,Bus,2010,106542.0
8089,"Fond du Lac, WI",468,Bus,2011,118925.0
8958,"Fond du Lac, WI",468,Bus,2012,133065.0
9827,"Fond du Lac, WI",468,Bus,2013,132788.0
10696,"Fond du Lac, WI",468,Bus,2014,125590.0
11565,"Fond du Lac, WI",468,Bus,2015,126466.0
12434,"Fond du Lac, WI",468,Bus,2016,126759.0
13303,"Fond du Lac, WI",468,Bus,2017,128047.0
14172,"Fond du Lac, WI",468,Bus,2018,129086.25
269,"Fond du Lac, WI",468,DemandResponse,2002,0.0
1138,"Fond du Lac, WI",468,DemandResponse,2003,0.0
2007,"Fond du Lac, WI",468,DemandResponse,2004,100998.0
2876,"Fond du Lac, WI",468,DemandResponse,2005,93879.0
3745,"Fond du Lac, WI",468,DemandResponse,2006,94360.0
4614,"Fond du Lac, WI",468,DemandResponse,2007,106353.0
5483,"Fond du Lac, WI",468,DemandResponse,2008,113778.0
6352,"Fond du Lac, WI",468,DemandResponse,2009,125240.0
7221,"Fond du Lac, WI",468,DemandResponse,2010,181964.0
8090,"Fond du Lac, WI",468,DemandResponse,2011,166728.0
8959,"Fond du Lac, WI",468,DemandResponse,2012,192961.0
9828,"Fond du Lac, WI",468,DemandResponse,2013,381310.0
10697,"Fond du Lac, WI",468,DemandResponse,2014,348733.0
11566,"Fond du Lac, WI",468,DemandResponse,2015,349860.0
12435,"Fond du Lac, WI",468,DemandResponse,2016,339504.0
13304,"Fond du Lac, WI",468,DemandResponse,2017,370379.0
14173,"Fond du Lac, WI",468,DemandResponse,2018,390946.25
270,"Fort Collins, CO",141,Bus,2002,550079.0
1139,"Fort Collins, CO",141,Bus,2003,1017488.0
2008,"Fort Collins, CO",141,Bus,2004,924029.0
2877,"Fort Collins, CO",141,Bus,2005,762223.0
3746,"Fort Collins, CO",141,Bus,2006,682125.0
4615,"Fort Collins, CO",141,Bus,2007,767931.0
5484,"Fort Collins, CO",141,Bus,2008,819308.0
6353,"Fort Collins, CO",141,Bus,2009,905700.0
7222,"Fort Collins, CO",141,Bus,2010,1008092.0
8091,"Fort Collins, CO",141,Bus,2011,1138433.0
8960,"Fort Collins, CO",141,Bus,2012,1183057.0
9829,"Fort Collins, CO",141,Bus,2013,1117334.0
10698,"Fort Collins, CO",141,Bus,2014,1584207.0
11567,"Fort Collins, CO",141,Bus,2015,2311762.0
12436,"Fort Collins, CO",141,Bus,2016,2609325.0
13305,"Fort Collins, CO",141,Bus,2017,2491268.0
14174,"Fort Collins, CO",141,Bus,2018,2477116.0
271,"Fort Collins, CO",141,DemandResponse,2002,142574.0
1140,"Fort Collins, CO",141,DemandResponse,2003,159825.0
2009,"Fort Collins, CO",141,DemandResponse,2004,180354.0
2878,"Fort Collins, CO",141,DemandResponse,2005,322651.0
3747,"Fort Collins, CO",141,DemandResponse,2006,402387.0
4616,"Fort Collins, CO",141,DemandResponse,2007,416822.0
5485,"Fort Collins, CO",141,DemandResponse,2008,513436.0
6354,"Fort Collins, CO",141,DemandResponse,2009,985002.0
7223,"Fort Collins, CO",141,DemandResponse,2010,955129.0
8092,"Fort Collins, CO",141,DemandResponse,2011,882349.0
8961,"Fort Collins, CO",141,DemandResponse,2012,914238.0
9830,"Fort Collins, CO",141,DemandResponse,2013,928695.0
10699,"Fort Collins, CO",141,DemandResponse,2014,1013529.0
11568,"Fort Collins, CO",141,DemandResponse,2015,856971.0
12437,"Fort Collins, CO",141,DemandResponse,2016,726458.0
13306,"Fort Collins, CO",141,DemandResponse,2017,695940.0
14175,"Fort Collins, CO",141,DemandResponse,2018,640423.25
272,"Fort Smith, AR-OK",257,Bus,2002,87213.0
1141,"Fort Smith, AR-OK",257,Bus,2003,90617.0
2010,"Fort Smith, AR-OK",257,Bus,2004,55118.0
2879,"Fort Smith, AR-OK",257,Bus,2005,99375.0
3748,"Fort Smith, AR-OK",257,Bus,2006,106935.0
4617,"Fort Smith, AR-OK",257,Bus,2007,92706.0
5486,"Fort Smith, AR-OK",257,Bus,2008,101229.0
6355,"Fort Smith, AR-OK",257,Bus,2009,113402.0
7224,"Fort Smith, AR-OK",257,Bus,2010,102358.0
8093,"Fort Smith, AR-OK",257,Bus,2011,103237.0
8962,"Fort Smith, AR-OK",257,Bus,2012,125402.0
9831,"Fort Smith, AR-OK",257,Bus,2013,129460.0
10700,"Fort Smith, AR-OK",257,Bus,2014,138163.0
11569,"Fort Smith, AR-OK",257,Bus,2015,122849.0
12438,"Fort Smith, AR-OK",257,Bus,2016,121153.0
13307,"Fort Smith, AR-OK",257,Bus,2017,124914.0
14176,"Fort Smith, AR-OK",257,Bus,2018,127310.75
273,"Fort Smith, AR-OK",257,DemandResponse,2002,36109.0
1142,"Fort Smith, AR-OK",257,DemandResponse,2003,38667.0
2011,"Fort Smith, AR-OK",257,DemandResponse,2004,82676.0
2880,"Fort Smith, AR-OK",257,DemandResponse,2005,29683.0
3749,"Fort Smith, AR-OK",257,DemandResponse,2006,41139.0
4618,"Fort Smith, AR-OK",257,DemandResponse,2007,58800.0
5487,"Fort Smith, AR-OK",257,DemandResponse,2008,70345.0
6356,"Fort Smith, AR-OK",257,DemandResponse,2009,37801.0
7225,"Fort Smith, AR-OK",257,DemandResponse,2010,52577.0
8094,"Fort Smith, AR-OK",257,DemandResponse,2011,54852.0
8963,"Fort Smith, AR-OK",257,DemandResponse,2012,39424.0
9832,"Fort Smith, AR-OK",257,DemandResponse,2013,40693.0
10701,"Fort Smith, AR-OK",257,DemandResponse,2014,53730.0
11570,"Fort Smith, AR-OK",257,DemandResponse,2015,46257.0
12439,"Fort Smith, AR-OK",257,DemandResponse,2016,42814.0
13308,"Fort Smith, AR-OK",257,DemandResponse,2017,43889.0
14177,"Fort Smith, AR-OK",257,DemandResponse,2018,43834.5
274,"Fort Walton Beach-Navarre-Wright, FL",186,Bus,2002,12693.0
1143,"Fort Walton Beach-Navarre-Wright, FL",186,Bus,2003,12855.0
2012,"Fort Walton Beach-Navarre-Wright, FL",186,Bus,2004,13571.0
2881,"Fort Walton Beach-Navarre-Wright, FL",186,Bus,2005,23426.0
3750,"Fort Walton Beach-Navarre-Wright, FL",186,Bus,2006,32619.0
4619,"Fort Walton Beach-Navarre-Wright, FL",186,Bus,2007,54694.0
5488,"Fort Walton Beach-Navarre-Wright, FL",186,Bus,2008,66941.0
6357,"Fort Walton Beach-Navarre-Wright, FL",186,Bus,2009,103140.0
7226,"Fort Walton Beach-Navarre-Wright, FL",186,Bus,2010,105521.0
8095,"Fort Walton Beach-Navarre-Wright, FL",186,Bus,2011,112996.0
8964,"Fort Walton Beach-Navarre-Wright, FL",186,Bus,2012,120454.0
9833,"Fort Walton Beach-Navarre-Wright, FL",186,Bus,2013,124017.0
10702,"Fort Walton Beach-Navarre-Wright, FL",186,Bus,2014,216856.0
11571,"Fort Walton Beach-Navarre-Wright, FL",186,Bus,2015,131173.0
12440,"Fort Walton Beach-Navarre-Wright, FL",186,Bus,2016,114733.0
13309,"Fort Walton Beach-Navarre-Wright, FL",186,Bus,2017,112100.0
14178,"Fort Walton Beach-Navarre-Wright, FL",186,Bus,2018,106015.25
275,"Fort Walton Beach-Navarre-Wright, FL",186,DemandResponse,2002,558013.0
1144,"Fort Walton Beach-Navarre-Wright, FL",186,DemandResponse,2003,593648.0
2013,"Fort Walton Beach-Navarre-Wright, FL",186,DemandResponse,2004,597100.0
2882,"Fort Walton Beach-Navarre-Wright, FL",186,DemandResponse,2005,583977.0
3751,"Fort Walton Beach-Navarre-Wright, FL",186,DemandResponse,2006,385118.0
4620,"Fort Walton Beach-Navarre-Wright, FL",186,DemandResponse,2007,395887.0
5489,"Fort Walton Beach-Navarre-Wright, FL",186,DemandResponse,2008,404328.0
6358,"Fort Walton Beach-Navarre-Wright, FL",186,DemandResponse,2009,392292.0
7227,"Fort Walton Beach-Navarre-Wright, FL",186,DemandResponse,2010,385712.0
8096,"Fort Walton Beach-Navarre-Wright, FL",186,DemandResponse,2011,373574.0
8965,"Fort Walton Beach-Navarre-Wright, FL",186,DemandResponse,2012,395473.0
9834,"Fort Walton Beach-Navarre-Wright, FL",186,DemandResponse,2013,422914.0
10703,"Fort Walton Beach-Navarre-Wright, FL",186,DemandResponse,2014,287461.0
11572,"Fort Walton Beach-Navarre-Wright, FL",186,DemandResponse,2015,248131.0
12441,"Fort Walton Beach-Navarre-Wright, FL",186,DemandResponse,2016,198726.0
13310,"Fort Walton Beach-Navarre-Wright, FL",186,DemandResponse,2017,87605.0
14179,"Fort Walton Beach-Navarre-Wright, FL",186,DemandResponse,2018,-8087.0
276,"Fort Wayne, IN",119,Bus,2002,742455.0
1145,"Fort Wayne, IN",119,Bus,2003,775854.0
2014,"Fort Wayne, IN",119,Bus,2004,832331.0
2883,"Fort Wayne, IN",119,Bus,2005,917858.0
3752,"Fort Wayne, IN",119,Bus,2006,957766.0
4621,"Fort Wayne, IN",119,Bus,2007,987758.0
5490,"Fort Wayne, IN",119,Bus,2008,1219143.0
6359,"Fort Wayne, IN",119,Bus,2009,1138601.0
7228,"Fort Wayne, IN",119,Bus,2010,1115442.0
8097,"Fort Wayne, IN",119,Bus,2011,1230604.0
8966,"Fort Wayne, IN",119,Bus,2012,1482067.0
9835,"Fort Wayne, IN",119,Bus,2013,1688416.0
10704,"Fort Wayne, IN",119,Bus,2014,1658945.0
11573,"Fort Wayne, IN",119,Bus,2015,1569722.0
12442,"Fort Wayne, IN",119,Bus,2016,1501735.0
13311,"Fort Wayne, IN",119,Bus,2017,1521133.0
14180,"Fort Wayne, IN",119,Bus,2018,1518684.75
277,"Fort Wayne, IN",119,DemandResponse,2002,83868.0
1146,"Fort Wayne, IN",119,DemandResponse,2003,85957.0
2015,"Fort Wayne, IN",119,DemandResponse,2004,87980.0
2884,"Fort Wayne, IN",119,DemandResponse,2005,88256.0
3753,"Fort Wayne, IN",119,DemandResponse,2006,98094.0
4622,"Fort Wayne, IN",119,DemandResponse,2007,99226.0
5491,"Fort Wayne, IN",119,DemandResponse,2008,114402.0
6360,"Fort Wayne, IN",119,DemandResponse,2009,110726.0
7229,"Fort Wayne, IN",119,DemandResponse,2010,111017.0
8098,"Fort Wayne, IN",119,DemandResponse,2011,106902.0
8967,"Fort Wayne, IN",119,DemandResponse,2012,113600.0
9836,"Fort Wayne, IN",119,DemandResponse,2013,129833.0
10705,"Fort Wayne, IN",119,DemandResponse,2014,124908.0
11574,"Fort Wayne, IN",119,DemandResponse,2015,146204.0
12443,"Fort Wayne, IN",119,DemandResponse,2016,155915.0
13312,"Fort Wayne, IN",119,DemandResponse,2017,186736.0
14181,"Fort Wayne, IN",119,DemandResponse,2018,212279.5
278,"Frederick, MD",230,Bus,2002,162482.0
1147,"Frederick, MD",230,Bus,2003,203413.0
2016,"Frederick, MD",230,Bus,2004,316284.0
2885,"Frederick, MD",230,Bus,2005,477340.0
3754,"Frederick, MD",230,Bus,2006,548594.0
4623,"Frederick, MD",230,Bus,2007,646288.0
5492,"Frederick, MD",230,Bus,2008,520365.0
6361,"Frederick, MD",230,Bus,2009,536940.0
7230,"Frederick, MD",230,Bus,2010,525156.0
8099,"Frederick, MD",230,Bus,2011,560955.0
8968,"Frederick, MD",230,Bus,2012,591574.0
9837,"Frederick, MD",230,Bus,2013,631445.0
10706,"Frederick, MD",230,Bus,2014,617511.0
11575,"Frederick, MD",230,Bus,2015,654796.0
12444,"Frederick, MD",230,Bus,2016,570318.0
13313,"Frederick, MD",230,Bus,2017,546852.0
14182,"Frederick, MD",230,Bus,2018,508133.0
279,"Frederick, MD",230,DemandResponse,2002,164612.0
1148,"Frederick, MD",230,DemandResponse,2003,194093.0
2017,"Frederick, MD",230,DemandResponse,2004,275627.0
2886,"Frederick, MD",230,DemandResponse,2005,275765.0
3755,"Frederick, MD",230,DemandResponse,2006,283866.0
4624,"Frederick, MD",230,DemandResponse,2007,486648.0
5493,"Frederick, MD",230,DemandResponse,2008,395906.0
6362,"Frederick, MD",230,DemandResponse,2009,374064.0
7231,"Frederick, MD",230,DemandResponse,2010,363443.0
8100,"Frederick, MD",230,DemandResponse,2011,436798.0
8969,"Frederick, MD",230,DemandResponse,2012,431578.0
9838,"Frederick, MD",230,DemandResponse,2013,372897.0
10707,"Frederick, MD",230,DemandResponse,2014,387519.0
11576,"Frederick, MD",230,DemandResponse,2015,437570.0
12445,"Frederick, MD",230,DemandResponse,2016,380424.0
13314,"Frederick, MD",230,DemandResponse,2017,462139.0
14183,"Frederick, MD",230,DemandResponse,2018,509138.75
280,"Fredericksburg, VA",231,Bus,2002,0.0
1149,"Fredericksburg, VA",231,Bus,2003,28604.0
2018,"Fredericksburg, VA",231,Bus,2004,32157.0
2887,"Fredericksburg, VA",231,Bus,2005,45830.0
3756,"Fredericksburg, VA",231,Bus,2006,50416.0
4625,"Fredericksburg, VA",231,Bus,2007,54963.0
5494,"Fredericksburg, VA",231,Bus,2008,116662.0
6363,"Fredericksburg, VA",231,Bus,2009,159741.0
7232,"Fredericksburg, VA",231,Bus,2010,271610.0
8101,"Fredericksburg, VA",231,Bus,2011,273419.0
8970,"Fredericksburg, VA",231,Bus,2012,368072.0
9839,"Fredericksburg, VA",231,Bus,2013,344624.0
10708,"Fredericksburg, VA",231,Bus,2014,423081.0
11577,"Fredericksburg, VA",231,Bus,2015,403921.0
12446,"Fredericksburg, VA",231,Bus,2016,384305.0
13315,"Fredericksburg, VA",231,Bus,2017,307579.0
14184,"Fredericksburg, VA",231,Bus,2018,245130.5
281,"Fresno, CA",63,Bus,2002,7759774.0
1150,"Fresno, CA",63,Bus,2003,7494829.0
2019,"Fresno, CA",63,Bus,2004,7332233.0
2888,"Fresno, CA",63,Bus,2005,7666439.0
3757,"Fresno, CA",63,Bus,2006,7371888.0
4626,"Fresno, CA",63,Bus,2007,7819099.0
5495,"Fresno, CA",63,Bus,2008,8850097.0
6364,"Fresno, CA",63,Bus,2009,9311431.0
7233,"Fresno, CA",63,Bus,2010,8655263.0
8102,"Fresno, CA",63,Bus,2011,8851741.0
8971,"Fresno, CA",63,Bus,2012,9683538.0
9840,"Fresno, CA",63,Bus,2013,9590617.0
10709,"Fresno, CA",63,Bus,2014,8821378.0
11578,"Fresno, CA",63,Bus,2015,8501278.0
12447,"Fresno, CA",63,Bus,2016,7575604.0
13316,"Fresno, CA",63,Bus,2017,7640262.0
14185,"Fresno, CA",63,Bus,2018,7457337.0
282,"Fresno, CA",63,DemandResponse,2002,67942.0
1151,"Fresno, CA",63,DemandResponse,2003,79725.0
2020,"Fresno, CA",63,DemandResponse,2004,96505.0
2889,"Fresno, CA",63,DemandResponse,2005,102608.0
3758,"Fresno, CA",63,DemandResponse,2006,103339.0
4627,"Fresno, CA",63,DemandResponse,2007,114096.0
5496,"Fresno, CA",63,DemandResponse,2008,145253.0
6365,"Fresno, CA",63,DemandResponse,2009,154557.0
7234,"Fresno, CA",63,DemandResponse,2010,159434.0
8103,"Fresno, CA",63,DemandResponse,2011,201506.0
8972,"Fresno, CA",63,DemandResponse,2012,267557.0
9841,"Fresno, CA",63,DemandResponse,2013,271059.0
10710,"Fresno, CA",63,DemandResponse,2014,278091.0
11579,"Fresno, CA",63,DemandResponse,2015,298822.0
12448,"Fresno, CA",63,DemandResponse,2016,257075.0
13317,"Fresno, CA",63,DemandResponse,2017,259414.0
14186,"Fresno, CA",63,DemandResponse,2018,250731.5
283,"Gainesville, FL",187,Bus,2002,714183.0
1152,"Gainesville, FL",187,Bus,2003,739849.0
2021,"Gainesville, FL",187,Bus,2004,6325217.0
2890,"Gainesville, FL",187,Bus,2005,7193151.0
3759,"Gainesville, FL",187,Bus,2006,7961439.0
4628,"Gainesville, FL",187,Bus,2007,8638494.0
5497,"Gainesville, FL",187,Bus,2008,8870168.0
6366,"Gainesville, FL",187,Bus,2009,9723296.0
7235,"Gainesville, FL",187,Bus,2010,10256958.0
8104,"Gainesville, FL",187,Bus,2011,11166654.0
8973,"Gainesville, FL",187,Bus,2012,12466279.0
9842,"Gainesville, FL",187,Bus,2013,13509645.0
10711,"Gainesville, FL",187,Bus,2014,14582397.0
11580,"Gainesville, FL",187,Bus,2015,13823703.0
12449,"Gainesville, FL",187,Bus,2016,14701763.0
13318,"Gainesville, FL",187,Bus,2017,14533622.0
14187,"Gainesville, FL",187,Bus,2018,14627031.25
284,"Gainesville, FL",187,DemandResponse,2002,0.0
1153,"Gainesville, FL",187,DemandResponse,2003,0.0
2022,"Gainesville, FL",187,DemandResponse,2004,0.0
2891,"Gainesville, FL",187,DemandResponse,2005,0.0
3760,"Gainesville, FL",187,DemandResponse,2006,0.0
4629,"Gainesville, FL",187,DemandResponse,2007,0.0
5498,"Gainesville, FL",187,DemandResponse,2008,0.0
6367,"Gainesville, FL",187,DemandResponse,2009,0.0
7236,"Gainesville, FL",187,DemandResponse,2010,0.0
8105,"Gainesville, FL",187,DemandResponse,2011,0.0
8974,"Gainesville, FL",187,DemandResponse,2012,0.0
9843,"Gainesville, FL",187,DemandResponse,2013,151230.0
10712,"Gainesville, FL",187,DemandResponse,2014,150159.0
11581,"Gainesville, FL",187,DemandResponse,2015,158397.0
12450,"Gainesville, FL",187,DemandResponse,2016,154439.0
13319,"Gainesville, FL",187,DemandResponse,2017,288990.0
14188,"Gainesville, FL",187,DemandResponse,2018,388913.75
285,"Gainesville, GA",245,Bus,2002,0.0
1154,"Gainesville, GA",245,Bus,2003,0.0
2023,"Gainesville, GA",245,Bus,2004,0.0
2892,"Gainesville, GA",245,Bus,2005,0.0
3761,"Gainesville, GA",245,Bus,2006,0.0
4630,"Gainesville, GA",245,Bus,2007,0.0
5499,"Gainesville, GA",245,Bus,2008,0.0
6368,"Gainesville, GA",245,Bus,2009,56631.0
7237,"Gainesville, GA",245,Bus,2010,51227.0
8106,"Gainesville, GA",245,Bus,2011,62484.0
8975,"Gainesville, GA",245,Bus,2012,87961.0
9844,"Gainesville, GA",245,Bus,2013,107152.0
10713,"Gainesville, GA",245,Bus,2014,80436.0
11582,"Gainesville, GA",245,Bus,2015,78251.0
12451,"Gainesville, GA",245,Bus,2016,85691.0
13320,"Gainesville, GA",245,Bus,2017,83928.0
14189,"Gainesville, GA",245,Bus,2018,84465.75
286,"Gainesville, GA",245,DemandResponse,2002,0.0
1155,"Gainesville, GA",245,DemandResponse,2003,0.0
2024,"Gainesville, GA",245,DemandResponse,2004,0.0
2893,"Gainesville, GA",245,DemandResponse,2005,0.0
3762,"Gainesville, GA",245,DemandResponse,2006,0.0
4631,"Gainesville, GA",245,DemandResponse,2007,0.0
5500,"Gainesville, GA",245,DemandResponse,2008,0.0
6369,"Gainesville, GA",245,DemandResponse,2009,41122.0
7238,"Gainesville, GA",245,DemandResponse,2010,41314.0
8107,"Gainesville, GA",245,DemandResponse,2011,41618.0
8976,"Gainesville, GA",245,DemandResponse,2012,41551.0
9845,"Gainesville, GA",245,DemandResponse,2013,25801.0
10714,"Gainesville, GA",245,DemandResponse,2014,29021.0
11583,"Gainesville, GA",245,DemandResponse,2015,27759.0
12452,"Gainesville, GA",245,DemandResponse,2016,33950.0
13321,"Gainesville, GA",245,DemandResponse,2017,26776.0
14190,"Gainesville, GA",245,DemandResponse,2018,22943.25
287,"Glens Falls, NY",419,Bus,2002,131577.0
1156,"Glens Falls, NY",419,Bus,2003,140616.0
2025,"Glens Falls, NY",419,Bus,2004,178965.0
2894,"Glens Falls, NY",419,Bus,2005,189084.0
3763,"Glens Falls, NY",419,Bus,2006,201977.0
4632,"Glens Falls, NY",419,Bus,2007,226424.0
5501,"Glens Falls, NY",419,Bus,2008,248827.0
6370,"Glens Falls, NY",419,Bus,2009,257217.0
7239,"Glens Falls, NY",419,Bus,2010,263499.0
8108,"Glens Falls, NY",419,Bus,2011,281756.0
8977,"Glens Falls, NY",419,Bus,2012,279433.0
