,Id,Id2,Geography,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,Year,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P
846,310M100US16980,16980,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",3415317,405340,1226264,1222403,406986,154324,2010,57104,77408,30.9,44.199999999999996,24.9
847,310M100US16980,16980,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",3403363,426849,1233692,1223043,379290,140489,2011,57267,78698,31.400000000000002,43.3,25.299999999999997
848,310M100US16980,16980,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",3426426,430868,1225967,1231663,386750,151178,2012,59261,80886,30.4,43.0,26.599999999999994
849,310M200US16980,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",3450331,414786,1254466,1227929,394051,159099,2013,60564,83898,29.9,42.4,27.699999999999996
850,310M200US16980,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",3442174,411092,1223915,1242207,401377,163583,2014,61598,85507,28.699999999999996,42.4,28.900000000000013
851,310M200US16980,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",3470993,419016,1254459,1221086,410999,165433,2015,63153,88925,28.299999999999997,41.2,30.5
852,310M300US16980,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",3491635,428873,1214412,1252622,419350,176378,2016,66020,91509,27.299999999999997,40.9,31.800000000000004
853,310M300US16980,16980,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",3488312,422397,1221431,1245326,426334,172824,2017,68403,95010,25.900000000000002,41.0,33.099999999999994
854,3100000US16980,16980,"Chicago-Naperville-Joliet, IL-IN-WI Metro Area",3360273,390275,1175437,1254707,383413,156441,2005,54709,72854,32.0,46.3,21.700000000000003
855,3100000US16980,16980,"Chicago-Naperville-Joliet, IL-IN-WI Metro Area",3385287,390857,1193489,1247445,396258,157238,2006,57008,76306,30.2,46.5,23.299999999999997
856,3100000US16980,16980,"Chicago-Naperville-Joliet, IL-IN-WI Metro Area",3412058,387932,1195703,1260487,406167,161769,2007,59255,79984,28.9,46.2,24.89999999999999
857,3100000US16980,16980,"Chicago-Naperville-Joliet, IL-IN-WI Metro Area",3421890,398032,1207104,1247412,409882,159460,2008,61295,82623,28.300000000000004,44.7,26.999999999999986
858,3100000US16980,16980,"Chicago-Naperville-Joliet, IL-IN-WI Metro Area",3399708,410706,1203368,1239604,392886,153144,2009,58729,79647,30.0,44.699999999999996,25.300000000000004
859,3100000US17020,17020,"Chico, CA Metro Area",83063,5541,26061,32182,12651,6628,2005,36602,50878,48.1,39.800000000000004,12.099999999999994
860,3100000US17020,17020,"Chico, CA Metro Area",85513,5661,28156,32396,13248,6052,2006,40897,53764,44.2,43.4,12.399999999999999
861,3100000US17020,17020,"Chico, CA Metro Area",85845,6873,27471,32095,12308,7098,2007,39529,53686,46.5,41.9,11.600000000000001
862,3100000US17020,17020,"Chico, CA Metro Area",86438,6123,26655,32482,14779,6399,2008,40101,55241,44.8,41.8,13.400000000000006
863,3100000US17020,17020,"Chico, CA Metro Area",84440,6856,26335,31030,14529,5690,2009,41786,54831,42.2,45.199999999999996,12.600000000000001
864,310M100US17020,17020,"Chico, CA Metro Area",84629,6168,29127,30407,13121,5806,2010,41657,55215,41.9,45.099999999999994,13.000000000000007
865,310M100US17020,17020,"Chico, CA Metro Area",83634,5573,28293,31056,13136,5576,2011,39179,54216,45.0,40.699999999999996,14.300000000000004
866,310M100US17020,17020,"Chico, CA Metro Area",85388,5176,29935,30914,14175,5188,2012,40960,57473,43.1,41.900000000000006,14.999999999999993
867,310M200US17020,17020,"Chico, CA Metro Area",85158,5901,30878,31342,11909,5128,2013,42752,59522,43.1,40.9,16.0
868,310M200US17020,17020,"Chico, CA Metro Area",85366,6678,29689,31368,12839,4792,2014,42365,64663,41.900000000000006,39.8,18.299999999999997
869,310M200US17020,17020,"Chico, CA Metro Area",85289,5564,26039,33581,12933,7172,2015,45644,61627,38.7,42.7,18.599999999999994
870,310M300US17020,17020,"Chico, CA Metro Area",85531,6638,26703,30666,14905,6619,2016,45177,65703,41.0,39.8,19.200000000000003
871,310M300US17020,17020,"Chico, CA Metro Area",88797,5861,28238,32222,13825,8651,2017,49061,70280,36.2,43.4,20.4
872,310M200US17140,17140,"Cincinnati, OH-KY-IN Metro Area",822005,67908,263406,319905,119837,50949,2013,53378,73584,32.7,44.4,22.9
873,310M200US17140,17140,"Cincinnati, OH-KY-IN Metro Area",829142,72814,268278,316620,114688,56742,2014,55729,74251,32.300000000000004,43.7,23.999999999999986
874,310M200US17140,17140,"Cincinnati, OH-KY-IN Metro Area",832607,66144,270608,315095,127435,53325,2015,56826,76779,31.099999999999998,43.7,25.200000000000003
875,310M300US17140,17140,"Cincinnati, OH-KY-IN Metro Area",841382,65438,264679,323868,126620,60777,2016,60260,81041,29.2,43.900000000000006,26.89999999999999
876,310M300US17140,17140,"Cincinnati, OH-KY-IN Metro Area",852639,65795,265424,330297,126584,64539,2017,61653,83111,28.5,43.2,28.299999999999997
877,3100000US17140,17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",806056,64712,254408,316557,118998,51381,2005,48144,61074,36.3,47.5,16.200000000000003
878,3100000US17140,17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",801736,67779,255649,306617,119738,51953,2006,50306,66286,34.9,47.4,17.699999999999996
879,3100000US17140,17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",808000,68106,254667,312176,116843,56208,2007,52023,68670,33.6,46.800000000000004,19.6
880,3100000US17140,17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",814608,69216,252522,315053,126702,51115,2008,54059,70361,32.400000000000006,46.3,21.299999999999997
881,3100000US17140,17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",816646,73660,259156,310724,120103,53003,2009,51832,68762,33.599999999999994,46.6,19.800000000000004
882,310M100US17140,17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",811494,61094,258580,320922,122100,48798,2010,51572,68335,34.7,45.8,19.5
883,310M100US17140,17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",805714,62955,264491,310448,116842,50978,2011,52373,68161,33.900000000000006,45.099999999999994,21.0
884,310M100US17140,17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",825221,68396,270777,310431,122184,53433,2012,52439,70807,34.099999999999994,44.1,21.800000000000004
885,3100000US17300,17300,"Clarksville, TN-KY Metro Area",88859,4633,26899,36822,15827,4678,2005,40355,48409,43.6,48.8,7.600000000000001
886,3100000US17300,17300,"Clarksville, TN-KY Metro Area",91840,4711,27705,39597,14086,5741,2006,42970,52639,40.7,49.1,10.199999999999996
887,3100000US17300,17300,"Clarksville, TN-KY Metro Area",98659,5177,26335,43488,17807,5852,2007,45203,56523,38.0,49.3,12.700000000000003
888,3100000US17300,17300,"Clarksville, TN-KY Metro Area",97193,6465,29949,40417,13884,6478,2008,44201,55122,39.2,49.6,11.199999999999996
889,3100000US17300,17300,"Clarksville, TN-KY Metro Area",100050,4679,30828,40741,17639,6163,2009,41685,52285,41.3,47.8,10.900000000000006
890,310M100US17300,17300,"Clarksville, TN-KY Metro Area",99039,4946,31182,41145,15783,5983,2010,42262,53166,39.4,50.1,10.5
891,310M100US17300,17300,"Clarksville, TN-KY Metro Area",100069,5503,30928,41223,16258,6157,2011,42658,54690,40.6,47.1,12.299999999999997
892,310M100US17300,17300,"Clarksville, TN-KY Metro Area",101067,4959,31087,44310,13605,7106,2012,44392,55511,39.4,49.2,11.399999999999999
893,310M200US17300,17300,"Clarksville, TN-KY Metro Area",96258,5780,28538,39336,15438,7166,2013,48938,62454,34.6,50.5,14.900000000000006
894,310M200US17300,17300,"Clarksville, TN-KY Metro Area",97747,6157,30022,41180,14336,6052,2014,45130,58273,36.8,49.9,13.300000000000004
895,310M200US17300,17300,"Clarksville, TN-KY Metro Area",101265,5510,32780,43406,14006,5563,2015,46070,57129,33.8,52.300000000000004,13.899999999999999
896,310M300US17300,17300,"Clarksville, TN-KY Metro Area",100564,4171,33576,42058,14487,6272,2016,51373,61242,33.9,51.099999999999994,15.0
897,310M300US17300,17300,"Clarksville, TN-KY Metro Area",105056,6366,27969,44558,16206,9957,2017,54667,69258,31.4,48.0,20.599999999999994
898,3100000US17420,17420,"Cleveland, TN Metro Area",43477,1398,12865,17148,8829,3237,2005,37523,47807,45.9,46.3,7.800000000000004
899,3100000US17420,17420,"Cleveland, TN Metro Area",43607,2814,13518,17016,6952,3307,2006,35975,49304,48.400000000000006,41.8,9.799999999999997
900,3100000US17420,17420,"Cleveland, TN Metro Area",43337,2220,11957,17837,8278,3045,2007,37954,50325,45.5,45.2,9.299999999999997
901,3100000US17420,17420,"Cleveland, TN Metro Area",43985,1380,13128,18019,7631,3827,2008,38977,53070,44.5,46.5,9.0
902,3100000US17420,17420,"Cleveland, TN Metro Area",44560,2219,13132,18704,7405,3100,2009,38395,51673,45.599999999999994,45.89999999999999,8.500000000000014
903,310M100US17420,17420,"Cleveland, TN Metro Area",43805,2336,12589,18618,7415,2847,2010,37193,49501,47.3,42.800000000000004,9.899999999999999
904,310M100US17420,17420,"Cleveland, TN Metro Area",44578,2612,15305,16700,6570,3391,2011,37092,52000,46.89999999999999,42.8,10.300000000000011
905,310M100US17420,17420,"Cleveland, TN Metro Area",46079,3507,13958,19206,5384,4024,2012,38343,50412,46.7,42.5,10.799999999999997
906,310M200US17420,17420,"Cleveland, TN Metro Area",46157,2252,14907,17816,8129,3053,2013,42107,55583,42.4,44.8,12.800000000000004
907,310M200US17420,17420,"Cleveland, TN Metro Area",44048,1978,13910,17550,6579,4031,2014,41176,61327,42.9,43.0,14.100000000000001
908,310M200US17420,17420,"Cleveland, TN Metro Area",46389,3106,13853,17755,7877,3798,2015,42380,63662,41.900000000000006,44.099999999999994,14.0
909,310M300US17420,17420,"Cleveland, TN Metro Area",47253,2659,15903,16068,8632,3991,2016,44881,60730,35.6,50.8,13.600000000000009
910,310M300US17420,17420,"Cleveland, TN Metro Area",47923,2476,14020,18212,9036,4179,2017,46822,62314,37.400000000000006,44.400000000000006,18.19999999999999
911,310M200US17460,17460,"Cleveland-Elyria, OH Metro Area",844428,92816,310962,301407,100948,38295,2013,49358,68423,36.9,42.7,20.4
912,310M200US17460,17460,"Cleveland-Elyria, OH Metro Area",848493,95996,310694,301961,101736,38106,2014,49889,68252,36.3,43.3,20.400000000000006
913,310M200US17460,17460,"Cleveland-Elyria, OH Metro Area",849475,90310,314630,305339,96355,42841,2015,51049,70990,35.0,43.8,21.200000000000003
914,310M300US17460,17460,"Cleveland-Elyria, OH Metro Area",851882,89128,308656,312660,100302,41136,2016,52131,74213,33.9,43.4,22.699999999999996
915,310M300US17460,17460,"Cleveland-Elyria, OH Metro Area",862586,86833,315180,319236,99458,41879,2017,52489,74406,34.3,42.6,23.1
916,3100000US17460,17460,"Cleveland-Elyria-Mentor, OH Metro Area",850175,88304,303451,315663,102381,40376,2005,44281,58572,40.5,44.9,14.600000000000001
917,3100000US17460,17460,"Cleveland-Elyria-Mentor, OH Metro Area",835188,84900,299598,310701,101764,38225,2006,45925,61159,38.7,45.5,15.799999999999997
918,3100000US17460,17460,"Cleveland-Elyria-Mentor, OH Metro Area",835704,85782,305437,300945,102035,41505,2007,48227,64002,36.5,46.7,16.799999999999997
919,3100000US17460,17460,"Cleveland-Elyria-Mentor, OH Metro Area",837158,87346,303226,303938,104282,38366,2008,49206,66013,36.6,45.0,18.4
920,3100000US17460,17460,"Cleveland-Elyria-Mentor, OH Metro Area",838323,89914,308470,303173,99034,37732,2009,45395,62245,38.900000000000006,44.6,16.499999999999993
921,310M100US17460,17460,"Cleveland-Elyria-Mentor, OH Metro Area",840929,86922,309069,312943,98544,33451,2010,46231,62185,38.2,45.10000000000001,16.69999999999999
922,310M100US17460,17460,"Cleveland-Elyria-Mentor, OH Metro Area",844779,90297,320721,307332,90911,35518,2011,45936,63472,39.099999999999994,43.5,17.400000000000006
923,310M100US17460,17460,"Cleveland-Elyria-Mentor, OH Metro Area",839838,94535,315920,291462,100335,37586,2012,46944,65049,38.9,42.5,18.6
924,3100000US17660,17660,"Coeur d'Alene, ID Metro Area",48082,1989,13402,19057,9726,3908,2005,36675,49608,47.400000000000006,44.900000000000006,7.699999999999989
925,3100000US17660,17660,"Coeur d'Alene, ID Metro Area",51287,1289,13442,20981,11523,4052,2006,40346,53188,42.8,47.599999999999994,9.600000000000009
926,3100000US17660,17660,"Coeur d'Alene, ID Metro Area",53505,1703,14110,21480,10635,5577,2007,46669,57874,36.0,51.800000000000004,12.199999999999996
927,3100000US17660,17660,"Coeur d'Alene, ID Metro Area",53060,1484,13203,21594,10827,5952,2008,50047,64366,33.199999999999996,52.3,14.500000000000014
928,3100000US17660,17660,"Coeur d'Alene, ID Metro Area",54456,1725,14947,21592,11233,4959,2009,47431,60577,35.7,52.400000000000006,11.899999999999991
929,310M100US17660,17660,"Coeur d'Alene, ID Metro Area",55456,2400,15705,22310,11245,3796,2010,42316,56225,41.3,47.599999999999994,11.100000000000009
930,310M100US17660,17660,"Coeur d'Alene, ID Metro Area",56226,2027,15435,21327,10880,6557,2011,47782,58747,35.7,50.800000000000004,13.499999999999993
931,310M100US17660,17660,"Coeur d'Alene, ID Metro Area",55848,1869,14636,24261,10020,5062,2012,46870,58105,35.7,50.199999999999996,14.100000000000001
932,310M200US17660,17660,"Coeur d'Alene, ID Metro Area",55836,2264,12968,24883,11031,4690,2013,54919,66107,31.299999999999997,54.00000000000001,14.699999999999996
933,310M200US17660,17660,"Coeur d'Alene, ID Metro Area",56177,3247,15611,20032,11603,5684,2014,48776,67950,34.5,48.3,17.200000000000003
934,310M200US17660,17660,"Coeur d'Alene, ID Metro Area",58675,2176,16281,22587,11009,6622,2015,47860,63639,35.6,44.8,19.60000000000001
935,310M300US17660,17660,"Coeur d'Alene, ID Metro Area",58875,1808,15969,23862,12527,4709,2016,51765,66843,30.299999999999997,49.5,20.200000000000003
936,310M300US17660,17660,"Coeur d'Alene, ID Metro Area",60383,1266,17941,22824,11826,6526,2017,57219,75775,24.299999999999997,54.099999999999994,21.60000000000001
937,3100000US17780,17780,"College Station-Bryan, TX Metro Area",74439,4359,25536,31647,9802,3095,2005,30896,46318,54.5,35.8,9.700000000000003
938,3100000US17780,17780,"College Station-Bryan, TX Metro Area",74077,5467,25746,30236,9141,3487,2006,36164,48972,48.800000000000004,39.8,11.399999999999999
939,3100000US17780,17780,"College Station-Bryan, TX Metro Area",75530,4152,27940,29254,11136,3048,2007,38238,57217,46.7,38.8,14.5
940,3100000US17780,17780,"College Station-Bryan, TX Metro Area",75403,5384,26970,28100,10498,4451,2008,37723,55698,47.3,37.9,14.800000000000004
941,3100000US17780,17780,"College Station-Bryan, TX Metro Area",77469,5021,26581,27804,12710,5353,2009,34137,53165,50.8,33.9,15.300000000000004
942,310M100US17780,17780,"College Station-Bryan, TX Metro Area",81720,6049,26901,29503,13097,6170,2010,35961,53181,48.7,38.2,13.099999999999994
943,310M100US17780,17780,"College Station-Bryan, TX Metro Area",79146,5072,30157,29773,10507,3637,2011,35417,54079,49.400000000000006,36.599999999999994,14.0
944,310M100US17780,17780,"College Station-Bryan, TX Metro Area",82134,5409,26455,32734,12321,5215,2012,40346,57471,44.5,39.5,16.0
945,310M200US17780,17780,"College Station-Bryan, TX Metro Area",85573,6542,29289,32917,11778,5047,2013,39657,59322,45.1,38.0,16.9
946,310M200US17780,17780,"College Station-Bryan, TX Metro Area",89858,5234,30884,36294,10755,6691,2014,42116,61162,41.199999999999996,43.4,15.400000000000006
947,310M200US17780,17780,"College Station-Bryan, TX Metro Area",90526,4307,33147,37493,9936,5643,2015,46341,65896,39.6,39.7,20.699999999999996
948,310M300US17780,17780,"College Station-Bryan, TX Metro Area",91033,5438,29339,33742,15754,6760,2016,42233,69770,41.9,36.5,21.6
949,310M300US17780,17780,"College Station-Bryan, TX Metro Area",91999,4635,33088,33142,14178,6956,2017,45515,64918,40.099999999999994,41.1,18.800000000000004
950,3100000US17820,17820,"Colorado Springs, CO Metro Area",224289,11131,70102,93666,33763,15627,2005,51146,63657,34.0,48.6,17.4
951,3100000US17820,17820,"Colorado Springs, CO Metro Area",228414,10450,67732,95903,38010,16319,2006,53486,66968,31.299999999999997,49.2,19.5
952,3100000US17820,17820,"Colorado Springs, CO Metro Area",226445,10391,69222,91465,40517,14850,2007,55304,69701,29.4,50.400000000000006,20.19999999999999
953,3100000US17820,17820,"Colorado Springs, CO Metro Area",229554,11622,66447,103056,34041,14388,2008,58911,73931,27.400000000000002,50.1,22.499999999999993
954,3100000US17820,17820,"Colorado Springs, CO Metro Area",236598,13272,72046,97453,38774,15053,2009,55176,69390,30.1,48.800000000000004,21.1
955,310M100US17820,17820,"Colorado Springs, CO Metro Area",244194,13806,76986,101525,36003,15874,2010,51683,67391,32.7,45.900000000000006,21.39999999999999
956,310M100US17820,17820,"Colorado Springs, CO Metro Area",247254,12005,76864,103095,39645,15645,2011,54877,73062,31.4,45.4,23.199999999999996
957,310M100US17820,17820,"Colorado Springs, CO Metro Area",247950,10589,80982,101359,38917,16103,2012,55320,72961,29.799999999999997,46.7,23.5
958,310M200US17820,17820,"Colorado Springs, CO Metro Area",250601,10777,75288,105544,42187,16805,2013,57484,76055,28.5,47.6,23.9
959,310M200US17820,17820,"Colorado Springs, CO Metro Area",255330,12246,75065,109135,41117,17767,2014,59411,76509,28.1,47.0,24.900000000000006
960,310M200US17820,17820,"Colorado Springs, CO Metro Area",261435,11834,79437,105624,44694,19846,2015,60458,78073,27.8,45.3,26.900000000000006
961,310M300US17820,17820,"Colorado Springs, CO Metro Area",267621,10448,80799,112653,43128,20593,2016,63651,80759,26.0,46.0,28.0
962,310M300US17820,17820,"Colorado Springs, CO Metro Area",268122,10827,73390,117117,45489,21299,2017,65593,83525,24.0,46.7,29.299999999999997
963,3100000US17860,17860,"Columbia, MO Metro Area",64910,4258,22703,25496,9011,3442,2005,39099,53163,46.5,40.699999999999996,12.800000000000004
964,3100000US17860,17860,"Columbia, MO Metro Area",66593,3768,21639,27577,9055,4554,2006,42063,55743,41.900000000000006,43.5,14.599999999999994
965,3100000US17860,17860,"Columbia, MO Metro Area",67562,3534,24462,26743,8248,4575,2007,44832,58367,40.0,46.3,13.700000000000003
966,3100000US17860,17860,"Columbia, MO Metro Area",67023,4228,21310,27385,10854,3246,2008,46777,60722,37.9,47.7,14.399999999999999
967,3100000US17860,17860,"Columbia, MO Metro Area",69925,4237,21566,30097,9004,5021,2009,46416,59406,38.2,46.8,15.0
968,310M100US17860,17860,"Columbia, MO Metro Area",67997,3958,23485,27149,9023,4382,2010,40853,60130,43.5,41.0,15.5
969,310M100US17860,17860,"Columbia, MO Metro Area",66868,3630,23228,27378,8819,3813,2011,46703,62779,37.300000000000004,46.7,15.999999999999993
970,310M100US17860,17860,"Columbia, MO Metro Area",69963,3395,23602,27762,10098,5106,2012,43172,66732,41.9,39.400000000000006,18.699999999999996
971,310M200US17860,17860,"Columbia, MO Metro Area",67680,4162,22300,27812,9264,4142,2013,48953,66572,37.699999999999996,42.7,19.6
972,310M200US17860,17860,"Columbia, MO Metro Area",67198,4174,21742,29073,8793,3416,2014,50085,64774,37.2,43.599999999999994,19.200000000000003
973,310M200US17860,17860,"Columbia, MO Metro Area",69152,4896,24116,27277,8891,3972,2015,50520,66751,36.0,43.300000000000004,20.699999999999996
974,310M300US17860,17860,"Columbia, MO Metro Area",68848,3267,26027,26199,9770,3585,2016,52752,70450,35.3,43.5,21.200000000000003
975,310M300US17860,17860,"Columbia, MO Metro Area",70355,3747,25165,25060,10879,5504,2017,51340,71990,32.6,44.199999999999996,23.20000000000001
976,3100000US17900,17900,"Columbia, SC Metro Area",263801,21365,84950,99484,42946,15056,2005,43106,56461,40.5,47.1,12.399999999999999
977,3100000US17900,17900,"Columbia, SC Metro Area",270229,14431,90595,107143,39998,18062,2006,45964,58915,38.400000000000006,47.60000000000001,13.999999999999986
978,3100000US17900,17900,"Columbia, SC Metro Area",278694,18693,90123,107758,44949,17171,2007,47605,61521,36.0,47.49999999999999,16.500000000000007
979,3100000US17900,17900,"Columbia, SC Metro Area",279991,17963,88332,110709,45433,17554,2008,48841,65018,36.0,46.099999999999994,17.900000000000006
980,3100000US17900,17900,"Columbia, SC Metro Area",285695,17648,96952,106450,45044,19601,2009,47615,62331,36.3,46.9,16.800000000000004
981,310M100US17900,17900,"Columbia, SC Metro Area",293357,19348,97825,113637,43635,18912,2010,45929,60202,38.5,46.5,15.0
982,310M100US17900,17900,"Columbia, SC Metro Area",295442,20301,97407,116271,40844,20619,2011,45292,61218,38.8,44.1,17.1
983,310M100US17900,17900,"Columbia, SC Metro Area",294039,16655,106211,109749,45346,16078,2012,48763,62870,35.7,46.5,17.799999999999997
984,310M200US17900,17900,"Columbia, SC Metro Area",296310,16700,106765,114247,43767,14831,2013,48672,63201,36.6,46.3,17.1
985,310M200US17900,17900,"Columbia, SC Metro Area",298600,19063,100120,113544,47791,18082,2014,50091,65966,35.400000000000006,45.300000000000004,19.29999999999999
986,310M200US17900,17900,"Columbia, SC Metro Area",302634,21055,99891,113962,49415,18311,2015,51369,67564,34.3,46.3,19.400000000000006
987,310M300US17900,17900,"Columbia, SC Metro Area",309016,17386,102882,119850,46269,22629,2016,52247,69895,32.7,47.199999999999996,20.1
988,310M300US17900,17900,"Columbia, SC Metro Area",309760,17404,107582,113252,49618,21904,2017,54480,72572,33.2,44.7,22.099999999999994
989,3100000US17980,17980,"Columbus, GA-AL Metro Area",108453,11399,37922,37602,15761,5769,2005,33453,47056,51.89999999999999,37.8,10.300000000000011
990,3100000US17980,17980,"Columbus, GA-AL Metro Area",108763,10155,37130,38234,16091,7153,2006,39501,54899,44.300000000000004,45.5,10.199999999999996
991,3100000US17980,17980,"Columbus, GA-AL Metro Area",109993,11411,37871,39681,14758,6272,2007,41934,54373,42.699999999999996,45.0,12.300000000000004
992,3100000US17980,17980,"Columbus, GA-AL Metro Area",111089,12252,41831,35432,15391,6183,2008,38559,52624,45.1,43.0,11.899999999999999
993,3100000US17980,17980,"Columbus, GA-AL Metro Area",111487,9079,35890,43073,16180,7265,2009,40335,52325,43.900000000000006,44.1,11.999999999999993
994,310M100US17980,17980,"Columbus, GA-AL Metro Area",108930,9697,41584,38004,12123,7522,2010,36553,56624,48.099999999999994,38.5,13.400000000000006
995,310M100US17980,17980,"Columbus, GA-AL Metro Area",108512,8408,39444,43249,11766,5645,2011,39574,56348,45.4,40.1,14.5
996,310M100US17980,17980,"Columbus, GA-AL Metro Area",110334,11174,37674,40707,14301,6478,2012,42972,58572,41.8,45.099999999999994,13.100000000000009
997,310M200US17980,17980,"Columbus, GA-AL Metro Area",110901,10529,39396,40319,14786,5871,2013,40388,55878,44.0,43.300000000000004,12.699999999999996
998,310M200US17980,17980,"Columbus, GA-AL Metro Area",113195,11457,38864,40981,15252,6641,2014,42669,59190,40.2,45.5,14.299999999999997
999,310M200US17980,17980,"Columbus, GA-AL Metro Area",112983,12239,40792,39944,15014,4994,2015,41592,58076,43.2,42.1,14.699999999999996
1000,310M300US17980,17980,"Columbus, GA-AL Metro Area",113256,10023,40626,42040,12819,7748,2016,43412,61926,42.0,40.4,17.6
1001,310M300US17980,17980,"Columbus, GA-AL Metro Area",112937,11185,39459,41859,13611,6823,2017,43051,64177,42.0,41.0,17.0
1002,3100000US18020,18020,"Columbus, IN Metro Area",28138,1246,7447,12313,5041,2091,2005,44320,64004,35.2,50.199999999999996,14.600000000000001
1003,3100000US18020,18020,"Columbus, IN Metro Area",27983,1038,7979,11474,4958,2534,2006,49838,62896,33.2,52.4,14.399999999999999
1004,3100000US18020,18020,"Columbus, IN Metro Area",27850,1016,7871,11626,5142,2195,2007,54406,67674,28.0,54.7,17.299999999999997
1005,3100000US18020,18020,"Columbus, IN Metro Area",29616,1588,8707,10333,6325,2663,2008,50933,66844,33.5,46.800000000000004,19.699999999999996
1006,3100000US18020,18020,"Columbus, IN Metro Area",28780,975,7774,12791,5319,1921,2009,49415,67023,29.1,52.5,18.400000000000006
1007,310M100US18020,18020,"Columbus, IN Metro Area",31046,1688,8516,12817,5717,2308,2010,47192,61176,36.6,47.5,15.899999999999999
1008,310M100US18020,18020,"Columbus, IN Metro Area",29086,976,10271,10820,5061,1958,2011,54197,67239,32.3,48.3,19.400000000000006
1009,310M100US18020,18020,"Columbus, IN Metro Area",29640,1534,9000,11742,4623,2741,2012,53671,66358,33.2,48.2,18.599999999999994
1010,310M200US18020,18020,"Columbus, IN Metro Area",30359,1480,9829,12250,4827,1973,2013,52505,68995,28.8,49.7,21.5
1011,310M200US18020,18020,"Columbus, IN Metro Area",31827,1688,11058,12446,4240,2395,2014,53002,67650,34.4,46.3,19.299999999999997
1012,310M200US18020,18020,"Columbus, IN Metro Area",31131,1496,9590,11918,5296,2831,2015,54447,70857,28.099999999999998,51.6,20.300000000000004
1013,310M300US18020,18020,"Columbus, IN Metro Area",31626,751,11585,10982,5246,3062,2016,59102,73017,30.9,48.0,21.099999999999994
1014,310M300US18020,18020,"Columbus, IN Metro Area",31498,1656,8363,11731,6538,3210,2017,61533,78611,28.0,44.4,27.6
1015,3100000US18140,18140,"Columbus, OH Metro Area",669764,40475,218692,280313,92099,38185,2005,48475,63144,34.800000000000004,48.7,16.499999999999986
1016,3100000US18140,18140,"Columbus, OH Metro Area",679926,45562,232601,267684,96085,37994,2006,49920,65418,35.400000000000006,46.599999999999994,18.0
1017,3100000US18140,18140,"Columbus, OH Metro Area",684217,46615,233891,275203,90856,37652,2007,51707,67719,33.4,47.3,19.299999999999997
1018,3100000US18140,18140,"Columbus, OH Metro Area",690139,48398,238583,270378,95974,36806,2008,54393,71075,31.800000000000004,47.0,21.19999999999999
1019,3100000US18140,18140,"Columbus, OH Metro Area",693137,46830,243920,274181,93641,34565,2009,50773,66943,34.3,46.300000000000004,19.4
1020,310M100US18140,18140,"Columbus, OH Metro Area",707956,51471,237496,287182,93686,38121,2010,51039,67490,34.5,45.5,20.0
1021,310M100US18140,18140,"Columbus, OH Metro Area",715770,55009,243649,282598,96530,37984,2011,52315,70518,34.3,44.099999999999994,21.60000000000001
1022,310M100US18140,18140,"Columbus, OH Metro Area",719081,49309,253793,282479,97321,36179,2012,53699,71655,32.3,45.7,22.0
1023,310M200US18140,18140,"Columbus, OH Metro Area",750394,51642,258147,294262,105966,40377,2013,54079,73084,31.999999999999996,45.1,22.9
1024,310M200US18140,18140,"Columbus, OH Metro Area",764395,52731,252686,306083,108663,44232,2014,56371,76201,31.0,44.5,24.5
1025,310M200US18140,18140,"Columbus, OH Metro Area",772304,54695,258263,308468,106026,44852,2015,58192,78054,30.1,44.8,25.10000000000001
1026,310M300US18140,18140,"Columbus, OH Metro Area",779547,50271,265482,299214,114567,50013,2016,60294,80731,28.799999999999997,44.7,26.5
1027,310M300US18140,18140,"Columbus, OH Metro Area",788946,47472,256748,317426,115235,52065,2017,63764,83780,26.9,44.7,28.39999999999999
1028,3100000US18580,18580,"Corpus Christi, TX Metro Area",148104,8074,57139,56346,19704,6841,2005,38158,52529,45.9,43.0,11.100000000000001
1029,3100000US18580,18580,"Corpus Christi, TX Metro Area",149134,11727,57850,57717,16647,5193,2006,37103,53104,47.5,40.2,12.299999999999997
1030,3100000US18580,18580,"Corpus Christi, TX Metro Area",150850,12547,57164,58120,17633,5386,2007,40573,56279,43.5,41.7,14.799999999999997
1031,3100000US18580,18580,"Corpus Christi, TX Metro Area",150528,12066,50901,59420,22151,5990,2008,45869,62546,38.6,45.9,15.5
1032,3100000US18580,18580,"Corpus Christi, TX Metro Area",152080,12184,58931,55513,19044,6408,2009,42278,57761,43.5,41.3,15.200000000000003
