,Trs_Id,mode_cd,service_cd,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,MODE
202,3035,MB,DO,54.0,72.0,52.0,76.0,54.0,75.0,86,64,46,67,147.0,147.0,179.0,195.0,160.0,120.0,115.0,Bus
203,3036,MB,DO,9.0,69.0,20.0,8.0,128.0,142.0,164,113,144,,,,,,,,,Bus
204,3040,MB,DO,15.0,49.0,97.0,95.0,87.0,12.0,30,61,55,,,,,,,,,Bus
205,3042,MB,DO,30.0,48.0,61.0,43.0,51.0,48.0,23,42,33,,,,,,,,,Bus
206,3050,DR,DO,15.0,12.0,17.0,11.0,10.0,12.0,,,,,,,,,,,,DemandResponse
207,3050,MB,DO,4.0,3.0,3.0,4.0,4.0,6.0,,,,,,,,,,,,Bus
208,3051,MB,DO,452.0,450.0,2794.0,273.0,563.0,1383.0,1829,2267,2223,2309,2318.0,3249.0,2774.0,990.0,2888.0,1263.0,1177.0,Bus
209,3054,MB,DO,340.0,379.0,318.0,309.0,217.0,215.0,352,344,319,347,649.0,425.0,354.0,388.0,397.0,307.0,51.0,Bus
210,3058,MB,DO,4.0,9.0,15.0,10.0,25.0,24.0,30,82,81,101,59.0,108.0,193.0,155.0,121.0,118.0,115.0,Bus
211,3068,MB,DO,126.0,,,,,,,,,,,,,,,,,Bus
212,3069,DR,DO,7.0,10.0,20.0,15.0,29.0,28.0,8,3,12,21,16.0,,,,,,,DemandResponse
213,3069,MB,DO,168.0,177.0,89.0,94.0,95.0,103.0,92,33,52,54,21.0,,,,,,,Bus
214,3071,MB,DO,224.0,109.0,248.0,223.0,106.0,141.0,149,65,43,80,79.0,45.0,32.0,23.0,32.0,24.0,23.0,Bus
215,3072,DR,DO,0.0,0.0,0.0,0.0,1.0,1.0,15,16,5,2,10.0,4.0,1.0,1.0,2.0,2.0,1.0,DemandResponse
216,3072,MB,DO,0.0,8.0,1.0,3.0,5.0,9.0,46,84,32,28,95.0,56.0,24.0,62.0,43.0,35.0,62.0,Bus
217,3074,DR,DO,25.0,1.0,12.0,8.0,7.0,106.0,35,19,8,7,3.0,6.0,5.0,,,,,DemandResponse
218,3074,MB,DO,25.0,19.0,22.0,6.0,15.0,19.0,126,37,22,22,6.0,20.0,15.0,,,,,Bus
219,3075,DR,DO,86.0,81.0,70.0,100.0,126.0,81.0,93,130,101,116,96.0,95.0,86.0,83.0,123.0,85.0,112.0,DemandResponse
220,3075,MB,DO,304.0,253.0,174.0,123.0,150.0,178.0,128,82,100,38,89.0,123.0,596.0,472.0,388.0,565.0,680.0,Bus
221,3076,DR,DO,9.0,0.0,0.0,1.0,1.0,3.0,14,8,131,30,3.0,2.0,1.0,0.0,0.0,0.0,0.0,DemandResponse
222,3076,MB,DO,13.0,13.0,4.0,2.0,56.0,6.0,36,20,525,46,91.0,22.0,57.0,8.0,4.0,11.0,3.0,Bus
223,3083,DR,DO,23.0,157.0,0.0,,,,,,,,,,,,,,,DemandResponse
224,3083,MB,DO,3448.0,3358.0,4470.0,3940.0,3489.0,2159.0,1088,759,699,580,719.0,1052.0,193.0,1774.0,1935.0,1648.0,1809.0,Bus
225,3083,VP,DO,4.0,6.0,0.0,0.0,0.0,0.0,1,0,0,0,1.0,0.0,1.0,3.0,,,,DemandResponse
226,3084,VP,DO,0.0,1.0,,,,,,,,,,,,,,,,DemandResponse
227,4001,DR,DO,18.0,20.0,19.0,21.0,22.0,27.0,6,4,29,14,14.0,13.0,4.0,11.0,8.0,4.0,6.0,DemandResponse
228,4001,IP,DO,5.0,6.0,7.0,6.0,5.0,7.0,0,0,                ,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rail
229,4001,MB,DO,287.0,279.0,284.0,277.0,283.0,314.0,284,313,462,395,460.0,399.0,178.0,80.0,128.0,109.0,114.0,Bus
230,4002,DR,DO,21.0,32.0,40.0,20.0,32.0,33.0,6,5,2,4,0.0,1.0,4.0,0.0,3.0,1.0,0.0,DemandResponse
231,4002,MB,DO,339.0,339.0,351.0,463.0,312.0,254.0,240,250,293,79,87.0,123.0,90.0,42.0,21.0,24.0,33.0,Bus
232,4003,DR,DO,177.0,111.0,111.0,215.0,297.0,352.0,399,447,612,388,484.0,354.0,363.0,434.0,490.0,384.0,411.0,DemandResponse
233,4003,LR,DO,103.0,300.0,300.0,483.0,237.0,283.0,378,511,444,,,,,,,,,Rail
234,4003,MB,DO,1385.0,2112.0,2501.0,2487.0,2476.0,3103.0,2660,3156,4061,3748,2777.0,2395.0,1903.0,1479.0,1523.0,1707.0,1604.0,Bus
235,4004,DR,DO,93.0,77.0,65.0,59.0,105.0,88.0,134,135,164,66,57.0,58.0,54.0,32.0,45.0,13.0,60.0,DemandResponse
236,4004,MB,DO,860.0,1034.0,1234.0,875.0,497.0,499.0,715,567,576,471,372.0,258.0,279.0,271.0,364.0,145.0,914.0,Bus
237,4005,MB,DO,38.0,57.0,70.0,100.0,96.0,105.0,71,284,527,490,460.0,413.0,428.0,349.0,347.0,255.0,366.0,Bus
238,4006,DR,DO,0.0,1.0,1.0,2.0,5.0,5.0,16,14,23,,32.0,16.0,7.0,0.0,0.0,8.0,1.0,DemandResponse
239,4006,MB,DO,35.0,13.0,48.0,91.0,51.0,48.0,231,371,362,,,,,,,,,Bus
240,4007,DR,DO,42.0,33.0,135.0,57.0,24.0,23.0,,,,,,,,,,,,DemandResponse
241,4007,MB,DO,139.0,300.0,287.0,230.0,179.0,110.0,111,95,51,40,10.0,8.0,10.0,13.0,76.0,72.0,69.0,Bus
242,4008,DR,DO,27.0,25.0,135.0,183.0,246.0,261.0,311,43,26,30,33.0,49.0,0.0,49.0,98.0,216.0,178.0,DemandResponse
243,4008,MB,DO,3708.0,4251.0,3914.0,8339.0,10002.0,10172.0,10684,11023,11063,6539,9199.0,8863.0,7055.0,5721.0,1696.0,1628.0,2265.0,Bus
244,4008,VP,DO,3.0,0.0,0.0,0.0,0.0,0.0,                 ,                ,                ,                ,,,0.0,0.0,0.0,0.0,0.0,DemandResponse
245,4009,DR,DO,0.0,0.0,6.0,4.0,11.0,17.0,19,0,0,                ,,2.0,1.0,1.0,0.0,0.0,2.0,DemandResponse
246,4009,MB,DO,0.0,0.0,22.0,13.0,7.0,45.0,28,0,7,18,13.0,29.0,20.0,23.0,26.0,15.0,25.0,Bus
247,4011,DR,DO,0.0,0.0,10.0,0.0,0.0,0.0,0,4,2,,,,,,,,,DemandResponse
248,4011,MB,DO,43.0,67.0,55.0,34.0,63.0,78.0,99,87,38,,,,,,,,,Bus
249,4012,DR,DO,20.0,33.0,15.0,8.0,11.0,30.0,23,31,29,32,46.0,54.0,67.0,75.0,76.0,85.0,47.0,DemandResponse
250,4012,MB,DO,194.0,160.0,86.0,72.0,32.0,106.0,82,80,154,159,256.0,416.0,488.0,348.0,282.0,90.0,163.0,Bus
251,4014,DR,DO,15.0,22.0,8.0,19.0,22.0,5.0,12,20,22,26,24.0,19.0,18.0,24.0,4.0,16.0,12.0,DemandResponse
252,4014,MB,DO,80.0,191.0,145.0,199.0,77.0,84.0,109,154,310,313,398.0,458.0,374.0,356.0,137.0,210.0,242.0,Bus
253,4015,DR,DO,3.0,0.0,0.0,0.0,1.0,13.0,10,1,2,1,2.0,7.0,8.0,,,,,DemandResponse
254,4015,MB,DO,76.0,42.0,27.0,47.0,26.0,25.0,71,23,17,9,51.0,108.0,188.0,,,,,Bus
255,4017,MB,DO,327.0,679.0,809.0,404.0,422.0,235.0,371,556,357,707,275.0,186.0,135.0,148.0,187.0,80.0,64.0,Bus
256,4018,DR,DO,84.0,103.0,105.0,119.0,34.0,77.0,84,71,73,121,146.0,164.0,179.0,170.0,182.0,175.0,182.0,DemandResponse
257,4018,MB,DO,1324.0,1455.0,1442.0,1584.0,459.0,1030.0,1118,940,971,1609,1934.0,2185.0,2390.0,2265.0,2412.0,2330.0,2411.0,Bus
258,4019,DR,DO,10.0,4.0,9.0,5.0,5.0,10.0,8,8,3,9,9.0,8.0,8.0,3.0,5.0,7.0,6.0,DemandResponse
259,4019,MB,DO,137.0,153.0,203.0,185.0,135.0,163.0,133,133,131,162,168.0,120.0,155.0,150.0,252.0,287.0,128.0,Bus
260,4021,DR,DO,15.0,15.0,4.0,6.0,4.0,3.0,6,4,11,4,7.0,5.0,5.0,15.0,42.0,20.0,55.0,DemandResponse
261,4021,MB,DO,35.0,45.0,23.0,24.0,21.0,11.0,27,20,23,33,15.0,6.0,32.0,232.0,291.0,349.0,273.0,Bus
262,4022,DR,DO,41.0,69.0,116.0,69.0,62.0,19.0,23,44,33,37,176.0,188.0,188.0,135.0,108.0,,,DemandResponse
263,4022,HR,DO,392.0,364.0,892.0,1278.0,1150.0,98.0,97,60,74,160,182.0,146.0,160.0,216.0,241.0,166.0,176.0,Rail
264,4022,MB,DO,504.0,519.0,570.0,1181.0,1299.0,2200.0,1834,2705,2365,2654,2877.0,2969.0,2427.0,1714.0,1620.0,2017.0,3339.0,Bus
265,4023,DR,DO,10.0,5.0,6.0,10.0,12.0,20.0,43,71,26,2,,,,,,,,DemandResponse
266,4023,MB,DO,110.0,138.0,112.0,78.0,76.0,132.0,169,162,108,51,,,,,,,,Bus
267,4024,DR,DO,9.0,7.0,13.0,21.0,43.0,36.0,39,42,44,,,,,,,,,DemandResponse
268,4024,MB,DO,75.0,108.0,119.0,191.0,215.0,190.0,210,219,206,,,,,,,,,Bus
269,4025,MB,DO,373.0,182.0,459.0,442.0,430.0,445.0,445,123,126,114,,9.0,40.0,62.0,58.0,56.0,58.0,Bus
270,4026,DR,DO,74.0,108.0,84.0,88.0,39.0,35.0,38,1246,1244,218,133.0,196.0,184.0,145.0,159.0,316.0,295.0,DemandResponse
271,4026,MB,DO,230.0,280.0,294.0,218.0,122.0,100.0,168,702,650,263,175.0,200.0,272.0,206.0,211.0,238.0,249.0,Bus
272,4026,VP,DO,0.0,0.0,4.0,6.0,,,,,,,,,,,,,,DemandResponse
273,4027,MB,DO,0.0,2029.0,857.0,1052.0,1739.0,772.0,906,856,873,297,210.0,430.0,851.0,480.0,241.0,273.0,83.0,Bus
274,4028,MB,DO,247.0,157.0,438.0,310.0,285.0,99.0,193,134,133,99,99.0,72.0,45.0,35.0,34.0,9.0,38.0,Bus
275,4029,MB,DO,66.0,88.0,93.0,99.0,188.0,176.0,133,64,80,74,51.0,50.0,113.0,98.0,144.0,273.0,339.0,Bus
276,4030,MB,DO,213.0,266.0,247.0,214.0,301.0,442.0,347,257,255,333,323.0,276.0,267.0,253.0,257.0,261.0,620.0,Bus
277,4031,DR,DO,99.0,17.0,22.0,24.0,14.0,14.0,14,1,10,14,35.0,28.0,21.0,12.0,14.0,5.0,0.0,DemandResponse
278,4031,MB,DO,116.0,218.0,130.0,223.0,199.0,292.0,131,32,95,218,827.0,423.0,186.0,120.0,318.0,13.0,1.0,Bus
279,4032,DR,DO,10.0,53.0,14.0,15.0,18.0,24.0,43,49,46,11,21.0,33.0,190.0,185.0,40.0,22.0,25.0,DemandResponse
280,4032,MB,DO,2.0,3.0,122.0,77.0,116.0,245.0,167,207,424,182,126.0,93.0,400.0,428.0,181.0,90.0,130.0,Bus
281,4032,VP,DO,0.0,0.0,0.0,0.0,0.0,0.0,                 ,1,0,0,0.0,0.0,0.0,0.0,,,,DemandResponse
282,4034,AG,DO,0.0,66.0,28.0,189.0,495.0,380.0,388,350,284,,,,,,,,,Rail
283,4034,HR,DO,378.0,322.0,222.0,436.0,410.0,394.0,298,398,182,2072,2521.0,2362.0,1945.0,2059.0,2087.0,1834.0,1597.0,Rail
284,4034,MB,DO,4252.0,4744.0,5403.0,6713.0,8271.0,6303.0,6808,4103,3501,8642,6582.0,9181.0,10218.0,10009.0,9179.0,11406.0,11160.0,Bus
285,4035,MB,DO,640.0,621.0,952.0,1189.0,415.0,1428.0,242,36,38,19,14.0,120.0,168.0,135.0,82.0,155.0,288.0,Bus
286,4036,DR,DO,0.0,1.0,32.0,39.0,32.0,33.0,31,26,26,24,36.0,48.0,62.0,66.0,78.0,40.0,40.0,DemandResponse
287,4036,MB,DO,10.0,12.0,78.0,84.0,68.0,52.0,52,69,66,60,89.0,104.0,132.0,150.0,158.0,168.0,165.0,Bus
288,4037,MB,DO,51.0,44.0,473.0,691.0,637.0,0.0,0,663,759,619,620.0,1018.0,345.0,384.0,351.0,684.0,806.0,Bus
289,4038,MB,DO,4.0,14.0,0.0,0.0,12.0,38.0,32,22,14,29,,,,,,,112.0,Bus
290,4040,AG,DO,17.0,27.0,27.0,7.0,9.0,3.0,1,12,13,,,,,,,,,Rail
291,4040,MB,DO,180.0,145.0,94.0,67.0,75.0,105.0,271,332,309,322,310.0,232.0,528.0,571.0,699.0,714.0,691.0,Bus
292,4041,DR,DO,0.0,0.0,1.0,3.0,1.0,4.0,4,4,7,16,25.0,63.0,22.0,68.0,62.0,80.0,57.0,DemandResponse
293,4041,MB,DO,409.0,292.0,332.0,640.0,357.0,327.0,534,308,638,702,554.0,753.0,247.0,1159.0,702.0,718.0,574.0,Bus
294,4043,MB,DO,0.0,145.0,108.0,89.0,98.0,107.0,217,223,188,42,40.0,92.0,149.0,166.0,163.0,124.0,153.0,Bus
295,4044,DR,DO,5.0,78.0,0.0,0.0,0.0,0.0,                 ,                ,2,3,2.0,2.0,5.0,3.0,1.0,1.0,2.0,DemandResponse
296,4044,MB,DO,6.0,67.0,0.0,0.0,0.0,0.0,                 ,12,20,25,23.0,13.0,24.0,14.0,22.0,34.0,27.0,Bus
297,4046,DR,DO,142.0,125.0,125.0,63.0,44.0,39.0,53,89,89,53,24.0,26.0,6.0,38.0,11.0,,,DemandResponse
298,4046,MB,DO,526.0,379.0,190.0,172.0,144.0,112.0,238,440,514,309,259.0,231.0,84.0,309.0,226.0,91.0,73.0,Bus
299,4047,DR,DO,0.0,29.0,0.0,4.0,10.0,9.0,4,7,8,6,15.0,2.0,6.0,7.0,5.0,7.0,5.0,DemandResponse
300,4047,MB,DO,21.0,87.0,3.0,84.0,108.0,103.0,136,165,202,213,205.0,178.0,159.0,164.0,258.0,208.0,243.0,Bus
301,4051,DR,DO,3.0,3.0,5.0,5.0,4.0,1.0,12,1,4,0,0.0,4.0,4.0,8.0,8.0,9.0,8.0,DemandResponse
302,4051,MB,DO,89.0,66.0,72.0,74.0,34.0,33.0,83,87,127,103,108.0,111.0,120.0,130.0,137.0,121.0,70.0,Bus
303,4053,DR,DO,61.0,12.0,4.0,3.0,4.0,9.0,25,168,13,16,11.0,11.0,8.0,9.0,106.0,156.0,5.0,DemandResponse
304,4053,MB,DO,116.0,312.0,85.0,52.0,257.0,425.0,368,840,864,831,728.0,269.0,425.0,1240.0,530.0,1030.0,22.0,Bus
305,4054,DR,DO,1.0,1.0,6.0,2.0,3.0,4.0,5,2,1,,,,,,,,,DemandResponse
306,4054,MB,DO,2.0,3.0,4.0,3.0,4.0,2.0,3,5,6,,,,,,,,,Bus
307,4056,DR,DO,36.0,38.0,42.0,38.0,40.0,36.0,39,180,174,145,115.0,109.0,,,,,,DemandResponse
308,4056,MB,DO,6.0,5.0,4.0,3.0,4.0,3.0,4,112,98,60,47.0,171.0,,,,,,Bus
309,4057,DR,DO,5.0,8.0,1.0,2.0,5.0,6.0,11,4,6,2,3.0,5.0,5.0,2.0,1.0,1.0,2.0,DemandResponse
310,4057,MB,DO,84.0,79.0,43.0,63.0,112.0,113.0,133,125,91,79,82.0,65.0,70.0,98.0,67.0,82.0,62.0,Bus
311,4058,DR,DO,0.0,4.0,1.0,0.0,4.0,29.0,11,17,21,13,10.0,7.0,2.0,1.0,1.0,1.0,1.0,DemandResponse
312,4058,MB,DO,39.0,41.0,26.0,19.0,81.0,214.0,67,116,178,74,69.0,163.0,75.0,50.0,19.0,26.0,59.0,Bus
313,4063,DR,DO,26.0,9.0,25.0,11.0,27.0,19.0,35,16,23,22,38.0,17.0,17.0,19.0,14.0,15.0,13.0,DemandResponse
314,4063,MB,DO,29.0,25.0,7.0,25.0,27.0,21.0,43,64,60,59,83.0,27.0,27.0,26.0,23.0,25.0,29.0,Bus
315,4068,DR,DO,41.0,35.0,39.0,35.0,27.0,10.0,4,15,0,5,1.0,4.0,1.0,1.0,3.0,4.0,13.0,DemandResponse
316,4070,FB,DO,232.0,246.0,119.0,124.0,120.0,221.0,,,,,,,,,,,,Other
317,4071,DR,DO,4.0,32.0,29.0,52.0,87.0,74.0,91,71,72,77,83.0,79.0,45.0,54.0,94.0,70.0,64.0,DemandResponse
318,4071,MB,DO,7.0,71.0,51.0,100.0,244.0,233.0,185,194,219,151,126.0,130.0,158.0,144.0,162.0,148.0,124.0,Bus
319,4074,DR,DO,1.0,1.0,0.0,0.0,1.0,2.0,3,1,4,0,1.0,0.0,0.0,4.0,2.0,2.0,13.0,DemandResponse
320,4074,MB,DO,8.0,7.0,1.0,3.0,5.0,3.0,33,45,79,49,31.0,17.0,29.0,15.0,49.0,50.0,6.0,Bus
321,4080,DR,DO,1.0,2.0,1.0,,,,,,,,,,,,,,,DemandResponse
322,4080,MB,DO,2.0,1.0,3.0,,,,,,,,,,,,,,,Bus
323,4082,VP,DO,0.0,5.0,6.0,7.0,7.0,4.0,2,11,13,16,5.0,9.0,8.0,6.0,11.0,9.0,3.0,DemandResponse
324,4085,DR,DO,20.0,10.0,,,,,,,,,,,,,,,,DemandResponse
325,4085,MB,DO,2.0,1.0,4.0,3.0,5.0,6.0,32,,,,,,,,,,,Bus
326,4086,DR,DO,56.0,41.0,24.0,57.0,52.0,30.0,39,216,120,108,120.0,108.0,240.0,288.0,216.0,168.0,120.0,DemandResponse
327,4086,MB,DO,4164.0,4008.0,5352.0,5124.0,5402.0,4916.0,4621,2052,2236,1200,1356.0,1476.0,2088.0,1896.0,2076.0,2520.0,1788.0,Bus
328,4092,DR,DO,0.0,0.0,0.0,0.0,0.0,0.0,0,27,27,42,45.0,40.0,40.0,,,,,DemandResponse
329,4092,MB,DO,3.0,5.0,0.0,0.0,0.0,0.0,0,15,62,75,99.0,102.0,83.0,,,,,Bus
330,4097,DR,DO,17.0,6.0,19.0,18.0,8.0,4.0,4,2,1,0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,DemandResponse
331,4097,MB,DO,0.0,0.0,0.0,0.0,3.0,2.0,5,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bus
332,4099,DR,DO,3.0,3.0,7.0,,,,,,,,,,,,,,,DemandResponse
333,4100,DR,DO,172.0,99.0,197.0,72.0,9.0,29.0,34,213,162,265,267.0,216.0,212.0,217.0,122.0,154.0,190.0,DemandResponse
334,4100,MB,DO,155.0,118.0,101.0,90.0,83.0,145.0,144,118,142,150,210.0,183.0,327.0,295.0,203.0,147.0,177.0,Bus
335,4100,VP,DO,0.0,4.0,3.0,,2.0,1.0,5,4,,,,,,,,,,DemandResponse
336,4101,MB,DO,12.0,12.0,48.0,66.0,64.0,102.0,221,186,156,,,,,,,,,Bus
337,4102,DR,DO,14.0,2.0,0.0,0.0,0.0,0.0,6,2,4,5,64.0,61.0,27.0,0.0,,,,DemandResponse
338,4102,MB,DO,77.0,6.0,0.0,0.0,0.0,0.0,10,14,12,65,151.0,144.0,213.0,95.0,,,,Bus
339,4103,DR,DO,10.0,8.0,3.0,2.0,12.0,14.0,18,3,4,3,4.0,3.0,3.0,8.0,6.0,5.0,,DemandResponse
340,4104,DR,DO,2.0,3.0,2.0,,2.0,1.0,4,13,14,32,0.0,32.0,,,,,,DemandResponse
341,4104,MB,DO,1.0,2.0,2.0,,1.0,1.0,5,11,12,22,5.0,32.0,,,,,,Bus
342,4108,MB,DO,40.0,50.0,48.0,50.0,52.0,66.0,199,36,17,86,105.0,169.0,1.0,272.0,151.0,260.0,287.0,Bus
343,4108,VP,DO,3.0,7.0,4.0,6.0,3.0,4.0,2,22,12,7,0.0,0.0,0.0,0.0,1.0,1.0,5.0,DemandResponse
344,4113,DR,DO,1.0,0.0,0.0,0.0,7.0,1.0,5,9,7,14,,,,,,,,DemandResponse
345,4127,DR,DO,5.0,60.0,0.0,0.0,3.0,30.0,35,34,35,19,26.0,35.0,5.0,23.0,,,,DemandResponse
346,4127,MB,DO,10.0,62.0,0.0,0.0,1.0,60.0,20,26,20,19,23.0,41.0,29.0,7.0,,,,Bus
347,4129,DR,DO,0.0,,,,,,,,,,,,,,,,,DemandResponse
348,4130,MB,DO,135.0,175.0,152.0,180.0,201.0,205.0,34,82,75,,281.0,,,,,,,Bus
349,4131,DR,DO,0.0,,,,,,,,,,,,,,,,,DemandResponse
350,5001,MB,DO,24.0,101.0,129.0,101.0,48.0,78.0,106,81,158,134,143.0,139.0,145.0,92.0,124.0,133.0,154.0,Bus
351,5002,MB,DO,181.0,204.0,176.0,162.0,183.0,95.0,177,160,89,103,74.0,202.0,199.0,146.0,191.0,200.0,119.0,Bus
352,5003,LR,DO,1.0,0.0,2.0,2.0,2.0,3.0,5,6,0,,,,,,,,,Rail
353,5003,MB,DO,215.0,338.0,197.0,91.0,102.0,132.0,84,101,85,37,21.0,32.0,29.0,27.0,12.0,11.0,22.0,Bus
354,5004,MB,DO,29.0,31.0,25.0,24.0,27.0,30.0,31,27,35,41,42.0,73.0,114.0,136.0,128.0,219.0,180.0,Bus
355,5005,DR,DO,11.0,5.0,1.0,16.0,14.0,7.0,18,26,7,11,10.0,10.0,10.0,5.0,2.0,2.0,1.0,DemandResponse
356,5005,MB,DO,235.0,234.0,202.0,371.0,439.0,508.0,445,466,664,589,639.0,873.0,873.0,447.0,266.0,230.0,235.0,Bus
357,5006,MB,DO,13.0,51.0,76.0,43.0,64.0,108.0,58,62,52,51,39.0,20.0,21.0,66.0,110.0,147.0,169.0,Bus
358,5008,MB,DO,4329.0,3883.0,3571.0,3349.0,3220.0,3475.0,3810,3724,3680,3647,3415.0,3755.0,335.0,608.0,449.0,675.0,,Bus
359,5008,VP,DO,0.0,0.0,0.0,1.0,2.0,0.0,0,2,16,,,,,,,,,DemandResponse
360,5009,MB,DO,3.0,6.0,1.0,1.0,52.0,48.0,30,29,18,25,24.0,120.0,74.0,61.0,70.0,53.0,44.0,Bus
361,5010,DR,DO,113.0,294.0,102.0,171.0,164.0,54.0,84,114,116,106,100.0,5.0,3.0,4.0,5.0,54.0,71.0,DemandResponse
362,5010,MB,DO,1257.0,1385.0,1239.0,2343.0,2234.0,1230.0,1390,1319,1213,942,857.0,43.0,49.0,55.0,37.0,517.0,640.0,Bus
363,5011,DR,DO,199.0,90.0,71.0,72.0,71.0,62.0,83,34,33,13,24.0,14.0,30.0,18.0,107.0,113.0,107.0,DemandResponse
364,5011,MB,DO,511.0,253.0,118.0,113.0,120.0,107.0,184,177,143,117,85.0,103.0,113.0,79.0,389.0,431.0,841.0,Bus
365,5012,MB,DO,245.0,777.0,693.0,665.0,765.0,905.0,924,775,672,773,880.0,2648.0,1944.0,1428.0,1788.0,1848.0,1538.0,Bus
366,5015,DR,DO,15.0,14.0,22.0,19.0,12.0,26.0,111,13,12,9,6.0,6.0,,8.0,6.0,8.0,9.0,DemandResponse
367,5015,HR,DO,36.0,34.0,53.0,34.0,35.0,37.0,37,28,40,40,40.0,24.0,14.0,13.0,1998.0,1517.0,1543.0,Rail
368,5015,LR,DO,23.0,21.0,24.0,25.0,19.0,10.0,15,21,20,16,45.0,11.0,13.0,4.0,1163.0,1262.0,868.0,Rail
369,5015,MB,DO,795.0,563.0,414.0,211.0,228.0,136.0,127,67,76,471,227.0,123.0,52.0,277.0,471.0,70.0,112.0,Bus
370,5016,MB,DO,630.0,678.0,556.0,425.0,377.0,504.0,455,424,1452,1381,1351.0,1221.0,1211.0,1236.0,1565.0,1093.0,1260.0,Bus
371,5017,DR,DO,65.0,58.0,59.0,35.0,10.0,23.0,46,68,93,85,95.0,92.0,59.0,54.0,71.0,58.0,37.0,DemandResponse
372,5017,MB,DO,2588.0,1597.0,528.0,1282.0,976.0,1179.0,1238,272,1263,1031,1014.0,668.0,321.0,75.0,114.0,2187.0,1698.0,Bus
373,5017,TB,DO,604.0,424.0,723.0,707.0,505.0,440.0,429,1102,91,2,139.0,351.0,183.0,110.0,135.0,937.0,436.0,Bus
374,5019,DR,DO,4.0,1.0,1.0,1.0,2.0,1.0,3,3,4,,,,,,,,,DemandResponse
375,5019,MB,DO,19.0,3.0,5.0,18.0,17.0,6.0,6,2,10,,,,,,,,,Bus
376,5020,DR,DO,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,DemandResponse
377,5020,MB,DO,35.0,3.0,3.0,0.0,0.0,,,,,,,,,,,,,Bus
378,5021,DR,DO,54.0,30.0,16.0,14.0,1.0,0.0,1,                ,4,3,7.0,15.0,1.0,2.0,1.0,1.0,4.0,DemandResponse
379,5021,MB,DO,22.0,24.0,15.0,26.0,2.0,0.0,0,                ,8,9,9.0,8.0,6.0,4.0,2.0,2.0,4.0,Bus
380,5022,MB,DO,1256.0,990.0,677.0,825.0,1222.0,1400.0,1010,1250,364,1035,793.0,826.0,917.0,1141.0,1371.0,1371.0,801.0,Bus
381,5024,DR,DO,20.0,22.0,4.0,11.0,9.0,4.0,9,2,2,2,1.0,5.0,8.0,8.0,3.0,3.0,3.0,DemandResponse
382,5024,MB,DO,11.0,51.0,24.0,33.0,14.0,11.0,16,20,15,20,24.0,43.0,30.0,23.0,19.0,16.0,14.0,Bus
383,5025,MB,DO,128.0,285.0,422.0,241.0,333.0,235.0,242,6,5,87,86.0,94.0,266.0,107.0,112.0,185.0,191.0,Bus
384,5027,MB,DO,16557.0,4838.0,7699.0,8758.0,8862.0,9547.0,8836,8200,7286,7999,7320.0,7932.0,7546.0,7557.0,6150.0,5833.0,5980.0,Bus
385,5028,DR,DO,,6.0,3.0,2.0,2.0,3.0,8,6,7,4,5.0,9.0,3.0,0.0,3.0,26.0,20.0,DemandResponse
386,5028,MB,DO,7.0,4.0,1.0,2.0,1.0,0.0,                 ,3,3,2,33.0,42.0,36.0,8.0,19.0,71.0,86.0,Bus
387,5029,DR,DO,65.0,73.0,46.0,14.0,7.0,9.0,7,8,1,7,5.0,5.0,10.0,6.0,9.0,10.0,12.0,DemandResponse
388,5029,MB,DO,72.0,50.0,82.0,87.0,75.0,52.0,55,40,19,19,23.0,26.0,24.0,20.0,13.0,17.0,35.0,Bus
389,5030,DR,DO,5.0,7.0,7.0,10.0,13.0,15.0,3,2,6,,,,,,,,,DemandResponse
390,5030,MB,DO,14.0,17.0,20.0,24.0,27.0,31.0,14,12,31,,,,,,,,,Bus
391,5031,DR,DO,0.0,39.0,0.0,0.0,39.0,27.0,36,91,83,84,73.0,58.0,101.0,78.0,121.0,17.0,3.0,DemandResponse
392,5031,MB,DO,146.0,111.0,109.0,131.0,538.0,281.0,345,376,391,698,691.0,224.0,1423.0,1063.0,1050.0,323.0,586.0,Bus
393,5032,DR,DO,41.0,23.0,43.0,27.0,32.0,39.0,48,5,45,49,16.0,3.0,8.0,20.0,6.0,8.0,29.0,DemandResponse
394,5032,MB,DO,942.0,124.0,267.0,290.0,225.0,268.0,296,128,63,164,75.0,76.0,99.0,80.0,88.0,93.0,408.0,Bus
395,5033,MB,DO,351.0,150.0,377.0,336.0,376.0,961.0,865,1003,691,897,1051.0,1448.0,1295.0,1823.0,655.0,503.0,297.0,Bus
396,5034,DR,DO,52.0,54.0,9.0,15.0,48.0,4.0,10,5,9,15,15.0,9.0,15.0,12.0,11.0,5.0,7.0,DemandResponse
397,5034,MB,DO,111.0,104.0,18.0,8.0,90.0,12.0,13,3,2,42,38.0,33.0,47.0,50.0,28.0,49.0,150.0,Bus
398,5035,DR,DO,0.0,0.0,0.0,0.0,0.0,0.0,                 ,,,,,,,,,,,DemandResponse
