,Trs_Id,mode_cd,service_cd,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,MODE
198,3034,HR,DO,355.0,355.0,317.0,191.0,224.0,368.0,350,688,782,687,157.0,124.0,217.0,573.0,554.0,377.0,288.0,Rail
199,3034,LR,DO,96.0,91.0,83.0,131.0,128.0,199.0,255,60,87,267,658.0,281.0,223.0,192.0,600.0,1001.0,967.0,Rail
200,3034,MB,DO,3792.0,4424.0,3284.0,4257.0,3504.0,3299.0,3855,3965,3726,3665,2719.0,2856.0,3110.0,3681.0,3980.0,3967.0,3641.0,Bus
201,3035,DR,DO,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,DemandResponse
202,3035,MB,DO,2.0,3.0,5.0,9.0,8.0,4.0,6,5,4,18,15.0,16.0,1.0,13.0,8.0,1.0,1.0,Bus
203,3036,MB,DO,8.0,13.0,14.0,13.0,88.0,9.0,72,104,87,,,,,,,,,Bus
204,3040,MB,DO,3.0,17.0,11.0,10.0,55.0,4.0,16,15,17,,,,,,,,,Bus
205,3042,MB,DO,13.0,2.0,4.0,3.0,9.0,3.0,37,23,15,,,,,,,,,Bus
206,3050,DR,DO,7.0,5.0,8.0,4.0,3.0,4.0,,,,,,,,,,,,DemandResponse
207,3050,MB,DO,2.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,Bus
208,3051,MB,DO,631.0,606.0,1127.0,453.0,680.0,445.0,451,770,558,574,512.0,425.0,385.0,269.0,495.0,192.0,219.0,Bus
209,3054,MB,DO,173.0,256.0,224.0,246.0,368.0,519.0,346,206,369,378,41.0,54.0,77.0,55.0,63.0,83.0,81.0,Bus
210,3058,MB,DO,5.0,6.0,5.0,8.0,7.0,18.0,22,36,27,43,43.0,61.0,50.0,25.0,17.0,18.0,15.0,Bus
211,3068,MB,DO,25.0,,,,,,,,,,,,,,,,,Bus
212,3069,DR,DO,2.0,5.0,4.0,5.0,4.0,10.0,3,7,18,23,18.0,,,,,,,DemandResponse
213,3069,MB,DO,52.0,58.0,42.0,34.0,7.0,10.0,12,48,50,51,56.0,,,,,,,Bus
214,3071,MB,DO,8.0,141.0,63.0,35.0,24.0,26.0,11,165,155,135,138.0,135.0,161.0,125.0,96.0,105.0,116.0,Bus
215,3072,DR,DO,5.0,1.0,1.0,2.0,2.0,2.0,10,3,15,5,4.0,12.0,10.0,6.0,2.0,8.0,4.0,DemandResponse
216,3072,MB,DO,7.0,13.0,17.0,1.0,5.0,10.0,22,16,83,65,17.0,26.0,40.0,34.0,21.0,50.0,36.0,Bus
217,3074,DR,DO,23.0,7.0,19.0,3.0,15.0,17.0,9,44,5,7,13.0,4.0,6.0,,,,,DemandResponse
218,3074,MB,DO,21.0,22.0,23.0,5.0,26.0,2.0,38,102,41,27,49.0,24.0,9.0,,,,,Bus
219,3075,DR,DO,221.0,155.0,134.0,162.0,243.0,326.0,411,458,429,296,202.0,199.0,228.0,259.0,222.0,145.0,174.0,DemandResponse
220,3075,MB,DO,520.0,345.0,337.0,324.0,677.0,1013.0,793,678,1022,887,1121.0,1168.0,1198.0,687.0,730.0,800.0,883.0,Bus
221,3076,DR,DO,12.0,0.0,0.0,1.0,1.0,0.0,2,2,11,32,0.0,1.0,8.0,4.0,7.0,8.0,2.0,DemandResponse
222,3076,MB,DO,25.0,0.0,0.0,4.0,9.0,0.0,3,4,44,28,18.0,36.0,176.0,199.0,98.0,53.0,23.0,Bus
223,3083,DR,DO,81.0,130.0,5.0,,,,,,,,,,,,,,,DemandResponse
224,3083,MB,DO,1576.0,2362.0,3158.0,2738.0,2915.0,3596.0,3589,2900,3733,3778,2551.0,1624.0,2422.0,2724.0,1593.0,1138.0,1231.0,Bus
225,3083,VP,DO,2.0,5.0,8.0,3.0,3.0,3.0,0,0,0,0,1.0,1.0,7.0,14.0,,,,DemandResponse
226,3084,VP,DO,14.0,0.0,,,,,,,,,,,,,,,,DemandResponse
227,4001,DR,DO,3.0,2.0,4.0,3.0,4.0,6.0,11,22,39,35,41.0,42.0,17.0,19.0,37.0,34.0,16.0,DemandResponse
228,4001,IP,DO,0.0,0.0,0.0,0.0,0.0,2.0,2,1,3,7,117.0,0.0,2.0,1.0,1.0,0.0,1.0,Rail
229,4001,MB,DO,8.0,9.0,8.0,7.0,8.0,136.0,204,128,147,214,219.0,239.0,222.0,161.0,207.0,201.0,215.0,Bus
230,4002,DR,DO,35.0,39.0,40.0,44.0,39.0,23.0,19,13,17,27,17.0,24.0,18.0,20.0,32.0,22.0,20.0,DemandResponse
231,4002,MB,DO,397.0,365.0,479.0,616.0,327.0,166.0,182,151,150,504,471.0,380.0,231.0,253.0,197.0,280.0,319.0,Bus
232,4003,DR,DO,576.0,156.0,156.0,174.0,307.0,354.0,459,548,182,98,135.0,147.0,186.0,89.0,82.0,82.0,72.0,DemandResponse
233,4003,LR,DO,23.0,48.0,48.0,27.0,55.0,64.0,69,44,39,,,,,,,,,Rail
234,4003,MB,DO,2614.0,1679.0,1442.0,1337.0,1434.0,1505.0,1468,1335,474,445,432.0,436.0,382.0,181.0,196.0,219.0,215.0,Bus
235,4004,DR,DO,48.0,40.0,38.0,25.0,149.0,258.0,331,300,359,133,98.0,84.0,61.0,31.0,54.0,73.0,139.0,DemandResponse
236,4004,MB,DO,240.0,292.0,297.0,110.0,640.0,773.0,784,704,817,888,660.0,730.0,882.0,597.0,875.0,1013.0,2362.0,Bus
237,4005,MB,DO,11.0,2.0,3.0,8.0,6.0,18.0,38,44,82,76,63.0,57.0,59.0,26.0,22.0,9.0,10.0,Bus
238,4006,DR,DO,3.0,4.0,4.0,2.0,1.0,3.0,4,6,11,,29.0,2.0,4.0,16.0,8.0,2.0,14.0,DemandResponse
239,4006,MB,DO,186.0,167.0,61.0,44.0,32.0,38.0,44,61,52,,,,,,,,,Bus
240,4007,DR,DO,83.0,59.0,170.0,171.0,64.0,76.0,,,,,,,,,,,,DemandResponse
241,4007,MB,DO,281.0,434.0,197.0,266.0,372.0,419.0,304,402,308,281,318.0,296.0,286.0,398.0,509.0,544.0,616.0,Bus
242,4008,DR,DO,27.0,27.0,22.0,45.0,152.0,117.0,248,233,134,99,101.0,75.0,0.0,100.0,26.0,79.0,174.0,DemandResponse
243,4008,MB,DO,819.0,1278.0,712.0,767.0,907.0,1359.0,887,874,911,859,883.0,872.0,800.0,862.0,540.0,761.0,781.0,Bus
244,4008,VP,DO,0.0,1.0,1.0,2.0,8.0,13.0,16,16,22,22,11.0,13.0,23.0,20.0,24.0,23.0,12.0,DemandResponse
245,4009,DR,DO,17.0,7.0,14.0,18.0,28.0,25.0,44,3,4,3,6.0,8.0,6.0,5.0,15.0,8.0,13.0,DemandResponse
246,4009,MB,DO,95.0,15.0,33.0,45.0,63.0,75.0,66,37,41,50,35.0,42.0,41.0,47.0,75.0,67.0,73.0,Bus
247,4011,DR,DO,3.0,1.0,3.0,2.0,8.0,3.0,4,8,1,,,,,,,,,DemandResponse
248,4011,MB,DO,91.0,68.0,88.0,39.0,80.0,31.0,47,35,46,,,,,,,,,Bus
249,4012,DR,DO,19.0,11.0,24.0,12.0,14.0,39.0,34,40,38,40,21.0,18.0,9.0,17.0,17.0,13.0,54.0,DemandResponse
250,4012,MB,DO,49.0,77.0,109.0,150.0,79.0,112.0,101,117,207,212,148.0,137.0,183.0,41.0,15.0,100.0,177.0,Bus
251,4014,DR,DO,41.0,29.0,19.0,39.0,18.0,11.0,14,13,29,31,20.0,17.0,26.0,28.0,23.0,8.0,10.0,DemandResponse
252,4014,MB,DO,101.0,156.0,128.0,120.0,104.0,96.0,69,107,119,122,142.0,230.0,241.0,225.0,211.0,151.0,128.0,Bus
253,4015,DR,DO,9.0,9.0,13.0,33.0,32.0,28.0,18,30,14,28,1.0,7.0,9.0,,,,,DemandResponse
254,4015,MB,DO,257.0,297.0,247.0,359.0,434.0,390.0,310,341,300,320,25.0,93.0,103.0,,,,,Bus
255,4017,MB,DO,607.0,313.0,212.0,230.0,227.0,1045.0,623,548,685,428,446.0,524.0,400.0,479.0,345.0,267.0,319.0,Bus
256,4018,DR,DO,86.0,111.0,98.0,110.0,150.0,113.0,118,107,96,90,93.0,96.0,85.0,75.0,95.0,89.0,100.0,DemandResponse
257,4018,MB,DO,1355.0,1565.0,1349.0,1463.0,1993.0,1505.0,1562,1427,1282,1192,1235.0,1278.0,1130.0,1002.0,1267.0,1182.0,1328.0,Bus
258,4019,DR,DO,6.0,27.0,22.0,15.0,17.0,23.0,17,16,20,18,17.0,23.0,17.0,9.0,16.0,15.0,27.0,DemandResponse
259,4019,MB,DO,622.0,325.0,264.0,245.0,318.0,286.0,320,409,312,327,276.0,245.0,271.0,282.0,428.0,375.0,305.0,Bus
260,4021,DR,DO,25.0,9.0,3.0,15.0,15.0,13.0,15,                ,4,2,8.0,8.0,14.0,0.0,0.0,2.0,34.0,DemandResponse
261,4021,MB,DO,107.0,77.0,72.0,68.0,59.0,51.0,43,49,49,18,40.0,45.0,69.0,33.0,35.0,58.0,70.0,Bus
262,4022,DR,DO,107.0,69.0,35.0,69.0,75.0,481.0,401,192,140,160,486.0,621.0,737.0,428.0,345.0,,,DemandResponse
263,4022,HR,DO,1130.0,1107.0,10072.0,13476.0,13425.0,1964.0,1966,1222,919,422,736.0,768.0,822.0,736.0,791.0,771.0,790.0,Rail
264,4022,MB,DO,10544.0,10030.0,8215.0,5755.0,5846.0,8304.0,9364,10991,9605,6174,5929.0,6634.0,7232.0,4882.0,4460.0,7010.0,8177.0,Bus
265,4023,DR,DO,3.0,0.0,0.0,2.0,2.0,6.0,11,17,7,3,,,,,,,,DemandResponse
266,4023,MB,DO,89.0,94.0,119.0,130.0,123.0,95.0,84,81,152,67,,,,,,,,Bus
267,4024,DR,DO,29.0,20.0,31.0,63.0,75.0,60.0,71,63,52,,,,,,,,,DemandResponse
268,4024,MB,DO,181.0,210.0,188.0,152.0,113.0,120.0,122,110,121,,,,,,,,,Bus
269,4025,MB,DO,521.0,524.0,425.0,382.0,392.0,412.0,308,385,312,335,,24.0,133.0,147.0,242.0,272.0,262.0,Bus
270,4026,DR,DO,9.0,0.0,0.0,1.0,17.0,16.0,65,235,230,187,165.0,264.0,203.0,239.0,258.0,184.0,220.0,DemandResponse
271,4026,MB,DO,26.0,20.0,2.0,2.0,12.0,11.0,77,170,156,377,261.0,369.0,439.0,425.0,403.0,220.0,208.0,Bus
272,4026,VP,DO,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,DemandResponse
273,4027,MB,DO,381.0,455.0,1839.0,1936.0,657.0,1448.0,1203,1066,595,1077,1374.0,677.0,281.0,594.0,509.0,220.0,438.0,Bus
274,4028,MB,DO,377.0,168.0,175.0,135.0,86.0,58.0,157,155,127,112,129.0,71.0,65.0,80.0,92.0,112.0,97.0,Bus
275,4029,MB,DO,348.0,503.0,383.0,456.0,664.0,537.0,370,340,374,378,352.0,405.0,1616.0,1715.0,1897.0,3612.0,4924.0,Bus
276,4030,MB,DO,313.0,530.0,543.0,421.0,503.0,363.0,352,418,258,161,130.0,115.0,122.0,118.0,102.0,192.0,264.0,Bus
277,4031,DR,DO,70.0,41.0,10.0,43.0,35.0,20.0,30,16,25,21,34.0,70.0,52.0,48.0,82.0,56.0,60.0,DemandResponse
278,4031,MB,DO,84.0,5.0,41.0,250.0,231.0,151.0,122,132,119,124,431.0,329.0,329.0,272.0,56.0,262.0,215.0,Bus
279,4032,DR,DO,52.0,44.0,59.0,68.0,127.0,161.0,175,165,158,166,188.0,172.0,26.0,40.0,167.0,131.0,120.0,DemandResponse
280,4032,MB,DO,15.0,26.0,173.0,271.0,427.0,417.0,419,453,296,370,383.0,469.0,179.0,175.0,302.0,329.0,398.0,Bus
281,4032,VP,DO,0.0,0.0,0.0,0.0,1.0,2.0,                 ,0,0,0,0.0,0.0,0.0,0.0,,,,DemandResponse
282,4034,AG,DO,378.0,724.0,259.0,155.0,406.0,350.0,291,210,188,,,,,,,,,Rail
283,4034,HR,DO,1841.0,1184.0,1674.0,1522.0,1430.0,1355.0,1407,2507,2017,167,192.0,213.0,224.0,228.0,227.0,288.0,264.0,Rail
284,4034,MB,DO,12885.0,7413.0,7694.0,9095.0,10680.0,8945.0,9118,9830,7319,6474,6970.0,7336.0,7984.0,9289.0,9571.0,1724.0,1689.0,Bus
285,4035,MB,DO,236.0,201.0,119.0,87.0,904.0,322.0,1073,1580,1481,1029,956.0,1476.0,1447.0,962.0,1165.0,891.0,801.0,Bus
286,4036,DR,DO,5.0,4.0,21.0,28.0,21.0,18.0,16,12,11,10,19.0,11.0,8.0,11.0,11.0,13.0,13.0,DemandResponse
287,4036,MB,DO,83.0,79.0,69.0,76.0,71.0,68.0,62,48,46,45,59.0,42.0,21.0,12.0,12.0,42.0,56.0,Bus
288,4037,MB,DO,166.0,153.0,214.0,423.0,380.0,365.0,233,347,382,303,338.0,565.0,1898.0,1963.0,1836.0,1662.0,1595.0,Bus
289,4038,MB,DO,45.0,77.0,86.0,125.0,191.0,196.0,122,120,134,139,,,,,,,38.0,Bus
290,4040,AG,DO,15.0,30.0,32.0,20.0,22.0,7.0,7,10,16,,,,,,,,,Rail
291,4040,MB,DO,637.0,854.0,625.0,440.0,524.0,591.0,879,782,679,549,288.0,169.0,80.0,92.0,90.0,94.0,126.0,Bus
292,4041,DR,DO,0.0,8.0,2.0,2.0,3.0,11.0,34,9,31,33,64.0,175.0,207.0,104.0,118.0,113.0,126.0,DemandResponse
293,4041,MB,DO,1263.0,1327.0,917.0,1663.0,844.0,801.0,813,1072,1186,1225,1019.0,1435.0,2540.0,1664.0,1564.0,1460.0,1275.0,Bus
294,4043,MB,DO,0.0,359.0,360.0,199.0,163.0,183.0,71,54,14,49,39.0,52.0,74.0,119.0,101.0,45.0,45.0,Bus
295,4044,DR,DO,56.0,0.0,76.0,15.0,9.0,16.0,21,29,29,47,19.0,16.0,14.0,7.0,7.0,5.0,3.0,DemandResponse
296,4044,MB,DO,97.0,0.0,77.0,104.0,80.0,107.0,131,165,119,127,95.0,90.0,124.0,60.0,55.0,65.0,55.0,Bus
297,4046,DR,DO,9.0,29.0,5.0,4.0,5.0,3.0,11,25,17,7,3.0,7.0,14.0,26.0,23.0,,,DemandResponse
298,4046,MB,DO,22.0,48.0,23.0,9.0,3.0,22.0,36,52,97,167,76.0,97.0,118.0,174.0,200.0,410.0,466.0,Bus
299,4047,DR,DO,1.0,12.0,5.0,1.0,3.0,5.0,2,1,2,2,4.0,0.0,0.0,0.0,0.0,1.0,0.0,DemandResponse
300,4047,MB,DO,51.0,67.0,102.0,110.0,25.0,20.0,23,18,44,27,33.0,6.0,2.0,9.0,12.0,23.0,37.0,Bus
301,4051,DR,DO,10.0,9.0,11.0,3.0,6.0,3.0,6,5,4,1,1.0,3.0,4.0,9.0,6.0,6.0,5.0,DemandResponse
302,4051,MB,DO,91.0,62.0,68.0,50.0,77.0,87.0,77,96,102,130,136.0,140.0,150.0,165.0,150.0,58.0,60.0,Bus
303,4053,DR,DO,34.0,3.0,6.0,5.0,2.0,14.0,13,10,0,0,1.0,13.0,2.0,1.0,96.0,9.0,1.0,DemandResponse
304,4053,MB,DO,154.0,252.0,249.0,163.0,162.0,207.0,293,48,20,17,20.0,63.0,163.0,29.0,482.0,37.0,197.0,Bus
305,4054,DR,DO,3.0,1.0,3.0,1.0,1.0,1.0,2,3,6,,,,,,,,,DemandResponse
306,4054,MB,DO,3.0,2.0,2.0,2.0,1.0,1.0,3,4,4,,,,,,,,,Bus
307,4056,DR,DO,0.0,0.0,0.0,0.0,0.0,0.0,158,19,13,18,14.0,12.0,,,,,,DemandResponse
308,4056,MB,DO,0.0,0.0,0.0,0.0,0.0,0.0,42,38,19,29,23.0,19.0,,,,,,Bus
309,4057,DR,DO,9.0,7.0,4.0,8.0,8.0,11.0,13,5,5,21,13.0,12.0,7.0,6.0,10.0,5.0,6.0,DemandResponse
310,4057,MB,DO,45.0,44.0,51.0,36.0,48.0,41.0,58,66,69,77,77.0,70.0,87.0,67.0,78.0,96.0,94.0,Bus
311,4058,DR,DO,0.0,8.0,4.0,2.0,12.0,28.0,16,20,13,10,16.0,12.0,4.0,5.0,6.0,10.0,1.0,DemandResponse
312,4058,MB,DO,70.0,80.0,83.0,56.0,107.0,149.0,141,140,96,87,90.0,95.0,43.0,52.0,94.0,83.0,76.0,Bus
313,4063,DR,DO,3.0,4.0,35.0,21.0,8.0,32.0,35,29,44,25,5.0,13.0,13.0,10.0,10.0,8.0,9.0,DemandResponse
314,4063,MB,DO,7.0,14.0,10.0,20.0,16.0,41.0,42,63,81,50,16.0,20.0,20.0,19.0,17.0,18.0,21.0,Bus
315,4068,DR,DO,9.0,17.0,4.0,18.0,15.0,5.0,1,                ,11,6,6.0,10.0,15.0,21.0,15.0,19.0,46.0,DemandResponse
316,4070,FB,DO,19.0,17.0,14.0,16.0,13.0,24.0,,,,,,,,,,,,Other
317,4071,DR,DO,5.0,17.0,16.0,22.0,1.0,2.0,4,1,1,0,0.0,5.0,6.0,6.0,12.0,19.0,30.0,DemandResponse
318,4071,MB,DO,15.0,42.0,53.0,65.0,19.0,16.0,14,14,19,56,31.0,24.0,22.0,20.0,35.0,63.0,87.0,Bus
319,4074,DR,DO,22.0,27.0,34.0,24.0,4.0,7.0,8,10,6,9,2.0,0.0,1.0,19.0,3.0,3.0,6.0,DemandResponse
320,4074,MB,DO,82.0,57.0,118.0,185.0,176.0,168.0,159,211,236,169,86.0,90.0,142.0,172.0,85.0,96.0,11.0,Bus
321,4080,DR,DO,0.0,0.0,0.0,,,,,,,,,,,,,,,DemandResponse
322,4080,MB,DO,2.0,0.0,3.0,,,,,,,,,,,,,,,Bus
323,4082,VP,DO,2.0,1.0,4.0,4.0,8.0,3.0,2,6,7,6,3.0,11.0,29.0,23.0,43.0,15.0,11.0,DemandResponse
324,4085,DR,DO,5.0,4.0,,,,,,,,,,,,,,,,DemandResponse
325,4085,MB,DO,2.0,0.0,1.0,6.0,11.0,8.0,33,,,,,,,,,,,Bus
326,4086,DR,DO,23.0,12.0,18.0,39.0,48.0,35.0,52,168,156,168,192.0,144.0,456.0,432.0,492.0,192.0,168.0,DemandResponse
327,4086,MB,DO,3744.0,4284.0,8652.0,8352.0,8504.0,8286.0,8051,4524,4795,1860,2148.0,2712.0,3360.0,3228.0,3216.0,3346.0,3144.0,Bus
328,4092,DR,DO,4.0,15.0,17.0,13.0,16.0,18.0,24,19,13,5,6.0,15.0,26.0,,,,,DemandResponse
329,4092,MB,DO,50.0,52.0,57.0,65.0,73.0,72.0,58,57,36,57,56.0,91.0,94.0,,,,,Bus
330,4097,DR,DO,75.0,76.0,86.0,55.0,45.0,26.0,22,16,10,16,22.0,26.0,37.0,14.0,21.0,30.0,23.0,DemandResponse
331,4097,MB,DO,0.0,1.0,14.0,14.0,16.0,13.0,22,34,34,18,34.0,8.0,7.0,5.0,5.0,12.0,22.0,Bus
332,4099,DR,DO,3.0,3.0,0.0,,,,,,,,,,,,,,,DemandResponse
333,4100,DR,DO,100.0,275.0,260.0,160.0,8.0,29.0,41,425,339,235,229.0,82.0,123.0,86.0,121.0,51.0,54.0,DemandResponse
334,4100,MB,DO,81.0,48.0,225.0,197.0,206.0,317.0,296,159,110,116,40.0,117.0,168.0,208.0,198.0,118.0,103.0,Bus
335,4100,VP,DO,0.0,2.0,3.0,,3.0,9.0,9,4,,,,,,,,,,DemandResponse
336,4101,MB,DO,11.0,17.0,3.0,13.0,17.0,30.0,59,72,85,,,,,,,,,Bus
337,4102,DR,DO,3.0,0.0,8.0,8.0,4.0,3.0,10,7,4,6,17.0,12.0,5.0,0.0,,,,DemandResponse
338,4102,MB,DO,4.0,14.0,41.0,45.0,50.0,43.0,38,41,37,40,40.0,27.0,29.0,141.0,,,,Bus
339,4103,DR,DO,9.0,5.0,0.0,0.0,8.0,11.0,11,2,3,1,2.0,2.0,4.0,3.0,3.0,2.0,,DemandResponse
340,4104,DR,DO,0.0,0.0,0.0,,0.0,0.0,2,12,9,17,0.0,12.0,,,,,,DemandResponse
341,4104,MB,DO,1.0,0.0,0.0,,0.0,0.0,4,9,7,20,2.0,16.0,,,,,,Bus
342,4108,MB,DO,139.0,199.0,206.0,250.0,244.0,49.0,90,155,67,137,30.0,25.0,1.0,76.0,348.0,165.0,94.0,Bus
343,4108,VP,DO,5.0,5.0,7.0,6.0,18.0,14.0,24,4,1,6,9.0,2.0,0.0,1.0,5.0,0.0,0.0,DemandResponse
344,4113,DR,DO,0.0,26.0,32.0,19.0,20.0,5.0,3,19,10,16,,,,,,,,DemandResponse
345,4127,DR,DO,23.0,44.0,16.0,21.0,18.0,20.0,37,32,17,15,17.0,19.0,15.0,6.0,,,,DemandResponse
346,4127,MB,DO,1.0,23.0,30.0,12.0,9.0,40.0,12,13,12,19,26.0,46.0,33.0,26.0,,,,Bus
347,4129,DR,DO,0.0,,,,,,,,,,,,,,,,,DemandResponse
348,4130,MB,DO,420.0,34.0,47.0,58.0,61.0,66.0,214,67,62,,171.0,,,,,,,Bus
349,4131,DR,DO,0.0,,,,,,,,,,,,,,,,,DemandResponse
350,5001,MB,DO,4.0,29.0,35.0,33.0,21.0,29.0,39,32,34,32,27.0,21.0,38.0,28.0,36.0,41.0,33.0,Bus
351,5002,MB,DO,122.0,118.0,86.0,74.0,79.0,85.0,103,84,34,41,37.0,40.0,109.0,179.0,64.0,53.0,35.0,Bus
352,5003,LR,DO,4.0,3.0,4.0,5.0,2.0,2.0,4,2,2,,,,,,,,,Rail
353,5003,MB,DO,52.0,64.0,180.0,99.0,66.0,34.0,94,63,56,34,25.0,47.0,45.0,49.0,34.0,30.0,37.0,Bus
354,5004,MB,DO,15.0,13.0,10.0,15.0,13.0,13.0,10,47,51,56,62.0,58.0,107.0,54.0,89.0,103.0,122.0,Bus
355,5005,DR,DO,10.0,12.0,17.0,4.0,16.0,18.0,13,14,26,37,41.0,22.0,22.0,11.0,13.0,10.0,3.0,DemandResponse
356,5005,MB,DO,405.0,354.0,489.0,388.0,324.0,404.0,437,371,549,582,545.0,449.0,449.0,619.0,414.0,303.0,341.0,Bus
357,5006,MB,DO,67.0,90.0,112.0,84.0,120.0,185.0,185,191,243,186,110.0,27.0,121.0,55.0,37.0,53.0,61.0,Bus
358,5008,MB,DO,3053.0,2800.0,2687.0,2774.0,2754.0,3254.0,3742,3125,2995,2926,2653.0,3775.0,614.0,659.0,433.0,960.0,,Bus
359,5008,VP,DO,0.0,0.0,0.0,0.0,1.0,0.0,0,2,3,,,,,,,,,DemandResponse
360,5009,MB,DO,6.0,6.0,3.0,5.0,26.0,24.0,13,12,13,33,30.0,26.0,51.0,65.0,58.0,70.0,37.0,Bus
361,5010,DR,DO,11.0,4.0,5.0,31.0,36.0,35.0,33,36,45,31,21.0,43.0,33.0,41.0,34.0,21.0,30.0,DemandResponse
362,5010,MB,DO,76.0,1.0,18.0,158.0,148.0,136.0,139,183,173,115,89.0,984.0,953.0,840.0,746.0,197.0,164.0,Bus
363,5011,DR,DO,20.0,50.0,55.0,49.0,54.0,87.0,79,85,53,39,53.0,41.0,16.0,43.0,50.0,86.0,39.0,DemandResponse
364,5011,MB,DO,3.0,238.0,114.0,103.0,118.0,129.0,117,144,44,94,86.0,94.0,26.0,84.0,136.0,119.0,105.0,Bus
365,5012,MB,DO,661.0,434.0,344.0,246.0,283.0,335.0,342,287,230,280,309.0,1830.0,1805.0,1922.0,1817.0,1648.0,1624.0,Bus
366,5015,DR,DO,34.0,22.0,58.0,6.0,20.0,53.0,36,64,11,22,26.0,38.0,,40.0,43.0,43.0,25.0,DemandResponse
367,5015,HR,DO,58.0,72.0,93.0,93.0,75.0,92.0,59,62,60,61,44.0,16.0,13.0,7.0,147.0,113.0,64.0,Rail
368,5015,LR,DO,58.0,69.0,57.0,99.0,72.0,62.0,61,55,89,58,83.0,23.0,20.0,31.0,106.0,115.0,59.0,Rail
369,5015,MB,DO,3344.0,2012.0,1688.0,1979.0,2008.0,1320.0,1713,706,1269,1778,1135.0,1093.0,1278.0,869.0,1186.0,945.0,570.0,Bus
370,5016,MB,DO,1786.0,1937.0,1782.0,1472.0,1244.0,1394.0,1453,1121,2404,2070,2024.0,2049.0,2118.0,2154.0,2316.0,2067.0,2814.0,Bus
371,5017,DR,DO,203.0,264.0,306.0,185.0,178.0,248.0,307,104,50,84,111.0,118.0,133.0,90.0,102.0,81.0,72.0,DemandResponse
372,5017,MB,DO,2662.0,1835.0,887.0,1794.0,1924.0,1998.0,2586,335,1393,1121,1171.0,1251.0,1376.0,2522.0,3603.0,1651.0,1939.0,Bus
373,5017,TB,DO,471.0,515.0,1421.0,1129.0,937.0,714.0,706,1392,131,8,196.0,539.0,475.0,956.0,1531.0,518.0,653.0,Bus
374,5019,DR,DO,0.0,5.0,2.0,0.0,0.0,0.0,1,2,2,,,,,,,,,DemandResponse
375,5019,MB,DO,1.0,4.0,12.0,11.0,7.0,2.0,4,6,8,,,,,,,,,Bus
376,5020,DR,DO,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,DemandResponse
377,5020,MB,DO,0.0,1.0,0.0,6.0,5.0,,,,,,,,,,,,,Bus
378,5021,DR,DO,2.0,23.0,8.0,5.0,3.0,6.0,15,12,24,12,20.0,32.0,12.0,13.0,7.0,2.0,5.0,DemandResponse
379,5021,MB,DO,0.0,18.0,49.0,11.0,18.0,8.0,48,18,43,21,38.0,63.0,47.0,41.0,31.0,35.0,31.0,Bus
380,5022,MB,DO,966.0,629.0,1402.0,1694.0,932.0,516.0,512,325,159,211,224.0,247.0,299.0,206.0,120.0,120.0,498.0,Bus
381,5024,DR,DO,2.0,6.0,6.0,14.0,9.0,20.0,19,4,2,0,2.0,8.0,12.0,8.0,3.0,0.0,2.0,DemandResponse
382,5024,MB,DO,20.0,20.0,50.0,69.0,66.0,61.0,34,55,78,40,54.0,53.0,44.0,50.0,27.0,30.0,21.0,Bus
383,5025,MB,DO,155.0,1.0,2.0,0.0,0.0,0.0,                 ,253,242,188,202.0,195.0,236.0,257.0,241.0,196.0,150.0,Bus
384,5027,MB,DO,2149.0,5778.0,1459.0,533.0,800.0,1079.0,990,1122,1156,857,499.0,668.0,788.0,853.0,708.0,771.0,642.0,Bus
385,5028,DR,DO,,21.0,23.0,33.0,35.0,36.0,41,32,26,17,28.0,26.0,2.0,2.0,4.0,8.0,10.0,DemandResponse
386,5028,MB,DO,9.0,5.0,10.0,14.0,14.0,9.0,12,16,15,11,67.0,83.0,37.0,17.0,12.0,34.0,24.0,Bus
387,5029,DR,DO,2.0,1.0,2.0,1.0,1.0,0.0,                 ,3,13,13,9.0,2.0,4.0,7.0,7.0,3.0,3.0,DemandResponse
388,5029,MB,DO,3.0,2.0,2.0,7.0,5.0,1.0,5,31,41,50,35.0,23.0,25.0,23.0,24.0,15.0,20.0,Bus
389,5030,DR,DO,4.0,5.0,7.0,9.0,11.0,12.0,12,4,3,,,,,,,,,DemandResponse
390,5030,MB,DO,22.0,25.0,30.0,32.0,34.0,37.0,83,84,48,,,,,,,,,Bus
391,5031,DR,DO,0.0,74.0,0.0,0.0,66.0,51.0,74,145,196,115,115.0,93.0,70.0,154.0,74.0,149.0,81.0,DemandResponse
392,5031,MB,DO,1082.0,710.0,562.0,500.0,1467.0,709.0,641,636,638,671,224.0,571.0,1487.0,2306.0,786.0,1327.0,1356.0,Bus
393,5032,DR,DO,95.0,111.0,106.0,113.0,141.0,148.0,144,238,197,145,174.0,74.0,74.0,130.0,93.0,15.0,23.0,DemandResponse
394,5032,MB,DO,281.0,428.0,628.0,772.0,759.0,650.0,413,559,628,649,576.0,642.0,653.0,597.0,474.0,419.0,512.0,Bus
