,Geography,Population_Estimate,DateTime,Year
4258,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2912875.0,2014-07-01,2014
4259,"Terre Haute, IN Metro Area",171035.0,2014-07-01,2014
4260,"Toledo, OH Metro Area",606336.0,2014-07-01,2014
4261,"Topeka, KS Metro Area",233752.0,2014-07-01,2014
4262,"Tucson, AZ Metro Area",1004675.0,2014-07-01,2014
4263,"Tulsa, OK Metro Area",969986.0,2014-07-01,2014
4264,"Tuscaloosa, AL Metro Area",238427.0,2014-07-01,2014
4265,"Tyler, TX Metro Area",219605.0,2014-07-01,2014
4266,"Utica-Rome, NY Metro Area",296010.0,2014-07-01,2014
4267,"Valdosta, GA Metro Area",143445.0,2014-07-01,2014
4268,"Vallejo-Fairfield, CA Metro Area",429155.0,2014-07-01,2014
4269,"Victoria, TX Metro Area",98564.0,2014-07-01,2014
4270,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1714136.0,2014-07-01,2014
4271,"Visalia-Porterville, CA Metro Area",455602.0,2014-07-01,2014
4272,"Waco, TX Metro Area",260434.0,2014-07-01,2014
4273,"Warner Robins, GA Metro Area",187236.0,2014-07-01,2014
4274,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6020449.0,2014-07-01,2014
4275,"Waterloo-Cedar Falls, IA Metro Area",170459.0,2014-07-01,2014
4276,"Wausau, WI Metro Area",135131.0,2014-07-01,2014
4277,"Weirton-Steubenville, WV-OH Metro Area",121500.0,2014-07-01,2014
4278,"Wheeling, WV-OH Metro Area",144958.0,2014-07-01,2014
4279,"Wichita, KS Metro Area",640604.0,2014-07-01,2014
4280,"Wichita Falls, TX Metro Area",151863.0,2014-07-01,2014
4281,"Williamsport, PA Metro Area",116303.0,2014-07-01,2014
4282,"Wilmington, NC Metro Area",271904.0,2014-07-01,2014
4283,"Winchester, VA-WV Metro Area",133563.0,2014-07-01,2014
4284,"Winston-Salem, NC Metro Area",653403.0,2014-07-01,2014
4285,"Yakima, WA Metro Area",247046.0,2014-07-01,2014
4286,"York-Hanover, PA Metro Area",440496.0,2014-07-01,2014
4287,"Youngstown-Warren-Boardman, OH-PA Metro Area",553051.0,2014-07-01,2014
4288,"Yuba City, CA Metro Area",168392.0,2014-07-01,2014
4289,"Yuma, AZ Metro Area",204283.0,2014-07-01,2014
4290,"Abilene, TX Metro Area",169704.0,2015-07-01,2015
4291,"Akron, OH Metro Area",704448.0,2015-07-01,2015
4292,"Albany, GA Metro Area",153604.0,2015-07-01,2015
4293,"Albany-Schenectady-Troy, NY Metro Area",879131.0,2015-07-01,2015
4294,"Albuquerque, NM Metro Area",906548.0,2015-07-01,2015
4295,"Alexandria, LA Metro Area",154102.0,2015-07-01,2015
4296,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",830361.0,2015-07-01,2015
4297,"Altoona, PA Metro Area",124585.0,2015-07-01,2015
4298,"Amarillo, TX Metro Area",261804.0,2015-07-01,2015
4299,"Ames, IA Metro Area",96605.0,2015-07-01,2015
4300,"Anchorage, AK Metro Area",398681.0,2015-07-01,2015
4301,"Ann Arbor, MI Metro Area",363109.0,2015-07-01,2015
4302,"Appleton, WI Metro Area",233229.0,2015-07-01,2015
4303,"Asheville, NC Metro Area",444673.0,2015-07-01,2015
4304,"Athens-Clarke County, GA Metro Area",202533.0,2015-07-01,2015
4305,"Atlantic City-Hammonton, NJ Metro Area",270471.0,2015-07-01,2015
4306,"Auburn-Opelika, AL Metro Area",157009.0,2015-07-01,2015
4307,"Augusta-Richmond County, GA-SC Metro Area",589476.0,2015-07-01,2015
4308,"Austin-Round Rock, TX Metro Area",2002591.0,2015-07-01,2015
4309,"Bakersfield, CA Metro Area",877197.0,2015-07-01,2015
4310,"Bangor, ME Metro Area",151949.0,2015-07-01,2015
4311,"Barnstable Town, MA Metro Area",213811.0,2015-07-01,2015
4312,"Baton Rouge, LA Metro Area",828211.0,2015-07-01,2015
4313,"Battle Creek, MI Metro Area",134339.0,2015-07-01,2015
4314,"Bay City, MI Metro Area",105281.0,2015-07-01,2015
4315,"Beaumont-Port Arthur, TX Metro Area",409098.0,2015-07-01,2015
4316,"Bellingham, WA Metro Area",211940.0,2015-07-01,2015
4317,"Billings, MT Metro Area",167755.0,2015-07-01,2015
4318,"Binghamton, NY Metro Area",245154.0,2015-07-01,2015
4319,"Birmingham-Hoover, AL Metro Area",1144734.0,2015-07-01,2015
4320,"Bismarck, ND Metro Area",129661.0,2015-07-01,2015
4321,"Blacksburg-Christiansburg-Radford, VA Metro Area",181345.0,2015-07-01,2015
4322,"Bloomington, IN Metro Area",165050.0,2015-07-01,2015
4323,"Bowling Green, KY Metro Area",169488.0,2015-07-01,2015
4324,"Bremerton-Silverdale, WA Metro Area",259320.0,2015-07-01,2015
4325,"Bridgeport-Stamford-Norwalk, CT Metro Area",945301.0,2015-07-01,2015
4326,"Brownsville-Harlingen, TX Metro Area",420058.0,2015-07-01,2015
4327,"Brunswick, GA Metro Area",115822.0,2015-07-01,2015
4328,"Burlington, NC Metro Area",157100.0,2015-07-01,2015
4329,"Burlington-South Burlington, VT Metro Area",217137.0,2015-07-01,2015
4330,"Canton-Massillon, OH Metro Area",402428.0,2015-07-01,2015
4331,"Cape Coral-Fort Myers, FL Metro Area",699530.0,2015-07-01,2015
4332,"Carson City, NV Metro Area",54069.0,2015-07-01,2015
4333,"Casper, WY Metro Area",82123.0,2015-07-01,2015
4334,"Cedar Rapids, IA Metro Area",266256.0,2015-07-01,2015
4335,"Champaign-Urbana, IL Metro Area",239109.0,2015-07-01,2015
4336,"Charleston, WV Metro Area",220390.0,2015-07-01,2015
4337,"Charlottesville, VA Metro Area",228622.0,2015-07-01,2015
4338,"Chattanooga, TN-GA Metro Area",547295.0,2015-07-01,2015
4339,"Cheyenne, WY Metro Area",97006.0,2015-07-01,2015
4340,"Chico, CA Metro Area",224812.0,2015-07-01,2015
4341,"Clarksville, TN-KY Metro Area",279843.0,2015-07-01,2015
4342,"Cleveland, TN Metro Area",120485.0,2015-07-01,2015
4343,"Coeur d'Alene, ID Metro Area",149395.0,2015-07-01,2015
4344,"College Station-Bryan, TX Metro Area",250765.0,2015-07-01,2015
4345,"Colorado Springs, CO Metro Area",697533.0,2015-07-01,2015
4346,"Columbia, MO Metro Area",174585.0,2015-07-01,2015
4347,"Columbia, SC Metro Area",809244.0,2015-07-01,2015
4348,"Columbus, GA-AL Metro Area",310293.0,2015-07-01,2015
4349,"Columbus, IN Metro Area",81473.0,2015-07-01,2015
4350,"Columbus, OH Metro Area",2027559.0,2015-07-01,2015
4351,"Corpus Christi, TX Metro Area",452557.0,2015-07-01,2015
4352,"Corvallis, OR Metro Area",88270.0,2015-07-01,2015
4353,"Cumberland, MD-WV Metro Area",99846.0,2015-07-01,2015
4354,"Dallas-Fort Worth-Arlington, TX Metro Area",7109280.0,2015-07-01,2015
4355,"Dalton, GA Metro Area",143127.0,2015-07-01,2015
4356,"Danville, IL Metro Area",79173.0,2015-07-01,2015
4357,"Davenport-Moline-Rock Island, IA-IL Metro Area",383599.0,2015-07-01,2015
4358,"Dayton, OH Metro Area",800198.0,2015-07-01,2015
4359,"Decatur, AL Metro Area",152419.0,2015-07-01,2015
4360,"Decatur, IL Metro Area",107363.0,2015-07-01,2015
4361,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",621338.0,2015-07-01,2015
4362,"Des Moines-West Des Moines, IA Metro Area",622992.0,2015-07-01,2015
4363,"Dothan, AL Metro Area",148010.0,2015-07-01,2015
4364,"Dover, DE Metro Area",173129.0,2015-07-01,2015
4365,"Dubuque, IA Metro Area",96884.0,2015-07-01,2015
4366,"Duluth, MN-WI Metro Area",279166.0,2015-07-01,2015
4367,"Durham-Chapel Hill, NC Metro Area",549596.0,2015-07-01,2015
4368,"Eau Claire, WI Metro Area",165535.0,2015-07-01,2015
4369,"El Centro, CA Metro Area",179179.0,2015-07-01,2015
4370,"Elkhart-Goshen, IN Metro Area",203024.0,2015-07-01,2015
4371,"Elmira, NY Metro Area",86718.0,2015-07-01,2015
4372,"El Paso, TX Metro Area",837500.0,2015-07-01,2015
4373,"Erie, PA Metro Area",278182.0,2015-07-01,2015
4374,"Evansville, IN-KY Metro Area",315001.0,2015-07-01,2015
4375,"Fairbanks, AK Metro Area",99630.0,2015-07-01,2015
4376,"Fargo, ND-MN Metro Area",232880.0,2015-07-01,2015
4377,"Farmington, NM Metro Area",128261.0,2015-07-01,2015
4378,"Fayetteville, NC Metro Area",384006.0,2015-07-01,2015
4379,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",514579.0,2015-07-01,2015
4380,"Flagstaff, AZ Metro Area",139024.0,2015-07-01,2015
4381,"Flint, MI Metro Area",410470.0,2015-07-01,2015
4382,"Florence, SC Metro Area",206259.0,2015-07-01,2015
4383,"Florence-Muscle Shoals, AL Metro Area",146847.0,2015-07-01,2015
4384,"Fond du Lac, WI Metro Area",101951.0,2015-07-01,2015
4385,"Fort Smith, AR-OK Metro Area",280496.0,2015-07-01,2015
4386,"Fort Wayne, IN Metro Area",428843.0,2015-07-01,2015
4387,"Fresno, CA Metro Area",970442.0,2015-07-01,2015
4388,"Gadsden, AL Metro Area",103003.0,2015-07-01,2015
4389,"Gainesville, FL Metro Area",276546.0,2015-07-01,2015
4390,"Gainesville, GA Metro Area",192458.0,2015-07-01,2015
4391,"Glens Falls, NY Metro Area",126636.0,2015-07-01,2015
4392,"Goldsboro, NC Metro Area",124428.0,2015-07-01,2015
4393,"Grand Forks, ND-MN Metro Area",101881.0,2015-07-01,2015
4394,"Grand Junction, CO Metro Area",148227.0,2015-07-01,2015
4395,"Grand Rapids-Wyoming, MI Metro Area",1040441.0,2015-07-01,2015
4396,"Great Falls, MT Metro Area",81887.0,2015-07-01,2015
4397,"Green Bay, WI Metro Area",315694.0,2015-07-01,2015
4398,"Greensboro-High Point, NC Metro Area",751724.0,2015-07-01,2015
4399,"Greenville, NC Metro Area",176098.0,2015-07-01,2015
4400,"Hagerstown-Martinsburg, MD-WV Metro Area",260799.0,2015-07-01,2015
4401,"Hanford-Corcoran, CA Metro Area",150199.0,2015-07-01,2015
4402,"Harrisburg-Carlisle, PA Metro Area",564752.0,2015-07-01,2015
4403,"Harrisonburg, VA Metro Area",131208.0,2015-07-01,2015
4404,"Hartford-West Hartford-East Hartford, CT Metro Area",1211598.0,2015-07-01,2015
4405,"Hattiesburg, MS Metro Area",148655.0,2015-07-01,2015
4406,"Hickory-Lenoir-Morganton, NC Metro Area",363367.0,2015-07-01,2015
4407,"Hot Springs, AR Metro Area",97816.0,2015-07-01,2015
4408,"Huntington-Ashland, WV-KY-OH Metro Area",361050.0,2015-07-01,2015
4409,"Huntsville, AL Metro Area",444560.0,2015-07-01,2015
4410,"Idaho Falls, ID Metro Area",139620.0,2015-07-01,2015
4411,"Iowa City, IA Metro Area",167078.0,2015-07-01,2015
4412,"Ithaca, NY Metro Area",103018.0,2015-07-01,2015
4413,"Jackson, MI Metro Area",159292.0,2015-07-01,2015
4414,"Jackson, MS Metro Area",579595.0,2015-07-01,2015
4415,"Jackson, TN Metro Area",129276.0,2015-07-01,2015
4416,"Jacksonville, FL Metro Area",1444715.0,2015-07-01,2015
4417,"Jacksonville, NC Metro Area",193037.0,2015-07-01,2015
4418,"Jefferson City, MO Metro Area",150902.0,2015-07-01,2015
4419,"Johnson City, TN Metro Area",200281.0,2015-07-01,2015
4420,"Johnstown, PA Metro Area",136029.0,2015-07-01,2015
4421,"Jonesboro, AR Metro Area",128435.0,2015-07-01,2015
4422,"Joplin, MO Metro Area",176699.0,2015-07-01,2015
4423,"Kalamazoo-Portage, MI Metro Area",334780.0,2015-07-01,2015
4424,"Kansas City, MO-KS Metro Area",2085979.0,2015-07-01,2015
4425,"Kingsport-Bristol-Bristol, TN-VA Metro Area",306183.0,2015-07-01,2015
4426,"Kingston, NY Metro Area",179692.0,2015-07-01,2015
4427,"Knoxville, TN Metro Area",860324.0,2015-07-01,2015
4428,"Kokomo, IN Metro Area",82340.0,2015-07-01,2015
4429,"Lafayette, LA Metro Area",489537.0,2015-07-01,2015
4430,"Lake Charles, LA Metro Area",205252.0,2015-07-01,2015
4431,"Lake Havasu City-Kingman, AZ Metro Area",204661.0,2015-07-01,2015
4432,"Lakeland-Winter Haven, FL Metro Area",648758.0,2015-07-01,2015
4433,"Lancaster, PA Metro Area",535737.0,2015-07-01,2015
4434,"Lansing-East Lansing, MI Metro Area",472839.0,2015-07-01,2015
4435,"Laredo, TX Metro Area",270120.0,2015-07-01,2015
4436,"Las Cruces, NM Metro Area",214151.0,2015-07-01,2015
4437,"Lawrence, KS Metro Area",118222.0,2015-07-01,2015
4438,"Lawton, OK Metro Area",130038.0,2015-07-01,2015
4439,"Lebanon, PA Metro Area",137491.0,2015-07-01,2015
4440,"Lewiston, ID-WA Metro Area",62102.0,2015-07-01,2015
4441,"Lewiston-Auburn, ME Metro Area",107155.0,2015-07-01,2015
4442,"Lexington-Fayette, KY Metro Area",501668.0,2015-07-01,2015
4443,"Lima, OH Metro Area",104069.0,2015-07-01,2015
4444,"Lincoln, NE Metro Area",323131.0,2015-07-01,2015
4445,"Little Rock-North Little Rock-Conway, AR Metro Area",730897.0,2015-07-01,2015
4446,"Logan, UT-ID Metro Area",132728.0,2015-07-01,2015
4447,"Longview, TX Metro Area",217260.0,2015-07-01,2015
4448,"Longview, WA Metro Area",103050.0,2015-07-01,2015
4449,"Louisville/Jefferson County, KY-IN Metro Area",1278977.0,2015-07-01,2015
4450,"Lubbock, TX Metro Area",310029.0,2015-07-01,2015
4451,"Lynchburg, VA Metro Area",259475.0,2015-07-01,2015
4452,"Madison, WI Metro Area",640028.0,2015-07-01,2015
4453,"Manchester-Nashua, NH Metro Area",408811.0,2015-07-01,2015
4454,"Manhattan, KS Metro Area",100275.0,2015-07-01,2015
4455,"Mankato-North Mankato, MN Metro Area",99190.0,2015-07-01,2015
4456,"Mansfield, OH Metro Area",121702.0,2015-07-01,2015
4457,"McAllen-Edinburg-Mission, TX Metro Area",841061.0,2015-07-01,2015
4458,"Medford, OR Metro Area",211432.0,2015-07-01,2015
4459,"Memphis, TN-MS-AR Metro Area",1343842.0,2015-07-01,2015
4460,"Merced, CA Metro Area",266651.0,2015-07-01,2015
4461,"Michigan City-La Porte, IN Metro Area",110853.0,2015-07-01,2015
4462,"Midland, TX Metro Area",168012.0,2015-07-01,2015
4463,"Milwaukee-Waukesha-West Allis, WI Metro Area",1576781.0,2015-07-01,2015
4464,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3519501.0,2015-07-01,2015
4465,"Missoula, MT Metro Area",114114.0,2015-07-01,2015
4466,"Mobile, AL Metro Area",414935.0,2015-07-01,2015
4467,"Modesto, CA Metro Area",533534.0,2015-07-01,2015
4468,"Monroe, LA Metro Area",179369.0,2015-07-01,2015
4469,"Monroe, MI Metro Area",149386.0,2015-07-01,2015
4470,"Montgomery, AL Metro Area",373359.0,2015-07-01,2015
4471,"Morgantown, WV Metro Area",138550.0,2015-07-01,2015
4472,"Morristown, TN Metro Area",116356.0,2015-07-01,2015
4473,"Mount Vernon-Anacortes, WA Metro Area",121604.0,2015-07-01,2015
4474,"Muncie, IN Metro Area",115765.0,2015-07-01,2015
4475,"Napa, CA Metro Area",141096.0,2015-07-01,2015
4476,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1829347.0,2015-07-01,2015
4477,"New Haven-Milford, CT Metro Area",860292.0,2015-07-01,2015
4478,"Niles-Benton Harbor, MI Metro Area",155071.0,2015-07-01,2015
4479,"Norwich-New London, CT Metro Area",269717.0,2015-07-01,2015
4480,"Ocala, FL Metro Area",342335.0,2015-07-01,2015
4481,"Ocean City, NJ Metro Area",94180.0,2015-07-01,2015
4482,"Odessa, TX Metro Area",159933.0,2015-07-01,2015
4483,"Ogden-Clearfield, UT Metro Area",640517.0,2015-07-01,2015
4484,"Oklahoma City, OK Metro Area",1358012.0,2015-07-01,2015
4485,"Omaha-Council Bluffs, NE-IA Metro Area",913201.0,2015-07-01,2015
4486,"Oshkosh-Neenah, WI Metro Area",169270.0,2015-07-01,2015
4487,"Owensboro, KY Metro Area",117565.0,2015-07-01,2015
4488,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",846922.0,2015-07-01,2015
4489,"Palm Bay-Melbourne-Titusville, FL Metro Area",565992.0,2015-07-01,2015
4490,"Pensacola-Ferry Pass-Brent, FL Metro Area",475563.0,2015-07-01,2015
4491,"Peoria, IL Metro Area",377165.0,2015-07-01,2015
4492,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",6057621.0,2015-07-01,2015
4493,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4581122.0,2015-07-01,2015
4494,"Pine Bluff, AR Metro Area",94018.0,2015-07-01,2015
4495,"Pittsburgh, PA Metro Area",2347907.0,2015-07-01,2015
4496,"Pittsfield, MA Metro Area",127857.0,2015-07-01,2015
4497,"Pocatello, ID Metro Area",84216.0,2015-07-01,2015
4498,"Port St. Lucie, FL Metro Area",453066.0,2015-07-01,2015
4499,"Prescott, AZ Metro Area",220845.0,2015-07-01,2015
4500,"Provo-Orem, UT Metro Area",583191.0,2015-07-01,2015
4501,"Pueblo, CO Metro Area",163111.0,2015-07-01,2015
4502,"Punta Gorda, FL Metro Area",172437.0,2015-07-01,2015
4503,"Racine, WI Metro Area",194710.0,2015-07-01,2015
4504,"Rapid City, SD Metro Area",143284.0,2015-07-01,2015
4505,"Reading, PA Metro Area",415193.0,2015-07-01,2015
4506,"Redding, CA Metro Area",178361.0,2015-07-01,2015
4507,"Richmond, VA Metro Area",1269483.0,2015-07-01,2015
4508,"Riverside-San Bernardino-Ontario, CA Metro Area",4465232.0,2015-07-01,2015
4509,"Roanoke, VA Metro Area",313205.0,2015-07-01,2015
4510,"Rochester, MN Metro Area",213859.0,2015-07-01,2015
4511,"Rochester, NY Metro Area",1076800.0,2015-07-01,2015
4512,"Rockford, IL Metro Area",340828.0,2015-07-01,2015
4513,"Rocky Mount, NC Metro Area",147549.0,2015-07-01,2015
4514,"Rome, GA Metro Area",96200.0,2015-07-01,2015
4515,"St. Cloud, MN Metro Area",195302.0,2015-07-01,2015
4516,"St. George, UT Metro Area",154680.0,2015-07-01,2015
4517,"St. Joseph, MO-KS Metro Area",126807.0,2015-07-01,2015
4518,"St. Louis, MO-IL Metro Area",2807498.0,2015-07-01,2015
4519,"Salem, OR Metro Area",408278.0,2015-07-01,2015
4520,"Salinas, CA Metro Area",431241.0,2015-07-01,2015
4521,"Salt Lake City, UT Metro Area",1165246.0,2015-07-01,2015
4522,"San Angelo, TX Metro Area",119044.0,2015-07-01,2015
4523,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1975724.0,2015-07-01,2015
4524,"Santa Cruz-Watsonville, CA Metro Area",273730.0,2015-07-01,2015
4525,"Santa Fe, NM Metro Area",148206.0,2015-07-01,2015
4526,"Savannah, GA Metro Area",377837.0,2015-07-01,2015
4527,"Seattle-Tacoma-Bellevue, WA Metro Area",3738316.0,2015-07-01,2015
4528,"Sebastian-Vero Beach, FL Metro Area",147478.0,2015-07-01,2015
4529,"Sheboygan, WI Metro Area",115239.0,2015-07-01,2015
4530,"Sherman-Denison, TX Metro Area",125647.0,2015-07-01,2015
4531,"Shreveport-Bossier City, LA Metro Area",444104.0,2015-07-01,2015
4532,"Sioux City, IA-NE-SD Metro Area",168643.0,2015-07-01,2015
4533,"Sioux Falls, SD Metro Area",250053.0,2015-07-01,2015
4534,"South Bend-Mishawaka, IN-MI Metro Area",319543.0,2015-07-01,2015
4535,"Spartanburg, SC Metro Area",324316.0,2015-07-01,2015
4536,"Springfield, IL Metro Area",211239.0,2015-07-01,2015
4537,"Springfield, MA Metro Area",629998.0,2015-07-01,2015
4538,"Springfield, MO Metro Area",455512.0,2015-07-01,2015
4539,"Springfield, OH Metro Area",135740.0,2015-07-01,2015
4540,"State College, PA Metro Area",160442.0,2015-07-01,2015
4541,"Sumter, SC Metro Area",107173.0,2015-07-01,2015
4542,"Syracuse, NY Metro Area",657633.0,2015-07-01,2015
4543,"Tallahassee, FL Metro Area",377671.0,2015-07-01,2015
4544,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2969251.0,2015-07-01,2015
4545,"Terre Haute, IN Metro Area",170438.0,2015-07-01,2015
4546,"Toledo, OH Metro Area",605182.0,2015-07-01,2015
4547,"Topeka, KS Metro Area",233580.0,2015-07-01,2015
4548,"Tucson, AZ Metro Area",1009737.0,2015-07-01,2015
4549,"Tulsa, OK Metro Area",981521.0,2015-07-01,2015
4550,"Tuscaloosa, AL Metro Area",240530.0,2015-07-01,2015
4551,"Tyler, TX Metro Area",222447.0,2015-07-01,2015
4552,"Utica-Rome, NY Metro Area",293888.0,2015-07-01,2015
4553,"Valdosta, GA Metro Area",143329.0,2015-07-01,2015
4554,"Vallejo-Fairfield, CA Metro Area",433708.0,2015-07-01,2015
4555,"Victoria, TX Metro Area",99688.0,2015-07-01,2015
4556,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1719838.0,2015-07-01,2015
4557,"Visalia-Porterville, CA Metro Area",457803.0,2015-07-01,2015
4558,"Waco, TX Metro Area",262754.0,2015-07-01,2015
4559,"Warner Robins, GA Metro Area",187664.0,2015-07-01,2015
4560,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6082465.0,2015-07-01,2015
4561,"Waterloo-Cedar Falls, IA Metro Area",170855.0,2015-07-01,2015
4562,"Wausau, WI Metro Area",135289.0,2015-07-01,2015
4563,"Weirton-Steubenville, WV-OH Metro Area",120662.0,2015-07-01,2015
4564,"Wheeling, WV-OH Metro Area",144144.0,2015-07-01,2015
4565,"Wichita, KS Metro Area",643257.0,2015-07-01,2015
4566,"Wichita Falls, TX Metro Area",150149.0,2015-07-01,2015
4567,"Williamsport, PA Metro Area",115576.0,2015-07-01,2015
4568,"Wilmington, NC Metro Area",276895.0,2015-07-01,2015
4569,"Winchester, VA-WV Metro Area",134297.0,2015-07-01,2015
4570,"Winston-Salem, NC Metro Area",656352.0,2015-07-01,2015
4571,"Yakima, WA Metro Area",248065.0,2015-07-01,2015
4572,"York-Hanover, PA Metro Area",441800.0,2015-07-01,2015
4573,"Youngstown-Warren-Boardman, OH-PA Metro Area",548873.0,2015-07-01,2015
4574,"Yuba City, CA Metro Area",169471.0,2015-07-01,2015
4575,"Yuma, AZ Metro Area",205456.0,2015-07-01,2015
4576,"Abilene, TX Metro Area",170018.0,2016-07-01,2016
4577,"Akron, OH Metro Area",703690.0,2016-07-01,2016
4578,"Albany, GA Metro Area",152353.0,2016-07-01,2016
4579,"Albany-Schenectady-Troy, NY Metro Area",879790.0,2016-07-01,2016
4580,"Albuquerque, NM Metro Area",909833.0,2016-07-01,2016
4581,"Alexandria, LA Metro Area",154160.0,2016-07-01,2016
4582,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",833144.0,2016-07-01,2016
4583,"Altoona, PA Metro Area",123680.0,2016-07-01,2016
4584,"Amarillo, TX Metro Area",263327.0,2016-07-01,2016
4585,"Ames, IA Metro Area",96845.0,2016-07-01,2016
4586,"Anchorage, AK Metro Area",401373.0,2016-07-01,2016
4587,"Ann Arbor, MI Metro Area",366488.0,2016-07-01,2016
4588,"Appleton, WI Metro Area",234355.0,2016-07-01,2016
4589,"Asheville, NC Metro Area",450459.0,2016-07-01,2016
4590,"Athens-Clarke County, GA Metro Area",205296.0,2016-07-01,2016
4591,"Atlantic City-Hammonton, NJ Metro Area",267813.0,2016-07-01,2016
4592,"Auburn-Opelika, AL Metro Area",159297.0,2016-07-01,2016
4593,"Augusta-Richmond County, GA-SC Metro Area",594894.0,2016-07-01,2016
4594,"Austin-Round Rock, TX Metro Area",2062211.0,2016-07-01,2016
4595,"Bakersfield, CA Metro Area",882361.0,2016-07-01,2016
4596,"Bangor, ME Metro Area",151282.0,2016-07-01,2016
4597,"Barnstable Town, MA Metro Area",213446.0,2016-07-01,2016
4598,"Baton Rouge, LA Metro Area",833663.0,2016-07-01,2016
4599,"Battle Creek, MI Metro Area",134370.0,2016-07-01,2016
4600,"Bay City, MI Metro Area",104469.0,2016-07-01,2016
4601,"Beaumont-Port Arthur, TX Metro Area",411263.0,2016-07-01,2016
4602,"Bellingham, WA Metro Area",216569.0,2016-07-01,2016
4603,"Billings, MT Metro Area",169198.0,2016-07-01,2016
4604,"Binghamton, NY Metro Area",243167.0,2016-07-01,2016
4605,"Birmingham-Hoover, AL Metro Area",1147616.0,2016-07-01,2016
4606,"Bismarck, ND Metro Area",131621.0,2016-07-01,2016
4607,"Blacksburg-Christiansburg-Radford, VA Metro Area",182412.0,2016-07-01,2016
4608,"Bloomington, IN Metro Area",166649.0,2016-07-01,2016
4609,"Bowling Green, KY Metro Area",171995.0,2016-07-01,2016
4610,"Bremerton-Silverdale, WA Metro Area",263283.0,2016-07-01,2016
4611,"Bridgeport-Stamford-Norwalk, CT Metro Area",944802.0,2016-07-01,2016
4612,"Brownsville-Harlingen, TX Metro Area",422137.0,2016-07-01,2016
4613,"Brunswick, GA Metro Area",116675.0,2016-07-01,2016
4614,"Burlington, NC Metro Area",160392.0,2016-07-01,2016
4615,"Burlington-South Burlington, VT Metro Area",217435.0,2016-07-01,2016
4616,"Canton-Massillon, OH Metro Area",401069.0,2016-07-01,2016
4617,"Cape Coral-Fort Myers, FL Metro Area",722386.0,2016-07-01,2016
4618,"Carson City, NV Metro Area",54147.0,2016-07-01,2016
4619,"Casper, WY Metro Area",80882.0,2016-07-01,2016
4620,"Cedar Rapids, IA Metro Area",268138.0,2016-07-01,2016
4621,"Champaign-Urbana, IL Metro Area",239833.0,2016-07-01,2016
4622,"Charleston, WV Metro Area",217792.0,2016-07-01,2016
4623,"Charlottesville, VA Metro Area",230950.0,2016-07-01,2016
4624,"Chattanooga, TN-GA Metro Area",551922.0,2016-07-01,2016
4625,"Cheyenne, WY Metro Area",97978.0,2016-07-01,2016
4626,"Chico, CA Metro Area",226529.0,2016-07-01,2016
4627,"Clarksville, TN-KY Metro Area",280702.0,2016-07-01,2016
4628,"Cleveland, TN Metro Area",121024.0,2016-07-01,2016
4629,"Coeur d'Alene, ID Metro Area",153103.0,2016-07-01,2016
4630,"College Station-Bryan, TX Metro Area",254825.0,2016-07-01,2016
4631,"Colorado Springs, CO Metro Area",712723.0,2016-07-01,2016
4632,"Columbia, MO Metro Area",176667.0,2016-07-01,2016
4633,"Columbia, SC Metro Area",817337.0,2016-07-01,2016
4634,"Columbus, GA-AL Metro Area",306591.0,2016-07-01,2016
4635,"Columbus, IN Metro Area",82313.0,2016-07-01,2016
4636,"Columbus, OH Metro Area",2051957.0,2016-07-01,2016
4637,"Corpus Christi, TX Metro Area",454299.0,2016-07-01,2016
4638,"Corvallis, OR Metro Area",89743.0,2016-07-01,2016
4639,"Cumberland, MD-WV Metro Area",99401.0,2016-07-01,2016
4640,"Dallas-Fort Worth-Arlington, TX Metro Area",7262951.0,2016-07-01,2016
4641,"Dalton, GA Metro Area",143683.0,2016-07-01,2016
4642,"Danville, IL Metro Area",78494.0,2016-07-01,2016
4643,"Davenport-Moline-Rock Island, IA-IL Metro Area",382563.0,2016-07-01,2016
4644,"Dayton, OH Metro Area",801765.0,2016-07-01,2016
4645,"Decatur, AL Metro Area",152203.0,2016-07-01,2016
4646,"Decatur, IL Metro Area",106430.0,2016-07-01,2016
4647,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",636098.0,2016-07-01,2016
4648,"Des Moines-West Des Moines, IA Metro Area",634659.0,2016-07-01,2016
4649,"Dothan, AL Metro Area",147820.0,2016-07-01,2016
4650,"Dover, DE Metro Area",174528.0,2016-07-01,2016
