,CBSA,MNAME,TOTAL_EMPLOYMENT,JTW_DA_PCT,JTW_CARPOOLED_PCT,JTW_TRANSIT_PCT,JTW_WALK_PCT,JTW_BICYCLE_PCT,JTW_OTHER_PCT,JTW_HOME_PCT,Year
3793,23540,"Gainesville, FL Metro Area",125127,75.3,9.3,4.4,3.0,1.9,2.1,3.9,2015
4175,23540,"Gainesville, FL Metro Area",125038,72.8,10.6,4.1,2.6,1.9,2.0,6.0,2016
4557,23540,"Gainesville, FL Metro Area",131263,73.5,10.0,3.9,3.5,2.5,1.7,5.0,2017
122,23580,"Gainesville, GA Metro Area",77838,80.0,13.3,1.4,0.9,0.1,1.4,2.9,2005
480,23580,"Gainesville, GA Metro Area",77727,80.5,11.9,0.1,0.6,0.0,3.1,3.9,2006
839,23580,"Gainesville, GA Metro Area",82622,76.9,15.2,0.1,0.8,0.1,3.8,3.1,2007
1201,23580,"Gainesville, GA Metro Area",85677,74.0,18.7,0.6,0.9,0.0,0.8,5.0,2008
1564,23580,"Gainesville, GA Metro Area",82942,77.8,14.6,0.4,0.6,0.1,1.8,4.6,2009
1929,23580,"Gainesville, GA Metro Area",74252,81.2,10.5,0.1,1.4,0.0,2.2,4.5,2010
2295,23580,"Gainesville, GA Metro Area",78060,79.2,14.3,0.4,1.1,0.1,0.4,4.6,2011
2661,23580,"Gainesville, GA Metro Area",78200,76.4,15.0,0.2,0.8,0.0,4.2,3.4,2012
3032,23580,"Gainesville, GA Metro Area",85047,77.4,13.3,0.5,1.0,0.1,3.1,4.8,2013
3413,23580,"Gainesville, GA Metro Area",86727,79.1,13.4,0.3,0.3,0.1,2.6,4.1,2014
3794,23580,"Gainesville, GA Metro Area",84303,81.6,11.3,0.3,1.2,0.0,1.6,4.0,2015
4176,23580,"Gainesville, GA Metro Area",90322,83.0,10.7,0.1,1.8,0.2,1.3,2.9,2016
4558,23580,"Gainesville, GA Metro Area",96499,80.6,11.6,0.1,0.6,0.1,2.6,4.4,2017
3033,23900,"Gettysburg, PA Metro Area",49520,84.1,7.2,0.3,3.1,0.2,1.0,4.2,2013
3414,23900,"Gettysburg, PA Metro Area",47988,83.0,8.1,0.5,4.1,0.2,0.3,3.7,2014
3795,23900,"Gettysburg, PA Metro Area",49915,81.9,9.2,0.3,4.3,0.7,0.7,2.9,2015
4177,23900,"Gettysburg, PA Metro Area",48988,82.7,8.5,0.4,3.0,0.2,0.5,4.7,2016
4559,23900,"Gettysburg, PA Metro Area",49506,83.1,8.8,0.4,3.3,0.0,0.5,4.0,2017
123,24020,"Glens Falls, NY Metro Area",59388,82.2,9.9,0.6,2.6,0.2,1.4,3.1,2005
481,24020,"Glens Falls, NY Metro Area",59457,81.5,10.5,0.4,3.6,0.5,0.8,2.7,2006
840,24020,"Glens Falls, NY Metro Area",60542,77.7,11.4,1.1,3.4,0.2,1.6,4.7,2007
1202,24020,"Glens Falls, NY Metro Area",63510,78.7,11.0,0.6,2.8,0.3,1.1,5.4,2008
1565,24020,"Glens Falls, NY Metro Area",58083,81.1,11.3,0.7,2.5,0.5,1.0,2.7,2009
1930,24020,"Glens Falls, NY Metro Area",58919,78.9,11.5,0.3,2.7,0.4,0.9,5.2,2010
2296,24020,"Glens Falls, NY Metro Area",57392,82.1,7.9,0.6,4.0,0.0,1.1,4.3,2011
2662,24020,"Glens Falls, NY Metro Area",58919,81.1,9.5,0.4,2.1,0.5,1.0,5.3,2012
3034,24020,"Glens Falls, NY Metro Area",60750,78.6,10.5,0.5,4.1,0.1,1.0,5.2,2013
3415,24020,"Glens Falls, NY Metro Area",55997,79.5,10.0,1.6,3.9,0.4,1.0,3.5,2014
3796,24020,"Glens Falls, NY Metro Area",60919,78.3,10.8,2.6,3.1,0.1,0.9,4.3,2015
4178,24020,"Glens Falls, NY Metro Area",59747,83.8,7.9,0.6,2.9,0.9,0.4,3.5,2016
4560,24020,"Glens Falls, NY Metro Area",59250,85.6,7.1,0.3,3.2,0.2,1.3,2.3,2017
124,24140,"Goldsboro, NC Metro Area",49512,84.3,10.2,0.4,2.0,0.0,1.1,2.1,2005
482,24140,"Goldsboro, NC Metro Area",50221,85.7,8.5,0.6,1.9,0.8,0.7,1.6,2006
841,24140,"Goldsboro, NC Metro Area",47325,83.3,13.1,0.0,0.8,0.3,0.5,1.9,2007
1203,24140,"Goldsboro, NC Metro Area",50314,81.7,12.2,0.6,1.0,0.4,0.4,3.7,2008
1566,24140,"Goldsboro, NC Metro Area",50284,85.6,8.5,0.7,2.0,0.0,0.4,2.8,2009
1931,24140,"Goldsboro, NC Metro Area",52931,83.3,12.4,0.8,0.7,0.4,0.7,1.7,2010
2297,24140,"Goldsboro, NC Metro Area",53803,82.7,12.4,0.2,1.6,0.3,0.1,2.6,2011
2663,24140,"Goldsboro, NC Metro Area",51159,77.8,14.2,0.6,2.7,0.3,1.0,3.4,2012
3035,24140,"Goldsboro, NC Metro Area",52398,83.2,13.7,0.0,1.0,0.0,0.9,1.2,2013
3416,24140,"Goldsboro, NC Metro Area",50968,78.9,17.4,0.5,0.9,0.0,0.6,1.7,2014
3797,24140,"Goldsboro, NC Metro Area",53113,83.1,11.9,0.8,1.1,0.3,0.6,2.3,2015
4179,24140,"Goldsboro, NC Metro Area",49894,83.1,10.6,0.2,1.8,0.2,0.4,3.7,2016
4561,24140,"Goldsboro, NC Metro Area",54363,78.7,14.9,0.0,3.1,0.1,0.7,2.6,2017
125,24220,"Grand Forks, ND-MN Metro Area",48576,81.8,9.9,0.1,2.8,0.6,0.7,4.0,2005
483,24220,"Grand Forks, ND-MN Metro Area",50909,83.9,7.6,0.8,4.1,0.3,0.7,2.7,2006
842,24220,"Grand Forks, ND-MN Metro Area",51252,81.7,8.8,0.8,3.6,0.6,0.9,3.6,2007
1204,24220,"Grand Forks, ND-MN Metro Area",53225,77.9,9.3,2.2,3.3,1.1,1.6,4.5,2008
1567,24220,"Grand Forks, ND-MN Metro Area",50750,82.4,8.0,0.9,4.3,0.4,0.9,3.1,2009
1932,24220,"Grand Forks, ND-MN Metro Area",52141,79.2,7.5,1.4,4.9,1.0,2.6,3.4,2010
2298,24220,"Grand Forks, ND-MN Metro Area",51952,80.6,9.6,0.6,4.4,0.8,0.3,3.7,2011
2664,24220,"Grand Forks, ND-MN Metro Area",53274,80.4,8.7,0.5,3.1,0.9,0.7,5.5,2012
3036,24220,"Grand Forks, ND-MN Metro Area",53696,81.2,7.2,0.7,4.9,0.5,0.7,4.8,2013
3417,24220,"Grand Forks, ND-MN Metro Area",53432,82.5,7.1,1.2,3.9,0.3,0.8,4.1,2014
3798,24220,"Grand Forks, ND-MN Metro Area",56183,82.9,7.4,1.3,3.8,0.4,0.8,3.3,2015
4180,24220,"Grand Forks, ND-MN Metro Area",54996,80.6,9.8,0.7,2.5,2.4,0.8,3.3,2016
4562,24220,"Grand Forks, ND-MN Metro Area",53126,79.6,9.2,0.7,4.0,1.0,0.3,5.2,2017
3037,24260,"Grand Island, NE Metro Area",42317,82.6,8.9,1.2,1.4,0.7,1.0,4.2,2013
3418,24260,"Grand Island, NE Metro Area",42251,81.3,11.0,0.2,2.5,0.3,0.5,4.2,2014
3799,24260,"Grand Island, NE Metro Area",45079,79.3,11.6,0.6,2.5,1.1,0.5,4.4,2015
4181,24260,"Grand Island, NE Metro Area",41610,79.6,13.3,0.0,1.6,0.5,0.4,4.6,2016
4563,24260,"Grand Island, NE Metro Area",43685,81.4,10.2,0.2,1.9,0.0,3.1,3.2,2017
126,24300,"Grand Junction, CO Metro Area",60492,77.3,10.8,0.1,2.2,1.9,1.1,6.7,2005
484,24300,"Grand Junction, CO Metro Area",65232,75.4,12.4,1.6,3.4,1.9,1.0,4.4,2006
843,24300,"Grand Junction, CO Metro Area",68670,75.2,14.4,0.2,2.2,1.1,1.7,5.1,2007
1205,24300,"Grand Junction, CO Metro Area",70582,76.9,13.0,0.1,2.6,0.9,1.6,5.0,2008
1568,24300,"Grand Junction, CO Metro Area",68117,75.9,13.1,1.1,2.9,1.7,1.4,3.9,2009
1933,24300,"Grand Junction, CO Metro Area",63248,80.7,10.1,0.3,2.1,1.1,0.5,5.3,2010
2299,24300,"Grand Junction, CO Metro Area",66886,80.7,11.0,0.3,1.6,1.4,0.9,4.2,2011
2665,24300,"Grand Junction, CO Metro Area",67649,77.3,10.5,0.8,3.4,1.4,2.0,4.7,2012
3038,24300,"Grand Junction, CO Metro Area",65917,77.9,8.8,0.3,3.5,1.2,2.4,5.8,2013
3419,24300,"Grand Junction, CO Metro Area",68335,76.9,9.7,0.5,4.2,1.2,2.1,5.3,2014
3800,24300,"Grand Junction, CO Metro Area",68367,78.8,10.9,0.9,2.4,0.4,1.4,5.2,2015
4182,24300,"Grand Junction, CO Metro Area",66884,78.7,7.5,0.1,4.2,2.0,1.2,6.3,2016
4564,24300,"Grand Junction, CO Metro Area",69250,78.3,8.4,0.2,4.1,0.2,1.3,7.4,2017
127,24340,"Grand Rapids-Wyoming, MI Metro Area",357986,82.4,10.4,0.8,1.8,0.4,1.0,3.1,2005
485,24340,"Grand Rapids-Wyoming, MI Metro Area",358099,82.1,9.5,1.0,1.9,0.3,1.0,4.1,2006
844,24340,"Grand Rapids-Wyoming, MI Metro Area",364362,82.2,9.2,1.3,1.9,0.6,0.6,4.2,2007
1206,24340,"Grand Rapids-Wyoming, MI Metro Area",365901,80.4,10.5,1.5,1.9,0.5,0.9,4.4,2008
1569,24340,"Grand Rapids-Wyoming, MI Metro Area",349563,82.8,9.7,1.1,1.4,0.5,0.6,4.0,2009
1934,24340,"Grand Rapids-Wyoming, MI Metro Area",339429,83.4,7.9,1.5,2.3,0.3,0.4,4.2,2010
2300,24340,"Grand Rapids-Wyoming, MI Metro Area",351432,81.9,9.8,1.6,1.5,0.3,0.9,4.0,2011
2666,24340,"Grand Rapids-Wyoming, MI Metro Area",361281,82.7,9.2,1.2,1.8,0.5,0.6,4.0,2012
3039,24340,"Grand Rapids-Wyoming, MI Metro Area",476704,81.3,9.4,1.6,2.3,0.5,0.7,4.2,2013
3420,24340,"Grand Rapids-Wyoming, MI Metro Area",494444,81.6,8.9,1.7,2.2,0.3,1.4,4.0,2014
3801,24340,"Grand Rapids-Wyoming, MI Metro Area",508746,82.5,8.7,1.5,2.2,0.5,1.0,3.5,2015
4183,24340,"Grand Rapids-Wyoming, MI Metro Area",517480,81.5,8.5,1.8,2.4,0.7,0.6,4.4,2016
4565,24340,"Grand Rapids-Wyoming, MI Metro Area",534663,81.6,9.9,1.2,1.8,0.5,0.6,4.4,2017
3040,24420,"Grants Pass, OR Metro Area",N,N,N,N,N,N,N,N,2013
3421,24420,"Grants Pass, OR Metro Area",29266,81.9,5.6,0.8,1.9,1.0,1.6,7.2,2014
3802,24420,"Grants Pass, OR Metro Area",N,N,N,N,N,N,N,N,2015
4184,24420,"Grants Pass, OR Metro Area",30794,76.0,11.0,0.9,5.5,0.3,1.9,4.6,2016
4566,24420,"Grants Pass, OR Metro Area",30161,79.9,6.9,0.1,2.7,1.8,2.9,5.7,2017
128,24500,"Great Falls, MT Metro Area",36279,86.6,6.9,0.5,2.4,0.4,0.7,2.5,2005
486,24500,"Great Falls, MT Metro Area",36693,82.1,9.4,1.2,3.0,0.6,0.2,3.6,2006
845,24500,"Great Falls, MT Metro Area",37436,79.6,9.1,2.9,3.3,0.4,1.5,3.1,2007
1207,24500,"Great Falls, MT Metro Area",40501,77.0,11.4,1.5,3.4,1.1,1.7,3.9,2008
1570,24500,"Great Falls, MT Metro Area",40658,81.9,11.1,0.8,2.6,1.0,0.4,2.1,2009
1935,24500,"Great Falls, MT Metro Area",38640,76.8,12.1,0.7,4.9,0.7,0.6,4.2,2010
2301,24500,"Great Falls, MT Metro Area",38535,78.8,12.7,1.9,2.9,0.4,1.3,2.0,2011
2667,24500,"Great Falls, MT Metro Area",37273,81.1,9.8,0.5,3.6,1.0,0.8,3.2,2012
3041,24500,"Great Falls, MT Metro Area",39877,80.2,10.7,1.0,4.7,0.3,0.5,2.6,2013
3422,24500,"Great Falls, MT Metro Area",38792,77.9,13.0,0.5,4.0,0.4,0.3,3.8,2014
3803,24500,"Great Falls, MT Metro Area",39213,76.3,13.4,0.7,3.8,0.7,2.0,3.1,2015
4185,24500,"Great Falls, MT Metro Area",37667,86.7,7.9,0.9,2.1,0.2,0.2,2.1,2016
4567,24500,"Great Falls, MT Metro Area",38236,77.9,10.9,0.3,4.3,0.5,0.7,5.4,2017
129,24540,"Greeley, CO Metro Area",110674,80.7,10.0,0.3,1.7,0.1,0.5,6.7,2005
487,24540,"Greeley, CO Metro Area",118506,77.4,12.1,0.9,2.1,0.2,1.1,6.2,2006
846,24540,"Greeley, CO Metro Area",122158,79.9,10.2,0.5,2.8,0.6,2.0,3.9,2007
1208,24540,"Greeley, CO Metro Area",125649,75.6,14.2,0.5,2.4,0.9,1.8,4.6,2008
1571,24540,"Greeley, CO Metro Area",118581,81.7,9.0,0.9,1.6,0.5,0.6,5.5,2009
1936,24540,"Greeley, CO Metro Area",116737,80.4,10.9,0.4,2.1,0.4,0.8,5.1,2010
2302,24540,"Greeley, CO Metro Area",117716,76.8,11.1,0.8,2.2,1.5,2.5,5.2,2011
2668,24540,"Greeley, CO Metro Area",124417,79.1,10.4,0.7,2.3,0.7,0.8,6.0,2012
3042,24540,"Greeley, CO Metro Area",123664,79.8,11.7,0.8,1.6,0.2,1.0,5.0,2013
3423,24540,"Greeley, CO Metro Area",134762,78.3,12.2,0.5,3.2,0.4,0.9,4.5,2014
3804,24540,"Greeley, CO Metro Area",136342,81.6,8.9,0.5,2.2,0.3,0.8,5.8,2015
4186,24540,"Greeley, CO Metro Area",138421,81.6,8.4,0.5,1.9,0.4,1.4,5.8,2016
4568,24540,"Greeley, CO Metro Area",151442,79.1,10.7,0.7,1.7,0.4,1.0,6.4,2017
130,24580,"Green Bay, WI Metro Area",148116,84.1,7.9,0.9,2.3,0.2,0.7,3.8,2005
488,24580,"Green Bay, WI Metro Area",153365,84.2,7.9,0.7,2.2,0.7,0.9,3.5,2006
847,24580,"Green Bay, WI Metro Area",156266,83.9,7.3,1.0,2.7,0.3,2.1,2.8,2007
1209,24580,"Green Bay, WI Metro Area",161600,81.3,8.6,1.3,2.7,0.4,1.4,4.4,2008
1572,24580,"Green Bay, WI Metro Area",155920,81.6,8.0,0.8,2.6,0.5,2.1,4.3,2009
1937,24580,"Green Bay, WI Metro Area",148507,82.5,8.3,0.9,2.6,0.3,0.6,4.9,2010
2303,24580,"Green Bay, WI Metro Area",156574,82.9,7.7,0.8,2.8,0.4,1.1,4.3,2011
2669,24580,"Green Bay, WI Metro Area",157108,82.1,8.6,0.6,2.2,0.4,1.7,4.4,2012
3043,24580,"Green Bay, WI Metro Area",154996,81.8,8.4,1.0,2.9,0.5,1.1,4.2,2013
3424,24580,"Green Bay, WI Metro Area",157043,84.4,7.1,0.4,2.5,0.5,2.1,3.1,2014
3805,24580,"Green Bay, WI Metro Area",163558,85.3,7.0,0.7,2.3,0.3,0.8,3.7,2015
4187,24580,"Green Bay, WI Metro Area",165372,82.8,8.2,0.6,1.9,0.3,1.2,5.1,2016
4569,24580,"Green Bay, WI Metro Area",166084,83.6,7.7,0.5,2.1,0.1,1.1,4.9,2017
131,24660,"Greensboro-High Point, NC Metro Area",315836,81.6,11.3,1.1,1.5,0.3,0.9,3.3,2005
489,24660,"Greensboro-High Point, NC Metro Area",320065,83.0,11.3,0.6,1.5,0.2,0.8,2.5,2006
848,24660,"Greensboro-High Point, NC Metro Area",327917,83.0,10.2,0.7,1.5,0.2,1.1,3.3,2007
1210,24660,"Greensboro-High Point, NC Metro Area",340472,82.8,10.3,1.3,1.3,0.1,1.0,3.2,2008
1573,24660,"Greensboro-High Point, NC Metro Area",324933,81.8,10.3,1.4,1.5,0.2,1.0,3.8,2009
1938,24660,"Greensboro-High Point, NC Metro Area",317839,84.0,9.6,1.3,1.5,0.1,0.6,3.0,2010
2304,24660,"Greensboro-High Point, NC Metro Area",320142,82.5,9.9,1.1,1.7,0.1,0.9,3.8,2011
2670,24660,"Greensboro-High Point, NC Metro Area",324789,83.2,9.3,1.2,1.8,0.2,0.5,3.8,2012
3044,24660,"Greensboro-High Point, NC Metro Area",325942,83.4,8.9,0.7,1.2,0.2,1.3,4.3,2013
3425,24660,"Greensboro-High Point, NC Metro Area",333688,83.6,9.4,0.7,1.4,0.1,0.7,4.0,2014
3806,24660,"Greensboro-High Point, NC Metro Area",343707,83.8,8.6,0.8,1.0,0.0,0.8,4.9,2015
4188,24660,"Greensboro-High Point, NC Metro Area",342569,83.1,8.7,1.0,1.2,0.1,0.8,5.1,2016
4570,24660,"Greensboro-High Point, NC Metro Area",355737,82.4,9.3,0.7,1.3,0.2,0.7,5.3,2017
132,24780,"Greenville, NC Metro Area",71204,84.6,10.3,0.5,1.3,0.1,2.0,1.3,2005
490,24780,"Greenville, NC Metro Area",76193,84.0,8.5,0.0,1.3,0.4,3.7,2.1,2006
849,24780,"Greenville, NC Metro Area",76698,80.2,8.9,0.3,3.0,0.0,4.6,2.9,2007
1211,24780,"Greenville, NC Metro Area",83243,79.3,11.4,1.0,1.4,0.3,3.2,3.4,2008
1574,24780,"Greenville, NC Metro Area",81342,86.4,10.3,0.3,0.9,0.5,0.2,1.4,2009
1939,24780,"Greenville, NC Metro Area",86527,82.1,11.6,0.5,2.3,0.7,0.7,2.1,2010
2305,24780,"Greenville, NC Metro Area",83050,82.3,10.8,1.0,2.4,0.3,0.6,2.6,2011
2671,24780,"Greenville, NC Metro Area",90995,81.3,10.1,1.5,3.0,0.0,0.7,3.5,2012
3045,24780,"Greenville, NC Metro Area",78842,84.3,8.3,1.3,2.6,0.6,0.4,2.5,2013
3426,24780,"Greenville, NC Metro Area",79618,84.4,7.7,1.2,2.0,0.4,1.2,3.1,2014
3807,24780,"Greenville, NC Metro Area",80993,85.2,7.5,1.2,1.6,0.3,0.3,3.9,2015
4189,24780,"Greenville, NC Metro Area",82087,84.8,8.5,0.6,0.6,0.1,1.4,3.9,2016
4571,24780,"Greenville, NC Metro Area",84344,82.5,8.7,1.0,1.2,0.3,0.3,6.0,2017
133,24860,"Greenville, SC Metro Area",263158,84.3,10.2,0.3,1.0,0.1,1.7,2.4,2005
491,24860,"Greenville, SC Metro Area",273000,82.0,11.0,0.5,2.6,0.2,1.2,2.5,2006
3046,24860,"Greenville-Anderson-Mauldin, SC Metro Area",370322,85.4,7.6,0.5,1.7,0.2,1.3,3.4,2013
3427,24860,"Greenville-Anderson-Mauldin, SC Metro Area",385237,84.8,8.5,0.7,1.5,0.3,1.2,3.1,2014
3808,24860,"Greenville-Anderson-Mauldin, SC Metro Area",389023,83.7,9.9,0.6,1.3,0.1,0.4,3.9,2015
4190,24860,"Greenville-Anderson-Mauldin, SC Metro Area",405023,83.6,9.9,0.3,1.4,0.1,0.8,4.0,2016
4572,24860,"Greenville-Anderson-Mauldin, SC Metro Area",416663,83.2,9.3,0.4,1.4,0.2,0.9,4.5,2017
850,24860,"Greenville-Mauldin-Easley, SC Metro Area",283920,81.3,10.8,0.6,2.3,0.1,1.1,3.8,2007
1212,24860,"Greenville-Mauldin-Easley, SC Metro Area",287119,82.9,9.8,0.4,2.4,0.3,1.3,2.9,2008
1575,24860,"Greenville-Mauldin-Easley, SC Metro Area",275186,83.3,9.7,0.7,2.0,0.1,0.7,3.4,2009
1940,24860,"Greenville-Mauldin-Easley, SC Metro Area",274878,84.8,8.8,0.3,2.3,0.1,0.8,3.1,2010
2306,24860,"Greenville-Mauldin-Easley, SC Metro Area",278683,84.6,8.1,0.2,2.8,0.1,0.7,3.4,2011
2672,24860,"Greenville-Mauldin-Easley, SC Metro Area",283333,84.8,8.6,0.4,1.7,0.1,0.8,3.6,2012
134,25060,"Gulfport-Biloxi, MS Metro Area",97614,84.3,10.8,0.2,1.0,0.2,1.2,2.4,2005
492,25060,"Gulfport-Biloxi, MS Metro Area",93920,79.0,15.4,0.3,2.4,0.2,0.9,1.8,2006
851,25060,"Gulfport-Biloxi, MS Metro Area",102672,78.6,10.9,0.6,3.5,0.2,2.5,3.7,2007
1213,25060,"Gulfport-Biloxi, MS Metro Area",105642,81.9,12.1,0.2,2.6,0.2,1.0,2.0,2008
1576,25060,"Gulfport-Biloxi, MS Metro Area",103991,78.4,13.9,0.5,1.6,0.2,1.5,4.0,2009
1941,25060,"Gulfport-Biloxi, MS Metro Area",108814,85.0,9.3,0.4,2.7,0.1,0.6,1.9,2010
2307,25060,"Gulfport-Biloxi, MS Metro Area",110628,79.8,11.4,1.0,4.7,0.2,1.1,1.7,2011
2673,25060,"Gulfport-Biloxi, MS Metro Area",111511,81.2,11.6,0.4,4.1,0.1,0.9,1.6,2012
3047,25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",164018,83.3,10.0,1.1,2.8,0.1,1.0,1.8,2013
3428,25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",164487,84.5,8.3,0.3,3.1,0.3,1.0,2.6,2014
3809,25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",161759,85.3,8.2,0.5,2.5,0.3,0.8,2.4,2015
4191,25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",172940,84.4,7.8,0.4,2.8,0.2,1.9,2.5,2016
4573,25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",170105,85.5,8.7,0.2,2.6,0.0,0.9,2.1,2017
135,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",116887,79.6,11.9,1.5,2.2,0.2,1.5,3.1,2005
493,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",124762,82.1,10.8,0.8,1.5,0.2,1.4,3.3,2006
852,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",127574,81.2,12.6,1.4,2.0,0.2,1.0,1.7,2007
1214,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",126556,80.3,12.5,1.1,1.3,0.1,1.1,3.8,2008
1577,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",120071,78.8,11.3,1.8,2.8,0.1,1.2,4.0,2009
1942,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",117817,83.3,9.9,1.0,1.6,0.3,1.2,2.7,2010
2308,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",119493,82.6,9.7,1.6,1.3,0.0,0.9,3.8,2011
2674,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",120860,82.0,11.1,0.5,2.0,0.1,0.8,3.6,2012
3048,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",115307,82.1,10.4,1.1,1.9,0.1,0.8,3.6,2013
3429,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",114041,82.2,10.4,1.4,1.6,0.0,0.3,4.1,2014
3810,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",116674,81.5,11.1,0.9,1.5,0.2,0.7,4.2,2015
4192,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",118902,81.8,10.4,1.1,1.4,0.1,0.7,4.5,2016
4574,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",121763,81.4,10.6,1.1,1.8,0.2,0.5,4.4,2017
3049,25220,"Hammond, LA Metro Area",52601,79.0,13.6,0.7,0.8,0.0,1.8,4.2,2013
3430,25220,"Hammond, LA Metro Area",52206,81.9,11.9,0.2,1.8,0.3,1.9,2.1,2014
3811,25220,"Hammond, LA Metro Area",57098,78.2,16.0,0.6,2.6,0.3,0.5,1.9,2015
4193,25220,"Hammond, LA Metro Area",55265,83.0,10.2,0.0,1.5,0.6,2.1,2.7,2016
4575,25220,"Hammond, LA Metro Area",58485,71.0,21.8,0.1,1.4,0.3,0.6,4.8,2017
136,25260,"Hanford-Corcoran, CA Metro Area",43954,74.0,15.1,2.5,2.4,0.3,3.1,2.7,2005
494,25260,"Hanford-Corcoran, CA Metro Area",55766,72.0,19.7,1.3,2.1,0.1,1.2,3.6,2006
853,25260,"Hanford-Corcoran, CA Metro Area",56058,70.9,15.2,0.7,6.0,0.5,3.2,3.5,2007
1215,25260,"Hanford-Corcoran, CA Metro Area",58066,71.4,15.4,3.2,3.1,1.5,2.0,3.4,2008
1578,25260,"Hanford-Corcoran, CA Metro Area",55819,74.8,15.7,1.3,2.1,0.8,1.8,3.5,2009
1943,25260,"Hanford-Corcoran, CA Metro Area",55163,81.5,10.6,1.9,1.9,0.3,1.0,2.8,2010
2309,25260,"Hanford-Corcoran, CA Metro Area",53207,78.2,12.8,0.5,4.0,0.3,1.2,3.1,2011
2675,25260,"Hanford-Corcoran, CA Metro Area",53332,72.5,21.8,0.3,3.0,0.1,1.2,1.1,2012
3050,25260,"Hanford-Corcoran, CA Metro Area",54089,74.0,15.7,3.9,2.2,0.5,0.5,3.1,2013
3431,25260,"Hanford-Corcoran, CA Metro Area",53146,75.8,13.7,0.4,2.5,0.4,2.0,5.1,2014
3812,25260,"Hanford-Corcoran, CA Metro Area",55516,79.8,13.5,0.2,2.1,0.3,1.2,2.9,2015
4194,25260,"Hanford-Corcoran, CA Metro Area",58020,75.4,13.7,0.1,2.3,1.8,1.3,5.5,2016
4576,25260,"Hanford-Corcoran, CA Metro Area",58351,73.1,14.9,0.4,2.0,0.8,1.5,7.3,2017
137,25420,"Harrisburg-Carlisle, PA Metro Area",249287,82.8,8.5,1.2,3.7,0.2,0.8,2.9,2005
495,25420,"Harrisburg-Carlisle, PA Metro Area",262020,79.1,10.2,1.6,4.1,0.1,1.3,3.6,2006
854,25420,"Harrisburg-Carlisle, PA Metro Area",266011,79.2,10.2,1.3,4.4,0.3,1.4,3.3,2007
1216,25420,"Harrisburg-Carlisle, PA Metro Area",272133,79.5,10.8,1.4,3.9,0.4,1.2,2.7,2008
1579,25420,"Harrisburg-Carlisle, PA Metro Area",261306,80.3,9.9,1.3,3.6,0.4,0.8,3.6,2009
1944,25420,"Harrisburg-Carlisle, PA Metro Area",267548,81.8,9.0,1.8,3.3,0.1,0.8,3.2,2010
2310,25420,"Harrisburg-Carlisle, PA Metro Area",266134,81.8,8.7,1.5,3.3,0.3,0.8,3.6,2011
2676,25420,"Harrisburg-Carlisle, PA Metro Area",270952,82.5,9.4,0.8,2.9,0.3,0.7,3.4,2012
3051,25420,"Harrisburg-Carlisle, PA Metro Area",273261,81.6,8.6,1.6,3.8,0.4,0.5,3.4,2013
3432,25420,"Harrisburg-Carlisle, PA Metro Area",274387,80.2,9.0,1.6,4.2,0.2,1.0,3.8,2014
3813,25420,"Harrisburg-Carlisle, PA Metro Area",277257,80.5,10.0,1.5,3.3,0.4,0.5,3.8,2015
4195,25420,"Harrisburg-Carlisle, PA Metro Area",278643,79.9,8.8,1.6,2.7,0.5,1.6,4.9,2016
4577,25420,"Harrisburg-Carlisle, PA Metro Area",283922,80.7,8.5,1.3,3.2,0.3,0.9,5.1,2017
138,25500,"Harrisonburg, VA Metro Area",50063,81.5,9.4,0.2,4.3,0.4,1.1,3.1,2005
496,25500,"Harrisonburg, VA Metro Area",53393,77.6,11.2,0.1,3.9,0.8,1.1,5.3,2006
855,25500,"Harrisonburg, VA Metro Area",56197,77.7,9.1,0.6,4.6,0.8,2.0,5.2,2007
1217,25500,"Harrisonburg, VA Metro Area",56162,77.3,12.0,0.8,3.5,1.7,1.6,3.1,2008
1580,25500,"Harrisonburg, VA Metro Area",53561,80.8,11.0,0.6,4.7,0.4,0.4,2.1,2009
1945,25500,"Harrisonburg, VA Metro Area",55819,78.3,8.2,1.6,6.2,0.2,0.6,4.9,2010
2311,25500,"Harrisonburg, VA Metro Area",58355,79.3,7.5,1.8,4.7,0.9,1.1,4.7,2011
2677,25500,"Harrisonburg, VA Metro Area",57689,78.7,7.9,1.9,4.4,0.5,0.6,6.0,2012
