UZA Name,RailBus,5 digit NTD ID,UZA,JAN02,FEB02,MAR02,APR02,MAY02,JUN02,JUL02,AUG02,SEP02,OCT02,NOV02,DEC02,JAN03,FEB03,MAR03,APR03,MAY03,JUN03,JUL03,AUG03,SEP03,OCT03,NOV03,DEC03,JAN04,FEB04,MAR04,APR04,MAY04,JUN04,JUL04,AUG04,SEP04,OCT04,NOV04,DEC04,JAN05,FEB05,MAR05,APR05,MAY05,JUN05,JUL05,AUG05,SEP05,OCT05,NOV05,DEC05,JAN06,FEB06,MAR06,APR06,MAY06,JUN06,JUL06,AUG06,SEP06,OCT06,NOV06,DEC06,JAN07,FEB07,MAR07,APR07,MAY07,JUN07,JUL07,AUG07,SEP07,OCT07,NOV07,DEC07,JAN08,FEB08,MAR08,APR08,MAY08,JUN08,JUL08,AUG08,SEP08,OCT08,NOV08,DEC08,JAN09,FEB09,MAR09,APR09,MAY09,JUN09,JUL09,AUG09,SEP09,OCT09,NOV09,DEC09,JAN10,FEB10,MAR10,APR10,MAY10,JUN10,JUL10,AUG10,SEP10,OCT10,NOV10,DEC10,JAN11,FEB11,MAR11,APR11,MAY11,JUN11,JUL11,AUG11,SEP11,OCT11,NOV11,DEC11,JAN12,FEB12,MAR12,APR12,MAY12,JUN12,JUL12,AUG12,SEP12,OCT12,NOV12,DEC12,JAN13,FEB13,MAR13,APR13,MAY13,JUN13,JUL13,AUG13,SEP13,OCT13,NOV13,DEC13,JAN14,FEB14,MAR14,APR14,MAY14,JUN14,JUL14,AUG14,SEP14,OCT14,NOV14,DEC14,JAN15,FEB15,MAR15,APR15,MAY15,JUN15,JUL15,AUG15,SEP15,OCT15,NOV15,DEC15,JAN16,FEB16,MAR16,APR16,MAY16,JUN16,JUL16,AUG16,SEP16,OCT16,NOV16,DEC16,JAN17,FEB17,MAR17,APR17,MAY17,JUN17,JUL17,AUG17,SEP17,OCT17,NOV17,DEC17,JAN18,FEB18,MAR18,APR18,MAY18,JUN18,JUL18,AUG18,SEP18,OCT18,NOV18,DEC18,JAN19,FEB19,MAR19
"Aberdeen-Bel Air South-Bel Air North, MD",Bus,60148,338,51959.0,48013.0,48590.0,47374.0,52853.0,49607.0,61702.0,60219.0,56348.0,72631.0,52899.0,55024.0,65057.0,50671.0,64734.0,69443.0,64747.0,66005.0,68865.0,64180.0,64329.0,71554.0,52192.0,62846.0,59306.0,61321.0,73488.0,71733.0,64726.0,70560.0,68113.0,67955.0,69787.0,74306.0,65023.0,67950.0,70419.0,59286.0,72538.0,70578.0,69926.0,73348.0,66942.0,77709.0,70410.0,58078.0,60813.0,63567.0,57676.0,34134.0,63610.0,57080.0,60762.0,62532.0,53816.0,61456.0,53970.0,59558.0,53326.0,51366.0,68615.0,57567.0,62395.0,66412.0,67595.0,61066.0,60995.0,69434.0,57912.0,71393.0,61193.0,57798.0,66812.0,64157.0,67150.0,66198.0,61366.0,55966.0,64504.0,61229.0,63576.0,70191.0,52834.0,62565.0,57814.0,57888.0,64286.0,66256.0,61997.0,64376.0,57695.0,56865.0,53863.0,55305.0,47731.0,54355.0,52067.0,39675.0,63692.0,56737.0,51231.0,60268.0,54861.0,59805.0,58035.0,58720.0,56633.0,56459.0,49097.0,52286.0,67714.0,61703.0,61427.0,59184.0,57988.0,66074.0,62504.0,64489.0,58607.0,62263.0,61209.0,64844.0,71090.0,68949.0,72723.0,67225.0,67874.0,73977.0,62232.0,66043.0,62020.0,56497.0,66913.0,61260.0,65879.0,70231.0,70476.0,62372.0,65769.0,69161.0,63374.0,71747.0,55505.0,55284.0,56822.0,50492.0,60754.0,68725.0,63952.0,63072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Abilene, TX",Bus,120080,564,87008.0,85046.0,82064.0,86235.0,84671.0,77186.0,83573.0,85567.0,78573.0,88927.0,77932.0,79896.0,84806.0,74138.0,80441.0,82589.0,79727.0,75390.0,84115.0,82991.0,84167.0,91472.0,76917.0,87167.0,87934.0,81530.0,91486.0,88941.0,82913.0,86871.0,84366.0,87531.0,85567.0,86345.0,79349.0,86810.0,84843.0,82932.0,99279.0,95782.0,90717.0,93337.0,84404.0,94267.0,91194.0,90942.0,86771.0,89000.0,87374.0,84021.0,94416.0,85114.0,90163.0,86604.0,81181.0,96584.0,83335.0,102193.0,86571.0,88402.0,82791.0,83563.0,94248.0,88634.0,91853.0,88320.0,85158.0,91560.0,84367.0,98026.0,85451.0,72924.0,85022.0,83212.0,82625.0,88049.0,86038.0,85207.0,88509.0,87405.0,85912.0,95938.0,79889.0,86453.0,86778.0,83992.0,88109.0,90866.0,81269.0,86088.0,86566.0,86998.0,84650.0,90890.0,80615.0,88854.0,82455.0,78922.0,91194.0,90317.0,82763.0,88201.0,85584.0,86843.0,87942.0,86905.0,76033.0,77360.0,84583.0,71025.0,70503.0,89163.0,89391.0,85362.0,84701.0,84810.0,92374.0,96694.0,79349.0,87096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Akron, OH",Bus,300082,426,619439.0,573611.0,598380.0,600059.0,636915.0,638142.0,621148.0,616584.0,653377.0,667321.0,635912.0,636799.0,656795.0,527938.0,618129.0,628479.0,581245.0,506064.0,588276.0,581741.0,653553.0,654391.0,530493.0,584557.0,646515.0,554782.0,626438.0,613585.0,550798.0,595869.0,577390.0,716548.0,644411.0,636202.0,663366.0,623267.0,635308.0,586584.0,592633.0,626449.0,593311.0,594846.0,538871.0,667277.0,634444.0,681762.0,602369.0,583985.0,573979.0,573317.0,630502.0,574295.0,580570.0,574968.0,551371.0,615358.0,583393.0,638479.0,597779.0,554649.0,600900.0,568657.0,638095.0,601729.0,774447.0,566897.0,563734.0,632274.0,585542.0,681253.0,618336.0,654576.0,613366.0,470154.0,611476.0,634206.0,579499.0,578080.0,595634.0,591519.0,631035.0,675335.0,593538.0,591360.0,434665.0,467707.0,502626.0,507841.0,458036.0,474177.0,477765.0,475006.0,505320.0,545063.0,491298.0,507032.0,469108.0,464028.0,536276.0,500712.0,463893.0,474753.0,471622.0,491085.0,516933.0,502053.0,494306.0,461216.0,521109.0,498569.0,541110.0,505818.0,480256.0,478631.0,444140.0,511474.0,511663.0,511254.0,495423.0,488485.0,490149.0,505056.0,524558.0,539247.0,556464.0,521569.0,518158.0,578723.0,539182.0,617206.0,567457.0,522861.0,652361.0,605236.0,632810.0,663077.0,614338.0,545652.0,583591.0,608116.0,594946.0,664166.0,589584.0,597721.0,580672.0,583851.0,607389.0,641666.0,600626.0,573578.0,601095.0,595355.0,677332.0,680270.0,576449.0,617189.0,598810.0,600131.0,643430.0,657241.0,587033.0,612050.0,618762.0,596956.0,588124.0,662656.0,595093.0,624633.0,573131.0,615117.0,660439.0,617239.0,598035.0,592813.0,539889.0,622999.0,622670.0,631780.0,608239.0,592338.0,582828.0,580735.0,651090.0,591740.0,624414.0,608624.0,572970.0,654469.0,623664.0,660818.0,632091.0,589392.0,627259.0,610125.0,666735.0,650666.0,652022.0,599910.0,602969.0,655881.0,591689.0,677619.0,615373.0,579915.0,618452.0,592253.0,627764.0
"Akron, OH",Other,50010,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34953.0,32326.0,40172.0,36731.0,34752.0,33867.0,29495.0,33311.0,34844.0,37114.0,37065.0,31844.0,34723.0,36065.0,40365.0,25131.0,11863.0,11230.0,9862.0,12122.0,10980.0,12076.0,10944.0,9676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Albany, GA",Bus,80042,618,58753.0,57990.0,59624.0,57700.0,57273.0,58422.0,56947.0,60312.0,64318.0,60600.0,54968.0,59668.0,56016.0,52615.0,60021.0,58493.0,58509.0,57206.0,59096.0,59436.0,58646.0,61378.0,54334.0,58456.0,56279.0,54994.0,62638.0,58305.0,56769.0,58890.0,59639.0,58196.0,54781.0,58035.0,54533.0,56294.0,53643.0,54292.0,60110.0,57071.0,56095.0,55636.0,54483.0,62656.0,53975.0,56949.0,53980.0,56139.0,54421.0,50974.0,59348.0,56413.0,57620.0,57442.0,55273.0,59935.0,56103.0,56798.0,54825.0,54403.0,54668.0,53011.0,57596.0,53523.0,55759.0,56182.0,55007.0,57277.0,51526.0,56985.0,53187.0,52554.0,52487.0,52566.0,56781.0,55105.0,55186.0,53124.0,53430.0,54324.0,53056.0,58470.0,47911.0,53088.0,52877.0,50086.0,54796.0,57975.0,49564.0,54294.0,53231.0,53781.0,51338.0,55075.0,50476.0,51261.0,48891.0,49457.0,55484.0,53193.0,52714.0,53341.0,52492.0,53617.0,52248.0,53712.0,51714.0,53017.0,49661.0,49274.0,55564.0,52546.0,54331.0,59414.0,56976.0,61851.0,57280.0,59601.0,57028.0,60340.0,52012.0,51634.0,54910.0,52527.0,53431.0,51789.0,49284.0,53806.0,48099.0,53983.0,49849.0,48703.0,49731.0,47722.0,51231.0,51267.0,50065.0,48252.0,55494.0,58058.0,52360.0,59035.0,53650.0,53571.0,54563.0,53315.0,57098.0,59092.0,57448.0,55826.0,58731.0,58844.0,58385.0,61341.0,56921.0,57287.0,58064.0,54890.0,58524.0,59565.0,55108.0,57681.0,58543.0,58531.0,54581.0,61600.0,54498.0,58078.0,54239.0,57620.0,59321.0,59001.0,57208.0,58963.0,55202.0,61476.0,56503.0,59140.0,56900.0,58880.0,44939.0,55885.0,62861.0,57302.0,60172.0,59464.0,53331.0,63048.0,56788.0,66464.0,63685.0,52306.0,59047.0,60985.0,64892.0,61652.0,62153.0,63513.0,66751.0,75650.0,67940.0,59361.0,64873.0,57537.0,62574.0,13100.0,0.0
"Albany-Schenectady, NY",Bus,100010,335,599110.0,535352.0,587049.0,591506.0,593477.0,584897.0,590079.0,597526.0,554469.0,616887.0,566570.0,578586.0,573939.0,516199.0,557439.0,590695.0,588138.0,534246.0,569745.0,539816.0,567288.0,595298.0,535865.0,597140.0,576078.0,547355.0,609970.0,622547.0,549190.0,621772.0,559600.0,575176.0,645677.0,685251.0,664037.0,673878.0,653183.0,635249.0,719970.0,745182.0,722768.0,641694.0,640702.0,784102.0,763921.0,779672.0,771692.0,712671.0,663089.0,610632.0,690322.0,645485.0,670876.0,669057.0,637364.0,703677.0,707198.0,707049.0,671633.0,688943.0,725761.0,670942.0,751015.0,725429.0,727759.0,686226.0,654834.0,709919.0,677718.0,800323.0,715469.0,726835.0,765465.0,717239.0,744933.0,735723.0,752858.0,707966.0,767533.0,735261.0,753671.0,790107.0,680080.0,742555.0,722681.0,671782.0,735898.0,727671.0,691540.0,640461.0,660819.0,684402.0,700396.0,734804.0,671418.0,721547.0,668618.0,639034.0,750086.0,661949.0,694230.0,715158.0,700821.0,715873.0,701158.0,716492.0,687129.0,758967.0,703275.0,652210.0,773617.0,758988.0,759134.0,753865.0,723744.0,777279.0,732336.0,752589.0,718367.0,773821.0,736755.0,704137.0,761931.0,716893.0,751340.0,717517.0,710975.0,747605.0,684818.0,730535.0,718143.0,739468.0,717454.0,650513.0,721583.0,733258.0,729485.0,670202.0,712574.0,726171.0,682224.0,753757.0,681393.0,714583.0,714792.0,662351.0,744484.0,739744.0,736841.0,704732.0,750406.0,721143.0,733098.0,776904.0,692643.0,749370.0,724225.0,692508.0,767838.0,757538.0,731879.0,747564.0,772763.0,743939.0,745646.0,783210.0,721640.0,770866.0,728122.0,749683.0,808095.0,751050.0,756877.0,754978.0,773289.0,811213.0,775678.0,795586.0,777798.0,802368.0,786637.0,734555.0,814992.0,752735.0,809511.0,790636.0,768464.0,818761.0,756135.0,791109.0,757632.0,752451.0,765727.0,733354.0,814531.0,782893.0,810591.0,777758.0,789774.0,836556.0,759107.0,833049.0,793278.0,796470.0,809403.0,747054.0,812358.0
"Albany-Schenectady, NY",Other,40004,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1710.0,1818.0,2166.0,1938.0,2184.0,2901.0,4070.0,5300.0,7430.0,7431.0,11610.0,13368.0,15710.0,15548.0,14943.0,12875.0,13771.0,20118.0,19337.0,17556.0,22180.0,26012.0,26877.0,24487.0,30362.0,35130.0,36272.0,34622.0,35562.0,34896.0,31356.0,32167.0,29423.0,28214.0,24194.0,26488.0,27287.0,20272.0,28870.0,24037.0,20930.0,23920.0,19687.0,19703.0,113857.0,127731.0,127900.0,134899.0,148267.0,139380.0,152444.0,133068.0,136676.0,148364.0,127726.0,144085.0,156576.0,143403.0,135738.0,139708.0,140947.0,128989.0,148002.0,131160.0,144340.0,140924.0,130962.0,160003.0,156758.0,142670.0,141917.0,143270.0,145575.0,129768.0,146549.0,127671.0,130221.0,122063.0,120747.0,123876.0,131886.0,136212.0,133866.0,108803.0,136042.0,139139.0,138251.0,141469.0,142946.0,115793.0,125169.0,176452.0,170928.0,142964.0,132160.0,118560.0,143808.0,139711.0,159753.0,153552.0,149298.0,148561.0,132321.0,158020.0,115477.0,160648.0,154083.0,169990.0,180171.0,145844.0,170580.0,179029.0,163764.0,160026.0,169474.0,184227.0
"Albuquerque, NM",Bus,420593,392,153483.0,143179.0,150899.0,154630.0,151419.0,140065.0,145823.0,147287.0,141577.0,155615.0,133097.0,14135.0,436877.0,461287.0,461374.0,455701.0,469747.0,439134.0,457577.0,426021.0,428012.0,440873.0,397812.0,425514.0,433503.0,446664.0,488174.0,468211.0,456867.0,465970.0,463893.0,474785.0,471087.0,436586.0,439615.0,487484.0,540761.0,496679.0,576584.0,545677.0,527280.0,538620.0,529212.0,560890.0,538086.0,557054.0,536767.0,542837.0,505231.0,501724.0,569294.0,520651.0,553805.0,544575.0,517792.0,569633.0,501684.0,560086.0,523148.0,540442.0,554145.0,523530.0,484539.0,527058.0,544589.0,555390.0,557427.0,618003.0,635721.0,623203.0,573707.0,547449.0,608829.0,542596.0,571424.0,580799.0,565631.0,558232.0,579762.0,578563.0,568721.0,617270.0,537113.0,571836.0,575592.0,548894.0,599207.0,592498.0,559920.0,592560.0,603016.0,598366.0,605335.0,625982.0,564470.0,593701.0,566141.0,541134.0,619592.0,598414.0,563443.0,595121.0,583162.0,619942.0,593418.0,606345.0,569065.0,597957.0,584099.0,569108.0,658058.0,621830.0,612048.0,625161.0,591106.0,651264.0,615861.0,628223.0,594107.0,599161.0,606269.0,600560.0,628431.0,603702.0,622315.0,600409.0,593768.0,644240.0,574068.0,693095.0,617411.0,609475.0,666671.0,625302.0,667155.0,680813.0,674071.0,634311.0,669261.0,687873.0,633840.0,708010.0,616167.0,633520.0,668452.0,627536.0,679541.0,689987.0,668242.0,660879.0,684368.0,681525.0,672001.0,722980.0,610584.0,666780.0,659390.0,637706.0,705589.0,699908.0,657436.0,694260.0,706175.0,680030.0,675300.0,711778.0,632151.0,674556.0,644992.0,670725.0,731443.0,690046.0,675402.0,696972.0,662146.0,730201.0,688403.0,698142.0,661431.0,685911.0,679936.0,649213.0,737767.0,675591.0,705756.0,690888.0,667605.0,750250.0,676375.0,722085.0,665381.0,658364.0,698052.0,655452.0,717679.0,687690.0,700092.0,678647.0,670441.0,729836.0,647195.0,744239.0,666053.0,644096.0,690900.0,651047.0,701831.0
"Albuquerque, NM",Other,120222,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135785.0,123832.0,136127.0,134965.0,139332.0,143844.0,0.0,0.0,0.0,0.0,0.0,0.0,117816.0,110303.0,121349.0,112107.0,110076.0,120630.0,120669.0,125518.0,127199.0,120988.0,113981.0,114507.0,112106.0,105519.0,118123.0,112746.0,109969.0,114718.0,111238.0,121641.0,128034.0,117908.0,106195.0,112483.0,113144.0,111794.0,121098.0,123226.0,125624.0,115964.0,122947.0,129722.0,134557.0,142757.0,119335.0,124611.0,126058.0,117958.0,128353.0,125390.0,125807.0,117955.0,128017.0,131167.0,125857.0,128433.0,116025.0,124319.0,124827.0,115820.0,125658.0,116899.0,128616.0,126059.0,129472.0,137619.0,127601.0,126430.0,113270.0,127899.0,120974.0,115554.0,128364.0,126328.0,121430.0,125426.0,132278.0,120983.0,126584.0,134299.0,114257.0,125399.0,120900.0,123426.0,131830.0,124006.0,125652.0,127244.0,127733.0,130027.0,120358.0,126638.0,111752.0,121379.0,111686.0,110210.0,122081.0,116507.0,117816.0,118309.0,117341.0,125177.0,114467.0,128893.0,112725.0,116045.0,113390.0,108235.0,119716.0,113724.0,117892.0,116529.0,115199.0,122973.0,108840.0,121011.0,109021.0,115678.0,117957.0,111050.0,118991.0
"Alexandria, LA",Bus,120050,692,40860.0,39250.0,43292.0,44114.0,43701.0,43394.0,43615.0,48461.0,44593.0,49072.0,44189.0,46962.0,43142.0,41707.0,45303.0,43658.0,45862.0,44054.0,44367.0,43337.0,42634.0,47425.0,39270.0,0.0,44912.0,42886.0,48079.0,44470.0,44328.0,45254.0,46440.0,46831.0,46979.0,44745.0,45135.0,46730.0,43087.0,43421.0,42627.0,40453.0,39989.0,42971.0,41813.0,44351.0,41511.0,41406.0,38439.0,42971.0,34877.0,33273.0,35477.0,36162.0,38147.0,39482.0,0.0,0.0,0.0,0.0,0.0,0.0,46893.0,44817.0,50471.0,45067.0,48765.0,49364.0,46988.0,51578.0,45929.0,52423.0,59233.0,57377.0,50777.0,51717.0,49744.0,55463.0,51758.0,49749.0,51317.0,50728.0,46985.0,54367.0,45836.0,50611.0,59128.0,59578.0,62271.0,59954.0,57683.0,59148.0,57832.0,59141.0,60217.0,60719.0,54489.0,58328.0,55646.0,55946.0,55720.0,58789.0,55979.0,55937.0,59786.0,56160.0,58916.0,56980.0,53990.0,53452.0,76454.0,73159.0,69834.0,74977.0,75573.0,74570.0,69657.0,69539.0,75342.0,74930.0,68933.0,67746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
