,UZA Name,CBSA,MNAME,RailBus,Year,UPT_x,VRM_x,UPT_y,VRM_y,UAPOPPCT,FARE
1158,"Cincinnati, OH-KY-IN",17140.0,"Cincinnati-Middletown, OH-KY-IN Metro Area",Bus,2004,28659580.0,15578174.0,28659580.0,15578174.0,100.0,22633828.0
1159,"Cincinnati, OH-KY-IN",17140.0,"Cincinnati-Middletown, OH-KY-IN Metro Area",Bus,2005,26807888.0,15299372.0,26807888.0,15299372.0,100.0,25948442.0
1160,"Cincinnati, OH-KY-IN",17140.0,"Cincinnati-Middletown, OH-KY-IN Metro Area",Bus,2006,25873478.0,14786474.0,25873478.0,14786474.0,100.0,27393651.0
1161,"Cincinnati, OH-KY-IN",17140.0,"Cincinnati-Middletown, OH-KY-IN Metro Area",Bus,2007,26345783.0,13858362.0,26345783.0,13858362.0,100.0,28159054.0
1162,"Cincinnati, OH-KY-IN",17140.0,"Cincinnati-Middletown, OH-KY-IN Metro Area",Bus,2008,25194203.0,13930146.0,25194203.0,13930146.0,100.0,33614014.0
1163,"Cincinnati, OH-KY-IN",17140.0,"Cincinnati-Middletown, OH-KY-IN Metro Area",Bus,2009,22439875.0,13508420.0,22439875.0,13508420.0,100.0,33367410.0
1164,"Cincinnati, OH-KY-IN",17140.0,"Cincinnati-Middletown, OH-KY-IN Metro Area",Bus,2010,19803150.0,12355103.0,19803150.0,12355103.0,100.0,34543856.0
1165,"Cincinnati, OH-KY-IN",17140.0,"Cincinnati-Middletown, OH-KY-IN Metro Area",Bus,2011,20254856.0,12224757.0,20254856.0,12224757.0,100.0,34048987.0
1166,"Cincinnati, OH-KY-IN",17140.0,"Cincinnati-Middletown, OH-KY-IN Metro Area",Bus,2012,21049483.0,12519751.0,21049483.0,12519751.0,100.0,34894744.0
1167,"Cincinnati, OH-KY-IN",17140.0,"Cincinnati-Middletown, OH-KY-IN Metro Area",Bus,2013,20615446.0,12681198.0,20615446.0,12681198.0,100.0,34278249.0
1168,"Cincinnati, OH-KY-IN",17140.0,"Cincinnati-Middletown, OH-KY-IN Metro Area",Bus,2014,20579319.0,13336891.0,20579319.0,13336891.0,100.0,33918550.0
1169,"Cincinnati, OH-KY-IN",17140.0,"Cincinnati-Middletown, OH-KY-IN Metro Area",Bus,2015,20016428.0,13272228.0,20016428.0,13272228.0,100.0,32817358.0
1170,"Cincinnati, OH-KY-IN",17140.0,"Cincinnati-Middletown, OH-KY-IN Metro Area",Bus,2016,18912961.0,13587638.0,18912961.0,13587638.0,100.0,32005844.0
1171,"Cincinnati, OH-KY-IN",17140.0,"Cincinnati-Middletown, OH-KY-IN Metro Area",Bus,2017,17985391.0,13625556.0,17985391.0,13625556.0,100.0,30666820.0
1172,"Cincinnati, OH-KY-IN",17140.0,"Cincinnati-Middletown, OH-KY-IN Metro Area",Bus,2018,17318280.0,13544363.0,17318280.0,13544363.0,100.0,29591551.0
1173,"Cincinnati, OH-KY-IN",17140.0,"Cincinnati-Middletown, OH-KY-IN Metro Area",Rail,2016,330738.0,29053.0,330738.0,29053.0,100.0,289619.0
1174,"Cincinnati, OH-KY-IN",17140.0,"Cincinnati-Middletown, OH-KY-IN Metro Area",Rail,2017,578180.0,90133.0,578180.0,90133.0,100.0,455323.0
1175,"Clarksville, TN-KY",17300.0,"Clarksville, TN-KY Metro Area",Bus,2002,524422.0,718489.0,524422.0,718489.0,100.0,251155.0
1176,"Clarksville, TN-KY",17300.0,"Clarksville, TN-KY Metro Area",Bus,2003,581847.0,728458.0,581847.0,728458.0,100.0,261145.0
1177,"Clarksville, TN-KY",17300.0,"Clarksville, TN-KY Metro Area",Bus,2004,581913.0,743695.0,581913.0,743695.0,100.0,282933.0
1178,"Clarksville, TN-KY",17300.0,"Clarksville, TN-KY Metro Area",Bus,2005,206073.0,254933.0,206073.0,254933.0,100.0,324276.0
1179,"Clarksville, TN-KY",17300.0,"Clarksville, TN-KY Metro Area",Bus,2006,621403.0,780069.0,621403.0,780069.0,100.0,374806.0
1180,"Clarksville, TN-KY",17300.0,"Clarksville, TN-KY Metro Area",Bus,2007,644924.0,805091.0,644924.0,805091.0,100.0,398142.0
1181,"Clarksville, TN-KY",17300.0,"Clarksville, TN-KY Metro Area",Bus,2008,723870.0,906851.0,723870.0,906851.0,100.0,416976.0
1182,"Clarksville, TN-KY",17300.0,"Clarksville, TN-KY Metro Area",Bus,2009,700412.0,995998.0,700412.0,995998.0,100.0,531390.0
1183,"Clarksville, TN-KY",17300.0,"Clarksville, TN-KY Metro Area",Bus,2010,726630.0,1802821.0,726630.0,1802821.0,100.0,529824.0
1184,"Clarksville, TN-KY",17300.0,"Clarksville, TN-KY Metro Area",Bus,2011,806064.0,1087089.0,806064.0,1087089.0,100.0,560265.0
1185,"Clarksville, TN-KY",17300.0,"Clarksville, TN-KY Metro Area",Bus,2012,873496.0,1088599.0,873496.0,1088599.0,100.0,630830.0
1186,"Clarksville, TN-KY",17300.0,"Clarksville, TN-KY Metro Area",Bus,2013,775877.0,1097131.0,775877.0,1097131.0,100.0,687049.0
1187,"Clarksville, TN-KY",17300.0,"Clarksville, TN-KY Metro Area",Bus,2014,340883.0,551658.0,340883.0,551658.0,100.0,681074.0
1188,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Bus,2002,44849944.0,22757523.0,44829439.0,22625079.0,93.92,31328525.0
1189,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Bus,2003,46412879.0,22742256.0,46392935.0,22609884.0,93.92,31814602.0
1190,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Bus,2004,48554707.0,22054113.0,48534410.0,21921751.0,93.92,31099787.0
1191,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Bus,2005,53803256.0,21577947.0,53778043.0,21445044.0,93.92,32559195.0
1192,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Bus,2006,58496562.0,21108111.0,58496562.0,21108111.0,93.92,37017758.0
1193,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Bus,2007,49538448.0,21224954.0,49509543.0,21096898.0,93.92,36086470.0
1194,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Bus,2008,49727418.0,19678069.0,49695914.0,19549961.0,93.92,39305405.0
1195,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Bus,2009,38758677.0,17981157.0,38729843.0,17860076.0,93.92,43018904.0
1196,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Bus,2010,36806133.0,14171756.0,36775478.0,14058167.0,93.92,40880150.0
1197,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Bus,2011,37725577.0,13516088.0,37690061.0,13409560.0,93.92,40448115.0
1198,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Bus,2012,39051635.0,13831500.0,39051635.0,13831500.0,93.92,36122919.0
1199,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Bus,2013,39738723.0,14551277.0,39738723.0,14551277.0,93.92,41699054.0
1200,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Bus,2014,40058540.0,14937128.0,40058540.0,14937128.0,93.92,41544354.0
1201,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Bus,2015,37797053.0,15090224.0,37797053.0,15090224.0,93.92,38550045.0
1202,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Bus,2016,35235961.0,14855984.0,35235961.0,14855984.0,93.92,37878920.0
1203,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Bus,2017,31501257.0,14432214.0,31501257.0,14432214.0,93.92,35789395.0
1204,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Bus,2018,27134466.0,13837856.0,27134466.0,13837856.0,93.92,34413510.0
1205,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Rail,2002,8055931.0,2556895.0,8055931.0,2556895.0,93.92,7017092.0
1206,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Rail,2003,7288444.0,2516304.0,7288444.0,2516304.0,93.92,6776656.0
1207,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Rail,2004,7779709.0,2448202.0,7779709.0,2448202.0,93.92,6699165.0
1208,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Rail,2005,10413956.0,2540092.0,10413956.0,2540092.0,93.92,6204084.0
1209,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Rail,2006,10937276.0,2628639.0,10937276.0,2628639.0,93.92,4388657.0
1210,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Rail,2007,11473951.0,2511542.0,11473951.0,2511542.0,93.92,7562901.0
1211,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Rail,2008,12035207.0,2446349.0,12035207.0,2446349.0,93.92,8973715.0
1212,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Rail,2009,8233829.0,2293032.0,8233829.0,2293032.0,93.92,7519161.0
1213,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Rail,2010,7757632.0,1951049.0,7757632.0,1951049.0,93.92,6639209.0
1214,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Rail,2011,8432995.0,2185731.0,8432995.0,2185731.0,93.92,9111250.0
1215,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Rail,2012,9096874.0,2688369.0,9096874.0,2688369.0,93.92,9459707.0
1216,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Rail,2013,9321306.0,3200261.0,9321306.0,3200261.0,93.92,9697634.0
1217,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Rail,2014,8982994.0,3364938.0,8982994.0,3364938.0,93.92,9238303.0
1218,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Rail,2015,9047021.0,3372936.0,9047021.0,3372936.0,93.92,9152741.0
1219,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Rail,2016,8885919.0,3437718.0,8885919.0,3437718.0,93.92,9454399.0
1220,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Rail,2017,8019567.0,3294982.0,8019567.0,3294982.0,93.92,10280173.0
1221,"Cleveland, OH",17460.0,"Cleveland-Elyria-Mentor, OH Metro Area",Rail,2018,7911549.0,3274378.0,7911549.0,3274378.0,93.92,10843889.0
1222,"Coeur d'Alene, ID",17660.0,"Coeur d'Alene, ID Metro Area",Bus,2010,556565.0,23928.0,556565.0,23928.0,100.0,0.0
1223,"Coeur d'Alene, ID",17660.0,"Coeur d'Alene, ID Metro Area",Bus,2011,575666.0,760200.0,575666.0,760200.0,100.0,0.0
1224,"College Station-Bryan, TX",17780.0,"College Station-Bryan, TX Metro Area",Bus,2002,253531.0,461871.0,253531.0,461871.0,100.0,160272.0
1225,"College Station-Bryan, TX",17780.0,"College Station-Bryan, TX Metro Area",Bus,2003,236688.0,447831.0,236688.0,447831.0,100.0,110676.0
1226,"College Station-Bryan, TX",17780.0,"College Station-Bryan, TX Metro Area",Bus,2004,569949.0,792313.0,569949.0,792313.0,100.0,1365834.0
1227,"College Station-Bryan, TX",17780.0,"College Station-Bryan, TX Metro Area",Bus,2005,608668.0,783027.0,608668.0,783027.0,100.0,1442765.0
1228,"College Station-Bryan, TX",17780.0,"College Station-Bryan, TX Metro Area",Bus,2006,647197.0,767146.0,647197.0,767146.0,100.0,1091892.0
1229,"College Station-Bryan, TX",17780.0,"College Station-Bryan, TX Metro Area",Bus,2007,749708.0,845805.0,749708.0,845805.0,100.0,1647579.0
1230,"College Station-Bryan, TX",17780.0,"College Station-Bryan, TX Metro Area",Bus,2008,800605.0,919245.0,800605.0,919245.0,100.0,3034049.0
1231,"College Station-Bryan, TX",17780.0,"College Station-Bryan, TX Metro Area",Bus,2009,1263115.0,2002889.0,1263115.0,2002889.0,100.0,3690949.0
1232,"College Station-Bryan, TX",17780.0,"College Station-Bryan, TX Metro Area",Bus,2010,1266627.0,1979252.0,1266627.0,1979252.0,100.0,3485389.0
1233,"College Station-Bryan, TX",17780.0,"College Station-Bryan, TX Metro Area",Bus,2011,1339219.0,1850095.0,1339219.0,1850095.0,100.0,3782324.0
1234,"College Station-Bryan, TX",17780.0,"College Station-Bryan, TX Metro Area",Bus,2012,1391628.0,1815518.0,1391628.0,1815518.0,100.0,4044614.0
1235,"College Station-Bryan, TX",17780.0,"College Station-Bryan, TX Metro Area",Bus,2013,1303913.0,1603790.0,1303913.0,1603790.0,100.0,4041582.0
1236,"College Station-Bryan, TX",17780.0,"College Station-Bryan, TX Metro Area",Bus,2014,1222088.0,1616174.0,1222088.0,1616174.0,100.0,4506519.0
1237,"College Station-Bryan, TX",17780.0,"College Station-Bryan, TX Metro Area",Bus,2015,506872.0,811664.0,506872.0,811664.0,100.0,238410.0
1238,"College Station-Bryan, TX",17780.0,"College Station-Bryan, TX Metro Area",Bus,2016,404911.0,797886.0,404911.0,797886.0,100.0,217407.0
1239,"College Station-Bryan, TX",17780.0,"College Station-Bryan, TX Metro Area",Bus,2017,408602.0,823670.0,408602.0,823670.0,100.0,204307.0
1240,"College Station-Bryan, TX",17780.0,"College Station-Bryan, TX Metro Area",Bus,2018,399616.0,845998.0,399616.0,845998.0,100.0,187255.5
1241,"Colorado Springs, CO",17820.0,"Colorado Springs, CO Metro Area",Bus,2002,3594558.0,2437416.0,3594558.0,2437416.0,99.99,1933313.0
1242,"Colorado Springs, CO",17820.0,"Colorado Springs, CO Metro Area",Bus,2003,3150269.0,2340508.0,3150269.0,2340508.0,99.99,1991312.0
1243,"Colorado Springs, CO",17820.0,"Colorado Springs, CO Metro Area",Bus,2004,2817708.0,3667931.0,2817708.0,3667931.0,99.99,1659591.0
1244,"Colorado Springs, CO",17820.0,"Colorado Springs, CO Metro Area",Bus,2005,2871549.0,2886229.0,2871549.0,2886229.0,99.99,1713947.0
1245,"Colorado Springs, CO",17820.0,"Colorado Springs, CO Metro Area",Bus,2006,3310803.0,3393974.0,3310803.0,3393974.0,99.99,2768424.0
1246,"Colorado Springs, CO",17820.0,"Colorado Springs, CO Metro Area",Bus,2007,3497803.0,3445489.0,3497803.0,3445489.0,99.99,2948551.0
1247,"Colorado Springs, CO",17820.0,"Colorado Springs, CO Metro Area",Bus,2008,3598878.0,3663711.0,3598878.0,3663711.0,99.99,3633409.0
1248,"Colorado Springs, CO",17820.0,"Colorado Springs, CO Metro Area",Bus,2009,3152990.0,3172549.0,3152990.0,3172549.0,99.99,3436363.0
1249,"Colorado Springs, CO",17820.0,"Colorado Springs, CO Metro Area",Bus,2010,2537971.0,2095878.0,2537971.0,2095878.0,99.99,2453852.0
1250,"Colorado Springs, CO",17820.0,"Colorado Springs, CO Metro Area",Bus,2011,2666804.0,2182837.0,2666804.0,2182837.0,99.99,2971667.0
1251,"Colorado Springs, CO",17820.0,"Colorado Springs, CO Metro Area",Bus,2012,2588001.0,1846778.0,2588001.0,1846778.0,99.99,2814952.0
1252,"Colorado Springs, CO",17820.0,"Colorado Springs, CO Metro Area",Bus,2013,2669265.0,1523838.0,2669265.0,1523838.0,99.99,2390730.0
1253,"Colorado Springs, CO",17820.0,"Colorado Springs, CO Metro Area",Bus,2014,2935031.0,1688834.0,2935031.0,1688834.0,99.99,2627237.0
1254,"Colorado Springs, CO",17820.0,"Colorado Springs, CO Metro Area",Bus,2015,3009500.0,1787192.0,3009500.0,1787192.0,99.99,2692124.0
1255,"Colorado Springs, CO",17820.0,"Colorado Springs, CO Metro Area",Bus,2016,3120334.0,1979621.0,3120334.0,1979621.0,99.99,2627171.0
1256,"Colorado Springs, CO",17820.0,"Colorado Springs, CO Metro Area",Bus,2017,3191976.0,2095583.0,3191976.0,2095583.0,99.99,2648549.0
1257,"Colorado Springs, CO",17820.0,"Colorado Springs, CO Metro Area",Bus,2018,3082981.0,2291115.0,3082981.0,2291115.0,99.99,2626761.5
1258,"Columbia, MO",17860.0,"Columbia, MO Metro Area",Bus,2002,496539.0,381852.0,496539.0,381852.0,100.0,28974.0
1259,"Columbia, MO",17860.0,"Columbia, MO Metro Area",Bus,2003,482363.0,432000.0,482363.0,432000.0,100.0,181354.0
1260,"Columbia, MO",17860.0,"Columbia, MO Metro Area",Bus,2004,523318.0,432000.0,523318.0,432000.0,100.0,165579.0
1261,"Columbia, MO",17860.0,"Columbia, MO Metro Area",Bus,2005,514097.0,432000.0,514097.0,432000.0,100.0,172212.0
1262,"Columbia, MO",17860.0,"Columbia, MO Metro Area",Bus,2006,854010.0,516000.0,854010.0,516000.0,100.0,190070.0
1263,"Columbia, MO",17860.0,"Columbia, MO Metro Area",Bus,2007,715052.0,432000.0,715052.0,432000.0,100.0,196682.0
1264,"Columbia, MO",17860.0,"Columbia, MO Metro Area",Bus,2008,1553757.0,432000.0,1553757.0,432000.0,100.0,211265.0
1265,"Columbia, MO",17860.0,"Columbia, MO Metro Area",Bus,2009,1958423.0,785448.0,1958423.0,785448.0,100.0,319837.0
1266,"Columbia, MO",17860.0,"Columbia, MO Metro Area",Bus,2010,2069027.0,769563.0,2069027.0,769563.0,100.0,384513.0
1267,"Columbia, MO",17860.0,"Columbia, MO Metro Area",Bus,2011,2192062.0,681874.0,2192062.0,681874.0,100.0,405706.0
1268,"Columbia, MO",17860.0,"Columbia, MO Metro Area",Bus,2012,1903088.0,676374.0,1903088.0,676374.0,100.0,1524951.0
1269,"Columbia, MO",17860.0,"Columbia, MO Metro Area",Bus,2013,1800557.0,687177.0,1800557.0,687177.0,100.0,1734557.0
1270,"Columbia, MO",17860.0,"Columbia, MO Metro Area",Bus,2014,2267056.0,767443.0,2267056.0,767443.0,100.0,1922119.0
1271,"Columbia, MO",17860.0,"Columbia, MO Metro Area",Bus,2015,1466613.0,797378.0,1466613.0,797378.0,100.0,1657084.0
1272,"Columbia, MO",17860.0,"Columbia, MO Metro Area",Bus,2016,1430879.0,811923.0,1430879.0,811923.0,100.0,1510908.0
1273,"Columbia, MO",17860.0,"Columbia, MO Metro Area",Bus,2017,1387688.0,839907.0,1387688.0,839907.0,100.0,1508501.0
1274,"Columbia, MO",17860.0,"Columbia, MO Metro Area",Bus,2018,1180354.0,730217.0,1180354.0,730217.0,100.0,1434209.5
1275,"Columbia, SC",17900.0,"Columbia, SC Metro Area",Bus,2004,2539837.0,1951976.0,2539837.0,1951976.0,100.0,1436953.0
1276,"Columbia, SC",17900.0,"Columbia, SC Metro Area",Bus,2005,2670368.0,1910857.0,2670368.0,1910857.0,100.0,1914685.0
1277,"Columbia, SC",17900.0,"Columbia, SC Metro Area",Bus,2006,2427365.0,1702731.0,2427365.0,1702731.0,100.0,2212457.0
1278,"Columbia, SC",17900.0,"Columbia, SC Metro Area",Bus,2007,2105419.0,1564976.0,2105419.0,1564976.0,100.0,2106636.0
1279,"Columbia, SC",17900.0,"Columbia, SC Metro Area",Bus,2008,2206388.0,1590509.0,2206388.0,1590509.0,100.0,1847893.0
1280,"Columbia, SC",17900.0,"Columbia, SC Metro Area",Bus,2009,1936452.0,1565737.0,1936452.0,1565737.0,100.0,1808479.0
1281,"Columbia, SC",17900.0,"Columbia, SC Metro Area",Bus,2010,1867769.0,1497888.0,1867769.0,1497888.0,100.0,1856732.0
1282,"Columbia, SC",17900.0,"Columbia, SC Metro Area",Bus,2011,1758915.0,1430621.0,1758915.0,1430621.0,100.0,1911643.0
1283,"Columbia, SC",17900.0,"Columbia, SC Metro Area",Bus,2012,1431055.0,976612.0,1431055.0,976612.0,100.0,1824142.0
1284,"Columbia, SC",17900.0,"Columbia, SC Metro Area",Bus,2013,1398784.0,957365.0,1398784.0,957365.0,100.0,1466365.0
1285,"Columbia, SC",17900.0,"Columbia, SC Metro Area",Bus,2014,1740437.0,1242107.0,1740437.0,1242107.0,100.0,1637087.0
1286,"Columbia, SC",17900.0,"Columbia, SC Metro Area",Bus,2015,2260607.0,1959360.0,2260607.0,1959360.0,100.0,1846166.0
1287,"Columbia, SC",17900.0,"Columbia, SC Metro Area",Bus,2016,2419584.0,2353967.0,2419584.0,2353967.0,100.0,1794902.0
1288,"Columbia, SC",17900.0,"Columbia, SC Metro Area",Bus,2017,2482696.0,2401013.0,2482696.0,2401013.0,100.0,1932618.0
1289,"Columbia, SC",17900.0,"Columbia, SC Metro Area",Bus,2018,2762614.0,2680393.0,2762614.0,2680393.0,100.0,1975844.0
1290,"Columbus, GA-AL",12220.0,"Auburn-Opelika, AL Metro Area",Bus,2002,870565.0,940885.0,870565.0,940885.0,10.67,679681.0
1291,"Columbus, GA-AL",17980.0,"Columbus, GA-AL Metro Area",Bus,2002,870565.0,940885.0,870565.0,940885.0,89.33,679681.0
1292,"Columbus, GA-AL",12220.0,"Auburn-Opelika, AL Metro Area",Bus,2003,918513.0,952131.0,918513.0,952131.0,10.67,681019.0
1293,"Columbus, GA-AL",17980.0,"Columbus, GA-AL Metro Area",Bus,2003,918513.0,952131.0,918513.0,952131.0,89.33,681019.0
1294,"Columbus, GA-AL",12220.0,"Auburn-Opelika, AL Metro Area",Bus,2004,947958.0,958502.0,947958.0,958502.0,10.67,711638.0
1295,"Columbus, GA-AL",17980.0,"Columbus, GA-AL Metro Area",Bus,2004,947958.0,958502.0,947958.0,958502.0,89.33,711638.0
1296,"Columbus, GA-AL",12220.0,"Auburn-Opelika, AL Metro Area",Bus,2005,957891.0,950956.0,957891.0,950956.0,10.67,731531.0
1297,"Columbus, GA-AL",17980.0,"Columbus, GA-AL Metro Area",Bus,2005,957891.0,950956.0,957891.0,950956.0,89.33,731531.0
1298,"Columbus, GA-AL",12220.0,"Auburn-Opelika, AL Metro Area",Bus,2006,892147.0,918357.0,892147.0,918357.0,10.67,863379.0
1299,"Columbus, GA-AL",17980.0,"Columbus, GA-AL Metro Area",Bus,2006,892147.0,918357.0,892147.0,918357.0,89.33,863379.0
1300,"Columbus, GA-AL",12220.0,"Auburn-Opelika, AL Metro Area",Bus,2007,909138.0,909816.0,909138.0,909816.0,10.67,821645.0
1301,"Columbus, GA-AL",17980.0,"Columbus, GA-AL Metro Area",Bus,2007,909138.0,909816.0,909138.0,909816.0,89.33,821645.0
1302,"Columbus, GA-AL",12220.0,"Auburn-Opelika, AL Metro Area",Bus,2008,982010.0,918998.0,982010.0,918998.0,10.67,894718.0
1303,"Columbus, GA-AL",17980.0,"Columbus, GA-AL Metro Area",Bus,2008,982010.0,918998.0,982010.0,918998.0,89.33,894718.0
1304,"Columbus, GA-AL",12220.0,"Auburn-Opelika, AL Metro Area",Bus,2009,901516.0,911106.0,901516.0,911106.0,10.67,910806.0
1305,"Columbus, GA-AL",17980.0,"Columbus, GA-AL Metro Area",Bus,2009,901516.0,911106.0,901516.0,911106.0,89.33,910806.0
1306,"Columbus, GA-AL",12220.0,"Auburn-Opelika, AL Metro Area",Bus,2010,1065923.0,904027.0,1065923.0,904027.0,10.67,877166.0
1307,"Columbus, GA-AL",17980.0,"Columbus, GA-AL Metro Area",Bus,2010,1065923.0,904027.0,1065923.0,904027.0,89.33,877166.0
1308,"Columbus, GA-AL",12220.0,"Auburn-Opelika, AL Metro Area",Bus,2011,1105224.0,881980.0,1105224.0,881980.0,10.67,761086.0
1309,"Columbus, GA-AL",17980.0,"Columbus, GA-AL Metro Area",Bus,2011,1105224.0,881980.0,1105224.0,881980.0,89.33,761086.0
1310,"Columbus, OH",18140.0,"Columbus, OH Metro Area",Bus,2002,16274593.0,8851033.0,16274593.0,8851033.0,100.0,13063762.0
1311,"Columbus, OH",18140.0,"Columbus, OH Metro Area",Bus,2003,15614950.0,8000555.0,15614950.0,8000555.0,100.0,12387496.0
1312,"Columbus, OH",18140.0,"Columbus, OH Metro Area",Bus,2004,14873604.0,8120077.0,14873604.0,8120077.0,100.0,11501354.0
1313,"Columbus, OH",18140.0,"Columbus, OH Metro Area",Bus,2005,14859079.0,8093132.0,14859079.0,8093132.0,100.0,11447404.0
1314,"Columbus, OH",18140.0,"Columbus, OH Metro Area",Bus,2006,14797951.0,7506553.0,14797951.0,7506553.0,100.0,12845245.0
1315,"Columbus, OH",18140.0,"Columbus, OH Metro Area",Bus,2007,14880269.0,7452850.0,14880269.0,7452850.0,100.0,12694406.0
1316,"Columbus, OH",18140.0,"Columbus, OH Metro Area",Bus,2008,16429077.0,8034821.0,16429077.0,8034821.0,100.0,13520467.0
1317,"Columbus, OH",18140.0,"Columbus, OH Metro Area",Bus,2009,16640306.0,8558114.0,16640306.0,8558114.0,100.0,13300319.0
1318,"Columbus, OH",18140.0,"Columbus, OH Metro Area",Bus,2010,17034878.0,9072925.0,17034878.0,9072925.0,100.0,15430002.0
1319,"Columbus, OH",18140.0,"Columbus, OH Metro Area",Bus,2011,18764047.0,9452892.0,18764047.0,9452892.0,100.0,17253042.0
1320,"Columbus, OH",18140.0,"Columbus, OH Metro Area",Bus,2012,18423352.0,9689684.0,18423352.0,9689684.0,100.0,19283371.0
1321,"Columbus, OH",18140.0,"Columbus, OH Metro Area",Bus,2013,18509390.0,10353583.0,18509390.0,10353583.0,100.0,19582132.0
1322,"Columbus, OH",18140.0,"Columbus, OH Metro Area",Bus,2014,19097888.0,10824638.0,19097888.0,10824638.0,100.0,20209776.0
1323,"Columbus, OH",18140.0,"Columbus, OH Metro Area",Bus,2015,18986860.0,11742779.0,18986860.0,11742779.0,100.0,19221528.0
1324,"Columbus, OH",18140.0,"Columbus, OH Metro Area",Bus,2016,18615894.0,12553932.0,18615894.0,12553932.0,100.0,18699171.0
1325,"Columbus, OH",18140.0,"Columbus, OH Metro Area",Bus,2017,18463222.0,13286318.0,18463222.0,13286318.0,100.0,18848755.0
1326,"Columbus, OH",18140.0,"Columbus, OH Metro Area",Bus,2018,18960482.0,13811036.0,18960482.0,13811036.0,100.0,18662368.5
1327,"Concord, CA",41860.0,"San Francisco-Oakland-Fremont, CA Metro Area",Bus,2002,6573816.0,5709166.0,6573816.0,5709166.0,100.0,5479832.0
1328,"Concord, CA",41860.0,"San Francisco-Oakland-Fremont, CA Metro Area",Bus,2003,5424325.0,4725876.0,5424325.0,4725876.0,100.0,5857749.0
1329,"Concord, CA",41860.0,"San Francisco-Oakland-Fremont, CA Metro Area",Bus,2004,6307116.0,5077935.0,6307116.0,5077935.0,100.0,5835340.0
1330,"Concord, CA",41860.0,"San Francisco-Oakland-Fremont, CA Metro Area",Bus,2005,6126681.0,4546754.0,6126681.0,4546754.0,100.0,5522684.0
1331,"Concord, CA",41860.0,"San Francisco-Oakland-Fremont, CA Metro Area",Bus,2006,6176852.0,4821933.0,6176852.0,4821933.0,100.0,5555474.0
1332,"Concord, CA",41860.0,"San Francisco-Oakland-Fremont, CA Metro Area",Bus,2007,6471403.0,5117147.0,6471403.0,5117147.0,100.0,6436842.0
1333,"Concord, CA",41860.0,"San Francisco-Oakland-Fremont, CA Metro Area",Bus,2008,6885433.0,5366021.0,6885433.0,5366021.0,100.0,6982182.0
1334,"Concord, CA",41860.0,"San Francisco-Oakland-Fremont, CA Metro Area",Bus,2009,5348832.0,4387665.0,5348832.0,4387665.0,100.0,6881042.0
1335,"Concord, CA",41860.0,"San Francisco-Oakland-Fremont, CA Metro Area",Bus,2010,4942245.0,3821296.0,4942245.0,3821296.0,100.0,6294634.0
