,UZA Name,CBSA,MNAME,RailBus,Year,UPT_x,VRM_x,UPT_y,VRM_y,UAPOPPCT,FARE
19,"Abilene, TX",10180.0,"Abilene, TX Metro Area",Bus,2008,473528.0,421757.0,473528.0,421757.0,100.0,254879.0
20,"Abilene, TX",10180.0,"Abilene, TX Metro Area",Bus,2009,478743.0,418714.0,478743.0,418714.0,100.0,248600.0
21,"Abilene, TX",10180.0,"Abilene, TX Metro Area",Bus,2010,456753.0,406871.0,456753.0,406871.0,100.0,295374.0
22,"Abilene, TX",10180.0,"Abilene, TX Metro Area",Bus,2011,472931.0,396021.0,472931.0,396021.0,100.0,375006.0
23,"Akron, OH",10420.0,"Akron, OH Metro Area",Bus,2002,5789726.0,4460366.0,5789726.0,4460366.0,90.27,660887.0
24,"Akron, OH",10420.0,"Akron, OH Metro Area",Bus,2003,5977514.0,4405194.0,5977514.0,4405194.0,90.27,2568502.0
25,"Akron, OH",10420.0,"Akron, OH Metro Area",Bus,2004,6543882.0,4780539.0,6543882.0,4780539.0,90.27,2524882.0
26,"Akron, OH",10420.0,"Akron, OH Metro Area",Bus,2005,6661882.0,4489876.0,6661882.0,4489876.0,90.27,3022880.0
27,"Akron, OH",10420.0,"Akron, OH Metro Area",Bus,2006,6725155.0,4425375.0,6725155.0,4425375.0,90.27,3163036.0
28,"Akron, OH",10420.0,"Akron, OH Metro Area",Bus,2007,6501325.0,5064172.0,6501325.0,5064172.0,90.27,3445013.0
29,"Akron, OH",10420.0,"Akron, OH Metro Area",Bus,2008,6802292.0,4290843.0,6802292.0,4290843.0,90.27,3602006.0
30,"Akron, OH",10420.0,"Akron, OH Metro Area",Bus,2009,6160246.0,3801301.0,6160246.0,3801301.0,90.27,3387490.0
31,"Akron, OH",10420.0,"Akron, OH Metro Area",Bus,2010,6221965.0,3845627.0,6221965.0,3845627.0,90.27,3597828.0
32,"Akron, OH",10420.0,"Akron, OH Metro Area",Bus,2011,6490476.0,4340328.0,6490476.0,4340328.0,90.27,3619054.0
33,"Akron, OH",10420.0,"Akron, OH Metro Area",Bus,2012,6642544.0,4279372.0,6642544.0,4279372.0,90.27,6462990.0
34,"Akron, OH",10420.0,"Akron, OH Metro Area",Bus,2013,6620226.0,4615848.0,6620226.0,4615848.0,90.27,6704933.0
35,"Akron, OH",10420.0,"Akron, OH Metro Area",Bus,2014,6625481.0,4797023.0,6625481.0,4797023.0,90.27,6894955.0
36,"Akron, OH",10420.0,"Akron, OH Metro Area",Bus,2015,6485294.0,5053384.0,6485294.0,5053384.0,90.27,6280588.0
37,"Akron, OH",10420.0,"Akron, OH Metro Area",Bus,2016,6093879.0,4869437.0,6093879.0,4869437.0,90.27,5877868.0
38,"Akron, OH",10420.0,"Akron, OH Metro Area",Bus,2017,6049974.0,4919521.0,6049974.0,4919521.0,90.27,5939656.0
39,"Akron, OH",10420.0,"Akron, OH Metro Area",Bus,2018,6012502.0,4915667.0,6012502.0,4915667.0,90.27,5864751.0
40,"Albany, GA",10500.0,"Albany, GA Metro Area",Bus,2002,628324.0,532194.0,628324.0,532194.0,100.0,303082.0
41,"Albany, GA",10500.0,"Albany, GA Metro Area",Bus,2003,670941.0,536264.0,670941.0,536264.0,100.0,287297.0
42,"Albany, GA",10500.0,"Albany, GA Metro Area",Bus,2004,666328.0,537714.0,666328.0,537714.0,100.0,346703.0
43,"Albany, GA",10500.0,"Albany, GA Metro Area",Bus,2005,653876.0,535683.0,653876.0,535683.0,100.0,344119.0
44,"Albany, GA",10500.0,"Albany, GA Metro Area",Bus,2006,762810.0,534219.0,762810.0,534219.0,100.0,366673.0
45,"Albany, GA",10500.0,"Albany, GA Metro Area",Bus,2007,767414.0,534985.0,767414.0,534985.0,100.0,377696.0
46,"Albany, GA",10500.0,"Albany, GA Metro Area",Bus,2008,880864.0,532993.0,880864.0,532993.0,100.0,373954.0
47,"Albany, GA",10500.0,"Albany, GA Metro Area",Bus,2009,871177.0,529568.0,871177.0,529568.0,100.0,431925.0
48,"Albany, GA",10500.0,"Albany, GA Metro Area",Bus,2010,900406.0,530982.0,900406.0,530982.0,100.0,420551.0
49,"Albany, GA",10500.0,"Albany, GA Metro Area",Bus,2011,985863.0,574538.0,985863.0,574538.0,100.0,471112.0
50,"Albany, GA",10500.0,"Albany, GA Metro Area",Bus,2012,1017648.0,523493.0,1017648.0,523493.0,100.0,523278.0
51,"Albany, GA",10500.0,"Albany, GA Metro Area",Bus,2013,1017015.0,541805.0,1017015.0,541805.0,100.0,525669.0
52,"Albany, GA",10500.0,"Albany, GA Metro Area",Bus,2014,883094.0,588650.0,883094.0,588650.0,100.0,535879.0
53,"Albany, GA",10500.0,"Albany, GA Metro Area",Bus,2015,695011.0,595478.0,695011.0,595478.0,100.0,542312.0
54,"Albany, GA",10500.0,"Albany, GA Metro Area",Bus,2016,655363.0,597007.0,655363.0,597007.0,100.0,488610.0
55,"Albany, GA",10500.0,"Albany, GA Metro Area",Bus,2017,723013.0,602405.0,723013.0,602405.0,100.0,466615.0
56,"Albany, GA",10500.0,"Albany, GA Metro Area",Bus,2018,739896.0,659043.0,739896.0,659043.0,100.0,428766.5
57,"Albany-Schenectady, NY",10580.0,"Albany-Schenectady-Troy, NY Metro Area",Bus,2002,11630074.0,6270056.0,11630074.0,6270056.0,100.0,9323334.0
58,"Albany-Schenectady, NY",10580.0,"Albany-Schenectady-Troy, NY Metro Area",Bus,2003,11531176.0,6040701.0,11531176.0,6040701.0,100.0,8782740.0
59,"Albany-Schenectady, NY",10580.0,"Albany-Schenectady-Troy, NY Metro Area",Bus,2004,11363591.0,6620612.0,11363591.0,6620612.0,100.0,9215554.0
60,"Albany-Schenectady, NY",10580.0,"Albany-Schenectady-Troy, NY Metro Area",Bus,2005,12370522.0,7487717.0,12370522.0,7487717.0,100.0,9434072.0
61,"Albany-Schenectady, NY",10580.0,"Albany-Schenectady-Troy, NY Metro Area",Bus,2006,12736051.0,6780087.0,12736051.0,6780087.0,100.0,9359450.0
62,"Albany-Schenectady, NY",10580.0,"Albany-Schenectady-Troy, NY Metro Area",Bus,2007,13180680.0,7014552.0,13180680.0,7014552.0,100.0,10167637.0
63,"Albany-Schenectady, NY",10580.0,"Albany-Schenectady-Troy, NY Metro Area",Bus,2008,15046646.0,7507807.0,15046646.0,7507807.0,100.0,10896882.0
64,"Albany-Schenectady, NY",10580.0,"Albany-Schenectady-Troy, NY Metro Area",Bus,2009,13890238.0,7094183.0,13890238.0,7094183.0,100.0,12685805.0
65,"Albany-Schenectady, NY",10580.0,"Albany-Schenectady-Troy, NY Metro Area",Bus,2010,13558883.0,7123007.0,13558883.0,7123007.0,100.0,14913757.0
66,"Albany-Schenectady, NY",10580.0,"Albany-Schenectady-Troy, NY Metro Area",Bus,2011,14176006.0,7551431.0,14176006.0,7551431.0,100.0,14177425.0
67,"Albany-Schenectady, NY",10580.0,"Albany-Schenectady-Troy, NY Metro Area",Bus,2012,15213240.0,7450813.0,15213240.0,7450813.0,100.0,14331986.0
68,"Albany-Schenectady, NY",10580.0,"Albany-Schenectady-Troy, NY Metro Area",Bus,2013,16052777.0,7437216.0,16052777.0,7437216.0,100.0,15785176.0
69,"Albany-Schenectady, NY",10580.0,"Albany-Schenectady-Troy, NY Metro Area",Bus,2014,16608585.0,7711321.0,16608585.0,7711321.0,100.0,15500819.0
70,"Albany-Schenectady, NY",10580.0,"Albany-Schenectady-Troy, NY Metro Area",Bus,2015,16592640.0,7845161.0,16592640.0,7845161.0,100.0,16093361.0
71,"Albany-Schenectady, NY",10580.0,"Albany-Schenectady-Troy, NY Metro Area",Bus,2016,16515295.0,7980016.0,16515295.0,7980016.0,100.0,17855542.0
72,"Albany-Schenectady, NY",10580.0,"Albany-Schenectady-Troy, NY Metro Area",Bus,2017,16356553.0,8214968.0,16356553.0,8214968.0,100.0,18354163.0
73,"Albany-Schenectady, NY",10580.0,"Albany-Schenectady-Troy, NY Metro Area",Bus,2018,15395053.0,8389544.0,15395053.0,8389544.0,100.0,19484564.0
74,"Albuquerque, NM",10740.0,"Albuquerque, NM Metro Area",Bus,2002,7159620.0,167746.0,7159620.0,167746.0,100.0,2485844.0
75,"Albuquerque, NM",10740.0,"Albuquerque, NM Metro Area",Bus,2003,6620336.0,3748806.0,6620336.0,3748806.0,100.0,2880009.0
76,"Albuquerque, NM",10740.0,"Albuquerque, NM Metro Area",Bus,2004,6604625.0,3954103.0,6604625.0,3954103.0,100.0,2847866.0
77,"Albuquerque, NM",10740.0,"Albuquerque, NM Metro Area",Bus,2005,7758914.0,4782626.0,7758914.0,4782626.0,100.0,3024632.0
78,"Albuquerque, NM",10740.0,"Albuquerque, NM Metro Area",Bus,2006,9072409.0,4634851.0,9072409.0,4634851.0,100.0,3499539.0
79,"Albuquerque, NM",10740.0,"Albuquerque, NM Metro Area",Bus,2007,9791599.0,4901212.0,9791599.0,4901212.0,100.0,3766172.0
80,"Albuquerque, NM",10740.0,"Albuquerque, NM Metro Area",Bus,2008,10942102.0,5041793.0,10942102.0,5041793.0,100.0,3645357.0
81,"Albuquerque, NM",10740.0,"Albuquerque, NM Metro Area",Bus,2009,10639235.0,5144295.0,10639235.0,5144295.0,100.0,4294880.0
82,"Albuquerque, NM",10740.0,"Albuquerque, NM Metro Area",Bus,2010,11527241.0,5102876.0,11527241.0,5102876.0,100.0,3460174.0
83,"Albuquerque, NM",10740.0,"Albuquerque, NM Metro Area",Bus,2011,12375668.0,5329846.0,12373445.0,5313359.0,100.0,4029381.0
84,"Albuquerque, NM",10740.0,"Albuquerque, NM Metro Area",Bus,2012,13029416.0,5428339.0,13029416.0,5428339.0,100.0,4212025.0
85,"Albuquerque, NM",10740.0,"Albuquerque, NM Metro Area",Bus,2013,13037741.0,5732072.0,13037741.0,5732072.0,100.0,4222610.0
86,"Albuquerque, NM",10740.0,"Albuquerque, NM Metro Area",Bus,2014,12960527.0,5730469.0,12960527.0,5730469.0,100.0,4046527.0
87,"Albuquerque, NM",10740.0,"Albuquerque, NM Metro Area",Bus,2015,11866102.0,5780422.0,11866102.0,5780422.0,100.0,3797960.0
88,"Albuquerque, NM",10740.0,"Albuquerque, NM Metro Area",Bus,2016,10968033.0,5779759.0,10968033.0,5779759.0,100.0,3743024.0
89,"Albuquerque, NM",10740.0,"Albuquerque, NM Metro Area",Bus,2017,9744600.0,5684500.0,9744600.0,5684500.0,100.0,3254264.0
90,"Albuquerque, NM",10740.0,"Albuquerque, NM Metro Area",Bus,2018,9638741.0,5697345.0,9638741.0,5697345.0,100.0,2982416.0
91,"Albuquerque, NM",10740.0,"Albuquerque, NM Metro Area",Rail,2009,1351087.0,813885.0,1351087.0,813885.0,100.0,2669729.0
92,"Albuquerque, NM",10740.0,"Albuquerque, NM Metro Area",Rail,2010,1165687.0,1415143.0,1165687.0,1415143.0,100.0,2846221.0
93,"Albuquerque, NM",10740.0,"Albuquerque, NM Metro Area",Rail,2011,1242174.0,1370680.0,1242174.0,1370680.0,100.0,2856263.0
94,"Albuquerque, NM",10740.0,"Albuquerque, NM Metro Area",Rail,2012,1129303.0,1424748.0,1129303.0,1424748.0,100.0,2616485.0
95,"Albuquerque, NM",10740.0,"Albuquerque, NM Metro Area",Rail,2013,1082588.0,1388562.0,1082588.0,1388562.0,100.0,3002928.0
96,"Albuquerque, NM",10740.0,"Albuquerque, NM Metro Area",Rail,2014,1063217.0,1385927.0,1063217.0,1385927.0,100.0,2841371.0
97,"Albuquerque, NM",10740.0,"Albuquerque, NM Metro Area",Rail,2015,931324.0,1397970.0,931324.0,1397970.0,100.0,2587198.0
98,"Albuquerque, NM",10740.0,"Albuquerque, NM Metro Area",Rail,2016,851409.0,1400234.0,851409.0,1400234.0,100.0,2300780.0
99,"Albuquerque, NM",10740.0,"Albuquerque, NM Metro Area",Rail,2017,811421.0,1350224.0,811421.0,1350224.0,100.0,2153005.0
100,"Albuquerque, NM",10740.0,"Albuquerque, NM Metro Area",Rail,2018,771602.0,1337514.0,771602.0,1337514.0,100.0,1935908.5
101,"Alexandria, LA",10780.0,"Alexandria, LA Metro Area",Bus,2002,627377.0,437363.0,627377.0,437363.0,100.0,222738.0
102,"Alexandria, LA",10780.0,"Alexandria, LA Metro Area",Bus,2003,550436.0,403563.0,550436.0,403563.0,100.0,222841.0
103,"Alexandria, LA",10780.0,"Alexandria, LA Metro Area",Bus,2004,564069.0,452034.0,564069.0,452034.0,100.0,176353.0
104,"Alexandria, LA",10780.0,"Alexandria, LA Metro Area",Bus,2005,564826.0,403138.0,564826.0,403138.0,100.0,278575.0
105,"Alexandria, LA",10780.0,"Alexandria, LA Metro Area",Bus,2006,286798.0,185105.0,286798.0,185105.0,100.0,317996.0
106,"Alexandria, LA",10780.0,"Alexandria, LA Metro Area",Bus,2007,703757.0,492386.0,703757.0,492386.0,100.0,352317.0
107,"Alexandria, LA",10780.0,"Alexandria, LA Metro Area",Bus,2008,721983.0,498199.0,721983.0,498199.0,100.0,366425.0
108,"Alexandria, LA",10780.0,"Alexandria, LA Metro Area",Bus,2009,777416.0,588633.0,777416.0,588633.0,100.0,335519.0
109,"Alexandria, LA",10780.0,"Alexandria, LA Metro Area",Bus,2010,714922.0,572080.0,714922.0,572080.0,100.0,367090.0
110,"Alexandria, LA",10780.0,"Alexandria, LA Metro Area",Bus,2011,656467.0,765611.0,656467.0,765611.0,100.0,367150.0
111,"Allentown, PA-NJ",10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Bus,2002,4305607.0,2481963.0,4305607.0,2481963.0,94.61,2469329.0
112,"Allentown, PA-NJ",10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Bus,2003,4272188.0,2614778.0,4272188.0,2614778.0,94.61,2603056.0
113,"Allentown, PA-NJ",10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Bus,2004,4555890.0,2530641.0,4555890.0,2530641.0,94.61,2691227.0
114,"Allentown, PA-NJ",10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Bus,2005,4932680.0,2770177.0,4932680.0,2770177.0,94.61,2796598.0
115,"Allentown, PA-NJ",10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Bus,2006,5282545.0,2742347.0,5282545.0,2742347.0,94.61,2959675.0
116,"Allentown, PA-NJ",10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Bus,2007,4972842.0,2632454.0,4972842.0,2632454.0,94.61,3207490.0
117,"Allentown, PA-NJ",10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Bus,2008,4180084.0,1988003.0,4180084.0,1988003.0,94.61,4779427.0
118,"Allentown, PA-NJ",10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Bus,2009,5432467.0,2673386.0,5432467.0,2673386.0,94.61,3646595.0
119,"Allentown, PA-NJ",10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Bus,2010,5066051.0,2651352.0,5066051.0,2651352.0,94.61,3782378.0
120,"Allentown, PA-NJ",10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Bus,2011,5567851.0,2610265.0,5567851.0,2610265.0,94.61,4357409.0
121,"Allentown, PA-NJ",10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Bus,2012,4797241.0,2677113.0,4797241.0,2677113.0,94.61,4279031.0
122,"Allentown, PA-NJ",10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Bus,2013,5058668.0,2620583.0,5058668.0,2620583.0,94.61,4345632.0
123,"Allentown, PA-NJ",10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Bus,2014,5041068.0,2752139.0,5041068.0,2752139.0,94.61,4591781.0
124,"Allentown, PA-NJ",10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Bus,2015,4910329.0,2796201.0,4910329.0,2796201.0,94.61,4763068.0
125,"Allentown, PA-NJ",10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Bus,2016,4779100.0,2869509.0,4779100.0,2869509.0,94.61,4843106.0
126,"Allentown, PA-NJ",10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Bus,2017,4576543.0,2897013.0,4573599.0,2880265.0,94.61,4502765.0
127,"Allentown, PA-NJ",10900.0,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",Bus,2018,4412242.0,3008404.0,4406952.0,2976898.0,94.61,4372613.5
128,"Altoona, PA",11020.0,"Altoona, PA Metro Area",Bus,2002,496916.0,444781.0,496916.0,444781.0,100.0,516107.0
129,"Altoona, PA",11020.0,"Altoona, PA Metro Area",Bus,2003,692488.0,562722.0,692488.0,562722.0,100.0,530665.0
130,"Altoona, PA",11020.0,"Altoona, PA Metro Area",Bus,2004,661909.0,526180.0,661909.0,526180.0,100.0,543095.0
131,"Altoona, PA",11020.0,"Altoona, PA Metro Area",Bus,2005,663431.0,552387.0,663431.0,552387.0,100.0,542257.0
132,"Altoona, PA",11020.0,"Altoona, PA Metro Area",Bus,2006,695030.0,548711.0,695030.0,548711.0,100.0,555215.0
133,"Altoona, PA",11020.0,"Altoona, PA Metro Area",Bus,2007,607695.0,486916.0,607695.0,486916.0,100.0,564640.0
134,"Altoona, PA",11020.0,"Altoona, PA Metro Area",Bus,2008,586804.0,457362.0,586804.0,457362.0,100.0,649497.0
135,"Altoona, PA",11020.0,"Altoona, PA Metro Area",Bus,2009,593547.0,482784.0,593547.0,482784.0,100.0,656317.0
136,"Altoona, PA",11020.0,"Altoona, PA Metro Area",Bus,2010,712712.0,511897.0,712712.0,511897.0,100.0,648620.0
137,"Altoona, PA",11020.0,"Altoona, PA Metro Area",Bus,2011,689116.0,525806.0,689116.0,525806.0,100.0,711785.0
138,"Altoona, PA",11020.0,"Altoona, PA Metro Area",Bus,2012,687954.0,533346.0,687954.0,533346.0,100.0,796748.0
139,"Altoona, PA",11020.0,"Altoona, PA Metro Area",Bus,2013,659876.0,527185.0,659876.0,527185.0,100.0,748315.0
140,"Altoona, PA",11020.0,"Altoona, PA Metro Area",Bus,2014,609471.0,511054.0,609471.0,511054.0,100.0,707688.0
141,"Altoona, PA",11020.0,"Altoona, PA Metro Area",Bus,2015,579580.0,492421.0,579580.0,492421.0,100.0,694684.0
142,"Altoona, PA",11020.0,"Altoona, PA Metro Area",Bus,2016,576620.0,496453.0,576620.0,496453.0,100.0,695284.0
143,"Altoona, PA",11020.0,"Altoona, PA Metro Area",Bus,2017,546149.0,480928.0,546149.0,480928.0,100.0,684311.0
144,"Altoona, PA",11020.0,"Altoona, PA Metro Area",Bus,2018,544498.0,503331.0,544498.0,503331.0,100.0,679124.5
145,"Amarillo, TX",11100.0,"Amarillo, TX Metro Area",Bus,2002,230654.0,631619.0,230654.0,631619.0,100.0,39801.0
146,"Amarillo, TX",11100.0,"Amarillo, TX Metro Area",Bus,2003,336178.0,652972.0,336178.0,652972.0,100.0,142126.0
147,"Amarillo, TX",11100.0,"Amarillo, TX Metro Area",Bus,2004,344104.0,661248.0,344104.0,661248.0,100.0,134535.0
148,"Amarillo, TX",11100.0,"Amarillo, TX Metro Area",Bus,2005,360423.0,654656.0,360423.0,654656.0,100.0,137747.0
149,"Amarillo, TX",11100.0,"Amarillo, TX Metro Area",Bus,2006,361460.0,656355.0,361460.0,656355.0,100.0,143286.0
150,"Amarillo, TX",11100.0,"Amarillo, TX Metro Area",Bus,2007,366717.0,658891.0,366717.0,658891.0,100.0,143565.0
151,"Amarillo, TX",11100.0,"Amarillo, TX Metro Area",Bus,2008,338386.0,664407.0,338386.0,664407.0,100.0,137138.0
152,"Amarillo, TX",11100.0,"Amarillo, TX Metro Area",Bus,2009,332948.0,669295.0,332948.0,669295.0,100.0,127417.0
153,"Amarillo, TX",11100.0,"Amarillo, TX Metro Area",Bus,2010,338316.0,674572.0,338316.0,674572.0,100.0,139295.0
154,"Amarillo, TX",11100.0,"Amarillo, TX Metro Area",Bus,2011,373069.0,703056.0,373069.0,703056.0,100.0,147844.0
155,"Amarillo, TX",11100.0,"Amarillo, TX Metro Area",Bus,2012,383079.0,672050.0,383079.0,672050.0,100.0,156046.0
156,"Amarillo, TX",11100.0,"Amarillo, TX Metro Area",Bus,2013,374329.0,672291.0,374329.0,672291.0,100.0,149462.0
157,"Amarillo, TX",11100.0,"Amarillo, TX Metro Area",Bus,2014,269168.0,488106.0,269168.0,488106.0,100.0,149997.0
158,"Ames, IA",11180.0,"Ames, IA Metro Area",Bus,2003,4848494.0,1054590.0,4848494.0,1054590.0,99.68,162393.0
159,"Ames, IA",11180.0,"Ames, IA Metro Area",Bus,2004,4529451.0,1045762.0,4529451.0,1045762.0,99.68,185118.0
160,"Ames, IA",11180.0,"Ames, IA Metro Area",Bus,2005,4177180.0,956818.0,4177180.0,956818.0,99.68,200539.0
161,"Ames, IA",11180.0,"Ames, IA Metro Area",Bus,2006,4244428.0,1038548.0,4244428.0,1038548.0,99.68,220154.0
162,"Ames, IA",11180.0,"Ames, IA Metro Area",Bus,2007,4471336.0,1075627.0,4471336.0,1075627.0,99.68,255530.0
163,"Ames, IA",11180.0,"Ames, IA Metro Area",Bus,2008,4737992.0,1086870.0,4737992.0,1086870.0,99.68,283227.0
164,"Ames, IA",11180.0,"Ames, IA Metro Area",Bus,2009,5273608.0,1109181.0,5273608.0,1109181.0,99.68,274937.0
165,"Ames, IA",11180.0,"Ames, IA Metro Area",Bus,2010,5359942.0,1137903.0,5359942.0,1137903.0,99.68,307692.0
166,"Ames, IA",11180.0,"Ames, IA Metro Area",Bus,2011,5598297.0,1154259.0,5598297.0,1154259.0,99.68,306813.0
167,"Ames, IA",11180.0,"Ames, IA Metro Area",Bus,2012,5783574.0,1161418.0,5783574.0,1161418.0,99.68,3693392.0
168,"Ames, IA",11180.0,"Ames, IA Metro Area",Bus,2013,6259245.0,1177953.0,6259245.0,1177953.0,99.68,4019718.0
169,"Ames, IA",11180.0,"Ames, IA Metro Area",Bus,2014,6783928.0,1233295.0,6783928.0,1233295.0,99.68,4384130.0
170,"Ames, IA",11180.0,"Ames, IA Metro Area",Bus,2015,6708889.0,1291633.0,6708889.0,1291633.0,99.68,4404193.0
171,"Ames, IA",11180.0,"Ames, IA Metro Area",Bus,2016,6713780.0,1330814.0,6713780.0,1330814.0,99.68,4048652.0
172,"Ames, IA",11180.0,"Ames, IA Metro Area",Bus,2017,6581910.0,1315107.0,6581910.0,1315107.0,99.68,4985477.0
173,"Ames, IA",11180.0,"Ames, IA Metro Area",Bus,2018,6452021.0,1317105.0,6452021.0,1317105.0,99.68,5276119.0
174,"Anchorage, AK",11260.0,"Anchorage, AK Metro Area",Bus,2002,3110480.0,2031345.0,3110480.0,2031345.0,100.0,2173942.0
175,"Anchorage, AK",11260.0,"Anchorage, AK Metro Area",Bus,2003,3339451.0,1923692.0,3339451.0,1923692.0,100.0,2248025.0
176,"Anchorage, AK",11260.0,"Anchorage, AK Metro Area",Bus,2004,3536059.0,2171199.0,3536059.0,2171199.0,100.0,2663894.0
177,"Anchorage, AK",11260.0,"Anchorage, AK Metro Area",Bus,2005,3975074.0,2162867.0,3975074.0,2162867.0,100.0,2867604.0
178,"Anchorage, AK",11260.0,"Anchorage, AK Metro Area",Bus,2006,3929870.0,2229450.0,3929870.0,2229450.0,100.0,3461154.0
179,"Anchorage, AK",11260.0,"Anchorage, AK Metro Area",Bus,2007,3988745.0,2318543.0,3988745.0,2318543.0,100.0,3331361.0
180,"Anchorage, AK",11260.0,"Anchorage, AK Metro Area",Bus,2008,4220704.0,2151697.0,4220704.0,2151697.0,100.0,3770857.0
181,"Anchorage, AK",11260.0,"Anchorage, AK Metro Area",Bus,2009,4165535.0,2078425.0,4165535.0,2078425.0,100.0,3762970.0
182,"Anchorage, AK",11260.0,"Anchorage, AK Metro Area",Bus,2010,4145578.0,1911521.0,4145578.0,1911521.0,100.0,3774194.0
183,"Anchorage, AK",11260.0,"Anchorage, AK Metro Area",Bus,2011,4148501.0,1905379.0,4148501.0,1905379.0,100.0,4115324.0
184,"Anchorage, AK",11260.0,"Anchorage, AK Metro Area",Bus,2012,4088549.0,1870518.0,4088549.0,1870518.0,100.0,4353774.0
185,"Anchorage, AK",11260.0,"Anchorage, AK Metro Area",Bus,2013,3986877.0,1882161.0,3986877.0,1882161.0,100.0,4265961.0
186,"Anchorage, AK",11260.0,"Anchorage, AK Metro Area",Bus,2014,3896678.0,1918021.0,3896678.0,1918021.0,100.0,4243486.0
187,"Anchorage, AK",11260.0,"Anchorage, AK Metro Area",Bus,2015,3649698.0,1934972.0,3649698.0,1934972.0,100.0,4191141.0
