MNAME,RailBus,Year,Cluster_upt,UZA_upt,upt,UZA_vrm,VRM
"Lexington-Fayette, KY Metro Area",Bus,2009,24,1572.0,5626046.0,131.0,198359.0
"Lexington-Fayette, KY Metro Area",Bus,2010,24,1572.0,6361528.0,131.0,205183.58333333334
"Lexington-Fayette, KY Metro Area",Bus,2011,24,1572.0,5276889.0,131.0,197230.41666666666
"Lexington-Fayette, KY Metro Area",Bus,2012,24,1572.0,5019458.0,131.0,189293.5
"Lexington-Fayette, KY Metro Area",Bus,2013,24,1572.0,4907686.0,131.0,167723.41666666666
"Lexington-Fayette, KY Metro Area",Bus,2014,24,1572.0,4321340.0,131.0,160142.66666666666
"Lexington-Fayette, KY Metro Area",Bus,2015,24,1572.0,3743982.0,131.0,151042.5
"Lexington-Fayette, KY Metro Area",Bus,2016,24,1572.0,3930523.0,131.0,143563.25
"Lexington-Fayette, KY Metro Area",Bus,2017,24,1572.0,4157008.0,131.0,148598.66666666666
"Lexington-Fayette, KY Metro Area",Bus,2018,24,1572.0,4090381.0,131.0,152448.08333333334
"Lexington-Fayette, KY Metro Area",Bus,2019,6,393.0,1102558.0,131.0,154167.33333333334
"Lexington-Fayette, KY Metro Area",DemandResponse,2002,22,4323.0,78352.0,393.0,53090.36363636364
"Lexington-Fayette, KY Metro Area",DemandResponse,2003,24,4716.0,93010.0,393.0,55796.666666666664
"Lexington-Fayette, KY Metro Area",DemandResponse,2004,24,4716.0,97809.0,393.0,56853.916666666664
"Lexington-Fayette, KY Metro Area",DemandResponse,2005,24,4716.0,106456.0,393.0,62183.916666666664
"Lexington-Fayette, KY Metro Area",DemandResponse,2006,24,4716.0,120890.0,393.0,83739.16666666667
"Lexington-Fayette, KY Metro Area",DemandResponse,2007,24,4716.0,132634.0,393.0,93308.41666666667
"Lexington-Fayette, KY Metro Area",DemandResponse,2008,24,4716.0,146598.0,393.0,102765.33333333333
"Lexington-Fayette, KY Metro Area",DemandResponse,2009,24,4716.0,146975.0,393.0,102609.91666666667
"Lexington-Fayette, KY Metro Area",DemandResponse,2010,24,4716.0,159034.0,393.0,111217.75
"Lexington-Fayette, KY Metro Area",DemandResponse,2011,24,4716.0,164958.0,393.0,118055.08333333333
"Lexington-Fayette, KY Metro Area",DemandResponse,2012,24,4716.0,165055.0,393.0,112668.66666666667
"Lexington-Fayette, KY Metro Area",DemandResponse,2013,24,4716.0,203401.0,393.0,127099.33333333333
"Lexington-Fayette, KY Metro Area",DemandResponse,2014,24,4716.0,256989.0,393.0,154761.58333333334
"Lexington-Fayette, KY Metro Area",DemandResponse,2015,24,4716.0,235506.0,393.0,146981.0
"Lexington-Fayette, KY Metro Area",DemandResponse,2016,24,4716.0,227548.0,393.0,141526.83333333334
"Lexington-Fayette, KY Metro Area",DemandResponse,2017,24,4716.0,232071.0,393.0,146403.58333333334
"Lexington-Fayette, KY Metro Area",DemandResponse,2018,24,4716.0,246183.0,393.0,150651.16666666666
"Lexington-Fayette, KY Metro Area",DemandResponse,2019,6,1179.0,60626.0,393.0,141644.0
"Lincoln, NE Metro Area",Bus,2002,22,1595.0,1384477.0,145.0,116630.45454545454
"Lincoln, NE Metro Area",Bus,2003,24,1740.0,1427957.0,145.0,116377.33333333333
"Lincoln, NE Metro Area",Bus,2004,24,1740.0,1538457.0,145.0,117036.75
"Lincoln, NE Metro Area",Bus,2005,24,1740.0,1702110.0,145.0,118667.0
"Lincoln, NE Metro Area",Bus,2006,24,1740.0,1796817.0,145.0,119227.75
"Lincoln, NE Metro Area",Bus,2007,24,1740.0,1834499.0,145.0,118017.0
"Lincoln, NE Metro Area",Bus,2008,24,1740.0,1879362.0,145.0,122901.58333333333
"Lincoln, NE Metro Area",Bus,2009,24,1740.0,1664279.0,145.0,123208.0
"Lincoln, NE Metro Area",Bus,2010,24,1740.0,1811433.0,145.0,119469.91666666667
"Lincoln, NE Metro Area",Bus,2011,24,1740.0,1947971.0,145.0,115485.41666666667
"Lincoln, NE Metro Area",Bus,2012,24,1740.0,2002943.0,145.0,113551.25
"Lincoln, NE Metro Area",Bus,2013,24,1740.0,2381003.0,145.0,125731.0
"Lincoln, NE Metro Area",Bus,2014,24,1740.0,2422789.0,145.0,125721.75
"Lincoln, NE Metro Area",Bus,2015,24,1740.0,2303641.0,145.0,128389.08333333333
"Lincoln, NE Metro Area",Bus,2016,24,1740.0,2210968.0,145.0,135907.91666666666
"Lincoln, NE Metro Area",Bus,2017,24,1740.0,2328468.0,145.0,148009.25
"Lincoln, NE Metro Area",Bus,2018,24,1740.0,2387496.0,145.0,148246.41666666666
"Lincoln, NE Metro Area",Bus,2019,6,435.0,600007.0,145.0,151442.33333333334
"Lincoln, NE Metro Area",DemandResponse,2002,22,4785.0,47106.0,435.0,27674.18181818182
"Lincoln, NE Metro Area",DemandResponse,2003,24,5220.0,46107.0,435.0,21443.0
"Lincoln, NE Metro Area",DemandResponse,2004,24,5220.0,46399.0,435.0,23984.166666666668
"Lincoln, NE Metro Area",DemandResponse,2005,24,5220.0,49752.0,435.0,26162.333333333332
"Lincoln, NE Metro Area",DemandResponse,2006,24,5220.0,55273.0,435.0,28292.416666666668
"Lincoln, NE Metro Area",DemandResponse,2007,24,5220.0,54210.0,435.0,28965.083333333332
"Lincoln, NE Metro Area",DemandResponse,2008,24,5220.0,57334.0,435.0,30518.583333333332
"Lincoln, NE Metro Area",DemandResponse,2009,24,5220.0,56560.0,435.0,28965.083333333332
"Lincoln, NE Metro Area",DemandResponse,2010,24,5220.0,55315.0,435.0,29598.333333333332
"Lincoln, NE Metro Area",DemandResponse,2011,24,5220.0,60088.0,435.0,30003.833333333332
"Lincoln, NE Metro Area",DemandResponse,2012,24,5220.0,66049.0,435.0,31915.916666666668
"Lincoln, NE Metro Area",DemandResponse,2013,24,5220.0,64629.0,435.0,30872.0
"Lincoln, NE Metro Area",DemandResponse,2014,24,5220.0,56723.0,435.0,29023.5
"Lincoln, NE Metro Area",DemandResponse,2015,24,5220.0,56678.0,435.0,29693.166666666668
"Lincoln, NE Metro Area",DemandResponse,2016,24,5220.0,62401.0,435.0,30674.666666666668
"Lincoln, NE Metro Area",DemandResponse,2017,24,5220.0,65950.0,435.0,33521.416666666664
"Lincoln, NE Metro Area",DemandResponse,2018,24,5220.0,69667.0,435.0,37295.5
"Lincoln, NE Metro Area",DemandResponse,2019,6,1305.0,17306.0,435.0,35046.666666666664
"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2002,33,968.0,0.0,88.0,0.0
"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2003,36,1056.0,271825.0,88.0,184514.5
"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2004,36,1056.0,1953818.0,88.0,187580.83333333334
"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2005,36,1056.0,2120431.0,88.0,186944.66666666666
"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2006,36,1056.0,2202050.0,88.0,188370.41666666666
"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2007,36,1056.0,2243722.0,88.0,171609.58333333334
"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2008,36,1056.0,2497513.0,88.0,189305.5
"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2009,36,1056.0,2343172.0,88.0,188858.5
"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2010,36,1056.0,2369360.0,88.0,189969.91666666666
"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2011,36,1056.0,2581349.0,88.0,191634.91666666666
"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2012,36,1056.0,2823616.0,88.0,192325.58333333334
"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2013,36,1056.0,2770519.0,88.0,203240.25
"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2014,36,1056.0,2740994.0,88.0,203359.0
"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2015,36,1056.0,2573938.0,88.0,202838.58333333334
"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2016,36,1056.0,2502741.0,88.0,203901.25
"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2017,36,1056.0,2358428.0,88.0,201235.0
"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2018,36,1056.0,2215044.0,88.0,202584.58333333334
"Little Rock-North Little Rock-Conway, AR Metro Area",Bus,2019,9,264.0,545869.0,88.0,199959.66666666666
"Little Rock-North Little Rock-Conway, AR Metro Area",DemandResponse,2002,33,968.0,0.0,88.0,0.0
"Little Rock-North Little Rock-Conway, AR Metro Area",DemandResponse,2003,36,1056.0,68968.0,88.0,43045.333333333336
"Little Rock-North Little Rock-Conway, AR Metro Area",DemandResponse,2004,36,1056.0,108356.0,88.0,40563.166666666664
"Little Rock-North Little Rock-Conway, AR Metro Area",DemandResponse,2005,36,1056.0,58888.0,88.0,46199.916666666664
"Little Rock-North Little Rock-Conway, AR Metro Area",DemandResponse,2006,36,1056.0,56090.0,88.0,41732.666666666664
"Little Rock-North Little Rock-Conway, AR Metro Area",DemandResponse,2007,36,1056.0,57954.0,88.0,42626.75
"Little Rock-North Little Rock-Conway, AR Metro Area",DemandResponse,2008,36,1056.0,58499.0,88.0,43882.666666666664
"Little Rock-North Little Rock-Conway, AR Metro Area",DemandResponse,2009,36,1056.0,69233.0,88.0,48450.166666666664
"Little Rock-North Little Rock-Conway, AR Metro Area",DemandResponse,2010,36,1056.0,65618.0,88.0,49487.916666666664
"Little Rock-North Little Rock-Conway, AR Metro Area",DemandResponse,2011,36,1056.0,68704.0,88.0,51898.5
"Little Rock-North Little Rock-Conway, AR Metro Area",DemandResponse,2012,36,1056.0,67845.0,88.0,51372.416666666664
"Little Rock-North Little Rock-Conway, AR Metro Area",DemandResponse,2013,36,1056.0,69257.0,88.0,53696.5
"Little Rock-North Little Rock-Conway, AR Metro Area",DemandResponse,2014,36,1056.0,74008.0,88.0,53937.0
"Little Rock-North Little Rock-Conway, AR Metro Area",DemandResponse,2015,36,1056.0,74207.0,88.0,50277.916666666664
"Little Rock-North Little Rock-Conway, AR Metro Area",DemandResponse,2016,36,1056.0,84396.0,88.0,53686.666666666664
"Little Rock-North Little Rock-Conway, AR Metro Area",DemandResponse,2017,36,1056.0,90519.0,88.0,60600.666666666664
"Little Rock-North Little Rock-Conway, AR Metro Area",DemandResponse,2018,36,1056.0,93484.0,88.0,63147.583333333336
"Little Rock-North Little Rock-Conway, AR Metro Area",DemandResponse,2019,9,264.0,23086.0,88.0,60490.333333333336
"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2002,33,1936.0,0.0,176.0,0.0
"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2003,36,2112.0,0.0,176.0,0.0
"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2004,36,2112.0,39992.0,176.0,0.0
"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2005,36,2112.0,159462.0,176.0,2845.6666666666665
"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2006,36,2112.0,114673.0,176.0,2305.6666666666665
"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2007,36,2112.0,133321.0,176.0,3362.4166666666665
"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2008,36,2112.0,112578.0,176.0,3198.4166666666665
"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2009,36,2112.0,120057.0,176.0,3141.3333333333335
"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2010,36,2112.0,107079.0,176.0,4390.583333333333
"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2011,36,2112.0,100402.0,176.0,3505.25
"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2012,36,2112.0,104818.0,176.0,4547.75
"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2013,36,2112.0,92543.0,176.0,4322.833333333333
"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2014,36,2112.0,99500.0,176.0,4562.333333333333
"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2015,36,2112.0,95220.0,176.0,4481.0
"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2016,36,2112.0,64570.0,176.0,4342.666666666667
"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2017,36,2112.0,95118.0,176.0,4155.083333333333
"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2018,36,2112.0,42912.0,176.0,4426.0
"Little Rock-North Little Rock-Conway, AR Metro Area",Rail,2019,9,528.0,26069.0,176.0,4531.333333333333
"Longview, WA Metro Area",Bus,2002,33,4741.0,303487.0,431.0,18195.454545454544
"Longview, WA Metro Area",Bus,2003,36,5172.0,325565.0,431.0,18045.333333333332
"Longview, WA Metro Area",Bus,2004,36,5172.0,336517.0,431.0,18035.75
"Longview, WA Metro Area",Bus,2005,36,5172.0,322730.0,431.0,17987.416666666668
"Longview, WA Metro Area",Bus,2006,36,5172.0,330403.0,431.0,17935.666666666668
"Longview, WA Metro Area",Bus,2007,36,5172.0,341028.0,431.0,17890.25
"Longview, WA Metro Area",Bus,2008,36,5172.0,358256.0,431.0,17894.916666666668
"Longview, WA Metro Area",Bus,2009,36,5172.0,444789.0,431.0,17951.0
"Longview, WA Metro Area",Bus,2010,36,5172.0,395778.0,431.0,18470.833333333332
"Longview, WA Metro Area",Bus,2011,36,5172.0,388070.0,431.0,19123.166666666668
"Longview, WA Metro Area",Bus,2012,36,5172.0,381018.0,431.0,18632.0
"Longview, WA Metro Area",Bus,2013,36,5172.0,359742.0,431.0,23414.333333333332
"Longview, WA Metro Area",Bus,2014,36,5172.0,392674.0,431.0,28497.5
"Longview, WA Metro Area",Bus,2015,36,5172.0,428238.0,431.0,29210.916666666668
"Longview, WA Metro Area",Bus,2016,36,5172.0,396896.0,431.0,30463.666666666668
"Longview, WA Metro Area",Bus,2017,36,5172.0,377835.0,431.0,28692.5
"Longview, WA Metro Area",Bus,2018,36,5172.0,354317.0,431.0,26877.0
"Longview, WA Metro Area",Bus,2019,9,1293.0,86315.0,431.0,25384.333333333332
"Longview, WA Metro Area",DemandResponse,2002,33,9482.0,37853.0,862.0,10537.0
"Longview, WA Metro Area",DemandResponse,2003,36,10344.0,41127.0,862.0,10574.25
"Longview, WA Metro Area",DemandResponse,2004,36,10344.0,42282.0,862.0,11049.583333333334
"Longview, WA Metro Area",DemandResponse,2005,36,10344.0,43033.0,862.0,11862.5
"Longview, WA Metro Area",DemandResponse,2006,36,10344.0,46044.0,862.0,13045.416666666666
"Longview, WA Metro Area",DemandResponse,2007,36,10344.0,44174.0,862.0,12837.75
"Longview, WA Metro Area",DemandResponse,2008,36,10344.0,46895.0,862.0,13332.916666666666
"Longview, WA Metro Area",DemandResponse,2009,36,10344.0,49603.0,862.0,14048.166666666666
"Longview, WA Metro Area",DemandResponse,2010,36,10344.0,53535.0,862.0,15696.25
"Longview, WA Metro Area",DemandResponse,2011,36,10344.0,62652.0,862.0,17214.666666666668
"Longview, WA Metro Area",DemandResponse,2012,36,10344.0,62048.0,862.0,15374.833333333334
"Longview, WA Metro Area",DemandResponse,2013,36,10344.0,59381.0,862.0,15056.833333333334
"Longview, WA Metro Area",DemandResponse,2014,36,10344.0,59022.0,862.0,15483.25
"Longview, WA Metro Area",DemandResponse,2015,36,10344.0,56756.0,862.0,15326.666666666666
"Longview, WA Metro Area",DemandResponse,2016,36,10344.0,50203.0,862.0,15099.166666666666
"Longview, WA Metro Area",DemandResponse,2017,36,10344.0,49564.0,862.0,15411.083333333334
"Longview, WA Metro Area",DemandResponse,2018,36,10344.0,52622.0,862.0,16594.583333333332
"Longview, WA Metro Area",DemandResponse,2019,9,2586.0,13726.0,862.0,17326.333333333332
"Lubbock, TX Metro Area",Bus,2002,22,3410.0,3733392.0,310.0,138638.18181818182
"Lubbock, TX Metro Area",Bus,2003,24,3720.0,7743111.0,310.0,131856.25
"Lubbock, TX Metro Area",Bus,2004,24,3720.0,5731499.0,310.0,121402.75
"Lubbock, TX Metro Area",Bus,2005,24,3720.0,3516258.0,310.0,124824.58333333333
"Lubbock, TX Metro Area",Bus,2006,24,3720.0,3178441.0,310.0,128612.33333333333
"Lubbock, TX Metro Area",Bus,2007,24,3720.0,2827975.0,310.0,130771.75
"Lubbock, TX Metro Area",Bus,2008,24,3720.0,2870340.0,310.0,128463.41666666667
"Lubbock, TX Metro Area",Bus,2009,24,3720.0,2840658.0,310.0,138447.08333333334
"Lubbock, TX Metro Area",Bus,2010,24,3720.0,3568650.0,310.0,143575.5
"Lubbock, TX Metro Area",Bus,2011,24,3720.0,3683271.0,310.0,141443.58333333334
"Lubbock, TX Metro Area",Bus,2012,24,3720.0,3744006.0,310.0,145661.33333333334
"Lubbock, TX Metro Area",Bus,2013,24,3720.0,3837620.0,310.0,153957.41666666666
"Lubbock, TX Metro Area",Bus,2014,24,3720.0,3927852.0,310.0,149823.08333333334
"Lubbock, TX Metro Area",Bus,2015,24,3720.0,3811932.0,310.0,150310.83333333334
"Lubbock, TX Metro Area",Bus,2016,24,3720.0,3689136.0,310.0,151975.66666666666
"Lubbock, TX Metro Area",Bus,2017,24,3720.0,3531151.0,310.0,155555.5
"Lubbock, TX Metro Area",Bus,2018,24,3720.0,3675939.0,310.0,157477.41666666666
"Lubbock, TX Metro Area",Bus,2019,6,930.0,1052517.0,310.0,161043.0
"Lubbock, TX Metro Area",DemandResponse,2002,22,3410.0,66801.0,310.0,27426.727272727272
"Lubbock, TX Metro Area",DemandResponse,2003,24,3720.0,71846.0,310.0,33624.416666666664
"Lubbock, TX Metro Area",DemandResponse,2004,24,3720.0,72126.0,310.0,42691.25
"Lubbock, TX Metro Area",DemandResponse,2005,24,3720.0,72841.0,310.0,39481.25
"Lubbock, TX Metro Area",DemandResponse,2006,24,3720.0,82106.0,310.0,38811.416666666664
"Lubbock, TX Metro Area",DemandResponse,2007,24,3720.0,83774.0,310.0,46543.5
"Lubbock, TX Metro Area",DemandResponse,2008,24,3720.0,98231.0,310.0,53454.416666666664
"Lubbock, TX Metro Area",DemandResponse,2009,24,3720.0,107684.0,310.0,60742.0
"Lubbock, TX Metro Area",DemandResponse,2010,24,3720.0,107248.0,310.0,60144.333333333336
"Lubbock, TX Metro Area",DemandResponse,2011,24,3720.0,92184.0,310.0,50600.0
"Lubbock, TX Metro Area",DemandResponse,2012,24,3720.0,103866.0,310.0,58937.0
"Lubbock, TX Metro Area",DemandResponse,2013,24,3720.0,97798.0,310.0,52264.0
"Lubbock, TX Metro Area",DemandResponse,2014,24,3720.0,97274.0,310.0,48734.083333333336
"Lubbock, TX Metro Area",DemandResponse,2015,24,3720.0,97198.0,310.0,49057.0
"Lubbock, TX Metro Area",DemandResponse,2016,24,3720.0,95276.0,310.0,50968.916666666664
"Lubbock, TX Metro Area",DemandResponse,2017,24,3720.0,99236.0,310.0,51981.583333333336
"Lubbock, TX Metro Area",DemandResponse,2018,24,3720.0,95248.0,310.0,48699.833333333336
"Lubbock, TX Metro Area",DemandResponse,2019,6,930.0,24365.0,310.0,48434.666666666664
"Lynchburg, VA Metro Area",Bus,2002,66,6765.0,2683647.0,307.5,89800.95454545454
"Lynchburg, VA Metro Area",Bus,2003,72,7380.0,3032792.0,307.5,93537.41666666667
"Lynchburg, VA Metro Area",Bus,2004,72,7380.0,1913221.0,307.5,57210.625
"Lynchburg, VA Metro Area",Bus,2005,72,7380.0,1986046.0,307.5,63129.041666666664
"Lynchburg, VA Metro Area",Bus,2006,72,7380.0,3130406.0,307.5,103823.16666666667
"Lynchburg, VA Metro Area",Bus,2007,72,7380.0,4474197.0,307.5,105217.95833333333
"Lynchburg, VA Metro Area",Bus,2008,72,7380.0,5485298.0,307.5,107973.08333333333
"Lynchburg, VA Metro Area",Bus,2009,72,7380.0,5295687.0,307.5,111060.91666666667
"Lynchburg, VA Metro Area",Bus,2010,72,7380.0,5058362.0,307.5,109795.75
"Lynchburg, VA Metro Area",Bus,2011,72,7380.0,4837554.0,307.5,122812.0
"Lynchburg, VA Metro Area",Bus,2012,72,7380.0,4753051.0,307.5,112471.91666666667
"Lynchburg, VA Metro Area",Bus,2013,72,7380.0,4778997.0,307.5,106914.58333333333
"Lynchburg, VA Metro Area",Bus,2014,72,7380.0,5120025.0,307.5,107702.66666666667
"Lynchburg, VA Metro Area",Bus,2015,72,7380.0,4650181.0,307.5,113809.04166666667
"Lynchburg, VA Metro Area",Bus,2016,72,7380.0,4249980.0,307.5,114122.16666666667
"Lynchburg, VA Metro Area",Bus,2017,72,7380.0,4394609.0,307.5,115790.29166666667
"Lynchburg, VA Metro Area",Bus,2018,72,7380.0,4053504.0,307.5,112999.04166666667
"Lynchburg, VA Metro Area",Bus,2019,18,1845.0,1070260.0,307.5,122800.5
"Lynchburg, VA Metro Area",DemandResponse,2002,66,4873.0,42306.0,221.5,17833.045454545456
"Lynchburg, VA Metro Area",DemandResponse,2003,72,5316.0,48543.0,221.5,19498.791666666668
"Lynchburg, VA Metro Area",DemandResponse,2004,72,5316.0,40884.0,221.5,18740.5
"Lynchburg, VA Metro Area",DemandResponse,2005,72,5316.0,42537.0,221.5,20098.541666666668
"Lynchburg, VA Metro Area",DemandResponse,2006,72,5316.0,56926.0,221.5,25538.583333333332
"Lynchburg, VA Metro Area",DemandResponse,2007,72,5316.0,61995.0,221.5,26840.458333333332
"Lynchburg, VA Metro Area",DemandResponse,2008,72,5316.0,67852.0,221.5,29145.708333333332
"Lynchburg, VA Metro Area",DemandResponse,2009,72,5316.0,75712.0,221.5,30073.541666666668
"Lynchburg, VA Metro Area",DemandResponse,2010,72,5316.0,70362.0,221.5,28719.625
"Lynchburg, VA Metro Area",DemandResponse,2011,72,5316.0,80539.0,221.5,32163.833333333332
"Lynchburg, VA Metro Area",DemandResponse,2012,72,5316.0,91983.0,221.5,33649.958333333336
"Lynchburg, VA Metro Area",DemandResponse,2013,72,5316.0,94991.0,221.5,31552.541666666668
"Lynchburg, VA Metro Area",DemandResponse,2014,72,5316.0,98133.0,221.5,34063.958333333336
"Lynchburg, VA Metro Area",DemandResponse,2015,72,5316.0,96815.0,221.5,33264.5
"Lynchburg, VA Metro Area",DemandResponse,2016,72,5316.0,101043.0,221.5,35133.5
"Lynchburg, VA Metro Area",DemandResponse,2017,72,5316.0,106732.0,221.5,38073.0
"Lynchburg, VA Metro Area",DemandResponse,2018,72,5316.0,97406.0,221.5,36548.5
"Lynchburg, VA Metro Area",DemandResponse,2019,18,1329.0,23648.0,221.5,36664.833333333336
"Madison, WI Metro Area",Bus,2002,22,1012.0,9925187.0,92.0,379093.9090909091
"Madison, WI Metro Area",Bus,2003,24,1104.0,10934125.0,92.0,376603.25
"Madison, WI Metro Area",Bus,2004,24,1104.0,10962345.0,92.0,390567.8333333333
"Madison, WI Metro Area",Bus,2005,24,1104.0,11477971.0,92.0,389340.0
"Madison, WI Metro Area",Bus,2006,24,1104.0,12029595.0,92.0,391438.4166666667
"Madison, WI Metro Area",Bus,2007,24,1104.0,12670501.0,92.0,392318.0833333333
"Madison, WI Metro Area",Bus,2008,24,1104.0,13433149.0,92.0,392204.4166666667
"Madison, WI Metro Area",Bus,2009,24,1104.0,13578254.0,92.0,391551.5833333333
"Madison, WI Metro Area",Bus,2010,24,1104.0,13587020.0,92.0,403401.9166666667
"Madison, WI Metro Area",Bus,2011,24,1104.0,14796823.0,92.0,401366.4166666667
"Madison, WI Metro Area",Bus,2012,24,1104.0,14594687.0,92.0,401905.4166666667
"Madison, WI Metro Area",Bus,2013,24,1104.0,14740736.0,92.0,410167.5833333333
"Madison, WI Metro Area",Bus,2014,24,1104.0,15223961.0,92.0,420000.5833333333
"Madison, WI Metro Area",Bus,2015,24,1104.0,14358261.0,92.0,422563.1666666667
"Madison, WI Metro Area",Bus,2016,24,1104.0,13305291.0,92.0,420909.6666666667
"Madison, WI Metro Area",Bus,2017,24,1104.0,12817077.0,92.0,422917.5
"Madison, WI Metro Area",Bus,2018,24,1104.0,13230698.0,92.0,419348.8333333333
"Madison, WI Metro Area",Bus,2019,6,276.0,3348661.0,92.0,420366.0
"Madison, WI Metro Area",DemandResponse,2002,22,2024.0,209008.0,184.0,130558.0
"Madison, WI Metro Area",DemandResponse,2003,24,2208.0,229287.0,184.0,35734.75
"Madison, WI Metro Area",DemandResponse,2004,24,2208.0,237625.0,184.0,37416.833333333336
"Madison, WI Metro Area",DemandResponse,2005,24,2208.0,260949.0,184.0,137679.91666666666
"Madison, WI Metro Area",DemandResponse,2006,24,2208.0,271824.0,184.0,144639.83333333334
"Madison, WI Metro Area",DemandResponse,2007,24,2208.0,280519.0,184.0,150764.5
"Madison, WI Metro Area",DemandResponse,2008,24,2208.0,285859.0,184.0,152423.66666666666
"Madison, WI Metro Area",DemandResponse,2009,24,2208.0,288642.0,184.0,154395.08333333334
"Madison, WI Metro Area",DemandResponse,2010,24,2208.0,291722.0,184.0,157133.33333333334
"Madison, WI Metro Area",DemandResponse,2011,24,2208.0,268970.0,184.0,146419.25
"Madison, WI Metro Area",DemandResponse,2012,24,2208.0,259945.0,184.0,142638.66666666666
"Madison, WI Metro Area",DemandResponse,2013,24,2208.0,261024.0,184.0,145656.75
"Madison, WI Metro Area",DemandResponse,2014,24,2208.0,268356.0,184.0,147650.25
"Madison, WI Metro Area",DemandResponse,2015,24,2208.0,273968.0,184.0,139152.41666666666
"Madison, WI Metro Area",DemandResponse,2016,24,2208.0,279226.0,184.0,141794.91666666666
"Madison, WI Metro Area",DemandResponse,2017,24,2208.0,291018.0,184.0,145087.33333333334
"Madison, WI Metro Area",DemandResponse,2018,24,2208.0,156035.0,184.0,70882.66666666667
"Madison, WI Metro Area",DemandResponse,2019,6,552.0,28247.0,184.0,56277.333333333336
"Manchester-Nashua, NH Metro Area",Bus,2002,66,9658.0,103611344.0,292.6666666666667,849794.0303030303
"Manchester-Nashua, NH Metro Area",Bus,2003,72,10536.0,121638989.0,292.6666666666667,843191.1944444445
"Manchester-Nashua, NH Metro Area",Bus,2004,72,10536.0,130580708.0,292.6666666666667,782751.7777777778
"Manchester-Nashua, NH Metro Area",Bus,2005,72,10536.0,125275942.0,292.6666666666667,769466.6666666666
"Manchester-Nashua, NH Metro Area",Bus,2006,72,10536.0,114046704.0,292.6666666666667,827830.3333333334
"Manchester-Nashua, NH Metro Area",Bus,2007,72,10536.0,114210915.0,292.6666666666667,885701.1388888889
"Manchester-Nashua, NH Metro Area",Bus,2008,72,10536.0,119721249.0,292.6666666666667,936437.1666666666
"Manchester-Nashua, NH Metro Area",Bus,2009,72,10536.0,118453738.0,292.6666666666667,907650.1388888889
"Manchester-Nashua, NH Metro Area",Bus,2010,72,10536.0,120259209.0,292.6666666666667,903755.9166666666
"Manchester-Nashua, NH Metro Area",Bus,2011,72,10536.0,124798939.0,292.6666666666667,887243.0555555555
"Manchester-Nashua, NH Metro Area",Bus,2012,72,10536.0,127935275.0,292.6666666666667,860984.5555555555
"Manchester-Nashua, NH Metro Area",Bus,2013,72,10536.0,126450420.0,292.6666666666667,852029.6388888889
"Manchester-Nashua, NH Metro Area",Bus,2014,72,10536.0,136664626.0,292.6666666666667,882334.1944444445
"Manchester-Nashua, NH Metro Area",Bus,2015,72,10536.0,137119055.0,292.6666666666667,849382.4444444445
"Manchester-Nashua, NH Metro Area",Bus,2016,72,10536.0,129035439.0,292.6666666666667,833262.1388888889
"Manchester-Nashua, NH Metro Area",Bus,2017,72,10536.0,126504535.0,292.6666666666667,817042.0833333334
"Manchester-Nashua, NH Metro Area",Bus,2018,72,10536.0,124527295.0,292.6666666666667,807739.0277777778
"Manchester-Nashua, NH Metro Area",Bus,2019,18,2634.0,29321761.0,292.6666666666667,871946.2222222222
"Manchester-Nashua, NH Metro Area",DemandResponse,2002,66,6699.0,1375353.0,203.0,309030.7878787879
