,Id,Id2,Geography,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,Year
1555,3100000US22520,22520,"Florence-Muscle Shoals, AL Metro Area",59509,3709,18760,21591,9811,5638,2009
1921,310M100US22520,22520,"Florence-Muscle Shoals, AL Metro Area",60910,3112,19909,22705,11014,4170,2010
2287,310M100US22520,22520,"Florence-Muscle Shoals, AL Metro Area",61561,3987,19160,21952,10997,5465,2011
2653,310M100US22520,22520,"Florence-Muscle Shoals, AL Metro Area",58960,3317,19662,20315,10636,5030,2012
3024,310M200US22520,22520,"Florence-Muscle Shoals, AL Metro Area",61383,4453,19506,20743,10926,5755,2013
3405,310M200US22520,22520,"Florence-Muscle Shoals, AL Metro Area",61239,5093,19732,20370,10885,5159,2014
3786,310M200US22520,22520,"Florence-Muscle Shoals, AL Metro Area",60663,3829,18579,22176,10584,5495,2015
4168,310M300US22520,22520,"Florence-Muscle Shoals, AL Metro Area",59676,4732,17728,22085,9637,5494,2016
4550,310M300US22520,22520,"Florence-Muscle Shoals, AL Metro Area",60041,2675,19812,22977,9374,5203,2017
114,3100000US22540,22540,"Fond du Lac, WI Metro Area",38498,2330,11629,15264,6764,2511,2005
472,3100000US22540,22540,"Fond du Lac, WI Metro Area",38722,2641,11833,16085,5628,2535,2006
831,3100000US22540,22540,"Fond du Lac, WI Metro Area",39612,2307,11454,17008,5723,3120,2007
1193,3100000US22540,22540,"Fond du Lac, WI Metro Area",39555,2138,11563,16784,6549,2521,2008
1556,3100000US22540,22540,"Fond du Lac, WI Metro Area",41234,2264,10755,18776,6064,3375,2009
1922,310M100US22540,22540,"Fond du Lac, WI Metro Area",40736,2533,12029,17062,6076,3036,2010
2288,310M100US22540,22540,"Fond du Lac, WI Metro Area",41277,2368,12061,17751,6665,2432,2011
2654,310M100US22540,22540,"Fond du Lac, WI Metro Area",41191,2159,12449,16723,6955,2905,2012
3025,310M200US22540,22540,"Fond du Lac, WI Metro Area",41202,2195,13159,17398,6186,2264,2013
3406,310M200US22540,22540,"Fond du Lac, WI Metro Area",41938,2222,13313,17765,6385,2253,2014
3787,310M200US22540,22540,"Fond du Lac, WI Metro Area",40295,2300,12319,16019,6531,3126,2015
4169,310M300US22540,22540,"Fond du Lac, WI Metro Area",40815,2420,11063,15955,7983,3394,2016
4551,310M300US22540,22540,"Fond du Lac, WI Metro Area",42449,3151,11689,17562,6668,3379,2017
3026,310M200US22660,22660,"Fort Collins, CO Metro Area",123877,5167,34667,53435,22533,8075,2013
3407,310M200US22660,22660,"Fort Collins, CO Metro Area",125165,5385,36912,50153,22882,9833,2014
3788,310M200US22660,22660,"Fort Collins, CO Metro Area",129210,4619,34521,55722,24746,9602,2015
4170,310M300US22660,22660,"Fort Collins, CO Metro Area",131407,5421,34181,56482,23974,11349,2016
4552,310M300US22660,22660,"Fort Collins, CO Metro Area",134709,6648,35479,54332,24900,13350,2017
115,3100000US22660,22660,"Fort Collins-Loveland, CO Metro Area",109087,4541,33170,44655,17591,9130,2005
473,3100000US22660,22660,"Fort Collins-Loveland, CO Metro Area",113140,2965,33569,46824,22085,7697,2006
832,3100000US22660,22660,"Fort Collins-Loveland, CO Metro Area",112848,5000,34524,47381,17358,8585,2007
1194,3100000US22660,22660,"Fort Collins-Loveland, CO Metro Area",118483,4408,33453,50007,21872,8743,2008
1557,3100000US22660,22660,"Fort Collins-Loveland, CO Metro Area",117719,4495,32305,50459,22021,8439,2009
1923,310M100US22660,22660,"Fort Collins-Loveland, CO Metro Area",117812,4892,32048,52211,19646,9015,2010
2289,310M100US22660,22660,"Fort Collins-Loveland, CO Metro Area",121911,5939,34570,51521,21328,8553,2011
2655,310M100US22660,22660,"Fort Collins-Loveland, CO Metro Area",124031,5586,33939,52051,23227,9228,2012
116,3100000US22900,22900,"Fort Smith, AR-OK Metro Area",106258,6874,38628,42857,12163,5736,2005
474,3100000US22900,22900,"Fort Smith, AR-OK Metro Area",106701,7352,36852,42034,15152,5311,2006
833,3100000US22900,22900,"Fort Smith, AR-OK Metro Area",110305,6353,37984,42573,17798,5597,2007
1195,3100000US22900,22900,"Fort Smith, AR-OK Metro Area",106473,6141,35915,41097,16883,6437,2008
1558,3100000US22900,22900,"Fort Smith, AR-OK Metro Area",111587,6509,36821,43696,17372,7189,2009
1924,310M100US22900,22900,"Fort Smith, AR-OK Metro Area",112468,6291,37353,43631,17858,7335,2010
2290,310M100US22900,22900,"Fort Smith, AR-OK Metro Area",111961,5523,40609,42172,17160,6497,2011
2656,310M100US22900,22900,"Fort Smith, AR-OK Metro Area",116089,7999,42610,44654,14480,6346,2012
3027,310M200US22900,22900,"Fort Smith, AR-OK Metro Area",107030,6651,36764,42644,14414,6557,2013
3408,310M200US22900,22900,"Fort Smith, AR-OK Metro Area",106099,6362,36716,42113,14639,6269,2014
3789,310M200US22900,22900,"Fort Smith, AR-OK Metro Area",107375,5694,37202,41303,17612,5564,2015
4171,310M300US22900,22900,"Fort Smith, AR-OK Metro Area",107196,6707,36880,39728,17168,6713,2016
4553,310M300US22900,22900,"Fort Smith, AR-OK Metro Area",108133,5903,37607,38713,17757,8153,2017
117,3100000US23020,23020,"Fort Walton Beach-Crestview-Destin, FL Metro Area",72402,3870,21698,32857,11338,2639,2005
475,3100000US23020,23020,"Fort Walton Beach-Crestview-Destin, FL Metro Area",76767,2951,23734,32303,14236,3543,2006
834,3100000US23020,23020,"Fort Walton Beach-Crestview-Destin, FL Metro Area",73559,2319,21761,32272,11953,5254,2007
1196,3100000US23020,23020,"Fort Walton Beach-Crestview-Destin, FL Metro Area",73078,2723,23169,32087,10302,4797,2008
1559,3100000US23020,23020,"Fort Walton Beach-Crestview-Destin, FL Metro Area",73316,2639,25714,30848,10750,3365,2009
118,3100000US23060,23060,"Fort Wayne, IN Metro Area",157567,8979,51390,63597,24184,9417,2005
476,3100000US23060,23060,"Fort Wayne, IN Metro Area",159465,8782,52718,64291,25137,8537,2006
835,3100000US23060,23060,"Fort Wayne, IN Metro Area",159757,8085,51395,67961,22081,10235,2007
1197,3100000US23060,23060,"Fort Wayne, IN Metro Area",160814,9301,52636,65624,24416,8837,2008
1560,3100000US23060,23060,"Fort Wayne, IN Metro Area",160046,11956,49693,62781,26797,8819,2009
1925,310M100US23060,23060,"Fort Wayne, IN Metro Area",160275,9947,55224,64537,22542,8025,2010
2291,310M100US23060,23060,"Fort Wayne, IN Metro Area",160481,11962,54274,62316,22679,9250,2011
2657,310M100US23060,23060,"Fort Wayne, IN Metro Area",162645,11325,56650,63015,22029,9626,2012
3028,310M200US23060,23060,"Fort Wayne, IN Metro Area",166620,9798,57421,63436,26547,9418,2013
3409,310M200US23060,23060,"Fort Wayne, IN Metro Area",163139,12803,52471,64322,23827,9716,2014
3790,310M200US23060,23060,"Fort Wayne, IN Metro Area",165857,10469,55644,64673,24660,10411,2015
4172,310M300US23060,23060,"Fort Wayne, IN Metro Area",167408,8270,60115,62917,24960,11146,2016
4554,310M300US23060,23060,"Fort Wayne, IN Metro Area",168359,8332,55130,67560,25245,12092,2017
119,3100000US23420,23420,"Fresno, CA Metro Area",274129,26874,86202,106053,37501,17499,2005
477,3100000US23420,23420,"Fresno, CA Metro Area",277256,24175,87955,107327,40536,17263,2006
836,3100000US23420,23420,"Fresno, CA Metro Area",280493,21738,95715,105180,42139,15721,2007
1198,3100000US23420,23420,"Fresno, CA Metro Area",278964,26643,90772,106106,37095,18348,2008
1561,3100000US23420,23420,"Fresno, CA Metro Area",280846,25413,95844,100966,40041,18582,2009
1926,310M100US23420,23420,"Fresno, CA Metro Area",284690,28580,98235,104931,35834,17110,2010
2292,310M100US23420,23420,"Fresno, CA Metro Area",286255,23442,103376,103843,38487,17107,2011
2658,310M100US23420,23420,"Fresno, CA Metro Area",292280,27654,104381,105484,39367,15394,2012
3029,310M200US23420,23420,"Fresno, CA Metro Area",293517,28734,97694,105782,41228,20079,2013
3410,310M200US23420,23420,"Fresno, CA Metro Area",297993,27439,99783,109557,42785,18429,2014
3791,310M200US23420,23420,"Fresno, CA Metro Area",304209,25324,105069,108702,44925,20189,2015
4173,310M300US23420,23420,"Fresno, CA Metro Area",303216,28384,99217,112711,41348,21556,2016
4555,310M300US23420,23420,"Fresno, CA Metro Area",305819,23918,100816,111358,46283,23444,2017
120,3100000US23460,23460,"Gadsden, AL Metro Area",42592,2685,11694,16078,8616,3519,2005
478,3100000US23460,23460,"Gadsden, AL Metro Area",43335,2061,13808,16620,7325,3521,2006
837,3100000US23460,23460,"Gadsden, AL Metro Area",43237,3108,12479,17630,6900,3120,2007
1199,3100000US23460,23460,"Gadsden, AL Metro Area",41829,2539,12847,15560,7452,3431,2008
1562,3100000US23460,23460,"Gadsden, AL Metro Area",41422,1405,13497,16148,7035,3337,2009
1927,310M100US23460,23460,"Gadsden, AL Metro Area",39731,2940,13221,13554,6361,3655,2010
2293,310M100US23460,23460,"Gadsden, AL Metro Area",40443,2643,13123,14847,6737,3093,2011
2659,310M100US23460,23460,"Gadsden, AL Metro Area",39031,2237,14466,13561,6210,2557,2012
3030,310M200US23460,23460,"Gadsden, AL Metro Area",40135,2660,12601,15192,6667,3015,2013
3411,310M200US23460,23460,"Gadsden, AL Metro Area",39714,2813,12364,15074,5942,3521,2014
3792,310M200US23460,23460,"Gadsden, AL Metro Area",39332,2040,13218,13417,6621,4036,2015
4174,310M300US23460,23460,"Gadsden, AL Metro Area",38766,2704,12226,13154,7400,3282,2016
4556,310M300US23460,23460,"Gadsden, AL Metro Area",37091,3197,10738,12744,6526,3886,2017
121,3100000US23540,23540,"Gainesville, FL Metro Area",100673,6035,40031,38417,12485,3705,2005
479,3100000US23540,23540,"Gainesville, FL Metro Area",101514,7144,42507,36590,11004,4269,2006
838,3100000US23540,23540,"Gainesville, FL Metro Area",101041,8053,39323,35464,13238,4963,2007
1200,3100000US23540,23540,"Gainesville, FL Metro Area",103311,6814,44269,35238,13036,3954,2008
1563,3100000US23540,23540,"Gainesville, FL Metro Area",100866,7073,40073,37588,11909,4223,2009
1928,310M100US23540,23540,"Gainesville, FL Metro Area",100329,6960,41440,35980,11629,4320,2010
2294,310M100US23540,23540,"Gainesville, FL Metro Area",102149,9399,37667,41781,9734,3568,2011
2660,310M100US23540,23540,"Gainesville, FL Metro Area",99542,8626,41249,34572,11238,3857,2012
3031,310M200US23540,23540,"Gainesville, FL Metro Area",104294,10543,41674,36716,11059,4302,2013
3412,310M200US23540,23540,"Gainesville, FL Metro Area",103619,7600,41245,38860,12346,3568,2014
3793,310M200US23540,23540,"Gainesville, FL Metro Area",102219,7220,40571,40170,10406,3852,2015
4175,310M300US23540,23540,"Gainesville, FL Metro Area",100985,8174,41792,37025,9946,4048,2016
4557,310M300US23540,23540,"Gainesville, FL Metro Area",104101,7604,47818,34356,10619,3704,2017
122,3100000US23580,23580,"Gainesville, GA Metro Area",53036,3041,14681,20679,10099,4536,2005
480,3100000US23580,23580,"Gainesville, GA Metro Area",54423,3784,15370,21828,9227,4214,2006
839,3100000US23580,23580,"Gainesville, GA Metro Area",56616,2803,14658,23573,11419,4163,2007
1201,3100000US23580,23580,"Gainesville, GA Metro Area",57623,2747,16275,24157,8996,5448,2008
1564,3100000US23580,23580,"Gainesville, GA Metro Area",60021,2928,16215,22467,13260,5151,2009
1929,310M100US23580,23580,"Gainesville, GA Metro Area",60969,3870,16617,24092,11016,5374,2010
2295,310M100US23580,23580,"Gainesville, GA Metro Area",60043,4325,17716,22165,10451,5386,2011
2661,310M100US23580,23580,"Gainesville, GA Metro Area",60500,3557,17735,24221,10139,4848,2012
3032,310M200US23580,23580,"Gainesville, GA Metro Area",60937,3519,18923,24727,9117,4651,2013
3413,310M200US23580,23580,"Gainesville, GA Metro Area",63383,3312,17614,25840,11615,5002,2014
3794,310M200US23580,23580,"Gainesville, GA Metro Area",63989,4184,16689,25227,10729,7160,2015
4176,310M300US23580,23580,"Gainesville, GA Metro Area",62038,2701,16304,25233,11189,6611,2016
4558,310M300US23580,23580,"Gainesville, GA Metro Area",62164,3365,17246,23015,11386,7152,2017
3033,310M200US23900,23900,"Gettysburg, PA Metro Area",37242,1051,10015,15403,7101,3672,2013
3414,310M200US23900,23900,"Gettysburg, PA Metro Area",38748,1956,9873,16010,7245,3664,2014
3795,310M200US23900,23900,"Gettysburg, PA Metro Area",38459,1672,9636,16053,7340,3758,2015
4177,310M300US23900,23900,"Gettysburg, PA Metro Area",38125,2040,11187,13992,7323,3583,2016
4559,310M300US23900,23900,"Gettysburg, PA Metro Area",39527,1758,10596,15723,8497,2953,2017
123,3100000US24020,24020,"Glens Falls, NY Metro Area",50147,2227,16100,21286,6938,3596,2005
481,3100000US24020,24020,"Glens Falls, NY Metro Area",52687,4028,17223,21658,7321,2457,2006
840,3100000US24020,24020,"Glens Falls, NY Metro Area",52100,3741,18409,20795,6277,2878,2007
1202,3100000US24020,24020,"Glens Falls, NY Metro Area",53089,3360,19581,20432,7294,2422,2008
1565,3100000US24020,24020,"Glens Falls, NY Metro Area",53113,3326,17792,21391,8171,2433,2009
1930,310M100US24020,24020,"Glens Falls, NY Metro Area",52974,3755,16314,21980,8134,2791,2010
2296,310M100US24020,24020,"Glens Falls, NY Metro Area",52159,4210,17686,20485,6941,2837,2011
2662,310M100US24020,24020,"Glens Falls, NY Metro Area",51781,3522,17923,21934,6255,2147,2012
3034,310M200US24020,24020,"Glens Falls, NY Metro Area",51414,4009,18806,18966,7206,2427,2013
3415,310M200US24020,24020,"Glens Falls, NY Metro Area",49937,3895,19028,17831,6612,2571,2014
3796,310M200US24020,24020,"Glens Falls, NY Metro Area",48814,3984,16315,19464,6462,2589,2015
4178,310M300US24020,24020,"Glens Falls, NY Metro Area",51614,4791,15987,20405,8524,1907,2016
4560,310M300US24020,24020,"Glens Falls, NY Metro Area",50135,3782,16375,20025,7208,2745,2017
124,3100000US24140,24140,"Goldsboro, NC Metro Area",44227,3512,12300,17284,7942,3189,2005
482,3100000US24140,24140,"Goldsboro, NC Metro Area",43813,3575,13321,16569,7493,2855,2006
841,3100000US24140,24140,"Goldsboro, NC Metro Area",44303,3200,14794,16296,7751,2262,2007
1203,3100000US24140,24140,"Goldsboro, NC Metro Area",45195,3920,14488,14843,7996,3948,2008
1566,3100000US24140,24140,"Goldsboro, NC Metro Area",45474,3652,14263,17837,6357,3365,2009
1931,310M100US24140,24140,"Goldsboro, NC Metro Area",47759,3797,14894,18757,7141,3170,2010
2297,310M100US24140,24140,"Goldsboro, NC Metro Area",48584,4794,15969,17415,7652,2754,2011
2663,310M100US24140,24140,"Goldsboro, NC Metro Area",47554,5134,15750,16158,7775,2737,2012
3035,310M200US24140,24140,"Goldsboro, NC Metro Area",46834,2313,16314,17953,6695,3559,2013
3416,310M200US24140,24140,"Goldsboro, NC Metro Area",46281,3865,15884,15539,8542,2451,2014
3797,310M200US24140,24140,"Goldsboro, NC Metro Area",47490,4371,17034,16130,7683,2272,2015
4179,310M300US24140,24140,"Goldsboro, NC Metro Area",47240,3318,15088,15707,9366,3761,2016
4561,310M300US24140,24140,"Goldsboro, NC Metro Area",47720,4171,13209,18432,7412,4496,2017
125,3100000US24220,24220,"Grand Forks, ND-MN Metro Area",39751,2556,12390,15686,6118,3001,2005
483,3100000US24220,24220,"Grand Forks, ND-MN Metro Area",39310,2095,12360,17352,5483,2020,2006
842,3100000US24220,24220,"Grand Forks, ND-MN Metro Area",39293,2271,12347,16350,5409,2916,2007
1204,3100000US24220,24220,"Grand Forks, ND-MN Metro Area",38699,2393,12135,15972,5298,2901,2008
1567,3100000US24220,24220,"Grand Forks, ND-MN Metro Area",40036,2649,14748,14961,4554,3124,2009
1932,310M100US24220,24220,"Grand Forks, ND-MN Metro Area",39993,2350,13220,15679,6100,2644,2010
2298,310M100US24220,24220,"Grand Forks, ND-MN Metro Area",39271,3225,12326,14702,6603,2415,2011
2664,310M100US24220,24220,"Grand Forks, ND-MN Metro Area",40954,2539,13949,16007,5915,2544,2012
3036,310M200US24220,24220,"Grand Forks, ND-MN Metro Area",40982,2286,13599,15131,6917,3049,2013
3417,310M200US24220,24220,"Grand Forks, ND-MN Metro Area",41882,3297,13530,14850,6735,3470,2014
3798,310M200US24220,24220,"Grand Forks, ND-MN Metro Area",42166,2687,13259,16645,7015,2560,2015
4180,310M300US24220,24220,"Grand Forks, ND-MN Metro Area",41827,2635,14472,15956,6172,2592,2016
4562,310M300US24220,24220,"Grand Forks, ND-MN Metro Area",42613,3013,15429,15384,5824,2963,2017
3037,310M200US24260,24260,"Grand Island, NE Metro Area",31723,1479,8907,12019,6252,3066,2013
3418,310M200US24260,24260,"Grand Island, NE Metro Area",32187,1698,8900,12829,5583,3177,2014
3799,310M200US24260,24260,"Grand Island, NE Metro Area",31703,1231,9766,12312,5416,2978,2015
4181,310M300US24260,24260,"Grand Island, NE Metro Area",32945,1474,9428,11707,6680,3656,2016
4563,310M300US24260,24260,"Grand Island, NE Metro Area",32578,986,8761,12950,5897,3984,2017
126,3100000US24300,24300,"Grand Junction, CO Metro Area",52308,2418,15027,20273,10195,4395,2005
484,3100000US24300,24300,"Grand Junction, CO Metro Area",53617,2769,16195,21113,9177,4363,2006
843,3100000US24300,24300,"Grand Junction, CO Metro Area",55033,2320,14480,21767,11841,4625,2007
1205,3100000US24300,24300,"Grand Junction, CO Metro Area",56994,2308,15171,23393,10834,5288,2008
1568,3100000US24300,24300,"Grand Junction, CO Metro Area",56448,3110,14316,22066,11198,5758,2009
1933,310M100US24300,24300,"Grand Junction, CO Metro Area",57311,2720,18117,21795,9915,4764,2010
2299,310M100US24300,24300,"Grand Junction, CO Metro Area",59770,3131,17869,22799,11527,4444,2011
2665,310M100US24300,24300,"Grand Junction, CO Metro Area",58779,3937,16623,21625,11414,5180,2012
3038,310M200US24300,24300,"Grand Junction, CO Metro Area",58466,3664,19037,22130,8975,4660,2013
3419,310M200US24300,24300,"Grand Junction, CO Metro Area",59703,2974,20446,21183,9799,5301,2014
3800,310M200US24300,24300,"Grand Junction, CO Metro Area",59066,2160,20185,22289,9687,4745,2015
4182,310M300US24300,24300,"Grand Junction, CO Metro Area",60188,2673,19855,22101,10495,5064,2016
4564,310M300US24300,24300,"Grand Junction, CO Metro Area",61763,3793,18962,21933,11295,5780,2017
127,3100000US24340,24340,"Grand Rapids-Wyoming, MI Metro Area",287101,16056,86817,123708,41984,18536,2005
485,3100000US24340,24340,"Grand Rapids-Wyoming, MI Metro Area",289147,14931,92965,122659,41162,17430,2006
844,3100000US24340,24340,"Grand Rapids-Wyoming, MI Metro Area",289645,16190,93969,120555,40472,18459,2007
1206,3100000US24340,24340,"Grand Rapids-Wyoming, MI Metro Area",286882,20395,92563,117071,38973,17880,2008
1569,3100000US24340,24340,"Grand Rapids-Wyoming, MI Metro Area",286316,17395,92092,117471,41971,17387,2009
1934,310M100US24340,24340,"Grand Rapids-Wyoming, MI Metro Area",292388,21011,89400,127312,39214,15451,2010
2300,310M100US24340,24340,"Grand Rapids-Wyoming, MI Metro Area",292195,21573,92353,121767,41060,15442,2011
2666,310M100US24340,24340,"Grand Rapids-Wyoming, MI Metro Area",294081,21684,94179,118818,42086,17314,2012
3039,310M200US24340,24340,"Grand Rapids-Wyoming, MI Metro Area",370818,24264,116800,156335,51669,21750,2013
3420,310M200US24340,24340,"Grand Rapids-Wyoming, MI Metro Area",375683,25430,112771,161025,54078,22379,2014
3801,310M200US24340,24340,"Grand Rapids-Wyoming, MI Metro Area",383194,23206,118964,159459,58547,23018,2015
4183,310M300US24340,24340,"Grand Rapids-Wyoming, MI Metro Area",384790,24700,112068,160750,58871,28401,2016
4565,310M300US24340,24340,"Grand Rapids-Wyoming, MI Metro Area",394268,22098,118021,164909,62271,26969,2017
3040,310M200US24420,24420,"Grants Pass, OR Metro Area",34517,2844,10657,10835,5952,4229,2013
3421,310M200US24420,24420,"Grants Pass, OR Metro Area",33486,1419,10711,11580,6416,3360,2014
3802,310M200US24420,24420,"Grants Pass, OR Metro Area",35918,1916,11252,13361,6206,3183,2015
4184,310M300US24420,24420,"Grants Pass, OR Metro Area",35439,2380,10044,13241,5807,3967,2016
4566,310M300US24420,24420,"Grants Pass, OR Metro Area",36493,2866,8544,14163,6660,4260,2017
