CBSA_ID,cbsa_name,year,gasPrice
10020,"Abbeville, LA",2000,1.4574999999999998
10020,"Abbeville, LA",2001,1.3760000000000001
10020,"Abbeville, LA",2002,1.3150000000000002
10020,"Abbeville, LA",2003,1.4985833333333334
10020,"Abbeville, LA",2004,1.786083333333333
10020,"Abbeville, LA",2005,2.23175
10020,"Abbeville, LA",2006,2.5206666666666666
10020,"Abbeville, LA",2007,2.719
10020,"Abbeville, LA",2008,3.1933333333333334
10020,"Abbeville, LA",2009,2.2703333333333333
10020,"Abbeville, LA",2010,2.700416666666667
10020,"Abbeville, LA",2011,3.4227499999999993
10020,"Abbeville, LA",2012,3.485666666666667
10020,"Abbeville, LA",2013,3.374166666666666
10020,"Abbeville, LA",2014,3.223166666666667
10020,"Abbeville, LA",2015,2.250083333333333
10020,"Abbeville, LA",2016,2.0254166666666666
10020,"Abbeville, LA",2017,2.297
10020,"Abbeville, LA",2018,2.577
10100,"Aberdeen, SD",2000,1.5062499999999999
10100,"Aberdeen, SD",2001,1.4556666666666667
10100,"Aberdeen, SD",2002,1.3610833333333334
10100,"Aberdeen, SD",2003,1.5467500000000003
10100,"Aberdeen, SD",2004,1.8275833333333333
10100,"Aberdeen, SD",2005,2.2466666666666666
10100,"Aberdeen, SD",2006,2.5442500000000003
10100,"Aberdeen, SD",2007,2.8215833333333333
10100,"Aberdeen, SD",2008,3.2295
10100,"Aberdeen, SD",2009,2.33225
10100,"Aberdeen, SD",2010,2.7780833333333335
10100,"Aberdeen, SD",2011,3.5318333333333336
10100,"Aberdeen, SD",2012,3.6133333333333333
10100,"Aberdeen, SD",2013,3.5184166666666665
10100,"Aberdeen, SD",2014,3.3645
10100,"Aberdeen, SD",2015,2.40275
10100,"Aberdeen, SD",2016,2.1459166666666665
10100,"Aberdeen, SD",2017,2.407583333333333
10100,"Aberdeen, SD",2018,2.7163636363636368
10140,"Aberdeen, WA",2000,1.6763333333333337
10140,"Aberdeen, WA",2001,1.6313333333333333
10140,"Aberdeen, WA",2002,1.502
10140,"Aberdeen, WA",2003,1.8155
10140,"Aberdeen, WA",2004,2.1046666666666667
10140,"Aberdeen, WA",2005,2.477333333333333
10140,"Aberdeen, WA",2006,2.8001666666666662
10140,"Aberdeen, WA",2007,3.0535
10140,"Aberdeen, WA",2008,3.5060000000000002
10140,"Aberdeen, WA",2009,2.653916666666667
10140,"Aberdeen, WA",2010,3.0811666666666664
10140,"Aberdeen, WA",2011,3.794333333333333
10140,"Aberdeen, WA",2012,3.993583333333333
10140,"Aberdeen, WA",2013,3.831583333333333
10140,"Aberdeen, WA",2014,3.7119166666666668
10140,"Aberdeen, WA",2015,3.0315833333333337
10140,"Aberdeen, WA",2016,2.6500833333333333
10140,"Aberdeen, WA",2017,2.952083333333333
10140,"Aberdeen, WA",2018,3.3958181818181816
10180,"Abilene, TX",2000,1.4574999999999998
10180,"Abilene, TX",2001,1.3760000000000001
10180,"Abilene, TX",2002,1.3150000000000002
10180,"Abilene, TX",2003,1.4985833333333334
