,UZA,UZA Name,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,MODE,SERVICE_ID,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,RailBus
24,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",DR,PT,688012.0,527979.0,718833.0,675488.0,659606.0,758136.0,831048.0,850905.0,308539.0,874036.0,1005687.0,750659.0,957280.0,983881.0,957269.0,863494.0,803300.5,DemandResponse
25,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",LR,DO,216413.0,218928.0,226322.0,211571.0,0.0,0.0,275185.0,342835.0,288470.0,0.0,0.0,0.0,,,,,,Rail
26,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",MB,DO,55995026.0,52181801.0,56913382.0,58136140.0,59418649.0,64550864.0,85113515.0,93937578.0,99604752.0,103418068.0,117457509.0,122535567.0,130249639.0,136162762.0,139001364.0,139520130.0,141198814.0,Bus
27,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",TB,DO,19012827.0,17695832.0,16683220.0,17007997.0,17360619.0,15141561.0,16212098.0,17892872.0,20112498.0,21573330.0,23547904.0,23166653.0,24787685.0,22028748.0,22872383.0,22808461.0,23198317.5,Bus
28,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",VP,DO,5089843.0,4860704.0,4884622.0,5552340.0,6238455.0,6872296.0,8049283.0,9636603.0,8728042.0,9459661.0,10320050.0,11487561.0,11804793.0,7121362.0,7293271.0,7622086.0,7872448.0,DemandResponse
29,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",MB,PT,0.0,0.0,0.0,7872045.0,0.0,9607824.0,11342831.0,11238115.0,11109150.0,216978.0,266612.0,277338.0,1069328.0,1180841.0,1229557.0,1109846.0,1074348.5,Bus
30,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",LR,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2371968.0,9608740.0,12038576.0,13989008.0,14845952.0,15867923.0,18203801.0,30786785.0,38019002.0,47926602.5,Rail
31,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",DT,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323133.0,302306.0,328203.0,509850.0,309318.0,430252.0,440458.0,412730.0,403969.0,DemandResponse
32,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",CB,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12511530.0,13895391.0,14583312.0,14708647.0,15973711.0,16362096.0,17054149.0,17594368.0,Bus
33,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",RB,DO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3421279.0,0.0,0.0,,,,,,Bus
34,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",SR,DO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402342.0,505039.0,761610.0,423340.0,465698.0,1250080.0,1368135.0,1819353.5,Rail
35,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",FB,DO,,,,,,,,,,,,,0.0,0.0,2477371.0,2620614.0,3930921.0,Other
36,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",DR,PT,688012.0,527979.0,718833.0,675488.0,659606.0,758136.0,831048.0,850905.0,308539.0,874036.0,1005687.0,750659.0,957280.0,983881.0,957269.0,863494.0,803300.5,DemandResponse
37,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",LR,DO,216413.0,218928.0,226322.0,211571.0,0.0,0.0,275185.0,342835.0,288470.0,0.0,0.0,0.0,,,,,,Rail
38,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",MB,DO,55995026.0,52181801.0,56913382.0,58136140.0,59418649.0,64550864.0,85113515.0,93937578.0,99604752.0,103418068.0,117457509.0,122535567.0,130249639.0,136162762.0,139001364.0,139520130.0,141198814.0,Bus
39,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",TB,DO,19012827.0,17695832.0,16683220.0,17007997.0,17360619.0,15141561.0,16212098.0,17892872.0,20112498.0,21573330.0,23547904.0,23166653.0,24787685.0,22028748.0,22872383.0,22808461.0,23198317.5,Bus
40,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",VP,DO,5089843.0,4860704.0,4884622.0,5552340.0,6238455.0,6872296.0,8049283.0,9636603.0,8728042.0,9459661.0,10320050.0,11487561.0,11804793.0,7121362.0,7293271.0,7622086.0,7872448.0,DemandResponse
41,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",MB,PT,0.0,0.0,0.0,7872045.0,0.0,9607824.0,11342831.0,11238115.0,11109150.0,216978.0,266612.0,277338.0,1069328.0,1180841.0,1229557.0,1109846.0,1074348.5,Bus
42,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",LR,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2371968.0,9608740.0,12038576.0,13989008.0,14845952.0,15867923.0,18203801.0,30786785.0,38019002.0,47926602.5,Rail
43,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",DT,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323133.0,302306.0,328203.0,509850.0,309318.0,430252.0,440458.0,412730.0,403969.0,DemandResponse
44,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",CB,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12511530.0,13895391.0,14583312.0,14708647.0,15973711.0,16362096.0,17054149.0,17594368.0,Bus
45,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",RB,DO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3421279.0,0.0,0.0,,,,,,Bus
46,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",SR,DO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402342.0,505039.0,761610.0,423340.0,465698.0,1250080.0,1368135.0,1819353.5,Rail
47,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",FB,DO,,,,,,,,,,,,,0.0,0.0,2477371.0,2620614.0,3930921.0,Other
48,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",DR,PT,688012.0,527979.0,718833.0,675488.0,659606.0,758136.0,831048.0,850905.0,308539.0,874036.0,1005687.0,750659.0,957280.0,983881.0,957269.0,863494.0,803300.5,DemandResponse
49,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",LR,DO,216413.0,218928.0,226322.0,211571.0,0.0,0.0,275185.0,342835.0,288470.0,0.0,0.0,0.0,,,,,,Rail
50,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",MB,DO,55995026.0,52181801.0,56913382.0,58136140.0,59418649.0,64550864.0,85113515.0,93937578.0,99604752.0,103418068.0,117457509.0,122535567.0,130249639.0,136162762.0,139001364.0,139520130.0,141198814.0,Bus
51,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",TB,DO,19012827.0,17695832.0,16683220.0,17007997.0,17360619.0,15141561.0,16212098.0,17892872.0,20112498.0,21573330.0,23547904.0,23166653.0,24787685.0,22028748.0,22872383.0,22808461.0,23198317.5,Bus
52,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",VP,DO,5089843.0,4860704.0,4884622.0,5552340.0,6238455.0,6872296.0,8049283.0,9636603.0,8728042.0,9459661.0,10320050.0,11487561.0,11804793.0,7121362.0,7293271.0,7622086.0,7872448.0,DemandResponse
53,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",MB,PT,0.0,0.0,0.0,7872045.0,0.0,9607824.0,11342831.0,11238115.0,11109150.0,216978.0,266612.0,277338.0,1069328.0,1180841.0,1229557.0,1109846.0,1074348.5,Bus
54,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",LR,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2371968.0,9608740.0,12038576.0,13989008.0,14845952.0,15867923.0,18203801.0,30786785.0,38019002.0,47926602.5,Rail
55,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",DT,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323133.0,302306.0,328203.0,509850.0,309318.0,430252.0,440458.0,412730.0,403969.0,DemandResponse
56,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",CB,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12511530.0,13895391.0,14583312.0,14708647.0,15973711.0,16362096.0,17054149.0,17594368.0,Bus
57,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",RB,DO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3421279.0,0.0,0.0,,,,,,Bus
58,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",SR,DO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402342.0,505039.0,761610.0,423340.0,465698.0,1250080.0,1368135.0,1819353.5,Rail
59,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",FB,DO,,,,,,,,,,,,,0.0,0.0,2477371.0,2620614.0,3930921.0,Other
60,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",DR,PT,688012.0,527979.0,718833.0,675488.0,659606.0,758136.0,831048.0,850905.0,308539.0,874036.0,1005687.0,750659.0,957280.0,983881.0,957269.0,863494.0,803300.5,DemandResponse
61,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",LR,DO,216413.0,218928.0,226322.0,211571.0,0.0,0.0,275185.0,342835.0,288470.0,0.0,0.0,0.0,,,,,,Rail
62,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",MB,DO,55995026.0,52181801.0,56913382.0,58136140.0,59418649.0,64550864.0,85113515.0,93937578.0,99604752.0,103418068.0,117457509.0,122535567.0,130249639.0,136162762.0,139001364.0,139520130.0,141198814.0,Bus
63,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",TB,DO,19012827.0,17695832.0,16683220.0,17007997.0,17360619.0,15141561.0,16212098.0,17892872.0,20112498.0,21573330.0,23547904.0,23166653.0,24787685.0,22028748.0,22872383.0,22808461.0,23198317.5,Bus
64,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",VP,DO,5089843.0,4860704.0,4884622.0,5552340.0,6238455.0,6872296.0,8049283.0,9636603.0,8728042.0,9459661.0,10320050.0,11487561.0,11804793.0,7121362.0,7293271.0,7622086.0,7872448.0,DemandResponse
65,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",MB,PT,0.0,0.0,0.0,7872045.0,0.0,9607824.0,11342831.0,11238115.0,11109150.0,216978.0,266612.0,277338.0,1069328.0,1180841.0,1229557.0,1109846.0,1074348.5,Bus
66,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",LR,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2371968.0,9608740.0,12038576.0,13989008.0,14845952.0,15867923.0,18203801.0,30786785.0,38019002.0,47926602.5,Rail
67,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",DT,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323133.0,302306.0,328203.0,509850.0,309318.0,430252.0,440458.0,412730.0,403969.0,DemandResponse
68,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",CB,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12511530.0,13895391.0,14583312.0,14708647.0,15973711.0,16362096.0,17054149.0,17594368.0,Bus
69,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",RB,DO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3421279.0,0.0,0.0,,,,,,Bus
70,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",SR,DO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402342.0,505039.0,761610.0,423340.0,465698.0,1250080.0,1368135.0,1819353.5,Rail
71,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",FB,DO,,,,,,,,,,,,,0.0,0.0,2477371.0,2620614.0,3930921.0,Other
72,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",DR,PT,688012.0,527979.0,718833.0,675488.0,659606.0,758136.0,831048.0,850905.0,308539.0,874036.0,1005687.0,750659.0,957280.0,983881.0,957269.0,863494.0,803300.5,DemandResponse
73,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",LR,DO,216413.0,218928.0,226322.0,211571.0,0.0,0.0,275185.0,342835.0,288470.0,0.0,0.0,0.0,,,,,,Rail
74,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",MB,DO,55995026.0,52181801.0,56913382.0,58136140.0,59418649.0,64550864.0,85113515.0,93937578.0,99604752.0,103418068.0,117457509.0,122535567.0,130249639.0,136162762.0,139001364.0,139520130.0,141198814.0,Bus
75,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",TB,DO,19012827.0,17695832.0,16683220.0,17007997.0,17360619.0,15141561.0,16212098.0,17892872.0,20112498.0,21573330.0,23547904.0,23166653.0,24787685.0,22028748.0,22872383.0,22808461.0,23198317.5,Bus
76,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",VP,DO,5089843.0,4860704.0,4884622.0,5552340.0,6238455.0,6872296.0,8049283.0,9636603.0,8728042.0,9459661.0,10320050.0,11487561.0,11804793.0,7121362.0,7293271.0,7622086.0,7872448.0,DemandResponse
77,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",MB,PT,0.0,0.0,0.0,7872045.0,0.0,9607824.0,11342831.0,11238115.0,11109150.0,216978.0,266612.0,277338.0,1069328.0,1180841.0,1229557.0,1109846.0,1074348.5,Bus
78,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",LR,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2371968.0,9608740.0,12038576.0,13989008.0,14845952.0,15867923.0,18203801.0,30786785.0,38019002.0,47926602.5,Rail
79,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",DT,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323133.0,302306.0,328203.0,509850.0,309318.0,430252.0,440458.0,412730.0,403969.0,DemandResponse
80,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",CB,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12511530.0,13895391.0,14583312.0,14708647.0,15973711.0,16362096.0,17054149.0,17594368.0,Bus
81,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",RB,DO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3421279.0,0.0,0.0,,,,,,Bus
82,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",SR,DO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402342.0,505039.0,761610.0,423340.0,465698.0,1250080.0,1368135.0,1819353.5,Rail
83,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",FB,DO,,,,,,,,,,,,,0.0,0.0,2477371.0,2620614.0,3930921.0,Other
84,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",DR,PT,688012.0,527979.0,718833.0,675488.0,659606.0,758136.0,831048.0,850905.0,308539.0,874036.0,1005687.0,750659.0,957280.0,983881.0,957269.0,863494.0,803300.5,DemandResponse
85,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",LR,DO,216413.0,218928.0,226322.0,211571.0,0.0,0.0,275185.0,342835.0,288470.0,0.0,0.0,0.0,,,,,,Rail
86,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",MB,DO,55995026.0,52181801.0,56913382.0,58136140.0,59418649.0,64550864.0,85113515.0,93937578.0,99604752.0,103418068.0,117457509.0,122535567.0,130249639.0,136162762.0,139001364.0,139520130.0,141198814.0,Bus
87,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",TB,DO,19012827.0,17695832.0,16683220.0,17007997.0,17360619.0,15141561.0,16212098.0,17892872.0,20112498.0,21573330.0,23547904.0,23166653.0,24787685.0,22028748.0,22872383.0,22808461.0,23198317.5,Bus
88,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",VP,DO,5089843.0,4860704.0,4884622.0,5552340.0,6238455.0,6872296.0,8049283.0,9636603.0,8728042.0,9459661.0,10320050.0,11487561.0,11804793.0,7121362.0,7293271.0,7622086.0,7872448.0,DemandResponse
89,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",MB,PT,0.0,0.0,0.0,7872045.0,0.0,9607824.0,11342831.0,11238115.0,11109150.0,216978.0,266612.0,277338.0,1069328.0,1180841.0,1229557.0,1109846.0,1074348.5,Bus
90,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",LR,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2371968.0,9608740.0,12038576.0,13989008.0,14845952.0,15867923.0,18203801.0,30786785.0,38019002.0,47926602.5,Rail
91,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",DT,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323133.0,302306.0,328203.0,509850.0,309318.0,430252.0,440458.0,412730.0,403969.0,DemandResponse
92,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",CB,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12511530.0,13895391.0,14583312.0,14708647.0,15973711.0,16362096.0,17054149.0,17594368.0,Bus
93,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",RB,DO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3421279.0,0.0,0.0,,,,,,Bus
94,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",SR,DO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402342.0,505039.0,761610.0,423340.0,465698.0,1250080.0,1368135.0,1819353.5,Rail
95,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",FB,DO,,,,,,,,,,,,,0.0,0.0,2477371.0,2620614.0,3930921.0,Other
96,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",DR,PT,688012.0,527979.0,718833.0,675488.0,659606.0,758136.0,831048.0,850905.0,308539.0,874036.0,1005687.0,750659.0,957280.0,983881.0,957269.0,863494.0,803300.5,DemandResponse
97,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",LR,DO,216413.0,218928.0,226322.0,211571.0,0.0,0.0,275185.0,342835.0,288470.0,0.0,0.0,0.0,,,,,,Rail
98,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",MB,DO,55995026.0,52181801.0,56913382.0,58136140.0,59418649.0,64550864.0,85113515.0,93937578.0,99604752.0,103418068.0,117457509.0,122535567.0,130249639.0,136162762.0,139001364.0,139520130.0,141198814.0,Bus
99,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",TB,DO,19012827.0,17695832.0,16683220.0,17007997.0,17360619.0,15141561.0,16212098.0,17892872.0,20112498.0,21573330.0,23547904.0,23166653.0,24787685.0,22028748.0,22872383.0,22808461.0,23198317.5,Bus
100,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",VP,DO,5089843.0,4860704.0,4884622.0,5552340.0,6238455.0,6872296.0,8049283.0,9636603.0,8728042.0,9459661.0,10320050.0,11487561.0,11804793.0,7121362.0,7293271.0,7622086.0,7872448.0,DemandResponse
101,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",MB,PT,0.0,0.0,0.0,7872045.0,0.0,9607824.0,11342831.0,11238115.0,11109150.0,216978.0,266612.0,277338.0,1069328.0,1180841.0,1229557.0,1109846.0,1074348.5,Bus
102,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",LR,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2371968.0,9608740.0,12038576.0,13989008.0,14845952.0,15867923.0,18203801.0,30786785.0,38019002.0,47926602.5,Rail
103,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",DT,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323133.0,302306.0,328203.0,509850.0,309318.0,430252.0,440458.0,412730.0,403969.0,DemandResponse
104,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",CB,PT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12511530.0,13895391.0,14583312.0,14708647.0,15973711.0,16362096.0,17054149.0,17594368.0,Bus
105,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",RB,DO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3421279.0,0.0,0.0,,,,,,Bus
106,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",SR,DO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402342.0,505039.0,761610.0,423340.0,465698.0,1250080.0,1368135.0,1819353.5,Rail
107,14,"Seattle, WA","1,010","3,059,393","2,134","2,117,125",FB,DO,,,,,,,,,,,,,0.0,0.0,2477371.0,2620614.0,3930921.0,Other
108,96,"Spokane, WA",164,"387,847",248,"409,271",DR,DO,146607.0,164756.0,153728.0,140569.0,149026.0,154149.0,156606.0,148645.0,321332.0,422060.0,494167.0,444397.0,470539.0,472560.0,455855.0,510050.0,528795.0,DemandResponse
109,96,"Spokane, WA",164,"387,847",248,"409,271",DR,PT,24152.0,24498.0,38276.0,50562.0,52066.0,50935.0,54436.0,57433.0,82792.0,123194.0,170674.0,190595.0,157919.0,170357.0,192427.0,200174.0,215082.5,DemandResponse
