SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017
040,53,000,00000,00000,00000,0,A,Washington,Washington,6724540,6724545,6741386,6819155,6890899,6963410,7046931,7152818,7280934,7405743
162,53,000,00100,00000,00000,0,A,Aberdeen city,Washington,16896,16884,16880,16705,16534,16320,16219,16226,16291,16462
162,53,000,00905,00000,00000,0,A,Airway Heights city,Washington,6114,7540,7561,7734,7779,7848,7937,8053,8102,8166
162,53,000,01010,00000,00000,0,A,Albion town,Washington,579,586,585,589,595,595,590,594,603,608
162,53,000,01290,00000,00000,0,A,Algona city,Washington,3014,3014,3036,3068,3111,3133,3155,3169,3192,3185
162,53,000,01500,00000,00000,0,A,Almira town,Washington,284,284,284,280,276,273,271,272,272,276
162,53,000,01990,00000,00000,0,A,Anacortes city,Washington,15778,15767,15763,15850,15876,15954,16172,16361,16626,16953
162,53,000,02585,00000,00000,0,A,Arlington city,Washington,17926,17945,17988,18039,18279,18608,18742,18852,19064,19212
162,53,000,03075,00000,00000,0,A,Asotin city,Washington,1251,1244,1251,1265,1264,1277,1281,1278,1287,1295
162,53,000,03180,00000,00000,0,A,Auburn city,Washington,70180,70162,70388,71587,73335,74839,76005,77129,78327,80776
162,53,000,03736,00000,00000,0,A,Bainbridge Island city,Washington,23025,23025,23061,23161,23176,23027,23135,23611,24150,24522
162,53,000,04475,00000,00000,0,A,Battle Ground city,Washington,17571,17778,17834,17971,18074,18331,18920,19296,20043,20576
162,53,000,04895,00000,00000,0,A,Beaux Arts Village town,Washington,299,299,300,303,307,317,321,322,324,326
162,53,000,05210,00000,00000,0,A,Bellevue city,Washington,122363,127887,128294,130160,132086,133814,136179,139352,141249,144444
162,53,000,05280,00000,00000,0,A,Bellingham city,Washington,80885,81252,81334,81883,82347,82669,83401,84976,86926,89045
162,53,000,05560,00000,00000,0,A,Benton City city,Washington,3038,3032,3054,3110,3145,3171,3209,3255,3300,3369
162,53,000,06085,00000,00000,0,A,Bingen city,Washington,712,712,713,718,721,724,717,719,721,729
162,53,000,06330,00000,00000,0,A,Black Diamond city,Washington,4151,4151,4163,4214,4280,4325,4361,4400,4426,4436
162,53,000,06505,00000,00000,0,A,Blaine city,Washington,4684,4700,4715,4787,4829,4901,4969,5034,5137,5311
162,53,000,07170,00000,00000,0,A,Bonney Lake city,Washington,17374,17380,17402,17714,17940,18245,18733,19840,20274,20675
162,53,000,07380,00000,00000,0,A,Bothell city,Washington,33505,39870,39981,40666,41327,42489,43548,44195,44666,45533
162,53,000,07695,00000,00000,0,A,Bremerton city,Washington,37729,37795,37848,39201,39202,38204,38463,39855,40429,41041
162,53,000,07835,00000,00000,0,A,Brewster city,Washington,2370,2370,2373,2369,2359,2356,2357,2350,2342,2343
162,53,000,07870,00000,00000,0,A,Bridgeport city,Washington,2409,2409,2411,2405,2435,2437,2454,2476,2534,2555
162,53,000,07940,00000,00000,0,A,Brier city,Washington,6087,6268,6278,6299,6414,6502,6580,6694,6799,6884
162,53,000,08570,00000,00000,0,A,Buckley city,Washington,4354,4349,4349,4383,4412,4426,4490,4526,4662,4819
162,53,000,08605,00000,00000,0,A,Bucoda town,Washington,562,562,562,564,564,566,567,569,579,583
162,53,000,08850,00000,00000,0,A,Burien city,Washington,33313,48072,48191,48761,49503,49949,50254,50501,51177,51671
162,53,000,08920,00000,00000,0,A,Burlington city,Washington,8388,8377,8401,8429,8411,8404,8468,8563,8699,8783
162,53,000,09480,00000,00000,0,A,Camas city,Washington,19355,19823,19915,20466,20846,21155,21405,22023,22602,23331
162,53,000,09970,00000,00000,0,A,Carbonado town,Washington,610,608,607,610,612,612,624,629,666,701
162,53,000,10215,00000,00000,0,A,Carnation city,Washington,1786,1786,1790,1811,1832,1845,1853,1869,1996,2164
162,53,000,10495,00000,00000,0,A,Cashmere city,Washington,3063,3119,3127,3139,3142,3137,3120,3142,3154,3153
162,53,000,10565,00000,00000,0,A,Castle Rock city,Washington,1982,2117,2119,2130,2111,2122,2131,2173,2204,2234
162,53,000,10635,00000,00000,0,A,Cathlamet town,Washington,532,532,533,530,529,532,531,526,544,553
162,53,000,11160,00000,00000,0,A,Centralia city,Washington,16336,16619,16653,16798,16716,16614,16554,16631,16853,17216
162,53,000,11475,00000,00000,0,A,Chehalis city,Washington,7259,7266,7262,7265,7273,7215,7201,7301,7402,7533
162,53,000,11615,00000,00000,0,A,Chelan city,Washington,3890,3882,3896,3919,3919,3926,3940,4008,4070,4146
162,53,000,11825,00000,00000,0,A,Cheney city,Washington,10590,10592,10728,10669,10993,11188,11335,11466,12159,12446
162,53,000,12140,00000,00000,0,A,Chewelah city,Washington,2607,2600,2598,2592,2592,2570,2580,2581,2614,2637
162,53,000,12630,00000,00000,0,A,Clarkston city,Washington,7229,7220,7248,7311,7279,7340,7344,7309,7343,7396
162,53,000,12945,00000,00000,0,A,Cle Elum city,Washington,1872,1872,1872,1891,1889,1888,1889,1903,1961,1993
162,53,000,13365,00000,00000,0,A,Clyde Hill city,Washington,2984,2988,2995,3044,3109,3153,3197,3228,3274,3318
162,53,000,13785,00000,00000,0,A,Colfax city,Washington,2805,2790,2786,2803,2833,2839,2810,2842,2876,2900
162,53,000,13855,00000,00000,0,A,College Place city,Washington,8765,8775,8803,8844,8876,8938,8930,8975,9068,9258
162,53,000,13890,00000,00000,0,A,Colton town,Washington,418,429,431,437,441,441,438,449,459,467
162,53,000,14170,00000,00000,0,A,Colville city,Washington,4673,4693,4682,4675,4672,4638,4682,4687,4736,4765
162,53,000,14310,00000,00000,0,A,Conconully town,Washington,210,203,203,204,204,204,205,206,206,208
162,53,000,14380,00000,00000,0,A,Concrete town,Washington,705,705,704,707,705,702,707,713,723,729
162,53,000,14485,00000,00000,0,A,Connell city,Washington,4209,4210,4238,5213,5417,5404,5402,5460,5432,5535
162,53,000,14870,00000,00000,0,A,Cosmopolis city,Washington,1649,1656,1656,1641,1624,1605,1595,1598,1605,1624
162,53,000,15080,00000,00000,0,A,Coulee City town,Washington,562,562,564,571,573,571,573,572,569,567
162,53,000,15115,00000,00000,0,A,Coulee Dam town,Washington,1098,1098,1099,1098,1089,1084,1082,1080,1078,1079
162,53,000,15185,00000,00000,0,A,Coupeville town,Washington,1831,1831,1834,1863,1859,1842,1847,1871,1903,1928
162,53,000,15290,00000,00000,0,A,Covington city,Washington,17575,17565,17618,17955,18343,18858,19121,19972,20666,20916
162,53,000,15710,00000,00000,0,A,Creston town,Washington,236,236,236,233,230,226,223,223,223,226
162,53,000,16340,00000,00000,0,A,Cusick town,Washington,207,209,208,209,210,207,209,210,212,217
162,53,000,16690,00000,00000,0,A,Darrington town,Washington,1347,1347,1349,1355,1360,1369,1372,1381,1396,1406
162,53,000,16795,00000,00000,0,A,Davenport city,Washington,1734,1734,1736,1732,1721,1695,1675,1679,1678,1708
162,53,000,16970,00000,00000,0,A,Dayton city,Washington,2526,2535,2544,2487,2470,2483,2464,2447,2458,2485
162,53,000,17320,00000,00000,0,A,Deer Park city,Washington,3652,3661,3669,3675,3711,3783,3857,3939,3994,4080
162,53,000,17635,00000,00000,0,A,Des Moines city,Washington,29673,29655,29729,30067,30461,30697,31003,31187,31229,31238
162,53,000,18965,00000,00000,0,A,DuPont city,Washington,8199,8199,8256,8545,8764,9166,9212,9260,9405,9487
162,53,000,19035,00000,00000,0,A,Duvall city,Washington,6695,6713,6741,6868,7203,7479,7648,7679,7735,7813
162,53,000,20155,00000,00000,0,A,East Wenatchee city,Washington,13190,13179,13210,13209,13357,13368,13408,13542,13838,13983
162,53,000,20260,00000,00000,0,A,Eatonville town,Washington,2758,2756,2752,2782,2801,2803,2854,2894,2957,2991
162,53,000,20645,00000,00000,0,A,Edgewood city,Washington,9387,9379,9368,9434,9466,9524,9672,9760,10662,11213
162,53,000,20750,00000,00000,0,A,Edmonds city,Washington,39709,39744,39798,39923,40348,40574,40738,41164,41709,42209
162,53,000,21030,00000,00000,0,A,Electric City city,Washington,968,979,984,996,1002,1000,1010,1009,1004,1001
162,53,000,21240,00000,00000,0,A,Ellensburg city,Washington,18174,18397,18422,18605,18462,18524,18962,18993,19776,20326
162,53,000,21450,00000,00000,0,A,Elma city,Washington,3107,3111,3113,3091,3058,3028,3021,3031,3053,3092
162,53,000,21485,00000,00000,0,A,Elmer City town,Washington,238,251,251,253,251,249,249,247,247,247
162,53,000,21730,00000,00000,0,A,Endicott town,Washington,289,297,297,299,302,302,298,300,303,305
162,53,000,22010,00000,00000,0,A,Entiat city,Washington,1112,1112,1117,1134,1148,1156,1152,1181,1209,1223
162,53,000,22045,00000,00000,0,A,Enumclaw city,Washington,10669,11092,11123,11304,11462,11544,11597,11657,11744,11784
162,53,000,22080,00000,00000,0,A,Ephrata city,Washington,7664,7670,7708,7790,7877,7904,7964,8003,7994,8017
162,53,000,22640,00000,00000,0,A,Everett city,Washington,103019,103052,103255,103508,104516,105174,106522,107111,108974,110079
162,53,000,22745,00000,00000,0,A,Everson city,Washington,2481,2461,2466,2494,2521,2526,2535,2565,2617,2699
162,53,000,22990,00000,00000,0,A,Fairfield town,Washington,612,614,614,613,611,611,610,613,615,616
162,53,000,23340,00000,00000,0,A,Farmington town,Washington,146,150,150,151,152,152,150,152,153,154
162,53,000,23515,00000,00000,0,A,Federal Way city,Washington,89306,89302,89518,90644,91922,92716,93348,94970,96775,96690
162,53,000,23620,00000,00000,0,A,Ferndale city,Washington,11415,11397,11449,11710,11953,12342,12756,13119,13571,14026
162,53,000,23795,00000,00000,0,A,Fife city,Washington,9173,9178,9193,9287,9316,9378,9496,9919,10066,10154
162,53,000,23970,00000,00000,0,A,Fircrest city,Washington,6497,6495,6486,6538,6558,6562,6601,6637,6731,6794
162,53,000,24810,00000,00000,0,A,Forks city,Washington,3532,3548,3552,3619,3700,3702,3714,3743,3781,3832
162,53,000,25615,00000,00000,0,A,Friday Harbor town,Washington,2162,2166,2164,2269,2286,2282,2304,2331,2334,2407
162,53,000,26140,00000,00000,0,A,Garfield town,Washington,597,597,596,600,606,606,599,603,610,614
162,53,000,26455,00000,00000,0,A,George city,Washington,501,501,503,509,511,509,510,510,509,507
162,53,000,26735,00000,00000,0,A,Gig Harbor city,Washington,7126,7130,7120,7213,7530,7741,8302,8682,9039,9507
162,53,000,27365,00000,00000,0,A,Gold Bar city,Washington,2075,2153,2155,2161,2174,2184,2195,2210,2239,2301
162,53,000,27435,00000,00000,0,A,Goldendale city,Washington,3407,3407,3411,3446,3425,3443,3419,3419,3437,3485
162,53,000,27855,00000,00000,0,A,Grand Coulee city,Washington,988,1023,1028,1038,1045,1045,1052,1050,1047,1042
162,53,000,27925,00000,00000,0,A,Grandview city,Washington,10862,10854,10896,10926,10976,11094,11101,11122,11140,11129
162,53,000,27960,00000,00000,0,A,Granger city,Washington,3246,3258,3275,3289,3311,3365,3411,3708,3727,3772
162,53,000,27995,00000,00000,0,A,Granite Falls city,Washington,3364,3396,3400,3415,3442,3461,3485,3508,3552,3604
162,53,000,29255,00000,00000,0,A,Hamilton town,Washington,301,301,301,301,300,300,302,304,307,309
162,53,000,29710,00000,00000,0,A,Harrah town,Washington,625,624,626,626,634,632,631,633,634,636
162,53,000,29745,00000,00000,0,A,Harrington city,Washington,424,427,426,422,416,408,403,403,403,411
162,53,000,29920,00000,00000,0,A,Hartline town,Washington,151,151,152,153,155,154,156,156,155,154
162,53,000,30060,00000,00000,0,A,Hatton town,Washington,101,101,101,101,104,104,103,103,100,101
162,53,000,32300,00000,00000,0,A,Hoquiam city,Washington,8726,8726,8724,8635,8543,8432,8376,8383,8417,8500
162,53,000,32755,00000,00000,0,A,Hunts Point town,Washington,394,396,397,406,414,423,432,435,435,434
162,53,000,33000,00000,00000,0,A,Ilwaco city,Washington,936,936,933,928,908,897,903,915,926,945
162,53,000,33175,00000,00000,0,A,Index town,Washington,178,176,176,180,182,186,191,196,201,205
162,53,000,33560,00000,00000,0,A,Ione town,Washington,447,446,445,444,448,442,444,449,451,459
162,53,000,33805,00000,00000,0,A,Issaquah city,Washington,30434,30439,30539,31923,32609,33499,33976,35930,37233,37487
162,53,000,34575,00000,00000,0,A,Kahlotus city,Washington,193,193,194,196,198,196,196,196,197,199
162,53,000,34645,00000,00000,0,A,Kalama city,Washington,2344,2368,2365,2378,2366,2374,2406,2462,2553,2687
162,53,000,35065,00000,00000,0,A,Kelso city,Washington,11925,11914,11900,11865,11770,11724,11717,11808,11965,12130
162,53,000,35170,00000,00000,0,A,Kenmore city,Washington,20460,20469,20551,20969,21307,21646,21859,22030,22407,22867
162,53,000,35275,00000,00000,0,A,Kennewick city,Washington,73917,73990,74440,75573,75935,76601,77317,78704,80077,81607
162,53,000,35415,00000,00000,0,A,Kent city,Washington,92411,118614,119002,120859,123053,124511,125546,126804,127694,128458
162,53,000,35485,00000,00000,0,A,Kettle Falls city,Washington,1595,1582,1578,1575,1572,1558,1564,1567,1592,1611
162,53,000,35940,00000,00000,0,A,Kirkland city,Washington,48787,80585,80825,82014,83362,84532,85907,87055,87636,88630
162,53,000,36045,00000,00000,0,A,Kittitas city,Washington,1381,1358,1365,1403,1410,1409,1409,1421,1461,1491
162,53,000,36395,00000,00000,0,A,Krupp town,Washington,48,48,48,48,49,48,49,50,50,50
