SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017
040,12,000,00000,00000,00000,0,A,Florida,Florida,18801310,18804594,18846461,19097369,19341327,19584927,19897747,20268567,20656589,20984400
162,12,000,00375,00000,00000,0,A,Alachua city,Florida,9059,9036,9048,9137,9260,9337,9520,9705,9877,9982
162,12,000,00625,00000,00000,0,A,Alford town,Florida,489,489,489,484,476,477,474,474,472,475
162,12,000,00950,00000,00000,0,A,Altamonte Springs city,Florida,41496,41664,41664,41797,41992,42176,42271,43206,43595,44277
162,12,000,01000,00000,00000,0,A,Altha town,Florida,536,534,534,535,533,529,523,524,524,526
162,12,000,01475,00000,00000,0,A,Anna Maria city,Florida,1503,1503,1503,1520,1541,1577,1604,1643,1691,1725
162,12,000,01625,00000,00000,0,A,Apalachicola city,Florida,2231,2231,2227,2222,2242,2230,2227,2250,2289,2296
162,12,000,01700,00000,00000,0,A,Apopka city,Florida,41542,41736,41957,43310,44674,45832,47404,48665,49922,51564
162,12,000,01750,00000,00000,0,A,Arcadia city,Florida,7637,7624,7642,7610,7633,7594,7685,7739,7835,8025
162,12,000,01775,00000,00000,0,A,Archer city,Florida,1118,1120,1120,1131,1141,1146,1159,1172,1195,1209
162,12,000,02250,00000,00000,0,A,Astatula town,Florida,1810,1815,1820,1835,1853,1878,1901,1950,1999,2016
162,12,000,02400,00000,00000,0,A,Atlantic Beach city,Florida,12655,12655,12655,12736,12866,12888,13009,13145,13422,13608
162,12,000,02500,00000,00000,0,A,Atlantis city,Florida,2005,2005,2009,2021,2043,2062,2082,2104,2124,2133
162,12,000,02550,00000,00000,0,A,Auburndale city,Florida,13507,13506,13526,13694,13871,14119,14409,14879,15381,15973
162,12,000,02681,00000,00000,0,A,Aventura city,Florida,35762,35762,35895,36741,37200,37534,37653,37871,38106,38202
162,12,000,02750,00000,00000,0,A,Avon Park city,Florida,8836,10061,10044,10022,9992,9971,10006,10137,10289,10408
162,12,000,03250,00000,00000,0,A,Baldwin town,Florida,1425,1425,1425,1431,1439,1438,1445,1458,1468,1466
162,12,000,03275,00000,00000,0,A,Bal Harbour village,Florida,2513,2687,2696,2757,2790,2812,2822,3065,3068,3059
162,12,000,03675,00000,00000,0,A,Bartow city,Florida,17298,17269,17277,17418,17574,17784,18231,18723,19248,19597
162,12,000,03725,00000,00000,0,A,Bascom town,Florida,121,121,121,120,118,118,117,117,117,117
162,12,000,03975,00000,00000,0,A,Bay Harbor Islands town,Florida,5628,5533,5552,5674,5755,5797,5918,5943,6003,6006
