UrbanArea,State,Year, TTI , TotalDelay_hrs , Delay_per_Auto_Commuter 
Bridgeport-Stamford CT-NY,CT,1989,1.19,"10,794",25
Bridgeport-Stamford CT-NY,CT,1990,1.2,"11,278",26
Bridgeport-Stamford CT-NY,CT,1991,1.21,"11,734",27
Bridgeport-Stamford CT-NY,CT,1992,1.22,"12,515",29
Bridgeport-Stamford CT-NY,CT,1993,1.23,"13,561",31
Bridgeport-Stamford CT-NY,CT,1994,1.25,"14,609",33
Bridgeport-Stamford CT-NY,CT,1995,1.25,"15,359",34
Bridgeport-Stamford CT-NY,CT,1996,1.27,"16,731",36
Bridgeport-Stamford CT-NY,CT,1997,1.29,"18,137",38
Bridgeport-Stamford CT-NY,CT,1998,1.3,"19,586",40
Bridgeport-Stamford CT-NY,CT,1999,1.31,"20,574",41
Bridgeport-Stamford CT-NY,CT,2000,1.32,"21,855",42
Bridgeport-Stamford CT-NY,CT,2001,1.33,"23,285",43
Bridgeport-Stamford CT-NY,CT,2002,1.33,"24,835",44
Bridgeport-Stamford CT-NY,CT,2003,1.35,"26,527",46
Bridgeport-Stamford CT-NY,CT,2004,1.36,"27,570",47
Bridgeport-Stamford CT-NY,CT,2005,1.36,"28,382",47
Bridgeport-Stamford CT-NY,CT,2006,1.36,"28,746",47
Bridgeport-Stamford CT-NY,CT,2007,1.36,"29,457",48
Bridgeport-Stamford CT-NY,CT,2008,1.36,"30,286",49
Bridgeport-Stamford CT-NY,CT,2009,1.35,"29,826",47
Bridgeport-Stamford CT-NY,CT,2010,1.35,"30,783",48
Bridgeport-Stamford CT-NY,CT,2011,1.35,"31,552",49
Bridgeport-Stamford CT-NY,CT,2012,1.35,"32,544",50
Bridgeport-Stamford CT-NY,CT,2013,1.34,"34,008",52
Bridgeport-Stamford CT-NY,CT,2014,1.34,"35,036",53
Bridgeport-Stamford CT-NY,CT,2015,1.34,"36,570",54
Bridgeport-Stamford CT-NY,CT,2016,1.34,"37,908",57
Bridgeport-Stamford CT-NY,CT,2017,1.34,"38,789",57
Brownsville TX,TX,1982,1.01,120,2
Brownsville TX,TX,1983,1.01,121,2
Brownsville TX,TX,1984,1.01,134,2
Brownsville TX,TX,1985,1.02,151,3
Brownsville TX,TX,1986,1.02,197,3
Brownsville TX,TX,1987,1.02,213,3
Brownsville TX,TX,1988,1.03,267,4
Brownsville TX,TX,1989,1.03,302,5
Brownsville TX,TX,1990,1.03,304,5
Brownsville TX,TX,1991,1.03,312,4
Brownsville TX,TX,1992,1.03,319,4
Brownsville TX,TX,1993,1.03,348,5
Brownsville TX,TX,1994,1.03,430,5
Brownsville TX,TX,1995,1.04,520,6
Brownsville TX,TX,1996,1.04,609,7
Brownsville TX,TX,1997,1.05,701,7
Brownsville TX,TX,1998,1.05,829,8
Brownsville TX,TX,1999,1.06,880,9
Brownsville TX,TX,2000,1.08,"1,273",12
Brownsville TX,TX,2001,1.08,"1,389",12
Brownsville TX,TX,2002,1.09,"1,520",13
Brownsville TX,TX,2003,1.1,"1,744",15
Brownsville TX,TX,2004,1.12,"2,106",18
Brownsville TX,TX,2005,1.13,"2,324",19
Brownsville TX,TX,2006,1.13,"2,500",20
Brownsville TX,TX,2007,1.14,"2,704",21
Brownsville TX,TX,2008,1.15,"2,897",23
Brownsville TX,TX,2009,1.14,"2,913",22
Brownsville TX,TX,2010,1.14,"3,121",24
Brownsville TX,TX,2011,1.14,"3,300",24
Brownsville TX,TX,2012,1.14,"3,377",25
Brownsville TX,TX,2013,1.14,"3,516",26
Brownsville TX,TX,2014,1.14,"3,836",27
Brownsville TX,TX,2015,1.13,"4,135",28
Brownsville TX,TX,2016,1.13,"4,412",28
Brownsville TX,TX,2017,1.13,"4,629",29
Buffalo NY,NY,1982,1.04,"5,499",10
Buffalo NY,NY,1983,1.05,"5,607",11
Buffalo NY,NY,1984,1.05,"6,250",12
Buffalo NY,NY,1985,1.06,"6,996",13
Buffalo NY,NY,1986,1.06,"7,156",14
Buffalo NY,NY,1987,1.06,"7,394",14
Buffalo NY,NY,1988,1.07,"8,258",15
Buffalo NY,NY,1989,1.07,"9,395",17
Buffalo NY,NY,1990,1.08,"10,102",18
Buffalo NY,NY,1991,1.08,"10,488",19
Buffalo NY,NY,1992,1.08,"10,891",19
Buffalo NY,NY,1993,1.09,"11,628",20
Buffalo NY,NY,1994,1.09,"12,512",22
Buffalo NY,NY,1995,1.1,"13,016",22
Buffalo NY,NY,1996,1.1,"13,618",23
Buffalo NY,NY,1997,1.11,"15,090",25
Buffalo NY,NY,1998,1.12,"17,474",28
Buffalo NY,NY,1999,1.14,"19,931",32
Buffalo NY,NY,2000,1.14,"21,434",33
Buffalo NY,NY,2001,1.15,"21,908",34
Buffalo NY,NY,2002,1.15,"22,844",35
Buffalo NY,NY,2003,1.15,"23,063",35
Buffalo NY,NY,2004,1.15,"23,221",36
Buffalo NY,NY,2005,1.16,"23,371",36
Buffalo NY,NY,2006,1.16,"23,398",36
Buffalo NY,NY,2007,1.16,"23,770",36
Buffalo NY,NY,2008,1.16,"22,930",37
Buffalo NY,NY,2009,1.16,"24,279",40
Buffalo NY,NY,2010,1.16,"24,856",41
Buffalo NY,NY,2011,1.16,"25,786",43
Buffalo NY,NY,2012,1.17,"26,474",44
Buffalo NY,NY,2013,1.17,"27,170",46
Buffalo NY,NY,2014,1.17,"27,842",47
Buffalo NY,NY,2015,1.16,"28,913",47
Buffalo NY,NY,2016,1.16,"30,526",48
Buffalo NY,NY,2017,1.16,"31,977",48
Cape Coral FL,FL,1982,1.06,"1,180",10
Cape Coral FL,FL,1983,1.06,"1,302",11
Cape Coral FL,FL,1984,1.06,"1,372",11
Cape Coral FL,FL,1985,1.07,"1,549",12
Cape Coral FL,FL,1986,1.07,"1,782",13
Cape Coral FL,FL,1987,1.08,"1,908",13
Cape Coral FL,FL,1988,1.08,"2,162",15
Cape Coral FL,FL,1989,1.09,"2,452",16
Cape Coral FL,FL,1990,1.1,"2,677",17
Cape Coral FL,FL,1991,1.11,"2,884",19
Cape Coral FL,FL,1992,1.11,"3,107",19
Cape Coral FL,FL,1993,1.12,"3,272",20
Cape Coral FL,FL,1994,1.12,"3,437",21
Cape Coral FL,FL,1995,1.13,"3,865",23
Cape Coral FL,FL,1996,1.13,"4,089",23
Cape Coral FL,FL,1997,1.14,"4,479",25
Cape Coral FL,FL,1998,1.14,"4,845",25
Cape Coral FL,FL,1999,1.15,"5,481",27
Cape Coral FL,FL,2000,1.16,"6,045",29
Cape Coral FL,FL,2001,1.17,"6,691",30
Cape Coral FL,FL,2002,1.17,"7,442",31
Cape Coral FL,FL,2003,1.18,"8,206",31
Cape Coral FL,FL,2004,1.18,"8,885",32
Cape Coral FL,FL,2005,1.19,"9,643",33
Cape Coral FL,FL,2006,1.2,"10,820",34
Cape Coral FL,FL,2007,1.21,"12,321",37
Cape Coral FL,FL,2008,1.22,"12,808",38
Cape Coral FL,FL,2009,1.2,"12,395",36
Cape Coral FL,FL,2010,1.1,"12,851",36
Cape Coral FL,FL,2011,1.19,"13,103",36
Cape Coral FL,FL,2012,1.18,"13,449",36
Cape Coral FL,FL,2013,1.18,"13,799",35
Cape Coral FL,FL,2014,1.18,"14,274",35
Cape Coral FL,FL,2015,1.17,"14,679",36
Cape Coral FL,FL,2016,1.17,"15,308",36
Cape Coral FL,FL,2017,1.17,"15,733",37
Charleston-North Charleston SC,SC,1982,1.08,"3,012",15
Charleston-North Charleston SC,SC,1983,1.09,"3,317",16
Charleston-North Charleston SC,SC,1984,1.1,"3,836",18
Charleston-North Charleston SC,SC,1985,1.1,"4,096",19
Charleston-North Charleston SC,SC,1986,1.11,"4,611",20
Charleston-North Charleston SC,SC,1987,1.12,"4,883",21
Charleston-North Charleston SC,SC,1988,1.12,"5,392",23
Charleston-North Charleston SC,SC,1989,1.13,"5,788",24
Charleston-North Charleston SC,SC,1990,1.14,"6,188",25
Charleston-North Charleston SC,SC,1991,1.14,"6,680",26
Charleston-North Charleston SC,SC,1992,1.15,"7,239",28
Charleston-North Charleston SC,SC,1993,1.16,"7,775",29
Charleston-North Charleston SC,SC,1994,1.17,"8,455",31
Charleston-North Charleston SC,SC,1995,1.18,"8,921",32
Charleston-North Charleston SC,SC,1996,1.18,"9,389",33
Charleston-North Charleston SC,SC,1997,1.19,"9,732",34
Charleston-North Charleston SC,SC,1998,1.19,"10,035",34
Charleston-North Charleston SC,SC,1999,1.2,"10,630",36
Charleston-North Charleston SC,SC,2000,1.2,"11,402",37
Charleston-North Charleston SC,SC,2001,1.2,"11,691",37
Charleston-North Charleston SC,SC,2002,1.21,"12,103",37
Charleston-North Charleston SC,SC,2003,1.21,"12,753",39
Charleston-North Charleston SC,SC,2004,1.22,"13,222",39
Charleston-North Charleston SC,SC,2005,1.22,"13,629",40
Charleston-North Charleston SC,SC,2006,1.23,"14,336",41
Charleston-North Charleston SC,SC,2007,1.23,"15,001",43
Charleston-North Charleston SC,SC,2008,1.24,"15,724",44
Charleston-North Charleston SC,SC,2009,1.23,"16,478",45
Charleston-North Charleston SC,SC,2010,1.23,"17,149",45
Charleston-North Charleston SC,SC,2011,1.23,"18,166",46
Charleston-North Charleston SC,SC,2012,1.23,"18,939",47
Charleston-North Charleston SC,SC,2013,1.22,"19,514",46
Charleston-North Charleston SC,SC,2014,1.23,"19,768",47
Charleston-North Charleston SC,SC,2015,1.23,"20,047",48
Charleston-North Charleston SC,SC,2016,1.23,"20,555",50
Charleston-North Charleston SC,SC,2017,1.23,"21,087",51
Charlotte NC-SC,NC,1982,1.08,"3,491",14
Charlotte NC-SC,NC,1983,1.08,"3,914",16
Charlotte NC-SC,NC,1984,1.09,"4,392",17
Charlotte NC-SC,NC,1985,1.1,"4,847",18
Charlotte NC-SC,NC,1986,1.1,"5,656",19
Charlotte NC-SC,NC,1987,1.11,"6,355",21
Charlotte NC-SC,NC,1988,1.12,"7,027",22
Charlotte NC-SC,NC,1989,1.13,"7,792",24
Charlotte NC-SC,NC,1990,1.14,"8,674",26
Charlotte NC-SC,NC,1991,1.15,"9,944",28
Charlotte NC-SC,NC,1992,1.15,"10,967",29
Charlotte NC-SC,NC,1993,1.16,"11,884",30
Charlotte NC-SC,NC,1994,1.17,"12,712",31
Charlotte NC-SC,NC,1995,1.17,"13,732",32
Charlotte NC-SC,NC,1996,1.18,"15,028",33
Charlotte NC-SC,NC,1997,1.18,"16,426",34
Charlotte NC-SC,NC,1998,1.19,"17,908",35
Charlotte NC-SC,NC,1999,1.2,"19,678",36
Charlotte NC-SC,NC,2000,1.2,"21,924",38
Charlotte NC-SC,NC,2001,1.21,"24,055",39
Charlotte NC-SC,NC,2002,1.22,"26,893",41
Charlotte NC-SC,NC,2003,1.23,"28,687",42
Charlotte NC-SC,NC,2004,1.23,"29,794",43
Charlotte NC-SC,NC,2005,1.23,"30,609",44
Charlotte NC-SC,NC,2006,1.24,"32,489",45
Charlotte NC-SC,NC,2007,1.25,"34,180",47
Charlotte NC-SC,NC,2008,1.25,"34,975",47
Charlotte NC-SC,NC,2009,1.24,"34,180",44
Charlotte NC-SC,NC,2010,1.24,"35,734",45
Charlotte NC-SC,NC,2011,1.24,"37,553",46
Charlotte NC-SC,NC,2012,1.24,"39,817",48
Charlotte NC-SC,NC,2013,1.23,"42,138",50
Charlotte NC-SC,NC,2014,1.23,"44,377",51
Charlotte NC-SC,NC,2015,1.23,"46,235",52
Charlotte NC-SC,NC,2016,1.22,"48,442",54
Charlotte NC-SC,NC,2017,1.22,"50,641",57
Chicago IL-IN,IL,1982,1.16,"99,294",31
Chicago IL-IN,IL,1983,1.16,"103,998",32
Chicago IL-IN,IL,1984,1.17,"108,543",33
Chicago IL-IN,IL,1985,1.17,"114,466",34
Chicago IL-IN,IL,1986,1.18,"120,367",36
Chicago IL-IN,IL,1987,1.19,"125,941",37
Chicago IL-IN,IL,1988,1.19,"132,103",38
Chicago IL-IN,IL,1989,1.2,"137,068",39
Chicago IL-IN,IL,1990,1.2,"144,554",40
Chicago IL-IN,IL,1991,1.21,"153,397",42
Chicago IL-IN,IL,1992,1.22,"160,710",43
Chicago IL-IN,IL,1993,1.22,"169,687",44
Chicago IL-IN,IL,1994,1.23,"179,908",46
Chicago IL-IN,IL,1995,1.24,"188,526",47
Chicago IL-IN,IL,1996,1.24,"198,639",48
Chicago IL-IN,IL,1997,1.25,"211,207",49
Chicago IL-IN,IL,1998,1.25,"221,124",50
Chicago IL-IN,IL,1999,1.26,"229,316",51
Chicago IL-IN,IL,2000,1.27,"237,977",52
Chicago IL-IN,IL,2001,1.27,"248,466",53
Chicago IL-IN,IL,2002,1.27,"254,740",54
Chicago IL-IN,IL,2003,1.27,"261,137",54
Chicago IL-IN,IL,2004,1.29,"278,165",57
Chicago IL-IN,IL,2005,1.29,"284,631",58
Chicago IL-IN,IL,2006,1.3,"289,384",58
Chicago IL-IN,IL,2007,1.3,"294,029",59
Chicago IL-IN,IL,2008,1.29,"283,276",57
Chicago IL-IN,IL,2009,1.28,"292,511",58
Chicago IL-IN,IL,2010,1.28,"302,159",59
Chicago IL-IN,IL,2011,1.29,"312,465",62
Chicago IL-IN,IL,2012,1.29,"319,661",63
Chicago IL-IN,IL,2013,1.3,"330,198",67
Chicago IL-IN,IL,2014,1.31,"334,329",70
Chicago IL-IN,IL,2015,1.31,"339,747",70
Chicago IL-IN,IL,2016,1.32,"344,891",72
Chicago IL-IN,IL,2017,1.32,"352,759",73
Cincinnati OH-KY-IN,OH,1982,1.04,"6,798",10
Cincinnati OH-KY-IN,OH,1983,1.05,"7,644",11
Cincinnati OH-KY-IN,OH,1984,1.05,"8,380",12
Cincinnati OH-KY-IN,OH,1985,1.06,"9,409",13
Cincinnati OH-KY-IN,OH,1986,1.06,"10,154",14
Cincinnati OH-KY-IN,OH,1987,1.07,"12,191",17
Cincinnati OH-KY-IN,OH,1988,1.09,"14,934",21
Cincinnati OH-KY-IN,OH,1989,1.11,"17,857",24
Cincinnati OH-KY-IN,OH,1990,1.11,"19,446",26
Cincinnati OH-KY-IN,OH,1991,1.12,"21,116",27
Cincinnati OH-KY-IN,OH,1992,1.12,"22,733",28
Cincinnati OH-KY-IN,OH,1993,1.13,"24,834",30
Cincinnati OH-KY-IN,OH,1994,1.14,"27,077",32
Cincinnati OH-KY-IN,OH,1995,1.15,"30,235",34
Cincinnati OH-KY-IN,OH,1996,1.15,"32,895",35
Cincinnati OH-KY-IN,OH,1997,1.16,"35,132",36
Cincinnati OH-KY-IN,OH,1998,1.16,"37,631",37
Cincinnati OH-KY-IN,OH,1999,1.16,"39,914",38
Cincinnati OH-KY-IN,OH,2000,1.17,"42,028",38
Cincinnati OH-KY-IN,OH,2001,1.17,"43,956",39
Cincinnati OH-KY-IN,OH,2002,1.17,"44,590",38
Cincinnati OH-KY-IN,OH,2003,1.17,"45,355",38
Cincinnati OH-KY-IN,OH,2004,1.17,"45,808",38
Cincinnati OH-KY-IN,OH,2005,1.17,"46,446",39
Cincinnati OH-KY-IN,OH,2006,1.17,"47,299",39
Cincinnati OH-KY-IN,OH,2007,1.17,"48,154",39
Cincinnati OH-KY-IN,OH,2008,1.17,"47,938",39
Cincinnati OH-KY-IN,OH,2009,1.16,"47,054",39
Cincinnati OH-KY-IN,OH,2010,1.16,"49,381",41
Cincinnati OH-KY-IN,OH,2011,1.17,"52,309",44
Cincinnati OH-KY-IN,OH,2012,1.17,"55,383",46
Cincinnati OH-KY-IN,OH,2013,1.18,"56,754",47
Cincinnati OH-KY-IN,OH,2014,1.18,"58,108",49
Cincinnati OH-KY-IN,OH,2015,1.17,"59,998",50
Cincinnati OH-KY-IN,OH,2016,1.17,"62,902",51
Cincinnati OH-KY-IN,OH,2017,1.17,"64,061",52
Cleveland OH,OH,1982,1.03,"6,210",6
Cleveland OH,OH,1983,1.03,"7,060",7
Cleveland OH,OH,1984,1.03,"7,958",8
Cleveland OH,OH,1985,1.04,"8,931",9
Cleveland OH,OH,1986,1.04,"9,771",10
Cleveland OH,OH,1987,1.04,"11,065",11
Cleveland OH,OH,1988,1.05,"13,785",14
Cleveland OH,OH,1989,1.07,"17,159",17
Cleveland OH,OH,1990,1.08,"21,105",21
Cleveland OH,OH,1991,1.09,"24,000",23
Cleveland OH,OH,1992,1.1,"26,513",25
Cleveland OH,OH,1993,1.11,"30,541",29
Cleveland OH,OH,1994,1.13,"34,478",32
Cleveland OH,OH,1995,1.14,"37,310",34
Cleveland OH,OH,1996,1.14,"39,196",35
Cleveland OH,OH,1997,1.14,"40,347",36
Cleveland OH,OH,1998,1.14,"40,733",36
Cleveland OH,OH,1999,1.14,"40,978",35
Cleveland OH,OH,2000,1.14,"40,630",35
Cleveland OH,OH,2001,1.13,"40,324",34
Cleveland OH,OH,2002,1.13,"39,447",33
Cleveland OH,OH,2003,1.13,"39,310",32
Cleveland OH,OH,2004,1.14,"42,159",34
Cleveland OH,OH,2005,1.14,"42,183",34
Cleveland OH,OH,2006,1.13,"41,978",34
Cleveland OH,OH,2007,1.14,"42,859",35
Cleveland OH,OH,2008,1.14,"43,592",35
Cleveland OH,OH,2009,1.14,"44,015",36
Cleveland OH,OH,2010,1.14,"46,339",39
Cleveland OH,OH,2011,1.14,"48,522",41
Cleveland OH,OH,2012,1.15,"49,805",41
Cleveland OH,OH,2013,1.15,"51,101",43
Cleveland OH,OH,2014,1.15,"51,770",43
Cleveland OH,OH,2015,1.15,"53,046",44
Cleveland OH,OH,2016,1.15,"54,900",46
Cleveland OH,OH,2017,1.15,"56,070",46
Colorado Springs CO,CO,1982,1.03,"1,240",7
Colorado Springs CO,CO,1983,1.03,"1,295",7
Colorado Springs CO,CO,1984,1.03,"1,405",8
Colorado Springs CO,CO,1985,1.04,"1,720",9
Colorado Springs CO,CO,1986,1.05,"2,103",11
Colorado Springs CO,CO,1987,1.06,"2,803",14
Colorado Springs CO,CO,1988,1.07,"3,058",15
Colorado Springs CO,CO,1989,1.08,"3,508",17
Colorado Springs CO,CO,1990,1.09,"4,139",20
Colorado Springs CO,CO,1991,1.1,"4,683",21
Colorado Springs CO,CO,1992,1.1,"5,111",23
Colorado Springs CO,CO,1993,1.11,"5,957",25
Colorado Springs CO,CO,1994,1.11,"6,392",25
Colorado Springs CO,CO,1995,1.12,"7,257",28
Colorado Springs CO,CO,1996,1.13,"8,141",30
Colorado Springs CO,CO,1997,1.14,"8,884",31
Colorado Springs CO,CO,1998,1.15,"9,859",33
Colorado Springs CO,CO,1999,1.15,"10,457",34
Colorado Springs CO,CO,2000,1.15,"11,169",34
Colorado Springs CO,CO,2001,1.15,"11,406",34
Colorado Springs CO,CO,2002,1.15,"11,613",34
Colorado Springs CO,CO,2003,1.16,"12,031",35
Colorado Springs CO,CO,2004,1.16,"12,424",36
Colorado Springs CO,CO,2005,1.16,"12,829",36
Colorado Springs CO,CO,2006,1.16,"13,123",35
Colorado Springs CO,CO,2007,1.16,"13,751",36
Colorado Springs CO,CO,2008,1.16,"13,942",35
Colorado Springs CO,CO,2009,1.16,"14,777",37
Colorado Springs CO,CO,2010,1.15,"15,234",36
Colorado Springs CO,CO,2011,1.15,"15,748",37
Colorado Springs CO,CO,2012,1.15,"16,141",38
Colorado Springs CO,CO,2013,1.15,"16,538",37
Colorado Springs CO,CO,2014,1.16,"16,832",40
Colorado Springs CO,CO,2015,1.15,"17,103",40
Colorado Springs CO,CO,2016,1.15,"17,470",42
Colorado Springs CO,CO,2017,1.15,"17,883",43
Columbia SC,SC,1982,1.03,"1,113",7
Columbia SC,SC,1983,1.03,"1,285",8
Columbia SC,SC,1984,1.05,"1,870",11
Columbia SC,SC,1985,1.05,"2,020",12
Columbia SC,SC,1986,1.05,"2,194",13
Columbia SC,SC,1987,1.06,"2,509",15
Columbia SC,SC,1988,1.06,"2,590",15
Columbia SC,SC,1989,1.07,"3,043",17
Columbia SC,SC,1990,1.07,"3,176",18
Columbia SC,SC,1991,1.07,"3,238",18
Columbia SC,SC,1992,1.08,"3,645",20
Columbia SC,SC,1993,1.08,"3,840",21
Columbia SC,SC,1994,1.08,"4,060",21
Columbia SC,SC,1995,1.08,"4,291",21
Columbia SC,SC,1996,1.09,"4,834",22
Columbia SC,SC,1997,1.1,"5,356",24
Columbia SC,SC,1998,1.09,"5,463",23
Columbia SC,SC,1999,1.11,"6,320",27
Columbia SC,SC,2000,1.12,"7,111",29
Columbia SC,SC,2001,1.12,"7,531",30
Columbia SC,SC,2002,1.13,"7,937",31
Columbia SC,SC,2003,1.13,"8,549",32
Columbia SC,SC,2004,1.14,"9,210",34
Columbia SC,SC,2005,1.14,"9,926",35
Columbia SC,SC,2006,1.15,"10,964",38
Columbia SC,SC,2007,1.16,"12,434",41
Columbia SC,SC,2008,1.17,"12,988",41
Columbia SC,SC,2009,1.16,"13,322",41
Columbia SC,SC,2010,1.15,"13,675",41
Columbia SC,SC,2011,1.15,"14,046",41
Columbia SC,SC,2012,1.15,"14,674",42
Columbia SC,SC,2013,1.16,"15,128",43
Columbia SC,SC,2014,1.16,"15,392",43
Columbia SC,SC,2015,1.15,"15,687",44
Columbia SC,SC,2016,1.15,"16,061",44
Columbia SC,SC,2017,1.15,"16,331",44
Columbus OH,OH,1982,1.07,"7,733",17
Columbus OH,OH,1983,1.08,"8,806",19
Columbus OH,OH,1984,1.09,"9,226",20
Columbus OH,OH,1985,1.09,"9,528",20
Columbus OH,OH,1986,1.09,"10,059",21
Columbus OH,OH,1987,1.1,"11,114",23
Columbus OH,OH,1988,1.11,"11,775",24
Columbus OH,OH,1989,1.11,"12,492",25
Columbus OH,OH,1990,1.12,"13,596",27
Columbus OH,OH,1991,1.13,"15,298",28
Columbus OH,OH,1992,1.14,"17,345",30
Columbus OH,OH,1993,1.14,"19,270",32
Columbus OH,OH,1994,1.15,"20,633",34
Columbus OH,OH,1995,1.15,"21,373",34
Columbus OH,OH,1996,1.16,"22,648",35
Columbus OH,OH,1997,1.16,"24,163",36
Columbus OH,OH,1998,1.16,"24,924",36
Columbus OH,OH,1999,1.17,"26,445",37
Columbus OH,OH,2000,1.17,"28,010",38
Columbus OH,OH,2001,1.18,"30,094",40
Columbus OH,OH,2002,1.18,"31,423",40
Columbus OH,OH,2003,1.18,"32,616",40
Columbus OH,OH,2004,1.18,"33,573",41
Columbus OH,OH,2005,1.18,"34,453",41
Columbus OH,OH,2006,1.18,"35,422",41
Columbus OH,OH,2007,1.18,"35,807",40
Columbus OH,OH,2008,1.18,"36,243",40
Columbus OH,OH,2009,1.17,"36,931",40
Columbus OH,OH,2010,1.17,"39,140",41
Columbus OH,OH,2011,1.17,"40,510",41
Columbus OH,OH,2012,1.18,"43,720",44
Columbus OH,OH,2013,1.18,"45,865",45
Columbus OH,OH,2014,1.18,"46,936",47
Columbus OH,OH,2015,1.18,"48,216",47
Columbus OH,OH,2016,1.19,"49,973",48
Columbus OH,OH,2017,1.19,"51,381",50
Corpus Christi TX,TX,1982,1.04,"1,594",10
Corpus Christi TX,TX,1983,1.04,"1,675",11
Corpus Christi TX,TX,1984,1.05,"1,848",12
Corpus Christi TX,TX,1985,1.05,"2,030",13
Corpus Christi TX,TX,1986,1.05,"2,292",14
Corpus Christi TX,TX,1987,1.06,"2,481",14
Corpus Christi TX,TX,1988,1.06,"2,780",16
Corpus Christi TX,TX,1989,1.07,"2,873",16
Corpus Christi TX,TX,1990,1.07,"3,015",17
Corpus Christi TX,TX,1991,1.07,"3,142",17
Corpus Christi TX,TX,1992,1.07,"3,267",18
Corpus Christi TX,TX,1993,1.07,"3,333",17
Corpus Christi TX,TX,1994,1.07,"3,506",18
Corpus Christi TX,TX,1995,1.07,"3,775",18
Corpus Christi TX,TX,1996,1.08,"4,082",19
Corpus Christi TX,TX,1997,1.09,"4,488",21
Corpus Christi TX,TX,1998,1.09,"4,981",23
Corpus Christi TX,TX,1999,1.09,"5,089",23
Corpus Christi TX,TX,2000,1.1,"5,212",24
Corpus Christi TX,TX,2001,1.1,"5,372",24
Corpus Christi TX,TX,2002,1.1,"5,476",24
Corpus Christi TX,TX,2003,1.1,"5,533",24
Corpus Christi TX,TX,2004,1.1,"5,670",24
Corpus Christi TX,TX,2005,1.1,"5,755",24
Corpus Christi TX,TX,2006,1.1,"5,949",25
Corpus Christi TX,TX,2007,1.1,"6,178",26
Corpus Christi TX,TX,2008,1.1,"6,265",26
Corpus Christi TX,TX,2009,1.11,"6,847",28
Corpus Christi TX,TX,2010,1.11,"7,111",29
Corpus Christi TX,TX,2011,1.11,"7,340",29
Corpus Christi TX,TX,2012,1.12,"8,115",32
Corpus Christi TX,TX,2013,1.12,"8,694",35
Corpus Christi TX,TX,2014,1.12,"8,851",35
Corpus Christi TX,TX,2015,1.13,"9,001",36
Corpus Christi TX,TX,2016,1.13,"9,279",37
Corpus Christi TX,TX,2017,1.13,"9,458",38
Dallas-Fort Worth-Arlington TX,TX,1982,1.18,"50,235",36
Dallas-Fort Worth-Arlington TX,TX,1983,1.19,"55,232",38
Dallas-Fort Worth-Arlington TX,TX,1984,1.21,"62,804",41
Dallas-Fort Worth-Arlington TX,TX,1985,1.19,"60,813",38
Dallas-Fort Worth-Arlington TX,TX,1986,1.18,"59,459",35
Dallas-Fort Worth-Arlington TX,TX,1987,1.19,"65,451",37
Dallas-Fort Worth-Arlington TX,TX,1988,1.19,"68,626",37
Dallas-Fort Worth-Arlington TX,TX,1989,1.19,"71,311",38
Dallas-Fort Worth-Arlington TX,TX,1990,1.2,"77,977",40
Dallas-Fort Worth-Arlington TX,TX,1991,1.21,"81,376",41
Dallas-Fort Worth-Arlington TX,TX,1992,1.21,"85,300",42
Dallas-Fort Worth-Arlington TX,TX,1993,1.22,"89,097",43
Dallas-Fort Worth-Arlington TX,TX,1994,1.22,"92,567",43
Dallas-Fort Worth-Arlington TX,TX,1995,1.23,"99,479",45
Dallas-Fort Worth-Arlington TX,TX,1996,1.23,"105,790",45
Dallas-Fort Worth-Arlington TX,TX,1997,1.23,"110,397",45
Dallas-Fort Worth-Arlington TX,TX,1998,1.23,"116,589",46
Dallas-Fort Worth-Arlington TX,TX,1999,1.24,"123,997",47
Dallas-Fort Worth-Arlington TX,TX,2000,1.24,"129,786",47
Dallas-Fort Worth-Arlington TX,TX,2001,1.24,"133,978",47
Dallas-Fort Worth-Arlington TX,TX,2002,1.23,"137,340",46
Dallas-Fort Worth-Arlington TX,TX,2003,1.24,"145,744",48
Dallas-Fort Worth-Arlington TX,TX,2004,1.25,"155,139",49
Dallas-Fort Worth-Arlington TX,TX,2005,1.26,"165,698",51
Dallas-Fort Worth-Arlington TX,TX,2006,1.27,"176,664",53
Dallas-Fort Worth-Arlington TX,TX,2007,1.27,"181,368",53
Dallas-Fort Worth-Arlington TX,TX,2008,1.26,"167,543",50
Dallas-Fort Worth-Arlington TX,TX,2009,1.25,"167,318",49
Dallas-Fort Worth-Arlington TX,TX,2010,1.25,"175,068",50
Dallas-Fort Worth-Arlington TX,TX,2011,1.26,"186,308",53
Dallas-Fort Worth-Arlington TX,TX,2012,1.26,"198,340",57
Dallas-Fort Worth-Arlington TX,TX,2013,1.27,"205,089",59
Dallas-Fort Worth-Arlington TX,TX,2014,1.27,"209,671",60
Dallas-Fort Worth-Arlington TX,TX,2015,1.26,"214,718",63
Dallas-Fort Worth-Arlington TX,TX,2016,1.26,"220,076",65
Dallas-Fort Worth-Arlington TX,TX,2017,1.26,"224,883",67
Dayton OH,OH,1982,1.04,"3,676",9
Dayton OH,OH,1983,1.04,"3,777",9
Dayton OH,OH,1984,1.05,"4,201",10
Dayton OH,OH,1985,1.05,"4,799",12
Dayton OH,OH,1986,1.06,"5,113",13
Dayton OH,OH,1987,1.06,"5,501",13
Dayton OH,OH,1988,1.07,"6,094",15
Dayton OH,OH,1989,1.07,"6,460",16
