,CBSA,MNAME_OLD,State,Rail Cluster,Cluster,NEW_CBSA,MNAME,Mode,Year,UPT,VRM,UPT_ADJ,VRM_ADJ,VRH_ADJ,FARE_TOTAL,FARE_per_UPT,AREALANDPT,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Native_Outcountry_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,PCT_HH_NO_VEH,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,JTW_DA,JTW_CARPOOL,JTW_TRANSIT,MEAN_TT,TOT_UNEMP_MSA,TOT_EMP_MSA,TOT_LABOR_MSA,UNEMP_RATE_PCT,EMP_RATE_PCT,GasPrice,Area_acre,POP_CENSUSTRACT,AVG_SPEED,2018_Dollar_Multiplier,TNC_ARRIVAL,Link_x,TNC_FLAG,YEARS_SINCE_TNC,PROBLEM_FLAG,NOTE,dockCt,docklessCt,scooterCt,PBS_Start,PBS_End,PBS_Flag,Link_y,walkscore,transit,bike,UPT_AVAILABLE_FLAG
0,10420,"Akron, OH Metro Area",OH,,1.0,,"Akron, OH Metro Area",Bus,2002,5226385.66,4026372.388,5226385.66,4026372.388,270506.6928,660887.0,0.114148234,744634347,646583.7344,496141.0469,137193.6719,-389.53125,25405.20313,26028.32813,26651.07813,7117.03125,682354.11,7.55,8.94,83.85,24.64,62.9,12.46,265452.2,22830.14,58254.52,117083.25,46891.53,20392.77,8.6,43046.82813,55300.5625,39.49,46.56,13.95,276206.38,18286.2,-2135.78,22.3,21948.42,346147.17,368095.58,5.96,94.04,1.36,,119786.0,14.88,1.4,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1
1,10420,"Akron, OH Metro Area",OH,,1.0,,"Akron, OH Metro Area",Bus,2003,5395901.887999998,3976568.624,5395901.887999998,3976568.624,270398.3688,2568502.0,0.429694017,744634347,659397.0625,504631.8125,137582.3125,753.125,25120.1875,25632.6875,25995.6875,10350.875,682850.56,8.81,8.66,82.79,24.33,63.0,12.68,269144.19,22073.44,67400.94,115443.0,44874.88,19351.94,8.2,43566.6875,56379.75,39.24,46.66,14.1,279703.5,19758.19,-570.88,22.32,23342.5,348574.17,371916.67,6.28,93.72,1.55,,119199.0,14.71,1.37,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1
2,10420,"Akron, OH Metro Area",OH,,1.0,,"Akron, OH Metro Area",Bus,2004,5907162.281,4315392.555,5907162.281,4315392.555,597239.8605,2524882.0,0.385838559,744634347,672492.75,513183.75,138058.75,1942.5,24804.25,25208.25,25305.25,13527.5,683397.75,10.08,8.38,81.73,24.0,63.1,12.9,272892.25,21266.25,76795.25,113694.0,42855.5,18281.25,7.79,44030.25,57390.0,39.03,46.78,14.2,283362,21284.25,1027.5,22.33,23471.75,351723.75,375195.5,6.26,93.74,1.83,,118612.0,7.23,1.33,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1
3,10420,"Akron, OH Metro Area",OH,,1.0,,"Akron, OH Metro Area",Bus,2005,6013680.881,4053011.065,6013680.881,4053011.065,281367.9792,3022880.0,0.453757662,744634347,684459.0,521491.0,138184.0,2945.0,24612.0,24899.0,24755.0,16933,683742.0,11.3,8.1,80.7,23.7,63.2,13.1,276416.0,20661.0,85198.0,112380.0,40847.0,17330.0,7.47,44719.0,58676.0,38.7,46.8,14.5,286375,22594,2492,22.4,22420.75,358105.92,380526.67,5.9,94.1,2.25,13644.8,118025.0,14.4,1.29,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1
4,10420,"Akron, OH Metro Area",OH,,1.0,,"Akron, OH Metro Area",Bus,2006,6070797.419,3994786.013,6070797.419,3994786.013,281536.7841,3163036.0,0.470329085,744634347,700943.0,530777.0,139714.0,4695.0,23925.0,24129.0,23644.0,19423,684898.0,12.7,7.8,79.5,23.3,63.3,13.4,280837.0,19248.0,97567.0,109326.0,38795.0,15901.0,6.85,44507.0,58859.0,38.8,47.2,14.0,291970,24769,4492,22.2,20348.08,365133.33,385481.42,5.28,94.72,2.54,13644.8,117438.0,14.19,1.25,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1
5,10420,"Akron, OH Metro Area",OH,,1.0,,"Akron, OH Metro Area",Bus,2007,5868746.078,4571428.063999998,5868746.078,4571428.063999998,285205.3569,3445013.0,0.529893983,744634347,699356.0,536148.0,135625.0,3455.0,25217.0,25202.0,24776.0,25575,682807.0,13.4,7.6,79.0,23.3,63.4,13.3,281669.0,21066.0,94071.0,113232.0,36917.0,16383.0,7.48,47898.0,63454.0,37.2,46.1,16.7,287237,23483,4350,23.1,20953.42,368688.42,389641.83,5.38,94.62,2.82,13644.8,116851.0,16.03,1.21,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1
6,10420,"Akron, OH Metro Area",OH,,1.0,,"Akron, OH Metro Area",Bus,2008,6140428.988,3873343.976,6140428.988,3873343.976,260212.302,3602006.0,0.529528283,744634347,698553.0,529519.0,137011.0,4452.0,25357.0,25559.0,25281.0,15247,681880.0,12.1,8.2,79.7,22.9,63.5,13.6,281731.0,19035.0,100229.0,108332.0,38548.0,15587.0,6.76,50036.0,65801.0,36.4,45.1,18.5,292377,25902,5436,22.9,24154.58,367016.58,391171.17,6.17,93.83,3.23,13644.8,116264.0,14.89,1.17,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1
7,10420,"Akron, OH Metro Area",OH,,1.0,,"Akron, OH Metro Area",Bus,2009,5560854.063999998,3431434.413,5560854.063999998,3431434.413,276561.1017,3387490.0,0.549895248,744634347,699935.0,537803.0,134499.0,2466.0,24856.0,24810.0,24817.0,29301,685405.0,14.7,7.2,78.1,22.4,63.6,14.0,281769.0,23447.0,97811.0,108215.0,36339.0,15957.0,8.32,47482.0,60668.0,36.8,48.1,15.1,282744,19361,4581,23.2,38703.17,346409.33,385112.5,10.05,89.95,2.33,13644.8,115677.0,12.41,1.17,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1
8,10420,"Akron, OH Metro Area",OH,,1.0,,"Akron, OH Metro Area",Bus,2010,5616567.806,3471447.493,5616567.806,3471447.493,299926.5885,3597828.0,0.578246261,744634347,702951.0,539313.0,132784.0,3944.0,24592.0,24348.0,25441.0,18974,687098.0,,0.0,0.0,22.3,63.4,14.3,281523.0,22621.0,92537.0,114311.0,35021.0,17033.0,8.04,46521.0,60782.0,38.0,45.6,16.4,280287,18056,4649,22.6,39167.33,333040.75,372208.08,10.52,89.48,2.78,13644.8,115090.0,11.57,1.15,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1
9,10420,"Akron, OH Metro Area",OH,,1.0,,"Akron, OH Metro Area",Bus,2011,5858952.685,3918014.086,5858952.685,3918014.086,305079.2001,3802014.0,0.585783539,744634347,701456.0,541743.0,127206.0,5605.0,24744.0,24630.0,24718.0,19914,684916.0,,0.0,0.0,21.9,63.7,14.4,274696.0,22332.0,98938.0,101762.0,35249.0,16415.0,8.13,47032.0,62438.0,38.4,45.1,16.5,276444,23293,4336,23.3,33038.33,332935.08,365973.42,9.03,90.97,3.53,13644.8,114503.0,12.84,1.12,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1
10,10420,"Akron, OH Metro Area",OH,,1.0,,"Akron, OH Metro Area",Bus,2012,5996224.469,3862989.104,5996224.469,3862989.104,305728.2414,6462990.0,0.972969091,744634347,702262.0,541057.0,125650.0,5192.0,25564.0,25656.0,25880.0,25575,687031.0,,0.0,0.0,21.6,63.5,14.9,280887.0,24001.0,98798.0,110693.0,32826.0,14569.0,8.54,49731.0,65187.0,35.5,46.2,18.3,280282,23756,4285,23.1,26723.25,333535.58,360258.83,7.42,92.58,3.61,13644.8,112988.0,12.64,1.09,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1
11,10420,"Akron, OH Metro Area",OH,,1.0,,"Akron, OH Metro Area",Bus,2013,5976078.01,4166725.99,5976078.01,4166725.99,333046.6515,6704933.0,1.012795183,744634347,705686.0,541286.0,125313.0,4056.0,25830.0,25899.0,25802.0,28875,690331.0,15.4,8.5,76.0,21.3,63.5,15.2,281324.0,22696.0,97785.0,108261.0,37798.0,14784.0,8.07,49984.0,67507.0,35.2,45.7,19.1,286548,21490,5807,23.1,27438.42,331435.5,358873.92,7.65,92.35,3.52,13644.8,112430.0,12.51,1.08,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,0,0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1
12,10420,"Akron, OH Metro Area",OH,,1.0,,"Akron, OH Metro Area",Bus,2014,5980821.699,4330272.662,5980821.699,4330272.662,338313.0033,6894955.0,1.040672368,744634347,703825.0,537852.0,133036.0,4145.0,26124.0,26004.0,26942.0,22840,688629.0,13.3,9.0,77.7,21.1,63.0,15.9,283364.0,23065.0,96377.0,110920.0,37946.0,15056.0,8.14,50538.0,67821.0,35.1,44.9,20.0,292974,23208,5845,22.9,21176.83,337804.58,358981.42,5.9,94.1,3.36,13644.8,112358.0,12.8,1.06,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,1,0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1
13,10420,"Akron, OH Metro Area",OH,,1.0,,"Akron, OH Metro Area",Bus,2015,5854274.893999998,4561689.737,5854274.893999998,4561689.737,343816.7652,6280588.0,0.968435355,744634347,704243.0,539841.0,125207.0,4050.0,26944.0,26599.0,29413.0,23802,689016.0,14.2,7.7,78.1,21.0,62.8,16.2,282456.0,23662.0,95766.0,109671.0,35513.0,17844.0,8.38,51580.0,70288.0,34.5,43.2,22.3,287795,24669,6526,24.3,17723.75,340805.67,358529.42,4.94,95.06,2.4,13644.8,112214.0,13.27,1.06,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,1,1,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1
14,10420,"Akron, OH Metro Area",OH,,1.0,,"Akron, OH Metro Area",Bus,2016,5500944.573,4395640.78,5500944.573,4395640.78,342506.0448,5877868.0,0.964552791,744634347,702221.0,537399.0,123322.0,5468.0,27048.0,27611.0,27459.0,20468,684729.0,13.8,8.7,77.5,20.7,62.6,16.7,284670.0,23386.0,99761.0,106473.0,36824.0,18226.0,8.22,51598.0,70083.0,34.6,45.3,20.1,288064,21086,3831,22.9,18246.83,341757.25,360004.08,5.07,94.93,2.15,13644.8,111747.0,12.83,1.05,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,1,2,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1
15,10420,"Akron, OH Metro Area",OH,,1.0,,"Akron, OH Metro Area",Bus,2017,5461311.53,4440851.607,5461311.53,4440851.607,345419.0577,5939656.0,0.981765541,744634347,703505.0,528663.0,132481.0,5747.0,29518.0,28993.0,31204.0,26950,686207.0,12.5,8.2,79.3,20.6,62.3,17.1,289282.0,22538.0,96678.0,111274.0,39726.0,19066.0,7.79,56106.0,75838.0,31.0,46.1,22.9,293201,25442,3859,23.2,18304.75,343513.42,361818.17,5.06,94.94,2.41,13644.8,111678.0,12.86,1.02,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,1,3,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1
16,10420,"Akron, OH Metro Area",OH,,1.0,,"Akron, OH Metro Area",Bus,2018,5427485.555,4437372.601,5427485.555,4437372.601,343533.3174,5885317.0,0.978846577,744634347,703962.5,521500.5,138879.0,6310.75,31396.5,30282.5,33524.25,30978,686243.75,11.43,8.08,80.5,20.45,62.03,17.53,293294.5,21833.0,95364.5,114075.25,42230.25,19791.5,7.44,59491.5,80103.0,28.33,47.23,24.45,297121,27813.25,3206.25,23.08,16322.64,346362.91,362685.55,4.5,95.5,2.72,,111509.5,12.92,1.0,2014,http://www.crainscleveland.com/article/20140828/FREE/140829750/uber-launches-service-in-akron,1,4,,,0.0,0.0,0.0,,,0.0,,75.0,0.0,60.0,1
17,10500,"Albany, GA Metro Area",GA,,1.0,,"Albany, GA Metro Area",Bus,2002,628324.0,532194.0,628324.0,532194.0,32300.0,303082.0,0.482365786,183486824,145401.7656,100820.2813,41859.15625,1046.25,23403.14063,19457.01563,34013.95313,53625.875,155611.28,4.82,12.79,82.5,31.99,61.81,6.2,55442.55,8129.14,14238.81,19779.69,13225.31,69.59,14.66,54088.48438,60679.92188,28.31,62.84,8.85,#VALUE!,#VALUE!,#VALUE!,#VALUE!,3934.33,67179.33,71113.67,5.53,94.47,1.33,,2757.0,16.48,1.4,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,,,0.0,0.0,0.0,2016.0,,0.0,https://cdphpcycle.com/,0.0,0.0,0.0,1
18,10500,"Albany, GA Metro Area",GA,,1.0,,"Albany, GA Metro Area",Bus,2003,670941.0,536264.0,670941.0,536264.0,32108.0,287297.0,0.428200095,183486824,149947.9375,107198.875,39927.375,940.0,22561.4375,19233.9375,31433.1875,49541.5,156428.88,9.02,12.46,78.59,30.95,61.57,7.48,56778.81,7773.44,15670.75,20059.25,12125.75,1149.63,13.69,49728.0625,58120.3125,33.25,57.25,9.5,#VALUE!,#VALUE!,#VALUE!,#VALUE!,3719.58,69788.67,73508.25,5.06,94.94,1.53,,2607.0,16.7,1.37,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,,,0.0,0.0,0.0,2016.0,,0.0,https://cdphpcycle.com/,0.0,0.0,0.0,1
19,10500,"Albany, GA Metro Area",GA,,1.0,,"Albany, GA Metro Area",Bus,2004,666328.0,537714.0,666328.0,537714.0,32093.0,346703.0,0.520318822,183486824,154628.25,113695.5,38044.5,815.0,21688.25,19002.25,28723.25,45590,157255.5,13.33,12.08,74.63,29.9,61.33,8.78,58148.75,7402.25,17112.0,20375.0,11005.0,2254.5,12.73,45264.75,55477.75,38.3,51.5,10.2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,3888.92,69640.83,73529.75,5.29,94.71,1.85,,2457.0,16.75,1.33,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,,,0.0,0.0,0.0,2016.0,,0.0,https://cdphpcycle.com/,0.0,0.0,0.0,1
20,10500,"Albany, GA Metro Area",GA,,1.0,,"Albany, GA Metro Area",Bus,2005,653876.0,535683.0,653876.0,535683.0,31970.0,344119.0,0.5262756239999999,183486824,158772.0,119720.0,35966.0,765.0,20941.0,18805.0,26530.0,41107,158046.0,17.2,11.9,70.9,28.9,61.1,10.0,59384.0,7093.0,18516.0,20546.0,9969.0,3260.0,11.94,41213.0,53167.0,42.9,46.4,10.7,N,N,N,N,4227.5,70121.5,74349.0,5.69,94.31,2.3,691.2,2307.0,16.76,1.29,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,,,0.0,0.0,0.0,2016.0,,0.0,https://cdphpcycle.com/,0.0,0.0,0.0,1
21,10500,"Albany, GA Metro Area",GA,,1.0,,"Albany, GA Metro Area",Bus,2006,762810.0,534219.0,762810.0,534219.0,31784.0,366673.0,0.480687196,183486824,165062.0,127633.0,34670.0,415.0,19690.0,18470.0,22270.0,38750,158981.0,22.8,10.9,66.2,27.7,60.8,11.5,61158.0,6536.0,20069.0,21296.0,8594.0,4663.0,10.69,35515.0,49529.0,49.3,38.7,12.0,53586,8571,779,19.7,4001.08,71425.0,75426.08,5.3,94.7,2.59,691.2,2157.0,16.81,1.25,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,,,0.0,0.0,0.0,2016.0,,0.0,https://cdphpcycle.com/,0.0,0.0,0.0,1
22,10500,"Albany, GA Metro Area",GA,,1.0,,"Albany, GA Metro Area",Bus,2007,767414.0,534985.0,767414.0,534985.0,32038.0,377696.0,0.4921672,183486824,162767.0,127992.0,30244.0,1265.0,20454.0,18686.0,26277.0,27889,159338.0,21.5,13.2,65.4,27.3,60.8,11.9,60777.0,6970.0,21026.0,19730.0,8575.0,4476.0,11.47,36402.0,51200.0,48.5,41.4,10.1,52600,9104,460,N,3878.58,72083.67,75962.25,5.1,94.9,2.79,691.2,2007.0,16.7,1.21,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,,,0.0,0.0,0.0,2016.0,,0.0,https://cdphpcycle.com/,0.0,0.0,0.0,1
23,10500,"Albany, GA Metro Area",GA,,1.0,,"Albany, GA Metro Area",Bus,2008,880864.0,532993.0,880864.0,532993.0,31573.0,373954.0,0.424530915,183486824,163074.0,129258.0,31879.0,588.0,20442.0,19131.0,28225.0,9172,156890.0,23.3,9.5,67.2,26.0,61.2,12.8,60893.0,6073.0,23282.0,18448.0,8971.0,4119.0,9.97,38989.0,55456.0,46.6,40.5,12.9,53192,9252,305,18.6,4839.58,71887.75,76727.33,6.31,93.69,3.3,691.2,1857.0,16.88,1.17,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,,,0.0,0.0,0.0,2016.0,,0.0,https://cdphpcycle.com/,0.0,0.0,0.0,1
24,10500,"Albany, GA Metro Area",GA,,1.0,,"Albany, GA Metro Area",Bus,2009,871177.0,529568.0,871177.0,529568.0,31522.0,431925.0,0.49579477,183486824,164238.0,126496.0,33282.0,849.0,18639.0,17139.0,24907.0,11250,159356.0,23.2,13.6,63.3,26.5,61.4,12.1,60101.0,4550.0,24625.0,20779.0,7191.0,2956.0,7.57,36218.0,47306.0,48.6,43.8,7.6,50072,9207,519,20.5,7394.25,69179.67,76573.92,9.65,90.35,2.36,691.2,1707.0,16.8,1.17,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,,,0.0,0.0,0.0,2016.0,,0.0,https://cdphpcycle.com/,0.0,0.0,0.0,1
25,10500,"Albany, GA Metro Area",GA,,1.0,,"Albany, GA Metro Area",Bus,2010,900406.0,530982.0,900406.0,530982.0,31846.0,420551.0,0.467068189,183486824,162659.0,122527.0,34782.0,1358.0,19051.0,16806.0,26457.0,27395,154966.0,,0.0,0.0,25.7,61.8,12.5,60263.0,6743.0,20159.0,20799.0,8757.0,3805.0,11.19,34002.0,47826.0,50.8,38.8,10.4,46102,9310,655,19.1,8318.5,62446.58,70765.08,11.75,88.25,2.79,691.2,1557.0,16.67,1.15,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,,,0.0,0.0,0.0,2016.0,,0.0,https://cdphpcycle.com/,0.0,0.0,0.0,1
26,10500,"Albany, GA Metro Area",GA,,1.0,,"Albany, GA Metro Area",Bus,2011,985863.0,574538.0,985863.0,574538.0,33486.0,471112.0,0.477867614,183486824,161617.0,126789.0,31236.0,886.0,19093.0,17591.0,25005.0,52762,157802.0,,0.0,0.0,26.3,61.6,12.1,58438.0,6247.0,23102.0,19607.0,6805.0,2677.0,10.69,32775.0,45215.0,52.5,38.1,9.4,45870,8565,569,20.9,7955.58,62446.75,70402.33,11.3,88.7,3.53,691.2,1407.0,17.16,1.12,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,,,0.0,0.0,0.0,2016.0,,0.0,https://cdphpcycle.com/,0.0,0.0,0.0,1
27,10500,"Albany, GA Metro Area",GA,,1.0,,"Albany, GA Metro Area",Bus,2012,1017648.0,523493.0,1017648.0,523493.0,31940.0,523278.0,0.514203339,183486824,155019.0,116085.0,33853.0,1482.0,19997.0,18223.0,24992.0,25657,148869.0,,0.0,0.0,25.1,61.8,13.1,57699.0,5544.0,22517.0,20405.0,6850.0,2383.0,9.61,34469.0,54220.0,50.5,37.1,12.4,46710,7444,571,20.7,7231.17,62546.42,69777.58,10.36,89.64,3.62,691.2,1613.0,16.39,1.09,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,,,0.0,0.0,0.0,2016.0,,0.0,https://cdphpcycle.com/,0.0,0.0,0.0,1
28,10500,"Albany, GA Metro Area",GA,,1.0,,"Albany, GA Metro Area",Bus,2013,1017015.0,541805.0,1017015.0,541805.0,33101.0,525669.0,0.516874382,183486824,156277.0,121505.0,29335.0,787.0,20424.0,19361.0,25928.0,40112,150485.0,24.9,15.0,60.1,25.2,61.9,12.9,56505.0,6343.0,21035.0,19517.0,6953.0,2657.0,11.23,34756.0,49937.0,50.2,37.8,12.0,47391,6098,535,N,6416.92,61633.67,68050.58,9.43,90.57,3.53,691.2,1528.0,16.37,1.08,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,,,0.0,0.0,0.0,2016.0,,0.0,https://cdphpcycle.com/,0.0,0.0,0.0,1
29,10500,"Albany, GA Metro Area",GA,,1.0,,"Albany, GA Metro Area",Bus,2014,883094.0,588650.0,883094.0,588650.0,35168.0,535879.0,0.606819886,183486824,152596.0,118396.0,30033.0,1028.0,21803.0,19557.0,25863.0,55932,147236.0,25.3,12.2,62.5,25.2,60.7,14.1,57795.0,6344.0,20495.0,19943.0,8079.0,2934.0,10.98,39071.0,51306.0,46.1,42.6,11.3,48470,5306,721,N,5518.75,60940.17,66458.92,8.3,91.7,3.41,691.2,1664.0,16.74,1.06,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,,,0.0,0.0,0.0,2016.0,,0.0,https://cdphpcycle.com/,0.0,0.0,0.0,1
30,10500,"Albany, GA Metro Area",GA,,1.0,,"Albany, GA Metro Area",Bus,2015,695011.0,595478.0,695011.0,595478.0,34802.0,542312.0,0.7802926859999999,183486824,156997.0,122066.0,30295.0,1226.0,22262.0,20502.0,26635.0,30683,151625.0,24.6,9.3,66.2,25.1,60.5,14.4,57597.0,6411.0,21525.0,18435.0,7798.0,3428.0,11.13,40143.0,56072.0,44.0,41.1,14.9,48719,7330,1171,20.8,4597.33,61012.42,65609.75,7.01,92.99,2.41,691.2,1731.0,17.11,1.06,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,,,0.0,0.0,0.0,2016.0,,0.0,https://cdphpcycle.com/,0.0,0.0,0.0,1
31,10500,"Albany, GA Metro Area",GA,,1.0,,"Albany, GA Metro Area",Bus,2016,655363.0,597007.0,655363.0,597007.0,34354.0,488610.0,0.7455562790000001,183486824,152506.0,115953.0,33374.0,822.0,23281.0,22094.0,25505.0,36751,147606.0,25.0,11.1,63.9,24.8,60.4,14.8,57228.0,6357.0,19792.0,19908.0,7275.0,3896.0,11.11,40667.0,57901.0,44.3,40.6,15.1,51327,7148,235,N,4148.42,62600.0,66748.42,6.22,93.78,2.21,691.2,1435.0,17.38,1.05,2017,https://www.walb.com/story/35150573/uber-drivers/,0,0,,,0.0,0.0,0.0,2016.0,,1.0,https://cdphpcycle.com/,0.0,0.0,0.0,1
