,CBSA,MNAME_OLD,State,Rail Cluster,Cluster,NEW_CBSA,MNAME,Mode,Year,UPT,VRM,UPT_ADJ,VRM_ADJ,VRH_ADJ,FARE_TOTAL,FARE_per_UPT,AREALANDPT,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Native_Outcountry_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,PCT_HH_NO_VEH,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,JTW_DA,JTW_CARPOOL,JTW_TRANSIT,MEAN_TT,TOT_UNEMP_MSA,TOT_EMP_MSA,TOT_LABOR_MSA,UNEMP_RATE_PCT,EMP_RATE_PCT,GasPrice,Area_acre,POP_CENSUSTRACT,AVG_SPEED,2018_Dollar_Multiplier,TNC_ARRIVAL,Link_x,TNC_FLAG,YEARS_SINCE_TNC,PROBLEM_FLAG,NOTE,dockCt,docklessCt,scooterCt,PBS_Start,PBS_End,PBS_Flag,Link_y,walkscore,transit,bike,UPT_AVAILABLE_FLAG
1120,18580,"Corpus Christi, TX Metro Area",TX,,1.0,,"Corpus Christi, TX Metro Area",Bus,2013,5728789.0,3020699.0,5728789.0,3020699.0,225146.0,1433899.0,0.250297052,311528754,444904.0,328431.0,77484.0,6001.0,23293.0,22214.0,31507.0,27251,436129.0,17.3,11.5,71.2,25.6,60.9,13.5,160549.0,12023.0,54752.0,63315.0,22039.0,8420.0,7.49,48688.0,64041.0,36.2,45.0,18.8,167989,20998,2289,20.2,13158.58,195884.58,209043.17,6.29,93.71,3.37,15443.2,131733.0,13.42,1.08,2014,https://newsroom.uber.com/us-texas/cheers-corpus-christi-your-uberx-has-arrived/,0,0,,,0.0,0.0,0.0,2016.0,,0.0,http://bike.zagster.com/corpuschristi/,0.0,0.0,0.0,1
1121,18580,"Corpus Christi, TX Metro Area",TX,,1.0,,"Corpus Christi, TX Metro Area",Bus,2014,5650754.0,3286295.0,5650754.0,3286295.0,255426.0,1538848.0,0.272326136,311528754,443480.0,336193.0,71571.0,4684.0,24399.0,22673.0,30088.0,21618,436657.0,15.5,10.0,74.4,25.1,61.0,13.9,160869.0,13424.0,53364.0,65335.0,21037.0,7709.0,8.34,52050.0,70503.0,33.8,44.8,21.4,166294,22010,2859,20.5,11067.42,198059.42,209126.83,5.29,94.71,3.22,15443.2,135032.0,12.87,1.06,2014,https://newsroom.uber.com/us-texas/cheers-corpus-christi-your-uberx-has-arrived/,1,0,,,0.0,0.0,0.0,2016.0,,0.0,http://bike.zagster.com/corpuschristi/,0.0,0.0,0.0,1
1122,18580,"Corpus Christi, TX Metro Area",TX,,1.0,,"Corpus Christi, TX Metro Area",Bus,2015,5472836.0,3414445.0,5472836.0,3414445.0,259377.0,1546755.0,0.282624036,311528754,450436.0,331164.0,75568.0,4022.0,24127.0,22449.0,31722.0,26400,441566.0,19.0,10.4,70.6,25.2,60.6,14.2,161634.0,13733.0,56366.0,61196.0,21742.0,8597.0,8.5,50253.0,68985.0,35.5,45.5,19.0,165309,20161,1663,20.2,10644.75,195283.33,205928.08,5.17,94.83,2.25,15443.2,137834.0,13.16,1.06,2014,https://newsroom.uber.com/us-texas/cheers-corpus-christi-your-uberx-has-arrived/,1,1,,,0.0,0.0,0.0,2016.0,,0.0,http://bike.zagster.com/corpuschristi/,0.0,0.0,0.0,1
1123,18580,"Corpus Christi, TX Metro Area",TX,,1.0,,"Corpus Christi, TX Metro Area",Bus,2016,5252466.0,3546503.0,5252466.0,3546503.0,269711.0,1473955.0,0.28062152100000004,311528754,452790.0,334427.0,72974.0,7616.0,26411.0,25555.0,36904.0,35326,442279.0,15.0,11.2,73.9,25.2,60.2,14.6,161353.0,11931.0,55760.0,62109.0,22161.0,9392.0,7.39,53775.0,69942.0,33.1,45.2,21.7,170542,18236,2988,19.6,12274.58,195946.0,208220.58,5.89,94.11,2.03,15443.2,138520.0,13.15,1.05,2014,https://newsroom.uber.com/us-texas/cheers-corpus-christi-your-uberx-has-arrived/,1,2,,,0.0,0.0,0.0,2016.0,,1.0,http://bike.zagster.com/corpuschristi/,0.0,0.0,0.0,1
1124,18580,"Corpus Christi, TX Metro Area",TX,,1.0,,"Corpus Christi, TX Metro Area",Bus,2017,5168421.0,3864934.0,5168421.0,3864934.0,267036.0,1493105.0,0.288889972,311528754,449830.0,335374.0,77406.0,3858.0,25586.0,24365.0,31344.0,27036,439852.0,16.6,11.7,71.7,24.3,60.5,15.2,160796.0,10209.0,58394.0,63457.0,20554.0,8182.0,6.35,52193.0,72496.0,34.8,41.7,23.5,165637,19765,1777,20.5,12061.83,196474.5,208536.33,5.78,94.22,2.3,15443.2,139674.0,14.47,1.02,2014,https://newsroom.uber.com/us-texas/cheers-corpus-christi-your-uberx-has-arrived/,1,3,,,8.0,0.0,0.0,2016.0,,1.0,http://bike.zagster.com/corpuschristi/,0.0,0.0,0.0,1
1125,18580,"Corpus Christi, TX Metro Area",TX,,1.0,,"Corpus Christi, TX Metro Area",Bus,2018,5153005.0,3721249.0,5153005.0,3721249.0,275532.0,1489267.5,0.28900952,311528754,448198.5,336900.0,80081.5,1938.0,25538.25,24249.0,28469.5,23050,438210.0,16.8,12.28,70.88,23.63,60.63,15.75,160308.0,8467.0,60218.0,64696.25,19453.5,7473.25,5.28,51887.0,74650.75,35.48,39.0,25.53,163266.5,20430.5,1200,21.03,10528.55,196898.36,207426.91,5.08,94.92,2.58,,140711.0,13.51,1.0,2014,https://newsroom.uber.com/us-texas/cheers-corpus-christi-your-uberx-has-arrived/,1,4,,,8.0,0.0,0.0,2016.0,,1.0,http://bike.zagster.com/corpuschristi/,52.0,47.0,34.0,1
1126,18700,"Corvallis, OR Metro Area",OR,,2.0,,"Corvallis, OR Metro Area",Bus,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54685518,60794.79688,21620.03125,30922.875,147.8125,25291.96875,22885.14063,27630.54688,7165.140625,71128.09,17.1,2.55,80.35,21.48,67.59,10.93,31652.72,240.8,14018.05,9881.84,6698.16,813.88,0.76,37396.26563,46384.29688,48.06,38.79,13.15,29212.2,2430.03,556.23,16.45,2216.25,39781.58,41997.83,5.28,94.72,1.5,,24093.0,0.0,1.4,2017,http://kval.com/news/local/uber-launches-corvallis-service-wednesday-sept-20,0,0,,,0.0,0.0,0.0,2016.0,,0.0,http://zagster.com/press/zagster-brings-bike-sharing-to-corvallis/,0.0,0.0,0.0,0
1127,18700,"Corvallis, OR Metro Area",OR,,2.0,,"Corvallis, OR Metro Area",Bus,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54685518,65248.8125,24640.875,32523.5,403.75,24572.125,21311.4375,27684.8125,13534.4375,72017.63,16.88,3.72,79.4,20.88,68.13,10.99,31895.13,837.81,13041.81,10398.63,6413.38,1203.5,2.63,39732.9375,49987.8125,45.27,40.25,14.48,28346.19,2914.88,531.06,16.71,2442.75,39770.83,42213.58,5.79,94.21,1.82,,23732.0,0.0,1.37,2017,http://kval.com/news/local/uber-launches-corvallis-service-wednesday-sept-20,0,0,,,0.0,0.0,0.0,2016.0,,0.0,http://zagster.com/press/zagster-brings-bike-sharing-to-corvallis/,0.0,0.0,0.0,0
1128,18700,"Corvallis, OR Metro Area",OR,,2.0,,"Corvallis, OR Metro Area",Bus,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54685518,69743.75,27684.5,34163.0,667.0,23859.5,19727.25,27753.75,19684.25,72845.5,16.58,4.93,78.5,20.28,68.68,11.05,32135.5,1447.75,12037.75,10899.5,6145.5,1605.0,4.51,42157.25,53654.75,42.33,41.9,15.78,27413.25,3388.5,501.75,16.98,2289.67,39822.25,42111.92,5.44,94.56,2.1,,23371.0,0.0,1.33,2017,http://kval.com/news/local/uber-launches-corvallis-service-wednesday-sept-20,0,0,,,0.0,0.0,0.0,2016.0,,0.0,http://zagster.com/press/zagster-brings-bike-sharing-to-corvallis/,0.0,0.0,0.0,0
1129,18700,"Corvallis, OR Metro Area",OR,,2.0,,"Corvallis, OR Metro Area",Bus,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54685518,74075.0,30637.0,35647.0,901.0,23118.0,18185.0,27764.0,26712,73920.0,16.6,6.0,77.4,19.7,69.2,11.1,32384.0,2006.0,11145.0,11464.0,5810.0,1959.0,6.19,44231.0,57068.0,40.0,42.8,17.2,26748,3907,489,17.2,2051.75,39870.25,41922.0,4.9,95.1,2.48,2425.6,23010.0,0.0,1.29,2017,http://kval.com/news/local/uber-launches-corvallis-service-wednesday-sept-20,0,0,,,0.0,0.0,0.0,2016.0,,0.0,http://zagster.com/press/zagster-brings-bike-sharing-to-corvallis/,0.0,0.0,0.0,0
1130,18700,"Corvallis, OR Metro Area",OR,,2.0,,"Corvallis, OR Metro Area",Bus,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54685518,79061.0,33954.0,37753.0,1252.0,22492.0,16475.0,28009.0,30228,74008.0,15.3,7.6,77.1,19.0,69.8,11.2,32600.0,2771.0,9807.0,11774.0,5745.0,2503.0,8.5,47707.0,61496.0,35.2,46.7,18.1,25012,4246,410,17.6,1963.58,40070.0,42033.58,4.67,95.33,2.8,2425.6,22649.0,0.0,1.25,2017,http://kval.com/news/local/uber-launches-corvallis-service-wednesday-sept-20,0,0,,,0.0,0.0,0.0,2016.0,,0.0,http://zagster.com/press/zagster-brings-bike-sharing-to-corvallis/,0.0,0.0,0.0,0
1131,18700,"Corvallis, OR Metro Area",OR,,2.0,,"Corvallis, OR Metro Area",Bus,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54685518,81428.0,35813.0,37371.0,1135.0,21404.0,15436.0,27315.0,47791,78042.0,19.3,7.1,73.6,18.8,70.1,11.1,32946.0,2709.0,10250.0,13102.0,4598.0,2287.0,8.22,45574.0,61865.0,40.3,38.6,21.1,27559,5303,596,17.3,1746.92,40576.42,42323.33,4.13,95.87,3.05,2425.6,22288.0,0.0,1.21,2017,http://kval.com/news/local/uber-launches-corvallis-service-wednesday-sept-20,0,0,,,0.0,0.0,0.0,2016.0,,0.0,http://zagster.com/press/zagster-brings-bike-sharing-to-corvallis/,0.0,0.0,0.0,0
1132,18700,"Corvallis, OR Metro Area",OR,,2.0,,"Corvallis, OR Metro Area",Bus,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54685518,81859.0,34680.0,38437.0,1525.0,23163.0,16722.0,27313.0,3083,75392.0,18.5,5.9,75.6,17.7,70.6,11.7,33918.0,2222.0,11015.0,13265.0,5493.0,1923.0,6.55,53505.0,70173.0,37.8,41.4,20.8,25851,3326,969,17.7,2023.83,41076.42,43100.25,4.69,95.31,3.51,2425.6,21927.0,0.0,1.17,2017,http://kval.com/news/local/uber-launches-corvallis-service-wednesday-sept-20,0,0,,,0.0,0.0,0.0,2016.0,,0.0,http://zagster.com/press/zagster-brings-bike-sharing-to-corvallis/,0.0,0.0,0.0,0
1133,18700,"Corvallis, OR Metro Area",OR,,2.0,,"Corvallis, OR Metro Area",Bus,2009,0.0,0.0,0.0,0.0,0.0,434383.0,0.0,54685518,82605.0,35928.0,38431.0,913.0,20478.0,12277.0,26683.0,12561,76547.0,20.1,8.3,71.6,19.1,69.7,11.2,33398.0,2381.0,11155.0,12735.0,4789.0,2338.0,7.13,44616.0,58960.0,41.1,41.4,17.5,24183,3771,868,17.3,3477.92,40174.75,43652.67,7.97,92.03,2.65,2425.6,21566.0,0.0,1.17,2017,http://kval.com/news/local/uber-launches-corvallis-service-wednesday-sept-20,0,0,,,0.0,0.0,0.0,2016.0,,0.0,http://zagster.com/press/zagster-brings-bike-sharing-to-corvallis/,0.0,0.0,0.0,0
1134,18700,"Corvallis, OR Metro Area",OR,,2.0,,"Corvallis, OR Metro Area",Bus,2010,770981.0,367279.0,770981.0,367279.0,26491.0,462844.0,0.600331266,54685518,85575.0,38554.0,38508.0,1637.0,20780.0,14617.0,22459.0,45253,81455.0,,0.0,0.0,18.0,70.1,11.9,32888.0,3537.0,9828.0,13064.0,4743.0,1716.0,10.75,45913.0,63223.0,42.0,36.6,21.4,23825,2898,1018,17.7,3202.17,41872.75,45074.92,7.11,92.89,3.08,2425.6,21205.0,13.86,1.15,2017,http://kval.com/news/local/uber-launches-corvallis-service-wednesday-sept-20,0,0,,,0.0,0.0,0.0,2016.0,,0.0,http://zagster.com/press/zagster-brings-bike-sharing-to-corvallis/,0.0,0.0,0.0,1
1135,18700,"Corvallis, OR Metro Area",OR,,2.0,,"Corvallis, OR Metro Area",Bus,2011,1041270.0,393286.0,1041270.0,393286.0,26907.0,316570.0,0.304022972,54685518,85928.0,36607.0,39752.0,802.0,19264.0,15363.0,21299.0,12990,81178.0,,0.0,0.0,16.9,70.7,12.4,33088.0,2158.0,11738.0,11877.0,4467.0,2848.0,6.52,42513.0,60041.0,42.2,37.8,20.0,22937,3099,773,20.2,2937.67,43019.33,45957.0,6.4,93.6,3.79,2425.6,20844.0,14.62,1.12,2017,http://kval.com/news/local/uber-launches-corvallis-service-wednesday-sept-20,0,0,,,0.0,0.0,0.0,2016.0,,0.0,http://zagster.com/press/zagster-brings-bike-sharing-to-corvallis/,0.0,0.0,0.0,1
1136,18700,"Corvallis, OR Metro Area",OR,,2.0,,"Corvallis, OR Metro Area",Bus,2012,1172297.0,395946.0,1172297.0,395946.0,27431.0,0.0,0.0,54685518,86430.0,38094.0,40544.0,889.0,20695.0,14081.0,26164.0,14638,81776.0,,0.0,0.0,17.2,69.6,13.2,33395.0,2565.0,11345.0,12494.0,4916.0,2075.0,7.68,51133.0,67411.0,37.8,38.4,23.8,24690,4019,668,18,2698.75,42263.08,44961.83,6.0,94.0,3.99,2425.6,20784.0,14.43,1.09,2017,http://kval.com/news/local/uber-launches-corvallis-service-wednesday-sept-20,0,0,,,0.0,0.0,0.0,2016.0,,0.0,http://zagster.com/press/zagster-brings-bike-sharing-to-corvallis/,0.0,0.0,0.0,1
1137,18700,"Corvallis, OR Metro Area",OR,,2.0,,"Corvallis, OR Metro Area",Bus,2013,1158844.0,412367.0,1158844.0,412367.0,28379.0,0.0,0.0,54685518,86591.0,35544.0,42069.0,1249.0,21922.0,18608.0,24782.0,31581,81212.0,23.1,7.4,69.5,17.3,69.0,13.7,33609.0,2033.0,11560.0,12509.0,5351.0,2156.0,6.05,47808.0,64811.0,37.3,42.2,20.5,25197,2614,599,N,2504.67,41355.75,43860.42,5.71,94.29,3.83,2425.6,20731.0,14.53,1.08,2017,http://kval.com/news/local/uber-launches-corvallis-service-wednesday-sept-20,0,0,,,0.0,0.0,0.0,2016.0,,0.0,http://zagster.com/press/zagster-brings-bike-sharing-to-corvallis/,0.0,0.0,0.0,1
1138,18700,"Corvallis, OR Metro Area",OR,,2.0,,"Corvallis, OR Metro Area",Bus,2014,1166321.0,424622.0,1166321.0,424622.0,28893.0,0.0,0.0,54685518,86316.0,36324.0,40464.0,1049.0,22425.0,14137.0,27516.0,16932,81128.0,20.4,9.4,70.3,17.0,68.6,14.4,33904.0,3209.0,10154.0,13235.0,5439.0,1867.0,9.46,52486.0,70582.0,35.8,42.8,21.4,24336,3356,1318,19.5,2242.25,42040.67,44282.92,5.07,94.93,3.71,2425.6,20842.0,14.7,1.06,2017,http://kval.com/news/local/uber-launches-corvallis-service-wednesday-sept-20,0,0,,,0.0,0.0,0.0,2016.0,,0.0,http://zagster.com/press/zagster-brings-bike-sharing-to-corvallis/,0.0,0.0,0.0,1
1139,18700,"Corvallis, OR Metro Area",OR,,2.0,,"Corvallis, OR Metro Area",Bus,2015,1179155.0,435944.0,1179155.0,435944.0,29296.0,0.0,0.0,54685518,87572.0,37961.0,38153.0,990.0,22777.0,18737.0,26691.0,70265,82427.0,20.1,8.6,71.3,16.6,69.0,14.4,35062.0,3002.0,10864.0,14157.0,4478.0,2561.0,8.56,52852.0,75743.0,35.8,40.1,24.1,27523,3057,859,18.5,1918.33,43514.67,45433.0,4.23,95.77,3.03,2425.6,20652.0,14.88,1.06,2017,http://kval.com/news/local/uber-launches-corvallis-service-wednesday-sept-20,0,0,,,0.0,0.0,0.0,2016.0,,0.0,http://zagster.com/press/zagster-brings-bike-sharing-to-corvallis/,0.0,0.0,0.0,1
1140,18700,"Corvallis, OR Metro Area",OR,,2.0,,"Corvallis, OR Metro Area",Bus,2016,1145508.0,431691.0,1145508.0,431691.0,29353.0,0.0,0.0,54685518,89385.0,40966.0,40056.0,950.0,24130.0,18546.0,30301.0,24256,83681.0,20.5,8.1,71.4,16.8,68.0,15.2,34543.0,1819.0,11837.0,12307.0,5483.0,3097.0,5.27,55459.0,77905.0,34.6,38.4,27.0,27018,2935,631,19,1829.5,45003.92,46833.42,3.91,96.09,2.65,2425.6,21849.0,14.71,1.05,2017,http://kval.com/news/local/uber-launches-corvallis-service-wednesday-sept-20,0,0,,,8.0,0.0,0.0,2016.0,,1.0,http://zagster.com/press/zagster-brings-bike-sharing-to-corvallis/,0.0,0.0,0.0,1
1141,18700,"Corvallis, OR Metro Area",OR,,2.0,,"Corvallis, OR Metro Area",Bus,2017,1149976.0,429548.0,1149976.0,429548.0,29299.0,0.0,0.0,54685518,90951.0,38002.0,41962.0,2320.0,24142.0,19059.0,30847.0,21733,85006.0,17.5,8.4,74.1,16.6,67.8,15.6,35445.0,2053.0,11064.0,14499.0,5967.0,1862.0,5.79,60260.0,83490.0,29.3,43.9,26.8,29469,4079,1296,19.2,1570.25,46555.5,48125.75,3.27,96.73,2.95,2425.6,22188.0,14.66,1.02,2017,http://kval.com/news/local/uber-launches-corvallis-service-wednesday-sept-20,1,0,,,8.0,0.0,0.0,2016.0,,1.0,http://zagster.com/press/zagster-brings-bike-sharing-to-corvallis/,0.0,0.0,0.0,1
1142,18700,"Corvallis, OR Metro Area",OR,,2.0,,"Corvallis, OR Metro Area",Bus,2018,1101849.0,431995.0,1101849.0,431995.0,29384.0,0.0,0.0,54685518,92578.75,36530.25,43867.25,3337.5,24489.25,19396.0,32159.0,8338.5,86313.25,15.35,8.5,76.15,16.5,67.4,16.1,35991.75,1932.75,10727.5,15680.5,6581.25,1069.75,5.37,64512.5,88219.25,25.03,47.6,27.38,31181,4906.5,1737.75,19.48,1491.27,46616.91,48108.18,3.1,96.9,3.4,,22741.5,14.7,1.0,2017,http://kval.com/news/local/uber-launches-corvallis-service-wednesday-sept-20,1,1,,,10.0,0.0,0.0,2016.0,,1.0,http://zagster.com/press/zagster-brings-bike-sharing-to-corvallis/,91.0,40.0,100.0,1
1143,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",FL,,3.0,23020.0,"Crestview-Fort Walton Beach-Destin, FL Metro Area",Bus,2002,17565.7024,87370.368,17565.7024,87370.368,5692.8512,12693.0,0.4763388,175676365,169415.4844,47781.5625,95333.5625,8680.109375,23565.84375,31193.625,26283.10938,28878.84375,185370.83,10.5,8.32,81.18,27.59,61.63,10.78,64158.45,6443.14,18158.27,34183.95,5963.08,-589.98,10.04,41868.78125,47376.67188,34.84,53.26,11.91,11.91,#VALUE!,#VALUE!,#VALUE!,3766.33,81939.75,85706.08,4.4,95.6,1.33,,0.0,15.35,1.4,2016,https://www.wjhg.com/content/news/Uber-starting-service-at-VPS-394177191.html,0,0,1.0,"This is the new MSA. Older one was Fort Walton Beach-Crestview-Destin, FL with CBSA 23020",0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1
1144,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",FL,,3.0,23020.0,"Crestview-Fort Walton Beach-Destin, FL Metro Area",Bus,2003,63031.3856,183374.9376,63031.3856,183374.9376,14040.3008,12855.0,0.134441214,175676365,172057.0625,49110.75,99210.75,8067.5625,24757.625,29321.5,27331.5625,28491.625,182344.69,10.3,7.72,81.98,26.75,61.89,11.36,66985.19,5582.44,19379.94,33736.19,7808.69,477.94,8.33,44903.875,52906.3125,33.66,52.78,13.57,13.57,#VALUE!,#VALUE!,#VALUE!,3339.25,85402.83,88742.08,3.77,96.23,1.53,,0.0,13.06,1.37,2016,https://www.wjhg.com/content/news/Uber-starting-service-at-VPS-394177191.html,0,0,1.0,"This is the new MSA. Older one was Fort Walton Beach-Crestview-Destin, FL with CBSA 23020",0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1
1145,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",FL,,3.0,23020.0,"Crestview-Fort Walton Beach-Destin, FL Metro Area",Bus,2004,61355.6992,199651.904,61355.6992,199651.904,41153.856,13571.0,0.14580557800000002,175676365,174726.75,50429.0,103210.0,7434.75,25990.5,27489.0,28363.75,28132.5,179160.25,10.1,7.13,82.78,25.9,62.15,11.95,69930.25,4717.25,20664.25,33280.25,9735.25,1533.25,6.75,47976.5,58483.75,32.48,52.3,15.23,15.23,#VALUE!,#VALUE!,#VALUE!,3134.0,89920.08,93054.08,3.37,96.63,1.85,,0.0,4.85,1.33,2016,https://www.wjhg.com/content/news/Uber-starting-service-at-VPS-394177191.html,0,0,1.0,"This is the new MSA. Older one was Fort Walton Beach-Crestview-Destin, FL with CBSA 23020",0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1
1146,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",FL,,3.0,23020.0,"Crestview-Fort Walton Beach-Destin, FL Metro Area",Bus,2005,47122.2528,253122.912,47122.2528,253122.912,18026.4832,23426.0,0.327709697,175676365,177284.0,51791.0,106721.0,6883.0,27059.0,25498.0,29461.0,27661,176609.0,9.9,6.5,83.6,25.1,62.4,12.5,72402.0,3870.0,21698.0,32857.0,11338.0,2639.0,5.35,50899.0,63870.0,31.3,51.8,16.9,16.9,N,N,N,2722.33,93847.67,96570.0,2.82,97.18,2.3,,,14.04,1.29,2016,https://www.wjhg.com/content/news/Uber-starting-service-at-VPS-394177191.html,0,0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1
1147,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",FL,,3.0,23020.0,"Crestview-Fort Walton Beach-Destin, FL Metro Area",Bus,2006,85353.216,329523.5328,85353.216,329523.5328,25337.0112,32619.0,0.251923077,175676365,180291.0,52978.0,112185.0,6007.0,28785.0,24141.0,30298.0,27639,171525.0,9.7,6.0,84.3,24.1,62.7,13.2,76767.0,2951.0,23734.0,32303.0,14236.0,3543.0,3.84,54422.0,70021.0,30.1,51.4,18.5,18.5,8941,634,21.1,2379.0,96352.08,98731.08,2.41,97.59,2.59,,,13.01,1.25,2016,https://www.wjhg.com/content/news/Uber-starting-service-at-VPS-394177191.html,0,0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1
1148,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",FL,,3.0,23020.0,"Crestview-Fort Walton Beach-Destin, FL Metro Area",Bus,2007,121249.2928,341350.8992,121249.2928,341350.8992,24606.6176,54694.0,0.297356661,175676365,181499.0,54865.0,109837.0,6428.0,27881.0,20248.0,32176.0,25819,176572.0,9.5,5.0,85.5,23.9,62.8,13.3,73559.0,2319.0,21761.0,32272.0,11953.0,5254.0,3.15,55543.0,73113.0,29.0,50.6,20.4,20.4,8858,206,22.4,2974.58,94552.17,97526.75,3.05,96.95,2.79,,,13.87,1.21,2016,https://www.wjhg.com/content/news/Uber-starting-service-at-VPS-394177191.html,0,0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1
1149,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",FL,,3.0,23020.0,"Crestview-Fort Walton Beach-Destin, FL Metro Area",Bus,2008,138319.2768,323383.744,138319.2768,323383.744,23980.3776,66941.0,0.319026445,175676365,179693.0,55326.0,102987.0,5653.0,26657.0,20638.0,29816.0,30317,174449.0,7.4,9.7,82.9,23.6,62.8,13.6,73078.0,2723.0,23169.0,32087.0,10302.0,4797.0,3.73,56088.0,66151.0,30.2,51.0,18.8,18.8,11940,324,22.5,4591.58,92268.75,96860.33,4.73,95.27,3.3,,,13.49,1.17,2016,https://www.wjhg.com/content/news/Uber-starting-service-at-VPS-394177191.html,0,0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1
1150,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",FL,,3.0,23020.0,"Crestview-Fort Walton Beach-Destin, FL Metro Area",Bus,2009,105850.3808,345896.7424,105850.3808,345896.7424,24019.9296,103140.0,0.642320675,175676365,178473.0,54038.0,105146.0,5980.0,25908.0,23058.0,28451.0,30138,173902.0,13.5,8.6,77.9,23.1,62.9,14.0,73316.0,2639.0,25714.0,30848.0,10750.0,3365.0,3.6,49207.0,64307.0,32.3,49.6,18.1,18.1,9520,189,22.4,6918.0,89500.33,96418.33,7.18,92.82,2.36,,,14.4,1.17,2016,https://www.wjhg.com/content/news/Uber-starting-service-at-VPS-394177191.html,0,0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1
1151,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",FL,,3.0,23020.0,"Crestview-Fort Walton Beach-Destin, FL Metro Area",Bus,2010,112701.4464,270203.4432,112701.4464,270203.4432,22981.6896,105521.0,0.61720098,175676365,180728.0,58422.0,104029.0,6471.0,25209.0,20757.0,30105.0,24017,175554.0,,0.0,0.0,22.3,64.2,13.5,70407.0,2983.0,24636.0,29250.0,10279.0,3259.0,4.24,51529.0,67538.0,30.7,50.6,18.7,69066,9742,716,22.1,7498.67,81546.75,89045.42,8.43,91.57,2.79,2016.0,11994.0,11.76,1.15,2016,https://www.wjhg.com/content/news/Uber-starting-service-at-VPS-394177191.html,0,0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1
1152,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",FL,,3.0,23020.0,"Crestview-Fort Walton Beach-Destin, FL Metro Area",Bus,2011,117480.6464,291186.4384,117480.6464,291186.4384,23080.5696,112996.0,0.634036035,175676365,183482.0,63804.0,101189.0,5823.0,27292.0,20519.0,30411.0,26913,177934.0,,0.0,0.0,22.2,63.8,14.0,70573.0,3499.0,26086.0,28100.0,9436.0,3452.0,4.96,49158.0,66942.0,34.8,45.6,19.6,72202,6937,737,23.2,7107.17,83805.92,90913.08,7.82,92.18,3.53,2016.0,12673.0,12.62,1.12,2016,https://www.wjhg.com/content/news/Uber-starting-service-at-VPS-394177191.html,0,0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1
1153,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",FL,,3.0,23020.0,"Crestview-Fort Walton Beach-Destin, FL Metro Area",Bus,2012,115518.208,289695.328,115518.208,289695.328,23024.5376,120454.0,0.6873658979999999,175676365,190083.0,58432.0,111433.0,8096.0,26544.0,21248.0,30358.0,27801,184163.0,,0.0,0.0,22.2,63.7,14.1,75099.0,3725.0,27406.0,29880.0,10474.0,3614.0,4.96,52787.0,65871.0,32.3,49.1,18.6,76652,7609,507,23.4,6142.42,85311.33,91453.75,6.72,93.28,3.62,2016.0,12468.0,12.58,1.09,2016,https://www.wjhg.com/content/news/Uber-starting-service-at-VPS-394177191.html,0,0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,1
