,CBSAFP,YearPlaceI,City,State,CityState,Year,AsOfDate,dockCt,dockNm,docklessCt,docklessNm,scooterCt,scooterNm,Type,Lat,Lon,Unnamed: 16,NAME
147,13820,2019AL001,Birmingham,AL,"Birmingham, AL",2019,201912,37,Zyp BikeShare,0,-,0,-,Docked only,33.5206609999999,-86.80249,,"Birmingham-Hoover, AL"
148,13820,2018AL001,Birmingham,AL,"Birmingham, AL",2018,201812,37,Zyp BikeShare,0,-,0,-,Docked only,33.5206609999999,-86.80249,,"Birmingham-Hoover, AL"
149,13820,2015AL001,Birmingham,AL,"Birmingham, AL",2015,201512,32,Zyp BikeShare,0,-,0,-,Docked only,33.5206609999999,-86.80249,,"Birmingham-Hoover, AL"
150,17820,2018CO00232,Colorado Springs,CO,"Colorado Springs, CO",2018,201812,0,-,1,PikeRide,0,-,Dockless only,38.835779,-104.816081999999,,"Colorado Springs, CO"
151,17820,2019CO00232,Colorado Springs,CO,"Colorado Springs, CO",2019,201912,0,-,1,PikeRide,0,-,Dockless only,38.835779,-104.816081999999,,"Colorado Springs, CO"
152,17820,2017CO00232,Colorado Springs,CO,"Colorado Springs, CO",2017,201712,0,-,0,-,0,-,,38.835779,-104.816081999999,,"Colorado Springs, CO"
153,17820,2016CO00232,Colorado Springs,CO,"Colorado Springs, CO",2016,201612,0,-,0,-,0,-,,38.835779,-104.816081999999,,"Colorado Springs, CO"
154,17820,2015CO00232,Colorado Springs,CO,"Colorado Springs, CO",2015,201512,0,-,0,-,0,-,,38.835779,-104.816081999999,,"Colorado Springs, CO"
155,23060,2019IN00233,Fort Wayne,IN,"Fort Wayne, IN",2019,201912,0,-,1,Veoride,1,Veoride,Dockless and scooters,41.091326,-85.137865,,"Fort Wayne, IN"
156,23060,2018IN00233,Fort Wayne,IN,"Fort Wayne, IN",2018,201812,0,-,0,-,0,-,,41.091326,-85.137865,,"Fort Wayne, IN"
157,23060,2017IN00233,Fort Wayne,IN,"Fort Wayne, IN",2017,201712,0,-,0,-,0,-,,41.091326,-85.137865,,"Fort Wayne, IN"
158,23060,2016IN00233,Fort Wayne,IN,"Fort Wayne, IN",2016,201612,0,-,0,-,0,-,,41.091326,-85.137865,,"Fort Wayne, IN"
159,23060,2015IN00233,Fort Wayne,IN,"Fort Wayne, IN",2015,201512,0,-,0,-,0,-,,41.091326,-85.137865,,"Fort Wayne, IN"
160,16300,2019IA00234,Cedar Rapids,IA,"Cedar, Rapids, IA",2019,201912,0,-,1,Veoride,1,Veoride,Dockless and scooters,41.9696479999999,-91.675047,,"Cedar Rapids, IA"
161,16300,2018IA00234,Cedar Rapids,IA,"Cedar, Rapids, IA",2018,201812,0,-,0,-,0,-,,41.9696479999999,-91.675047,,"Cedar Rapids, IA"
162,16300,2017IA00234,Cedar Rapids,IA,"Cedar, Rapids, IA",2017,201712,0,-,0,-,0,-,,41.9696479999999,-91.675047,,"Cedar Rapids, IA"
163,16300,2016IA00234,Cedar Rapids,IA,"Cedar, Rapids, IA",2016,201612,0,-,0,-,0,-,,41.9696479999999,-91.675047,,"Cedar Rapids, IA"
164,16300,2015IA00234,Cedar Rapids,IA,"Cedar, Rapids, IA",2015,201512,0,-,0,-,0,-,,41.9696479999999,-91.675047,,"Cedar Rapids, IA"
165,22220,2018AR00235,Fayetteville,AR,"Fayetteville, AR",2018,201812,0,-,1,Veoride,0,-,Dockless only,36.0901539999999,-94.16706,,"Fayetteville-Springdale-Rogers, AR-MO"
166,22220,2019AR00235,Fayetteville,AR,"Fayetteville, AR",2019,201912,0,-,1,Veoride,0,-,Dockless only,36.0901539999999,-94.16706,,"Fayetteville-Springdale-Rogers, AR-MO"
167,22220,2017AR00235,Fayetteville,AR,"Fayetteville, AR",2017,201712,0,-,0,-,0,-,,36.0901539999999,-94.16706,,"Fayetteville-Springdale-Rogers, AR-MO"
168,22220,2016AR00235,Fayetteville,AR,"Fayetteville, AR",2016,201612,0,-,0,-,0,-,,36.0901539999999,-94.16706,,"Fayetteville-Springdale-Rogers, AR-MO"
169,22220,2015AR00235,Fayetteville,AR,"Fayetteville, AR",2015,201512,0,-,0,-,0,-,,36.0901539999999,-94.16706,,"Fayetteville-Springdale-Rogers, AR-MO"
170,41860,2019CA00236,Fremont,CA,"Fremont, CA",2019,201912,0,-,1,Eastbay (HOPR),0,-,Dockless only,37.557025,-121.987797999999,,"San Francisco-Oakland-Hayward, CA"
171,41860,2018CA00236,Fremont,CA,"Fremont, CA",2018,201812,0,-,0,-,0,-,,37.557025,-121.987797999999,,"San Francisco-Oakland-Hayward, CA"
172,41860,2017CA00236,Fremont,CA,"Fremont, CA",2017,201712,0,-,0,-,0,-,,37.557025,-121.987797999999,,"San Francisco-Oakland-Hayward, CA"
173,41860,2016CA00236,Fremont,CA,"Fremont, CA",2016,201612,0,-,0,-,0,-,,37.557025,-121.987797999999,,"San Francisco-Oakland-Hayward, CA"
174,41860,2015CA00236,Fremont,CA,"Fremont, CA",2015,201512,0,-,0,-,0,-,,37.557025,-121.987797999999,,"San Francisco-Oakland-Hayward, CA"
175,14460,2019MA00237,Lowell,MA,"Lowell, MA",2019,201912,0,-,1,Veoride,0,-,Dockless only,42.6383579999999,-71.3143299999999,,"Boston-Cambridge-Newton, MA-NH"
176,14460,2018MA00237,Lowell,MA,"Lowell, MA",2018,201812,0,-,0,-,0,-,,42.6383579999999,-71.3143299999999,,"Boston-Cambridge-Newton, MA-NH"
177,14460,2017MA00237,Lowell,MA,"Lowell, MA",2017,201712,0,-,0,-,0,-,,42.6383579999999,-71.3143299999999,,"Boston-Cambridge-Newton, MA-NH"
178,14460,2016MA00237,Lowell,MA,"Lowell, MA",2016,201612,0,-,0,-,0,-,,42.6383579999999,-71.3143299999999,,"Boston-Cambridge-Newton, MA-NH"
179,14460,2015MA00237,Lowell,MA,"Lowell, MA",2015,201512,0,-,0,-,0,-,,42.6383579999999,-71.3143299999999,,"Boston-Cambridge-Newton, MA-NH"
180,31700,2018NH00238,Nashua,NH,"Nashua, NH",2018,201812,0,-,1,Veoride,0,-,Dockless only,42.761865,-71.510789,,"Manchester-Nashua, NH"
181,31700,2019NH00238,Nashua,NH,"Nashua, NH",2019,201912,0,-,1,Veoride,0,-,Dockless only,42.761865,-71.510789,,"Manchester-Nashua, NH"
182,31700,2017NH00238,Nashua,NH,"Nashua, NH",2017,201712,0,-,0,-,0,-,,42.761865,-71.510789,,"Manchester-Nashua, NH"
183,31700,2016NH00238,Nashua,NH,"Nashua, NH",2016,201612,0,-,0,-,0,-,,42.761865,-71.510789,,"Manchester-Nashua, NH"
184,31700,2015NH00238,Nashua,NH,"Nashua, NH",2015,201512,0,-,0,-,0,-,,42.761865,-71.510789,,"Manchester-Nashua, NH"
185,11500,2019AL00239,Oxford,AL,"Oxford, AL",2019,201912,0,-,1,Veoride,0,-,Dockless only,33.6075629999999,-85.8380379999999,,"Anniston-Oxford-Jacksonville, AL"
186,11500,2018AL00239,Oxford,AL,"Oxford, AL",2018,201812,0,-,0,-,0,-,,33.6075629999999,-85.8380379999999,,"Anniston-Oxford-Jacksonville, AL"
187,11500,2017AL00239,Oxford,AL,"Oxford, AL",2017,201712,0,-,0,-,0,-,,33.6075629999999,-85.8380379999999,,"Anniston-Oxford-Jacksonville, AL"
188,11500,2016AL00239,Oxford,AL,"Oxford, AL",2016,201612,0,-,0,-,0,-,,33.6075629999999,-85.8380379999999,,"Anniston-Oxford-Jacksonville, AL"
189,11500,2015AL00239,Oxford,AL,"Oxford, AL",2015,201512,0,-,0,-,0,-,,33.6075629999999,-85.8380379999999,,"Anniston-Oxford-Jacksonville, AL"
190,35300,2019CT00240,New Haven,CT,"New Haven, CT",2019,201912,30,Bike New Haven,0,-,0,-,,41.30615,-72.926595,,"New Haven-Milford, CT"
191,35300,2018CT00240,New Haven,CT,"New Haven, CT",2018,201812,30,Bike New Haven,0,-,0,-,,41.30615,-72.926595,,"New Haven-Milford, CT"
192,35300,2017CT00240,New Haven,CT,"New Haven, CT",2017,201712,0,,0,-,0,-,,41.30615,-72.926595,,"New Haven-Milford, CT"
193,35300,2016CT00240,New Haven,CT,"New Haven, CT",2016,201612,0,,0,-,0,-,,41.30615,-72.926595,,"New Haven-Milford, CT"
194,35300,2015CT00240,New Haven,CT,"New Haven, CT",2015,201512,0,,0,-,0,-,,41.30615,-72.926595,,"New Haven-Milford, CT"
195,19100,2019TX00196,Dallas,TX,"Dallas, TX",2019,201912,0,-,1,Vbikes,3,"Lime, Lyft, Razor",Dockless and scooters,32.7766639999999,-96.7969879999999,,"Dallas-Fort Worth-Arlington, TX"
196,19100,2018TX00196,Dallas,TX,"Dallas, TX",2018,201812,0,-,1,Vbikes,3,"Bird, Lime, Razor",Dockless and scooters,32.7766639999999,-96.7969879999999,,"Dallas-Fort Worth-Arlington, TX"
197,19100,2019TX00200,Garland,TX,"Garland, TX",2019,201912,0,-,1,Vbikes,0,-,Dockless only,32.912624,-96.638883,,"Dallas-Fort Worth-Arlington, TX"
198,19100,2018TX00200,Garland,TX,"Garland, TX",2018,201812,0,-,1,Vbikes,0,-,Dockless only,32.912624,-96.638883,,"Dallas-Fort Worth-Arlington, TX"
199,19100,2017TX00200,Garland,TX,"Garland, TX",2017,201712,0,-,1,Vbikes,0,-,Dockless only,32.912624,-96.638883,,"Dallas-Fort Worth-Arlington, TX"
200,33100,2019FL0056,Miami Lakes,FL,"Miami Lakes, FL",2019,201912,0,-,1,Spin,1,Lime,Dockless and scooters,25.911667,-80.325,,"Miami-Fort Lauderdale-West Palm Beach, FL"
201,33100,2018FL0056,Miami Lakes,FL,"Miami Lakes, FL",2018,201812,0,-,1,Spin,1,Lime,Dockless and scooters,25.911667,-80.325,,"Miami-Fort Lauderdale-West Palm Beach, FL"
202,20500,2018NC00140,Durham,NC,"Durham, NC",2018,201812,0,-,1,Spin,1,Lime,Dockless and scooters,35.994033,-78.8986189999999,,"Durham-Chapel Hill, NC"
203,20500,2019NC00140,Durham,NC,"Durham, NC",2019,201912,0,-,1,Spin,3,"Bird, Lime, Spin",Dockless and scooters,35.994033,-78.8986189999999,,"Durham-Chapel Hill, NC"
204,38060,2019AZ008,Tempe,AZ,"Tempe, AZ",2019,201912,0,-,1,Spin,1,Razor,Dockless and scooters,33.42551,-111.940004999999,,"Phoenix-Mesa-Scottsdale, AZ"
205,33100,2019FL0049,Doral,FL,"Doral, FL",2019,201912,0,-,1,Spin,0,-,Dockless only,25.8195419999999,-80.3553299999999,,"Miami-Fort Lauderdale-West Palm Beach, FL"
206,12580,2019MD00124,Towson,MD,"Towson, MD",2019,201912,0,-,1,Spin,0,-,Dockless only,39.393056,-76.6094439999999,,"Baltimore-Columbia-Towson, MD"
207,33100,2018FL0049,Doral,FL,"Doral, FL",2018,201812,0,-,1,Spin,0,-,Dockless only,25.8195419999999,-80.3553299999999,,"Miami-Fort Lauderdale-West Palm Beach, FL"
208,12580,2018MD00124,Towson,MD,"Towson, MD",2018,201812,0,-,1,Spin,0,-,Dockless only,39.393056,-76.6094439999999,,"Baltimore-Columbia-Towson, MD"
209,22380,2017AZ004,Flagstaff,AZ,"Flagstaff, AZ",2017,201712,0,-,1,Spin,0,-,Dockless only,35.198284,-111.651302,,"Flagstaff, AZ"
210,33100,2017FL0049,Doral,FL,"Doral, FL",2017,201712,0,-,1,Spin,0,-,Dockless only,25.8195419999999,-80.3553299999999,,"Miami-Fort Lauderdale-West Palm Beach, FL"
211,33100,2017FL0056,Miami Lakes,FL,"Miami Lakes, FL",2017,201712,0,-,1,Spin,0,-,Dockless only,25.911667,-80.325,,"Miami-Fort Lauderdale-West Palm Beach, FL"
212,47260,2019VA00219,Norfolk,VA,"Norfolk, VA",2019,201912,0,-,1,Pace,1,Bird,Dockless and scooters,36.850769,-76.2858729999999,,"Virginia Beach-Norfolk-Newport News, VA-NC"
213,31080,2019CA0031,Santa Clarita,CA,"Santa Clarita, CA",2019,201912,0,-,1,Pace,0,-,Dockless only,34.3916639999999,-118.542586,,"Los Angeles-Long Beach-Anaheim, CA"
214,45220,2019FL0063,Tallahassee,FL,"Tallahassee, FL",2019,201912,0,-,1,Pace,3,"Lime, Spin, Veoride (3 month pilot)",Dockless and scooters,30.4382559999999,-84.2807329999999,,"Tallahassee, FL"
215,40380,2019NY00161,Rochester,NY,"Rochester, NY",2019,201912,0,-,1,Pace,0,-,Dockless only,43.1610299999999,-77.610922,,"Rochester, NY"
216,31080,2018CA0031,Santa Clarita,CA,"Santa Clarita, CA",2018,201812,0,-,1,Pace,0,-,Dockless only,34.3916639999999,-118.542586,,"Los Angeles-Long Beach-Anaheim, CA"
217,45220,2018FL0063,Tallahassee,FL,"Tallahassee, FL",2018,201812,0,-,1,Pace,0,-,Dockless only,30.4382559999999,-84.2807329999999,,"Tallahassee, FL"
218,40380,2018NY00161,Rochester,NY,"Rochester, NY",2018,201812,0,-,1,Pace,0,-,Dockless only,43.1610299999999,-77.610922,,"Rochester, NY"
219,47260,2018VA00219,Norfolk,VA,"Norfolk, VA",2018,201812,0,-,1,Pace,0,-,Dockless only,36.850769,-76.2858729999999,,"Virginia Beach-Norfolk-Newport News, VA-NC"
220,45220,2017FL0063,Tallahassee,FL,"Tallahassee, FL",2017,201712,0,-,1,Pace,0,-,Dockless only,30.4382559999999,-84.2807329999999,,"Tallahassee, FL"
221,40380,2017NY00161,Rochester,NY,"Rochester, NY",2017,201712,0,-,1,Pace,0,-,Dockless only,43.1610299999999,-77.610922,,"Rochester, NY"
222,20500,2017NC00140,Durham,NC,"Durham, NC",2017,201712,0,-,2,"Ofo, Spin",0,-,Dockless only,35.994033,-78.8986189999999,,"Durham-Chapel Hill, NC"
223,19740,2017CO0044,Lone Tree,CO,"Lone Tree, CO",2017,201712,0,-,1,Ofo,0,-,Dockless only,39.548889,-104.892499999999,,"Denver-Aurora-Lakewood, CO"
224,33100,2017FL0062,South Miami,FL,"South Miami, FL",2017,201712,0,-,1,Ofo,0,-,Dockless only,25.7102779999999,-80.295169,,"Miami-Fort Lauderdale-West Palm Beach, FL"
225,14460,2017MA00100,Chelsea,MA,"Chelsea, MA",2017,201712,0,-,1,Ofo,0,-,Dockless only,42.391764,-71.0328279999999,,"Boston-Cambridge-Newton, MA-NH"
226,14460,2017MA00102,Malden,MA,"Malden, MA",2017,201712,0,-,1,Ofo,0,-,Dockless only,42.425096,-71.066163,,"Boston-Cambridge-Newton, MA-NH"
227,14460,2017MA00110,Revere,MA,"Revere, MA",2017,201712,0,-,1,Ofo,0,-,Dockless only,42.40843,-71.0119949999999,,"Boston-Cambridge-Newton, MA-NH"
228,49340,2017MA00115,Worcester,MA,"Worcester, MA",2017,201712,0,-,1,Ofo,0,-,Dockless only,42.262593,-71.802293,,"Worcester, MA-CT"
229,47900,2017MD00123,Takoma Park,MD,"Takoma Park, MD",2017,201712,0,-,1,Ofo,0,-,Dockless only,38.9799999999999,-77.002222,,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
230,19100,2017TX00193,Arlington,TX,"Arlington, TX",2017,201712,0,-,1,Ofo,0,-,Dockless only,32.7356869999999,-97.1080659999999,,"Dallas-Fort Worth-Arlington, TX"
231,19100,2017TX00204,Plano,TX,"Plano, TX",2017,201712,0,-,1,Ofo,0,-,Dockless only,33.019843,-96.698886,,"Dallas-Fort Worth-Arlington, TX"
232,26420,2017TX00206,The Woodlands,TX,"The Woodlands, TX",2017,201712,0,-,1,MoBike,0,-,Dockless only,30.1774999999999,-95.503889,,"Houston-The Woodlands-Sugar Land, TX"
233,38060,2019AZ007,Scottsdale,AZ,"Scottsdale, AZ",2019,201912,0,-,2,"LimeBike, Spin",2,"Lime, Lyft",Dockless and scooters,33.4941699999999,-111.926051999999,,"Phoenix-Mesa-Scottsdale, AZ"
234,38060,2018AZ008,Tempe,AZ,"Tempe, AZ",2018,201812,0,-,2,"LimeBike, Spin",2,"Lime, Razor",Dockless and scooters,33.42551,-111.940004999999,,"Phoenix-Mesa-Scottsdale, AZ"
235,38060,2018AZ007,Scottsdale,AZ,"Scottsdale, AZ",2018,201812,0,-,2,"LimeBike, Spin",2,"Bird, Lime",Dockless and scooters,33.4941699999999,-111.926051999999,,"Phoenix-Mesa-Scottsdale, AZ"
236,47900,2019MD00122,Silver Spring,MD,"Silver Spring, MD",2019,201912,0,-,2,"LimeBike, Spin",1,Bird,Dockless and scooters,39.0024409999999,-77.020791,,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
237,47900,2018MD00122,Silver Spring,MD,"Silver Spring, MD",2018,201812,0,-,2,"LimeBike, Spin",0,-,Dockless only,39.0024409999999,-77.020791,,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
238,19740,2017CO0039,Aurora,CO,"Aurora, CO",2017,201712,0,-,3,"LimeBike, Ofo, Spin",0,-,Dockless only,39.729432,-104.831919999999,,"Denver-Aurora-Lakewood, CO"
239,47900,2017MD00122,Silver Spring,MD,"Silver Spring, MD",2017,201712,0,-,3,"LimeBike, Ofo, Spin",0,-,Dockless only,39.0024409999999,-77.020791,,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
240,42660,2017WA00225,Seattle,WA,"Seattle, WA",2017,201712,0,-,3,"LimeBike, Ofo, Spin",0,-,Dockless only,47.6062099999999,-122.332070999999,,"Seattle-Tacoma-Bellevue, WA"
241,38060,2017AZ005,Mesa,AZ,"Mesa, AZ",2017,201712,0,-,2,"LimeBike, Ofo",0,-,Dockless only,33.415184,-111.831472,,"Phoenix-Mesa-Scottsdale, AZ"
242,38060,2017AZ007,Scottsdale,AZ,"Scottsdale, AZ",2017,201712,0,-,2,"LimeBike, Ofo",0,-,Dockless only,33.4941699999999,-111.926051999999,,"Phoenix-Mesa-Scottsdale, AZ"
243,38060,2017AZ008,Tempe,AZ,"Tempe, AZ",2017,201712,0,-,2,"LimeBike, Ofo",0,-,Dockless only,33.42551,-111.940004999999,,"Phoenix-Mesa-Scottsdale, AZ"
244,38060,2019AZ005,Mesa,AZ,"Mesa, AZ",2019,201912,0,-,1,LimeBike,2,"Lime, Lyft",Dockless and scooters,33.415184,-111.831472,,"Phoenix-Mesa-Scottsdale, AZ"
245,41860,2019CA0023,Oakland,CA,"Oakland, CA",2019,201912,0,-,1,LimeBike,2,"Lime, Lyft",Dockless and scooters,37.804364,-122.271113999999,,"San Francisco-Oakland-Hayward, CA"
246,33100,2019FL0052,Key Biscayne,FL,"Key Biscayne, FL",2019,201912,0,-,1,LimeBike,1,Lime,Dockless and scooters,25.6902779999999,-80.165,,"Miami-Fort Lauderdale-West Palm Beach, FL"
247,33100,2019FL0057,Miami Shores,FL,"Miami Shores, FL",2019,201912,0,-,1,LimeBike,1,Lime,Dockless and scooters,25.8652389999999,-80.188333,,"Miami-Fort Lauderdale-West Palm Beach, FL"
248,33100,2019FL0059,North Bay Village,FL,"North Bay Village, FL",2019,201912,0,-,1,LimeBike,1,Lime,Dockless and scooters,25.845572,-80.1535439999999,,"Miami-Fort Lauderdale-West Palm Beach, FL"
249,43780,2019IN0088,South Bend,IN,"South Bend, IN",2019,201912,0,-,2,"LimeBike, Veoride",2,"Lime, Veoride",Dockless and scooters,41.676355,-86.25199,,"South Bend-Mishawaka, IN-MI"
250,24660,2019NC00141,Greensboro,NC,"Greensboro, NC",2019,201912,0,-,1,LimeBike,1,Lime,Dockless and scooters,36.0726349999999,-79.7919749999999,,"Greensboro-High Point, NC"
251,38060,2018AZ005,Mesa,AZ,"Mesa, AZ",2018,201812,0,-,1,LimeBike,1,Lime,Dockless and scooters,33.415184,-111.831472,,"Phoenix-Mesa-Scottsdale, AZ"
252,33100,2018FL0052,Key Biscayne,FL,"Key Biscayne, FL",2018,201812,0,-,1,LimeBike,1,Lime,Dockless and scooters,25.6902779999999,-80.165,,"Miami-Fort Lauderdale-West Palm Beach, FL"
253,33100,2018FL0057,Miami Shores,FL,"Miami Shores, FL",2018,201812,0,-,1,LimeBike,1,Lime,Dockless and scooters,25.8652389999999,-80.188333,,"Miami-Fort Lauderdale-West Palm Beach, FL"
254,33100,2018FL0059,North Bay Village,FL,"North Bay Village, FL",2018,201812,0,-,1,LimeBike,1,Lime,Dockless and scooters,25.845572,-80.1535439999999,,"Miami-Fort Lauderdale-West Palm Beach, FL"
255,43780,2018IN0088,South Bend,IN,"South Bend, IN",2018,201812,0,-,1,LimeBike,1,Lime,Dockless and scooters,41.676355,-86.25199,,"South Bend-Mishawaka, IN-MI"
256,14460,2018MA0095,Arlington,MA,"Arlington, MA",2018,201812,0,-,1,LimeBike,1,Lime,Dockless and scooters,42.415278,-71.1569439999999,,"Boston-Cambridge-Newton, MA-NH"
257,14460,2018MA0096,Bedford,MA,"Bedford, MA",2018,201812,0,-,1,LimeBike,1,Lime,Dockless and scooters,42.4905559999999,-71.276667,,"Boston-Cambridge-Newton, MA-NH"
258,14460,2018MA00100,Chelsea,MA,"Chelsea, MA",2018,201812,0,-,1,LimeBike,1,Lime,Dockless and scooters,42.391764,-71.0328279999999,,"Boston-Cambridge-Newton, MA-NH"
259,14460,2018MA00101,Everett,MA,"Everett, MA",2018,201812,0,-,1,LimeBike,1,Lime,Dockless and scooters,42.40843,-71.053663,,"Boston-Cambridge-Newton, MA-NH"
260,14460,2018MA00108,Newton,MA,"Newton, MA",2018,201812,0,-,1,LimeBike,1,Lime,Dockless and scooters,42.3370409999999,-71.2092209999999,,"Boston-Cambridge-Newton, MA-NH"
261,14460,2018MA00113,Watertown,MA,"Watertown, MA",2018,201812,0,-,1,LimeBike,1,Lime,Dockless and scooters,42.3708329999999,-71.183333,,"Boston-Cambridge-Newton, MA-NH"
262,14460,2018MA00114,Winthrop,MA,"Winthrop, MA",2018,201812,0,-,1,LimeBike,1,Lime,Dockless and scooters,42.375,-70.983333,,"Boston-Cambridge-Newton, MA-NH"
263,41180,2018MO00138,St. Louis,MO,"St. Louis, MO",2018,201812,0,-,1,LimeBike,2,"Bird, Lime",Dockless and scooters,38.627003,-90.199404,,"St. Louis, MO-IL"
264,24660,2018NC00141,Greensboro,NC,"Greensboro, NC",2018,201812,0,-,1,LimeBike,2,"Bird, Lime",Dockless and scooters,36.0726349999999,-79.7919749999999,,"Greensboro-High Point, NC"
265,35620,2019NY00163,Yonkers,NY,"Yonkers, NY",2019,201912,0,-,1,LimeBike,1,Bird,Dockless and scooters,40.93121,-73.898747,,"New York-Newark-Jersey City, NY-NJ-PA"
266,14460,2018MA00102,Malden,MA,"Malden, MA",2018,201812,0,-,1,LimeBike,1,Bird,Dockless and scooters,42.425096,-71.066163,,"Boston-Cambridge-Newton, MA-NH"
267,41740,2019CA0017,Imperial Beach,CA,"Imperial Beach, CA",2019,201912,0,-,1,LimeBike,0,-,Dockless only,32.578333,-117.117221999999,,"San Diego-Carlsbad, CA"
268,41740,2019CA0022,National City,CA,"National City, CA",2019,201912,0,-,1,LimeBike,0,-,Dockless only,32.6781089999999,-117.099197,,"San Diego-Carlsbad, CA"
269,33100,2019FL0060,North Miami,FL,"North Miami, FL",2019,201912,0,-,1,LimeBike,0,-,Dockless only,25.8900949999999,-80.1867139999999,,"Miami-Fort Lauderdale-West Palm Beach, FL"
270,41860,2018CA0010,Alameda,CA,"Alameda, CA",2018,201812,0,-,1,LimeBike,0,-,Dockless only,37.7652069999999,-122.241636,,"San Francisco-Oakland-Hayward, CA"
271,41860,2018CA0016,El Cerrito,CA,"El Cerrito, CA",2018,201812,0,-,1,LimeBike,0,-,Dockless only,37.9158329999999,-122.311667,,"San Francisco-Oakland-Hayward, CA"
272,41740,2018CA0017,Imperial Beach,CA,"Imperial Beach, CA",2018,201812,0,-,1,LimeBike,0,-,Dockless only,32.578333,-117.117221999999,,"San Diego-Carlsbad, CA"
273,31080,2018CA0020,Monrovia,CA,"Monrovia, CA",2018,201812,0,-,1,LimeBike,0,-,Dockless only,34.1442619999999,-118.001947999999,,"Los Angeles-Long Beach-Anaheim, CA"
274,41940,2018CA0021,Mountain View,CA,"Mountain View, CA",2018,201812,0,-,1,LimeBike,0,-,Dockless only,37.3860519999999,-122.083850999999,,"San Jose-Sunnyvale-Santa Clara, CA"
275,41740,2018CA0022,National City,CA,"National City, CA",2018,201812,0,-,1,LimeBike,0,-,Dockless only,32.6781089999999,-117.099197,,"San Diego-Carlsbad, CA"
276,41860,2018CA0028,San Mateo,CA,"San Mateo, CA",2018,201812,0,-,1,LimeBike,0,-,Dockless only,37.562992,-122.325524999999,,"San Francisco-Oakland-Hayward, CA"
277,40900,2018CA0034,South Lake Tahoe,CA,"South Lake Tahoe, CA",2018,201812,0,-,1,LimeBike,0,-,Dockless only,38.9399999999999,-119.976944,,"Sacramento--Roseville--Arden-Arcade, CA"
278,41860,2018CA0036,Walnut Creek,CA,"Walnut Creek, CA",2018,201812,0,-,1,LimeBike,0,-,Dockless only,37.9100779999999,-122.065181999999,,"San Francisco-Oakland-Hayward, CA"
279,33100,2018FL0060,North Miami,FL,"North Miami, FL",2018,201812,0,-,1,LimeBike,0,-,Dockless only,25.8900949999999,-80.1867139999999,,"Miami-Fort Lauderdale-West Palm Beach, FL"
280,40420,2018IL0081,Rockford,IL,"Rockford, IL",2018,201812,0,-,1,LimeBike,0,-,Dockless only,42.2711309999999,-89.093995,,"Rockford, IL"
281,14460,2018MA00104,Medford,MA,"Medford, MA",2018,201812,0,-,1,LimeBike,0,-,Dockless only,42.41843,-71.106164,,"Boston-Cambridge-Newton, MA-NH"
282,14460,2018MA00105,Melrose,MA,"Melrose, MA",2018,201812,0,-,1,LimeBike,0,-,Dockless only,42.458333,-71.0666669999999,,"Boston-Cambridge-Newton, MA-NH"
283,14460,2018MA00106,Milton,MA,"Milton, MA",2018,201812,0,-,1,LimeBike,0,-,Dockless only,42.25,-71.0666669999999,,"Boston-Cambridge-Newton, MA-NH"
284,14460,2018MA00107,Needham,MA,"Needham, MA",2018,201812,0,-,1,LimeBike,0,-,Dockless only,42.2833329999999,-71.233333,,"Boston-Cambridge-Newton, MA-NH"
285,14460,2018MA00110,Revere,MA,"Revere, MA",2018,201812,0,-,1,LimeBike,0,-,Dockless only,42.40843,-71.0119949999999,,"Boston-Cambridge-Newton, MA-NH"
286,14460,2018MA00112,Waltham,MA,"Waltham, MA",2018,201812,0,-,1,LimeBike,0,-,Dockless only,42.376485,-71.235611,,"Boston-Cambridge-Newton, MA-NH"
287,35620,2018NY00163,Yonkers,NY,"Yonkers, NY",2018,201812,0,-,1,LimeBike,0,-,Dockless only,40.93121,-73.898747,,"New York-Newark-Jersey City, NY-NJ-PA"
288,41860,2017CA0010,Alameda,CA,"Alameda, CA",2017,201712,0,-,1,LimeBike,0,-,Dockless only,37.7652069999999,-122.241636,,"San Francisco-Oakland-Hayward, CA"
289,41740,2017CA0017,Imperial Beach,CA,"Imperial Beach, CA",2017,201712,0,-,1,LimeBike,0,-,Dockless only,32.578333,-117.117221999999,,"San Diego-Carlsbad, CA"
290,41740,2017CA0022,National City,CA,"National City, CA",2017,201712,0,-,1,LimeBike,0,-,Dockless only,32.6781089999999,-117.099197,,"San Diego-Carlsbad, CA"
291,40900,2017CA0034,South Lake Tahoe,CA,"South Lake Tahoe, CA",2017,201712,0,-,1,LimeBike,0,-,Dockless only,38.9399999999999,-119.976944,,"Sacramento--Roseville--Arden-Arcade, CA"
292,33100,2017FL0052,Key Biscayne,FL,"Key Biscayne, FL",2017,201712,0,-,1,LimeBike,0,-,Dockless only,25.6902779999999,-80.165,,"Miami-Fort Lauderdale-West Palm Beach, FL"
293,33100,2017FL0057,Miami Shores,FL,"Miami Shores, FL",2017,201712,0,-,1,LimeBike,0,-,Dockless only,25.8652389999999,-80.188333,,"Miami-Fort Lauderdale-West Palm Beach, FL"
