ID,Geography,RailBus,Year,CBSA,CBSA Code,UPT,VRM,UPT_ADJ,VRM_ADJ,State,FARE_TOTAL,FARE_per_UPT,POPPT,HUPT,AREAPT,AREALANDPT,UAPOP,UAHU,UAAREA,UAAREALAND,MPOP,MHU,MAREA,MAREALAND,UAPOPPCT,UAHUPCT,UAAREAPCT,UAAREALANDPCT,MPOPPCT,MHUPCT,MAREAPCT,MAREALANDPCT,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,Pop_TSD,Tot_Emp_TSD,Tot_Retail_TSD,gasPrice,JTW_DA,JTW_CARPOOL,JTW_TRANSIT,MEAN_TT,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Native_Outcountry_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,Total_Labor_MSA,Unemployment_Labor_MSA,Employment_Labor:MSA,Unemployment_Rate_MSA,TNC_Presence_Month,TNC_Presence_Year,Link,TNC_FLAG
10740,"Albuquerque, NM Metro Area",Rail,2015,10740,10740,931324,1397970,931324,1397970,NM,2587198,2.777978448,741318,314851,657890843,648969769,741318,314851,657890843,648969769,887077,374404,24079529497,24041559464,100,100,100,100,83.57,84.09,2.73,2.7,342590,22388,115775,129976,53221,21230,194309.5,154996,17812,2.250083333,331467,31189,5194,23.3,48937,65938,37.3,43.3,19.4,906209,484943,319713,12435,25948,23557,31609,30857,894118,18.7,10.4,70.9,23,62.1,14.9,420490.3333,25728.58333,394761.75,6.125,Apr,2014,http://www.bizjournals.com/albuquerque/news/2014/04/30/uber-follows-lyft-to-albuquerque.html,1
10740,"Albuquerque, NM Metro Area",Rail,2016,10740,,851409,1400234,851409,1400234,NM,2300780,2.702320506,741318,314851,657890843,648969769,741318,314851,657890843,648969769,887077,374404,24079529497,24041559464,100,100,100,100,83.57,84.09,2.73,2.7,343912,18043,115008,129239,57438,24184,,,,,330185,38428,7604,23.7,50954,68558,35.4,44.4,20.2,913924,495085,324654,12266,26951,24439,31985,30277,902636,16.9,11.2,71.9,22.8,61.6,15.6,426050,25624.75,400425.25,6.033333333,Apr,2014,http://www.bizjournals.com/albuquerque/news/2014/04/30/uber-follows-lyft-to-albuquerque.html,1
10740,"Albuquerque, NM Metro Area",Rail,2017,10740,,811421,1350224,811421,1350224,NM,2153005,2.653375991,741318,314851,657890843,648969769,741318,314851,657890843,648969769,887077,374404,24079529497,24041559464,100,100,100,100,83.57,84.09,2.73,2.7,347357,18056,120934,130031,54844,23492,,,,,322707,40855,5685,23.7,50906,68453,34.9,43.5,21.6,913113,504121,318208,12355,27245,24209,32324,31887,901299,15.5,9.7,74.8,22.4,61.4,16.2,427866.5,23297.83333,404568.6667,5.458333333,Apr,2014,http://www.bizjournals.com/albuquerque/news/2014/04/30/uber-follows-lyft-to-albuquerque.html,1
,"Albuquerque, NM Metro Area",Rail,2018,10740,,771433,1300214,771433,1300214,#VALUE!,2005230,2.604431476,741318,314851,657890843,648969769,741318,314851,657890843,648969769,887077,374404,24079529497,24041559464,100,100,100,100,83.57,84.09,2.73,2.7,350802,18069,126860,130823,52250,22800,0,0,0,0,315229,43282,3766,23.7,50858,68348,34.4,42.6,23,912302,513157,311762,12444,27539,23979,32663,33497,899962,14.1,8.2,77.7,22,61.2,16.8,429683,20970.91666,408712.0834,4.883333333,,,,
24120,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Rail,2005,24120,12060,139325538,42332594,138712505.6,42146330.59,,42744908,0.613597602,8990804,3708948,13751896366,13565712334,9030838,3723864,13889888028,13702857970,10537720,4330990,43931546544,43193442608,199.12,199.2,198.02,198,170.64,171.28,62.6,62.82,1781766,105885,564992,735712,272662,102515,190565,322669,14125,2.303166667,1878050,254184,78728,31.1,54066,71246,31.1,48.6,20.3,4828838,2273993,1876070,66016,28972,24165,35408,31839,4814339,11.4,7.5,81.1,26.8,65.8,7.4,,,,,,,,0
24120,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Rail,2006,24120,12060,148034650,44971342,147383297.5,44773468.1,,46073187,0.622464903,8990804,3708948,13751896366,13565712334,9030838,3723864,13889888028,13702857970,10537720,4330990,43931546544,43193442608,199.12,199.2,198.02,198,170.64,171.28,62.6,62.82,1826990,114656,596538,742109,265345,108342,192015.6,330444,14433,2.58525,1913445,279987,90787,31.2,55552,73270,30,47.9,22.1,5134871,2414213,2002326,53035,27783,23662,34680,31150,5038317,11.9,7.7,80.5,26.6,65.4,8,,,,,,,,0
24120,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Rail,2007,24120,12060,163006820,44468976,162289590,44273312.51,,50462915,0.619150966,8990804,3708948,13751896366,13565712334,9030838,3723864,13889888028,13702857970,10537720,4330990,43931546544,43193442608,199.12,199.2,198.02,198,170.64,171.28,62.6,62.82,1867083,107527,610212,757142,280635,111567,193466.2,321524,15225,2.794416667,1978834,264922,83672,30.7,57189,77424,28,48.3,23.7,5271550,2502670,2042749,54775,29543,25213,36075,34588,5189694,11.2,8.2,80.6,27,64.9,8.1,,,,,,,,0
24120,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Rail,2008,24120,12060,172059922,48261628,171302858.3,48049276.84,,49242449,0.572387206,8990804,3708948,13751896366,13565712334,9030838,3723864,13889888028,13702857970,10537720,4330990,43931546544,43193442608,199.12,199.2,198.02,198,170.64,171.28,62.6,62.82,1891993,110893,633563,746794,288238,112505,194916.8,300778,13835,3.30325,2018955,299215,94372,30.4,60682,80494,27.4,46.8,25.8,5368070,2539350,2051757,66078,30403,25545,37098,35079,5276058,11.7,8.1,80.2,26.8,64.8,8.4,,,,,,,,0
24120,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Rail,2009,24120,12060,158266204,47210268,157569832.7,47002542.82,,50298714,0.635621664,8990804,3708948,13751896366,13565712334,9030838,3723864,13889888028,13702857970,10537720,4330990,43931546544,43193442608,199.12,199.2,198.02,198,170.64,171.28,62.6,62.82,1885202,115134,632695,755542,271693,110138,196367.4,293446,13160,2.356333333,1946431,265885,92326,30.1,55464,75127,30.7,46.4,22.9,5476664,2598455,2097976,66900,28087,23377,35096,33807,5385934,13.4,8.9,77.7,26.9,64.6,8.5,,,,,,,,0
24120,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Rail,2010,24120,12060,153861512,41396038,153184521.3,41213895.43,,58775169,0.764000928,8990804,3708948,13751896366,13565712334,9030838,3723864,13889888028,13702857970,10537720,4330990,43931546544,43193442608,199.12,199.2,198.02,198,170.64,171.28,62.6,62.82,1879479,115360,640686,753110,272652,97671,197818,311947,13235,2.7855,1837800,243241,80239,30.3,53182,71714,32.8,45,22.2,5288302,2476264,2025656,69948,26840,22756,33842,28066,5201804,,,,26.5,64.6,8.9,,,,,,,,0
24120,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Rail,2011,24120,12060,148472422,35169096,147819143.3,35014351.98,,63563207,0.856229139,8990804,3708948,13751896366,13565712334,9030838,3723864,13889888028,13702857970,10537720,4330990,43931546544,43193442608,199.12,199.2,198.02,198,170.64,171.28,62.6,62.82,1896087,116924,665038,757923,258853,97349,199268.6,301256,14304,3.534416667,1871616,247817,73817,30.6,52639,73024,33.2,44.5,22.3,5365726,2577507,1995549,81485,26813,22597,32877,31285,5276415,,,,26.2,64.6,9.2,,,,,,,,0
24120,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Rail,2012,24120,12060,141012752,35586150,140392295.9,35429570.94,,70440991,0.999072637,8990804,3708948,13751896366,13565712334,9030838,3723864,13889888028,13702857970,10537720,4330990,43931546544,43193442608,199.12,199.2,198.02,198,170.64,171.28,62.6,62.82,1923727,119066,669275,762151,272029,101206,200719.2,305842,13794,3.623166667,1904421,257471,71132,30,54628,75475,32.2,44,23.8,5442113,2581237,2064678,76770,27785,23472,35200,31098,5352236,,,,25.9,64.2,9.9,,,,,,,,0
24120,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Rail,2013,24120,12060,139810772,35768830,139195604.6,35611447.15,,75606822,1.081559324,8990804,3708948,13751896366,13565712334,9030838,3723864,13889888028,13702857970,10537720,4330990,43931546544,43193442608,199.12,199.2,198.02,198,170.64,171.28,62.6,62.82,1951367,121208,673512,766379,285205,105063,202169.8,306235,13698,3.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
24120,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Rail,2014,24120,12060,143025176,40748166,142395865.2,40568874.07,,74914218,1.04756687,8990804,3708948,13751896366,13565712334,9030838,3723864,13889888028,13702857970,10537720,4330990,43931546544,43193442608,199.12,199.2,198.02,198,170.64,171.28,62.6,62.82,1979007,123350,677749,770607,298381,108920,203620.4,311449,14097,3.407083333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
24120,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Rail,2015,24120,12060,145821308,44496714,145179694.2,44300928.46,,78182100,1.072300078,8990804,3708948,13751896366,13565712334,9030838,3723864,13889888028,13702857970,10537720,4330990,43931546544,43193442608,199.12,199.2,198.02,198,170.64,171.28,62.6,62.82,2006647,125492,681986,774835,311557,112777,205071,331620,15066,2.41425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
24120,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Rail,2016,24120,,138099472,44700756,137491834.3,44504072.67,,75900115,1.099209344,8990804,3708948,13751896366,13565712334,9030838,3723864,13889888028,13702857970,10537720,4330990,43931546544,43193442608,199.12,199.2,198.02,198,170.64,171.28,62.6,62.82,2034287,127634,686223,779063,324733,116634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
24120,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Rail,2017,24120,,135680668,44860530,135083673.1,44663143.67,,76573624,1.128733004,8990804,3708948,13751896366,13565712334,9030838,3723864,13889888028,13702857970,10537720,4330990,43931546544,43193442608,199.12,199.2,198.02,198,170.64,171.28,62.6,62.82,2061927,129776,690460,783291,337909,120491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,"Atlanta-Sandy Springs-Marietta, GA Metro Area",Rail,2018,24120,,133261864,45020304,132675511.9,44822214.67,,77247133,1.158256664,8990804,3708948,13751896366,13565712334,9030838,3723864,13889888028,13702857970,10537720,4330990,43931546544,43193442608,199.12,199.2,198.02,198,170.64,171.28,62.6,62.82,2089567,131918,694697,787519,351085,124348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
12420,"Austin-Round Rock-San Marcos, TX Metro Area",Rail,2005,12420,12420,0,0,0,0,,0,0,1362416,566966,1366592617,1354651025,1362416,566966,1366592617,1354651025,1716289,706505,11085352384,10929465393,100,100,100,100,79.38,80.25,12.33,12.39,2117207,134060,698934,791747,364261,128205,330750.5,365966,24890,2.23175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
12420,"Austin-Round Rock-San Marcos, TX Metro Area",Rail,2006,12420,12420,0,0,0,0,,0,0,1362416,566966,1366592617,1354651025,1362416,566966,1366592617,1354651025,1716289,706505,11085352384,10929465393,100,100,100,100,79.38,80.25,12.33,12.39,2144847,136202,703171,795975,377437,132062,332516.8,386380,25366,2.520666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
12420,"Austin-Round Rock-San Marcos, TX Metro Area",Rail,2007,12420,12420,0,0,0,0,,0,0,1362416,566966,1366592617,1354651025,1362416,566966,1366592617,1354651025,1716289,706505,11085352384,10929465393,100,100,100,100,79.38,80.25,12.33,12.39,2172487,138344,707408,800203,390613,135919,334283.1,389434,25635,2.719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
12420,"Austin-Round Rock-San Marcos, TX Metro Area",Rail,2008,12420,12420,0,0,0,0,,0,0,1362416,566966,1366592617,1354651025,1362416,566966,1366592617,1354651025,1716289,706505,11085352384,10929465393,100,100,100,100,79.38,80.25,12.33,12.39,2200127,140486,711645,804431,403789,139776,336049.4,400451,26229,3.193333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
12420,"Austin-Round Rock-San Marcos, TX Metro Area",Rail,2009,12420,12420,0,0,0,0,,0,0,1362416,566966,1366592617,1354651025,1362416,566966,1366592617,1354651025,1716289,706505,11085352384,10929465393,100,100,100,100,79.38,80.25,12.33,12.39,2227767,142628,715882,808659,416965,143633,337815.7,399654,24651,2.270333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
12420,"Austin-Round Rock-San Marcos, TX Metro Area",Rail,2010,12420,12420,174231,92051,174231,92051,,31431,0.180398437,1362416,566966,1366592617,1354651025,1362416,566966,1366592617,1354651025,1716289,706505,11085352384,10929465393,100,100,100,100,79.38,80.25,12.33,12.39,647500,35197,228778,276733,78001,28791,339582,430896,25866,2.700416667,640749,88776,19488,25,55744,74348,30.8,45.8,23.4,1728307,980284,479010,22339,28932,26754,37355,35921,1688580,,,,25.3,66.7,8,,,,,,,,0
12420,"Austin-Round Rock-San Marcos, TX Metro Area",Rail,2011,12420,12420,469328,196967,469328,196967,,0,0,1362416,566966,1366592617,1354651025,1362416,566966,1366592617,1354651025,1716289,706505,11085352384,10929465393,100,100,100,100,79.38,80.25,12.33,12.39,663866,34366,242680,275829,84612,26379,341348.3,444861,27324,3.42275,654407,97357,21589,25.8,56783,78506,29.9,45.2,24.9,1783519,988594,499210,29187,29781,28505,37494,34381,1746227,,,,25.1,66.6,8.3,,,,,,,,0
12420,"Austin-Round Rock-San Marcos, TX Metro Area",Rail,2012,12420,12420,0,0,0,0,,0,0,1362416,566966,1366592617,1354651025,1362416,566966,1366592617,1354651025,1716289,706505,11085352384,10929465393,100,100,100,100,79.38,80.25,12.33,12.39,665027,31428,233655,291800,81649,26495,343114.6,399863,28285,3.485666667,692686,100233,21104,25.5,59433,80411,28.9,44.5,26.6,1834303,1028629,516309,24944,30070,28150,37161,32664,1795080,,,,24.9,66.3,8.8,,,,,,,,0
12420,"Austin-Round Rock-San Marcos, TX Metro Area",Rail,2013,12420,12420,0,0,0,0,,0,0,1362416,566966,1366592617,1354651025,1362416,566966,1366592617,1354651025,1716289,706505,11085352384,10929465393,100,100,100,100,79.38,80.25,12.33,12.39,666188,28490,224630,307771,78686,26611,344880.9,415461,28047,3.374166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
12420,"Austin-Round Rock-San Marcos, TX Metro Area",Rail,2014,12420,12420,0,0,0,0,,0,0,1362416,566966,1366592617,1354651025,1362416,566966,1366592617,1354651025,1716289,706505,11085352384,10929465393,100,100,100,100,79.38,80.25,12.33,12.39,667349,25552,215605,323742,75723,26727,346647.2,415549,28578,3.223166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
12420,"Austin-Round Rock-San Marcos, TX Metro Area",Rail,2015,12420,12420,0,0,0,0,,0,0,1362416,566966,1366592617,1354651025,1362416,566966,1366592617,1354651025,1716289,706505,11085352384,10929465393,100,100,100,100,79.38,80.25,12.33,12.39,668510,22614,206580,339713,72760,26843,348413.5,443646,30770,2.250083333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
12420,"Austin-Round Rock-San Marcos, TX Metro Area",Rail,2016,12420,,0,0,0,0,,0,0,1362416,566966,1366592617,1354651025,1362416,566966,1366592617,1354651025,1716289,706505,11085352384,10929465393,100,100,100,100,79.38,80.25,12.33,12.39,669671,19676,197555,355684,69797,26959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
12420,"Austin-Round Rock-San Marcos, TX Metro Area",Rail,2017,12420,,0,0,0,0,,0,0,1362416,566966,1366592617,1354651025,1362416,566966,1366592617,1354651025,1716289,706505,11085352384,10929465393,100,100,100,100,79.38,80.25,12.33,12.39,670832,16738,188530,371655,66834,27075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,"Austin-Round Rock-San Marcos, TX Metro Area",Rail,2018,12420,,0,0,0,0,,0,0,1362416,566966,1366592617,1354651025,1362416,566966,1366592617,1354651025,1716289,706505,11085352384,10929465393,100,100,100,100,79.38,80.25,12.33,12.39,671993,13800,179505,387626,63871,27191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
12580,"Baltimore-Towson, MD Metro Area",Rail,2005,12580,12580,25318089,6700794,24649691.45,6523893.038,,46189234,1.824357044,2145452,914822,1880134054,1814993878,2203663,939420,1922732374,1857113332,2710489,1132251,8041974873,6737801281,97.36,97.38,97.78,97.73,79.15,80.8,23.38,26.94,1002709,116542,330915,362000,137232,56020,665048,381187,39568,2.35025,960571,126526,76134,29,57447,74007,30.3,45.7,24,2583923,1601493,770583,27408,30296,26374,37579,37113,2572456,9.5,6.5,84,25.3,62.9,11.8,,,,,,,,0
12580,"Baltimore-Towson, MD Metro Area",Rail,2006,12580,12580,24751494,7254795,24098054.56,7063268.412,,46893270,1.894563213,2145452,914822,1880134054,1814993878,2203663,939420,1922732374,1857113332,2710489,1132251,8041974873,6737801281,97.36,97.38,97.78,97.73,79.15,80.8,23.38,26.94,1003904,118984,321676,364424,142122,56698,664998.6,388894,40527,2.676166667,993216,123005,84141,28.9,61010,78402,27.6,46.4,26,2658405,1641094,786948,30014,30632,26989,37726,29210,2587537,9,5.7,85.3,24,64,12,,,,,,,,0
12580,"Baltimore-Towson, MD Metro Area",Rail,2007,12580,12580,28632582,3578032,27876681.84,3483571.955,,49904006,1.742909738,2145452,914822,1880134054,1814993878,2203663,939420,1922732374,1857113332,2710489,1132251,8041974873,6737801281,97.36,97.38,97.78,97.73,79.15,80.8,23.38,26.94,995655,107109,321304,366454,142160,58628,664949.2,390756,39358,2.85625,982954,125270,78995,29,63699,83308,26.9,44.6,28.5,2668056,1651876,778742,27975,31682,27964,39684,40038,2595738,9.3,6.1,84.6,23.9,63.8,12.3,,,,,,,,0
12580,"Baltimore-Towson, MD Metro Area",Rail,2008,12580,12580,29982896,3589956,29191347.55,3495181.162,,51787154,1.727223214,2145452,914822,1880134054,1814993878,2203663,939420,1922732374,1857113332,2710489,1132251,8041974873,6737801281,97.36,97.38,97.78,97.73,79.15,80.8,23.38,26.94,1005383,109265,325202,368924,140804,61188,664899.8,393193,38358,3.354416667,1023932,136169,88486,29.6,66122,85162,25.3,45.1,29.6,2667117,1647344,776717,34053,32371,29321,40838,38110,2603747,9.2,5.7,85.1,23.5,64.1,12.4,,,,,,,,0
12580,"Baltimore-Towson, MD Metro Area",Rail,2009,12580,12580,30303689,3690224,29503671.61,3592802.086,,53458449,1.764090471,2145452,914822,1880134054,1814993878,2203663,939420,1922732374,1857113332,2710489,1132251,8041974873,6737801281,97.36,97.38,97.78,97.73,79.15,80.8,23.38,26.94,1005051,116257,331834,356673,138545,61742,664850.4,369805,35106,2.427916667,1014987,121187,82119,29.7,65392,85431,26.5,43.4,30.1,2690886,1641682,795090,31436,32208,28417,41133,39531,2627713,10.3,6,83.8,23.1,64.4,12.5,,,,,,,,0
12580,"Baltimore-Towson, MD Metro Area",Rail,2010,12580,12580,30299484,13328377,29499577.62,12976507.85,,58124332,1.918327454,2145452,914822,1880134054,1814993878,2203663,939420,1922732374,1857113332,2710489,1132251,8041974873,6737801281,97.36,97.38,97.78,97.73,79.15,80.8,23.38,26.94,1022553,117259,340730,371967,136684,55913,664801,394508,35464,2.857583333,1003952,125812,78495,30,64812,84348,26.4,43.3,30.3,2714183,1641073,785614,36236,32441,29004,42442,42810,2647307,,,,22.9,64.4,12.7,,,,,,,,0
