CBSA,Mode,Year,MNAME_x,POP_CENSUSTRACT
17780,Bus,2012,"College Station-Bryan, TX Metro Area",61597
17780,Bus,2013,"College Station-Bryan, TX Metro Area",63028
17780,Bus,2014,"College Station-Bryan, TX Metro Area",63075
17780,Bus,2015,"College Station-Bryan, TX Metro Area",63798
17780,Bus,2016,"College Station-Bryan, TX Metro Area",64787
17780,Bus,2017,"College Station-Bryan, TX Metro Area",65978
17780,Bus,2018,"College Station-Bryan, TX Metro Area",67118.5
17820,Bus,2002,"Colorado Springs, CO Metro Area",156898
17820,Bus,2003,"Colorado Springs, CO Metro Area",152094
17820,Bus,2004,"Colorado Springs, CO Metro Area",147290
17820,Bus,2005,"Colorado Springs, CO Metro Area",142486
17820,Bus,2006,"Colorado Springs, CO Metro Area",137682
17820,Bus,2007,"Colorado Springs, CO Metro Area",132878
17820,Bus,2008,"Colorado Springs, CO Metro Area",128074
17820,Bus,2009,"Colorado Springs, CO Metro Area",123270
17820,Bus,2010,"Colorado Springs, CO Metro Area",118466
17820,Bus,2011,"Colorado Springs, CO Metro Area",113662
17820,Bus,2012,"Colorado Springs, CO Metro Area",115998
17820,Bus,2013,"Colorado Springs, CO Metro Area",118841
17820,Bus,2014,"Colorado Springs, CO Metro Area",121630
17820,Bus,2015,"Colorado Springs, CO Metro Area",123939
17820,Bus,2016,"Colorado Springs, CO Metro Area",124044
17820,Bus,2017,"Colorado Springs, CO Metro Area",122208
17820,Bus,2018,"Colorado Springs, CO Metro Area",120857.25
17860,Bus,2002,"Columbia, MO Metro Area",4111
17860,Bus,2003,"Columbia, MO Metro Area",5773
17860,Bus,2004,"Columbia, MO Metro Area",7435
17860,Bus,2005,"Columbia, MO Metro Area",9097
17860,Bus,2006,"Columbia, MO Metro Area",10759
17860,Bus,2007,"Columbia, MO Metro Area",12421
17860,Bus,2008,"Columbia, MO Metro Area",14083
17860,Bus,2009,"Columbia, MO Metro Area",15745
17860,Bus,2010,"Columbia, MO Metro Area",17407
17860,Bus,2011,"Columbia, MO Metro Area",19069
17860,Bus,2012,"Columbia, MO Metro Area",18817
17860,Bus,2013,"Columbia, MO Metro Area",18234
17860,Bus,2014,"Columbia, MO Metro Area",18478
17860,Bus,2015,"Columbia, MO Metro Area",18370
17860,Bus,2016,"Columbia, MO Metro Area",18780
17860,Bus,2017,"Columbia, MO Metro Area",18895
17860,Bus,2018,"Columbia, MO Metro Area",19083.75
17900,Bus,2004,"Columbia, SC Metro Area",32487
17900,Bus,2005,"Columbia, SC Metro Area",33674
17900,Bus,2006,"Columbia, SC Metro Area",34861
17900,Bus,2007,"Columbia, SC Metro Area",36048
17900,Bus,2008,"Columbia, SC Metro Area",37235
17900,Bus,2009,"Columbia, SC Metro Area",38422
17900,Bus,2010,"Columbia, SC Metro Area",39609
17900,Bus,2011,"Columbia, SC Metro Area",40796
17900,Bus,2012,"Columbia, SC Metro Area",41558
17900,Bus,2013,"Columbia, SC Metro Area",41032
17900,Bus,2014,"Columbia, SC Metro Area",40542
17900,Bus,2015,"Columbia, SC Metro Area",40857
17900,Bus,2016,"Columbia, SC Metro Area",40776
17900,Bus,2017,"Columbia, SC Metro Area",39608
17900,Bus,2018,"Columbia, SC Metro Area",38711.75
18140,Bus,2002,"Columbus, OH Metro Area",462311
18140,Bus,2003,"Columbus, OH Metro Area",457328
18140,Bus,2004,"Columbus, OH Metro Area",452345
18140,Bus,2005,"Columbus, OH Metro Area",447362
18140,Bus,2006,"Columbus, OH Metro Area",442379
18140,Bus,2007,"Columbus, OH Metro Area",437396
18140,Bus,2008,"Columbus, OH Metro Area",432413
18140,Bus,2009,"Columbus, OH Metro Area",427430
18140,Bus,2010,"Columbus, OH Metro Area",422447
18140,Bus,2011,"Columbus, OH Metro Area",417464
18140,Bus,2012,"Columbus, OH Metro Area",419383
18140,Bus,2013,"Columbus, OH Metro Area",424655
18140,Bus,2014,"Columbus, OH Metro Area",430797
18140,Bus,2015,"Columbus, OH Metro Area",435865
18140,Bus,2016,"Columbus, OH Metro Area",442760
18140,Bus,2017,"Columbus, OH Metro Area",451725
18140,Bus,2018,"Columbus, OH Metro Area",460172.5
18580,Bus,2002,"Corpus Christi, TX Metro Area",162436
18580,Bus,2003,"Corpus Christi, TX Metro Area",158964
18580,Bus,2004,"Corpus Christi, TX Metro Area",155492
18580,Bus,2005,"Corpus Christi, TX Metro Area",152020
18580,Bus,2006,"Corpus Christi, TX Metro Area",148548
18580,Bus,2007,"Corpus Christi, TX Metro Area",145076
18580,Bus,2008,"Corpus Christi, TX Metro Area",141604
18580,Bus,2009,"Corpus Christi, TX Metro Area",138132
18580,Bus,2010,"Corpus Christi, TX Metro Area",134660
18580,Bus,2011,"Corpus Christi, TX Metro Area",131188
18580,Bus,2012,"Corpus Christi, TX Metro Area",130962
18580,Bus,2013,"Corpus Christi, TX Metro Area",131733
18580,Bus,2014,"Corpus Christi, TX Metro Area",135032
18580,Bus,2015,"Corpus Christi, TX Metro Area",137834
18580,Bus,2016,"Corpus Christi, TX Metro Area",138520
18580,Bus,2017,"Corpus Christi, TX Metro Area",139674
18580,Bus,2018,"Corpus Christi, TX Metro Area",140711
18700,Bus,2010,"Corvallis, OR Metro Area",21205
18700,Bus,2011,"Corvallis, OR Metro Area",20844
18700,Bus,2012,"Corvallis, OR Metro Area",20784
18700,Bus,2013,"Corvallis, OR Metro Area",20731
18700,Bus,2014,"Corvallis, OR Metro Area",20842
18700,Bus,2015,"Corvallis, OR Metro Area",20652
18700,Bus,2016,"Corvallis, OR Metro Area",21849
18700,Bus,2017,"Corvallis, OR Metro Area",22188
18700,Bus,2018,"Corvallis, OR Metro Area",22741.5
23020,Bus,2002,"Crestview-Fort Walton Beach-Destin, FL Metro Area",
23020,Bus,2003,"Crestview-Fort Walton Beach-Destin, FL Metro Area",
23020,Bus,2004,"Crestview-Fort Walton Beach-Destin, FL Metro Area",
18880,Bus,2005,"Crestview-Fort Walton Beach-Destin, FL Metro Area",
18880,Bus,2006,"Crestview-Fort Walton Beach-Destin, FL Metro Area",
18880,Bus,2007,"Crestview-Fort Walton Beach-Destin, FL Metro Area",
18880,Bus,2008,"Crestview-Fort Walton Beach-Destin, FL Metro Area",
18880,Bus,2009,"Crestview-Fort Walton Beach-Destin, FL Metro Area",
18880,Bus,2010,"Crestview-Fort Walton Beach-Destin, FL Metro Area",11994
18880,Bus,2011,"Crestview-Fort Walton Beach-Destin, FL Metro Area",12673
18880,Bus,2012,"Crestview-Fort Walton Beach-Destin, FL Metro Area",12468
18880,Bus,2013,"Crestview-Fort Walton Beach-Destin, FL Metro Area",12058
18880,Bus,2014,"Crestview-Fort Walton Beach-Destin, FL Metro Area",11998
18880,Bus,2015,"Crestview-Fort Walton Beach-Destin, FL Metro Area",12401
18880,Bus,2016,"Crestview-Fort Walton Beach-Destin, FL Metro Area",12307
18880,Bus,2017,"Crestview-Fort Walton Beach-Destin, FL Metro Area",12334
18880,Bus,2018,"Crestview-Fort Walton Beach-Destin, FL Metro Area",12330.75
19100,Bus,2002,"Dallas-Fort Worth-Arlington, TX Metro Area",1744064
19100,Bus,2003,"Dallas-Fort Worth-Arlington, TX Metro Area",1740854
19100,Bus,2004,"Dallas-Fort Worth-Arlington, TX Metro Area",1737644
19100,Bus,2005,"Dallas-Fort Worth-Arlington, TX Metro Area",1734434
19100,Bus,2006,"Dallas-Fort Worth-Arlington, TX Metro Area",1731224
19100,Bus,2007,"Dallas-Fort Worth-Arlington, TX Metro Area",1728014
19100,Bus,2008,"Dallas-Fort Worth-Arlington, TX Metro Area",1724804
19100,Bus,2009,"Dallas-Fort Worth-Arlington, TX Metro Area",1721594
19100,Bus,2010,"Dallas-Fort Worth-Arlington, TX Metro Area",1718384
19100,Bus,2011,"Dallas-Fort Worth-Arlington, TX Metro Area",1715174
19100,Bus,2012,"Dallas-Fort Worth-Arlington, TX Metro Area",1738826
19100,Bus,2013,"Dallas-Fort Worth-Arlington, TX Metro Area",1763590
19100,Bus,2014,"Dallas-Fort Worth-Arlington, TX Metro Area",1785174
19100,Bus,2015,"Dallas-Fort Worth-Arlington, TX Metro Area",1810326
19100,Bus,2016,"Dallas-Fort Worth-Arlington, TX Metro Area",1826688
19100,Bus,2017,"Dallas-Fort Worth-Arlington, TX Metro Area",1850999
19100,Bus,2018,"Dallas-Fort Worth-Arlington, TX Metro Area",1873322.75
19100,Rail,2002,"Dallas-Fort Worth-Arlington, TX Metro Area",1744064
19100,Rail,2003,"Dallas-Fort Worth-Arlington, TX Metro Area",1740854
19100,Rail,2004,"Dallas-Fort Worth-Arlington, TX Metro Area",1737644
19100,Rail,2005,"Dallas-Fort Worth-Arlington, TX Metro Area",1734434
19100,Rail,2006,"Dallas-Fort Worth-Arlington, TX Metro Area",1731224
19100,Rail,2007,"Dallas-Fort Worth-Arlington, TX Metro Area",1728014
19100,Rail,2008,"Dallas-Fort Worth-Arlington, TX Metro Area",1724804
19100,Rail,2009,"Dallas-Fort Worth-Arlington, TX Metro Area",1721594
19100,Rail,2010,"Dallas-Fort Worth-Arlington, TX Metro Area",1718384
19100,Rail,2011,"Dallas-Fort Worth-Arlington, TX Metro Area",1715174
19100,Rail,2012,"Dallas-Fort Worth-Arlington, TX Metro Area",1738826
19100,Rail,2013,"Dallas-Fort Worth-Arlington, TX Metro Area",1763590
19100,Rail,2014,"Dallas-Fort Worth-Arlington, TX Metro Area",1785174
19100,Rail,2015,"Dallas-Fort Worth-Arlington, TX Metro Area",1810326
19100,Rail,2016,"Dallas-Fort Worth-Arlington, TX Metro Area",1826688
19100,Rail,2017,"Dallas-Fort Worth-Arlington, TX Metro Area",1850999
19100,Rail,2018,"Dallas-Fort Worth-Arlington, TX Metro Area",1873322.75
19340,Bus,2002,"Davenport-Moline-Rock Island, IA-IL Metro Area",48692
19340,Bus,2003,"Davenport-Moline-Rock Island, IA-IL Metro Area",48317
19340,Bus,2004,"Davenport-Moline-Rock Island, IA-IL Metro Area",47942
19340,Bus,2005,"Davenport-Moline-Rock Island, IA-IL Metro Area",47567
19340,Bus,2006,"Davenport-Moline-Rock Island, IA-IL Metro Area",47192
19340,Bus,2007,"Davenport-Moline-Rock Island, IA-IL Metro Area",46817
19340,Bus,2008,"Davenport-Moline-Rock Island, IA-IL Metro Area",46442
19340,Bus,2009,"Davenport-Moline-Rock Island, IA-IL Metro Area",46067
19340,Bus,2010,"Davenport-Moline-Rock Island, IA-IL Metro Area",45692
19340,Bus,2011,"Davenport-Moline-Rock Island, IA-IL Metro Area",45317
19340,Bus,2012,"Davenport-Moline-Rock Island, IA-IL Metro Area",45669
19340,Bus,2013,"Davenport-Moline-Rock Island, IA-IL Metro Area",46775
19340,Bus,2014,"Davenport-Moline-Rock Island, IA-IL Metro Area",46560
19340,Bus,2015,"Davenport-Moline-Rock Island, IA-IL Metro Area",46645
19340,Bus,2016,"Davenport-Moline-Rock Island, IA-IL Metro Area",46556
19340,Bus,2017,"Davenport-Moline-Rock Island, IA-IL Metro Area",46386
19340,Bus,2018,"Davenport-Moline-Rock Island, IA-IL Metro Area",46236.25
19380,Bus,2002,"Dayton, OH Metro Area",
19380,Bus,2003,"Dayton, OH Metro Area",
19380,Bus,2004,"Dayton, OH Metro Area",
19380,Bus,2005,"Dayton, OH Metro Area",
19380,Bus,2006,"Dayton, OH Metro Area",
19380,Bus,2007,"Dayton, OH Metro Area",
19380,Bus,2008,"Dayton, OH Metro Area",
19380,Bus,2009,"Dayton, OH Metro Area",
19380,Bus,2010,"Dayton, OH Metro Area",
19380,Bus,2011,"Dayton, OH Metro Area",
19380,Bus,2012,"Dayton, OH Metro Area",
19380,Bus,2013,"Dayton, OH Metro Area",
19380,Bus,2014,"Dayton, OH Metro Area",
19380,Bus,2015,"Dayton, OH Metro Area",
19380,Bus,2016,"Dayton, OH Metro Area",
19380,Bus,2017,"Dayton, OH Metro Area",
19380,Bus,2018,"Dayton, OH Metro Area",
19500,Bus,2002,"Decatur, IL Metro Area",26616
19500,Bus,2003,"Decatur, IL Metro Area",25095
19500,Bus,2004,"Decatur, IL Metro Area",23574
19500,Bus,2005,"Decatur, IL Metro Area",22053
19500,Bus,2006,"Decatur, IL Metro Area",20532
19500,Bus,2007,"Decatur, IL Metro Area",19011
19500,Bus,2008,"Decatur, IL Metro Area",17490
19500,Bus,2009,"Decatur, IL Metro Area",15969
19500,Bus,2010,"Decatur, IL Metro Area",14448
19500,Bus,2011,"Decatur, IL Metro Area",12927
19500,Bus,2012,"Decatur, IL Metro Area",12842
19500,Bus,2013,"Decatur, IL Metro Area",12664
19500,Bus,2014,"Decatur, IL Metro Area",12354
19500,Bus,2015,"Decatur, IL Metro Area",12217
19500,Bus,2016,"Decatur, IL Metro Area",12822
19500,Bus,2017,"Decatur, IL Metro Area",12699
19500,Bus,2018,"Decatur, IL Metro Area",12758
19660,Bus,2002,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",9159
19660,Bus,2003,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",9329
19660,Bus,2004,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",9499
19660,Bus,2005,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",9669
19660,Bus,2006,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",9839
19660,Bus,2007,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",10009
19660,Bus,2008,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",10179
19660,Bus,2009,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",10349
19660,Bus,2010,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",10519
19660,Bus,2011,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",10689
19660,Bus,2012,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",10474
19660,Bus,2013,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",9890
19660,Bus,2014,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",10131
19660,Bus,2015,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",10105
19660,Bus,2016,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",10076
19660,Bus,2017,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",10108
19660,Bus,2018,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",10124.75
19740,Bus,2002,"Denver-Aurora-Broomfield, CO Metro Area",1227166
19740,Bus,2003,"Denver-Aurora-Broomfield, CO Metro Area",1211341
19740,Bus,2004,"Denver-Aurora-Broomfield, CO Metro Area",1195516
19740,Bus,2005,"Denver-Aurora-Broomfield, CO Metro Area",1179691
19740,Bus,2006,"Denver-Aurora-Broomfield, CO Metro Area",1163866
19740,Bus,2007,"Denver-Aurora-Broomfield, CO Metro Area",1148041
19740,Bus,2008,"Denver-Aurora-Broomfield, CO Metro Area",1132216
19740,Bus,2009,"Denver-Aurora-Broomfield, CO Metro Area",1116391
19740,Bus,2010,"Denver-Aurora-Broomfield, CO Metro Area",1100566
19740,Bus,2011,"Denver-Aurora-Broomfield, CO Metro Area",1084741
19740,Bus,2012,"Denver-Aurora-Broomfield, CO Metro Area",1106683
19740,Bus,2013,"Denver-Aurora-Broomfield, CO Metro Area",1127442
19740,Bus,2014,"Denver-Aurora-Broomfield, CO Metro Area",1151533
19740,Bus,2015,"Denver-Aurora-Broomfield, CO Metro Area",1171726
19740,Bus,2016,"Denver-Aurora-Broomfield, CO Metro Area",1186420
19740,Bus,2017,"Denver-Aurora-Broomfield, CO Metro Area",1203371
19740,Bus,2018,"Denver-Aurora-Broomfield, CO Metro Area",1219757.75
19740,Rail,2002,"Denver-Aurora-Broomfield, CO Metro Area",1227166
19740,Rail,2003,"Denver-Aurora-Broomfield, CO Metro Area",1211341
19740,Rail,2004,"Denver-Aurora-Broomfield, CO Metro Area",1195516
19740,Rail,2005,"Denver-Aurora-Broomfield, CO Metro Area",1179691
19740,Rail,2006,"Denver-Aurora-Broomfield, CO Metro Area",1163866
19740,Rail,2007,"Denver-Aurora-Broomfield, CO Metro Area",1148041
19740,Rail,2008,"Denver-Aurora-Broomfield, CO Metro Area",1132216
19740,Rail,2009,"Denver-Aurora-Broomfield, CO Metro Area",1116391
19740,Rail,2010,"Denver-Aurora-Broomfield, CO Metro Area",1100566
19740,Rail,2011,"Denver-Aurora-Broomfield, CO Metro Area",1084741
19740,Rail,2012,"Denver-Aurora-Broomfield, CO Metro Area",1106683
19740,Rail,2013,"Denver-Aurora-Broomfield, CO Metro Area",1127442
19740,Rail,2014,"Denver-Aurora-Broomfield, CO Metro Area",1151533
19740,Rail,2015,"Denver-Aurora-Broomfield, CO Metro Area",1171726
19740,Rail,2016,"Denver-Aurora-Broomfield, CO Metro Area",1186420
19740,Rail,2017,"Denver-Aurora-Broomfield, CO Metro Area",1203371
19740,Rail,2018,"Denver-Aurora-Broomfield, CO Metro Area",1219757.75
19780,Bus,2002,"Des Moines-West Des Moines, IA Metro Area",84410
19780,Bus,2003,"Des Moines-West Des Moines, IA Metro Area",83351
19780,Bus,2004,"Des Moines-West Des Moines, IA Metro Area",82292
19780,Bus,2005,"Des Moines-West Des Moines, IA Metro Area",81233
19780,Bus,2006,"Des Moines-West Des Moines, IA Metro Area",80174
19780,Bus,2007,"Des Moines-West Des Moines, IA Metro Area",79115
19780,Bus,2008,"Des Moines-West Des Moines, IA Metro Area",78056
19780,Bus,2009,"Des Moines-West Des Moines, IA Metro Area",76997
19780,Bus,2010,"Des Moines-West Des Moines, IA Metro Area",75938
19780,Bus,2011,"Des Moines-West Des Moines, IA Metro Area",74879
19780,Bus,2012,"Des Moines-West Des Moines, IA Metro Area",75579
19780,Bus,2013,"Des Moines-West Des Moines, IA Metro Area",76496
19780,Bus,2014,"Des Moines-West Des Moines, IA Metro Area",76411
19780,Bus,2015,"Des Moines-West Des Moines, IA Metro Area",77275
19780,Bus,2016,"Des Moines-West Des Moines, IA Metro Area",78413
19780,Bus,2017,"Des Moines-West Des Moines, IA Metro Area",78758
19780,Bus,2018,"Des Moines-West Des Moines, IA Metro Area",79301.25
19820,Bus,2002,"Detroit-Warren-Livonia, MI Metro Area",1079728
19820,Bus,2003,"Detroit-Warren-Livonia, MI Metro Area",1090837
19820,Bus,2004,"Detroit-Warren-Livonia, MI Metro Area",1101946
19820,Bus,2005,"Detroit-Warren-Livonia, MI Metro Area",1113055
19820,Bus,2006,"Detroit-Warren-Livonia, MI Metro Area",1124164
19820,Bus,2007,"Detroit-Warren-Livonia, MI Metro Area",1135273
19820,Bus,2008,"Detroit-Warren-Livonia, MI Metro Area",1146382
19820,Bus,2009,"Detroit-Warren-Livonia, MI Metro Area",1157491
19820,Bus,2010,"Detroit-Warren-Livonia, MI Metro Area",1168600
19820,Bus,2011,"Detroit-Warren-Livonia, MI Metro Area",1179709
19820,Bus,2012,"Detroit-Warren-Livonia, MI Metro Area",1171366
19820,Bus,2013,"Detroit-Warren-Livonia, MI Metro Area",1163419
19820,Bus,2014,"Detroit-Warren-Livonia, MI Metro Area",1159459
19820,Bus,2015,"Detroit-Warren-Livonia, MI Metro Area",1155412
19820,Bus,2016,"Detroit-Warren-Livonia, MI Metro Area",1153858
19820,Bus,2017,"Detroit-Warren-Livonia, MI Metro Area",1153443
19820,Bus,2018,"Detroit-Warren-Livonia, MI Metro Area",1152743.25
19820,Rail,2002,"Detroit-Warren-Livonia, MI Metro Area",1079728
19820,Rail,2003,"Detroit-Warren-Livonia, MI Metro Area",1090837
19820,Rail,2004,"Detroit-Warren-Livonia, MI Metro Area",1101946
19820,Rail,2005,"Detroit-Warren-Livonia, MI Metro Area",1113055
19820,Rail,2006,"Detroit-Warren-Livonia, MI Metro Area",1124164
19820,Rail,2007,"Detroit-Warren-Livonia, MI Metro Area",1135273
19820,Rail,2008,"Detroit-Warren-Livonia, MI Metro Area",1146382
19820,Rail,2009,"Detroit-Warren-Livonia, MI Metro Area",1157491
19820,Rail,2010,"Detroit-Warren-Livonia, MI Metro Area",1168600
19820,Rail,2011,"Detroit-Warren-Livonia, MI Metro Area",1179709
19820,Rail,2012,"Detroit-Warren-Livonia, MI Metro Area",1171366
19820,Rail,2013,"Detroit-Warren-Livonia, MI Metro Area",1163419
19820,Rail,2014,"Detroit-Warren-Livonia, MI Metro Area",1159459
19820,Rail,2015,"Detroit-Warren-Livonia, MI Metro Area",1155412
19820,Rail,2016,"Detroit-Warren-Livonia, MI Metro Area",1153858
19820,Rail,2017,"Detroit-Warren-Livonia, MI Metro Area",1153443
19820,Rail,2018,"Detroit-Warren-Livonia, MI Metro Area",1152743.25
20260,Bus,2004,"Duluth, MN-WI Metro Area",24574
20260,Bus,2005,"Duluth, MN-WI Metro Area",24062
20260,Bus,2006,"Duluth, MN-WI Metro Area",23550
20260,Bus,2007,"Duluth, MN-WI Metro Area",23038
20260,Bus,2008,"Duluth, MN-WI Metro Area",22526
20260,Bus,2009,"Duluth, MN-WI Metro Area",22014
20260,Bus,2010,"Duluth, MN-WI Metro Area",21502
20260,Bus,2011,"Duluth, MN-WI Metro Area",20990
20260,Bus,2012,"Duluth, MN-WI Metro Area",21241
20260,Bus,2013,"Duluth, MN-WI Metro Area",21268
20260,Bus,2014,"Duluth, MN-WI Metro Area",21348
20260,Bus,2015,"Duluth, MN-WI Metro Area",21647
20260,Bus,2016,"Duluth, MN-WI Metro Area",22090
20260,Bus,2017,"Duluth, MN-WI Metro Area",21793
20260,Bus,2018,"Duluth, MN-WI Metro Area",21681
20500,Bus,2002,"Durham-Chapel Hill, NC Metro Area",63725
20500,Bus,2003,"Durham-Chapel Hill, NC Metro Area",61941
20500,Bus,2004,"Durham-Chapel Hill, NC Metro Area",60157
20500,Bus,2005,"Durham-Chapel Hill, NC Metro Area",58373
20500,Bus,2006,"Durham-Chapel Hill, NC Metro Area",56589
20500,Bus,2007,"Durham-Chapel Hill, NC Metro Area",54805
20500,Bus,2008,"Durham-Chapel Hill, NC Metro Area",53021
20500,Bus,2009,"Durham-Chapel Hill, NC Metro Area",51237
20500,Bus,2010,"Durham-Chapel Hill, NC Metro Area",49453
20500,Bus,2011,"Durham-Chapel Hill, NC Metro Area",47669
20500,Bus,2012,"Durham-Chapel Hill, NC Metro Area",48059
20500,Bus,2013,"Durham-Chapel Hill, NC Metro Area",49802
20500,Bus,2014,"Durham-Chapel Hill, NC Metro Area",50532
20500,Bus,2015,"Durham-Chapel Hill, NC Metro Area",50730
20500,Bus,2016,"Durham-Chapel Hill, NC Metro Area",51430
20500,Bus,2017,"Durham-Chapel Hill, NC Metro Area",51725
20500,Bus,2018,"Durham-Chapel Hill, NC Metro Area",52121.25
20740,Bus,2002,"Eau Claire, WI Metro Area",13016
20740,Bus,2003,"Eau Claire, WI Metro Area",12814
20740,Bus,2004,"Eau Claire, WI Metro Area",12612
20740,Bus,2005,"Eau Claire, WI Metro Area",12410
20740,Bus,2006,"Eau Claire, WI Metro Area",12208
20740,Bus,2007,"Eau Claire, WI Metro Area",12006
20740,Bus,2008,"Eau Claire, WI Metro Area",11804
20740,Bus,2009,"Eau Claire, WI Metro Area",11602
20740,Bus,2010,"Eau Claire, WI Metro Area",11400
20740,Bus,2011,"Eau Claire, WI Metro Area",11198
20740,Bus,2012,"Eau Claire, WI Metro Area",11467
20740,Bus,2013,"Eau Claire, WI Metro Area",11422
20740,Bus,2014,"Eau Claire, WI Metro Area",11582
20740,Bus,2015,"Eau Claire, WI Metro Area",11437
20740,Bus,2016,"Eau Claire, WI Metro Area",11503
20740,Bus,2017,"Eau Claire, WI Metro Area",11296
20740,Bus,2018,"Eau Claire, WI Metro Area",11157.25
20940,Bus,2011,"El Centro, CA Metro Area",38072
20940,Bus,2012,"El Centro, CA Metro Area",38801
20940,Bus,2013,"El Centro, CA Metro Area",39830
20940,Bus,2014,"El Centro, CA Metro Area",39902
20940,Bus,2015,"El Centro, CA Metro Area",40424
20940,Bus,2016,"El Centro, CA Metro Area",39883
20940,Bus,2017,"El Centro, CA Metro Area",38822
20940,Bus,2018,"El Centro, CA Metro Area",37891
21340,Bus,2002,"El Paso, TX Metro Area",384687
21340,Bus,2003,"El Paso, TX Metro Area",385743
21340,Bus,2004,"El Paso, TX Metro Area",386799
21340,Bus,2005,"El Paso, TX Metro Area",387855
21340,Bus,2006,"El Paso, TX Metro Area",388911
21340,Bus,2007,"El Paso, TX Metro Area",389967
21340,Bus,2008,"El Paso, TX Metro Area",391023
21340,Bus,2009,"El Paso, TX Metro Area",392079
21340,Bus,2010,"El Paso, TX Metro Area",393135
21340,Bus,2011,"El Paso, TX Metro Area",394191
21340,Bus,2012,"El Paso, TX Metro Area",395485
21340,Bus,2013,"El Paso, TX Metro Area",393611
21340,Bus,2014,"El Paso, TX Metro Area",392474
21340,Bus,2015,"El Paso, TX Metro Area",390091
21340,Bus,2016,"El Paso, TX Metro Area",387962
21340,Bus,2017,"El Paso, TX Metro Area",383256
21340,Bus,2018,"El Paso, TX Metro Area",379194.25
21340,Rail,2018,"El Paso, TX Metro Area",379194.25
21060,Bus,2011,"Elizabethtown, KY Metro Area",
21060,Bus,2012,"Elizabethtown, KY Metro Area",
21060,Bus,2013,"Elizabethtown, KY Metro Area",
21060,Bus,2014,"Elizabethtown, KY Metro Area",
21060,Bus,2015,"Elizabethtown, KY Metro Area",
21060,Bus,2016,"Elizabethtown, KY Metro Area",
21060,Bus,2017,"Elizabethtown, KY Metro Area",
21060,Bus,2018,"Elizabethtown, KY Metro Area",
21140,Bus,2002,"Elkhart-Goshen, IN Metro Area",11066
21140,Bus,2003,"Elkhart-Goshen, IN Metro Area",11496
21140,Bus,2004,"Elkhart-Goshen, IN Metro Area",11926
21140,Bus,2005,"Elkhart-Goshen, IN Metro Area",12356
21140,Bus,2006,"Elkhart-Goshen, IN Metro Area",12786
21140,Bus,2007,"Elkhart-Goshen, IN Metro Area",13216
21140,Bus,2008,"Elkhart-Goshen, IN Metro Area",13646
21140,Bus,2009,"Elkhart-Goshen, IN Metro Area",14076
21140,Bus,2010,"Elkhart-Goshen, IN Metro Area",14506
21140,Bus,2011,"Elkhart-Goshen, IN Metro Area",14936
21140,Bus,2012,"Elkhart-Goshen, IN Metro Area",14788
21140,Bus,2013,"Elkhart-Goshen, IN Metro Area",14907
21140,Bus,2014,"Elkhart-Goshen, IN Metro Area",13983
21140,Bus,2015,"Elkhart-Goshen, IN Metro Area",14499
21140,Bus,2016,"Elkhart-Goshen, IN Metro Area",13796
21140,Bus,2017,"Elkhart-Goshen, IN Metro Area",13951
21140,Bus,2018,"Elkhart-Goshen, IN Metro Area",13891.5
21500,Bus,2002,"Erie, PA Metro Area",84335
21500,Bus,2003,"Erie, PA Metro Area",83303
21500,Bus,2004,"Erie, PA Metro Area",82271
21500,Bus,2005,"Erie, PA Metro Area",81239
21500,Bus,2006,"Erie, PA Metro Area",80207
21500,Bus,2007,"Erie, PA Metro Area",79175
21500,Bus,2008,"Erie, PA Metro Area",78143
21500,Bus,2009,"Erie, PA Metro Area",77111
21500,Bus,2010,"Erie, PA Metro Area",76079
21500,Bus,2011,"Erie, PA Metro Area",75047
21500,Bus,2012,"Erie, PA Metro Area",74909
21500,Bus,2013,"Erie, PA Metro Area",74569
21500,Bus,2014,"Erie, PA Metro Area",73988
21500,Bus,2015,"Erie, PA Metro Area",73605
21500,Bus,2016,"Erie, PA Metro Area",73355
21500,Bus,2017,"Erie, PA Metro Area",72700
21500,Bus,2018,"Erie, PA Metro Area",72146.25
21660,Bus,2002,"Eugene-Springfield, OR Metro Area",63699
21660,Bus,2003,"Eugene-Springfield, OR Metro Area",63695
21660,Bus,2004,"Eugene-Springfield, OR Metro Area",63691
21660,Bus,2005,"Eugene-Springfield, OR Metro Area",63687
21660,Bus,2006,"Eugene-Springfield, OR Metro Area",63683
