,record,lma_title,Area_Code,Series ID,Month-Year,employment_Labor
22110,489,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",LAUMT1219660000000,LAUMT121966000000005,"Mar
2013",255037.0
22111,493,"Gainesville, FL Metropolitan Statistical Area",LAUMT1223540000000,LAUMT122354000000005,"Mar
2013",128190.0
22112,500,"Jacksonville, FL Metropolitan Statistical Area",LAUMT1227260000000,LAUMT122726000000005,"Mar
2013",649889.0
22113,508,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",LAUMT1229460000000,LAUMT122946000000005,"Mar
2013",255761.0
22114,512,"Miami-Fort Lauderdale-West Palm Beach, FL Metropolitan Statistical Area",LAUMT1233100000000,LAUMT123310000000005,"Mar
2013",2693124.0
22115,515,"Naples-Immokalee-Marco Island, FL Metropolitan Statistical Area",LAUMT1234940000000,LAUMT123494000000005,"Mar
2013",146238.0
22116,516,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",LAUMT1235840000000,LAUMT123584000000005,"Mar
2013",301254.0
22117,518,"Ocala, FL Metropolitan Statistical Area",LAUMT1236100000000,LAUMT123610000000005,"Mar
2013",118240.0
22118,520,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",LAUMT1236740000000,LAUMT123674000000005,"Mar
2013",1081556.0
22119,525,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",LAUMT1237340000000,LAUMT123734000000005,"Mar
2013",235901.0
22120,526,"Panama City, FL Metropolitan Statistical Area",LAUMT1237460000000,LAUMT123746000000005,"Mar
2013",85762.0
22121,528,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",LAUMT1237860000000,LAUMT123786000000005,"Mar
2013",195450.0
22122,530,"Port St. Lucie, FL Metropolitan Statistical Area",LAUMT1238940000000,LAUMT123894000000005,"Mar
2013",178808.0
22123,533,"Sebastian-Vero Beach, FL Metropolitan Statistical Area",LAUMT1242680000000,LAUMT124268000000005,"Mar
2013",55860.0
22124,536,"Tallahassee, FL Metropolitan Statistical Area",LAUMT1245220000000,LAUMT124522000000005,"Mar
2013",173689.0
22125,540,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",LAUMT1245300000000,LAUMT124530000000005,"Mar
2013",1310980.0
22126,557,"Athens-Clarke County, GA Metropolitan Statistical Area",LAUMT1312020000000,LAUMT131202000000005,"Mar
2013",87485.0
22127,591,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",LAUMT1312260000000,LAUMT131226000000005,"Mar
2013",237434.0
22128,609,"Chattanooga, TN-GA Metropolitan Statistical Area",LAUMT4716860000000,LAUMT471686000000005,"Mar
2013",238824.0
22129,668,"Rome, GA Metropolitan Statistical Area",LAUMT1340660000000,LAUMT134066000000005,"Mar
2013",39506.0
22130,670,"Savannah, GA Metropolitan Statistical Area",LAUMT1342340000000,LAUMT134234000000005,"Mar
2013",159682.0
22131,709,"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area",LAUMT1527980000000,LAUMT152798000000005,"Mar
2013",74560.0
22132,716,"Boise City, ID Metropolitan Statistical Area",LAUMT1614260000000,LAUMT161426000000005,"Mar
2013",288354.0
22133,756,"Bloomington, IL Metropolitan Statistical Area",LAUMT1714010000000,LAUMT171401000000005,"Mar
2013",93683.0
22134,772,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",LAUMT1716980000000,LAUMT171698000000005,"Mar
2013",4421500.0
22135,785,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",LAUMT1719340000000,LAUMT171934000000005,"Mar
2013",180566.0
22136,809,"Kankakee, IL Metropolitan Statistical Area",LAUMT1728100000000,LAUMT172810000000005,"Mar
2013",48802.0
22137,821,"Peoria, IL Metropolitan Statistical Area",LAUMT1737900000000,LAUMT173790000000005,"Mar
2013",173647.0
22138,835,"Rockford, IL Metropolitan Statistical Area",LAUMT1740420000000,LAUMT174042000000005,"Mar
2013",150390.0
22139,837,"St. Louis, MO-IL Metropolitan Statistical Area",LAUMT2941180000000,LAUMT294118000000005,"Mar
2013",1328321.0
22140,848,"Springfield, IL Metropolitan Statistical Area",LAUMT1744100000000,LAUMT174410000000005,"Mar
2013",101600.0
22141,862,"Bloomington, IN Metropolitan Statistical Area",LAUMT1814020000000,LAUMT181402000000005,"Mar
2013",70290.0
22142,868,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",LAUMT3917140000000,LAUMT391714000000005,"Mar
2013",990774.0
22143,876,"Elkhart-Goshen, IN Metropolitan Statistical Area",LAUMT1821140000000,LAUMT182114000000005,"Mar
2013",89694.0
22144,877,"Evansville, IN-KY Metropolitan Statistical Area",LAUMT1821780000000,LAUMT182178000000005,"Mar
2013",145088.0
22145,880,"Fort Wayne, IN Metropolitan Statistical Area",LAUMT1823060000000,LAUMT182306000000005,"Mar
2013",185526.0
22146,906,"Kokomo, IN Metropolitan Statistical Area",LAUMT1829020000000,LAUMT182902000000005,"Mar
2013",32427.0
22147,907,"Lafayette-West Lafayette, IN Metropolitan Statistical Area",LAUMT1829200000000,LAUMT182920000000005,"Mar
2013",96366.0
22148,921,"Muncie, IN Metropolitan Statistical Area",LAUMT1834620000000,LAUMT183462000000005,"Mar
2013",49692.0
22149,939,"Terre Haute, IN Metropolitan Statistical Area",LAUMT1845460000000,LAUMT184546000000005,"Mar
2013",70179.0
22150,953,"Ames, IA Metropolitan Statistical Area",LAUMT1911180000000,LAUMT191118000000005,"Mar
2013",53116.0
22151,964,"Cedar Rapids, IA Metropolitan Statistical Area",LAUMT1916300000000,LAUMT191630000000005,"Mar
2013",136107.0
22152,976,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",LAUMT1919780000000,LAUMT191978000000005,"Mar
2013",310140.0
22153,998,"Iowa City, IA Metropolitan Statistical Area",LAUMT1926980000000,LAUMT192698000000005,"Mar
2013",91092.0
22154,1097,"Lawrence, KS Metropolitan Statistical Area",LAUMT2029940000000,LAUMT202994000000005,"Mar
2013",60965.0
22155,1138,"Topeka, KS Metropolitan Statistical Area",LAUMT2045820000000,LAUMT204582000000005,"Mar
2013",114011.0
22156,1147,"Wichita, KS Metropolitan Statistical Area",LAUMT2048620000000,LAUMT204862000000005,"Mar
2013",290839.0
22157,1184,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",LAUMT2121060000000,LAUMT212106000000005,"Mar
2013",61337.0
22158,1212,"Lexington-Fayette, KY Metropolitan Statistical Area",LAUMT2130460000000,LAUMT213046000000005,"Mar
2013",243295.0
22159,1280,"Baton Rouge, LA Metropolitan Statistical Area",LAUMT2212940000000,LAUMT221294000000005,"Mar
2013",371793.0
22160,1304,"Lafayette, LA Metropolitan Statistical Area",LAUMT2229180000000,LAUMT222918000000005,"Mar
2013",212788.0
22161,1331,"Shreveport-Bossier City, LA Metropolitan Statistical Area",LAUMT2243340000000,LAUMT224334000000005,"Mar
2013",178510.0
22162,1691,"Portland-South Portland, ME Metropolitan NECTA",LAUMT2376750000000,LAUMT237675000000005,"Mar
2013",188028.0
22163,1908,"Boston-Cambridge-Nashua, MA-NH Metropolitan NECTA",LAUMT2571650000000,LAUMT257165000000005,"Mar
2013",2405118.0
22164,2244,"Bay City, MI Metropolitan Statistical Area",LAUMT2613020000000,LAUMT261302000000005,"Mar
2013",47805.0
22165,2264,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area",LAUMT2624340000000,LAUMT262434000000005,"Mar
2013",487416.0
22166,2277,"Jackson, MI Metropolitan Statistical Area",LAUMT2627100000000,LAUMT262710000000005,"Mar
2013",65300.0
22167,2278,"Kalamazoo-Portage, MI Metropolitan Statistical Area",LAUMT2628020000000,LAUMT262802000000005,"Mar
2013",146565.0
22168,2281,"Lansing-East Lansing, MI Metropolitan Statistical Area",LAUMT2629620000000,LAUMT262962000000005,"Mar
2013",220866.0
22169,2296,"Niles-Benton Harbor, MI Metropolitan Statistical Area",LAUMT2635660000000,LAUMT263566000000005,"Mar
2013",64714.0
22170,2330,"Duluth, MN-WI Metropolitan Statistical Area",LAUMT2720260000000,LAUMT272026000000005,"Mar
2013",133660.0
22171,2333,"Fargo, ND-MN Metropolitan Statistical Area",LAUMT3822020000000,LAUMT382202000000005,"Mar
2013",120457.0
22172,2346,"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",LAUMT5529100000000,LAUMT552910000000005,"Mar
2013",72568.0
22173,2384,"Rochester, MN Metropolitan Statistical Area",LAUMT2740340000000,LAUMT274034000000005,"Mar
2013",111637.0
22174,2421,"Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area",LAUMT2825060000000,LAUMT282506000000005,"Mar
2013",151965.0
22175,2431,"Jackson, MS Metropolitan Statistical Area",LAUMT2827140000000,LAUMT282714000000005,"Mar
2013",245398.0
22176,2499,"Columbia, MO Metropolitan Statistical Area",LAUMT2917860000000,LAUMT291786000000005,"Mar
2013",91779.0
22177,2585,"Springfield, MO Metropolitan Statistical Area",LAUMT2944180000000,LAUMT294418000000005,"Mar
2013",206725.0
22178,2603,"Billings, MT Metropolitan Statistical Area",LAUMT3013740000000,LAUMT301374000000005,"Mar
2013",81427.0
22179,2621,"Great Falls, MT Metropolitan Statistical Area",LAUMT3024500000000,LAUMT302450000000005,"Mar
2013",36172.0
22180,2634,"Missoula, MT Metropolitan Statistical Area",LAUMT3033540000000,LAUMT303354000000005,"Mar
2013",56123.0
22181,2707,"Lincoln, NE Metropolitan Statistical Area",LAUMT3130700000000,LAUMT313070000000005,"Mar
2013",170859.0
22182,2948,"Manchester, NH Metropolitan NECTA",LAUMT3374950000000,LAUMT337495000000005,"Mar
2013",107623.0
22183,3048,"Albuquerque, NM Metropolitan Statistical Area",LAUMT3510740000000,LAUMT351074000000005,"Mar
2013",386577.0
22184,3074,"Santa Fe, NM Metropolitan Statistical Area",LAUMT3542140000000,LAUMT354214000000005,"Mar
2013",69241.0
22185,3157,"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",LAUMT3716740000000,LAUMT371674000000005,"Mar
2013",1087302.0
22186,3171,"Durham-Chapel Hill, NC Metropolitan Statistical Area",LAUMT3720500000000,LAUMT372050000000005,"Mar
2013",255064.0
22187,3178,"Fayetteville, NC Metropolitan Statistical Area",LAUMT3722180000000,LAUMT372218000000005,"Mar
2013",137739.0
22188,3184,"Greensboro-High Point, NC Metropolitan Statistical Area",LAUMT3724660000000,LAUMT372466000000005,"Mar
2013",334406.0
22189,3190,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",LAUMT3725860000000,LAUMT372586000000005,"Mar
2013",155007.0
22190,3216,"Raleigh, NC Metropolitan Statistical Area",LAUMT3739580000000,LAUMT373958000000005,"Mar
2013",580586.0
22191,3236,"Winston-Salem, NC Metropolitan Statistical Area",LAUMT3749180000000,LAUMT374918000000005,"Mar
2013",292423.0
22192,3304,"Canton-Massillon, OH Metropolitan Statistical Area",LAUMT3915940000000,LAUMT391594000000005,"Mar
2013",185257.0
22193,3318,"Columbus, OH Metropolitan Statistical Area",LAUMT3918140000000,LAUMT391814000000005,"Mar
2013",937129.0
22194,3434,"Oklahoma City, OK Metropolitan Statistical Area",LAUMT4036420000000,LAUMT403642000000005,"Mar
2013",615724.0
22195,3449,"Tulsa, OK Metropolitan Statistical Area",LAUMT4046140000000,LAUMT404614000000005,"Mar
2013",438039.0
22196,3466,"Corvallis, OR Metropolitan Statistical Area",LAUMT4118700000000,LAUMT411870000000005,"Mar
2013",41328.0
22197,3479,"Medford, OR Metropolitan Statistical Area",LAUMT4132780000000,LAUMT413278000000005,"Mar
2013",84986.0
22198,3489,"Salem, OR Metropolitan Statistical Area",LAUMT4141420000000,LAUMT414142000000005,"Mar
2013",162783.0
22199,3514,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",LAUMT4225420000000,LAUMT422542000000005,"Mar
2013",270331.0
22200,3523,"Lebanon, PA Metropolitan Statistical Area",LAUMT4230140000000,LAUMT423014000000005,"Mar
2013",65667.0
22201,3561,"York-Hanover, PA Metropolitan Statistical Area",LAUMT4249620000000,LAUMT424962000000005,"Mar
2013",214510.0
22202,3608,"Charleston-North Charleston, SC Metropolitan Statistical Area",LAUMT4516700000000,LAUMT451670000000005,"Mar
2013",319303.0
22203,3617,"Columbia, SC Metropolitan Statistical Area",LAUMT4517900000000,LAUMT451790000000005,"Mar
2013",351939.0
22204,3628,"Greenville-Anderson-Mauldin, SC Metropolitan Statistical Area",LAUMT4524860000000,LAUMT452486000000005,"Mar
2013",369496.0
22205,3646,"Sumter, SC Metropolitan Statistical Area",LAUMT4544940000000,LAUMT454494000000005,"Mar
2013",40423.0
22206,3702,"Sioux Falls, SD Metropolitan Statistical Area",LAUMT4643620000000,LAUMT464362000000005,"Mar
2013",133007.0
22207,3746,"Jackson, TN Metropolitan Statistical Area",LAUMT4727180000000,LAUMT472718000000005,"Mar
2013",57436.0
22208,3755,"Knoxville, TN Metropolitan Statistical Area",LAUMT4728940000000,LAUMT472894000000005,"Mar
2013",376959.0
22209,3780,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",LAUMT4734980000000,LAUMT473498000000005,"Mar
2013",844983.0
22210,3820,"Austin-Round Rock, TX Metropolitan Statistical Area",LAUMT4812420000000,LAUMT481242000000005,"Mar
2013",954299.0
22211,3828,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",LAUMT4813140000000,LAUMT481314000000005,"Mar
2013",162991.0
22212,3844,"Brownsville-Harlingen, TX Metropolitan Statistical Area",LAUMT4815180000000,LAUMT481518000000005,"Mar
2013",148999.0
22213,3854,"College Station-Bryan, TX Metropolitan Statistical Area",LAUMT4817780000000,LAUMT481778000000005,"Mar
2013",111760.0
22214,3939,"Killeen-Temple, TX Metropolitan Statistical Area",LAUMT4828660000000,LAUMT482866000000005,"Mar
2013",156870.0
22215,3951,"Laredo, TX Metropolitan Statistical Area",LAUMT4829700000000,LAUMT482970000000005,"Mar
2013",102921.0
22216,3963,"Lubbock, TX Metropolitan Statistical Area",LAUMT4831180000000,LAUMT483118000000005,"Mar
2013",143569.0
22217,4010,"San Angelo, TX Metropolitan Statistical Area",LAUMT4841660000000,LAUMT484166000000005,"Mar
2013",52157.0
22218,4012,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",LAUMT4841700000000,LAUMT484170000000005,"Mar
2013",1001853.0
22219,4049,"Waco, TX Metropolitan Statistical Area",LAUMT4847380000000,LAUMT484738000000005,"Mar
2013",110743.0
22220,4084,"Salt Lake City, UT Metropolitan Statistical Area",LAUMT4941620000000,LAUMT494162000000005,"Mar
2013",563793.0
22221,4134,"Burlington-South Burlington, VT Metropolitan NECTA",LAUMT5072400000000,LAUMT507240000000005,"Mar
2013",118506.0
22222,4351,"Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area",LAUMT5113980000000,LAUMT511398000000005,"Mar
2013",86613.0
22223,4376,"Harrisonburg, VA Metropolitan Statistical Area",LAUMT5125500000000,LAUMT512550000000005,"Mar
2013",61243.0
22224,4388,"Lynchburg, VA Metropolitan Statistical Area",LAUMT5131340000000,LAUMT513134000000005,"Mar
2013",115333.0
22225,4407,"Richmond, VA Metropolitan Statistical Area",LAUMT5140060000000,LAUMT514006000000005,"Mar
2013",603658.0
22226,4424,"Roanoke, VA Metropolitan Statistical Area",LAUMT5140220000000,LAUMT514022000000005,"Mar
2013",150029.0
22227,4478,"Bellingham, WA Metropolitan Statistical Area",LAUMT5313380000000,LAUMT531338000000005,"Mar
2013",94948.0
22228,4479,"Bremerton-Silverdale, WA Metropolitan Statistical Area",LAUMT5314740000000,LAUMT531474000000005,"Mar
2013",105322.0
22229,4485,"Kennewick-Richland, WA Metropolitan Statistical Area",LAUMT5328420000000,LAUMT532842000000005,"Mar
2013",114698.0
22230,4490,"Longview, WA Metropolitan Statistical Area",LAUMT5331020000000,LAUMT533102000000005,"Mar
2013",39141.0
22231,4492,"Mount Vernon-Anacortes, WA Metropolitan Statistical Area",LAUMT5334580000000,LAUMT533458000000005,"Mar
2013",51349.0
22232,4495,"Olympia-Tumwater, WA Metropolitan Statistical Area",LAUMT5336500000000,LAUMT533650000000005,"Mar
2013",114118.0
22233,4503,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",LAUMT5342660000000,LAUMT534266000000005,"Mar
2013",1788304.0
22234,4507,"Spokane-Spokane Valley, WA Metropolitan Statistical Area",LAUMT5344060000000,LAUMT534406000000005,"Mar
2013",229471.0
22235,4513,"Wenatchee, WA Metropolitan Statistical Area",LAUMT5348300000000,LAUMT534830000000005,"Mar
2013",51168.0
22236,4515,"Yakima, WA Metropolitan Statistical Area",LAUMT5349420000000,LAUMT534942000000005,"Mar
2013",102577.0
22237,4572,"Appleton, WI Metropolitan Statistical Area",LAUMT5511540000000,LAUMT551154000000005,"Mar
2013",118245.0
22238,4586,"Eau Claire, WI Metropolitan Statistical Area",LAUMT5520740000000,LAUMT552074000000005,"Mar
2013",84927.0
22239,4591,"Green Bay, WI Metropolitan Statistical Area",LAUMT5524580000000,LAUMT552458000000005,"Mar
2013",155521.0
22240,4602,"Madison, WI Metropolitan Statistical Area",LAUMT5531540000000,LAUMT553154000000005,"Mar
2013",343753.0
22241,4619,"Oshkosh-Neenah, WI Metropolitan Statistical Area",LAUMT5536780000000,LAUMT553678000000005,"Mar
2013",84975.0
22242,4624,"Racine, WI Metropolitan Statistical Area",LAUMT5539540000000,LAUMT553954000000005,"Mar
2013",89780.0
22243,4630,"Sheboygan, WI Metropolitan Statistical Area",LAUMT5543100000000,LAUMT554310000000005,"Mar
2013",55160.0
22244,6,"Birmingham-Hoover, AL Metropolitan Statistical Area",LAUMT0113820000000,LAUMT011382000000005,"Apr
2013",510701.0
22245,40,"Huntsville, AL Metropolitan Statistical Area",LAUMT0126620000000,LAUMT012662000000005,"Apr
2013",199665.0
22246,46,"Mobile, AL Metropolitan Statistical Area",LAUMT0133660000000,LAUMT013366000000005,"Apr
2013",172961.0
22247,48,"Montgomery, AL Metropolitan Statistical Area",LAUMT0133860000000,LAUMT013386000000005,"Apr
2013",163294.0
22248,70,"Anchorage, AK Metropolitan Statistical Area",LAUMT0211260000000,LAUMT021126000000005,"Apr
2013",188475.0
22249,98,"Flagstaff, AZ Metropolitan Statistical Area",LAUMT0422380000000,LAUMT042238000000005,"Apr
2013",64233.0
22250,153,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",LAUMT0530780000000,LAUMT053078000000005,"Apr
2013",325268.0
22251,189,"Bakersfield, CA Metropolitan Statistical Area",LAUMT0612540000000,LAUMT061254000000005,"Apr
2013",340865.0
22252,191,"Chico, CA Metropolitan Statistical Area",LAUMT0617020000000,LAUMT061702000000005,"Apr
2013",91653.0
22253,195,"El Centro, CA Metropolitan Statistical Area",LAUMT0620940000000,LAUMT062094000000005,"Apr
2013",58569.0
22254,199,"Hanford-Corcoran, CA Metropolitan Statistical Area",LAUMT0625260000000,LAUMT062526000000005,"Apr
2013",49997.0
22255,201,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",LAUMT0631080000000,LAUMT063108000000005,"Apr
2013",5938830.0
22256,205,"Merced, CA Metropolitan Statistical Area",LAUMT0632900000000,LAUMT063290000000005,"Apr
2013",96626.0
22257,206,"Modesto, CA Metropolitan Statistical Area",LAUMT0633700000000,LAUMT063370000000005,"Apr
2013",207925.0
22258,209,"Napa, CA Metropolitan Statistical Area",LAUMT0634900000000,LAUMT063490000000005,"Apr
2013",67009.0
22259,210,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",LAUMT0637100000000,LAUMT063710000000005,"Apr
2013",404236.0
22260,213,"Redding, CA Metropolitan Statistical Area",LAUMT0639820000000,LAUMT063982000000005,"Apr
2013",65728.0
22261,220,"Salinas, CA Metropolitan Statistical Area",LAUMT0641500000000,LAUMT064150000000005,"Apr
2013",194148.0
22262,222,"San Francisco-Oakland-Hayward, CA Metropolitan Statistical Area",LAUMT0641860000000,LAUMT064186000000005,"Apr
2013",2252872.0
22263,230,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",LAUMT0642100000000,LAUMT064210000000005,"Apr
2013",126517.0
22264,231,"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",LAUMT0642200000000,LAUMT064220000000005,"Apr
2013",204818.0
22265,232,"Santa Rosa, CA Metropolitan Statistical Area",LAUMT0642220000000,LAUMT064222000000005,"Apr
2013",229257.0
22266,236,"Stockton-Lodi, CA Metropolitan Statistical Area",LAUMT0644700000000,LAUMT064470000000005,"Apr
2013",272094.0
22267,241,"Vallejo-Fairfield, CA Metropolitan Statistical Area",LAUMT0646700000000,LAUMT064670000000005,"Apr
2013",183826.0
22268,243,"Yuba City, CA Metropolitan Statistical Area",LAUMT0649700000000,LAUMT064970000000005,"Apr
2013",62412.0
22269,255,"Colorado Springs, CO Metropolitan Statistical Area",LAUMT0817820000000,LAUMT081782000000005,"Apr
2013",291921.0
22270,274,"Fort Collins, CO Metropolitan Statistical Area",LAUMT0822660000000,LAUMT082266000000005,"Apr
2013",162637.0
22271,453,"Springfield, MA-CT Metropolitan NECTA",LAUMT2578100000000,LAUMT257810000000005,"Apr
2013",334821.0
22272,479,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",LAUMT4237980000000,LAUMT423798000000005,"Apr
2013",2811203.0
22273,481,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",LAUMT1147900000000,LAUMT114790000000005,"Apr
2013",3078777.0
22274,485,"Cape Coral-Fort Myers, FL Metropolitan Statistical Area",LAUMT1215980000000,LAUMT121598000000005,"Apr
2013",277937.0
22275,487,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",LAUMT1218880000000,LAUMT121888000000005,"Apr
2013",111991.0
22276,489,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",LAUMT1219660000000,LAUMT121966000000005,"Apr
2013",255922.0
22277,493,"Gainesville, FL Metropolitan Statistical Area",LAUMT1223540000000,LAUMT122354000000005,"Apr
2013",131265.0
22278,500,"Jacksonville, FL Metropolitan Statistical Area",LAUMT1227260000000,LAUMT122726000000005,"Apr
2013",653791.0
22279,508,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",LAUMT1229460000000,LAUMT122946000000005,"Apr
2013",258023.0
22280,512,"Miami-Fort Lauderdale-West Palm Beach, FL Metropolitan Statistical Area",LAUMT1233100000000,LAUMT123310000000005,"Apr
2013",2723554.0
22281,515,"Naples-Immokalee-Marco Island, FL Metropolitan Statistical Area",LAUMT1234940000000,LAUMT123494000000005,"Apr
2013",146075.0
22282,516,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",LAUMT1235840000000,LAUMT123584000000005,"Apr
2013",302320.0
22283,518,"Ocala, FL Metropolitan Statistical Area",LAUMT1236100000000,LAUMT123610000000005,"Apr
2013",120219.0
22284,520,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",LAUMT1236740000000,LAUMT123674000000005,"Apr
2013",1085052.0
22285,525,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",LAUMT1237340000000,LAUMT123734000000005,"Apr
2013",236155.0
22286,526,"Panama City, FL Metropolitan Statistical Area",LAUMT1237460000000,LAUMT123746000000005,"Apr
2013",86368.0
22287,528,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",LAUMT1237860000000,LAUMT123786000000005,"Apr
2013",196460.0
22288,530,"Port St. Lucie, FL Metropolitan Statistical Area",LAUMT1238940000000,LAUMT123894000000005,"Apr
2013",178771.0
22289,533,"Sebastian-Vero Beach, FL Metropolitan Statistical Area",LAUMT1242680000000,LAUMT124268000000005,"Apr
2013",55853.0
22290,536,"Tallahassee, FL Metropolitan Statistical Area",LAUMT1245220000000,LAUMT124522000000005,"Apr
2013",175394.0
22291,540,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",LAUMT1245300000000,LAUMT124530000000005,"Apr
2013",1316351.0
22292,557,"Athens-Clarke County, GA Metropolitan Statistical Area",LAUMT1312020000000,LAUMT131202000000005,"Apr
2013",87683.0
22293,591,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",LAUMT1312260000000,LAUMT131226000000005,"Apr
2013",239252.0
22294,609,"Chattanooga, TN-GA Metropolitan Statistical Area",LAUMT4716860000000,LAUMT471686000000005,"Apr
2013",240008.0
22295,668,"Rome, GA Metropolitan Statistical Area",LAUMT1340660000000,LAUMT134066000000005,"Apr
2013",39698.0
22296,670,"Savannah, GA Metropolitan Statistical Area",LAUMT1342340000000,LAUMT134234000000005,"Apr
2013",160224.0
22297,709,"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area",LAUMT1527980000000,LAUMT152798000000005,"Apr
2013",75504.0
22298,716,"Boise City, ID Metropolitan Statistical Area",LAUMT1614260000000,LAUMT161426000000005,"Apr
2013",287992.0
22299,756,"Bloomington, IL Metropolitan Statistical Area",LAUMT1714010000000,LAUMT171401000000005,"Apr
2013",95069.0
22300,772,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",LAUMT1716980000000,LAUMT171698000000005,"Apr
2013",4441255.0
22301,785,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",LAUMT1719340000000,LAUMT171934000000005,"Apr
2013",181300.0
22302,809,"Kankakee, IL Metropolitan Statistical Area",LAUMT1728100000000,LAUMT172810000000005,"Apr
2013",49635.0
22303,821,"Peoria, IL Metropolitan Statistical Area",LAUMT1737900000000,LAUMT173790000000005,"Apr
2013",175099.0
22304,835,"Rockford, IL Metropolitan Statistical Area",LAUMT1740420000000,LAUMT174042000000005,"Apr
2013",151462.0
22305,837,"St. Louis, MO-IL Metropolitan Statistical Area",LAUMT2941180000000,LAUMT294118000000005,"Apr
2013",1347365.0
22306,848,"Springfield, IL Metropolitan Statistical Area",LAUMT1744100000000,LAUMT174410000000005,"Apr
2013",101967.0
22307,862,"Bloomington, IN Metropolitan Statistical Area",LAUMT1814020000000,LAUMT181402000000005,"Apr
2013",71888.0
22308,868,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",LAUMT3917140000000,LAUMT391714000000005,"Apr
2013",1004262.0
22309,876,"Elkhart-Goshen, IN Metropolitan Statistical Area",LAUMT1821140000000,LAUMT182114000000005,"Apr
2013",91121.0
22310,877,"Evansville, IN-KY Metropolitan Statistical Area",LAUMT1821780000000,LAUMT182178000000005,"Apr
2013",146200.0
22311,880,"Fort Wayne, IN Metropolitan Statistical Area",LAUMT1823060000000,LAUMT182306000000005,"Apr
2013",188626.0
22312,906,"Kokomo, IN Metropolitan Statistical Area",LAUMT1829020000000,LAUMT182902000000005,"Apr
2013",32839.0
22313,907,"Lafayette-West Lafayette, IN Metropolitan Statistical Area",LAUMT1829200000000,LAUMT182920000000005,"Apr
2013",98497.0
22314,921,"Muncie, IN Metropolitan Statistical Area",LAUMT1834620000000,LAUMT183462000000005,"Apr
2013",50728.0
22315,939,"Terre Haute, IN Metropolitan Statistical Area",LAUMT1845460000000,LAUMT184546000000005,"Apr
2013",71114.0
22316,953,"Ames, IA Metropolitan Statistical Area",LAUMT1911180000000,LAUMT191118000000005,"Apr
2013",53656.0
22317,964,"Cedar Rapids, IA Metropolitan Statistical Area",LAUMT1916300000000,LAUMT191630000000005,"Apr
2013",136601.0
22318,976,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",LAUMT1919780000000,LAUMT191978000000005,"Apr
2013",313541.0
22319,998,"Iowa City, IA Metropolitan Statistical Area",LAUMT1926980000000,LAUMT192698000000005,"Apr
2013",91552.0
22320,1097,"Lawrence, KS Metropolitan Statistical Area",LAUMT2029940000000,LAUMT202994000000005,"Apr
2013",61433.0
