,5 digit NTD ID,4 digit NTD ID,Agency,UZA,UZA Name,RailBus,NEW_REPORTER_FLAG,YEAR,UPT,VRM,FARE,min_year,max_year,FARE_per_UPT,FARE_per_UPTPrevious_Year,FARE_per_UPTNext_year,FARE_RATIO_NEXT_YEAR,FARE_RATIO_PREV_YEAR,AVG_FARE
0,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Bus,0,2002,93691121.0,36419574.0,75007853.0,2002,2019,0.8005865678563073,0.0,0.7455773060431984,1.0737807620581221,inf,0.8005865678563073
1,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Bus,0,2003,93722854.0,38349542.0,69877633.0,2002,2019,0.7455773060431984,0.8005865678563073,0.7621313851527279,0.9782792318594619,0.9312888024584216,0.7455773060431984
2,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Bus,0,2004,96566817.0,39130698.0,73596602.0,2002,2019,0.7621313851527279,0.7455773060431984,0.792178341090452,0.9620704652233185,1.0222030351183602,0.7621313851527279
3,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Bus,0,2005,94857601.0,41208294.0,75144137.0,2002,2019,0.792178341090452,0.7621313851527279,0.7478021050937087,1.0593422186090027,1.0394249030063272,0.792178341090452
4,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Bus,0,2006,102673244.0,33947617.0,76779268.0,2002,2019,0.7478021050937087,0.792178341090452,0.7277093404208185,1.0276109753672682,0.9439820130203782,0.7478021050937087
5,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Bus,0,2007,109511340.0,34006126.0,79692425.0,2002,2019,0.7277093404208185,0.7478021050937087,0.8646613011824126,0.8416120155090622,0.973130906511192,0.7277093404208185
6,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Bus,0,2008,117185322.0,34861774.0,101325613.0,2002,2019,0.8646613011824126,0.7277093404208185,1.0135602633335523,0.8530931336421793,1.1881959639028377,0.8646613011824126
7,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Bus,0,2009,110334288.0,34579173.0,111830450.0,2002,2019,1.0135602633335523,0.8646613011824126,1.1065273200171684,0.915983044429329,1.1722049569554256,1.0135602633335523
8,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Bus,0,2010,108191861.0,34282982.0,119717250.0,2002,2019,1.1065273200171684,1.0135602633335523,1.1243340920442149,0.9841623836250745,1.0917232650556483,1.1065273200171684
9,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Bus,0,2011,111169268.0,34985359.0,124991398.0,2002,2019,1.1243340920442149,1.1065273200171684,1.2409933458819054,0.905995262404258,1.0160924829463498,1.1243340920442149
10,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Bus,0,2012,113623021.0,35072847.0,141005413.0,2002,2019,1.2409933458819054,1.1243340920442149,1.2484066135993124,0.9940618163692407,1.103758531083573,1.2409933458819054
11,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Bus,0,2013,116710548.0,34895836.0,145702220.0,2002,2019,1.2484066135993124,1.2409933458819054,1.3024576651107809,0.9585007229337691,1.0059736562988086,1.2484066135993124
12,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Bus,0,2014,119034444.0,34301786.0,155037324.0,2002,2019,1.3024576651107809,1.2484066135993124,1.316812279209319,0.9890989670090581,1.043296031054844,1.3024576651107809
13,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Bus,0,2015,120132165.0,34467209.0,158191510.0,2002,2019,1.316812279209319,1.3024576651107809,1.3498065936279797,0.9755562651905713,1.0110211751852352,1.316812279209319
14,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Bus,0,2016,119923660.0,35514198.0,161873747.0,2002,2019,1.3498065936279797,1.316812279209319,1.3474750656427683,1.0017302939732686,1.0250562019656075,1.3498065936279797
15,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Bus,0,2017,120468716.0,35983935.0,162328591.0,2002,2019,1.3474750656427683,1.3498065936279797,1.3543344471445655,0.9949352381043993,0.9982726947725564,1.3474750656427683
16,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Bus,0,2018,121385919.0,37375322.0,164397131.5,2002,2019,1.3543344471445655,1.3474750656427683,0.0,inf,1.0050905442903504,1.3543344471445655
17,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Bus,0,2019,29212175.0,11804451.0,0.0,2002,2019,0.0,1.3543344471445655,0.0,,0.0,0.0
18,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Bus,1,2008,893652.0,789529.0,11342831.0,2008,2019,12.692671196394121,0.0,13.273186500653141,0.9562640588052873,inf,12.692671196394121
19,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Bus,1,2009,846678.0,831493.0,11238115.0,2008,2019,13.273186500653141,12.692671196394121,13.596991542538218,0.976185537743989,1.0457362595529882,13.273186500653141
20,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Bus,1,2010,817030.0,912641.0,11109150.0,2008,2019,13.596991542538218,13.273186500653141,0.2623714007942074,51.82345141802669,1.0243954262127744,6.767778950723674
21,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Bus,1,2011,826988.0,880377.0,216978.0,2008,2019,0.2623714007942074,13.596991542538218,0.28373120604811936,0.9247181670588274,0.019296283297182165,0.2623714007942074
22,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Bus,1,2012,939664.0,1036158.0,266612.0,2008,2019,0.28373120604811936,0.2623714007942074,0.2754063002103248,1.0302277247522549,1.0814105698611018,0.28373120604811936
