MNAME,Year,RailBus,Cluster,5 digit NTD ID,UZA,upt,Month
"Champaign-Urbana, IL Metro Area",2007,DemandResponse,12,1201440.0,5376.0,104160.0,78
"Champaign-Urbana, IL Metro Area",2008,Bus,12,600720.0,2688.0,9625883.0,78
"Champaign-Urbana, IL Metro Area",2008,DemandResponse,12,1201440.0,5376.0,140962.0,78
"Champaign-Urbana, IL Metro Area",2009,Bus,12,600720.0,2688.0,9814735.0,78
"Champaign-Urbana, IL Metro Area",2009,DemandResponse,12,1201440.0,5376.0,136862.0,78
"Champaign-Urbana, IL Metro Area",2010,Bus,12,600720.0,2688.0,10248572.0,78
"Champaign-Urbana, IL Metro Area",2010,DemandResponse,12,1201440.0,5376.0,166908.0,78
"Champaign-Urbana, IL Metro Area",2011,Bus,12,600720.0,2688.0,10680363.0,78
"Champaign-Urbana, IL Metro Area",2011,DemandResponse,12,1201440.0,5376.0,160517.0,78
"Champaign-Urbana, IL Metro Area",2012,Bus,12,600720.0,2688.0,11258845.0,78
"Champaign-Urbana, IL Metro Area",2012,DemandResponse,12,1201440.0,5376.0,122357.0,78
"Champaign-Urbana, IL Metro Area",2013,Bus,12,600720.0,2688.0,12532124.0,78
"Champaign-Urbana, IL Metro Area",2013,DemandResponse,12,1201440.0,5376.0,131396.0,78
"Champaign-Urbana, IL Metro Area",2014,Bus,12,600720.0,2688.0,13470668.0,78
"Champaign-Urbana, IL Metro Area",2014,DemandResponse,12,1201440.0,5376.0,150201.0,78
"Champaign-Urbana, IL Metro Area",2015,Bus,12,600720.0,2688.0,12970940.0,78
"Champaign-Urbana, IL Metro Area",2015,DemandResponse,12,1201440.0,5376.0,143617.0,78
"Champaign-Urbana, IL Metro Area",2016,Bus,12,600720.0,2688.0,12288130.0,78
"Champaign-Urbana, IL Metro Area",2016,DemandResponse,12,1201440.0,5376.0,140430.0,78
"Champaign-Urbana, IL Metro Area",2017,Bus,12,600720.0,2688.0,11466961.0,78
"Champaign-Urbana, IL Metro Area",2017,DemandResponse,12,1201440.0,5376.0,130713.0,78
"Champaign-Urbana, IL Metro Area",2018,Bus,12,600720.0,2688.0,11664375.0,78
"Champaign-Urbana, IL Metro Area",2018,DemandResponse,12,1201440.0,5376.0,127930.0,78
"Champaign-Urbana, IL Metro Area",2019,Bus,3,150180.0,672.0,3482169.0,6
"Champaign-Urbana, IL Metro Area",2019,DemandResponse,3,300360.0,1344.0,37589.0,6
"Charleston, WV Metro Area",2002,Bus,22,660033.0,4312.0,643510.0,154
"Charleston, WV Metro Area",2002,DemandResponse,22,1764125.0,8228.0,35381.0,154
"Charleston, WV Metro Area",2003,Bus,24,720036.0,4704.0,687085.0,156
"Charleston, WV Metro Area",2003,DemandResponse,24,1924500.0,8976.0,35359.0,156
"Charleston, WV Metro Area",2004,Bus,24,720036.0,4704.0,2795280.0,156
"Charleston, WV Metro Area",2004,DemandResponse,24,1924500.0,8976.0,66574.0,156
"Charleston, WV Metro Area",2005,Bus,24,720036.0,4704.0,2876096.0,156
"Charleston, WV Metro Area",2005,DemandResponse,24,1924500.0,8976.0,74056.0,156
"Charleston, WV Metro Area",2006,Bus,24,720036.0,4704.0,2910119.0,156
"Charleston, WV Metro Area",2006,DemandResponse,24,1924500.0,8976.0,71006.0,156
"Charleston, WV Metro Area",2007,Bus,24,720036.0,4704.0,3122289.0,156
"Charleston, WV Metro Area",2007,DemandResponse,24,1924500.0,8976.0,71964.0,156
"Charleston, WV Metro Area",2008,Bus,24,720036.0,4704.0,3321022.0,156
"Charleston, WV Metro Area",2008,DemandResponse,24,1924500.0,8976.0,66590.0,156
"Charleston, WV Metro Area",2009,Bus,24,720036.0,4704.0,3182495.0,156
"Charleston, WV Metro Area",2009,DemandResponse,24,1924500.0,8976.0,68293.0,156
"Charleston, WV Metro Area",2010,Bus,24,720036.0,4704.0,3283206.0,156
"Charleston, WV Metro Area",2010,DemandResponse,24,1924500.0,8976.0,67281.0,156
"Charleston, WV Metro Area",2011,Bus,24,720036.0,4704.0,3525568.0,156
"Charleston, WV Metro Area",2011,DemandResponse,24,1924500.0,8976.0,65360.0,156
"Charleston, WV Metro Area",2012,Bus,24,720036.0,4704.0,3681662.0,156
"Charleston, WV Metro Area",2012,DemandResponse,24,1924500.0,8976.0,61092.0,156
"Charleston, WV Metro Area",2013,Bus,24,720036.0,4704.0,3687162.0,156
"Charleston, WV Metro Area",2013,DemandResponse,24,1924500.0,8976.0,69064.0,156
"Charleston, WV Metro Area",2014,Bus,24,720036.0,4704.0,3626239.0,156
"Charleston, WV Metro Area",2014,DemandResponse,24,1924500.0,8976.0,64653.0,156
"Charleston, WV Metro Area",2015,Bus,24,720036.0,4704.0,3119807.0,156
"Charleston, WV Metro Area",2015,DemandResponse,24,1924500.0,8976.0,60711.0,156
"Charleston, WV Metro Area",2016,Bus,24,720036.0,4704.0,2544182.0,156
"Charleston, WV Metro Area",2016,DemandResponse,24,1924500.0,8976.0,58397.0,156
"Charleston, WV Metro Area",2017,Bus,24,720036.0,4704.0,2492709.0,156
"Charleston, WV Metro Area",2017,DemandResponse,24,1924500.0,8976.0,56520.0,156
"Charleston, WV Metro Area",2018,Bus,24,720036.0,4704.0,2528032.0,156
"Charleston, WV Metro Area",2018,DemandResponse,24,1924500.0,8976.0,54165.0,156
"Charleston, WV Metro Area",2019,Bus,6,180009.0,1176.0,604920.0,12
"Charleston, WV Metro Area",2019,DemandResponse,6,481125.0,2244.0,14093.0,12
"Chico, CA Metro Area",2002,Bus,33,1983685.0,6622.0,767247.0,77
"Chico, CA Metro Area",2002,DemandResponse,33,1983685.0,6622.0,0.0,77
"Chico, CA Metro Area",2003,Bus,36,2164020.0,7224.0,833640.0,78
"Chico, CA Metro Area",2003,DemandResponse,36,2164020.0,7224.0,0.0,78
"Chico, CA Metro Area",2004,Bus,36,2164020.0,7224.0,852082.0,78
"Chico, CA Metro Area",2004,DemandResponse,36,2164020.0,7224.0,59515.0,78
"Chico, CA Metro Area",2005,Bus,36,2164020.0,7224.0,822195.0,78
"Chico, CA Metro Area",2005,DemandResponse,36,2164020.0,7224.0,56451.0,78
"Chico, CA Metro Area",2006,Bus,36,2164020.0,7224.0,1015274.0,78
"Chico, CA Metro Area",2006,DemandResponse,36,2164020.0,7224.0,131527.0,78
"Chico, CA Metro Area",2007,Bus,36,2164020.0,7224.0,1119394.0,78
"Chico, CA Metro Area",2007,DemandResponse,36,2164020.0,7224.0,122248.0,78
"Chico, CA Metro Area",2008,Bus,36,2164020.0,7224.0,1259061.0,78
"Chico, CA Metro Area",2008,DemandResponse,36,2164020.0,7224.0,110639.0,78
"Chico, CA Metro Area",2009,Bus,36,2164020.0,7224.0,1249950.0,78
"Chico, CA Metro Area",2009,DemandResponse,36,2164020.0,7224.0,108667.0,78
"Chico, CA Metro Area",2010,Bus,36,2164020.0,7224.0,1224066.0,78
"Chico, CA Metro Area",2010,DemandResponse,36,2164020.0,7224.0,115669.0,78
"Chico, CA Metro Area",2011,Bus,36,2164020.0,7224.0,1218314.0,78
"Chico, CA Metro Area",2011,DemandResponse,36,2164020.0,7224.0,128313.0,78
"Chico, CA Metro Area",2012,Bus,36,2164020.0,7224.0,1347894.0,78
"Chico, CA Metro Area",2012,DemandResponse,36,2164020.0,7224.0,143181.0,78
"Chico, CA Metro Area",2013,Bus,36,2164020.0,7224.0,1356435.0,78
"Chico, CA Metro Area",2013,DemandResponse,36,2164020.0,7224.0,151651.0,78
"Chico, CA Metro Area",2014,Bus,36,2164020.0,7224.0,1384421.0,78
"Chico, CA Metro Area",2014,DemandResponse,36,2164020.0,7224.0,154569.0,78
"Chico, CA Metro Area",2015,Bus,36,2164020.0,7224.0,1301055.0,78
"Chico, CA Metro Area",2015,DemandResponse,36,2164020.0,7224.0,159216.0,78
"Chico, CA Metro Area",2016,Bus,36,2164020.0,7224.0,1197747.0,78
"Chico, CA Metro Area",2016,DemandResponse,36,2164020.0,7224.0,173168.0,78
"Chico, CA Metro Area",2017,Bus,36,2164020.0,7224.0,1099591.0,78
"Chico, CA Metro Area",2017,DemandResponse,36,2164020.0,7224.0,165900.0,78
"Chico, CA Metro Area",2018,Bus,36,2164020.0,7224.0,987595.0,78
"Chico, CA Metro Area",2018,DemandResponse,36,2164020.0,7224.0,159554.0,78
"Chico, CA Metro Area",2019,Bus,9,541005.0,1806.0,240241.0,6
"Chico, CA Metro Area",2019,DemandResponse,9,541005.0,1806.0,31804.0,6
"College Station-Bryan, TX Metro Area",2002,Bus,22,1981947.0,6501.0,229309.0,77
"College Station-Bryan, TX Metro Area",2002,DemandResponse,22,660649.0,2167.0,18348.0,77
"College Station-Bryan, TX Metro Area",2002,Other,22,660649.0,2167.0,0.0,77
"College Station-Bryan, TX Metro Area",2003,Bus,24,2162124.0,7092.0,236688.0,78
"College Station-Bryan, TX Metro Area",2003,DemandResponse,24,720708.0,2364.0,17573.0,78
"College Station-Bryan, TX Metro Area",2003,Other,24,720708.0,2364.0,0.0,78
"College Station-Bryan, TX Metro Area",2004,Bus,24,2162124.0,7092.0,569949.0,78
"College Station-Bryan, TX Metro Area",2004,DemandResponse,24,720708.0,2364.0,15901.0,78
"College Station-Bryan, TX Metro Area",2004,Other,24,720708.0,2364.0,0.0,78
"College Station-Bryan, TX Metro Area",2005,Bus,24,2162124.0,7092.0,608668.0,78
"College Station-Bryan, TX Metro Area",2005,DemandResponse,24,720708.0,2364.0,15396.0,78
"College Station-Bryan, TX Metro Area",2005,Other,24,720708.0,2364.0,94432.0,78
"College Station-Bryan, TX Metro Area",2006,Bus,24,2162124.0,7092.0,647197.0,78
"College Station-Bryan, TX Metro Area",2006,DemandResponse,24,720708.0,2364.0,17410.0,78
"College Station-Bryan, TX Metro Area",2006,Other,24,720708.0,2364.0,0.0,78
"College Station-Bryan, TX Metro Area",2007,Bus,24,2162124.0,7092.0,749708.0,78
"College Station-Bryan, TX Metro Area",2007,DemandResponse,24,720708.0,2364.0,24610.0,78
"College Station-Bryan, TX Metro Area",2007,Other,24,720708.0,2364.0,0.0,78
"College Station-Bryan, TX Metro Area",2008,Bus,24,2162124.0,7092.0,800605.0,78
"College Station-Bryan, TX Metro Area",2008,DemandResponse,24,720708.0,2364.0,31148.0,78
"College Station-Bryan, TX Metro Area",2008,Other,24,720708.0,2364.0,0.0,78
"College Station-Bryan, TX Metro Area",2009,Bus,24,2162124.0,7092.0,1263115.0,78
"College Station-Bryan, TX Metro Area",2009,DemandResponse,24,720708.0,2364.0,90069.0,78
"College Station-Bryan, TX Metro Area",2009,Other,24,720708.0,2364.0,0.0,78
"College Station-Bryan, TX Metro Area",2010,Bus,24,2162124.0,7092.0,1266627.0,78
"College Station-Bryan, TX Metro Area",2010,DemandResponse,24,720708.0,2364.0,95593.0,78
"College Station-Bryan, TX Metro Area",2010,Other,24,720708.0,2364.0,0.0,78
"College Station-Bryan, TX Metro Area",2011,Bus,24,2162124.0,7092.0,1339219.0,78
"College Station-Bryan, TX Metro Area",2011,DemandResponse,24,720708.0,2364.0,78720.0,78
"College Station-Bryan, TX Metro Area",2011,Other,24,720708.0,2364.0,0.0,78
"College Station-Bryan, TX Metro Area",2012,Bus,24,2162124.0,7092.0,1391628.0,78
"College Station-Bryan, TX Metro Area",2012,DemandResponse,24,720708.0,2364.0,73108.0,78
"College Station-Bryan, TX Metro Area",2012,Other,24,720708.0,2364.0,0.0,78
"College Station-Bryan, TX Metro Area",2013,Bus,24,2162124.0,7092.0,1303913.0,78
"College Station-Bryan, TX Metro Area",2013,DemandResponse,24,720708.0,2364.0,68813.0,78
"College Station-Bryan, TX Metro Area",2013,Other,24,720708.0,2364.0,0.0,78
"College Station-Bryan, TX Metro Area",2014,Bus,24,2162124.0,7092.0,1222088.0,78
"College Station-Bryan, TX Metro Area",2014,DemandResponse,24,720708.0,2364.0,66880.0,78
"College Station-Bryan, TX Metro Area",2014,Other,24,720708.0,2364.0,0.0,78
"College Station-Bryan, TX Metro Area",2015,Bus,24,2162124.0,7092.0,506872.0,78
"College Station-Bryan, TX Metro Area",2015,DemandResponse,24,720708.0,2364.0,65694.0,78
"College Station-Bryan, TX Metro Area",2015,Other,24,720708.0,2364.0,0.0,78
"College Station-Bryan, TX Metro Area",2016,Bus,24,2162124.0,7092.0,404911.0,78
"College Station-Bryan, TX Metro Area",2016,DemandResponse,24,720708.0,2364.0,66985.0,78
"College Station-Bryan, TX Metro Area",2016,Other,24,720708.0,2364.0,0.0,78
"College Station-Bryan, TX Metro Area",2017,Bus,24,2162124.0,7092.0,408602.0,78
"College Station-Bryan, TX Metro Area",2017,DemandResponse,24,720708.0,2364.0,63650.0,78
"College Station-Bryan, TX Metro Area",2017,Other,24,720708.0,2364.0,0.0,78
"College Station-Bryan, TX Metro Area",2018,Bus,24,2162124.0,7092.0,399616.0,78
"College Station-Bryan, TX Metro Area",2018,DemandResponse,24,720708.0,2364.0,67207.0,78
"College Station-Bryan, TX Metro Area",2018,Other,24,720708.0,2364.0,0.0,78
"College Station-Bryan, TX Metro Area",2019,Bus,6,540531.0,1773.0,92168.0,6
"College Station-Bryan, TX Metro Area",2019,DemandResponse,6,180177.0,591.0,16489.0,6
"College Station-Bryan, TX Metro Area",2019,Other,6,180177.0,591.0,0.0,6
"Colorado Springs, CO Metro Area",2002,Bus,22,1760110.0,1606.0,3326361.0,77
"Colorado Springs, CO Metro Area",2002,DemandResponse,22,2640165.0,2409.0,215969.0,77
"Colorado Springs, CO Metro Area",2003,Bus,24,1920120.0,1752.0,3150269.0,78
"Colorado Springs, CO Metro Area",2003,DemandResponse,24,2880180.0,2628.0,214639.0,78
"Colorado Springs, CO Metro Area",2004,Bus,24,1920120.0,1752.0,2817708.0,78
"Colorado Springs, CO Metro Area",2004,DemandResponse,24,2880180.0,2628.0,0.0,78
"Colorado Springs, CO Metro Area",2005,Bus,24,1920120.0,1752.0,2871549.0,78
"Colorado Springs, CO Metro Area",2005,DemandResponse,24,2880180.0,2628.0,119608.0,78
"Colorado Springs, CO Metro Area",2006,Bus,24,1920120.0,1752.0,3310803.0,78
"Colorado Springs, CO Metro Area",2006,DemandResponse,24,2880180.0,2628.0,211616.0,78
"Colorado Springs, CO Metro Area",2007,Bus,24,1920120.0,1752.0,3497803.0,78
"Colorado Springs, CO Metro Area",2007,DemandResponse,24,2880180.0,2628.0,245017.0,78
"Colorado Springs, CO Metro Area",2008,Bus,24,1920120.0,1752.0,3598878.0,78
"Colorado Springs, CO Metro Area",2008,DemandResponse,24,2880180.0,2628.0,261767.0,78
"Colorado Springs, CO Metro Area",2009,Bus,24,1920120.0,1752.0,3152990.0,78
"Colorado Springs, CO Metro Area",2009,DemandResponse,24,2880180.0,2628.0,282835.0,78
"Colorado Springs, CO Metro Area",2010,Bus,24,1920120.0,1752.0,2537971.0,78
"Colorado Springs, CO Metro Area",2010,DemandResponse,24,2880180.0,2628.0,308100.0,78
"Colorado Springs, CO Metro Area",2011,Bus,24,1920120.0,1752.0,2666804.0,78
"Colorado Springs, CO Metro Area",2011,DemandResponse,24,2880180.0,2628.0,345980.0,78
"Colorado Springs, CO Metro Area",2012,Bus,24,1920120.0,1752.0,2588001.0,78
"Colorado Springs, CO Metro Area",2012,DemandResponse,24,2880180.0,2628.0,342481.0,78
"Colorado Springs, CO Metro Area",2013,Bus,24,1920120.0,1752.0,2669265.0,78
"Colorado Springs, CO Metro Area",2013,DemandResponse,24,2880180.0,2628.0,322450.0,78
"Colorado Springs, CO Metro Area",2014,Bus,24,1920120.0,1752.0,2935031.0,78
"Colorado Springs, CO Metro Area",2014,DemandResponse,24,2880180.0,2628.0,330830.0,78
"Colorado Springs, CO Metro Area",2015,Bus,24,1920120.0,1752.0,3009500.0,78
"Colorado Springs, CO Metro Area",2015,DemandResponse,24,2880180.0,2628.0,279222.0,78
"Colorado Springs, CO Metro Area",2016,Bus,24,1920120.0,1752.0,3120334.0,78
"Colorado Springs, CO Metro Area",2016,DemandResponse,24,2880180.0,2628.0,252081.0,78
"Colorado Springs, CO Metro Area",2017,Bus,24,1920120.0,1752.0,3191976.0,78
"Colorado Springs, CO Metro Area",2017,DemandResponse,24,2880180.0,2628.0,247429.0,78
"Colorado Springs, CO Metro Area",2018,Bus,24,1920120.0,1752.0,3082981.0,78
"Colorado Springs, CO Metro Area",2018,DemandResponse,24,2880180.0,2628.0,263201.0,78
"Colorado Springs, CO Metro Area",2019,Bus,6,480030.0,438.0,714255.0,6
"Colorado Springs, CO Metro Area",2019,DemandResponse,6,720045.0,657.0,64254.0,6
"Columbia, MO Metro Area",2002,Bus,33,770176.0,2805.0,451995.0,77
"Columbia, MO Metro Area",2002,DemandResponse,33,770176.0,2805.0,25881.0,77
"Columbia, MO Metro Area",2003,Bus,36,840192.0,3060.0,482363.0,78
"Columbia, MO Metro Area",2003,DemandResponse,36,840192.0,3060.0,24201.0,78
"Columbia, MO Metro Area",2004,Bus,36,840192.0,3060.0,523318.0,78
"Columbia, MO Metro Area",2004,DemandResponse,36,840192.0,3060.0,23726.0,78
"Columbia, MO Metro Area",2005,Bus,36,840192.0,3060.0,514097.0,78
"Columbia, MO Metro Area",2005,DemandResponse,36,840192.0,3060.0,23384.0,78
"Columbia, MO Metro Area",2006,Bus,36,840192.0,3060.0,854010.0,78
"Columbia, MO Metro Area",2006,DemandResponse,36,840192.0,3060.0,21826.0,78
"Columbia, MO Metro Area",2007,Bus,36,840192.0,3060.0,715052.0,78
"Columbia, MO Metro Area",2007,DemandResponse,36,840192.0,3060.0,23835.0,78
"Columbia, MO Metro Area",2008,Bus,36,840192.0,3060.0,1553757.0,78
"Columbia, MO Metro Area",2008,DemandResponse,36,840192.0,3060.0,32896.0,78
"Columbia, MO Metro Area",2009,Bus,36,840192.0,3060.0,1958423.0,78
"Columbia, MO Metro Area",2009,DemandResponse,36,840192.0,3060.0,34506.0,78
"Columbia, MO Metro Area",2010,Bus,36,840192.0,3060.0,2069027.0,78
"Columbia, MO Metro Area",2010,DemandResponse,36,840192.0,3060.0,33749.0,78
"Columbia, MO Metro Area",2011,Bus,36,840192.0,3060.0,2192062.0,78
"Columbia, MO Metro Area",2011,DemandResponse,36,840192.0,3060.0,37521.0,78
"Columbia, MO Metro Area",2012,Bus,36,840192.0,3060.0,1903088.0,78
"Columbia, MO Metro Area",2012,DemandResponse,36,840192.0,3060.0,42747.0,78
"Columbia, MO Metro Area",2013,Bus,36,840192.0,3060.0,1800557.0,78
"Columbia, MO Metro Area",2013,DemandResponse,36,840192.0,3060.0,47646.0,78
"Columbia, MO Metro Area",2014,Bus,36,840192.0,3060.0,2267056.0,78
"Columbia, MO Metro Area",2014,DemandResponse,36,840192.0,3060.0,47177.0,78
"Columbia, MO Metro Area",2015,Bus,36,840192.0,3060.0,1466613.0,78
"Columbia, MO Metro Area",2015,DemandResponse,36,840192.0,3060.0,59188.0,78
"Columbia, MO Metro Area",2016,Bus,36,840192.0,3060.0,1430879.0,78
"Columbia, MO Metro Area",2016,DemandResponse,36,840192.0,3060.0,53621.0,78
"Columbia, MO Metro Area",2017,Bus,36,840192.0,3060.0,1387688.0,78
"Columbia, MO Metro Area",2017,DemandResponse,36,840192.0,3060.0,52571.0,78
"Columbia, MO Metro Area",2018,Bus,36,840192.0,3060.0,1180354.0,78
"Columbia, MO Metro Area",2018,DemandResponse,36,840192.0,3060.0,54148.0,78
"Columbia, MO Metro Area",2019,Bus,9,210048.0,765.0,356546.0,6
"Columbia, MO Metro Area",2019,DemandResponse,9,210048.0,765.0,12435.0,6
"Columbia, SC Metro Area",2002,Bus,33,441551.0,825.0,0.0,77
"Columbia, SC Metro Area",2002,DemandResponse,33,441551.0,825.0,0.0,77
"Columbia, SC Metro Area",2003,Bus,36,481692.0,900.0,0.0,78
"Columbia, SC Metro Area",2003,DemandResponse,36,481692.0,900.0,0.0,78
"Columbia, SC Metro Area",2004,Bus,36,481692.0,900.0,2539837.0,78
"Columbia, SC Metro Area",2004,DemandResponse,36,481692.0,900.0,80937.0,78
"Columbia, SC Metro Area",2005,Bus,36,481692.0,900.0,2670368.0,78
"Columbia, SC Metro Area",2005,DemandResponse,36,481692.0,900.0,93970.0,78
"Columbia, SC Metro Area",2006,Bus,36,481692.0,900.0,2427365.0,78
"Columbia, SC Metro Area",2006,DemandResponse,36,481692.0,900.0,90969.0,78
"Columbia, SC Metro Area",2007,Bus,36,481692.0,900.0,2105419.0,78
"Columbia, SC Metro Area",2007,DemandResponse,36,481692.0,900.0,83881.0,78
"Columbia, SC Metro Area",2008,Bus,36,481692.0,900.0,2206388.0,78
"Columbia, SC Metro Area",2008,DemandResponse,36,481692.0,900.0,82560.0,78
"Columbia, SC Metro Area",2009,Bus,36,481692.0,900.0,1936452.0,78
"Columbia, SC Metro Area",2009,DemandResponse,36,481692.0,900.0,76337.0,78
"Columbia, SC Metro Area",2010,Bus,36,481692.0,900.0,1867769.0,78
"Columbia, SC Metro Area",2010,DemandResponse,36,481692.0,900.0,68819.0,78
"Columbia, SC Metro Area",2011,Bus,36,481692.0,900.0,1758915.0,78
"Columbia, SC Metro Area",2011,DemandResponse,36,481692.0,900.0,62277.0,78
"Columbia, SC Metro Area",2012,Bus,36,481692.0,900.0,1431055.0,78
"Columbia, SC Metro Area",2012,DemandResponse,36,481692.0,900.0,59150.0,78
"Columbia, SC Metro Area",2013,Bus,36,481692.0,900.0,1398784.0,78
"Columbia, SC Metro Area",2013,DemandResponse,36,481692.0,900.0,55192.0,78
"Columbia, SC Metro Area",2014,Bus,36,481692.0,900.0,1740437.0,78
"Columbia, SC Metro Area",2014,DemandResponse,36,481692.0,900.0,53677.0,78
"Columbia, SC Metro Area",2015,Bus,36,481692.0,900.0,2260607.0,78
"Columbia, SC Metro Area",2015,DemandResponse,36,481692.0,900.0,60088.0,78
"Columbia, SC Metro Area",2016,Bus,36,481692.0,900.0,2419584.0,78
"Columbia, SC Metro Area",2016,DemandResponse,36,481692.0,900.0,62594.0,78
"Columbia, SC Metro Area",2017,Bus,36,481692.0,900.0,2482696.0,78
"Columbia, SC Metro Area",2017,DemandResponse,36,481692.0,900.0,71934.0,78
"Columbia, SC Metro Area",2018,Bus,36,481692.0,900.0,2762614.0,78
"Columbia, SC Metro Area",2018,DemandResponse,36,481692.0,900.0,70660.0,78
"Columbia, SC Metro Area",2019,Bus,9,120423.0,225.0,667049.0,6
"Columbia, SC Metro Area",2019,DemandResponse,9,120423.0,225.0,17505.0,6
"Columbus, OH Metro Area",2002,Bus,44,1653883.0,4851.0,14843776.0,154
"Columbus, OH Metro Area",2002,DemandResponse,44,3309570.0,13365.0,319798.0,154
"Columbus, OH Metro Area",2003,Bus,48,1804236.0,5292.0,15614950.0,156
"Columbus, OH Metro Area",2003,DemandResponse,48,3610440.0,14580.0,357636.0,156
"Columbus, OH Metro Area",2004,Bus,48,1804236.0,5292.0,14873604.0,156
"Columbus, OH Metro Area",2004,DemandResponse,48,3610440.0,14580.0,357726.0,156
"Columbus, OH Metro Area",2005,Bus,48,1804236.0,5292.0,14859079.0,156
"Columbus, OH Metro Area",2005,DemandResponse,48,3610440.0,14580.0,343900.0,156
"Columbus, OH Metro Area",2006,Bus,48,1804236.0,5292.0,14797951.0,156
"Columbus, OH Metro Area",2006,DemandResponse,48,3610440.0,14580.0,397267.0,156
"Columbus, OH Metro Area",2007,Bus,48,1804236.0,5292.0,14880269.0,156
"Columbus, OH Metro Area",2007,DemandResponse,48,3610440.0,14580.0,432796.0,156
"Columbus, OH Metro Area",2008,Bus,48,1804236.0,5292.0,16429077.0,156
"Columbus, OH Metro Area",2008,DemandResponse,48,3610440.0,14580.0,460753.0,156
"Columbus, OH Metro Area",2009,Bus,48,1804236.0,5292.0,16640306.0,156
"Columbus, OH Metro Area",2009,DemandResponse,48,3610440.0,14580.0,375857.0,156
"Columbus, OH Metro Area",2010,Bus,48,1804236.0,5292.0,17034878.0,156
"Columbus, OH Metro Area",2010,DemandResponse,48,3610440.0,14580.0,364872.0,156
"Columbus, OH Metro Area",2011,Bus,48,1804236.0,5292.0,18764047.0,156
"Columbus, OH Metro Area",2011,DemandResponse,48,3610440.0,14580.0,433325.0,156
"Columbus, OH Metro Area",2012,Bus,48,1804236.0,5292.0,18423352.0,156
"Columbus, OH Metro Area",2012,DemandResponse,48,3610440.0,14580.0,403629.0,156
"Columbus, OH Metro Area",2013,Bus,48,1804236.0,5292.0,18509390.0,156
"Columbus, OH Metro Area",2013,DemandResponse,48,3610440.0,14580.0,587126.0,156
"Columbus, OH Metro Area",2014,Bus,48,1804236.0,5292.0,19097888.0,156
"Columbus, OH Metro Area",2014,DemandResponse,48,3610440.0,14580.0,551048.0,156
"Columbus, OH Metro Area",2015,Bus,48,1804236.0,5292.0,18986860.0,156
"Columbus, OH Metro Area",2015,DemandResponse,48,3610440.0,14580.0,522035.0,156
"Columbus, OH Metro Area",2016,Bus,48,1804236.0,5292.0,18615894.0,156
"Columbus, OH Metro Area",2016,DemandResponse,48,3610440.0,14580.0,507109.0,156
"Columbus, OH Metro Area",2017,Bus,48,1804236.0,5292.0,18463222.0,156
"Columbus, OH Metro Area",2017,DemandResponse,48,3610440.0,14580.0,505178.0,156
"Columbus, OH Metro Area",2018,Bus,48,1804236.0,5292.0,18960482.0,156
"Columbus, OH Metro Area",2018,DemandResponse,48,3610440.0,14580.0,509367.0,156
"Columbus, OH Metro Area",2019,Bus,12,451059.0,1323.0,4489806.0,12
"Columbus, OH Metro Area",2019,DemandResponse,12,902610.0,3645.0,122278.0,12
"Corpus Christi, TX Metro Area",2002,Bus,11,1321122.0,2552.0,4963565.0,77
"Corpus Christi, TX Metro Area",2002,DemandResponse,11,2642244.0,5104.0,151950.0,77
"Corpus Christi, TX Metro Area",2002,Other,11,660561.0,1276.0,47195.0,77
"Corpus Christi, TX Metro Area",2003,Bus,12,1441224.0,2784.0,4901387.0,78
"Corpus Christi, TX Metro Area",2003,DemandResponse,12,2882448.0,5568.0,181869.0,78
"Corpus Christi, TX Metro Area",2003,Other,12,720612.0,1392.0,33777.0,78
"Corpus Christi, TX Metro Area",2004,Bus,12,1441224.0,2784.0,5361384.0,78
"Corpus Christi, TX Metro Area",2004,DemandResponse,12,2882448.0,5568.0,178887.0,78
"Corpus Christi, TX Metro Area",2004,Other,12,720612.0,1392.0,29773.0,78
"Corpus Christi, TX Metro Area",2005,Bus,12,1441224.0,2784.0,5648895.0,78
"Corpus Christi, TX Metro Area",2005,DemandResponse,12,2882448.0,5568.0,196999.0,78
"Corpus Christi, TX Metro Area",2005,Other,12,720612.0,1392.0,30898.0,78
"Corpus Christi, TX Metro Area",2006,Bus,12,1441224.0,2784.0,5302859.0,78
"Corpus Christi, TX Metro Area",2006,DemandResponse,12,2882448.0,5568.0,214409.0,78
"Corpus Christi, TX Metro Area",2006,Other,12,720612.0,1392.0,21443.0,78
"Corpus Christi, TX Metro Area",2007,Bus,12,1441224.0,2784.0,4956946.0,78
"Corpus Christi, TX Metro Area",2007,DemandResponse,12,2882448.0,5568.0,220861.0,78
"Corpus Christi, TX Metro Area",2007,Other,12,720612.0,1392.0,0.0,78
"Corpus Christi, TX Metro Area",2008,Bus,12,1441224.0,2784.0,5226909.0,78
"Corpus Christi, TX Metro Area",2008,DemandResponse,12,2882448.0,5568.0,230061.0,78
"Corpus Christi, TX Metro Area",2008,Other,12,720612.0,1392.0,21402.0,78
"Corpus Christi, TX Metro Area",2009,Bus,12,1441224.0,2784.0,5095789.0,78
"Corpus Christi, TX Metro Area",2009,DemandResponse,12,2882448.0,5568.0,219531.0,78
"Corpus Christi, TX Metro Area",2009,Other,12,720612.0,1392.0,11640.0,78
"Corpus Christi, TX Metro Area",2010,Bus,12,1441224.0,2784.0,5225271.0,78
"Corpus Christi, TX Metro Area",2010,DemandResponse,12,2882448.0,5568.0,209091.0,78
