UZA Name,UZA,RailBus,NTD_ID,NTD_5_Digit,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Charleston, WV",214,DemandResponse,33002,60002,65645.0,0.0,65403.0,68615.0,72339.0,55253.0,51550.0,48220.0,49802.0,51651.0,52544.0,49447.0,49439.0,51563.0,60383.0,55525.0
"Charleston-North Charleston, SC",76,Bus,84330,120330,2155879.0,2052772.0,1053834.0,868752.0,2074639.0,2443539.0,2599049.0,2839704.0,2759466.0,2695600.0,3577474.0,3985376.0,2950311.0,2934769.0,4757434.0,4302911.0
"Charleston-North Charleston, SC",76,DemandResponse,44220,80220,139517.0,149894.0,103832.0,110540.0,140810.0,159665.0,173982.0,220641.0,232218.0,242491.0,250292.0,256470.0,264624.0,688402.0,375200.0,323875.0
"Charlotte, NC-SC",38,Bus,88032,160032,8034484.0,8339219.0,9400787.0,10079651.0,11320176.0,12087939.0,13743705.0,17002524.0,15951140.0,18587946.0,19914181.0,21568146.0,21416028.0,22406727.0,25351079.0,24881543.0
"Charlotte, NC-SC",38,DemandResponse,180952,360952,938387.0,647403.0,551868.0,495324.0,1082153.0,1195789.0,1188092.0,1243991.0,1114621.0,1172925.0,1171608.0,1418513.0,1448550.0,1730530.0,1505405.0,1353786.0
"Charlotte, NC-SC",38,Rail,84024,120024,0.0,0.0,0.0,194980.0,212637.0,0.0,1622813.0,3184675.0,3211891.0,3678428.0,3793166.0,4358896.0,4553044.0,5053583.0,3907008.0,3599048.0
"Charlottesville, VA",317,Bus,33072,60072,443363.0,441411.0,392243.0,402765.0,420939.0,419190.0,589980.0,611150.0,633849.0,837778.0,871509.0,756570.0,765326.0,551563.0,484203.0,457391.0
"Charlottesville, VA",317,DemandResponse,36126,90126,92427.0,98441.0,90707.0,94886.0,121107.0,120131.0,815656.0,999259.0,836571.0,923655.0,1026988.0,1072588.0,883090.0,1247856.0,1465144.0,1090228.0
"Chattanooga, TN-GA",100,Bus,44002,80002,1295444.0,1297585.0,1287353.0,1319001.0,1534876.0,1673242.0,1732701.0,1619350.0,1738173.0,1817870.0,2033923.0,1977559.0,1957786.0,1988828.0,2000010.0,1940862.0
"Chattanooga, TN-GA",100,DemandResponse,88004,160004,122068.0,143212.0,107656.0,124277.0,115087.0,121378.0,142041.0,154625.0,154396.0,168845.0,153705.0,159417.0,188547.0,109284.0,114455.0,128541.0
"Chattanooga, TN-GA",100,Rail,44002,80002,1409378.0,1346483.0,1609672.0,1736730.0,1740506.0,1680167.0,2147909.0,2159401.0,2141962.0,2120985.0,2031166.0,2268608.0,2426729.0,2482178.0,2917484.0,3029715.0
"Cheyenne, WY",377,Bus,88040,160040,78006.0,74777.0,65324.0,80513.0,87293.0,96004.0,92519.0,89913.0,82796.0,97215.0,115591.0,105356.0,96485.0,95242.0,85672.0,116002.0
"Cheyenne, WY",377,DemandResponse,88040,160040,31861.0,18694.0,25404.0,31311.0,32287.0,39213.0,35980.0,40395.0,40780.0,50081.0,62239.0,54275.0,49705.0,51284.0,50315.0,59758.0
"Chicago, IL-IN",3,Bus,401976,851976,258008754.0,252106635.0,270562608.0,281440922.0,281116202.0,293989528.0,294338970.0,306819117.0,299901985.0,310174598.0,319795949.0,330424066.0,331599669.0,326880501.0,314279268.0,303547368.0
"Chicago, IL-IN",3,DemandResponse,743711,1553711,12304582.0,13693862.0,15488182.0,17712261.0,19344352.0,12334177.0,12651535.0,12834572.0,13904540.0,14065052.0,14888168.0,15882788.0,16568136.0,16771007.0,16162664.0,15288019.0
"Chicago, IL-IN",3,Other,5190,50190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chicago, IL-IN",3,Rail,165576,300576,362803123.0,352327705.0,369531672.0,382351160.0,443318865.0,439902573.0,460631876.0,484374420.0,492670361.0,510066356.0,580493029.0,606972690.0,621393646.0,657407248.0,664434283.0,671930290.0
"Chico, CA",296,Bus,9127,90127,431931.0,426036.0,447860.0,431071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chico, CA",296,DemandResponse,9127,90127,0.0,0.0,85826.0,69204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chico, CA",306,Bus,99416,180416,0.0,0.0,0.0,0.0,748850.0,759030.0,854349.0,947583.0,1125317.0,1197642.0,1246467.0,1300616.0,1292794.0,1329344.0,1348931.0,1265451.0
"Chico, CA",306,DemandResponse,99416,180416,0.0,0.0,0.0,0.0,186308.0,241608.0,221455.0,202491.0,234931.0,259485.0,311875.0,328348.0,348241.0,363508.0,358513.0,348094.0
"Cincinnati, OH-KY-IN",30,Bus,375668,681668,21875538.0,22518022.0,22998751.0,26495099.0,27920212.0,28756538.0,33814237.0,33725326.0,35095259.0,34668186.0,35462973.0,34821950.0,34045435.0,33330623.0,32498472.0,31136857.0
"Cincinnati, OH-KY-IN",30,DemandResponse,265040,481040,1822030.0,696862.0,796210.0,953305.0,686922.0,741602.0,750823.0,893249.0,1230319.0,1534179.0,1539786.0,1553660.0,1428745.0,1494090.0,1600098.0,1736049.0
"Cincinnati, OH-KY-IN",30,Rail,50012,50012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289619.0,455323.0
"Clarksville, TN-KY",208,Bus,44184,80184,251155.0,261145.0,282933.0,324276.0,374806.0,398142.0,416976.0,531390.0,529824.0,560265.0,630830.0,687049.0,681074.0,677568.0,633088.0,637288.0
"Clarksville, TN-KY",208,DemandResponse,44184,80184,55310.0,59206.0,56417.0,66572.0,69103.0,70783.0,68033.0,80310.0,72947.0,79944.0,66735.0,70601.0,73001.0,68722.0,73774.0,77067.0
"Cleveland, OH",25,Bus,341551,701551,31335886.0,31821816.0,31107211.0,32567610.0,37027089.0,36096740.0,39315406.0,43028321.0,40889765.0,41198825.0,40936757.0,41699054.0,41544354.0,38550045.0,37878920.0,35789395.0
"Cleveland, OH",25,DemandResponse,331218,601218,565141.0,582238.0,643571.0,661337.0,677911.0,855215.0,1039069.0,1225598.0,1075960.0,1156024.0,1176094.0,1234404.0,1276196.0,1288479.0,1288699.0,2144391.0
"Cleveland, OH",25,Rail,110060,200060,7017092.0,6776656.0,6699165.0,6204084.0,4388657.0,7562901.0,8973715.0,7519161.0,6639209.0,9111250.0,9459707.0,9697634.0,9238303.0,9152741.0,9454399.0,10280173.0
"Cleveland, TN",414,Bus,44340,80340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6356.0,13826.0,14015.0,23570.0,37770.0,33797.0,35453.0,43453.0,34243.0
"Cleveland, TN",414,DemandResponse,44340,80340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6356.0,5080.0,10544.0,17733.0,15497.0,22840.0,22162.0,21876.0,10599.0
"Coeur d'Alene, ID",304,Bus,53,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Coeur d'Alene, ID",304,DemandResponse,53,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"College Station-Bryan, TX",197,Bus,198354,360354,160272.0,1055299.0,1365834.0,1442765.0,1091892.0,1647579.0,3034049.0,3690949.0,3485389.0,3782324.0,4044614.0,4041582.0,4506519.0,1203890.0,217407.0,204307.0
"College Station-Bryan, TX",197,DemandResponse,66118,120118,40067.0,36892.0,44033.0,39344.0,37886.0,113441.0,284948.0,336583.0,304375.0,288693.0,277139.0,234974.0,178712.0,179854.0,164009.0,154127.0
"Colorado Springs, CO",73,Bus,96015,240015,1933313.0,1991312.0,1659591.0,1713947.0,2768424.0,2948551.0,3633409.0,3436363.0,2453852.0,2971667.0,2814952.0,2390730.0,2627237.0,2692124.0,2627171.0,2648549.0
"Colorado Springs, CO",73,DemandResponse,256025,400025,129301.0,231298.0,264599.0,282829.0,295959.0,346293.0,470484.0,718135.0,676235.0,911490.0,924674.0,802431.0,861940.0,839962.0,703957.0,732411.0
"Columbia, MO",255,Bus,77032,140032,28974.0,181354.0,165579.0,172212.0,190070.0,196682.0,211265.0,319837.0,384513.0,405706.0,1524951.0,1734557.0,1922119.0,1657084.0,1510908.0,1508501.0
"Columbia, MO",255,DemandResponse,77032,140032,178228.0,24937.0,24170.0,23978.0,22166.0,23583.0,95760.0,131283.0,140007.0,137842.0,196271.0,173276.0,190668.0,202576.0,164523.0,159471.0
"Columbia, SC",75,Bus,84423,120423,0.0,1016019.0,1436953.0,1914685.0,2212457.0,2106636.0,1847893.0,1808479.0,1856732.0,1911643.0,1824142.0,1466365.0,1637087.0,1862015.0,1797588.0,1932618.0
"Columbia, SC",75,DemandResponse,44282,80282,0.0,92033.0,134694.0,132071.0,180203.0,179833.0,170658.0,189079.0,206486.0,212593.0,202683.0,162929.0,185899.0,211083.0,200682.0,214735.0
"Columbus, GA-AL",147,Bus,44048,80048,679681.0,681019.0,711638.0,731531.0,863379.0,821645.0,894718.0,910806.0,877166.0,761086.0,571078.0,976833.0,982717.0,1000924.0,906605.0,913341.0
"Columbus, GA-AL",147,DemandResponse,44048,80048,38126.0,40615.0,41337.0,37774.0,45560.0,46122.0,50107.0,61548.0,75242.0,68666.0,75423.0,64026.0,100200.0,81733.0,92037.0,121014.0
"Columbus, OH",36,Bus,110430,200430,13063762.0,12387496.0,11501354.0,11447404.0,12845245.0,12694406.0,13520467.0,13300319.0,15430002.0,17253042.0,19303698.0,19582132.0,20209776.0,19221528.0,18699171.0,18848755.0
"Columbus, OH",36,DemandResponse,165812,300812,101352.0,110461.0,277867.0,309066.0,360619.0,377034.0,464040.0,517589.0,636593.0,658185.0,1109404.0,1437775.0,1449855.0,1254352.0,1252165.0,1590405.0
"Concord, CA",66,Bus,207588,450588,5479832.0,5857749.0,5835340.0,5522684.0,5555474.0,6436842.0,6982182.0,6881042.0,6294634.0,6222241.0,6415355.0,6950256.0,6493854.0,6642469.0,6448026.0,5788642.0
"Concord, CA",66,DemandResponse,198444,360444,366307.0,432743.0,487498.0,504401.0,518504.0,630874.0,679972.0,782020.0,802481.0,733866.0,800028.0,651937.0,817941.0,757342.0,782146.0,739205.0
"Conroe-The Woodlands, TX",154,Bus,120268,120268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3896306.0,3915029.0,3586546.0
"Corpus Christi, TX",116,Bus,132204,240204,901737.0,993580.0,997277.0,1062065.0,1188966.0,1395053.0,1447485.0,1331797.0,1329432.0,1400487.0,1404821.0,1433899.0,1538848.0,1546755.0,1473955.0,1493105.0
"Corpus Christi, TX",116,DemandResponse,198306,360306,52062.0,50138.0,42621.0,79989.0,158308.0,207276.0,216370.0,220695.0,208341.0,181636.0,183791.0,180177.0,163286.0,216628.0,262616.0,203352.0
"Corpus Christi, TX",116,Other,66102,120102,54222.0,51161.0,48531.0,55141.0,32967.0,0.0,44075.0,24739.0,0.0,52385.0,85806.0,96515.0,88797.0,89708.0,0.0,0.0
"Corvallis, OR",436,Bus,47,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434383.0,462844.0,316570.0,0.0,0.0,0.0,0.0,0.0,0.0
"Corvallis, OR",436,DemandResponse,47,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cumberland, MD-WV-PA",484,Bus,33082,60082,0.0,0.0,0.0,0.0,39755.0,179595.0,45403.0,210838.0,182215.0,219988.0,255130.0,249803.0,250958.0,264687.0,146605.0,159989.0
"Cumberland, MD-WV-PA",484,DemandResponse,33082,60082,0.0,0.0,0.0,0.0,153844.0,43951.0,198262.0,47773.0,46122.0,42312.0,38979.0,40209.0,42436.0,31479.0,9704.0,6397.0
"Dallas-Fort Worth-Arlington, TX",6,Bus,763258,1141258,27276340.0,25938218.0,27169645.0,28556617.0,12521822.0,30850839.0,34761562.0,33100484.0,32214233.0,35208365.0,36639087.0,41710761.0,37033485.0,35434298.0,33826857.0,31311667.0
"Dallas-Fort Worth-Arlington, TX",6,DemandResponse,1130251,2102251,2528555.0,6559225.0,5117387.0,5390483.0,6315002.0,5089183.0,5780866.0,6342642.0,6591155.0,8516532.0,11111979.0,8499727.0,7516222.0,7576559.0,6034337.0,7371393.0
"Dallas-Fort Worth-Arlington, TX",6,Rail,324560,540560,7174875.0,9047907.0,10365536.0,10272281.0,30347269.0,11527777.0,16930766.0,16328520.0,25229011.0,27131311.0,27973802.0,31515212.0,37382835.0,38053137.0,38575570.0,38985120.0
"Danbury, CT-NY",201,Bus,11102,20102,489174.0,519367.0,541229.0,633919.0,726209.0,706719.0,762106.0,786899.0,736210.0,752631.0,828149.0,781884.0,864967.0,899791.0,882739.0,782303.0
"Danbury, CT-NY",201,DemandResponse,11102,20102,43438.0,38604.0,39085.0,38784.0,43154.0,46762.0,46838.0,52393.0,54033.0,50080.0,73398.0,75344.0,73991.0,77439.0,78722.0,77858.0
"Danville, IL-IN",492,Bus,60522,150522,0.0,0.0,0.0,130275.0,149525.0,202003.0,225781.0,263957.0,257170.0,288541.0,359704.0,322868.0,316651.0,330439.0,332903.0,312806.0
"Danville, IL-IN",492,DemandResponse,60522,150522,0.0,0.0,0.0,9057.0,6450.0,9980.0,8904.0,16135.0,16849.0,19618.0,19221.0,29740.0,30140.0,23812.0,22952.0,20848.0
"Daphne-Fairhope, AL",458,Bus,40928,40928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48695.0,0.0
"Daphne-Fairhope, AL",458,DemandResponse,40928,40928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461322.0,425967.0
"Davenport, IA-IL",134,Bus,425381,830381,1293555.0,1373011.0,1438403.0,1499429.0,1439573.0,1232856.0,1292751.0,1414674.0,1431143.0,1482773.0,1604988.0,1544175.0,1398808.0,1545320.0,1434505.0,1212358.0
"Davenport, IA-IL",134,DemandResponse,353504,740504,93955.0,92012.0,82042.0,74426.0,80754.0,196192.0,217737.0,246087.0,278236.0,301868.0,301986.0,785644.0,666122.0,804037.0,1301298.0,1017451.0
"Davenport, IA-IL",134,Other,55114,100114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99236.0,126190.0,110328.0,169727.0,198630.0
"Davis, CA",382,Bus,99284,180284,125813.0,139006.0,169159.0,204003.0,2206790.0,1894698.0,201557.0,199174.0,191183.0,237058.0,255180.0,2136424.0,2767881.0,2718705.0,2862710.0,3118039.0
"Dayton, OH",59,Bus,110068,200068,5731024.0,5297088.0,5559867.0,6836561.0,7463833.0,7749598.0,9403693.0,8161786.0,8119560.0,8711097.0,8861320.0,9377328.0,9359589.0,8310903.0,7717683.0,6911641.0
"Dayton, OH",59,DemandResponse,170871,350871,693228.0,721961.0,2493188.0,2635615.0,2979758.0,3119730.0,2965106.0,2878404.0,2776789.0,2912330.0,2947886.0,2886391.0,2939876.0,3116494.0,2509984.0,2345975.0
"DeKalb, IL",404,Bus,50176,50176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20892.0,14671.0,21297.0
"DeKalb, IL",404,DemandResponse,55352,100352,0.0,0.0,0.0,0.0,54122.0,65850.0,82289.0,72589.0,79097.0,74347.0,59254.0,52183.0,0.0,40808.0,50245.0,37210.0
"Decatur, AL",392,DemandResponse,44222,80222,0.0,455688.0,0.0,0.0,92102.0,223342.0,139637.0,124437.0,306204.0,266746.0,167375.0,326227.0,99756.0,123475.0,166926.0,0.0
"Decatur, IL",313,Bus,55122,100122,262603.0,321174.0,380801.0,370263.0,411996.0,427688.0,443472.0,396206.0,382904.0,451962.0,500554.0,484639.0,553651.0,511348.0,479875.0,483781.0
"Decatur, IL",313,DemandResponse,115305,250305,49721.0,77961.0,78022.0,70704.0,48711.0,47334.0,51126.0,49300.0,55209.0,57546.0,53763.0,59573.0,74528.0,91615.0,93568.0,49319.0
"Delano, CA",471,Bus,189714,270714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450476.0,61255.0,81941.0,108573.0,92498.0,84979.0
"Delano, CA",471,DemandResponse,99476,180476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213685.0,28292.0,20486.0,21193.0,55541.0,47203.0
"Denton-Lewisville, TX",104,Bus,72303,180303,0.0,0.0,0.0,0.0,1817736.0,2336239.0,2625892.0,2470506.0,2763521.0,2947657.0,3297029.0,3429469.0,3597718.0,3524306.0,3935232.0,3956825.0
"Denton-Lewisville, TX",104,DemandResponse,264838,480838,0.0,0.0,0.0,0.0,26685.0,81173.0,104996.0,130840.0,145983.0,159654.0,169901.0,290684.0,362392.0,373472.0,428921.0,705526.0
"Denton-Lewisville, TX",104,Other,66202,120202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729394.0,831112.0,806043.0,771096.0,712360.0
"Denton-Lewisville, TX",104,Rail,6101,60101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194683.0,564628.0,0.0,0.0,0.0,0.0,0.0
"Denver-Aurora, CO",18,Bus,176024,320024,41302793.0,43120770.0,47091179.0,49106430.0,56339261.0,58675609.0,64878541.0,72908699.0,75110518.0,79496929.0,82690545.0,66185965.0,79410594.0,79238685.0,81753983.0,77198699.0
"Denver-Aurora, CO",18,DemandResponse,272248,560248,838174.0,735759.0,970659.0,1156680.0,2219112.0,2497123.0,3118473.0,3270020.0,2366417.0,3971086.0,3632717.0,3100390.0,5269100.0,5362767.0,5884446.0,5918037.0
"Denver-Aurora, CO",18,Rail,168018,240018,7826147.0,7463388.0,8050707.0,8187376.0,9264286.0,17969949.0,21945973.0,22713133.0,22230716.0,26596829.0,28679679.0,49408379.0,36797116.0,37548705.0,49474921.0,58431195.0
"Denver-Aurora, CO",21,DemandResponse,8108,80108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21077.0,288445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Des Moines, IA",85,Bus,77020,140020,2925412.0,2780186.0,2947379.0,2943147.0,3419920.0,3694044.0,4051580.0,4930641.0,5688831.0,4904847.0,4394422.0,4240102.0,4362255.0,4424306.0,4339190.0,4661919.0
"Des Moines, IA",85,DemandResponse,238070,490070,862025.0,881268.0,2174848.0,2137109.0,2202587.0,2791610.0,2805560.0,3519963.0,3557307.0,3414087.0,3246061.0,3008668.0,2874577.0,2734755.0,2471303.0,2270880.0
"Detroit, MI",11,Bus,165362,300362,31021877.0,31765886.0,32210620.0,30475078.0,33566711.0,34855339.0,38641640.0,39107804.0,37785975.0,40399461.0,37386794.0,33826091.0,30685061.0,31303313.0,32198049.0,29902242.0
"Detroit, MI",11,DemandResponse,281175,551175,1672454.0,1576480.0,1384857.0,1249192.0,1444169.0,1844515.0,1654054.0,1945832.0,1704481.0,3162586.0,9263035.0,4660709.0,6705067.0,6048035.0,5647816.0,8655364.0
"Detroit, MI",11,Rail,115755,250755,782805.0,439161.0,367012.0,443669.0,991814.0,1068241.0,1084693.0,844761.0,900881.0,911739.0,1160574.0,1556301.0,1688923.0,1453456.0,1423890.0,1415024.0
"Dothan, AL",402,DemandResponse,132618,240618,367810.0,72290.0,362234.0,385160.0,337032.0,54534.0,59535.0,76115.0,86534.0,86403.0,91083.0,79788.0,85170.0,77934.0,69391.0,58479.0
"Dover-Rochester, NH-ME",331,Bus,23496,50496,0.0,145959.0,149109.0,133700.0,155162.0,165626.0,180243.0,302157.0,1643305.0,1714285.0,1843515.0,2036248.0,2302168.0,2492817.0,2599578.0,2552563.0
"Dover-Rochester, NH-ME",331,DemandResponse,11172,20172,0.0,2866.0,3557.0,3638.0,3934.0,1877.0,3570.0,7074.0,16596.0,22705.0,34686.0,35626.0,51496.0,52665.0,58664.0,102799.0
"Dubuque, IA-IL",409,Bus,77022,140022,127931.0,110645.0,169749.0,124950.0,124489.0,128541.0,121106.0,121337.0,158077.0,113384.0,132211.0,117897.0,147968.0,229617.0,190101.0,224941.0
"Dubuque, IA-IL",409,DemandResponse,84033,210033,45342.0,0.0,115309.0,186426.0,179628.0,155400.0,133395.0,64633.0,63351.0,52837.0,56195.0,56905.0,50926.0,88175.0,195650.0,183053.0
"Duluth, MN-WI",260,Bus,55050,100050,1417702.0,1399605.0,1564213.0,1667891.0,1904336.0,1948545.0,2069661.0,2027708.0,1952424.0,2355897.0,2452281.0,2456584.0,2614086.0,2752477.0,2479687.0,2433944.0
"Duluth, MN-WI",260,DemandResponse,55050,100050,0.0,37615.0,36136.0,36858.0,39136.0,38514.0,36394.0,37908.0,39974.0,48736.0,51636.0,51648.0,55793.0,62195.0,65692.0,66927.0
"Durham, NC",110,Bus,216702,360702,3331753.0,6386689.0,2987592.0,8094882.0,9070114.0,10155102.0,10850199.0,11513582.0,11001660.0,11528476.0,12016783.0,13483760.0,13432933.0,14621114.0,13012587.0,12382201.0
"Durham, NC",110,DemandResponse,176708,320708,496907.0,482733.0,593431.0,694653.0,782141.0,865262.0,1038023.0,1213093.0,1372089.0,1258597.0,1289154.0,985170.0,963543.0,965146.0,845477.0,853971.0
"East Stroudsburg, PA-NJ",472,Bus,30137,30137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214076.0,242133.0,244207.0,235497.0
"East Stroudsburg, PA-NJ",472,DemandResponse,60274,60274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240374.0,174154.0,170161.0,199780.0
"Eau Claire, WI",297,Bus,55198,100198,469830.0,471698.0,470600.0,502424.0,527112.0,552196.0,640702.0,684416.0,723574.0,705103.0,682133.0,709843.0,737465.0,779801.0,774618.0,803452.0
"Eau Claire, WI",297,DemandResponse,110464,200464,201360.0,218087.0,239927.0,247190.0,257147.0,265700.0,309005.0,221477.0,235153.0,382652.0,403392.0,392135.0,385295.0,393561.0,498740.0,463240.0
"El Centro, CA",440,Bus,9212,90212,0.0,0.0,0.0,0.0,0.0,333175.0,406619.0,481058.0,547709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"El Centro, CA",440,DemandResponse,9212,90212,0.0,0.0,0.0,0.0,0.0,68189.0,72860.0,81059.0,81361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"El Centro-Calexico, CA",289,Bus,99452,180452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548813.0,530893.0,506374.0,716188.0,748040.0,718108.0,646809.0
"El Centro-Calexico, CA",289,DemandResponse,99452,180452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92000.0,61665.0,49184.0,67683.0,72130.0,66554.0,68684.0
"El Paso, TX-NM",53,Bus,66012,120012,6691408.0,6368730.0,6281957.0,6413847.0,6605582.0,6659564.0,7287779.0,8147525.0,7897873.0,8729324.0,9090275.0,9148195.0,9227493.0,8889145.0,8330246.0,7689310.0
"El Paso, TX-NM",53,DemandResponse,144272,360272,273599.0,315404.0,286237.0,290276.0,327640.0,386945.0,398782.0,547300.0,553158.0,494063.0,1241233.0,905726.0,1748342.0,598155.0,620039.0,627395.0
"Elizabethtown-Radcliff, KY",379,Bus,44382,80382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57061.0,0.0,0.0,0.0,0.0,0.0,0.0
"Elizabethtown-Radcliff, KY",379,DemandResponse,88764,160764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678891.0,0.0,42774.0,49081.0,40941.0,1843469.0,2360526.0
"Elkhart, IN-MI",227,Bus,55298,100298,60256.0,65303.0,84764.0,93202.0,119940.0,133810.0,150902.0,149350.0,189510.0,239850.0,265414.0,286884.0,298953.0,255434.0,251860.0,246771.0
"Elkhart, IN-MI",227,DemandResponse,60447,150447,456079.0,439289.0,436501.0,480668.0,413026.0,439115.0,434291.0,347895.0,205657.0,245534.0,240169.0,120129.0,28558.0,40589.0,53908.0,59087.0
"Elmira, NY",407,Bus,22010,40010,1283347.0,1649487.0,1456664.0,1736821.0,1746479.0,1819010.0,1975577.0,658795.0,684175.0,698519.0,660090.0,705715.0,763138.0,778411.0,712216.0,785413.0
"Elmira, NY",407,DemandResponse,22010,40010,337040.0,454450.0,482486.0,518791.0,610443.0,672785.0,806926.0,301547.0,259515.0,285311.0,310630.0,266975.0,268130.0,262246.0,250759.0,230645.0
"Erie, PA",183,Bus,33026,60026,1989510.0,1956308.0,1970356.0,1993899.0,2110565.0,2156359.0,2152657.0,2234655.0,2185648.0,2286371.0,2356057.0,2616276.0,2792335.0,2885883.0,2899788.0,2947165.0
"Erie, PA",183,DemandResponse,33026,60026,1706965.0,1829598.0,2995191.0,3515976.0,3548490.0,3449733.0,3611787.0,3722955.0,3649806.0,3877257.0,3960429.0,3970537.0,3738973.0,3843121.0,3569666.0,3306632.0
"Eugene, OR",151,Bus,21,21,4006082.0,4314671.0,4435613.0,4378336.0,5078340.0,5213706.0,6122561.0,6639924.0,7064784.0,7432593.0,6774444.0,6952902.0,7108331.0,7320181.0,7148311.0,7494017.0
"Eugene, OR",151,DemandResponse,21,21,392245.0,413201.0,68096.0,236023.0,280778.0,229066.0,241986.0,295215.0,326936.0,296877.0,351152.0,415778.0,552908.0,633057.0,528175.0,560451.0
"Evansville, IN-KY",159,Bus,55086,100086,174643.0,769943.0,695703.0,777818.0,919361.0,979950.0,996501.0,954227.0,1070791.0,1248324.0,1332088.0,1464324.0,1484838.0,1464493.0,1400321.0,1341736.0
"Evansville, IN-KY",159,DemandResponse,55086,100086,727087.0,102343.0,109692.0,105953.0,125367.0,115577.0,128582.0,360068.0,263673.0,311954.0,308397.0,276096.0,116133.0,410377.0,386041.0,405087.0
"Fairbanks, AK",425,Bus,90,90,0.0,0.0,181426.0,166352.0,154779.0,214900.0,273294.0,307754.0,381079.0,342376.0,239388.0,253234.0,273528.0,364483.0,375443.0,393536.0
"Fairbanks, AK",425,DemandResponse,45,45,0.0,0.0,28650.0,26992.0,28312.0,27586.0,48935.0,51394.0,40597.0,38699.0,36227.0,36351.0,36923.0,40568.0,41590.0,36710.0
"Fairfield, CA",240,Bus,189276,270276,660786.0,661893.0,798297.0,861369.0,878235.0,1619957.0,1868716.0,2018979.0,1914965.0,2028003.0,2010583.0,2095877.0,2098578.0,2176185.0,2161730.0,2192450.0
"Fairfield, CA",240,DemandResponse,99184,180184,33220.0,31987.0,43050.0,70077.0,75747.0,98226.0,101334.0,86703.0,80471.0,64431.0,73180.0,85653.0,88354.0,105217.0,111298.0,125665.0
"Fargo, ND-MN",194,Bus,143058,260058,366574.0,399443.0,412267.0,467812.0,581775.0,556521.0,0.0,903805.0,854444.0,844665.0,937388.0,970874.0,1015343.0,954089.0,914985.0,864714.0
"Fargo, ND-MN",194,DemandResponse,143058,260058,146019.0,161477.0,196226.0,202235.0,237475.0,286069.0,0.0,451494.0,352790.0,341703.0,357970.0,218743.0,211421.0,207634.0,215748.0,217782.0
"Fayetteville, NC",122,Bus,84027,120027,504129.0,497106.0,409870.0,417289.0,434099.0,504815.0,527174.0,549029.0,651112.0,820254.0,944078.0,1031083.0,1146253.0,1226570.0,1219215.0,1175608.0
"Fayetteville, NC",122,DemandResponse,44018,80018,16933.0,25604.0,29995.0,37960.0,36088.0,41667.0,50002.0,53867.0,56760.0,58112.0,69253.0,72865.0,81909.0,100133.0,103371.0,103488.0
