,5 digit NTD ID,4 digit NTD ID,Agency,UZA,UZA Name,RailBus,YEAR,UPT,VRM,FARE,min_year,max_year,NEW_REPORTER_FLAG,NOTE
13,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Bus,2015,121072264,35535564,159372351.0,2002,2018,1,"[nan, nan, nan]"
14,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Bus,2016,120902543,36655268,163103304.0,2002,2018,1,"[nan, nan, nan]"
15,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Bus,2017,121352294,36948852,163438437.0,2002,2018,1,"[nan, nan, nan]"
16,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Bus,2018,122212336,38357519,165471480.0,2002,2018,1,"[nan, nan, nan]"
17,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Rail,2012,750888,62222,505039.0,2012,2018,1,[nan]
18,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Rail,2013,760933,63268,761610.0,2012,2018,1,[nan]
19,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Rail,2014,707714,61521,423340.0,2012,2018,1,[nan]
20,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Rail,2015,622225,59960,465698.0,2012,2018,1,[nan]
21,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Rail,2016,1358297,191472,1250080.0,2012,2018,1,[nan]
22,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Rail,2017,1417507,193810,1368135.0,2012,2018,1,[nan]
23,1,1,King County Department of Transportation - Metro Transit Division,14,"Seattle, WA",Rail,2018,1685668,207852,1819353.5,2012,2018,1,[nan]
24,2,2,Spokane Transit Authority,96,"Spokane, WA",Bus,2002,7522394,4777633,5018070.0,2002,2018,0,[nan]
25,2,2,Spokane Transit Authority,96,"Spokane, WA",Bus,2003,7487408,4813329,5239111.0,2002,2018,0,[nan]
26,2,2,Spokane Transit Authority,96,"Spokane, WA",Bus,2004,7740359,4863417,5343235.0,2002,2018,0,[nan]
27,2,2,Spokane Transit Authority,96,"Spokane, WA",Bus,2005,7691052,5039551,5411522.0,2002,2018,0,[nan]
28,2,2,Spokane Transit Authority,96,"Spokane, WA",Bus,2006,8420620,5599353,5801631.0,2002,2018,0,[nan]
29,2,2,Spokane Transit Authority,96,"Spokane, WA",Bus,2007,9046264,5620947,6082747.0,2002,2018,0,[nan]
30,2,2,Spokane Transit Authority,96,"Spokane, WA",Bus,2008,11110265,5746741,7112748.0,2002,2018,0,[nan]
31,2,2,Spokane Transit Authority,96,"Spokane, WA",Bus,2009,11150243,5811387,7127521.0,2002,2018,0,[nan]
32,2,2,Spokane Transit Authority,96,"Spokane, WA",Bus,2010,10710562,5801678,8382949.0,2002,2018,0,[nan]
33,2,2,Spokane Transit Authority,96,"Spokane, WA",Bus,2011,10832037,5570475,8988852.0,2002,2018,0,[nan]
34,2,2,Spokane Transit Authority,96,"Spokane, WA",Bus,2012,11030806,5313529,8922422.0,2002,2018,0,[nan]
35,2,2,Spokane Transit Authority,96,"Spokane, WA",Bus,2013,11092515,5334754,9019785.0,2002,2018,0,[nan]
36,2,2,Spokane Transit Authority,96,"Spokane, WA",Bus,2014,11324434,5446828,8475543.0,2002,2018,0,[nan]
37,2,2,Spokane Transit Authority,96,"Spokane, WA",Bus,2015,10815736,5480629,7988366.0,2002,2018,0,[nan]
38,2,2,Spokane Transit Authority,96,"Spokane, WA",Bus,2016,10261816,5477713,7517135.0,2002,2018,0,[nan]
39,2,2,Spokane Transit Authority,96,"Spokane, WA",Bus,2017,10264971,5590733,8314345.0,2002,2018,0,[nan]
40,2,2,Spokane Transit Authority,96,"Spokane, WA",Bus,2018,10069599,5850424,8477334.5,2002,2018,0,[nan]
41,3,3,Pierce County Transportation Benefit Area Authority,14,"Seattle, WA",Bus,2002,12921475,9122328,6971227.0,2002,2018,0,[nan]
42,3,3,Pierce County Transportation Benefit Area Authority,14,"Seattle, WA",Bus,2003,13368776,9781817,7207565.0,2002,2018,0,[nan]
43,3,3,Pierce County Transportation Benefit Area Authority,14,"Seattle, WA",Bus,2004,14115207,9921970,7358403.0,2002,2018,0,[nan]
44,3,3,Pierce County Transportation Benefit Area Authority,14,"Seattle, WA",Bus,2005,12270085,6890034,7203721.0,2002,2018,0,[nan]
45,3,3,Pierce County Transportation Benefit Area Authority,14,"Seattle, WA",Bus,2006,12409428,7082090,6490693.0,2002,2018,0,[nan]
46,3,3,Pierce County Transportation Benefit Area Authority,14,"Seattle, WA",Bus,2007,13300678,7229984,9983459.0,2002,2018,0,[nan]
47,3,3,Pierce County Transportation Benefit Area Authority,14,"Seattle, WA",Bus,2008,14985550,7481481,11554497.0,2002,2018,0,[nan]
48,3,3,Pierce County Transportation Benefit Area Authority,14,"Seattle, WA",Bus,2009,14251052,7258577,12796106.0,2002,2018,0,[nan]
49,3,3,Pierce County Transportation Benefit Area Authority,14,"Seattle, WA",Bus,2010,14124784,6958268,11619743.0,2002,2018,0,[nan]
50,3,3,Pierce County Transportation Benefit Area Authority,14,"Seattle, WA",Bus,2011,12149043,5505120,10496943.0,2002,2018,0,[nan]
51,3,3,Pierce County Transportation Benefit Area Authority,14,"Seattle, WA",Bus,2012,10575749,4366502,9324727.0,2002,2018,0,[nan]
52,3,3,Pierce County Transportation Benefit Area Authority,14,"Seattle, WA",Bus,2013,10344992,4287953,8952627.0,2002,2018,0,[nan]
53,3,3,Pierce County Transportation Benefit Area Authority,14,"Seattle, WA",Bus,2014,10231241,4401267,8858933.0,2002,2018,0,[nan]
54,3,3,Pierce County Transportation Benefit Area Authority,14,"Seattle, WA",Bus,2015,9104336,4411207,9366803.0,2002,2018,0,[nan]
55,3,3,Pierce County Transportation Benefit Area Authority,14,"Seattle, WA",Bus,2016,8588447,4534746,8576749.0,2002,2018,0,[nan]
56,3,3,Pierce County Transportation Benefit Area Authority,14,"Seattle, WA",Bus,2017,8543157,4903678,8716219.0,2002,2018,0,[nan]
57,3,3,Pierce County Transportation Benefit Area Authority,14,"Seattle, WA",Bus,2018,8654242,5002372,8390927.0,2002,2018,0,[nan]
58,5,5,Everett Transit,14,"Seattle, WA",Bus,2002,1513054,1112377,790711.0,2002,2018,0,[nan]
59,5,5,Everett Transit,14,"Seattle, WA",Bus,2003,1923088,1047643,991654.0,2002,2018,0,[nan]
60,5,5,Everett Transit,14,"Seattle, WA",Bus,2004,1927339,941400,1058800.0,2002,2018,0,[nan]
61,5,5,Everett Transit,14,"Seattle, WA",Bus,2005,1958662,1093722,1042125.0,2002,2018,0,[nan]
62,5,5,Everett Transit,14,"Seattle, WA",Bus,2006,2112866,1264699,804398.0,2002,2018,0,[nan]
63,5,5,Everett Transit,14,"Seattle, WA",Bus,2007,2226619,1326578,1023457.0,2002,2018,0,[nan]
64,5,5,Everett Transit,14,"Seattle, WA",Bus,2008,2517228,1377909,1091474.0,2002,2018,0,[nan]
65,5,5,Everett Transit,14,"Seattle, WA",Bus,2009,2490401,1455668,1076498.0,2002,2018,0,[nan]
66,5,5,Everett Transit,14,"Seattle, WA",Bus,2010,2278575,1598397,1206313.0,2002,2018,0,[nan]
67,5,5,Everett Transit,14,"Seattle, WA",Bus,2011,2323769,1444595,1175587.0,2002,2018,0,[nan]
68,5,5,Everett Transit,14,"Seattle, WA",Bus,2012,2275208,1359451,1210870.0,2002,2018,0,[nan]
69,5,5,Everett Transit,14,"Seattle, WA",Bus,2013,2004062,1197310,1507463.0,2002,2018,0,[nan]
70,5,5,Everett Transit,14,"Seattle, WA",Bus,2014,1971113,1185612,1443345.0,2002,2018,0,[nan]
71,5,5,Everett Transit,14,"Seattle, WA",Bus,2015,1944871,1197832,1401252.0,2002,2018,0,[nan]
72,5,5,Everett Transit,14,"Seattle, WA",Bus,2016,1948785,1239254,1287776.0,2002,2018,0,[nan]
73,5,5,Everett Transit,14,"Seattle, WA",Bus,2017,1902840,1265710,1206043.0,2002,2018,0,[nan]
74,5,5,Everett Transit,14,"Seattle, WA",Bus,2018,1800312,1270213,1108438.5,2002,2018,0,[nan]
75,6,6,Yakima Transit,248,"Yakima, WA",Bus,2015,28396,144364,174695.0,2015,2018,1,[nan]
76,6,6,Yakima Transit,248,"Yakima, WA",Bus,2016,23845,140974,212775.0,2015,2018,1,[nan]
77,6,6,Yakima Transit,248,"Yakima, WA",Bus,2017,24231,144112,235439.0,2015,2018,1,[nan]
78,6,6,Yakima Transit,248,"Yakima, WA",Bus,2018,25322,155997,265811.0,2015,2018,1,[nan]
79,7,7,Lane Transit District,151,"Eugene, OR",Bus,2002,8365005,3355842,4006082.0,2002,2018,0,[nan]
80,7,7,Lane Transit District,151,"Eugene, OR",Bus,2003,8103040,3100538,4314671.0,2002,2018,0,[nan]
81,7,7,Lane Transit District,151,"Eugene, OR",Bus,2004,8396793,3193677,4435613.0,2002,2018,0,[nan]
82,7,7,Lane Transit District,151,"Eugene, OR",Bus,2005,8626363,3378437,4378336.0,2002,2018,0,[nan]
83,7,7,Lane Transit District,151,"Eugene, OR",Bus,2006,9443294,3155046,5078340.0,2002,2018,0,[nan]
84,7,7,Lane Transit District,151,"Eugene, OR",Bus,2007,10299753,3051536,5213706.0,2002,2018,0,[nan]
85,7,7,Lane Transit District,151,"Eugene, OR",Bus,2008,11933051,3579293,6122561.0,2002,2018,0,[nan]
86,7,7,Lane Transit District,151,"Eugene, OR",Bus,2009,11257192,3487654,6602497.0,2002,2018,0,[nan]
87,7,7,Lane Transit District,151,"Eugene, OR",Bus,2010,11196693,3405477,7064784.0,2002,2018,1,"[nan, nan]"
88,7,7,Lane Transit District,151,"Eugene, OR",Bus,2011,11395477,3183378,7275931.0,2002,2018,1,"[nan, nan]"
89,7,7,Lane Transit District,151,"Eugene, OR",Bus,2012,11548218,3196692,6774444.0,2002,2018,1,"[nan, nan, nan]"
90,7,7,Lane Transit District,151,"Eugene, OR",Bus,2013,11346125,3325445,6952902.0,2002,2018,1,"[nan, nan, nan]"
91,7,7,Lane Transit District,151,"Eugene, OR",Bus,2014,11040476,3273697,7108331.0,2002,2018,1,"[nan, nan, nan]"
92,7,7,Lane Transit District,151,"Eugene, OR",Bus,2015,10209902,3327967,7320181.0,2002,2018,1,"[nan, nan, nan]"
93,7,7,Lane Transit District,151,"Eugene, OR",Bus,2016,10190419,3512838,7148311.0,2002,2018,1,"[nan, nan, nan]"
94,7,7,Lane Transit District,151,"Eugene, OR",Bus,2017,10177606,3720649,7494017.0,2002,2018,1,"[nan, nan, nan]"
95,7,7,Lane Transit District,151,"Eugene, OR",Bus,2018,10244079,3764014,7580935.0,2002,2018,1,"[nan, nan, nan]"
96,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Bus,2002,62918800,23859864,37085849.0,2002,2018,0,[nan]
97,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Bus,2003,62514300,23870533,18287542.0,2002,2018,0,[nan]
98,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Bus,2004,64326700,24180993,37208055.0,2002,2018,0,[nan]
99,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Bus,2005,63676500,23552490,37559384.0,2002,2018,0,[nan]
100,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Bus,2006,62818100,22934448,40714948.0,2002,2018,0,[nan]
101,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Bus,2007,62609600,22589140,44760793.0,2002,2018,0,[nan]
102,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Bus,2008,66759200,22860038,47467995.0,2002,2018,0,[nan]
103,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Bus,2009,62758500,22445461,54044751.0,2002,2018,0,[nan]
104,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Bus,2010,59128400,20178695,54468361.0,2002,2018,0,[nan]
105,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Bus,2011,58723300,19207094,53576580.0,2002,2018,0,[nan]
106,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Bus,2012,60383100,19224915,56332405.0,2002,2018,0,[nan]
107,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Bus,2013,58807900,19240123,63818606.0,2002,2018,0,[nan]
108,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Bus,2014,62230900,19912578,65529184.0,2002,2018,0,[nan]
109,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Bus,2015,61471900,20337142,68567921.0,2002,2018,0,[nan]
110,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Bus,2016,58292800,20801305,66843094.0,2002,2018,0,[nan]
111,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Bus,2017,57412260,21108854,65512900.0,2002,2018,0,[nan]
112,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Bus,2018,56727120,21705436,63985389.5,2002,2018,0,[nan]
113,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Rail,2002,25665600,3198863,17527140.0,2002,2018,0,[nan]
114,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Rail,2003,26427700,3260179,36044941.0,2002,2018,0,[nan]
115,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Rail,2004,30235000,3705201,19822219.0,2002,2018,0,[nan]
116,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Rail,2005,32148200,3755994,23249374.0,2002,2018,0,[nan]
117,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Rail,2006,33069600,6375186,26149543.0,2002,2018,0,[nan]
118,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Rail,2007,34700400,6460278,29337862.0,2002,2018,0,[nan]
119,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Rail,2008,35772900,6940264,31495353.0,2002,2018,0,[nan]
120,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Rail,2009,35966000,7402173,33868269.0,2002,2018,0,[nan]
121,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Rail,2010,44239796,8229486,36908552.0,2002,2018,0,[nan]
122,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Rail,2011,45882927,7953829,40843683.0,2002,2018,0,[nan]
123,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Rail,2012,40874980,7769859,43069976.0,2002,2018,0,[nan]
124,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Rail,2013,38309800,7722458,46442818.0,2002,2018,0,[nan]
125,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Rail,2014,38286600,7766807,46404323.0,2002,2018,0,[nan]
126,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Rail,2015,38460200,8283988,46025815.0,2002,2018,0,[nan]
127,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Rail,2016,40294200,8941821,49059712.0,2002,2018,0,[nan]
128,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Rail,2017,39174630,8884842,49384596.0,2002,2018,0,[nan]
129,8,8,Tri-County Metropolitan Transportation District of Oregon,24,"Portland, OR-WA",Rail,2018,38953160,8987078,51063986.5,2002,2018,0,[nan]
130,12,12,Municipality of Anchorage - Public Transportation Department,149,"Anchorage, AK",Bus,2002,3110480,2031345,2173942.0,2002,2018,0,[nan]
131,12,12,Municipality of Anchorage - Public Transportation Department,149,"Anchorage, AK",Bus,2003,3339451,1923692,2248025.0,2002,2018,0,[nan]
132,12,12,Municipality of Anchorage - Public Transportation Department,149,"Anchorage, AK",Bus,2004,3536059,2171199,2663894.0,2002,2018,0,[nan]
133,12,12,Municipality of Anchorage - Public Transportation Department,149,"Anchorage, AK",Bus,2005,3975074,2162867,2867604.0,2002,2018,0,[nan]
134,12,12,Municipality of Anchorage - Public Transportation Department,149,"Anchorage, AK",Bus,2006,3929870,2229450,3461154.0,2002,2018,0,[nan]
135,12,12,Municipality of Anchorage - Public Transportation Department,149,"Anchorage, AK",Bus,2007,3988745,2318543,3331361.0,2002,2018,0,[nan]
136,12,12,Municipality of Anchorage - Public Transportation Department,149,"Anchorage, AK",Bus,2008,4220704,2151697,3770857.0,2002,2018,0,[nan]
137,12,12,Municipality of Anchorage - Public Transportation Department,149,"Anchorage, AK",Bus,2009,4165535,2078425,3762970.0,2002,2018,0,[nan]
138,12,12,Municipality of Anchorage - Public Transportation Department,149,"Anchorage, AK",Bus,2010,4145578,1911521,3774194.0,2002,2018,0,[nan]
139,12,12,Municipality of Anchorage - Public Transportation Department,149,"Anchorage, AK",Bus,2011,4148501,1905379,4115324.0,2002,2018,0,[nan]
140,12,12,Municipality of Anchorage - Public Transportation Department,149,"Anchorage, AK",Bus,2012,4088549,1870518,4353774.0,2002,2018,0,[nan]
141,12,12,Municipality of Anchorage - Public Transportation Department,149,"Anchorage, AK",Bus,2013,3986877,1882161,4265961.0,2002,2018,0,[nan]
142,12,12,Municipality of Anchorage - Public Transportation Department,149,"Anchorage, AK",Bus,2014,3896678,1918021,4243486.0,2002,2018,0,[nan]
143,12,12,Municipality of Anchorage - Public Transportation Department,149,"Anchorage, AK",Bus,2015,3649698,1934972,4191141.0,2002,2018,0,[nan]
144,12,12,Municipality of Anchorage - Public Transportation Department,149,"Anchorage, AK",Bus,2016,3450261,1915823,3904205.0,2002,2018,0,[nan]
145,12,12,Municipality of Anchorage - Public Transportation Department,149,"Anchorage, AK",Bus,2017,3241607,1942788,3235222.0,2002,2018,1,"[nan, nan]"
146,12,12,Municipality of Anchorage - Public Transportation Department,149,"Anchorage, AK",Bus,2018,3227500,2195808,2757262.5,2002,2018,1,"[nan, nan]"
147,16,16,RiverCities Transit,431,"Longview, WA-OR",Bus,2002,330607,218650,93973.0,2002,2018,0,[nan]
148,16,16,RiverCities Transit,431,"Longview, WA-OR",Bus,2003,325565,216544,91239.0,2002,2018,0,[nan]
149,16,16,RiverCities Transit,431,"Longview, WA-OR",Bus,2004,336517,216429,95882.0,2002,2018,0,[nan]
150,16,16,RiverCities Transit,431,"Longview, WA-OR",Bus,2005,322730,215849,92209.0,2002,2018,0,[nan]
151,16,16,RiverCities Transit,431,"Longview, WA-OR",Bus,2006,330403,215228,93844.0,2002,2018,0,[nan]
152,16,16,RiverCities Transit,431,"Longview, WA-OR",Bus,2007,341028,214683,107533.0,2002,2018,0,[nan]
153,16,16,RiverCities Transit,431,"Longview, WA-OR",Bus,2008,358256,214739,119890.0,2002,2018,0,[nan]
154,16,16,RiverCities Transit,431,"Longview, WA-OR",Bus,2009,444789,215412,67993.0,2002,2018,0,[nan]
155,16,16,RiverCities Transit,431,"Longview, WA-OR",Bus,2010,395778,221650,127443.0,2002,2018,0,[nan]
156,16,16,RiverCities Transit,431,"Longview, WA-OR",Bus,2011,388070,229478,134864.0,2002,2018,0,[nan]
157,16,16,RiverCities Transit,431,"Longview, WA-OR",Bus,2012,381018,223584,131217.0,2002,2018,0,[nan]
158,16,16,RiverCities Transit,431,"Longview, WA-OR",Bus,2013,359742,280972,123942.0,2002,2018,0,[nan]
159,16,16,RiverCities Transit,431,"Longview, WA-OR",Bus,2014,392674,341970,121006.0,2002,2018,0,[nan]
160,16,16,RiverCities Transit,431,"Longview, WA-OR",Bus,2015,428238,350531,133339.0,2002,2018,0,[nan]
161,16,16,RiverCities Transit,431,"Longview, WA-OR",Bus,2016,396896,365564,160952.0,2002,2018,0,[nan]
162,16,16,RiverCities Transit,431,"Longview, WA-OR",Bus,2017,377835,344310,153470.0,2002,2018,0,[nan]
163,16,16,RiverCities Transit,431,"Longview, WA-OR",Bus,2018,354317,322524,163535.5,2002,2018,0,[nan]
164,18,18,Ben Franklin Transit,171,"Kennewick-Pasco, WA",Bus,2002,2745850,2222640,637622.0,2002,2018,0,[nan]
165,18,18,Ben Franklin Transit,171,"Kennewick-Pasco, WA",Bus,2003,2832367,4032841,607601.0,2002,2018,0,[nan]
166,18,18,Ben Franklin Transit,171,"Kennewick-Pasco, WA",Bus,2004,2939267,2308549,0.0,2002,2018,0,['Weird one']
167,18,18,Ben Franklin Transit,171,"Kennewick-Pasco, WA",Bus,2005,3066207,2397242,668095.0,2002,2018,0,[nan]
168,18,18,Ben Franklin Transit,171,"Kennewick-Pasco, WA",Bus,2006,3376832,2485890,708239.0,2002,2018,0,[nan]
169,18,18,Ben Franklin Transit,171,"Kennewick-Pasco, WA",Bus,2007,3347886,2488128,1013459.0,2002,2018,0,[nan]
170,18,18,Ben Franklin Transit,171,"Kennewick-Pasco, WA",Bus,2008,3805453,2450110,1125487.0,2002,2018,0,[nan]
171,18,18,Ben Franklin Transit,171,"Kennewick-Pasco, WA",Bus,2009,3678714,2543932,1194936.0,2002,2018,0,[nan]
172,18,18,Ben Franklin Transit,171,"Kennewick-Pasco, WA",Bus,2010,3289127,2340187,1303603.0,2002,2018,0,[nan]
173,18,18,Ben Franklin Transit,171,"Kennewick-Pasco, WA",Bus,2011,3177236,2269732,1374355.0,2002,2018,0,[nan]
174,18,18,Ben Franklin Transit,171,"Kennewick-Pasco, WA",Bus,2012,3020031,2089388,1376351.0,2002,2018,0,[nan]
175,18,18,Ben Franklin Transit,171,"Kennewick-Pasco, WA",Bus,2013,2789196,2117992,1277604.0,2002,2018,0,[nan]
176,18,18,Ben Franklin Transit,171,"Kennewick-Pasco, WA",Bus,2014,2824121,2140416,1461664.0,2002,2018,0,[nan]
177,18,18,Ben Franklin Transit,171,"Kennewick-Pasco, WA",Bus,2015,2652058,2148656,1285120.0,2002,2018,0,[nan]
178,18,18,Ben Franklin Transit,171,"Kennewick-Pasco, WA",Bus,2016,2419818,2161030,1316704.0,2002,2018,0,[nan]
179,18,18,Ben Franklin Transit,171,"Kennewick-Pasco, WA",Bus,2017,2184099,2245140,1483642.0,2002,2018,0,[nan]
180,18,18,Ben Franklin Transit,171,"Kennewick-Pasco, WA",Bus,2018,2032773,2558423,1582903.0,2002,2018,0,[nan]
181,19,19,Intercity Transit,195,"Olympia-Lacey, WA",Bus,2002,2419096,1609684,1320524.0,2002,2018,0,[nan]
182,19,19,Intercity Transit,195,"Olympia-Lacey, WA",Bus,2003,2587111,1811096,1371875.0,2002,2018,0,[nan]
183,19,19,Intercity Transit,195,"Olympia-Lacey, WA",Bus,2004,2760580,1953543,1361666.0,2002,2018,0,[nan]
184,19,19,Intercity Transit,195,"Olympia-Lacey, WA",Bus,2005,2839816,2126627,1390997.0,2002,2018,0,[nan]
185,19,19,Intercity Transit,195,"Olympia-Lacey, WA",Bus,2006,3240316,2321218,1482310.0,2002,2018,0,[nan]
186,19,19,Intercity Transit,195,"Olympia-Lacey, WA",Bus,2007,3635842,2351615,1628735.0,2002,2018,0,[nan]
187,19,19,Intercity Transit,195,"Olympia-Lacey, WA",Bus,2008,4307998,2536731,1850861.0,2002,2018,0,[nan]
188,19,19,Intercity Transit,195,"Olympia-Lacey, WA",Bus,2009,4298847,2718877,2306799.0,2002,2018,0,[nan]
189,19,19,Intercity Transit,195,"Olympia-Lacey, WA",Bus,2010,4313015,2662022,2414920.0,2002,2018,0,[nan]
190,19,19,Intercity Transit,195,"Olympia-Lacey, WA",Bus,2011,4505329,2844905,2381146.0,2002,2018,0,[nan]
191,19,19,Intercity Transit,195,"Olympia-Lacey, WA",Bus,2012,4567371,2726032,2541648.0,2002,2018,1,"[nan, nan]"
192,19,19,Intercity Transit,195,"Olympia-Lacey, WA",Bus,2013,4434071,2766446,2850131.0,2002,2018,1,"[nan, nan]"
193,19,19,Intercity Transit,195,"Olympia-Lacey, WA",Bus,2014,4470324,2866889,2897170.0,2002,2018,1,"[nan, nan]"
194,19,19,Intercity Transit,195,"Olympia-Lacey, WA",Bus,2015,4283418,2878231,2730137.0,2002,2018,1,"[nan, nan]"
195,19,19,Intercity Transit,195,"Olympia-Lacey, WA",Bus,2016,4113799,2884703,2813183.0,2002,2018,1,"[nan, nan]"
196,19,19,Intercity Transit,195,"Olympia-Lacey, WA",Bus,2017,3924162,2842365,2535519.0,2002,2018,1,"[nan, nan]"
197,19,19,Intercity Transit,195,"Olympia-Lacey, WA",Bus,2018,3763430,2876824,2438210.0,2002,2018,1,"[nan, nan]"
198,20,20,Kitsap Transit,180,"Bremerton, WA",Bus,2002,3826229,2330423,1685603.0,2002,2018,0,[nan]
199,20,20,Kitsap Transit,180,"Bremerton, WA",Bus,2003,4026104,2533690,1672997.0,2002,2018,0,[nan]
200,20,20,Kitsap Transit,180,"Bremerton, WA",Bus,2004,4022324,2561675,1783391.0,2002,2018,0,[nan]
201,20,20,Kitsap Transit,180,"Bremerton, WA",Bus,2005,4069541,2578891,1897753.0,2002,2018,0,[nan]
202,20,20,Kitsap Transit,180,"Bremerton, WA",Bus,2006,3858728,2454904,2657745.0,2002,2018,0,[nan]
203,20,20,Kitsap Transit,180,"Bremerton, WA",Bus,2007,3823787,2448948,2769629.0,2002,2018,0,[nan]
204,20,20,Kitsap Transit,180,"Bremerton, WA",Bus,2008,4055688,2365563,3414453.0,2002,2018,0,[nan]
