,CBSA,Mode,Year,MNAME,UPT_ADJ,VRM_ADJ,FARE,NEW_REPORTER_FLAG,min_year,max_year,FARE_per_UPT,AVG_FARE,PROBLEM_FLAG_x,PROBLEM_FLAG_NOTE,PROBLEM_FLAG_y,NOTE,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Native_Outcountry_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,PCT_HH_NO_VEH,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,TOT_UNEMP_MSA,TOT_EMP_MSA,TOT_LABOR_MSA,UNEMP_RATE_PCT,EMP_RATE_PCT,GasPrice,Area_acre,POP_CENSUSTRACT,AVG_SPEED,2018_Dollar_Multiplier,TNC_ARRIVAL,Link_x,TNC_FLAG,YEARS_SINCE_TNC,FARE_ADJ_2018,TOTAL_MED_INC_INDIV_2018,NATIVE_INSTATE_MED_INC_2018,NATIVE_OUTSTATE_MED_INC_2018,HH_MED_INC_2018,HH_MEAN_INC_2018,GAS_PRICE_2018,dockCt,docklessCt,scooterCt,PBS_Start,PBS_End,PBS_Flag,Link,walkscore,transit,bike,CLUSTER_GT_NEW_11,CLUSTER_GT_ORIGINAL,CLUSTER_GT_8_GROUPS,CLUSTER_APTA,CLUSTER_NOTE,TOTAL_EMPLOYMENT,JTW_DA_PCT,JTW_CARPOOLED_PCT,JTW_TRANSIT_PCT,JTW_WALK_PCT,JTW_BICYCLE_PCT,JTW_OTHER_PCT,JTW_HOME_PCT,NOTE_JTW,_merge
1683,21780.0,Bus,2004,"Evansville, IN-KY Metro Area",1463079.0,1152170.0,695703.0,0,2002,2019,0.47550610732571513,0.47550610732571513,0,,,,334570.0,244886.25,81456.0,645.25,22928.5,23095.5,23578.0,8994,340467.0,10.1,9.03,80.88,25.35,62.65,12.0,138503.25,9052.75,41444.75,59474.25,18696.75,9834.75,6.54,42906.5,52842.25,40.43,48.88,10.7,8581.42,171894.0,180475.42,4.75,95.25,1.83,,34945.0,13.37,1.33,2017.0,https://www.courierpress.com/story/news/local/2017/01/25/uber-kicks-off-evansville/97009642/,0.0,0.0,0.6324231227432011,30494.905,30717.015,31358.74,57065.645,70280.1925,2.4339,0.0,0.0,0.0,2016.0,,0.0,https://www.courierpress.com/story/news/local/2016/10/03/citywide-bike-sharing-program-announced/91462008/,0.0,0.0,0.0,7.0,3.0,D,34.0,,158046.75,85.35,8.35,0.5,1.7,0.3,1,2.8,,both
1684,21780.0,Bus,2005,"Evansville, IN-KY Metro Area",1585894.0,1208584.0,777818.0,0,2002,2019,0.49046027035854856,0.49046027035854856,0,,,,340915.0,248379.0,84698.0,1057.0,22948.0,22948.0,23751.0,17656,339624.0,10.6,8.8,80.6,24.5,62.7,12.8,140138.0,9638.0,42836.0,57759.0,20588.0,9317.0,6.88,43431.0,54864.0,40.6,48.0,11.4,9352.67,173713.17,183065.83,5.11,94.89,2.25,4985.6,34616.0,13.53,1.29,2017.0,https://www.courierpress.com/story/news/local/2017/01/25/uber-kicks-off-evansville/97009642/,0.0,0.0,0.6326937487625277,29602.92,29602.92,30638.79,56025.99,70774.56,2.9025,0.0,0.0,0.0,2016.0,,0.0,https://www.courierpress.com/story/news/local/2016/10/03/citywide-bike-sharing-program-announced/91462008/,0.0,0.0,0.0,7.0,3.0,D,34.0,,161757,85.5,8.2,0.5,1.7,0.3,1,2.8,,both
1685,21780.0,Bus,2006,"Evansville, IN-KY Metro Area",1593081.0,1102499.0,919361.0,0,2002,2019,0.5770962054032407,0.5770962054032407,0,,,,350172.0,254742.0,87894.0,1766.0,22518.0,22261.0,23916.0,28312,341012.0,11.6,8.1,80.3,23.5,62.7,13.8,142463.0,10692.0,44767.0,55291.0,23249.0,8464.0,7.51,43109.0,56418.0,42.2,46.2,11.6,8616.17,174679.58,183295.75,4.7,95.3,2.54,4985.6,34287.0,13.09,1.25,2017.0,https://www.courierpress.com/story/news/local/2017/01/25/uber-kicks-off-evansville/97009642/,0.0,0.0,0.7213702567540509,28147.5,27826.25,29895.0,53886.25,70522.5,3.175,0.0,0.0,0.0,2016.0,,0.0,https://www.courierpress.com/story/news/local/2016/10/03/citywide-bike-sharing-program-announced/91462008/,0.0,0.0,0.0,7.0,3.0,D,34.0,,167196,85.1,8.9,0.9,2.2,0.1,0.7,2,,both
1686,21780.0,Bus,2007,"Evansville, IN-KY Metro Area",1687617.0,1140307.0,979950.0,0,2002,2019,0.5806708512654234,0.5806708512654234,0,,,,347781.0,249624.0,91274.0,1286.0,23886.0,23732.0,24113.0,30992,333476.0,10.6,9.3,80.1,23.1,62.9,14.0,142027.0,9871.0,44539.0,55834.0,22831.0,8952.0,6.95,46173.0,59843.0,38.1,48.1,13.8,8298.17,172346.5,180644.67,4.59,95.41,2.82,4985.6,33958.0,13.57,1.21,2017.0,https://www.courierpress.com/story/news/local/2017/01/25/uber-kicks-off-evansville/97009642/,0.0,0.0,0.7026117300311623,28902.06,28715.72,29176.73,55869.33,72410.03,3.4122,0.0,0.0,0.0,2016.0,,0.0,https://www.courierpress.com/story/news/local/2016/10/03/citywide-bike-sharing-program-announced/91462008/,0.0,0.0,0.0,7.0,3.0,D,34.0,,165720,87.1,7.9,0.6,1.1,0.1,0.9,2.3,,both
1687,21780.0,Bus,2008,"Evansville, IN-KY Metro Area",1838936.0,1154900.0,996501.0,0,2002,2019,0.5418899842082595,0.5418899842082595,0,,,,351765.0,258271.0,85916.0,1460.0,24362.0,23885.0,25029.0,32642,342791.0,15.4,8.4,76.2,23.3,62.7,14.0,146258.0,11664.0,49279.0,54610.0,22140.0,8565.0,7.97,43342.0,56688.0,40.1,46.3,13.6,9511.0,172440.58,181951.58,5.22,94.78,3.23,4985.6,33629.0,13.88,1.17,2017.0,https://www.courierpress.com/story/news/local/2017/01/25/uber-kicks-off-evansville/97009642/,0.0,0.0,0.6340112815236636,28503.54,27945.45,29283.93,50710.14,66324.96,3.7791,0.0,0.0,0.0,2016.0,,0.0,https://www.courierpress.com/story/news/local/2016/10/03/citywide-bike-sharing-program-announced/91462008/,0.0,0.0,0.0,7.0,3.0,D,34.0,,170513,83.5,10,0.8,2.4,0.1,1.2,1.9,,both
1688,21780.0,Bus,2009,"Evansville, IN-KY Metro Area",1831479.0,1141455.0,954227.0,0,2002,2019,0.5210144369659713,0.5210144369659713,0,,,,351589.0,248564.0,94710.0,1224.0,24107.0,24130.0,23758.0,29214,341209.0,13.4,8.3,78.4,22.7,63.1,14.2,142331.0,10009.0,47987.0,54155.0,20171.0,10009.0,7.03,46462.0,60767.0,38.2,47.3,14.5,15469.92,165874.75,181344.67,8.53,91.47,2.33,4985.6,33300.0,12.04,1.17,2017.0,https://www.courierpress.com/story/news/local/2017/01/25/uber-kicks-off-evansville/97009642/,0.0,0.0,0.6095868912501864,28205.19,28232.1,27796.86,54360.54,71097.39,2.7261,0.0,0.0,0.0,2016.0,,0.0,https://www.courierpress.com/story/news/local/2016/10/03/citywide-bike-sharing-program-announced/91462008/,0.0,0.0,0.0,7.0,3.0,D,34.0,,169110,84,9.7,0.9,1.6,0.3,0.5,3.1,,both
1689,21780.0,Bus,2010,"Evansville, IN-KY Metro Area",1970837.0,1338145.0,1070791.0,0,2002,2019,0.5433178898102684,0.5433178898102684,0,,,,357948.0,260278.0,88649.0,1297.0,23916.0,23581.0,24669.0,31789,348412.0,,0.0,0.0,23.0,62.5,14.5,142984.0,9523.0,43707.0,55478.0,24062.0,10214.0,6.66,44319.0,57935.0,40.0,46.5,13.5,16038.25,166267.67,182305.92,8.8,91.2,2.78,4985.6,32971.0,15.63,1.15,2017.0,https://www.courierpress.com/story/news/local/2017/01/25/uber-kicks-off-evansville/97009642/,0.0,0.0,0.6248155732818086,27503.4,27118.15,28369.35,50966.85,66625.25,3.197,0.0,0.0,0.0,2016.0,,0.0,https://www.courierpress.com/story/news/local/2016/10/03/citywide-bike-sharing-program-announced/91462008/,0.0,0.0,0.0,7.0,3.0,D,34.0,,165740,85.9,7.5,0.6,2,0.4,1,2.7,,both
1690,21780.0,Bus,2011,"Evansville, IN-KY Metro Area",2001499.0,1330256.0,1248324.0,0,2002,2019,0.6236945409415643,0.6236945409415643,0,,,,360304.0,260620.0,90422.0,1412.0,25730.0,25307.0,26489.0,22685,348784.0,,0.0,0.0,23.0,62.4,14.6,142972.0,10537.0,46304.0,55961.0,21953.0,8217.0,7.37,46721.0,58633.0,36.9,49.8,13.3,14369.58,169288.33,183657.92,7.82,92.18,3.53,4985.6,32642.0,15.28,1.12,2017.0,https://www.courierpress.com/story/news/local/2017/01/25/uber-kicks-off-evansville/97009642/,0.0,0.0,0.6985378858545521,28817.6,28343.84,29667.68,52327.52,65668.96,3.9536,0.0,0.0,0.0,2016.0,,0.0,https://www.courierpress.com/story/news/local/2016/10/03/citywide-bike-sharing-program-announced/91462008/,0.0,0.0,0.0,7.0,3.0,D,34.0,,166247,86.1,8,1,1.5,0.2,0.7,2.6,,both
1691,21780.0,Bus,2012,"Evansville, IN-KY Metro Area",2043247.0,1351602.0,1332088.0,0,2002,2019,0.6519466320028856,0.6519466320028856,0,,,,358960.0,257309.0,93626.0,2022.0,24952.0,24988.0,24200.0,31198,347895.0,,0.0,0.0,22.5,62.5,15.0,145212.0,9915.0,48424.0,55083.0,22884.0,8906.0,6.83,44887.0,60430.0,38.8,45.6,15.6,13363.17,168748.42,182111.58,7.34,92.66,3.61,4985.6,32130.0,14.81,1.09,2017.0,https://www.courierpress.com/story/news/local/2017/01/25/uber-kicks-off-evansville/97009642/,0.0,0.0,0.7106218288831454,27197.68,27236.92,26378.0,48926.83,65868.7,3.9349,0.0,0.0,0.0,2016.0,,0.0,https://www.courierpress.com/story/news/local/2016/10/03/citywide-bike-sharing-program-announced/91462008/,0.0,0.0,0.0,7.0,3.0,D,34.0,,167687,85,7.5,1.4,1.7,0.4,1.1,2.8,,both
1692,21780.0,Bus,2013,"Evansville, IN-KY Metro Area",1880871.0,1274914.0,1464324.0,0,2002,2019,0.778535051048158,0.778535051048158,0,,,,314280.0,220646.0,84500.0,1423.0,25464.0,25401.0,25169.0,13547,305403.0,16.1,9.1,74.7,22.8,62.0,15.2,124343.0,8362.0,41083.0,48380.0,17913.0,8605.0,6.72,45332.0,60899.0,39.0,44.7,16.3,12388.92,168492.25,180881.17,6.85,93.15,3.52,4985.6,31537.0,14.48,1.08,2017.0,https://www.courierpress.com/story/news/local/2017/01/25/uber-kicks-off-evansville/97009642/,0.0,0.0,0.8408178551320107,27501.12,27433.08,27182.52,48958.56,65770.92,3.8016,0.0,0.0,0.0,2016.0,,0.0,https://www.courierpress.com/story/news/local/2016/10/03/citywide-bike-sharing-program-announced/91462008/,0.0,0.0,0.0,7.0,3.0,D,34.0,,141414,85.6,8.3,1.1,1.3,0.3,0.8,2.7,,both
1693,21780.0,Bus,2014,"Evansville, IN-KY Metro Area",2068991.0,1309016.0,1484838.0,0,2002,2019,0.7176628607857647,0.7176628607857647,0,,,,315162.0,223126.0,83988.0,959.0,25608.0,24896.0,26468.0,12891,305332.0,16.0,9.1,74.9,22.7,61.7,15.6,125439.0,8592.0,41899.0,47795.0,19856.0,7297.0,6.85,46547.0,62889.0,37.3,44.9,17.8,9599.42,173069.92,182669.33,5.26,94.74,3.36,4985.6,30727.0,14.47,1.06,2017.0,https://www.courierpress.com/story/news/local/2017/01/25/uber-kicks-off-evansville/97009642/,0.0,0.0,0.7607226324329106,27144.48,26389.76,28056.08,49339.82,66662.34,3.5616,0.0,0.0,0.0,2016.0,,0.0,https://www.courierpress.com/story/news/local/2016/10/03/citywide-bike-sharing-program-announced/91462008/,0.0,0.0,0.0,7.0,3.0,D,34.0,,148800,87.4,7.3,0.6,1,0.1,0.8,2.7,,both
1694,21780.0,Bus,2015,"Evansville, IN-KY Metro Area",1974079.0,1299092.0,1464493.0,0,2002,2019,0.7418613946047752,0.7418613946047752,0,,,,315693.0,221212.0,85565.0,1017.0,25239.0,24864.0,26347.0,11287,306510.0,15.2,8.3,76.6,22.5,61.5,16.0,124936.0,10024.0,42809.0,44906.0,19553.0,7644.0,8.02,48662.0,66140.0,37.6,44.8,17.6,7814.83,175586.33,183401.17,4.26,95.74,2.4,4985.6,31446.0,14.4,1.06,2017.0,https://www.courierpress.com/story/news/local/2017/01/25/uber-kicks-off-evansville/97009642/,0.0,0.0,0.7863730782810617,26753.34,26355.84,27927.82,51581.72,70108.4,2.544,0.0,0.0,0.0,2016.0,,0.0,https://www.courierpress.com/story/news/local/2016/10/03/citywide-bike-sharing-program-announced/91462008/,0.0,0.0,0.0,7.0,3.0,D,34.0,,149015,87.4,6.3,1.3,1.9,0,1.1,2.1,,both
1695,21780.0,Bus,2016,"Evansville, IN-KY Metro Area",1756873.0,1228286.0,1400321.0,0,2002,2019,0.7970530596121632,0.7970530596121632,0,,,,315948.0,217470.0,88197.0,1811.0,26897.0,26612.0,27066.0,32423,308131.0,15.0,10.1,74.9,22.6,60.9,16.5,128277.0,9438.0,43137.0,47857.0,19869.0,7976.0,7.36,50155.0,67874.0,34.4,47.4,18.2,7747.17,177818.0,185565.17,4.17,95.83,2.15,4985.6,31471.0,13.54,1.05,2017.0,https://www.courierpress.com/story/news/local/2017/01/25/uber-kicks-off-evansville/97009642/,0.0,0.0,0.8369057125927715,28241.85,27942.6,28419.3,52662.75,71267.7,2.2575,0.0,0.0,0.0,2016.0,,1.0,https://www.courierpress.com/story/news/local/2016/10/03/citywide-bike-sharing-program-announced/91462008/,0.0,0.0,0.0,7.0,3.0,D,34.0,,152996,85.8,7.4,1.6,2.5,0.2,0.7,1.7,,both
1696,21780.0,Bus,2017,"Evansville, IN-KY Metro Area",1494212.0,1165586.0,1341736.0,0,2002,2019,0.8979555779233469,0.8979555779233469,0,,,,315669.0,217682.0,87342.0,1606.0,28214.0,27259.0,31200.0,22452,305539.0,15.0,6.7,78.3,22.3,61.1,16.6,130667.0,7935.0,42538.0,48707.0,22739.0,8748.0,6.07,51964.0,71523.0,34.6,43.3,22.1,6330.25,179360.25,185690.5,3.41,96.59,2.41,4985.6,31177.0,13.24,1.02,2017.0,https://www.courierpress.com/story/news/local/2017/01/25/uber-kicks-off-evansville/97009642/,1.0,0.0,0.9159146894818139,28778.28,27804.18,31824.0,53003.28,72953.46,2.4582,0.0,0.0,0.0,2016.0,,1.0,https://www.courierpress.com/story/news/local/2016/10/03/citywide-bike-sharing-program-announced/91462008/,0.0,0.0,0.0,7.0,3.0,D,34.0,,148460,86.3,7.2,0.9,1.5,0.1,1.3,2.7,,both
1697,21780.0,Bus,2018,"Evansville, IN-KY Metro Area",1410383.0,1156322.0,1280357.5,0,2002,2019,0.9078083754554613,0.9078083754554613,0,,,,315523.5,216905.5,87358.75,1650.75,29616.25,28181.25,34480.25,20257.75,304000.25,14.95,4.6,80.43,22.1,61.1,16.8,133294.75,6661.25,42170.75,50082.25,24970.5,9410.0,5.0,53694.0,74693.25,33.95,40.88,25.18,6046.09,183676.27,189722.36,3.19,96.81,2.72,,30962.75,12.78,1.0,2017.0,https://www.courierpress.com/story/news/local/2017/01/25/uber-kicks-off-evansville/97009642/,1.0,1.0,0.9078083754554613,29616.25,28181.25,34480.25,53694.0,74693.25,2.72,0.0,0.0,0.0,2016.0,,1.0,https://www.courierpress.com/story/news/local/2016/10/03/citywide-bike-sharing-program-announced/91462008/,65.0,0.0,59.0,7.0,3.0,D,34.0,,146053.25,86.275,7.325,0.45,0.9,0.075,1.65,3.35,,both
1698,22020.0,Bus,2002,"Fargo, ND-MN Metro Area",779808.0,894119.0,366574.0,0,2002,2019,0.47008237925232876,0.47008237925232876,0,,1.0,0 vehicle household negative,145879.75,82187.92188,61890.64063,339.109375,24399.54688,26333.23438,22241.10938,8974.640625,166383.06,14.7,1.82,83.48,21.61,68.68,9.71,72109.88,-3366.61,28790.53,31771.73,9724.66,5189.56,-4.67,40249.20313,48973.70313,42.79,48.44,8.77,3162.33,101663.42,104825.75,3.02,96.98,1.36,,54763.0,14.09,1.4,2015.0,http://hpr1.com/index.php/feature/news/uber-launches-in-fargo/,0.0,0.0,0.6581153309532602,34159.36563,36866.52813,31137.55313,56348.88438,68563.18437999999,1.904,0.0,0.0,0.0,2014.0,,0.0,https://www.inforum.com/lifestyle/travel/999114-Fargos-bike-share-ready-to-launch-for-its-fifth-season,0.0,0.0,0.0,2.0,2.0,G,31.0,,91956.65625,80.0375,11.8625,0.8,2.8,0.5,0.6,3.4,,both
1699,22020.0,Bus,2003,"Fargo, ND-MN Metro Area",694527.0,715859.0,399443.0,0,2002,2019,0.5751295485992626,0.5751295485992626,0,,1.0,0 vehicle household negative,155828.0,87086.3125,65563.4375,483.5625,24343.8125,25869.0625,22721.5625,14773.4375,169040.75,13.78,3.22,83.0,21.77,68.28,9.95,74207.5,-1183.56,27884.88,31993.06,10482.38,5030.75,-1.59,41574.1875,51399.1875,41.74,48.23,10.03,3354.17,103580.67,106934.83,3.14,96.86,1.55,,54226.0,14.19,1.37,2015.0,http://hpr1.com/index.php/feature/news/uber-launches-in-fargo/,0.0,0.0,0.7879274815809898,33351.02313,35440.61563,31128.54063,56956.63688,70416.88687999999,2.1235,0.0,0.0,0.0,2014.0,,0.0,https://www.inforum.com/lifestyle/travel/999114-Fargos-bike-share-ready-to-launch-for-its-fifth-season,0.0,0.0,0.0,2.0,2.0,G,31.0,,95186.375,80.725,11.175,0.8,2.8,0.5,0.6,3.4,,both
1700,22020.0,Bus,2004,"Fargo, ND-MN Metro Area",891087.0,826949.0,412267.0,0,2002,2019,0.462656283842094,0.462656283842094,0,,,,165857.0,92083.75,69186.25,630.75,24285.75,25354.75,23253.75,21290.25,171610.0,12.78,4.63,82.6,21.93,67.88,10.2,76336.0,1023.25,26926.5,32238.75,11289.5,4858.0,1.34,42957.25,53868.25,40.63,48.1,11.28,3276.25,107637.42,110913.67,2.96,97.04,1.83,,53689.0,14.0,1.33,2015.0,http://hpr1.com/index.php/feature/news/uber-launches-in-fargo/,0.0,0.0,0.615332857509985,32300.0475,33721.8175,30927.4875,57133.1425,71644.7725,2.4339,0.0,0.0,0.0,2014.0,,0.0,https://www.inforum.com/lifestyle/travel/999114-Fargos-bike-share-ready-to-launch-for-its-fifth-season,0.0,0.0,0.0,2.0,2.0,G,31.0,,98456.5,81.35,10.55,0.8,2.8,0.5,0.6,3.4,,both
1701,22020.0,Bus,2005,"Fargo, ND-MN Metro Area",1148965.0,878803.0,467812.0,0,2002,2019,0.4071594870165758,0.4071594870165758,0,,,,175563.0,96685.0,73009.0,767.0,24237.0,25041.0,23579.0,24935,174533.0,12.1,6.0,81.9,22.1,67.5,10.4,78341.0,3135.0,26179.0,32387.0,11899.0,4741.0,4.0,44108.0,56163.0,39.8,47.6,12.6,3268.42,109813.5,113081.92,2.9,97.1,2.25,5939.2,53152.0,14.16,1.29,2015.0,http://hpr1.com/index.php/feature/news/uber-launches-in-fargo/,0.0,0.0,0.5252357382513828,31265.73,32302.89,30416.91,56899.32,72450.27,2.9025,0.0,0.0,0.0,2014.0,,0.0,https://www.inforum.com/lifestyle/travel/999114-Fargos-bike-share-ready-to-launch-for-its-fifth-season,0.0,0.0,0.0,2.0,2.0,G,31.0,,101565,82.1,9.8,0.8,2.8,0.5,0.6,3.4,,both
1702,22020.0,Bus,2006,"Fargo, ND-MN Metro Area",1228158.0,874038.0,581775.0,0,2002,2019,0.4736971953120038,0.4736971953120038,0,,,,186561.0,102871.0,76032.0,947.0,24151.0,23925.0,24732.0,40068,176041.0,10.1,7.5,82.4,22.2,67.0,10.8,80840.0,5627.0,24588.0,32925.0,13299.0,4401.0,6.96,46188.0,59155.0,37.8,48.6,13.6,3162.0,112331.42,115493.42,2.74,97.26,2.54,5939.2,52615.0,13.82,1.25,2015.0,http://hpr1.com/index.php/feature/news/uber-launches-in-fargo/,0.0,0.0,0.5921214941400048,30188.75,29906.25,30915.0,57735.0,73943.75,3.175,0.0,0.0,0.0,2014.0,,0.0,https://www.inforum.com/lifestyle/travel/999114-Fargos-bike-share-ready-to-launch-for-its-fifth-season,0.0,0.0,0.0,2.0,2.0,G,31.0,,105320,82.5,9.3,0.5,2.5,1.2,0.8,3.2,,both
1703,22020.0,Bus,2007,"Fargo, ND-MN Metro Area",1327012.0,883727.0,556521.0,0,2002,2019,0.41937902596208626,0.41937902596208626,0,,,,192391.0,102718.0,82254.0,952.0,24214.0,26018.0,22574.0,9248,183209.0,13.4,8.5,78.1,22.6,67.0,10.4,81363.0,6598.0,26371.0,31904.0,11537.0,4953.0,8.11,44551.0,59358.0,40.5,43.6,15.9,3322.33,115647.67,118970.0,2.8,97.2,2.82,5939.2,52078.0,13.77,1.21,2015.0,http://hpr1.com/index.php/feature/news/uber-launches-in-fargo/,0.0,0.0,0.5074486214141244,29298.94,31481.78,27314.54,53906.71,71823.18,3.4122,0.0,0.0,0.0,2014.0,,0.0,https://www.inforum.com/lifestyle/travel/999114-Fargos-bike-share-ready-to-launch-for-its-fifth-season,0.0,0.0,0.0,2.0,2.0,G,31.0,,106489,81.2,8.3,1,4.3,0.8,0.8,3.6,,both
1704,22020.0,Bus,2008,"Fargo, ND-MN Metro Area",1611655.0,945804.0,0.0,0,2002,2019,0.0,0.0,0,,,,194839.0,102938.0,82966.0,1130.0,24997.0,26414.0,24276.0,16082,182277.0,12.3,8.4,79.3,22.6,66.7,10.7,84272.0,5060.0,27149.0,35273.0,12142.0,4648.0,6.0,46532.0,62882.0,36.8,48.0,15.2,3599.0,117571.67,121170.67,2.97,97.03,3.23,5939.2,51541.0,13.6,1.17,2015.0,http://hpr1.com/index.php/feature/news/uber-launches-in-fargo/,0.0,0.0,0.0,29246.49,30904.38,28402.92,54442.44,73571.94,3.7791,0.0,0.0,0.0,2014.0,,0.0,https://www.inforum.com/lifestyle/travel/999114-Fargos-bike-share-ready-to-launch-for-its-fifth-season,0.0,0.0,0.0,2.0,2.0,G,31.0,,109965,81.7,8.3,0.8,3.7,1.1,1,3.3,,both
1705,22020.0,Bus,2009,"Fargo, ND-MN Metro Area",1769035.0,973276.0,903805.0,0,2002,2019,0.5109028368573827,0.5109028368573827,0,,,,199989.0,108625.0,82355.0,999.0,24636.0,26994.0,23090.0,23169,191212.0,12.8,7.3,79.9,22.3,67.5,10.2,84330.0,4777.0,26902.0,34241.0,12313.0,6097.0,5.66,45483.0,59541.0,38.7,46.9,14.4,5183.08,115440.58,120623.67,4.3,95.7,2.33,5939.2,51004.0,13.24,1.17,2015.0,http://hpr1.com/index.php/feature/news/uber-launches-in-fargo/,0.0,0.0,0.5977563191231378,28824.12,31582.98,27015.3,53215.11,69662.97,2.7261,0.0,0.0,0.0,2014.0,,0.0,https://www.inforum.com/lifestyle/travel/999114-Fargos-bike-share-ready-to-launch-for-its-fifth-season,0.0,0.0,0.0,2.0,2.0,G,31.0,,112468,82.2,7.3,0.7,4.2,0.6,1,4,,both
1706,22020.0,Bus,2010,"Fargo, ND-MN Metro Area",1996970.0,1029772.0,854444.0,0,2002,2019,0.4278702233884335,0.4278702233884335,0,,,,209144.0,114686.0,84069.0,1269.0,26472.0,26632.0,26127.0,30712,200192.0,,0.0,0.0,22.5,66.9,10.6,86373.0,4692.0,29943.0,35584.0,11664.0,4490.0,5.43,50088.0,64206.0,35.1,48.2,16.7,5017.75,117688.5,122706.25,4.09,95.91,2.78,5939.2,50467.0,13.05,1.15,2015.0,http://hpr1.com/index.php/feature/news/uber-launches-in-fargo/,0.0,0.0,0.49205075689669847,30442.8,30626.8,30046.05,57601.2,73836.9,3.197,0.0,0.0,0.0,2014.0,,0.0,https://www.inforum.com/lifestyle/travel/999114-Fargos-bike-share-ready-to-launch-for-its-fifth-season,0.0,0.0,0.0,2.0,2.0,G,31.0,,119759,83.4,7,1.3,3.4,0.8,0.9,3.3,,both
1707,22020.0,Bus,2011,"Fargo, ND-MN Metro Area",2097791.0,1094805.0,844665.0,0,2002,2019,0.4026449727356062,0.4026449727356062,0,,,,211729.0,112080.0,88273.0,995.0,26654.0,28457.0,25544.0,27834,203660.0,,0.0,0.0,21.8,67.7,10.5,87929.0,6183.0,27882.0,36350.0,12834.0,4680.0,7.03,52393.0,66833.0,35.5,45.2,19.3,4843.33,119400.17,124243.5,3.9,96.1,3.53,5939.2,49930.0,13.23,1.12,2015.0,http://hpr1.com/index.php/feature/news/uber-launches-in-fargo/,0.0,0.0,0.45096236946387896,29852.48,31871.84,28609.28,58680.16,74852.96,3.9536,0.0,0.0,0.0,2014.0,,0.0,https://www.inforum.com/lifestyle/travel/999114-Fargos-bike-share-ready-to-launch-for-its-fifth-season,0.0,0.0,0.0,2.0,2.0,G,31.0,,121753,80.1,8.2,0.6,4.5,1.1,1.1,4.4,,both
1708,22020.0,Bus,2012,"Fargo, ND-MN Metro Area",2039074.0,1178181.0,937388.0,0,2002,2019,0.4597125950308817,0.4597125950308817,0,,,,216312.0,117187.0,87255.0,1266.0,28557.0,30271.0,27738.0,33529,208133.0,,0.0,0.0,21.8,67.2,11.0,89002.0,5938.0,28421.0,36760.0,12145.0,5738.0,6.67,51525.0,68727.0,31.7,49.0,19.3,4318.25,120313.92,124632.17,3.47,96.53,3.61,5939.2,50758.0,12.89,1.09,2015.0,http://hpr1.com/index.php/feature/news/uber-launches-in-fargo/,0.0,0.0,0.5010867285836611,31127.13,32995.39,30234.42,56162.25,74912.43,3.9349,0.0,0.0,0.0,2014.0,,0.0,https://www.inforum.com/lifestyle/travel/999114-Fargos-bike-share-ready-to-launch-for-its-fifth-season,0.0,0.0,0.0,2.0,2.0,G,31.0,,123440,82.7,7.8,0.7,4.4,0.2,0.5,3.7,,both
1709,22020.0,Bus,2013,"Fargo, ND-MN Metro Area",2134468.0,1252177.0,970874.0,0,2002,2019,0.4548552613578653,0.4548552613578653,0,,,,223490.0,120849.0,89265.0,1551.0,26785.0,29157.0,25952.0,27200,214216.0,13.9,7.4,78.6,22.0,67.0,11.0,90959.0,6953.0,27251.0,38517.0,12899.0,5339.0,7.64,51961.0,69174.0,34.0,46.9,19.1,4013.92,122258.0,126271.92,3.18,96.82,3.52,5939.2,51281.0,12.68,1.08,2015.0,http://hpr1.com/index.php/feature/news/uber-launches-in-fargo/,0.0,0.0,0.49124368226649456,28927.8,31489.56,28028.16,56117.88,74707.92,3.8016,0.0,0.0,0.0,2014.0,,0.0,https://www.inforum.com/lifestyle/travel/999114-Fargos-bike-share-ready-to-launch-for-its-fifth-season,0.0,0.0,0.0,2.0,2.0,G,31.0,,123247,80.6,9,1.1,4.2,0.8,1.4,2.9,,both
1710,22020.0,Bus,2014,"Fargo, ND-MN Metro Area",2211614.0,1315300.0,1015343.0,0,2002,2019,0.4590959362709768,0.4590959362709768,0,,,,228291.0,123700.0,90702.0,810.0,28996.0,30223.0,29217.0,21604,218948.0,12.5,7.9,79.7,22.3,66.4,11.3,92345.0,5627.0,30518.0,36572.0,14088.0,5540.0,6.09,53867.0,75239.0,31.9,46.6,21.5,3444.17,124624.17,128068.33,2.69,97.31,3.36,5939.2,51609.0,12.84,1.06,2015.0,http://hpr1.com/index.php/feature/news/uber-launches-in-fargo/,0.0,0.0,0.48664169244723543,30735.76,32036.38,30970.02,57099.02,79753.34,3.5616,0.0,0.0,0.0,2014.0,,1.0,https://www.inforum.com/lifestyle/travel/999114-Fargos-bike-share-ready-to-launch-for-its-fifth-season,0.0,0.0,0.0,2.0,2.0,G,31.0,,127290,83,7.4,1.6,3.3,0.6,0.9,3.2,,both
