,CBSA,Mode,Year,MNAME,UPT_ADJ,VRM_ADJ,FARE,NEW_REPORTER_FLAG,min_year,max_year,FARE_per_UPT,AVG_FARE,PROBLEM_FLAG,PROBLEM_FLAG_NOTE
33,10500.0,Bus,2017,"Albany, GA Metro Area",723013.0,602405.0,466615.0,0,2002,2019,0.6453756709768704,0.6453756709768704,0,
34,10500.0,Bus,2018,"Albany, GA Metro Area",739896.0,659043.0,428766.5,0,2002,2019,0.5794956318185258,0.5794956318185258,0,
36,10580.0,Bus,2002,"Albany-Schenectady-Troy, NY Metro Area",11500800.0,5978485.0,9323334.0,0,2002,2019,0.8106683013355592,0.8106683013355592,0,
37,10580.0,Bus,2003,"Albany-Schenectady-Troy, NY Metro Area",11364952.0,5764103.0,8780533.0,0,2002,2019,0.7725974557569623,0.7725974557569623,0,
38,10580.0,Bus,2004,"Albany-Schenectady-Troy, NY Metro Area",11086318.0,6162871.0,8733393.0,0,2002,2019,0.7877631689799985,0.7877631689799985,0,
39,10580.0,Bus,2005,"Albany-Schenectady-Troy, NY Metro Area",12101157.0,7000234.0,8927630.0,0,2002,2019,0.7377501176127208,0.7377501176127208,0,
40,10580.0,Bus,2006,"Albany-Schenectady-Troy, NY Metro Area",12449212.0,6227148.0,8824937.0,0,2002,2019,0.7088751480816617,0.7088751480816617,0,
41,10580.0,Bus,2007,"Albany-Schenectady-Troy, NY Metro Area",12965635.0,6499130.0,9615161.0,0,2002,2019,0.7415881289269673,0.7415881289269673,0,
42,10580.0,Bus,2008,"Albany-Schenectady-Troy, NY Metro Area",14808513.0,7094546.0,10372439.0,0,2002,2019,0.7004375793842367,0.7004375793842367,0,
43,10580.0,Bus,2009,"Albany-Schenectady-Troy, NY Metro Area",13695885.0,6743495.0,11861929.0,0,2002,2019,0.8660943779828759,0.8660943779828759,0,
44,10580.0,Bus,2010,"Albany-Schenectady-Troy, NY Metro Area",13382569.0,6792643.0,13568178.0,0,2002,2019,1.0138694595932962,1.0138694595932962,0,
45,10580.0,Bus,2011,"Albany-Schenectady-Troy, NY Metro Area",14016435.0,7241418.0,13459391.0,0,2002,2019,0.9602577973643084,0.9602577973643084,0,
46,10580.0,Bus,2012,"Albany-Schenectady-Troy, NY Metro Area",15051899.0,7141069.0,14331986.0,0,2002,2019,0.952171284168197,0.952171284168197,0,
47,10580.0,Bus,2013,"Albany-Schenectady-Troy, NY Metro Area",16052777.0,7437216.0,15785176.0,1,2002,2019,0.9833299247849765,0.9833299247849765,0,
48,10580.0,Bus,2014,"Albany-Schenectady-Troy, NY Metro Area",16608585.0,7711321.0,15500819.0,1,2002,2019,0.9333016027554425,0.9333016027554425,0,
49,10580.0,Bus,2015,"Albany-Schenectady-Troy, NY Metro Area",16592640.0,7845161.0,16093361.0,1,2002,2019,0.9699096105261128,0.9699096105261128,0,
50,10580.0,Bus,2016,"Albany-Schenectady-Troy, NY Metro Area",16515295.0,7980016.0,17855542.0,1,2002,2019,1.0811518655888375,1.0811518655888375,0,
51,10580.0,Bus,2017,"Albany-Schenectady-Troy, NY Metro Area",16356553.0,8214968.0,18354163.0,1,2002,2019,1.12212903293255,1.12212903293255,0,
52,10580.0,Bus,2018,"Albany-Schenectady-Troy, NY Metro Area",15395053.0,8389544.0,19484564.0,1,2002,2019,1.2656379942310039,1.2656379942310039,0,
54,10740.0,Bus,2002,"Albuquerque, NM Metro Area",7159620.0,167746.0,2485844.0,0,2002,2019,0.3472033431941919,0.3472033431941919,0,
55,10740.0,Bus,2003,"Albuquerque, NM Metro Area",6620336.0,3748806.0,2880009.0,0,2002,2019,0.4350245969388865,0.4350245969388865,0,
56,10740.0,Bus,2004,"Albuquerque, NM Metro Area",6604625.0,3954103.0,2847866.0,0,2002,2019,0.431192686942862,0.431192686942862,0,
57,10740.0,Bus,2005,"Albuquerque, NM Metro Area",7758914.0,4782626.0,3024632.0,0,2002,2019,0.3898267205951761,0.3898267205951761,0,
58,10740.0,Bus,2006,"Albuquerque, NM Metro Area",9072409.0,4634851.0,3499539.0,0,2002,2019,0.38573426308271597,0.38573426308271597,0,
59,10740.0,Bus,2007,"Albuquerque, NM Metro Area",9791599.0,4901212.0,3766172.0,0,2002,2019,0.38463298997436474,0.38463298997436474,0,
60,10740.0,Bus,2008,"Albuquerque, NM Metro Area",10942102.0,5041793.0,3645357.0,0,2002,2019,0.333149608731485,0.333149608731485,0,
61,10740.0,Bus,2009,"Albuquerque, NM Metro Area",10639235.0,5144295.0,4294880.0,0,2002,2019,0.4036831595504752,0.4036831595504752,0,
62,10740.0,Bus,2010,"Albuquerque, NM Metro Area",11527241.0,5102876.0,3460174.0,0,2002,2019,0.3001736495315748,0.3001736495315748,0,
63,10740.0,Bus,2011,"Albuquerque, NM Metro Area",12373445.0,5313359.0,4029381.0,0,2002,2019,0.32564746519663684,0.32564746519663684,0,
64,10740.0,Bus,2012,"Albuquerque, NM Metro Area",13029416.0,5428339.0,4212025.0,1,2002,2019,0.32327043667958716,0.32327043667958716,0,
65,10740.0,Bus,2013,"Albuquerque, NM Metro Area",13037741.0,5732072.0,4222610.0,1,2002,2019,0.32387589230373576,0.32387589230373576,0,
66,10740.0,Bus,2014,"Albuquerque, NM Metro Area",12960527.0,5730469.0,4046527.0,1,2002,2019,0.3122193256493351,0.3122193256493351,0,
67,10740.0,Bus,2015,"Albuquerque, NM Metro Area",11866102.0,5780422.0,3797960.0,1,2002,2019,0.3200680391926515,0.3200680391926515,0,
68,10740.0,Bus,2016,"Albuquerque, NM Metro Area",10968033.0,5779759.0,3743024.0,1,2002,2019,0.34126666103211034,0.34126666103211034,0,
69,10740.0,Bus,2017,"Albuquerque, NM Metro Area",9744600.0,5684500.0,3254264.0,1,2002,2019,0.3339556267060731,0.3339556267060731,0,
70,10740.0,Bus,2018,"Albuquerque, NM Metro Area",9638741.0,5697345.0,2982416.0,1,2002,2019,0.30941966383368946,0.30941966383368946,0,
72,10740.0,Rail,2009,"Albuquerque, NM Metro Area",676774.0,813885.0,2669729.0,1,2009,2019,3.9447865905014083,3.9447865905014083,0,
73,10740.0,Rail,2010,"Albuquerque, NM Metro Area",1165687.0,1415143.0,2846221.0,1,2009,2019,2.4416683037556393,2.4416683037556393,0,
74,10740.0,Rail,2011,"Albuquerque, NM Metro Area",1242174.0,1370680.0,2856263.0,1,2009,2019,2.2994065243677615,2.2994065243677615,0,
75,10740.0,Rail,2012,"Albuquerque, NM Metro Area",1129303.0,1424748.0,2616485.0,1,2009,2019,2.3169025496257425,2.3169025496257425,0,
76,10740.0,Rail,2013,"Albuquerque, NM Metro Area",1082588.0,1388562.0,3002928.0,1,2009,2019,2.77384194171744,2.77384194171744,0,
77,10740.0,Rail,2014,"Albuquerque, NM Metro Area",1063217.0,1385927.0,2841371.0,1,2009,2019,2.6724281120410978,2.6724281120410978,0,
78,10740.0,Rail,2015,"Albuquerque, NM Metro Area",931324.0,1397970.0,2587198.0,1,2009,2019,2.777978447887094,2.777978447887094,0,
79,10740.0,Rail,2016,"Albuquerque, NM Metro Area",851409.0,1400234.0,2300780.0,1,2009,2019,2.702320506360633,2.702320506360633,0,
80,10740.0,Rail,2017,"Albuquerque, NM Metro Area",811421.0,1350224.0,2153005.0,1,2009,2019,2.653375991008367,2.653375991008367,0,
81,10740.0,Rail,2018,"Albuquerque, NM Metro Area",771602.0,1337514.0,1935908.5,1,2009,2019,2.508946970070062,2.508946970070062,0,
83,10900.0,Bus,2002,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",4073534.7827,2348185.1943,2469329.0,0,2002,2019,0.6061882693347942,0.6061882693347942,0,
84,10900.0,Bus,2003,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",4041917.0668,2473841.4658000004,2603056.0,0,2002,2019,0.6440151930333515,0.6440151930333515,0,
85,10900.0,Bus,2004,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",4310327.529,2394239.4501,2691227.0,0,2002,2019,0.6243671697552801,0.6243671697552801,0,
86,10900.0,Bus,2005,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",4666808.548,2620864.4597,2796598.0,0,2002,2019,0.5992527808320968,0.5992527808320968,0,
87,10900.0,Bus,2006,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",4997815.8245,2594534.4967,2959675.0,0,2002,2019,0.5921936909902231,0.5921936909902231,0,
88,10900.0,Bus,2007,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",4704805.8162,2490564.7294,3207490.0,0,2002,2019,0.6817475843435852,0.6817475843435852,0,
89,10900.0,Bus,2008,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",3954777.4724000003,1880849.6383000002,4779427.0,0,2002,2019,1.2085198303457392,1.2085198303457392,0,
90,10900.0,Bus,2009,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",5139657.0287,2529290.4946,3646595.0,0,2002,2019,0.7095016223139605,0.7095016223139605,0,
91,10900.0,Bus,2010,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",4792990.851100001,2508444.1272,3782378.0,0,2002,2019,0.7891477612839459,0.7891477612839459,0,
92,10900.0,Bus,2011,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",5267743.8311,2469571.7165,4357409.0,0,2002,2019,0.827186958916735,0.827186958916735,0,
93,10900.0,Bus,2012,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",4538669.7101,2532816.6093,4279031.0,0,2002,2019,0.9427940945951144,0.9427940945951144,0,
94,10900.0,Bus,2013,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",4786005.7948,2479333.5763,4345632.0,0,2002,2019,0.9079871998319629,0.9079871998319629,0,
95,10900.0,Bus,2014,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",4769354.4348,2603798.7079,4591781.0,0,2002,2019,0.9627678258708725,0.9627678258708725,0,
96,10900.0,Bus,2015,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",4645662.2669,2645485.7660999997,4763068.0,0,2002,2019,1.025272119744155,1.025272119744155,0,
97,10900.0,Bus,2016,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",4521506.51,2714842.4649,4843106.0,0,2002,2019,1.0711266232369088,1.0711266232369088,0,
98,10900.0,Bus,2017,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",4329867.3323,2740863.9993000003,4502765.0,1,2002,2019,1.039931400763764,1.039931400763764,0,
99,10900.0,Bus,2018,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",4174422.1562,2846251.0244,4372613.5,1,2002,2019,1.047477551714706,1.047477551714706,0,
101,11020.0,Bus,2002,"Altoona, PA Metro Area",496916.0,444781.0,516107.0,0,2002,2019,1.0386202094518993,1.0386202094518993,0,
102,11020.0,Bus,2003,"Altoona, PA Metro Area",692488.0,562722.0,530665.0,0,2002,2019,0.766316528228648,0.766316528228648,0,
103,11020.0,Bus,2004,"Altoona, PA Metro Area",661909.0,526180.0,543095.0,0,2002,2019,0.8204979838618299,0.8204979838618299,0,
104,11020.0,Bus,2005,"Altoona, PA Metro Area",661609.0,521197.0,540034.0,0,2002,2019,0.8162434307876707,0.8162434307876707,0,
105,11020.0,Bus,2006,"Altoona, PA Metro Area",694454.0,538699.0,553298.0,0,2002,2019,0.7967381568829613,0.7967381568829613,0,
106,11020.0,Bus,2007,"Altoona, PA Metro Area",607695.0,486916.0,564640.0,0,2002,2019,0.9291503138910144,0.9291503138910144,0,
107,11020.0,Bus,2008,"Altoona, PA Metro Area",586804.0,457362.0,649497.0,0,2002,2019,1.1068380583636104,1.1068380583636104,0,
108,11020.0,Bus,2009,"Altoona, PA Metro Area",593547.0,482784.0,656317.0,0,2002,2019,1.1057540514904465,1.1057540514904465,0,
109,11020.0,Bus,2010,"Altoona, PA Metro Area",712712.0,511897.0,648620.0,0,2002,2019,0.9100730729944213,0.9100730729944213,0,
110,11020.0,Bus,2011,"Altoona, PA Metro Area",689116.0,525806.0,711785.0,0,2002,2019,1.032895767911353,1.032895767911353,0,
111,11020.0,Bus,2012,"Altoona, PA Metro Area",687954.0,533346.0,796748.0,0,2002,2019,1.1581413873602013,1.1581413873602013,0,
112,11020.0,Bus,2013,"Altoona, PA Metro Area",659876.0,527185.0,748315.0,0,2002,2019,1.134023665052222,1.134023665052222,0,
113,11020.0,Bus,2014,"Altoona, PA Metro Area",609471.0,511054.0,707688.0,0,2002,2019,1.161151227868102,1.161151227868102,0,
114,11020.0,Bus,2015,"Altoona, PA Metro Area",579580.0,492421.0,694684.0,0,2002,2019,1.1985989854722385,1.1985989854722385,0,
115,11020.0,Bus,2016,"Altoona, PA Metro Area",576620.0,496453.0,695284.0,0,2002,2019,1.2057923762616627,1.2057923762616627,0,
116,11020.0,Bus,2017,"Altoona, PA Metro Area",546149.0,480928.0,684311.0,0,2002,2019,1.2529749207633814,1.2529749207633814,0,
117,11020.0,Bus,2018,"Altoona, PA Metro Area",544498.0,503331.0,679124.5,0,2002,2019,1.2472488420526797,1.2472488420526797,0,
119,11180.0,Bus,2003,"Ames, IA Metro Area",4832978.8192,1051215.312,162393.0,1,2003,2019,0.03360101628313795,0.03360101628313795,0,
120,11180.0,Bus,2004,"Ames, IA Metro Area",4514956.7568,1042415.5616000001,185118.0,1,2003,2019,0.04100105714660342,0.04100105714660342,0,
121,11180.0,Bus,2005,"Ames, IA Metro Area",4163813.024,953756.1824,200539.0,1,2003,2019,0.0481623451495309,0.0481623451495309,0,
122,11180.0,Bus,2006,"Ames, IA Metro Area",4230845.8304,1035224.6464,220154.0,1,2003,2019,0.05203545787892389,0.05203545787892389,0,
123,11180.0,Bus,2007,"Ames, IA Metro Area",4457027.7248,1072184.9936000002,255530.0,1,2003,2019,0.057331929657553654,0.057331929657553654,0,
124,11180.0,Bus,2008,"Ames, IA Metro Area",4722830.425600001,1083392.016,283227.0,1,2003,2019,0.05996975848736261,0.05996975848736261,0,
125,11180.0,Bus,2009,"Ames, IA Metro Area",5256732.4544,1105631.6208000001,274937.0,1,2003,2019,0.05230188189811177,0.05230188189811177,0,
126,11180.0,Bus,2010,"Ames, IA Metro Area",5342790.1856,1134261.7104,307692.0,1,2003,2019,0.05759013349041815,0.05759013349041815,0,
127,11180.0,Bus,2011,"Ames, IA Metro Area",5580382.4496,1150565.3712,306813.0,1,2003,2019,0.05498064026453819,0.05498064026453819,0,
128,11180.0,Bus,2012,"Ames, IA Metro Area",5765066.563200001,1157701.4624,3693392.0,1,2003,2019,0.6406503653532698,0.3496236118993505,0,
129,11180.0,Bus,2013,"Ames, IA Metro Area",6239215.416,1174183.5504,4019718.0,1,2003,2019,0.6442665835341628,0.6442665835341628,0,
130,11180.0,Bus,2014,"Ames, IA Metro Area",6762219.430400001,1229348.456,4384130.0,1,2003,2019,0.6483270833080121,0.6483270833080121,0,
131,11180.0,Bus,2015,"Ames, IA Metro Area",6687420.555200001,1287499.7744000002,4404193.0,1,2003,2019,0.6585787395373826,0.6585787395373826,0,
132,11180.0,Bus,2016,"Ames, IA Metro Area",6692295.904000001,1326555.3952000001,4048652.0,1,2003,2019,0.6049720541466361,0.6049720541466361,0,
133,11180.0,Bus,2017,"Ames, IA Metro Area",6560847.888,1310898.6576,4985477.0,1,2003,2019,0.7598830341911441,0.7598830341911441,0,
134,11180.0,Bus,2018,"Ames, IA Metro Area",6431374.532800001,1312890.264,5276119.0,1,2003,2019,0.8203719085386492,0.8203719085386492,0,
136,11260.0,Bus,2002,"Anchorage, AK Metro Area",3110480.0,2031345.0,2173942.0,0,2002,2019,0.6989088500810164,0.6989088500810164,0,
137,11260.0,Bus,2003,"Anchorage, AK Metro Area",3339451.0,1923692.0,2248025.0,0,2002,2019,0.6731720273781528,0.6731720273781528,0,
138,11260.0,Bus,2004,"Anchorage, AK Metro Area",3536059.0,2171199.0,2663894.0,0,2002,2019,0.7533511177273908,0.7533511177273908,0,
139,11260.0,Bus,2005,"Anchorage, AK Metro Area",3975074.0,2162867.0,2867604.0,0,2002,2019,0.721396381551639,0.721396381551639,0,
140,11260.0,Bus,2006,"Anchorage, AK Metro Area",3929870.0,2229450.0,3461154.0,0,2002,2019,0.8807298969177098,0.8807298969177098,0,
141,11260.0,Bus,2007,"Anchorage, AK Metro Area",3988745.0,2318543.0,3331361.0,0,2002,2019,0.8351902666126815,0.8351902666126815,0,
142,11260.0,Bus,2008,"Anchorage, AK Metro Area",4220704.0,2151697.0,3770857.0,0,2002,2019,0.8934189651773733,0.8934189651773733,0,
143,11260.0,Bus,2009,"Anchorage, AK Metro Area",4165535.0,2078425.0,3762970.0,0,2002,2019,0.9033581520741033,0.9033581520741033,0,
144,11260.0,Bus,2010,"Anchorage, AK Metro Area",4145578.0,1911521.0,3774194.0,0,2002,2019,0.9104144223073357,0.9104144223073357,0,
145,11260.0,Bus,2011,"Anchorage, AK Metro Area",4148501.0,1905379.0,4115324.0,0,2002,2019,0.9920026534885733,0.9920026534885733,0,
146,11260.0,Bus,2012,"Anchorage, AK Metro Area",4088549.0,1870518.0,4353774.0,0,2002,2019,1.0648702021181597,1.0648702021181597,0,
147,11260.0,Bus,2013,"Anchorage, AK Metro Area",3986877.0,1882161.0,4265961.0,0,2002,2019,1.0700006546477356,1.0700006546477356,0,
148,11260.0,Bus,2014,"Anchorage, AK Metro Area",3896678.0,1918021.0,4243486.0,0,2002,2019,1.089000938748339,1.089000938748339,0,
149,11260.0,Bus,2015,"Anchorage, AK Metro Area",3649698.0,1934972.0,4191141.0,0,2002,2019,1.1483528226171043,1.1483528226171043,0,
150,11260.0,Bus,2016,"Anchorage, AK Metro Area",3450261.0,1915823.0,3904205.0,0,2002,2019,1.1315680176079432,1.1315680176079432,0,
151,11260.0,Bus,2017,"Anchorage, AK Metro Area",3241607.0,1942788.0,3235222.0,1,2002,2019,0.998030297935561,0.998030297935561,0,
152,11260.0,Bus,2018,"Anchorage, AK Metro Area",3227500.0,2195808.0,2757262.5,1,2002,2019,0.8543028659953524,0.8543028659953524,0,
154,11460.0,Bus,2002,"Ann Arbor, MI Metro Area",3858107.8309000004,786934.85,946206.0,0,2002,2019,0.2452513100908519,0.2452513100908519,0,
155,11460.0,Bus,2003,"Ann Arbor, MI Metro Area",4029823.1127000004,777222.1033,1132016.0,0,2002,2019,0.2809096003326915,0.2809096003326915,0,
156,11460.0,Bus,2004,"Ann Arbor, MI Metro Area",4444937.6529,827365.0087,1180008.0,0,2002,2019,0.2654723400293658,0.2654723400293658,0,
157,11460.0,Bus,2005,"Ann Arbor, MI Metro Area",4859572.3440000005,852537.2032000001,1293641.0,0,2002,2019,0.26620470041921035,0.26620470041921035,0,
158,11460.0,Bus,2006,"Ann Arbor, MI Metro Area",5086609.013200001,839669.6475,1327051.0,0,2002,2019,0.26089109592583926,0.26089109592583926,0,
159,11460.0,Bus,2007,"Ann Arbor, MI Metro Area",5130041.9845,847701.5968,1682607.0,0,2002,2019,0.32799088293699324,0.32799088293699324,0,
160,11460.0,Bus,2008,"Ann Arbor, MI Metro Area",5217563.6325,843162.9136,1580285.0,0,2002,2019,0.3028779544070084,0.3028779544070084,0,
161,11460.0,Bus,2009,"Ann Arbor, MI Metro Area",5386558.8857,857515.0853,1464508.0,0,2002,2019,0.27188192519122206,0.27188192519122206,0,
162,11460.0,Bus,2010,"Ann Arbor, MI Metro Area",5604120.5235,886875.1341000001,1642653.0,0,2002,2019,0.29311521640403565,0.29311521640403565,0,
163,11460.0,Bus,2011,"Ann Arbor, MI Metro Area",6131785.746800001,896010.8247,1691895.0,0,2002,2019,0.27592206738191244,0.27592206738191244,0,
164,11460.0,Bus,2012,"Ann Arbor, MI Metro Area",6496608.0363,897499.8592000001,1903084.0,0,2002,2019,0.292935019223333,0.292935019223333,0,
165,11460.0,Bus,2013,"Ann Arbor, MI Metro Area",6455642.355400001,936639.8159,1975777.0,0,2002,2019,0.30605428417937475,0.30605428417937475,0,
166,11460.0,Bus,2014,"Ann Arbor, MI Metro Area",6455084.740700001,950422.0011,2126196.0,0,2002,2019,0.32938312747377374,0.32938312747377374,0,
167,11460.0,Bus,2015,"Ann Arbor, MI Metro Area",6175687.079100001,949051.3824000001,0.0,0,2002,2019,0.0,0.0,0,
168,11460.0,Bus,2016,"Ann Arbor, MI Metro Area",6239072.228999999,959435.7411,0.0,0,2002,2019,0.0,0.0,0,
169,11460.0,Bus,2017,"Ann Arbor, MI Metro Area",6688641.3485,971585.7324000001,0.0,0,2002,2019,0.0,0.0,0,
170,11460.0,Bus,2018,"Ann Arbor, MI Metro Area",6756948.7074,1003770.0864,0.0,0,2002,2019,0.0,0.0,0,
172,11540.0,Bus,2002,"Appleton, WI Metro Area",742435.8942,762959.7612000001,435571.0,0,2002,2019,0.5866782619250146,0.5866782619250146,0,
173,11540.0,Bus,2003,"Appleton, WI Metro Area",675977.3202000001,748075.2552000001,516637.0,0,2002,2019,0.7642815588060612,0.7642815588060612,0,
174,11540.0,Bus,2004,"Appleton, WI Metro Area",715854.594,727964.4918000001,530521.0,0,2002,2019,0.7411016209808664,0.7411016209808664,0,
175,11540.0,Bus,2005,"Appleton, WI Metro Area",712982.7432,724556.7420000001,603582.0,0,2002,2019,0.8465590587662908,0.8465590587662908,0,
176,11540.0,Bus,2006,"Appleton, WI Metro Area",716381.2656,711722.1384,677587.0,0,2002,2019,0.9458469009969039,0.9458469009969039,0,
177,11540.0,Bus,2007,"Appleton, WI Metro Area",739004.0112000001,723849.0714,677421.0,0,2002,2019,0.9166675548891796,0.9166675548891796,0,
178,11540.0,Bus,2008,"Appleton, WI Metro Area",752994.8790000001,715629.5874000001,723985.0,0,2002,2019,0.9614740022687458,0.9614740022687458,0,
179,11540.0,Bus,2009,"Appleton, WI Metro Area",686055.7704,731467.3548000001,839303.0,0,2002,2019,1.223374303098785,1.223374303098785,0,
180,11540.0,Bus,2010,"Appleton, WI Metro Area",711074.8008,742040.5356000001,775081.0,0,2002,2019,1.0900133138285724,1.0900133138285724,0,
181,11540.0,Bus,2011,"Appleton, WI Metro Area",791718.0179999999,737741.277,855377.0,0,2002,2019,1.080406130153274,1.080406130153274,0,
182,11540.0,Bus,2012,"Appleton, WI Metro Area",802650.3576000001,739153.0692,847730.0,0,2002,2019,1.0561634863463991,1.0561634863463991,0,
183,11540.0,Bus,2013,"Appleton, WI Metro Area",799234.8,754948.2486,864964.0,0,2002,2019,1.0822401627156375,1.0822401627156375,0,
184,11540.0,Bus,2014,"Appleton, WI Metro Area",791220.4482000001,749548.8,841274.0,0,2002,2019,1.0632611959332827,1.0632611959332827,0,
185,11540.0,Bus,2015,"Appleton, WI Metro Area",775802.8824000001,769436.6862,814025.0,0,2002,2019,1.0492678210755768,1.0492678210755768,0,
186,11540.0,Bus,2016,"Appleton, WI Metro Area",735410.2938000001,754281.7464000001,847420.0,0,2002,2019,1.152309135654364,1.152309135654364,0,
