,NTD_ID,4 digit NTDID,Legacy NTD ID,Agency,MODE,SERVICE_ID,RailBus,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
389,3034,0,0,Maryland Transit Administration,DR,PT,DemandResponse,895099.0,1201629.0,1354583.0,1557386.0,1533348.0,1185911.0,1348863.0,2209992.0,2390006.0,0.0,0.0,0.0,0.0
390,3034,0,0,Maryland Transit Administration,HR,DO,Rail,12496243.0,11860501.0,12429257.0,12190794.0,11100584.0,11468806.0,11361774.0,12507728.0,12912287.0,0.0,0.0,0.0,0.0
391,3034,0,0,Maryland Transit Administration,LR,DO,Rail,4743475.0,4886694.0,6657815.0,6985054.0,7118873.0,7012729.0,6502780.0,6952278.0,7341806.0,0.0,0.0,0.0,0.0
392,3034,0,0,Maryland Transit Administration,MB,DO,Bus,57797284.0,57485672.0,60343788.0,59418451.0,57039816.0,59237510.0,58425128.0,60207260.0,57906253.0,0.0,0.0,0.0,0.0
393,3034,0,0,0,MB,PT,Bus,10375286.0,12017948.0,12253739.0,12847821.0,13643117.0,14459904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,3035,0,0,Ohio Valley Regional Transportation Authority,DR,DO,DemandResponse,7272.0,9194.0,11026.0,13273.0,12779.0,13212.0,14629.0,14391.0,13003.0,0.0,0.0,0.0,0.0
395,3035,0,0,Ohio Valley Regional Transportation Authority,MB,DO,Bus,286704.0,314648.0,392865.0,393652.0,398461.0,384211.0,394554.0,405782.0,420165.0,0.0,0.0,0.0,0.0
396,3036,0,0,0,DR,PT,DemandResponse,94886.0,121107.0,120131.0,0.0,112889.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,3036,0,0,Charlottesville Area Transit,MB,DO,Bus,402765.0,420939.0,419190.0,589980.0,611150.0,633849.0,837778.0,871509.0,756570.0,0.0,0.0,0.0,0.0
398,3040,0,0,Annapolis Department of Transportation,MB,DO,Bus,721621.0,731882.0,787043.0,796290.0,770622.0,863763.0,646657.0,746829.0,754785.0,0.0,0.0,0.0,0.0
399,3042,0,0,Washington County Transit,DR,DO,DemandResponse,16314.0,15418.0,15631.0,15128.0,17900.0,16177.0,17821.0,17767.0,18119.0,0.0,0.0,0.0,0.0
400,3042,0,0,Washington County Transit,MB,DO,Bus,226006.0,255241.0,257561.0,269341.0,283221.0,278031.0,290458.0,325861.0,341379.0,0.0,0.0,0.0,0.0
401,3044,0,0,0,DR,PT,DemandResponse,14046.0,14792.0,15494.0,19696.0,31740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,3044,0,0,Westmoreland County Transit Authority,MB,PT,Bus,362144.0,476034.0,480180.0,661967.0,841731.0,401855.0,871098.0,1016251.0,1226732.0,0.0,0.0,0.0,0.0
403,3048,0,0,Howard Transit,DR,PT,DemandResponse,69070.0,64542.0,56237.0,51395.0,65328.0,42276.0,183262.0,218459.0,180296.0,0.0,0.0,0.0,0.0
404,3048,0,0,Howard Transit,MB,PT,Bus,359934.0,416055.0,419794.0,538440.0,446618.0,356972.0,620117.0,807441.0,886435.0,0.0,0.0,0.0,0.0
405,3050,0,0,0,DR,DO,DemandResponse,937540.0,1156790.0,1401300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,3050,0,0,0,MB,DO,Bus,81162.0,79067.0,80192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,3051,0,0,0,DR,PT,DemandResponse,328055.0,345646.0,356493.0,391294.0,430770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,3051,0,0,Ride-On Montgomery County Transit,MB,DO,Bus,8526565.0,11870976.0,12460768.0,12743995.0,13917548.0,15028935.0,19338494.0,21294326.0,21934919.0,0.0,0.0,0.0,0.0
409,3051,0,0,0,MB,PT,Bus,1086805.0,1190366.0,1038856.0,658949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,3054,0,0,Centre Area Transportation Authority,DR,PT,DemandResponse,96461.0,94272.0,78566.0,80735.0,74671.0,73963.0,84531.0,23770.0,106295.0,0.0,0.0,0.0,0.0
411,3054,0,0,Centre Area Transportation Authority,MB,DO,Bus,3289363.0,3479128.0,3755666.0,4137507.0,4579383.0,4922442.0,5380378.0,5772014.0,5841552.0,0.0,0.0,0.0,0.0
412,3055,0,0,Shenango Valley Shuttle Service,DR,DO,DemandResponse,74155.0,108290.0,113154.0,130600.0,115073.0,133990.0,120225.0,114997.0,111270.0,0.0,0.0,0.0,0.0
413,3055,0,0,Shenango Valley Shuttle Service,MB,DO,Bus,25485.0,36016.0,38755.0,39016.0,38499.0,36764.0,40450.0,48880.0,47544.0,0.0,0.0,0.0,0.0
414,3057,0,0,Pennsylvania Department of Transportation,CR,PT,Rail,2733935.0,2991165.0,5283800.0,7238016.0,7988939.0,8230078.0,8841644.0,9590375.0,10376663.0,0.0,0.0,0.0,0.0
415,3058,0,0,City of Fairfax CUE Bus,MB,DO,Bus,447023.0,549298.0,581435.0,681260.0,840972.0,800090.0,1182591.0,1146669.0,1324232.0,0.0,0.0,0.0,0.0
416,3061,0,0,Mid Mon Valley Transit Authority,DR,PT,DemandResponse,67.0,18.0,113.0,625.0,632.0,1244.0,2640.0,3024.0,3588.0,0.0,0.0,0.0,0.0
417,3061,0,0,Mid Mon Valley Transit Authority,MB,PT,Bus,567829.0,594001.0,581369.0,590133.0,634322.0,653642.0,597676.0,631755.0,629524.0,0.0,0.0,0.0,0.0
418,3067,0,0,0,DR,PT,DemandResponse,7143089.0,7981086.0,8710689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,3068,0,0,Fairfax Connector Bus System,MB,PT,Bus,4554929.0,5306628.0,5129383.0,3607786.0,4260209.0,3139058.0,5203778.0,5730412.0,12766563.0,0.0,0.0,0.0,0.0
420,3069,0,0,City of Danville Mass Transit System,DR,DO,DemandResponse,41401.0,42486.0,42478.0,54163.0,57094.0,56739.0,70987.0,90495.0,118683.0,0.0,0.0,0.0,0.0
421,3069,0,0,City of Danville Mass Transit System,MB,DO,Bus,188882.0,206740.0,172596.0,174009.0,174474.0,197176.0,203763.0,215279.0,224824.0,0.0,0.0,0.0,0.0
422,3070,0,0,Potomac and Rappahannock Transportation Commission,MB,PT,Bus,5093832.0,5833683.0,6380938.0,6434057.0,8731717.0,9382459.0,10961497.0,11162304.0,1770827.0,0.0,0.0,0.0,0.0
423,3071,0,0,City of Alexandria ,MB,DO,Bus,1887473.0,2242082.0,2083107.0,2452243.0,2582064.0,2702289.0,3308222.0,3600877.0,3481784.0,0.0,0.0,0.0,0.0
424,3072,0,0,Transit Services of Frederick County,DR,DO,DemandResponse,275765.0,283866.0,486648.0,395906.0,374064.0,363443.0,436798.0,431578.0,372897.0,0.0,0.0,0.0,0.0
425,3072,0,0,Transit Services of Frederick County,MB,DO,Bus,477340.0,548594.0,646288.0,520365.0,536940.0,525156.0,560955.0,591574.0,631445.0,0.0,0.0,0.0,0.0
426,3073,0,0,Virginia Railway Express,CR,PT,Rail,19439464.0,19453438.0,19685561.0,21688092.0,25909794.0,30019730.0,32368123.0,34721591.0,34733106.0,0.0,0.0,0.0,0.0
427,3074,0,0,Harford Transit,DR,DO,DemandResponse,43964.0,49186.0,58143.0,52809.0,50503.0,40897.0,55929.0,67304.0,65182.0,0.0,0.0,0.0,0.0
428,3074,0,0,Harford Transit,MB,DO,Bus,150133.0,184686.0,191340.0,196460.0,197662.0,186192.0,199971.0,225977.0,243076.0,0.0,0.0,0.0,0.0
429,3075,0,0,Delaware Transit Corporation,CR,PT,Rail,2280941.0,2653593.0,2795437.0,0.0,3137363.0,3894165.0,3793389.0,4045060.0,4107967.0,0.0,0.0,0.0,0.0
430,3075,0,0,Delaware Transit Corporation,DR,DO,DemandResponse,1019280.0,1146883.0,1117554.0,1223860.0,1272093.0,1502668.0,1677916.0,1715690.0,1662576.0,0.0,0.0,0.0,0.0
431,3075,0,0,Delaware Transit Corporation,DR,PT,DemandResponse,22361.0,19768.0,17341.0,13053.0,10637.0,13073.0,15179.0,13561.0,13237.0,0.0,0.0,0.0,0.0
432,3075,0,0,Delaware Transit Corporation,MB,DO,Bus,5315462.0,5589179.0,5634003.0,5718791.0,6117353.0,6025268.0,6475314.0,7000011.0,6747776.0,0.0,0.0,0.0,0.0
433,3075,0,0,Delaware Transit Corporation,MB,PT,Bus,224360.0,107396.0,116177.0,211436.0,227629.0,224196.0,290052.0,321495.0,267064.0,0.0,0.0,0.0,0.0
434,3076,0,0,Williamsburg Area Transit Authority,DR,DO,DemandResponse,11257.0,12789.0,15508.0,13740.0,5581.0,4156.0,4287.0,3929.0,5064.0,0.0,0.0,0.0,0.0
435,3076,0,0,Williamsburg Area Transit Authority,MB,DO,Bus,435337.0,444430.0,383483.0,308387.0,334253.0,380274.0,389767.0,514304.0,525075.0,0.0,0.0,0.0,0.0
436,3078,0,0,Southwestern Pennsylvania Commission,VP,PT,DemandResponse,398552.0,390744.0,376195.0,442202.0,481516.0,538984.0,577458.0,750741.0,879217.0,0.0,0.0,0.0,0.0
437,3079,0,0,Fredericksburg Regional Transit,MB,DO,Bus,45830.0,50416.0,54963.0,116662.0,159741.0,271610.0,273419.0,368072.0,344624.0,0.0,0.0,0.0,0.0
438,3081,0,0,0,MB,PT,Bus,1861611.0,2273040.0,2971298.0,3732615.0,4966833.0,5643932.0,6893451.0,7697759.0,0.0,0.0,0.0,0.0,0.0
439,3083,0,0,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",DR,PT,DemandResponse,355718.0,680528.0,568099.0,690696.0,740691.0,723128.0,789738.0,599648.0,797763.0,0.0,0.0,0.0,0.0
440,3083,0,0,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",FB,PT,Other,268987.0,302884.0,381419.0,371773.0,373384.0,395541.0,330142.0,386035.0,313134.0,0.0,0.0,0.0,0.0
441,3083,0,0,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",MB,DO,Bus,13975951.0,13868643.0,14439676.0,14609180.0,15838517.0,13636873.0,14212376.0,14722110.0,13260332.0,0.0,0.0,0.0,0.0
442,3083,0,0,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",VP,DO,DemandResponse,0.0,0.0,129519.0,617379.0,651622.0,720414.0,825737.0,994582.0,1023780.0,0.0,0.0,0.0,0.0
443,3085,0,0,Prince George's County Transit,DR,DO,DemandResponse,31567.0,34615.0,28391.0,28815.0,32697.0,24683.0,10263.0,14649.0,12861.0,0.0,0.0,0.0,0.0
444,3085,0,0,Prince George's County Transit,MB,PT,Bus,754474.0,925405.0,930882.0,1085170.0,1588778.0,1820334.0,1559543.0,1786462.0,2175576.0,0.0,0.0,0.0,0.0
445,3087,0,0,Fayette Area Coordinated Transportation,DR,DO,DemandResponse,7241.0,8863.0,31569.0,11644.0,18009.0,131496.0,31799.0,29973.0,25104.0,0.0,0.0,0.0,0.0
446,3087,0,0,Fayette Area Coordinated Transportation,DR,PT,DemandResponse,30477.0,36526.0,32844.0,23699.0,24158.0,20853.0,20223.0,25482.0,28269.0,0.0,0.0,0.0,0.0
447,3087,0,0,Fayette Area Coordinated Transportation,MB,PT,Bus,51254.0,54202.0,56670.0,52880.0,122176.0,60910.0,61335.0,33380.0,32085.0,0.0,0.0,0.0,0.0
448,3088,0,0,"County Commissioners of Charles County, MD",DR,PT,DemandResponse,14311.0,15428.0,13049.0,15605.0,11542.0,11435.0,13056.0,12831.0,10003.0,0.0,0.0,0.0,0.0
449,3088,0,0,"County Commissioners of Charles County, MD",MB,PT,Bus,201172.0,223204.0,235510.0,296050.0,329394.0,324714.0,302225.0,341291.0,335471.0,0.0,0.0,0.0,0.0
450,3089,0,0,Monongalia County Urban Mass Transit Authority,DR,DO,DemandResponse,1326.0,1403.0,69089.0,76171.0,97511.0,119191.0,135162.0,132527.0,144657.0,0.0,0.0,0.0,0.0
451,3089,0,0,Monongalia County Urban Mass Transit Authority,MB,DO,Bus,102166.0,174538.0,763309.0,909223.0,1295498.0,1298057.0,1308644.0,1397786.0,1471087.0,0.0,0.0,0.0,0.0
452,3091,0,0,Blacksburg Transit,DR,DO,DemandResponse,8862.0,11462.0,10003.0,12551.0,11055.0,12636.0,18889.0,17796.0,24204.0,0.0,0.0,0.0,0.0
453,3091,0,0,Blacksburg Transit,MB,DO,Bus,1763732.0,1898816.0,2075863.0,2245491.0,2259613.0,2279545.0,2510185.0,2884329.0,3167733.0,0.0,0.0,0.0,0.0
454,3092,0,0,Carroll County Department of Citizen Services,DR,PT,DemandResponse,257322.0,247618.0,284203.0,336700.0,338916.0,387878.0,174649.0,226388.0,223863.0,0.0,0.0,0.0,0.0
455,3092,0,0,Carroll County Department of Citizen Services,MB,PT,Bus,18487.0,13774.0,13235.0,11389.0,10687.0,9416.0,12591.0,21961.0,20747.0,0.0,0.0,0.0,0.0
456,3094,0,0,City of Harrisonburg Department of Public Transportation,DR,DO,DemandResponse,31895.0,37276.0,37973.0,69411.0,66515.0,105774.0,115840.0,97836.0,99408.0,0.0,0.0,0.0,0.0
457,3094,0,0,0,DR,PT,DemandResponse,176.0,1340.0,1160.0,1340.0,3843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,3094,0,0,City of Harrisonburg Department of Public Transportation,MB,DO,Bus,808261.0,991640.0,1030655.0,1190513.0,1272899.0,1261326.0,1349115.0,1460480.0,1552174.0,0.0,0.0,0.0,0.0
459,4001,0,0,Chattanooga Area Regional Transportation Authority,DR,DO,DemandResponse,100277.0,93087.0,97478.0,110841.0,120625.0,119096.0,107759.0,116415.0,125433.0,0.0,0.0,0.0,0.0
460,4001,0,0,Chattanooga Area Regional Transportation Authority,DR,PT,DemandResponse,24000.0,22000.0,23900.0,31200.0,34000.0,35300.0,61086.0,37290.0,33984.0,0.0,0.0,0.0,0.0
461,4001,0,0,Chattanooga Area Regional Transportation Authority,IP,DO,Rail,1736730.0,1740506.0,1680167.0,2147909.0,2159401.0,2141962.0,2120985.0,2031166.0,2268608.0,0.0,0.0,0.0,0.0
462,4001,0,0,Chattanooga Area Regional Transportation Authority,MB,DO,Bus,1319001.0,1534876.0,1673242.0,1732701.0,1619350.0,1738173.0,1817870.0,2033923.0,1977559.0,0.0,0.0,0.0,0.0
463,4002,0,0,Knoxville Area Transit,DR,DO,DemandResponse,76815.0,94133.0,112601.0,114591.0,100285.0,94813.0,103869.0,117961.0,157219.0,0.0,0.0,0.0,0.0
464,4002,0,0,Knoxville Area Transit,MB,DO,Bus,877453.0,991602.0,1131023.0,1316497.0,1306783.0,1137240.0,1403921.0,1519247.0,1657005.0,0.0,0.0,0.0,0.0
465,4003,0,0,Memphis Area Transit Authority,DR,DO,DemandResponse,300173.0,422095.0,483261.0,548372.0,496379.0,480965.0,507456.0,497974.0,550541.0,0.0,0.0,0.0,0.0
466,4003,0,0,0,LR,DO,Rail,553137.0,796334.0,869632.0,853031.0,769193.0,767616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,4003,0,0,Memphis Area Transit Authority,MB,DO,Bus,7309454.0,7878546.0,7862464.0,8198114.0,8350435.0,7930949.0,8519187.0,8938216.0,9100958.0,0.0,0.0,0.0,0.0
468,4004,0,0,Metropolitan Transit Authority,DR,DO,DemandResponse,359779.0,420602.0,500830.0,1570535.0,712121.0,608692.0,662482.0,794416.0,812303.0,0.0,0.0,0.0,0.0
469,4004,0,0,Metropolitan Transit Authority,MB,DO,Bus,6839028.0,7732418.0,7070532.0,6836026.0,8847041.0,7408947.0,8197339.0,9597966.0,10453080.0,0.0,0.0,0.0,0.0
470,4005,0,0,ART (Asheville Redefines Transit),DR,PT,DemandResponse,33930.0,34973.0,32152.0,50164.0,53792.0,48572.0,49804.0,48530.0,50558.0,0.0,0.0,0.0,0.0
471,4005,0,0,ART (Asheville Redefines Transit),MB,DO,Bus,658909.0,719587.0,553763.0,792678.0,751551.0,780103.0,881129.0,780902.0,800146.0,0.0,0.0,0.0,0.0
472,4006,0,0,Cape Fear Public Transportation Authority,DR,DO,DemandResponse,2421.0,5140.0,7167.0,14342.0,30277.0,763845.0,0.0,779490.0,585564.0,0.0,0.0,0.0,0.0
473,4006,0,0,0,MB,DO,Bus,753194.0,647129.0,746753.0,701991.0,712348.0,740118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,4007,0,0,0,DR,DO,DemandResponse,37819.0,25400.0,6981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,4007,0,0,Capital Area Transit,MB,DO,Bus,1699610.0,1945555.0,1929921.0,2286224.0,2189561.0,2505519.0,2773682.0,2951107.0,3044730.0,0.0,0.0,0.0,0.0
476,4008,0,0,Charlotte Area Transit System,DR,DO,DemandResponse,180945.0,635324.0,683039.0,584402.0,637176.0,568525.0,621237.0,619502.0,681636.0,0.0,0.0,0.0,0.0
477,4008,0,0,Charlotte Area Transit System,LR,DO,Rail,194980.0,212637.0,0.0,1622813.0,3184675.0,3211891.0,3678428.0,3793166.0,4358896.0,0.0,0.0,0.0,0.0
478,4008,0,0,Charlotte Area Transit System,MB,DO,Bus,10031021.0,11258051.0,11996325.0,13743705.0,17002524.0,15951140.0,18587946.0,19914181.0,21568146.0,0.0,0.0,0.0,0.0
479,4008,0,0,0,MB,PT,Bus,48630.0,62125.0,91614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,4008,0,0,Charlotte Area Transit System,VP,DO,DemandResponse,314379.0,446829.0,512750.0,603690.0,606815.0,546096.0,551688.0,552106.0,656498.0,0.0,0.0,0.0,0.0
481,4009,0,0,Fayetteville Area System of Transit,DR,DO,DemandResponse,37960.0,36088.0,41667.0,50002.0,53867.0,56760.0,58112.0,69253.0,72865.0,0.0,0.0,0.0,0.0
482,4009,0,0,Fayetteville Area System of Transit,MB,DO,Bus,417289.0,434099.0,504815.0,527174.0,549029.0,651112.0,820254.0,944078.0,1031083.0,0.0,0.0,0.0,0.0
483,4011,0,0,High Point Transit,DR,DO,DemandResponse,36176.0,39606.0,42704.0,43899.0,36588.0,38125.0,32204.0,42543.0,60796.0,0.0,0.0,0.0,0.0
484,4011,0,0,0,DR,PT,DemandResponse,32764.0,32654.0,32820.0,36134.0,34178.0,33608.0,24046.0,14350.0,0.0,0.0,0.0,0.0,0.0
485,4011,0,0,High Point Transit,MB,DO,Bus,375477.0,383826.0,401007.0,422606.0,451219.0,442370.0,459910.0,518417.0,501749.0,0.0,0.0,0.0,0.0
486,4012,0,0,Winston-Salem Transit Authority - Trans-Aid of Forsyth County,DR,DO,DemandResponse,608451.0,749792.0,746952.0,839629.0,898218.0,793071.0,822432.0,854469.0,861761.0,0.0,0.0,0.0,0.0
487,4012,0,0,Winston-Salem Transit Authority - Trans-Aid of Forsyth County,MB,DO,Bus,1550827.0,1630229.0,1649661.0,1639687.0,1705139.0,1643406.0,1744008.0,1859868.0,1816749.0,0.0,0.0,0.0,0.0
488,4014,0,0,Coast Transit Authority,DR,DO,DemandResponse,335068.0,162439.0,273008.0,281345.0,306750.0,84500.0,83676.0,78226.0,42470.0,0.0,0.0,0.0,0.0
489,4014,0,0,Coast Transit Authority,MB,DO,Bus,352864.0,166277.0,371442.0,500410.0,590769.0,656415.0,672503.0,705517.0,765203.0,0.0,0.0,0.0,0.0
490,4015,0,0,City of Jackson Transit System ,DR,DO,DemandResponse,35819.0,39555.0,38413.0,36603.0,39382.0,46596.0,48111.0,55246.0,71482.0,0.0,0.0,0.0,0.0
491,4015,0,0,City of Jackson Transit System ,MB,DO,Bus,348686.0,350196.0,363577.0,322462.0,318295.0,315036.0,416870.0,463062.0,529954.0,0.0,0.0,0.0,0.0
492,4017,0,0,Lexington Transit Authority,DR,PT,DemandResponse,159168.0,178476.0,205326.0,219090.0,234982.0,261965.0,268461.0,244892.0,280864.0,0.0,0.0,0.0,0.0
493,4017,0,0,Lexington Transit Authority,MB,DO,Bus,1110297.0,1508690.0,1731042.0,1973316.0,2132917.0,2143601.0,2538193.0,2561654.0,2546411.0,0.0,0.0,0.0,0.0
494,4018,0,0,Transit Authority of River City,DR,DO,DemandResponse,6197704.0,36696.0,25436.0,44460.0,40299.0,29326.0,29271.0,25355.0,23358.0,0.0,0.0,0.0,0.0
495,4018,0,0,Transit Authority of River City,DR,PT,DemandResponse,640396.0,631107.0,701982.0,936530.0,987514.0,832529.0,795569.0,783396.0,801875.0,0.0,0.0,0.0,0.0
496,4018,0,0,Transit Authority of River City,MB,DO,Bus,34854.0,6498281.0,6593580.0,8932361.0,9969915.0,9377937.0,9588349.0,10157387.0,11293781.0,0.0,0.0,0.0,0.0
497,4018,0,0,Transit Authority of River City,MB,PT,Bus,16596.0,24372.0,36344.0,31963.0,35209.0,25638.0,3440.0,2780.0,2429.0,0.0,0.0,0.0,0.0
498,4019,0,0,Transit Authority of Northern Kentucky,DR,DO,DemandResponse,68064.0,86545.0,112459.0,149046.0,169863.0,175608.0,175417.0,185000.0,206264.0,0.0,0.0,0.0,0.0
499,4019,0,0,Transit Authority of Northern Kentucky,MB,DO,Bus,3207880.0,3369564.0,3455873.0,3550039.0,3831459.0,3826796.0,3887186.0,4034995.0,4121009.0,0.0,0.0,0.0,0.0
500,4021,0,0,Albany Transit System,DR,DO,DemandResponse,33568.0,30922.0,38589.0,35037.0,40983.0,36663.0,32731.0,22636.0,34021.0,0.0,0.0,0.0,0.0
501,4021,0,0,Albany Transit System,MB,DO,Bus,344119.0,366673.0,377696.0,373954.0,431925.0,420551.0,471112.0,523278.0,525669.0,0.0,0.0,0.0,0.0
502,4022,0,0,Metropolitan Atlanta Rapid Transit Authority,DR,DO,DemandResponse,475707.0,445832.0,523911.0,497956.0,869858.0,1007390.0,1915471.0,1535316.0,1599295.0,0.0,0.0,0.0,0.0
503,4022,0,0,Metropolitan Atlanta Rapid Transit Authority,HR,DO,Rail,42744908.0,46073187.0,50462915.0,49242449.0,50298714.0,58775169.0,63563207.0,70440991.0,75606822.0,0.0,0.0,0.0,0.0
504,4022,0,0,Metropolitan Atlanta Rapid Transit Authority,MB,DO,Bus,50605075.0,50050827.0,51154855.0,51475939.0,51530071.0,47317774.0,47889418.0,58666663.0,61368929.0,0.0,0.0,0.0,0.0
505,4023,0,0,0,DR,DO,DemandResponse,37667.0,43300.0,40248.0,35779.0,50986.0,51739.0,29662.0,0.0,0.0,0.0,0.0,0.0,0.0
506,4023,0,0,0,MB,DO,Bus,640042.0,580381.0,544398.0,656280.0,617983.0,647642.0,295766.0,0.0,0.0,0.0,0.0,0.0,0.0
507,4024,0,0,"Metra Transit System (Columbus, GA)",DR,DO,DemandResponse,37774.0,45560.0,46122.0,50107.0,61548.0,75242.0,68666.0,75423.0,64026.0,0.0,0.0,0.0,0.0
508,4024,0,0,"Metra Transit System (Columbus, GA)",MB,DO,Bus,731531.0,863379.0,821645.0,894718.0,910806.0,877166.0,761086.0,571078.0,976833.0,0.0,0.0,0.0,0.0
509,4025,0,0,Chatham Area Transit Authority,DR,PT,DemandResponse,51840.0,53395.0,68538.0,16112.0,17816.0,16896.0,0.0,133614.0,109497.0,0.0,0.0,0.0,0.0
510,4025,0,0,Chatham Area Transit Authority,FB,DO,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,4025,0,0,Chatham Area Transit Authority,MB,DO,Bus,3186967.0,3283784.0,3491529.0,3425839.0,3019355.0,3176236.0,3225759.0,0.0,415778.0,0.0,0.0,0.0,0.0
512,4026,0,0,Manatee County Area Transit,DR,DO,DemandResponse,103267.0,54844.0,108632.0,113945.0,122239.0,124426.0,114757.0,239939.0,227210.0,0.0,0.0,0.0,0.0
513,4026,0,0,Manatee County Area Transit,MB,DO,Bus,492031.0,521203.0,490154.0,603160.0,657766.0,741079.0,826170.0,892121.0,914061.0,0.0,0.0,0.0,0.0
514,4026,0,0,0,VP,DO,DemandResponse,1070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,4027,0,0,Pinellas Suncoast Transit Authority,DR,PT,DemandResponse,640134.0,632729.0,771343.0,700383.0,650693.0,405500.0,470721.0,430337.0,463352.0,0.0,0.0,0.0,0.0
516,4027,0,0,Pinellas Suncoast Transit Authority,MB,DO,Bus,8280703.0,8218885.0,10825950.0,11298758.0,11500513.0,10845845.0,12572895.0,14088340.0,13613000.0,0.0,0.0,0.0,0.0
517,4027,0,0,Pinellas Suncoast Transit Authority,MB,PT,Bus,18682.0,17903.0,14225.0,16673.0,17465.0,160595.0,260140.0,320368.0,326789.0,0.0,0.0,0.0,0.0
518,4028,0,0,Lee County Transit,DR,DO,DemandResponse,139260.0,343178.0,286505.0,502880.0,504498.0,464900.0,419496.0,379832.0,352580.0,0.0,0.0,0.0,0.0
519,4028,0,0,0,DR,PT,DemandResponse,77754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,4028,0,0,Lee County Transit,MB,DO,Bus,1630709.0,1816867.0,1781277.0,1763509.0,2178257.0,2215161.0,2352417.0,2754811.0,2974360.0,0.0,0.0,0.0,0.0
521,4028,0,0,Lee County Transit,VP,PT,DemandResponse,30093.0,51810.0,45893.0,45495.0,44496.0,47316.0,47904.0,86574.0,117011.0,0.0,0.0,0.0,0.0
522,4029,0,0,Broward County Transit Division,DR,PT,DemandResponse,1113950.0,1069149.0,1228433.0,1263207.0,1362687.0,1425702.0,1452825.0,1314569.0,1169506.0,0.0,0.0,0.0,0.0
523,4029,0,0,0,FB,PT,Other,1797350.0,392411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,4029,0,0,Broward County Transit Division,MB,DO,Bus,18098014.0,18294376.0,19388743.0,23722481.0,23340298.0,26413271.0,30337216.0,32914576.0,33695176.0,0.0,0.0,0.0,0.0
525,4029,0,0,Broward County Transit Division,MB,PT,Bus,115506.0,112450.0,155675.0,0.0,0.0,0.0,91842.0,96889.0,90058.0,0.0,0.0,0.0,0.0
526,4030,0,0,Gainesville Regional Transit System,DR,PT,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151230.0,0.0,0.0,0.0,0.0
527,4030,0,0,Gainesville Regional Transit System,MB,DO,Bus,7193151.0,7961439.0,8638494.0,8870168.0,9723296.0,10256958.0,11166654.0,12466279.0,13509645.0,0.0,0.0,0.0,0.0
528,4031,0,0,Lakeland Area Mass Transit District ,DR,DO,DemandResponse,108383.0,102873.0,64549.0,140929.0,134101.0,134408.0,125444.0,147367.0,167256.0,0.0,0.0,0.0,0.0
529,4031,0,0,Lakeland Area Mass Transit District ,MB,DO,Bus,540888.0,635148.0,796469.0,1013904.0,1177826.0,1145824.0,1209120.0,1213724.0,1736665.0,0.0,0.0,0.0,0.0
530,4031,0,0,0,MB,PT,Bus,0.0,159116.0,0.0,0.0,0.0,0.0,152225.0,0.0,0.0,0.0,0.0,0.0,0.0
531,4032,0,0,"County of Volusia, dba: VOTRAN",DR,DO,DemandResponse,2344859.0,1973219.0,2358890.0,1239038.0,393107.0,389233.0,523857.0,412413.0,514529.0,0.0,0.0,0.0,0.0
532,4032,0,0,"County of Volusia, dba: VOTRAN",DR,PT,DemandResponse,296180.0,234778.0,349336.0,286656.0,404647.0,256891.0,253607.0,241433.0,244430.0,0.0,0.0,0.0,0.0
533,4032,0,0,"County of Volusia, dba: VOTRAN",MB,DO,Bus,1676125.0,1810788.0,2291036.0,2185233.0,2099858.0,2323478.0,2373263.0,2308825.0,2585454.0,0.0,0.0,0.0,0.0
