,NTD_ID,4 digit NTDID,Legacy NTD ID,Agency,MODE,SERVICE_ID,RailBus,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
28,11,11,11,Valley Regional Transit,MB,DO,Bus,577551.0,503501.0,560870.0,667818.0,727279.0,746074.0,893179.0,862227.0,906723.0,877868.0,931936.0,790719.0,841606.0
29,11,0,0,0,MB,PT,Bus,110939.0,135536.0,137934.0,215109.0,168319.0,148617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,12,12,12,Municipality of Anchorage - Public Transportation Department,DR,PT,DemandResponse,776647.0,851340.0,1053691.0,1302135.0,1570258.0,1538561.0,1736457.0,1676912.0,1237847.0,1245627.0,1220138.0,1168554.0,931437.0
31,12,12,12,Municipality of Anchorage - Public Transportation Department,MB,DO,Bus,2867604.0,3461154.0,3331361.0,3770857.0,3762970.0,3774194.0,4115324.0,4353774.0,4265961.0,4243486.0,4191141.0,3904205.0,3207156.0
32,12,12,12,Municipality of Anchorage - Public Transportation Department,VP,PT,DemandResponse,354035.0,280639.0,611177.0,0.0,310798.0,345266.0,771522.0,833383.0,643117.0,1595871.0,1175529.0,932106.0,755753.0
33,16,16,16,RiverCities Transit,DR,PT,DemandResponse,6526.0,7707.0,8821.0,11631.0,7265.0,13892.0,14572.0,14996.0,20288.0,0.0,14948.0,31743.0,35145.0
34,16,16,16,RiverCities Transit,MB,DO,Bus,92209.0,93844.0,107533.0,119890.0,67993.0,127443.0,134864.0,131217.0,123942.0,121006.0,133339.0,160952.0,153470.0
35,18,18,18,Ben Franklin Transit,DR,DO,DemandResponse,139255.0,281220.0,189211.0,221035.0,270828.0,283732.0,294618.0,303952.0,261144.0,290085.0,288193.0,304891.0,317092.0
36,18,18,18,Ben Franklin Transit,DR,PT,DemandResponse,142014.0,53058.0,68030.0,170704.0,135465.0,10.0,200.0,1400.0,31275.0,30660.0,31742.0,32694.0,33505.0
37,18,18,18,Ben Franklin Transit,MB,DO,Bus,668095.0,708239.0,1013459.0,1125487.0,1194936.0,1303603.0,1374355.0,1376351.0,1277604.0,1461664.0,1285120.0,1316704.0,1483642.0
38,18,18,18,Ben Franklin Transit,VP,DO,DemandResponse,1204748.0,1172849.0,1538866.0,2005830.0,2367733.0,2253987.0,2492744.0,2317843.0,2156253.0,2282102.0,2209862.0,2122070.0,1877932.0
39,19,19,19,Intercity Transit,DR,DO,DemandResponse,58810.0,103356.0,113448.0,124936.0,149473.0,160737.0,187415.0,197789.0,210126.0,236646.0,284661.0,285297.0,273955.0
40,19,19,19,Intercity Transit,MB,DO,Bus,1390997.0,1482310.0,1628735.0,1850861.0,2306799.0,2414920.0,2381146.0,2194800.0,2463042.0,2608098.0,2475078.0,2569963.0,2316371.0
41,19,19,19,Intercity Transit,VP,DO,DemandResponse,620317.0,770923.0,951969.0,1128136.0,1485139.0,1367099.0,1474232.0,1641547.0,1845933.0,1832856.0,1746164.0,1544524.0,1434951.0
42,20,20,20,Kitsap Transit,DR,DO,DemandResponse,201298.0,304433.0,319074.0,323069.0,349719.0,306714.0,298238.0,294996.0,298168.0,295423.0,372561.0,311177.0,266329.0
43,20,20,20,Kitsap Transit,FB,PT,Other,195603.0,231064.0,238098.0,300442.0,548627.0,751773.0,939122.0,827536.0,779834.0,761800.0,834621.0,495647.0,601182.0
44,20,20,20,Kitsap Transit,MB,DO,Bus,1897753.0,2657745.0,2769629.0,3414453.0,4649636.0,5935508.0,5758992.0,5314319.0,5145340.0,5027829.0,4866090.0,4147052.0,4023907.0
45,20,20,20,Kitsap Transit,VP,DO,DemandResponse,323923.0,543619.0,587281.0,646680.0,846431.0,958583.0,924836.0,740109.0,589039.0,646508.0,596936.0,481700.0,505729.0
46,21,21,21,Whatcom Transportation Authority,DR,DO,DemandResponse,105322.0,132825.0,142379.0,144926.0,159365.0,179176.0,170743.0,75953.0,76441.0,80929.0,80336.0,79745.0,91098.0
47,21,0,0,0,DR,PT,DemandResponse,63.0,65.0,81.0,92.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,21,21,21,Whatcom Transportation Authority,MB,DO,Bus,904048.0,1013928.0,1089636.0,1273068.0,1384476.0,1519401.0,1663823.0,1858288.0,1859314.0,1825001.0,1669332.0,2427484.0,2564870.0
64,22,22,22,City of Pocatello - Pocatello Regional Transit,DR,DO,DemandResponse,111630.0,14409.0,28001.0,35261.0,37785.0,49821.0,51253.0,51792.0,47470.0,36919.0,38546.0,40163.0,35700.0
80,22,22,22,City of Pocatello - Pocatello Regional Transit,MB,DO,Bus,52155.0,52530.0,47907.0,55509.0,69113.0,76710.0,85029.0,79575.0,90075.0,89816.0,93336.0,86224.0,96798.0
81,23,0,0,0,MO,PT,Rail,2153805.0,370558.0,2735891.0,2707888.0,2950195.0,3053436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,24,24,24,Clark County Public Transportation Benefit Area Authority,DR,DO,DemandResponse,158469.0,241677.0,234627.0,266498.0,230340.0,336942.0,330428.0,340685.0,378198.0,400362.0,399531.0,398374.0,432468.0
83,24,24,24,Clark County Public Transportation Benefit Area Authority,MB,DO,Bus,4606865.0,4818489.0,5345781.0,6346589.0,6670570.0,6793511.0,7295061.0,7204993.0,3920025.0,3948890.0,4273160.0,3432785.0,2912059.0
84,24,24,24,Clark County Public Transportation Benefit Area Authority,VP,DO,DemandResponse,1107.0,0.0,0.0,0.0,37348.0,46697.0,67246.0,158695.0,199799.0,221424.0,209957.0,221495.0,187394.0
85,25,25,25,Salem Area Mass Transit District,DR,PT,DemandResponse,343733.0,360920.0,372961.0,381634.0,316694.0,389909.0,311598.0,248961.0,198154.0,175101.0,226675.0,388919.0,376359.0
86,25,25,25,Salem Area Mass Transit District,MB,DO,Bus,1879173.0,2044104.0,2286289.0,2762266.0,3231769.0,2095166.0,2156084.0,2487342.0,2358925.0,2601415.0,2623816.0,2305504.0,2551972.0
87,25,25,25,Salem Area Mass Transit District,VP,PT,DemandResponse,16520.0,17346.0,56877.0,0.0,67246.0,100692.0,103070.0,140800.0,182063.0,200596.0,481530.0,488651.0,418369.0
88,28,28,28,Pierce County Ferry Operations,FB,PT,Other,1616163.0,1881778.0,2014782.0,1886133.0,2001360.0,1168672.0,1897368.0,1939609.0,2000989.0,2154764.0,2233060.0,2369795.0,2004543.0
89,29,29,29,Snohomish County Public Transportation Benefit Area Corporation,DR,PT,DemandResponse,140074.0,243329.0,235212.0,274305.0,229212.0,280741.0,290959.0,279449.0,318984.0,321724.0,353714.0,379461.0,385633.0
90,29,29,29,Snohomish County Public Transportation Benefit Area Corporation,MB,DO,Bus,6214017.0,6804775.0,8272257.0,9057871.0,9165487.0,9741508.0,9562218.0,9677372.0,7467102.0,7533895.0,7753747.0,7985564.0,8135402.0
91,29,0,0,0,MB,PT,Bus,7108255.0,7395331.0,8657310.0,9814194.0,9641865.0,11969219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,29,29,29,Snohomish County Public Transportation Benefit Area Corporation,VP,DO,DemandResponse,1364342.0,1564549.0,1658155.0,2136079.0,2581320.0,2605099.0,2950728.0,2621213.0,2752805.0,2788850.0,2932352.0,2797527.0,2772180.0
93,33,0,0,0,DR,DO,DemandResponse,140074.0,243329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,34,34,34,Rogue Valley Transportation District,DR,PT,DemandResponse,136839.0,112639.0,117108.0,110931.0,117420.0,111183.0,103746.0,174488.0,123970.0,133061.0,119981.0,147408.0,156086.0
95,34,34,34,Rogue Valley Transportation District,MB,DO,Bus,750969.0,816634.0,1026636.0,1080447.0,1106141.0,1216994.0,1251472.0,1049229.0,1326362.0,1130203.0,1256420.0,1001600.0,1101858.0
96,35,35,35,Washington State Ferries,FB,DO,Other,58457439.0,32520094.0,34283767.0,35698924.0,35208864.0,36402916.0,35587378.0,36280648.0,37615750.0,38179089.0,39554501.0,40721339.0,41670964.0
97,40,40,40,Central Puget Sound Regional Transit Authority,CR,PT,Rail,3052863.0,5108179.0,6622730.0,8196172.0,7766691.0,7134458.0,8336093.0,9480587.0,9484285.0,10457882.0,11903668.0,13579238.0,15042598.0
98,40,40,40,Central Puget Sound Regional Transit Authority,LR,DO,Rail,0.0,1930.0,0.0,0.0,0.0,0.0,0.0,14013302.0,14845952.0,15867923.0,18203801.0,30786785.0,38019002.0
99,40,0,0,0,MB,PT,Bus,13429855.0,12941435.0,15406024.0,3641733.0,3799016.0,5331173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,41,41,41,Alaska Railroad Corporation,AR,DO,Other,1231778.0,1343905.0,1481165.0,1551649.0,1394379.0,1279438.0,1445703.0,14500525.0,15470981.0,16453864.0,19932525.0,21161796.0,23264241.0
101,43,43,43,Link Transit,DR,DO,DemandResponse,37660.0,44285.0,41327.0,138123.0,47806.0,40614.0,53493.0,53643.0,42568.0,36453.0,32690.0,32362.0,34591.0
102,43,43,43,Link Transit,DR,PT,DemandResponse,10907.0,11579.0,8785.0,6154.0,11033.0,12328.0,18962.0,8343.0,1712.0,1290.0,744.0,731.0,888.0
103,43,43,43,Link Transit,MB,DO,Bus,276172.0,324753.0,434202.0,423275.0,598155.0,643373.0,719658.0,731077.0,668616.0,651347.0,624053.0,603505.0,599684.0
104,44,44,44,Skagit Transit,DR,DO,DemandResponse,15537.0,5656.0,9610.0,10968.0,13144.0,13804.0,11317.0,8118.0,7478.0,5601.0,5678.0,6254.0,7187.0
105,44,44,44,Skagit Transit,MB,DO,Bus,94195.0,116544.0,219579.0,296629.0,343323.0,376793.0,414634.0,399051.0,318008.0,359291.0,337201.0,296409.0,343521.0
106,44,44,44,Skagit Transit,VP,DO,DemandResponse,86656.0,168275.0,208671.0,257403.0,349570.0,308403.0,354477.0,425780.0,492806.0,498647.0,479466.0,448544.0,448444.0
122,45,45,45,Fairbanks North Star Borough Transit,DR,DO,DemandResponse,26992.0,28312.0,27586.0,48935.0,51394.0,40597.0,38699.0,36227.0,36351.0,36923.0,40568.0,41590.0,36710.0
138,45,45,45,Fairbanks North Star Borough Transit,MB,DO,Bus,166352.0,154779.0,214900.0,273294.0,307754.0,381079.0,342376.0,239388.0,253234.0,273528.0,360009.0,369335.0,390636.0
146,46,46,46,South Metro Area Regional Transit,DR,DO,DemandResponse,0.0,0.0,9549.0,9238.0,8756.0,8255.0,7442.0,6442.0,6459.0,7545.0,9748.0,7609.0,16735.0
154,46,46,46,South Metro Area Regional Transit,MB,DO,Bus,0.0,33360.0,116771.0,124218.0,165657.0,156176.0,165047.0,173191.0,217472.0,243966.0,239247.0,182626.0,163152.0
155,1001,0,0,Rhode Island Public Transit Authority,DR,DO,DemandResponse,367856.0,421539.0,436873.0,439180.0,530262.0,569455.0,599815.0,682046.0,772852.0,0.0,0.0,0.0,0.0
156,1001,0,0,Rhode Island Public Transit Authority,DR,PT,DemandResponse,119428.0,151658.0,192144.0,199029.0,190637.0,56194.0,56288.0,59279.0,58708.0,0.0,0.0,0.0,0.0
157,1001,0,0,Rhode Island Public Transit Authority,MB,DO,Bus,19504737.0,21374315.0,22421422.0,23480485.0,24044176.0,18048941.0,19778407.0,21147737.0,21547853.0,0.0,0.0,0.0,0.0
158,1002,0,0,Manchester Transit Authority,DR,DO,DemandResponse,15444.0,20113.0,22632.0,23214.0,29013.0,40185.0,41955.0,34938.0,37737.0,0.0,0.0,0.0,0.0
159,1002,0,0,Manchester Transit Authority,MB,DO,Bus,469597.0,312072.0,346149.0,361027.0,486181.0,524925.0,542229.0,565564.0,566814.0,0.0,0.0,0.0,0.0
160,1003,0,0,0,CR,DO,Rail,98790037.0,104286465.0,123020901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,1003,0,0,Massachusetts Bay Transportation Authority,DR,PT,DemandResponse,1766630.0,1661848.0,1807289.0,1669088.0,3302090.0,3504823.0,4087164.0,4621537.0,7318243.0,0.0,0.0,0.0,0.0
162,1003,0,0,Massachusetts Bay Transportation Authority,FB,PT,Other,5766927.0,6025740.0,7459565.0,5960385.0,5393140.0,5711433.0,6008883.0,5989206.0,6386225.0,0.0,0.0,0.0,0.0
163,1003,0,0,Massachusetts Bay Transportation Authority,HR,DO,Rail,106478487.0,109922405.0,125471260.0,156554160.0,160515594.0,153168117.0,156508685.0,162016921.0,191852484.0,0.0,0.0,0.0,0.0
164,1003,0,0,Massachusetts Bay Transportation Authority,LR,DO,Rail,53622488.0,55719465.0,65031733.0,74238640.0,75225345.0,69637279.0,71723787.0,76335010.0,89940323.0,0.0,0.0,0.0,0.0
165,1003,0,0,Massachusetts Bay Transportation Authority,MB,DO,Bus,56905693.0,59713683.0,68223142.0,70423932.0,70012369.0,77360442.0,78237895.0,81636526.0,96676230.0,0.0,0.0,0.0,0.0
166,1003,0,0,Massachusetts Bay Transportation Authority,MB,PT,Bus,2542717.0,2746796.0,2785406.0,2747914.0,1897131.0,674044.0,680687.0,722645.0,454784.0,0.0,0.0,0.0,0.0
167,1003,0,0,Massachusetts Bay Transportation Authority,TB,DO,Bus,1707832.0,1792105.0,2077080.0,2175551.0,2170181.0,2156028.0,2929107.0,3067088.0,3355979.0,0.0,0.0,0.0,0.0
168,1004,0,0,Brockton Area Transit Authority,DR,PT,DemandResponse,808132.0,830134.0,840277.0,826946.0,1098822.0,1139500.0,1111592.0,1135569.0,1113745.0,0.0,0.0,0.0,0.0
169,1004,0,0,Brockton Area Transit Authority,MB,PT,Bus,2239562.0,2303063.0,2295288.0,2258499.0,2383227.0,2422013.0,2564714.0,2715210.0,2628197.0,0.0,0.0,0.0,0.0
170,1005,0,0,Lowell Regional Transit Authority,DR,PT,DemandResponse,97461.0,99893.0,136421.0,74548.0,78912.0,71317.0,67814.0,70031.0,68531.0,0.0,0.0,0.0,0.0
171,1005,0,0,0,MB,DO,Bus,831688.0,770349.0,860200.0,938400.0,980611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,1006,0,0,Southeastern Regional Transit Authority,DR,PT,DemandResponse,262468.0,230976.0,341719.0,525475.0,572396.0,162083.0,197667.0,74724.0,140451.0,0.0,0.0,0.0,0.0
173,1006,0,0,Southeastern Regional Transit Authority,MB,PT,Bus,1487328.0,1500633.0,1366874.0,1226109.0,1335589.0,1438497.0,1779040.0,2065446.0,1982337.0,0.0,0.0,0.0,0.0
174,1007,0,0,Berkshire Regional Transit Authority,MB,PT,Bus,483689.0,580058.0,666889.0,667578.0,756253.0,724891.0,713150.0,775523.0,792765.0,0.0,0.0,0.0,0.0
175,1008,0,0,Pioneer Valley Transit Authority,DR,PT,DemandResponse,573085.0,538550.0,480803.0,491739.0,649734.0,654084.0,661034.0,670666.0,668227.0,0.0,0.0,0.0,0.0
176,1008,0,0,Pioneer Valley Transit Authority,MB,PT,Bus,4661553.0,4805888.0,4893142.0,4982049.0,5859449.0,5815840.0,6077931.0,6684087.0,6738204.0,0.0,0.0,0.0,0.0
177,1013,0,0,Merrimack Valley Regional Transit Authority,DR,PT,DemandResponse,109773.0,123560.0,114203.0,133130.0,139422.0,133477.0,138734.0,157628.0,154329.0,0.0,0.0,0.0,0.0
178,1013,0,0,Merrimack Valley Regional Transit Authority,MB,PT,Bus,986436.0,1020184.0,1146458.0,1167515.0,1277418.0,1225272.0,1118355.0,1267752.0,1329779.0,0.0,0.0,0.0,0.0
179,1014,0,0,Worcester Regional Transit Authority,DR,DO,DemandResponse,50905.0,79788.0,88214.0,73575.0,71876.0,88459.0,69457.0,79394.0,75813.0,0.0,0.0,0.0,0.0
180,1014,0,0,Worcester Regional Transit Authority,DR,PT,DemandResponse,267278.0,267669.0,269517.0,238762.0,199471.0,226081.0,182089.0,140286.0,134987.0,0.0,0.0,0.0,0.0
181,1014,0,0,Worcester Regional Transit Authority,MB,DO,Bus,1699441.0,2332806.0,2229221.0,2243355.0,2557493.0,2759796.0,2837444.0,3228296.0,3353939.0,0.0,0.0,0.0,0.0
182,1016,0,0,Greater Portland Transit District,MB,DO,Bus,1120592.0,1316819.0,1334131.0,1418225.0,1452551.0,1523929.0,1744713.0,1779927.0,1809031.0,0.0,0.0,0.0,0.0
183,1017,0,0,Greater Hartford Transit District,DR,PT,DemandResponse,794746.0,302858.0,355778.0,471688.0,366805.0,401414.0,389676.0,388619.0,395032.0,0.0,0.0,0.0,0.0
184,1040,0,0,Southeast Area Transit,DR,PT,DemandResponse,13133.0,9458.0,10223.0,11476.0,11637.0,10813.0,9342.0,12708.0,11367.0,0.0,0.0,0.0,0.0
185,1040,0,0,Southeast Area Transit,MB,DO,Bus,731005.0,823489.0,1097194.0,1201255.0,1193042.0,1000035.0,1182303.0,1254186.0,1227066.0,0.0,0.0,0.0,0.0
186,1048,0,0,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,MB,DO,Bus,10683491.0,11847812.0,12039635.0,12375554.0,12649838.0,12412172.0,12602353.0,13622900.0,13196107.0,0.0,0.0,0.0,0.0
187,1049,0,0,The Greater New Haven Transit District,DR,DO,DemandResponse,131358.0,125812.0,158671.0,218016.0,176274.0,183416.0,175374.0,196759.0,195745.0,0.0,0.0,0.0,0.0
188,1049,0,0,The Greater New Haven Transit District,MB,DO,Bus,0.0,0.0,0.0,373.0,1773.0,1112.0,1263.0,2599.0,3779.0,0.0,0.0,0.0,0.0
189,1050,0,0,Greater Bridgeport Transit Authority,DR,PT,DemandResponse,175145.0,190022.0,202999.0,213366.0,243562.0,267673.0,282178.0,288701.0,279759.0,0.0,0.0,0.0,0.0
190,1050,0,0,Greater Bridgeport Transit Authority,MB,DO,Bus,4254234.0,4801211.0,5045023.0,4978110.0,5534842.0,5560602.0,6086625.0,6127154.0,5805440.0,0.0,0.0,0.0,0.0
191,1051,0,0,Housatonic Area Regional Transit ,DR,DO,DemandResponse,38784.0,43154.0,46762.0,46838.0,52393.0,54033.0,50080.0,73398.0,75344.0,0.0,0.0,0.0,0.0
192,1051,0,0,Housatonic Area Regional Transit ,MB,DO,Bus,633919.0,726209.0,706719.0,762106.0,786899.0,736210.0,752631.0,828149.0,781884.0,0.0,0.0,0.0,0.0
193,1053,0,0,Cape Ann Transportation Authority,DR,PT,DemandResponse,19069.0,21637.0,18697.0,32945.0,29244.0,23713.0,22017.0,29565.0,32151.0,0.0,0.0,0.0,0.0
194,1053,0,0,Cape Ann Transportation Authority,MB,PT,Bus,178142.0,183521.0,203854.0,196333.0,168429.0,162754.0,168096.0,162308.0,153824.0,0.0,0.0,0.0,0.0
195,1055,0,0,Connecticut Department of Transportation - CTTRANSIT New Haven Division,MB,DO,Bus,6321171.0,6821306.0,6825669.0,7289747.0,7505517.0,7476558.0,7949040.0,8596747.0,8840516.0,0.0,0.0,0.0,0.0
196,1056,0,0,Connecticut Department of Transportation - CTTRANSIT Stamford Division,MB,DO,Bus,2689116.0,3017329.0,3052856.0,3184894.0,3432789.0,3256198.0,3655790.0,3978873.0,4178213.0,0.0,0.0,0.0,0.0
197,1057,0,0,Norwalk Transit District,DR,DO,DemandResponse,89229.0,108007.0,112207.0,119069.0,116720.0,120946.0,114511.0,129997.0,133170.0,0.0,0.0,0.0,0.0
198,1057,0,0,Norwalk Transit District,DR,PT,DemandResponse,92802.0,99867.0,110385.0,108126.0,139388.0,132265.0,124165.0,143130.0,145960.0,0.0,0.0,0.0,0.0
199,1057,0,0,Norwalk Transit District,MB,DO,Bus,1441147.0,1525689.0,1513270.0,1551270.0,1550618.0,1519560.0,1577192.0,1735952.0,1779407.0,0.0,0.0,0.0,0.0
200,1057,0,0,Norwalk Transit District,MB,PT,Bus,53615.0,60402.0,65079.0,62603.0,52323.0,43660.0,47477.0,57737.0,64031.0,0.0,0.0,0.0,0.0
201,1061,0,0,Montachusett Regional Transit Authority,DR,PT,DemandResponse,599111.0,515039.0,503267.0,513394.0,2624712.0,2941365.0,1811283.0,1972402.0,1979342.0,0.0,0.0,0.0,0.0
202,1061,0,0,Montachusett Regional Transit Authority,MB,PT,Bus,558430.0,631200.0,657436.0,745763.0,527817.0,517426.0,557528.0,590393.0,603462.0,0.0,0.0,0.0,0.0
203,1063,0,0,0,DR,PT,DemandResponse,36809.0,33270.0,15032.0,25943.0,32210.0,30285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,1063,0,0,0,MB,PT,Bus,256271.0,279739.0,101222.0,19087.0,15610.0,16673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,1064,0,0,Greater Attleboro-Taunton Regional Transit Authority,DR,PT,DemandResponse,183131.0,192905.0,191531.0,205410.0,222899.0,234215.0,249575.0,245409.0,272094.0,0.0,0.0,0.0,0.0
206,1064,0,0,Greater Attleboro-Taunton Regional Transit Authority,MB,PT,Bus,1352843.0,1259107.0,1817375.0,1828410.0,1614227.0,1591331.0,588159.0,649485.0,715190.0,0.0,0.0,0.0,0.0
207,1066,0,0,Chittenden County Transportation Authority,DR,PT,DemandResponse,65378.0,88402.0,89153.0,88965.0,89928.0,101008.0,111618.0,108355.0,131258.0,0.0,0.0,0.0,0.0
208,1066,0,0,Chittenden County Transportation Authority,MB,DO,Bus,1235450.0,1678981.0,1706774.0,1773844.0,2147192.0,2155343.0,2271228.0,2484660.0,1998496.0,0.0,0.0,0.0,0.0
209,1066,0,0,0,VP,DO,DemandResponse,11676.0,13495.0,21354.0,22111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,1069,0,0,"Regional Transportation Program, Inc.",DR,DO,DemandResponse,1628293.0,1704858.0,1573990.0,1643528.0,1611623.0,1675933.0,1510855.0,1663687.0,1731127.0,0.0,0.0,0.0,0.0
211,1086,0,0,Cooperative Alliance for Seacoast Transportation,DR,DO,DemandResponse,3638.0,3934.0,1877.0,3570.0,7074.0,16596.0,22705.0,34686.0,35626.0,0.0,0.0,0.0,0.0
