,CBSA,MNAME,UAPOPPCT,UZA,UZA Name,RailBus,YEAR,UPT,VRM,FARE,FARE_per_UPT,AVG_FARE,PROBLEM_FLAG,PROBLEM_FLAG_NOTE,NEW_REPORTER_FLAG,min_year,max_year,UPT_ADJ,VRM_ADJ,AVG_FARE_ADJ
20,35620.0,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",99.71,1,"New York-Newark, NY-NJ-CT",Rail,2004,2119597027.0,522038111.0,3033613046.0,1.4312215988968737,1.4312215988968737,0,,0,2002,2019,2113450195.6216998,520524200.4781,1.4270710562600726
21,35620.0,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",99.71,1,"New York-Newark, NY-NJ-CT",Rail,2005,2513514179.0,528783694.0,3135722874.0,1.247545329243993,1.247545329243993,0,,0,2002,2019,2506224987.8809,527250221.2874,1.2439274477891855
22,35620.0,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",99.71,1,"New York-Newark, NY-NJ-CT",Rail,2006,2611220314.0,541533056.0,3316556416.0,1.2701174229605814,1.2701174229605814,0,,0,2002,2019,2603647775.0894,539962610.1376,1.2664340824339957
23,35620.0,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",99.71,1,"New York-Newark, NY-NJ-CT",Rail,2007,2759027239.0,544686965.0,3474859124.0,1.2594508219713882,1.2594508219713882,0,,0,2002,2019,2751026060.0069,543107372.8015,1.2557984145876713
24,35620.0,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",99.71,1,"New York-Newark, NY-NJ-CT",Rail,2008,2826857125.0,560032441.0,3742403374.0,1.3238742562908976,1.3238742562908976,0,,0,2002,2019,2818659239.3375,558408346.9210999,1.320035020947654
25,35620.0,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",99.71,1,"New York-Newark, NY-NJ-CT",Rail,2009,2725172400.0,563811605.0,3802414536.0,1.395293206404116,1.395293206404116,0,,0,2002,2019,2717269400.0399995,562176551.3455,1.391246856105544
26,35620.0,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",99.71,1,"New York-Newark, NY-NJ-CT",Rail,2010,2820962850.0,554060309.0,4008107710.0,1.4208296681397274,1.4208296681397274,0,,0,2002,2019,2812782057.735,552453534.1039,1.416709262102122
27,35620.0,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",99.71,1,"New York-Newark, NY-NJ-CT",Rail,2011,2883841588.0,544362883.0,4475930083.0,1.5520721046623591,1.5520721046623591,0,,0,2002,2019,2875478447.3947997,542784230.6393,1.5475710955588382
28,35620.0,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",99.71,1,"New York-Newark, NY-NJ-CT",Rail,2012,2935194264.0,542706162.0,4570343524.0,1.5570838291880773,1.5570838291880773,0,,0,2002,2019,2926682200.6344,541132314.1301999,1.5525682860834318
29,35620.0,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",99.71,1,"New York-Newark, NY-NJ-CT",Rail,2013,3034642987.0,554779829.0,4941275457.0,1.6282888887318065,1.6282888887318065,0,,0,2002,2019,3025842522.3376994,553170967.4958999,1.6235668509544843
30,35620.0,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",99.71,1,"New York-Newark, NY-NJ-CT",Rail,2014,3143611971.0,561679337.0,5188093563.0,1.6503606713743488,1.6503606713743488,0,,0,2002,2019,3134495496.2840996,560050466.9226999,1.645574625427363
31,35620.0,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",99.71,1,"New York-Newark, NY-NJ-CT",Rail,2015,3056061653.0,562879249.0,5434481737.0,1.778263122298338,1.778263122298338,0,,0,2002,2019,3047199074.2063003,561246899.1779,1.7731061592436728
32,35620.0,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",99.71,1,"New York-Newark, NY-NJ-CT",Rail,2016,3078576569.0,562367961.0,5555433763.0,1.8045462370307541,1.8045462370307541,0,,0,2002,2019,3069648696.9498997,560737093.9131,1.7993130529433647
33,35620.0,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",99.71,1,"New York-Newark, NY-NJ-CT",Rail,2017,3099677394.0,565634266.0,5769970983.0,1.8614746793227088,1.8614746793227088,0,,0,2002,2019,3090688329.5573997,563993926.6285999,1.8560764027526728
34,35620.0,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",99.71,1,"New York-Newark, NY-NJ-CT",Rail,2018,3034699758.0,561020987.0,5937715606.0,1.956607269087211,1.956607269087211,0,,0,2002,2019,3025899128.7018,559394026.1377,1.950933108006858
35,35620.0,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",99.71,1,"New York-Newark, NY-NJ-CT",Rail,2019,712416142.0,138636198.0,0.0,0.0,0.0,0,,0,2002,2019,710350135.1881999,138234153.0258,0.0
36,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Bus,2002,521088458.0,143088882.0,294829655.0,0.5657957885530445,0.5657957885530445,0,,0,2002,2019,495138252.7916,135963055.6764,0.5376191582831029
37,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Bus,2003,486682755.0,141769098.0,300735771.0,0.6179297867252355,0.6179297867252355,0,,0,2002,2019,462445953.801,134708996.91959998,0.5871568833463187
38,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Bus,2004,553140348.0,154909506.0,282992142.0,0.5116100154747706,0.5116100154747706,0,,1,2002,2019,525593958.6696,147195012.60119998,0.486131836704127
39,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Bus,2005,567183042.0,157673186.0,331524842.0,0.5845112026462879,0.5845112026462879,0,,1,2002,2019,538937326.5084,149821061.3372,0.5554025447545027
40,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Bus,2006,593991894.0,157328660.0,342414753.0,0.5764636798225398,0.5764636798225398,0,,1,2002,2019,564411097.6788,149493692.732,0.5477557885673773
41,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Bus,2007,584739377.0,156100233.0,361326719.0,0.6179278037572626,0.6179278037572626,0,,1,2002,2019,555619356.0254,148326441.3966,0.5871549991301509
42,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Bus,2008,590575054.0,156070739.0,390143556.0,0.6606163828924613,0.6606163828924613,0,,1,2002,2019,561164416.3108,148298416.19779998,0.6277176870244167
43,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Bus,2009,548387293.0,152733549.0,389205755.0,0.7097278875132506,0.7097278875132506,0,,1,2002,2019,521077605.8086,145127418.2598,0.6743834387150907
44,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Bus,2010,532272472.0,144642139.0,371102666.0,0.6972043183176304,0.6972043183176304,0,,1,2002,2019,505765302.89439994,137438960.47779998,0.6624835432654124
45,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Bus,2011,532156877.0,136368803.0,397232066.0,0.7464566994593212,0.7464566994593212,0,,1,2002,2019,505655464.5254,129577636.6106,0.709283155826247
46,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Bus,2012,543549890.0,139068673.0,404857721.0,0.7448400385105404,0.7448400385105404,0,,1,2002,2019,516481105.4779999,132143053.08459999,0.7077470045927154
47,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Bus,2013,545302461.0,140747607.0,395555452.0,0.7253872488941508,0.7253872488941508,0,,1,2002,2019,518146398.4422,133738376.1714,0.6892629638992221
48,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Bus,2014,520355776.0,134921618.0,397585648.0,0.7640650230814388,0.7640650230814388,0,,1,2002,2019,494442058.3552,128202521.42359999,0.7260145849319831
49,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Bus,2015,493207222.0,136181693.0,400651903.0,0.8123398951364098,0.8123398951364098,0,,1,2002,2019,468645502.3443999,129399844.68859999,0.7718853683586165
50,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Bus,2016,451656364.0,137212293.0,379951554.0,0.8412403417391014,0.8412403417391014,0,,1,2002,2019,429163877.0728,130379120.8086,0.7993465727204943
51,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Bus,2017,422192640.0,135201957.0,344376037.0,0.8156846054919384,0.8156846054919384,0,,1,2002,2019,401167446.52799994,128468899.5414,0.7750635121384398
52,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Bus,2018,409895973.0,134287485.0,316238104.0,0.771508199227905,0.771508199227905,0,,1,2002,2019,389483153.5446,127599968.247,0.7330870909063553
53,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Bus,2019,96785391.0,33390989.0,0.0,0.0,0.0,0,,1,2002,2019,91965478.5282,31728117.747799996,0.0
54,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Rail,2002,67588487.0,12818610.0,30519197.0,0.45154431404863377,0.45154431404863377,0,,0,2002,2019,64222580.347399995,12180243.222000001,0.4290574072090118
55,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Rail,2003,60016767.0,12476701.0,33239931.0,0.5538440782723268,0.5538440782723268,0,,0,2002,2019,57027932.0034,11855361.2902,0.5262626431743649
56,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Rail,2004,79515521.0,23122981.0,80382666.0,1.0109053551947424,1.0109053551947424,0,,1,2002,2019,75555648.0542,21971456.5462,0.9605622685060442
57,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Rail,2005,87323016.0,22948870.0,84019115.0,0.9621646027434508,0.9621646027434508,0,,1,2002,2019,82974329.80319999,21806016.274,0.914248805526827
58,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Rail,2006,94313340.0,23832816.0,101327222.0,1.0743678677904949,1.0743678677904949,0,,1,2002,2019,89616535.668,22645941.763199996,1.0208643479745283
59,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Rail,2007,95590707.0,24967675.0,106765492.0,1.1169024202321256,1.1169024202321256,0,,1,2002,2019,90830289.7914,23724284.785,1.0612806797045657
60,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Rail,2008,102602184.0,25627565.0,131424054.0,1.2809089326987426,1.2809089326987426,0,,1,2002,2019,97492595.2368,24351312.262999997,1.217119667850345
61,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Rail,2009,103560779.0,25898665.0,138933657.0,1.3415663568926997,1.3415663568926997,0,,1,2002,2019,98403452.2058,24608911.482999995,1.2747563523194432
62,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Rail,2010,106747857.0,25978995.0,135051393.0,1.2651438332855713,1.2651438332855713,0,,1,2002,2019,101431813.7214,24685241.049000002,1.2021396703879499
63,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Rail,2011,109507007.0,27388784.0,145586679.0,1.3294736381572367,1.3294736381572367,0,,1,2002,2019,104053558.05139999,26024822.556799997,1.2632658509770063
64,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Rail,2012,123092957.0,31516317.0,151429076.0,1.2302009772988067,1.2302009772988067,0,,1,2002,2019,116962927.74139999,29946804.413399998,1.168936968629326
65,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Rail,2013,128051364.0,33963402.0,163678529.0,1.2782255798540343,1.2782255798540343,0,,1,2002,2019,121674406.07279998,32272024.5804,1.2145699459773034
66,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Rail,2014,126460092.0,34062437.0,165384961.0,1.3078035796462966,1.3078035796462966,0,,1,2002,2019,120162379.4184,32366127.637399998,1.2426749613799108
67,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Rail,2015,120958877.0,33438600.0,167350044.0,1.3835284201588611,1.3835284201588611,0,,1,2002,2019,114935124.92539999,31773357.72,1.3146287048349499
68,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Rail,2016,125290740.0,35139003.0,168102526.0,1.3416995222472148,1.3416995222472148,0,,1,2002,2019,119051261.14799999,33389080.6506,1.2748828860393033
69,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Rail,2017,127013353.0,37855376.0,171590262.0,1.3509623826716866,1.3509623826716866,0,,1,2002,2019,120688088.02059999,35970178.2752,1.2836844560146365
70,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Rail,2018,120540862.0,39026878.0,173710371.0,1.441091162928634,1.441091162928634,0,,1,2002,2019,114537927.0724,37083339.4756,1.369324823014788
71,31100.0,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",95.02,2,"Los Angeles-Long Beach-Anaheim, CA",Rail,2019,28614280.0,9095983.0,0.0,0.0,0.0,0,,1,2002,2019,27189288.856,8643003.0466,0.0
72,16980.0,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",100.0,3,"Chicago, IL-IN",Bus,2002,336835891.0,86270269.0,257699479.0,0.7650594425521002,0.7650594425521002,0,,0,2002,2019,336835891.0,86270269.0,0.7650594425521002
73,16980.0,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",100.0,3,"Chicago, IL-IN",Bus,2003,323740645.0,87873378.0,251781028.0,0.7777244899230987,0.7777244899230987,0,,0,2002,2019,323740645.0,87873378.0,0.7777244899230987
74,16980.0,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",100.0,3,"Chicago, IL-IN",Bus,2004,326974418.0,87967446.0,270205398.0,0.8263808516053387,0.8263808516053387,0,,0,2002,2019,326974418.0,87967446.0,0.8263808516053388
75,16980.0,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",100.0,3,"Chicago, IL-IN",Bus,2005,339426619.0,86781249.0,281045801.0,0.8280016512199357,0.8280016512199357,0,,0,2002,2019,339426619.0,86781249.0,0.8280016512199357
76,16980.0,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",100.0,3,"Chicago, IL-IN",Bus,2006,332832009.0,87819702.0,280756863.0,0.8435392492553203,0.8435392492553203,0,,0,2002,2019,332832009.0,87819702.0,0.8435392492553203
77,16980.0,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",100.0,3,"Chicago, IL-IN",Bus,2007,343734938.0,89484796.0,293683706.0,0.8543900358479125,0.8543900358479125,0,,0,2002,2019,343734938.0,89484796.0,0.8543900358479125
78,16980.0,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",100.0,3,"Chicago, IL-IN",Bus,2008,364324218.0,89335366.0,294100903.0,0.807250488629334,0.807250488629334,0,,0,2002,2019,364324218.0,89335366.0,0.807250488629334
79,16980.0,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",100.0,3,"Chicago, IL-IN",Bus,2009,348669819.0,88092703.0,305740776.0,0.8768776628756617,0.8768776628756617,0,,0,2002,2019,348669819.0,88092703.0,0.8768776628756618
80,16980.0,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",100.0,3,"Chicago, IL-IN",Bus,2010,336213308.0,78134158.0,299401673.0,0.8905110710251838,0.8905110710251838,0,,0,2002,2019,336213308.0,78134158.0,0.8905110710251837
81,16980.0,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",100.0,3,"Chicago, IL-IN",Bus,2011,341654322.0,75941217.0,309416401.0,0.9056417000338722,0.9056417000338722,0,,0,2002,2019,341654322.0,75941217.0,0.9056417000338722
82,16980.0,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",100.0,3,"Chicago, IL-IN",Bus,2012,347294977.0,73312499.0,319274680.0,0.919318450148503,0.919318450148503,0,,0,2002,2019,347294977.0,73312499.0,0.919318450148503
83,16980.0,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",100.0,3,"Chicago, IL-IN",Bus,2013,333504278.0,74660112.0,329848553.0,0.9890384464573495,0.9890384464573495,0,,0,2002,2019,333504278.0,74660112.0,0.9890384464573495
84,16980.0,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",100.0,3,"Chicago, IL-IN",Bus,2014,308547638.0,73914786.0,330971344.0,1.0726750207694022,1.0726750207694022,0,,0,2002,2019,308547638.0,73914786.0,1.0726750207694022
85,16980.0,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",100.0,3,"Chicago, IL-IN",Bus,2015,305174598.0,74747866.0,326246284.0,1.069047968402665,1.069047968402665,0,,0,2002,2019,305174598.0,74747866.0,1.069047968402665
86,16980.0,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",100.0,3,"Chicago, IL-IN",Bus,2016,288229932.0,75421968.0,313600145.0,1.08802074379978,1.08802074379978,0,,0,2002,2019,288229932.0,75421968.0,1.08802074379978
87,16980.0,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",100.0,3,"Chicago, IL-IN",Bus,2017,278786072.0,77254620.0,302965383.0,1.0867306993729586,1.0867306993729586,0,,0,2002,2019,278786072.0,77254620.0,1.0867306993729586
88,16980.0,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",100.0,3,"Chicago, IL-IN",Bus,2018,270631656.0,77446699.0,291324932.5,1.0764628824500855,1.0764628824500855,0,,0,2002,2019,270631656.0,77446699.0,1.0764628824500855
89,16980.0,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",100.0,3,"Chicago, IL-IN",Bus,2019,62126134.0,19145081.0,0.0,0.0,0.0,0,,0,2002,2019,62126134.0,19145081.0,0.0
90,16980.0,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",100.0,3,"Chicago, IL-IN",Rail,2002,253952554.0,89478557.0,362803123.0,1.4286256124835035,1.4286256124835035,0,,0,2002,2019,253952554.0,89478557.0,1.4286256124835035
91,16980.0,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",100.0,3,"Chicago, IL-IN",Rail,2003,250758739.0,97152502.0,352327705.0,1.4050465654957691,1.4050465654957691,0,,0,2002,2019,250758739.0,97152502.0,1.4050465654957691
92,16980.0,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",100.0,3,"Chicago, IL-IN",Rail,2004,249776200.0,96783202.0,369531672.0,1.4794510926181117,1.4794510926181117,0,,0,2002,2019,249776200.0,96783202.0,1.479451092618112
93,16980.0,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",100.0,3,"Chicago, IL-IN",Rail,2005,260389527.0,97675164.0,382351160.0,1.4683814837145888,1.4683814837145888,0,,0,2002,2019,260389527.0,97675164.0,1.4683814837145888
94,16980.0,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",100.0,3,"Chicago, IL-IN",Rail,2006,271444124.0,103693303.0,443318865.0,1.6331864490829795,1.6331864490829795,0,,0,2002,2019,271444124.0,103693303.0,1.6331864490829795
95,16980.0,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",100.0,3,"Chicago, IL-IN",Rail,2007,269733232.0,106795419.0,439902573.0,1.6308801467962983,1.6308801467962983,0,,0,2002,2019,269733232.0,106795419.0,1.6308801467962981
96,16980.0,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",100.0,3,"Chicago, IL-IN",Rail,2008,279484691.0,104566020.0,460631876.0,1.648147075075393,1.648147075075393,0,,0,2002,2019,279484691.0,104566020.0,1.648147075075393
97,16980.0,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",100.0,3,"Chicago, IL-IN",Rail,2009,278006283.0,104834313.0,484374420.0,1.7423146512123973,1.7423146512123973,0,,0,2002,2019,278006283.0,104834313.0,1.7423146512123973
