5 digit NTD ID,4 digit NTD ID,Agency,HQ City,HQ State,UZA,UZA Name,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population
30045,3045,"JAUNT, Inc.",Charlottesville,VA,317,"Charlottesville, VA",35,"92,359","2,595","244,954"
30048,3048,Howard Transit,Ellicott City,MD,19,"Baltimore, MD",717,"2,203,663",251,"284,952"
30050,3050,"G G and C Bus Company, Inc.",Pittsburgh,PA,22,"Pittsburgh, PA",,,,
30051,3051,Ride-On Montgomery County Transit,Rockville,MD,8,"Washington, DC-VA-MD","1,322","4,586,770",495,"971,777"
30054,3054,Centre Area Transportation Authority,State College,PA,335,"State College, PA",29,"87,454",89,"104,360"
30055,3055,Shenango Valley Shuttle Service,Hermitage,PA,97,"Youngstown, OH-PA",241,"387,550",173,"96,432"
30057,3057,Pennsylvania Department of Transportation,Harrisburg,PA,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567","2,092","3,371,466"
30058,3058,City of Fairfax CUE Bus,Fairfax,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",6,"22,565"
30061,3061,Mid Mon Valley Transit Authority,Charleroi,PA,417,"Monessen-California, PA",45,"66,086",44,"79,666"
30067,3067,Access Transportation Systems,Pittsburgh,PA,22,"Pittsburgh, PA",852,"1,753,136",760,"1,450,085"
30068,3068,Fairfax Connector Bus System,Fairfax,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",407,"1,138,652"
30069,3069,City of Danville Mass Transit System,Danville,VA,0,Non-UZA,,0,25,"48,411"
30070,3070,Potomac and Rappahannock Transportation Commission,Woodbridge,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",361,"454,096"
30071,3071,City of Alexandria,Alexandria,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",16,"139,966"
30072,3072,Transit Services of Frederick County,Frederick,MD,230,"Frederick, MD",73,"141,576",18,"68,728"
30073,3073,Virginia Railway Express,Alexandria,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",730,"2,238,365"
30074,3074,Harford Transit,Abingdon,MD,169,"Aberdeen-Bel Air South-Bel Air North, MD",131,"213,751",133,"250,290"
30075,3075,Delaware Transit Corporation,Dover,DE,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567","1,949","952,065"
30076,3076,Williamsburg Area Transit Authority,Williamsburg,VA,371,"Williamsburg, VA",56,"75,689",144,"153,600"
30077,3077,Borough of Pottstown - Pottstown Area Rapid Transit,Pottstown,PA,287,"Pottstown, PA",79,"107,682",34,"54,000"
30078,3078,Southwestern Pennsylvania Commission,Pittsburgh,PA,27,"Pittsburgh, PA",905,"1,733,853",833,"1,614,197"
30079,3079,Fredericksburg Regional Transit,Fredericksburg,VA,231,"Fredericksburg, VA",78,"141,238",242,"113,716"
30080,3080,Arlington Transit - Arlington County,Arlington,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",26,"220,400"
30081,3081,Loudoun County Commuter Bus Service - Office of Transportation Services,Leesburg,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",520,"373,694"
30083,3083,Transportation District Commission of Hampton Roads,Hampton,VA,34,"Virginia Beach, VA",515,"1,439,666",431,"1,143,932"
30084,3084,University of Pittsburgh,Pittsburgh,PA,22,"Pittsburgh, PA",852,"1,753,136",778,"1,753,136"
30085,3085,Prince George's County Transit,Largo,MD,8,"Washington, DC-VA-MD","1,322","4,586,770",487,"909,535"
30087,3087,Fayette Area Coordinated Transportation,Lemont Furnace,PA,487,"Uniontown-Connellsville, PA",39,"51,370",812,"136,606"
30088,3088,"County Commissioners of Charles County, MD",La Plata,MD,283,"Waldorf, MD",68,"109,919",458,"157,705"
30089,3089,Monongalia County Urban Mass Transit Authority,Morgantown,WV,393,"Morgantown, WV",37,"70,350",293,"91,576"
30091,3091,Blacksburg Transit,Blacksburg,VA,328,"Blacksburg, VA",51,"88,542",34,"67,126"
30092,3092,Carroll County Department of Public Works,Westminster,MD,383,"Westminster-Eldersburg, MD",58,"72,714",452,"167,627"
30094,3094,City of Harrisonburg Department of Public Transportation,Harrisonburg,VA,413,"Harrisonburg, VA",33,"66,784",17,"54,402"
30095,3095,County of Lebanon Transit Authority,Lebanon,PA,366,"Lebanon, PA",45,"77,086",362,"133,568"
30096,3096,The Tri-County Council for the Lower Eastern Shore of Maryland,Salisbury,MD,307,"Salisbury, MD-DE",71,"98,081","1,031","169,500"
30099,3099,City of Winchester,Winchester,VA,398,"Winchester, VA",37,"69,449",9,"27,216"
30101,3101,City of Washington,Washington,PA,27,"Pittsburgh, PA",905,"1,733,853",33,"61,634"
30102,3102,Martz Trailways,Wilkes Barre,PA,1,"New York-Newark, NY-NJ-CT","3,450","18,351,295","2,315","813,888"
30103,3103,"Martz Group, National Coach Works of Virginia",Fredericksburg,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",682,"264,585"
30107,3107,West Virginia University - Morgantown Personal Rapid Transit,Morgantown,WV,393,"Morgantown, WV",37,"70,350",12,"60,037"
30111,3111,Washington County Transportation Authority,Washington,PA,27,"Pittsburgh, PA",905,"1,733,853",861,"207,820"
30112,3112,DDOT - Progressive Transportation Services Administration,Washington,DC,8,"Washington, DC-VA-MD","1,322","4,586,770",24,"317,779"
30129,3R03-018,Anne Arundel County,Annapolis,MD,19,"Baltimore, MD",717,"2,203,663",398,"564,000"
30137,3R04-012,Monroe County Transportation  Authority,Scotrun,PA,472,"East Stroudsburg, PA-NJ",52,"54,316",610,"166,314"
30201,,Baltimore City Department of Transportation,Baltimore,MD,19,"Baltimore, MD",717,"2,203,663",81,"621,849"
30202,,South Central Transit Authority,Lancaster,PA,91,"Lancaster, PA",248,"402,004","1,848","732,362"
40001,4001,Chattanooga Area Regional Transportation Authority,Chattanooga,TN,100,"Chattanooga, TN-GA",300,"381,112",289,"167,674"
40002,4002,Knoxville Area Transit,Knoxville,TN,74,"Knoxville, TN",438,"558,696",104,"186,239"
40003,4003,Memphis Area Transit Authority,Memphis,TN,41,"Memphis, TN-MS-AR",497,"1,060,061",319,"744,444"
40004,4004,Metropolitan Transit Authority,Nashville,TN,44,"Nashville-Davidson, TN",563,"969,587",484,"655,900"
40005,4005,ART (Asheville Redefines Transit),Asheville,NC,133,"Asheville, NC",265,"280,648",45,"88,512"
40006,4006,Cape Fear Public Transportation Authority,Wilmington,NC,161,"Wilmington, NC",134,"219,957",200,"216,479"
40007,4007,Capital Area Transit,Raleigh,NC,50,"Raleigh, NC",518,"884,891",125,"347,729"
40008,4008,Charlotte Area Transit System,Charlotte,NC,38,"Charlotte, NC-SC",741,"1,249,442",688,"1,098,944"
40009,4009,Fayetteville Area System of Transit,Fayetteville,NC,122,"Fayetteville, NC",198,"310,282",95,"150,131"
40011,4011,High Point Transit,High Point,NC,202,"High Point, NC",113,"166,485",95,"112,201"
40012,4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County,Winston-Salem,NC,95,"Winston-Salem, NC",323,"391,024",108,"199,555"
40014,4014,Ms Coast Transportation Authority,Gulfport,MS,175,"Gulfport, MS",165,"208,948",80,"109,258"
40015,4015,"City of Jackson, Department of Planning and Development, Transit Services Division",Jackson,MS,107,"Jackson, MS",242,"351,478",104,"171,943"
40017,4017,Lexington Transit Authority,Lexington,KY,131,"Lexington-Fayette, KY",88,"290,263",284,"295,803"
40018,4018,Transit Authority of River City,Louisville,KY,43,"Louisville/Jefferson County, KY-IN",477,"972,546",357,"806,893"
40019,4019,Transit Authority of Northern Kentucky,Fort Wright,KY,30,"Cincinnati, OH-KY-IN",788,"1,624,827",267,"278,653"
40021,4021,Albany Transit System,Albany,GA,309,"Albany, GA",71,"95,779",17,"75,616"
40022,4022,Metropolitan Atlanta Rapid Transit Authority,Atlanta,GA,9,"Atlanta, GA","2,645","4,515,419",573,"1,559,652"
40023,4023,Augusta Richmond County Transit Department,Augusta,GA,98,"Augusta-Richmond County, GA-SC",260,"386,787",25,"201,793"
40024,4024,"Metra Transit System (Columbus, GA)",Columbus,GA,147,"Columbus, GA-AL",147,"253,602",132,"230,208"
40025,4025,Chatham Area Transit Authority,Savannah,GA,144,"Savannah, GA",165,"260,677",438,"265,128"
40026,4026,Manatee County Area Transit,Bradenton,FL,64,"Sarasota-Bradenton, FL",327,"643,260",743,"322,833"
40027,4027,Pinellas Suncoast Transit Authority,St. Petersburg,FL,17,"Tampa-St. Petersburg, FL",957,"2,441,770",333,"985,625"
40028,4028,Lee County Transit,Fort Myers,FL,78,"Cape Coral, FL",330,"530,290",130,"490,070"
40029,4029,Broward County Transit Division,Plantation,FL,4,"Miami, FL","1,239","5,502,379",410,"1,909,632"
40030,4030,Gainesville Regional Transit System,Gainesville,FL,187,"Gainesville, FL",87,"187,781",76,"163,990"
40031,4031,Lakeland Area Mass Transit District,Lakeland,FL,143,"Lakeland, FL",146,"262,596",77,"312,388"
40032,4032,"County of Volusia, dba: VOTRAN",South Daytona,FL,109,"Palm Coast-Daytona Beach-Port Orange, FL",179,"349,064","1,207","494,593"
40034,4034,Miami-Dade Transit,Miami,FL,4,"Miami, FL","1,239","5,502,379",306,"2,496,435"
40035,4035,Central Florida Regional Transportation Authority,Orlando,FL,32,"Orlando, FL",598,"1,510,516","2,540","2,134,411"
40036,4036,City of Tallahassee,Tallahassee,FL,153,"Tallahassee, FL",127,"240,223",102,"162,310"
40037,4037,"Board of County Commissioners, Palm Beach County, PalmTran, Inc.",West Palm Beach,FL,4,"Miami, FL","1,239","5,502,379",365,"1,268,782"
40038,4038,Escambia County Area Transit,Pensacola,FL,113,"Pensacola, FL-AL",233,"340,067",189,"241,661"
40040,4040,Jacksonville Transportation Authority,Jacksonville,FL,40,"Jacksonville, FL",530,"1,065,219",798,"1,021,375"
40041,4041,Hillsborough Area Regional Transit Authority,Tampa,FL,17,"Tampa-St. Petersburg, FL",957,"2,441,770",255,"875,598"
40042,4042,Birmingham-Jefferson County Transit Authority,Birmingham,AL,55,"Birmingham, AL",530,"749,495",152,"442,804"
40043,4043,The Wave Transit System,Mobile,AL,115,"Mobile, AL",223,"326,183",97,"177,929"
40044,4044,City of Montgomery-Montgomery Area Transit System,Montgomery,AL,142,"Montgomery, AL",154,"263,907",135,"205,764"
40045,4045,Tuscaloosa County Parking and Transit Authority,Tuscaloosa,AL,233,"Tuscaloosa, AL",90,"139,114",171,"136,487"
40046,4046,Sarasota County Area Transit,Sarasota,FL,64,"Sarasota-Bradenton, FL",327,"643,260",227,"404,312"
40047,4047,Athens Transit System,Athens,GA,249,"Athens-Clarke County, GA",98,"128,754",44,"119,980"
40051,4051,Chapel Hill Transit,Chapel Hill,NC,110,"Durham, NC",182,"347,602",62,"80,218"
40053,4053,Greenville Transit Authority,Greenville,SC,93,"Greenville, SC",320,"400,492",97,"188,991"
40054,4054,Johnson City Transit System,Johnson City,TN,259,"Johnson City, TN",110,"120,415",44,"61,630"
40056,4056,Pee Dee Regional Transportation Authority,Florence,SC,325,"Florence, SC",71,"89,557","1,865","242,174"
40057,4057,Jackson Transit Authority,Jackson,TN,385,"Jackson, TN",51,"71,880",48,"67,265"
40058,4058,City of Rome Transit Department,Rome,GA,444,"Rome, GA",48,"60,851",32,"36,323"
40063,4063,Space Coast Area Transit,Cocoa,FL,84,"Palm Bay-Melbourne, FL",232,"452,791",262,"568,701"
40068,4068,Northwest Alabama Council of Local Governments,Muscle Shoals,AL,368,"Florence, AL",62,"77,074","3,365","234,101"
40070,4070,Puerto Rico Ports Authority,San Juan,PR,21,"San Juan, PR",867,"2,148,346",198,"772,332"
40071,4071,"City of Huntsville, Alabama - Public Transportation Division",Huntsville,AL,132,"Huntsville, AL",210,"286,692",66,"137,693"
40073,4073,Lee-Russell Council of Governments,Opelika,AL,374,"Auburn, AL",50,"74,741",609,"193,194"
40074,4074,Pasco County Public Transportation,Port Richey,FL,17,"Tampa-St. Petersburg, FL",957,"2,441,770",745,"475,502"
40077,4077,South Florida Regional Transportation Authority,Pompano Beach,FL,4,"Miami, FL","1,239","5,502,379","1,238","5,502,379"
40078,4078,Cobb County Department of Transportation Authority,Marietta,GA,9,"Atlanta, GA","2,645","4,515,419",210,"688,078"
40080,4080,Kingsport Area Transit System,Kingsport,TN,291,"Kingsport, TN-VA",114,"106,571",47,"53,126"
40082,4082,Douglas County Rideshare,Douglasville,GA,9,"Atlanta, GA","2,645","4,515,419",201,"136,379"
40085,4085,Bay County Council On Aging Bay Coordinated Transportation,Panama City,FL,207,"Panama City, FL",,,,
40086,4086,Metropolitan Bus Authority,San Juan,PR,21,"San Juan, PR",867,"2,148,346",198,"1,176,968"
40087,4087,Durham Area Transit Authority,Durham,NC,110,"Durham, NC",182,"347,602",93,"240,017"
40088,4088,Spartanburg County Transportation Services,Spartanburg,SC,192,"Spartanburg, SC",190,"180,786",811,"284,307"
40092,4092,Clarksville Transit System,Clarksville,TN,208,"Clarksville, TN-KY",110,"158,655",105,"135,471"
40093,4093,Greensboro Transit Authority,Greensboro,NC,120,"Greensboro, NC",185,"311,810",127,"269,666"
40094,4094,Alternativa de Transporte Integrado -ATI,San Juan,PR,21,"San Juan, PR",867,"2,148,346",149,"701,366"
40097,4097,"Council on Aging of St. Lucie, Inc.",Fort Pierce,FL,101,"Port St. Lucie, FL",208,"376,047",572,"306,507"
40100,4100,Santee Wateree Regional Transportation Authority,Sumter,SC,380,"Sumter, SC",66,"73,107","5,944","301,395"
40101,4101,Spartanburg Transit System,Spartanburg,SC,192,"Spartanburg, SC",190,"180,786",40,"37,013"
40102,4102,Waccamaw Regional Transportation Authority,Conway,SC,166,"Myrtle Beach-Socastee, SC-NC",190,"215,304","1,244","338,724"
40103,4103,Wiregrass Transit Authority,Dothan,AL,402,"Dothan, AL",56,"68,781","2,972","245,838"
40104,4104,Indian River County,Vero Beach,FL,220,"Sebastian-Vero Beach South-Florida Ridge, FL",97,"149,422",216,"143,696"
40105,4105,Puerto Rico Highway and Transportation Authority,San Juan,PR,21,"San Juan, PR",867,"2,148,346",892,"2,478,905"
40108,4108,Research Triangle Regional Public Transportation Authority,Research Triangle Park,NC,110,"Durham, NC",182,"347,602","1,519","1,402,824"
40110,4110,Charleston Area Regional Transportation Authority,Charleston,SC,76,"Charleston-North Charleston, SC",293,"548,404",137,"543,209"
40111,4111,Morgan County Area Transportation System,Decatur,AL,392,"Decatur, AL",58,"70,436",574,"111,064"
40113,4113,"Council on Aging of Martin County, Inc.",Stuart,FL,101,"Port St. Lucie, FL",208,"376,047",555,"137,956"
40120,4120,"City of Ocala, Florida",Ocala,FL,211,"Ocala, FL",112,"156,909",55,"64,655"
40125,4125,Municipality of Carolina,Carolina,PR,21,"San Juan, PR",867,"2,148,346",4,"176,762"
40127,4127,Polk County Transit Services Division - Polk County Board of County Commissioners,Bartow,FL,179,"Winter Haven, FL",,,,
40128,4128,Okaloosa County Board of County Commissioners,Fort Walton Beach,FL,186,"Fort Walton Beach-Navarre-Wright, FL",121,"191,917",120,"196,512"
40129,4129,Charlotte County Transit Division,Punta Gorda,FL,199,"North Port-Port Charlotte, FL",119,"169,541",231,"173,115"
40130,4130,Macon-Bibb County Transit Authority,Macon,GA,234,"Macon, GA",98,"137,570",70,"153,691"
40133,4133,Guilford County Transportation,Greensboro,NC,120,"Greensboro, NC",185,"311,810",52,"248,111"
40135,4135,Georgia Regional Transportation Authority,Atlanta,GA,9,"Atlanta, GA","2,645","4,515,419",498,"1,354,871"
40138,4138,Gwinnett County Board of Commissioners,Lawrenceville,GA,9,"Atlanta, GA","2,645","4,515,419",437,"907,135"
40140,4140,Collier Area Transit,Naples,FL,121,"Bonita Springs, FL",187,"310,298","2,025","323,785"
40141,4141,Central Midlands Transit,Columbia,SC,75,"Columbia, SC",380,"549,777",225,"296,000"
40142,4142,City of Canton Transit,Canton,GA,11,"Atlanta, GA","1,963","3,499,840",17,"17,685"
40143,4143,Town of Cary,Cary,NC,50,"Raleigh, NC",518,"884,891",55,"159,170"
40144,4144,Hall Area Transit,Gainesville,GA,245,"Gainesville, GA",126,"130,846",38,"31,782"
40146,4146,Hernando County Board of County Commissioners,Brooksville,FL,221,"Spring Hill, FL",115,"148,220",89,"115,715"
40147,4147,North Carolina State University Transportation Department,Raleigh,NC,50,"Raleigh, NC",518,"884,891",9,"46,000"
40148,4148,"Tri-County Community Council, Inc.",Bonifay,FL,229,"Panama City, FL",92,"143,280",758,"169,856"
40152,4152,"Miami Lakes - vRide, Inc.",Miami Lakes,FL,4,"Miami, FL","1,239","5,502,379","1,116","4,919,036"
40153,4153,"vRide, Inc. - Atlanta",Atlanta,GA,9,"Atlanta, GA","2,645","4,515,419",424,"174,680"
40155,4155,"St Johns County, Florida,  Board of County Commissioners",St. Augustine,FL,399,"St. Augustine, FL",43,"69,173",600,"195,823"
40157,4157,Clayton County Board of Commissioners,Jonesboro,GA,11,"Atlanta, GA","1,963","3,499,840",68,"263,900"
40158,4158,Lake County Board of County Commissioners,Tavares,FL,244,"Leesburg-Eustis-Tavares, FL",94,"131,337",71,"97,497"
40159,4159,Regional Transportation Authority,Nashville,TN,44,"Nashville-Davidson, TN",563,"969,587",750,"1,583,115"
40161,4161,Cherokee County Board of Commissioners,Canton,GA,9,"Atlanta, GA","2,645","4,515,419",422,"235,900"
40169,4169,Regional Planning Commission of Greater Birmingham,Birmingham,AL,55,"Birmingham, AL",530,"749,495",392,"663,615"
40170,4170,Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,Cleveland,TN,414,"Cleveland, TN",55,"66,777",24,"66,333"
40171,4171,Knoxville-Knox County Community Action Committee,Knoxville,TN,74,"Knoxville, TN",438,"558,696",239,"331,989"
40172,4172,Western Piedmont Regional Transit Authority,Conover,NC,170,"Hickory, NC",262,"212,195","1,665","342,142"
40173,4173,Piedmont Authority for Regional Transportation,Greensboro,NC,120,"Greensboro, NC",185,"311,810","2,500","1,504,397"
40175,4175,Puerto Rico Maritime Transport Authority,Puerto Real,PR,21,"San Juan, PR",867,"2,148,346",77,"2,398,238"
40177,4177,Buckhead Community Improvement District,Atlanta,GA,9,"Atlanta, GA","2,645","4,515,419",4,"171,000"
40178,4178,The Transportation Management Association Group,Franklin,TN,44,"Nashville-Davidson, TN",563,"969,587","7,505","1,978,890"
40179,4179,Broward County Community Bus Service,Plantation,FL,4,"Miami, FL","1,239","5,502,379",410,"1,869,235"
40180,4180,University of Georgia Transit System,Athens,GA,249,"Athens-Clarke County, GA",98,"128,754",14,"119,648"
40184,4184,The City of Bowling Green/Community Action of Southern Kentucky,Bowling Green,KY,364,"Bowling Green, KY",45,"78,306",15,"63,616"
40185,4185,Bay County Transportation Planning Organization,Panama City,FL,229,"Panama City, FL",92,"143,280",58,"105,192"
40186,4186,City of Murfreesboro,Murfreesboro,TN,241,"Murfreesboro, TN",77,"133,228",56,"108,755"
40188,4188,Virgin Islands Department of Public Works,St. Thomas,VI,600,"Virgin Islands, VI",134,"106,405",132,"89,246"
40190,4190,"East Tennessee Human Resource Agency, Inc.",Knoxville,TN,449,"Morristown, TN",60,"59,036","6,563","1,176,033"
40191,4191,Transit Authority of Central Kentucky,Elizabethtown,KY,379,"Elizabethtown-Radcliff, KY",57,"73,467",929,"137,401"
40192,4192,Martin County,Stuart,FL,101,"Port St. Lucie, FL",208,"376,047",65,"150,870"
40196,4196,Kentuckiana Regional Planning and Development Agency,Louisville,KY,43,"Louisville/Jefferson County, KY-IN",477,"972,546","2,446","1,192,204"
40200,4200,Tampa Bay Area Regional Transportation Authority,Tampa,FL,17,"Tampa-St. Petersburg, FL",957,"2,441,770","2,554","2,975,230"
40203,4203,Enterprise Rideshare,Atlanta,GA,9,"Atlanta, GA","2,645","4,515,419",132,"432,247"
40204,4204,Mid-Cumberland Human Resource Agency,Nashville,TN,241,"Murfreesboro, TN",77,"133,228","5,415","1,141,280"
40208,4208,City of Clemson/ Clemson Area Transit,Clemson,SC,93,"Greenville, SC",320,"400,492",17,"27,883"
40213,4213,Autauga County Commission,Prattville,AL,142,"Montgomery, AL",154,"263,907",139,"31,706"
40222,4R06-094,Wake County DSS,Raleigh,NC,50,"Raleigh, NC",518,"884,891",861,"1,024,198"
40224,4224,Buncombe County,Asheville ,NC,133,"Asheville, NC",265,"280,648",657,"238,318"
40228,4228,Mecklenburg County DSS,Charlotte,NC,38,"Charlotte, NC-SC",741,"1,249,442",31,"1,034,070"
40230,4230,City of Atlanta - Department of Public Works - Transit Division,Atlanta,GA,9,"Atlanta, GA","2,645","4,515,419",132,"472,522"
40232,4232,Central Florida Commuter Rail,Sanford,FL,32,"Orlando, FL",598,"1,510,516",110,"255,483"
40244,,"Spartanburg Regional Health Services, Inc.",Spartanburg,SC,192,"Spartanburg, SC",190,"180,786",811,"293,514"
40245,,"Clay County Council on Aging, Inc., dba Clay Transit",Green Cove Springs,FL,40,"Jacksonville, FL",530,"1,065,219",881,"210,000"
40258,,"The Looper Group, Inc.",St. Petersburg,FL,17,"Tampa-St. Petersburg, FL",957,"2,441,770",3,"15,882"
40259,,"Jolley Trolley Transportation of Clearwater, Inc.",Clearwater,FL,17,"Tampa-St. Petersburg, FL",957,"2,441,770",5,"9,165"
40264,,Georgia State Road and Tollway Authority,Atlanta,GA,9,"Atlanta, GA",,,,
40265,,North Central Alabama Regional Council of Governments,Decatur,AL,392,"Decatur, AL",58,"70,436","1,316","152,680"
40928,4R01-005,Baldwin County Commission,Bay Minette ,AL,458,"Daphne-Fairhope, AL",55,"57,383","2,027","210,000"
41068,4R02-028,Flagler Co. Public Transportation,Bunnell,FL,109,"Palm Coast-Daytona Beach-Port Orange, FL",179,"349,064",571,"105,157"
41105,4R04-020,"Audubon Area Community Services, Inc.",Owensboro,KY,391,"Owensboro, KY",34,"70,543","2,693","216,306"
44929,,City of Fort Lauderdale,Fort Lauderdale,FL,4,"Miami, FL","1,239","5,502,379",19,"87,887"
50001,5001,City of Appleton - Valley Transit,Appleton,WI,165,"Appleton, WI",104,"216,154",117,"216,154"
50002,5002,Green Bay Metro,Green Bay,WI,176,"Green Bay, WI",105,"206,520",90,"175,748"
50003,5003,Kenosha Transit,Kenosha,WI,256,"Kenosha, WI-IL",51,"124,064",27,"99,894"
50004,5004,LaCrosse Municipal Transit Utility,La Crosse,WI,298,"La Crosse, WI-MN",51,"100,868",36,"71,201"
50005,5005,Metro Transit System,Madison,WI,92,"Madison, WI",151,"401,661",72,"256,150"
50006,5006,Belle Urban System - Racine,Racine,WI,239,"Racine, WI",49,"133,700",27,"112,100"
50008,5008,Milwaukee County Transit System,Milwaukee,WI,35,"Milwaukee, WI",546,"1,376,476",237,"957,735"
50009,5009,GO Transit,Oshkosh,WI,376,"Oshkosh, WI",31,"74,495",25,"66,083"
50010,5010,METRO Regional Transit Authority,Akron,OH,71,"Akron, OH",325,"569,499",420,"541,968"
50011,5011,Stark Area Regional Transit Authority,Canton,OH,135,"Canton, OH",166,"279,245",581,"375,586"
50012,5012,Southwest Ohio Regional Transit Authority,Cincinnati,OH,30,"Cincinnati, OH-KY-IN",788,"1,624,827",262,"845,303"
50015,5015,The Greater Cleveland Regional Transit Authority,Cleveland,OH,25,"Cleveland, OH",772,"1,780,673",458,"1,412,140"
50016,5016,Central Ohio Transit Authority,Columbus,OH,36,"Columbus, OH",510,"1,368,035",323,"1,059,314"
50017,5017,Greater Dayton Regional Transit Authority,Dayton,OH,59,"Dayton, OH",351,"724,091",274,"559,062"
50019,5019,City of Middletown - Middletown Transit System,Middletown,OH,308,"Middletown, OH",56,"97,503",20,"49,490"
50020,5020,Springfield City Area Transit,Springfield,OH,337,"Springfield, OH",49,"85,256",25,"59,680"
50021,5021,Portage Area Regional Transportation Authority,Kent,OH,71,"Akron, OH",325,"569,499",492,"161,494"
50022,5022,Toledo Area Regional Transit Authority,Toledo,OH,80,"Toledo, OH-MI",240,"507,643",140,"366,314"
50024,5024,Western Reserve Transit Authority,Youngstown,OH,97,"Youngstown, OH-PA",241,"387,550",216,"238,823"
50025,5025,Duluth Transit Authority,Duluth,MN,260,"Duluth, MN-WI",70,"120,378",72,"116,566"
50026,5026,"City of Moorhead, DBA: Metropolitan Area Transit",Moorhead,MN,194,"Fargo, ND-MN",70,"176,676",26,"46,339"
50027,5027,Metro Transit,Minneapolis,MN,16,"Minneapolis-St. Paul, MN-WI","1,022","2,650,890",653,"1,837,223"
50028,5028,St. Cloud Metropolitan Transit Commission,St. Cloud,MN,281,"St. Cloud, MN",50,"110,621",29,"103,018"
50029,5029,Bay Metropolitan Transit Authority,Bay City,MI,390,"Bay City, MI",40,"70,585",442,"106,832"
50030,5030,Battle Creek Transit,Battle Creek,MI,363,"Battle Creek, MI",53,"78,393",73,"87,735"
50031,5031,Suburban Mobility Authority for Regional Transportation,Detroit,MI,11,"Detroit, MI","1,337","3,734,090","1,074","3,424,477"
50032,5032,Mass Transportation Authority,Flint,MI,106,"Flint, MI",236,"356,218",640,"418,408"
50033,5033,Interurban Transit Partnership,Grand Rapids,MI,70,"Grand Rapids, MI",281,"569,935",155,"417,978"
50034,5034,City of Jackson Transportation Authority,Jackson,MI,324,"Jackson, MI",58,"90,057",724,"160,248"
50035,5035,Kalamazoo Metro Transit System,Kalamazoo,MI,173,"Kalamazoo, MI",132,"209,703",69,"209,555"
50036,5036,Capital Area Transportation Authority,Lansing,MI,118,"Lansing, MI",158,"313,532",136,"289,629"
50037,5037,Muskegon Area Transit System,Muskegon Heights,MI,207,"Muskegon, MI",112,"161,280",499,"172,188"
50038,5038,Niles Dial-A-Ride,Niles,MI,136,"South Bend, IN-MI",161,"278,165",120,"237,932"
50039,5039,Saginaw Transit Authority Regional Service,Saginaw,MI,253,"Saginaw, MI",71,"126,265",63,"200,169"
50040,5040,Ann Arbor Area Transportation Authority,Ann Arbor,MI,125,"Ann Arbor, MI",160,"306,022",110,"224,916"
50041,5041,City of Anderson Transportation System,Anderson,IN,330,"Anderson, IN",66,"88,133",45,"55,305"
50042,5042,East Chicago Transit,East Chicago,IN,3,"Chicago, IL-IN","2,443","8,608,208",11,"29,698"
50043,5043,Metropolitan Evansville Transit System,Evansville,IN,159,"Evansville, IN-KY",119,"229,351",45,"122,961"
50044,5044,Fort Wayne Public Transportation Corporation,Fort Wayne,IN,119,"Fort Wayne, IN",172,"313,492",111,"268,485"
50045,5045,Gary Public Transportation Corporation,Gary,IN,3,"Chicago, IL-IN","2,443","8,608,208",38,"102,746"
50047,5047,Bloomington-Normal Public Transit System,Normal,IL,243,"Bloomington-Normal, IL",49,"132,600",46,"129,107"
50048,5048,Northwest Indiana Community Action Corporation,Crown Point,IN,3,"Chicago, IL-IN","2,123","8,307,904",919,"848,604"
50050,5050,Indianapolis and Marion County Public Transportation,Indianapolis,IN,33,"Indianapolis, IN",706,"1,487,483",396,"928,281"
50051,5051,Greater Lafayette Public Transportation Corporation,Lafayette,IN,223,"Lafayette, IN",64,"147,725",74,"134,333"
50052,5052,South Bend Public Transportation Corporation,South Bend,IN,136,"South Bend, IN-MI",161,"278,165",68,"154,346"
50053,5053,Terre Haute Transit Utility,Terre Haute,IN,316,"Terre Haute, IN",53,"92,742",18,"59,614"
50054,5054,Muncie Indiana Transit System,Muncie,IN,322,"Muncie, IN",47,"90,580",27,"70,085"
50056,5056,Greater Peoria Mass Transit District,Peoria,IL,139,"Peoria, IL",144,"266,921",105,"209,896"
50057,5057,Rock Island County Metropolitan Mass Transit District,Moline ,IL,134,"Davenport, IA-IL",138,"280,051",46,"120,378"
50058,5058,Rockford Mass Transit District,Rockford,IL,127,"Rockford, IL",153,"296,863",155,"227,502"
50059,5059,Springfield Mass Transit District,Springfield,IL,206,"Springfield, IL",92,"161,316",65,"123,682"
50060,5060,Champaign-Urbana Mass Transit District,Urbana,IL,224,"Champaign, IL",47,"145,361",40,"136,828"
