5 digit NTD ID,4 digit NTD ID,Agency,HQ City,HQ State,UZA,UZA Name,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population
50061,5061,Decatur Public Transit System,Decatur,IL,313,"Decatur, IL",59,"93,863",53,"82,155"
50066,5066,Chicago Transit Authority,Chicago,IL,3,"Chicago, IL-IN","2,443","8,608,208",309,"3,272,295"
50088,5088,Shoreline Metro,Sheboygan,WI,388,"Sheboygan, WI",33,"71,313",23,"59,490"
50090,5090,Richland County Transit,Mansfield,OH,372,"Mansfield, OH",50,"75,250",74,"70,556"
50091,5091,Wausau Area Transit System,Wausau,WI,375,"Wausau, WI",47,"74,632",19,"39,302"
50092,5092,City of Rochester Public Transportation,Rochester,MN,288,"Rochester, MN",51,"107,677",51,"104,230"
50093,5093,Lima Allen County Regional Transit Authority,Lima,OH,381,"Lima, OH",52,"72,852",407,"106,094"
50094,5094,WAUKESHA COUNTY TRANSIT SYSTEM,Waukesha,WI,32,"Milwaukee, WI",487,"1,308,913",314,"537,500"
50095,5095,Lorain County Transit,Elyria,OH,191,"Lorain-Elyria, OH",100,"180,956",49,"127,025"
50096,5096,City of Waukesha Transit Commission,Waukesha,WI,35,"Milwaukee, WI",546,"1,376,476",43,"141,642"
50099,5099,Eau Claire Transit,Eau Claire,WI,297,"Eau Claire, WI",69,"102,852",28,"74,601"
50102,5102,Hammond Transit System,Hammond,IN,3,"Chicago, IL-IN","2,123","8,307,904",25,"83,048"
50103,5103,North Township of Lake County Dial-A-Ride,Hammond,IN,3,"Chicago, IL-IN","2,443","8,608,208",51,"162,855"
50104,5104,Northern Indiana Commuter Transportation District,Chesterton,IN,3,"Chicago, IL-IN","2,443","8,608,208","1,970","958,644"
50108,5108,Janesville Transit System,Janesville,WI,396,"Janesville, WI",31,"69,658",28,"63,600"
50109,5109,City of Beloit Transit System,Beloit,WI,432,"Beloit, WI-IL",34,"63,835",16,"35,871"
50110,5110,Bloomington Public Transportation Corporation,Bloomington,IN,286,"Bloomington, IN",45,"108,657",21,"80,405"
50113,5113,Pace - Suburban Bus Division,Arlington Heights,IL,3,"Chicago, IL-IN","2,443","8,608,208","3,519","5,630,238"
50117,5117,Laketran,Grand River,OH,25,"Cleveland, OH",772,"1,780,673",227,"229,230"
50118,5118,Northeast Illinois Regional Commuter Railroad Corporation dba: Metra Rail,Chicago,IL,3,"Chicago, IL-IN","2,443","8,608,208","1,940","7,261,176"
50119,5119,City of Detroit Department of Transportation,Detroit,MI,11,"Detroit, MI","1,337","3,734,090",144,"713,777"
50131,5131,"Opportunity Enterprises, Inc.",Valparaiso,IN,3,"Chicago, IL-IN","2,443","8,608,208",590,"160,105"
50132,5132,Twin Cities Area Transportation Authority,Benton Harbor,MI,443,"Benton Harbor-St. Joseph-Fair Plain, MI",47,"61,022",14,"27,000"
50133,5133,Chippewa Falls General Public Shared-Ride Taxi System,Chippewa Falls,WI,297,"Eau Claire, WI",69,"102,852",11,"13,718"
50138,5138,City of Newark Transit Operations,Newark,OH,369,"Newark, OH",42,"76,068",32,"57,883"
50141,5141,Detroit Transportation Corporation,Detroit,MI,11,"Detroit, MI","1,337","3,734,090",3,"92,477"
50143,5143,Brunswick Transit Alternative,Brunswick,OH,25,"Cleveland, OH",772,"1,780,673",37,"46,638"
50145,5145,City of Kokomo,Kokomo,IN,437,"Kokomo, IN",36,"62,182",80,"56,842"
50146,5146,Madison County Transit District,Granite City,IL,20,"St. Louis, MO-IL",924,"2,150,706",189,"232,298"
50147,5147,City of Holland Macatawa Area Express,Holland,MI,278,"Holland, MI",,,,
50148,5148,Blue Water Area Transportation Commission,Port Huron,MI,336,"Port Huron, MI",60,"87,106",700,"159,587"
50149,5149,Michiana Area Council of Governments,South Bend,IN,227,"Elkhart, IN-MI",92,"143,592",90,"142,692"
50154,5154,Metropolitan Council,St. Paul,MN,16,"Minneapolis-St. Paul, MN-WI","1,022","2,650,890","2,975","2,849,712"
50155,5155,Metro Mobility,St. Paul,MN,16,"Minneapolis-St. Paul, MN-WI","1,022","2,650,890","1,111","2,314,701"
50157,5157,Butler County Regional Transit Authority,Hamilton,OH,30,"Cincinnati, OH-KY-IN",788,"1,624,827",53,"368,130"
50158,5158,University of Michigan Parking and Transportation Services,Ann Arbor,MI,125,"Ann Arbor, MI",160,"306,022",12,"66,641"
50159,5159,River Valley Metro Mass Transit District,Bourbonnais,IL,350,"Kankakee, IL",37,"81,926",27,"66,386"
50160,5160,Washington County Transit,West Bend,WI,35,"Milwaukee, WI",546,"1,376,476",435,"134,137"
50161,5161,Ozaukee County Transit Services,Port Washington,WI,35,"Milwaukee, WI",546,"1,376,476",235,"86,389"
50163,5163,Licking County Transit Board,Newark,OH,369,"Newark, OH",42,"76,068",683,"166,492"
50164,5R05-082,Sandusky Transit System,Sandusky,OH,0,Non-UZA,,0,28,"45,144"
50165,5165,Greene County Transit Board,Xenia,OH,59,"Dayton, OH",351,"724,091",425,"147,886"
50166,5166,Clermont Transportation Connection,Batavia,OH,30,"Cincinnati, OH-KY-IN",788,"1,624,827",452,"203,022"
50167,5167,"South Lake County Community Services, Inc.",Crown Point,IN,3,"Chicago, IL-IN","2,443","8,608,208",550,"220,752"
50168,5168,Clinton Area Transit System,St. Johns,MI,105,"Lansing, MI",137,"300,032",576,"74,753"
50169,5169,Miami County Public Transit,Troy,OH,59,"Dayton, OH",351,"724,091",410,"101,256"
50171,5171,Fond du Lac Area Transit,Fond du Lac,WI,468,"Fond du Lac, WI",29,"54,901",19,"49,167"
50174,5174,City of Danville/Danville Mass Transit,Danville,IL,492,"Danville, IL-IN",30,"50,996",34,"88,517"
50175,5175,Niles Trumbull Transit,Niles,OH,97,"Youngstown, OH-PA",241,"387,550",625,"210,312"
50176,5176,City of DeKalb,DeKalb,IL,404,"DeKalb, IL",26,"68,545",26,"68,545"
50179,5179,"Porter County Aging and Community Services, Inc.",Valparaiso,IN,3,"Chicago, IL-IN","2,443","8,608,208",522,"164,343"
50180,5180,Livingston Essential Transportation Service,Howell,MI,262,"South Lyon-Howell, MI",103,"119,509",568,"188,806"
50181,5181,City of Grand Haven Harbor Transit,Grand Haven,MI,207,"Muskegon, MI",112,"161,280",11,"16,722"
50182,5182,"Pace-Suburban Bus Division, ADA Paratransit Services",Arlington Heights,IL,3,"Chicago, IL-IN","2,443","8,608,208","1,333","6,632,399"
50183,5183,City of Valparaiso,Valparaiso,IN,3,"Chicago, IL-IN","2,443","8,608,208",16,"31,730"
50184,5184,Macatawa Area Express Transportation Authority,Holland,MI,299,"Holland, MI",59,"99,941",42,"71,572"
50186,5186,Lawrence County Port Authority,Ironton,OH,178,"Huntington, WV-KY-OH",130,"202,637",67,"113,532"
50189,5189,Michigan Department of Transportation,Lansing,MI,11,"Detroit, MI","1,337","3,734,090","97,990","10,003,422"
50190,5190,City of Chicago Department of Transportation,Chicago,IL,3,"Chicago, IL-IN","2,443","8,608,208",2,"2,853,114"
50191,5191,Mid-Ohio Regional Planning Commission,Columbus,OH,36,"Columbus, OH",510,"1,368,035",518,"2,253,450"
50192,5192,NWI Regional Bus Authority,Portage,IN,3,"Chicago, IL-IN","2,443","8,608,208",44,"142,459"
50193,5193,"VRide, Inc. - Michigan",Farmington Hills,MI,11,"Detroit, MI","1,337","3,734,090","2,544","10,003,422"
50197,5197,Trumbull County Transit Board,Warren,OH,97,"Youngstown, OH-PA",241,"387,550",625,"210,312"
50198,5198,Medina County Public Transit,Medina,OH,25,"Cleveland, OH",772,"1,780,673",425,"174,091"
50199,5199,Delaware County Transit Board,Delaware,OH,36,"Columbus, OH",510,"1,368,035",459,"184,979"
50204,5204,Jackson County Mass Transit District,Carbondale,IL,408,"Carbondale, IL",49,"67,821",584,"59,677"
50209,5209,Central Indiana Regional Transportation Authority ,Indianapolis,IN,33,"Indianapolis, IN",706,"1,487,483","3,906","2,053,107"
50211,5211,Rides Mass Transit District,Harrisburg,IL,408,"Carbondale, IL",49,"67,821","7,379","306,981"
50213,5213,M-1 Rail,Detroit,MI,11,"Detroit, MI","1,337","3,734,090",,
50515,5218,University of Minnesota Transit,Minneapolis,MN,16,"Minneapolis-St. Paul, MN-WI","1,022","2,650,890",5,"65,425"
50516,5219,City of Plymouth,City of Plymouth,MN,16,"Minneapolis-St. Paul, MN-WI","1,022","2,650,890",35,"74,592"
50517,5220,City of Maple Grove,Maple Grove,MN,16,"Minneapolis-St. Paul, MN-WI","1,022","2,650,890",36,"69,249"
50518,5221,SouthWest Transit,Eden Prairie,MN,16,"Minneapolis-St. Paul, MN-WI","1,022","2,650,890",81,"112,518"
50519,5222,Minnesota Valley Transit Authority,Burnsville,MN,16,"Minneapolis-St. Paul, MN-WI","1,022","2,650,890",139,"288,219"
50521,,Chicago Water Taxi (Wendella),Chicago,IL,3,"Chicago, IL-IN","2,443","8,608,208",89,"69,764"
50522,,Lake Erie Transit,Monroe,MI,11,"Detroit, MI","1,337","3,734,090",153,"91,876"
60001,6001,Amarillo City Transit,Amarillo,TX,182,"Amarillo, TX",81,"196,651",74,"190,695"
60006,6006,Mass Transit Department - City of El Paso,El Paso,TX,53,"El Paso, TX-NM",251,"803,086",251,"803,086"
60007,6007,Fort Worth Transportation Authority,Fort Worth,TX,6,"Dallas-Fort Worth-Arlington, TX","1,779","5,121,892",350,"824,984"
60008,6008,"Metropolitan Transit Authority of Harris County, Texas",Houston,TX,7,"Houston, TX","1,660","4,944,332","1,306","4,298,000"
60009,6009,"Laredo Transit Management, Inc.",Laredo,TX,157,"Laredo, TX",66,"235,730",59,"236,091"
60010,6010,"City Transit Management Company, Inc.",Lubbock,TX,155,"Lubbock, TX",96,"237,356",50,"160,250"
60011,6011,VIA Metropolitan Transit,San Antonio,TX,26,"San Antonio, TX",597,"1,758,210","1,213","1,825,502"
60012,6012,"Waco Transit System, Inc.",Waco,TX,196,"Waco, TX",90,"172,378",99,"173,192"
60013,6013,Port Arthur Transit,Port Arthur,TX,215,"Port Arthur, TX",106,"153,150",39,"57,755"
60014,6014,City of Brownsville - Brownsville Metro,Brownsville,TX,164,"Brownsville, TX",82,"217,585",164,"181,860"
60015,6015,Island Transit,Galveston,TX,0,Texas Non-UZA,0,0,32,"47,743"
60016,6016,Beaumont Municipal Transit System,Beaumont,TX,222,"Beaumont, TX",92,"147,922",41,"82,731"
60017,6017,Central Oklahoma Transportation and Parking Authority,Oklahoma City,OK,51,"Oklahoma City, OK",411,"861,505",244,"650,221"
60018,6018,Metropolitan Tulsa Transit Authority,Tulsa,OK,62,"Tulsa, OK",336,"655,479",257,"519,664"
60019,6019,City of Albuquerque Transit Department,Albuquerque,NM,56,"Albuquerque, NM",251,"741,318",235,"661,629"
60020,6020,Louisiana Department of Transportation & Development,Baton Rouge,LA,49,"New Orleans, LA",251,"899,703",251,"899,703"
60022,6022,Capital Area Transit System,Baton Rouge,LA,68,"Baton Rouge, LA",367,"594,309",211,"367,124"
60024,6024,Shreveport Area Transit System,Shreveport,LA,126,"Shreveport, LA",185,"298,317",61,"275,213"
60025,6025,City of Alexandria,Alexandria,LA,346,"Alexandria, LA",66,"82,804",28,"62,924"
60026,6026,City of Monroe Transit System,Monroe,LA,272,"Monroe, LA",82,"116,533",31,"49,601"
60032,6032,New Orleans Regional Transit Authority,New Orleans,LA,49,"New Orleans, LA",251,"899,703",75,"369,250"
60033,6033,Central Arkansas Transit Authority,North Little Rock,AR,88,"Little Rock, AR",258,"431,388",100,"165,255"
60037,6037,City of San Angelo,San Angelo,TX,300,"San Angelo, TX",46,"87,969",46,"87,969"
60038,6038,Lafayette Transit System,Lafayette,LA,148,"Lafayette, LA",179,"252,720",49,"221,578"
60040,6040,CityLink Transit,Abilene,TX,282,"Abilene, TX",55,"110,421",110,"120,099"
60041,6041,Handitran Special Transit Division - City of Arlington,Arlington,TX,6,"Dallas-Fort Worth-Arlington, TX","1,779","5,121,892",199,"383,204"
60048,6048,Capital Metropolitan Transportation Authority,Austin,TX,37,"Austin, TX",523,"1,362,416",535,"1,163,204"
60049,6049,Las Cruces Area Transit,Las Cruces,NM,250,"Las Cruces, NM",65,"128,600",55,"107,419"
60051,6051,Corpus Christi Regional Transportation Authority,Corpus Christi,TX,116,"Corpus Christi, TX",120,"320,069",841,"348,892"
60053,6053,Texoma Council of Governments Transportation Department,Sherman,TX,407,"Sherman, TX",,,,
60056,6056,Dallas Area Rapid Transit,Dallas,TX,6,"Dallas-Fort Worth-Arlington, TX","1,779","5,121,892",698,"2,380,530"
60059,6059,Brazos Transit District,Bryan,TX,197,"College Station-Bryan, TX",71,"171,345",74,"132,500"
60062,6062,"University of Arkansas, Fayetteville",Fayetteville,AR,129,"Fayetteville-Springdale-Rogers, AR-MO",188,"295,083",18,"80,621"
60068,6068,City of Grand Prairie Transportation Services Department,Grand Prairie,TX,6,"Dallas-Fort Worth-Arlington, TX","1,779","5,121,892",81,"190,682"
60070,6070,City of Mesquite,Mesquite,TX,6,"Dallas-Fort Worth-Arlington, TX","1,779","5,121,892",,
60072,6072,Ozark Regional Transit,Springdale,AR,129,"Fayetteville-Springdale-Rogers, AR-MO",188,"295,083","3,253","467,570"
60077,6077,Santa Fe Trails - City of Santa Fe,Santa Fe,NM,326,"Santa Fe, NM",53,"89,284",41,"67,947"
60080,6080,Terrebonne Parish Consolidated Government,Houma,LA,226,"Houma, LA",91,"144,875",57,"82,803"
60082,6082,The Gulf Coast Center,Texas City,TX,293,"Texas City, TX",76,"106,383","1,792","557,437"
60084,6084,"Ft.Worth - vRide, Inc.",Arlington,TX,6,"Dallas-Fort Worth-Arlington, TX","1,779","5,121,892",294,"504,350"
60085,6085,"Houston - VPSI, Inc.",Houston,TX,10,"Houston, TX","1,295","3,822,509","1,178","2,901,851"
60086,6086,Fort Smith Transit,Fort Smith,AR,257,"Fort Smith, AR-OK",71,"122,947",65,"86,209"
60088,6088,Jefferson Parish Department of Transit Administration,Gretna,LA,49,"New Orleans, LA",251,"899,703",94,"431,019"
60090,6090,Lower Rio Grande Valley Development Council,Weslaco,TX,57,"McAllen, TX",358,"728,825","4,645","1,162,453"
60091,6091,Hill Country Transit District,San Saba,TX,163,"Killeen, TX",85,"217,630","8,426","395,300"
60092,6092,ATC / Vancom,Dallas,TX,6,"Dallas-Fort Worth-Arlington, TX",,,,
60093,6093,Texarkana Urban Transit District,Texarkana,TX,365,"Texarkana-Texarkana, TX-AR",64,"78,162",36,"76,027"
60094,6094,The Lawton Area Transit System,Lawton,OK,312,"Lawton, OK",44,"94,457",42,"70,177"
60095,6095,Golden Crescent Regional Planning Commission,Victoria,TX,434,"Victoria, TX",29,"63,683",30,"60,603"
60096,6096,Cleveland Area Rapid Transit, Norman,OK,296,"Norman, OK",45,"103,898",178,"96,782"
60097,6097,Midland-Odessa Urban Transit District,Midland,TX,252,"Odessa, TX",59,"126,405",37,"99,940"
60099,6099,City of McAllen - McAllen Express Transit,McAllen,TX,57,"McAllen, TX",358,"728,825",49,"129,877"
60101,6101,Denton County Transportation Authority,Lewisville,TX,104,"Denton-Lewisville, TX",145,"366,174",157,"241,750"
60102,6102,Concho Valley Transit District,San Angelo,TX,315,"San Angelo, TX",47,"92,984","15,355","158,745"
60103,6103,Fort Bend County Public Transportation,Sugar Land,TX,7,"Houston, TX","1,660","4,944,332",861,"685,345"
60104,6104,Jonesboro Economical Transportation System,Jonesboro,AR,420,"Jonesboro, AR",47,"65,419",39,"51,804"
60107,6107,"Texoma Area Paratransit System, Inc",Sherman,TX,438,"Sherman, TX",36,"61,900","5,754","285,394"
60108,6108,"Harris County Community Services Department, Office of Transit Services",Houston,TX,7,"Houston, TX","1,660","4,944,332","1,703","4,356,362"
60110,6110,Collin County Committee on Aging,McKinney,TX,198,"McKinney, TX",74,"170,030",20,"121,211"
60111,6111,Rio Metro Regional Transit District,Albuquerque,NM,56,"Albuquerque, NM",251,"741,318",915,"929,543"
60113,6113,City of Cleburne,Cleburne,TX,6,"Dallas-Fort Worth-Arlington, TX","1,779","5,121,892",725,"163,274"
60114,6114,STAR Transit,Terrell,TX,6,"Dallas-Fort Worth-Arlington, TX","1,779","5,121,892",981,"391,443"
60115,6115,Public Transit Services,Mineral Wells,TX,6,"Dallas-Fort Worth-Arlington, TX","1,779","5,121,892","1,855","157,494"
60116,6116,Special Programs for Aging Needs,Denton,TX,104,"Denton-Lewisville, TX",145,"366,174",878,"806,180"
60124,6124,"vRide, Inc. - El Paso",El Paso,TX,53,"El Paso, TX-NM",,,,
60127,6127,Plaquemines Parish Government,Belle Chasse,LA,49,"New Orleans, LA",251,"899,703",4,"23,628"
60130,6130,Alamo Area Council of Governments,San Antonio ,TX,26,"San Antonio, TX",597,"1,758,210","10,185","534,238"
60133,6133,McKinney Avenue Transit Authority,Dallas,TX,6,"Dallas-Fort Worth-Arlington, TX","1,779","5,121,892",5,"18,911"
60134,6134,The Woodlands Township,The Woodlands,TX,154,"Conroe-The Woodlands, TX",133,"239,938",454,"604,068"
60269,,Texas State University,San Marcos,TX,479,"San Marcos, TX",27,"52,826",27,"48,644"
70001,7001,StarTran,Lincoln,NE,145,"Lincoln, NE",88,"258,719",93,"272,996"
70002,7002,Transit Authority of Omaha,Omaha,NE,58,"Omaha, NE-IA",271,"725,008",178,"561,920"
70003,7003,City Utilities of Springfield,Springfield,MO,138,"Springfield, MO",142,"273,724",95,"189,257"
70005,7005,Kansas City Area Transportation Authority,Kansas City,MO,31,"Kansas City, MO-KS",678,"1,519,417",456,"788,748"
70006,7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",St. Louis,MO,20,"St. Louis, MO-IL",924,"2,150,706",558,"1,566,004"
70007,7007,Bettendorf Transit System,Bettendorf,IA,134,"Davenport, IA-IL",138,"280,051",22,"33,217"
70008,7008,Cedar Rapids Transit,Cedar Rapids,IA,193,"Cedar Rapids, IA",83,"177,844",78,"158,890"
70009,7009,Davenport Public Transit,Davenport,IA,134,"Davenport, IA-IL",138,"280,051",26,"99,685"
70010,7010,Des Moines Area Regional Transit Authority,Des Moines,IA,85,"Des Moines, IA",201,"450,070",163,"374,910"
70011,7011,City of Dubuque,Dubuque,IA,409,"Dubuque, IA-IL",34,"67,818",26,"60,140"
70012,7012,Sioux City Transit System,Sioux City,IA,292,"Sioux City, IA-NE-SD",54,"106,494",53,"122,128"
70013,7013,Metropolitan Transit Authority of Black Hawk County,Waterloo,IA,278,"Waterloo, IA",62,"113,418",51,"108,519"
70014,7014,Topeka Metropolitan Transit Authority,Topeka,KS,217,"Topeka, KS",80,"150,003",58,"127,473"
70015,7015,Wichita Transit,Wichita,KS,83,"Wichita, KS",215,"472,870",159,"382,386"
70016,7016,City of Columbia,Columbia,MO,255,"Columbia, MO",62,"124,748",65,"121,351"
70018,7018,Iowa City Transit,Iowa City,IA,290,"Iowa City, IA",46,"106,621",25,"74,220"
70019,7019,University of Iowa,Iowa City,IA,290,"Iowa City, IA",46,"106,621",30,"71,372"
70030,7030,Coralville Transit System,Coralville,IA,290,"Iowa City, IA",46,"106,621",12,"20,092"
70032,7032,St. Joseph Transit,St. Joseph,MO,354,"St. Joseph, MO-KS",42,"81,176",39,"78,004"
70033,7033,City of Lawrence - Lawrence Transit System,Lawrence,KS,318,"Lawrence, KS",23,"79,647",30,"90,000"
70035,7035,"Johnson County Kansas, aka: Johnson County Transit",Olathe,KS,31,"Kansas City, MO-KS",678,"1,519,417",140,"399,037"
70036,7036,Missouri State University,Springfield,MO,140,"Springfield, MO",114,"215,004",8,"18,732"
70041,7041,Ames Transit Agency dba CyRide,Ames,IA,445,"Ames, IA",23,"60,438",15,"58,100"
70043,7043,City of Jefferson,Jefferson City,MO,452,"Jefferson City, MO",40,"58,533",38,"43,186"
70044,7044,Parking & Transit Department,Lawrence,KS,332,"Lawrence, KS",30,"88,053",15,"87,643"
70045,7045,Johnson County SEATS,Iowa City,IA,290,"Iowa City, IA",46,"106,621",614,"130,882"
70047,7047,Unified Government Transit Department,Kansas City,KS,31,"Kansas City, MO-KS",678,"1,519,417",156,"155,085"
70048,7048,City of Lawrence,Lawrence,KS,332,"Lawrence, KS",30,"88,053",29,"92,084"
70049,7049,River Bend Transit,Davenport,IA,134,"Davenport, IA-IL",138,"280,051","2,172","539,775"
70271,,"Kansas City, City of Missouri",Kansas City,MO,31,"Kansas City, MO-KS",678,"1,519,417",,
80001,8001,Utah Transit Authority,Salt Lake City,UT,42,"Salt Lake City-West Valley City, UT",278,"1,021,243",737,"1,883,504"
80002,8002,Su Tran LLC dba: Sioux Area Metro,Sioux Falls,SD,212,"Sioux Falls, SD",64,"156,777",51,"130,390"
80003,8003,"City of Fargo, DBA:  Metropolitan Area Transit",Fargo,ND,194,"Fargo, ND-MN",70,"176,676",45,"134,149"
80004,8004,Billings Metropolitan Transit,Billings,MT,273,"Billings, MT",53,"114,773",34,"109,869"
80005,8005,Mountain Metropolitan Transit,Colorado Springs,CO,73,"Colorado Springs, CO",188,"559,409",257,"527,294"
80006,8006,Denver Regional Transportation District,Denver,CO,18,"Denver-Aurora, CO",668,"2,374,203","2,342","2,920,000"
80007,8007,Pueblo Transit System,Pueblo,CO,236,"Pueblo, CO",74,"136,550",39,"108,249"
80008,8008,Cities Area Transit,Grand Forks,ND,440,"Grand Forks, ND-MN",24,"61,270",26,"61,298"
80009,8009,Missoula Urban Transportation District,Missoula,MT,348,"Missoula, MT",45,"82,157",70,"72,087"
80010,8010,City of Greeley - Transit Services,Greeley,CO,264,"Greeley, CO",41,"117,825",33,"119,069"
80011,8011,Transfort,Fort Collins,CO,141,"Fort Collins, CO",110,"264,465",54,"143,986"
80012,8012,Great Falls Transit District,Great Falls,MT,422,"Great Falls, MT",31,"65,207",20,"64,010"
80013,8013,City of Casper,Casper,WY,424,"Casper, WY",30,"64,548",93,"57,561"
80014,8014,Rapid Transit System,Rapid City,SD,352,"Rapid City, SD",42,"81,251",42,"67,956"
80016,8016,Mesa County,Grand Junction,CO,251,"Grand Junction, CO",79,"128,124",66,"101,846"
80019,8019,Bis-Man Transit Board,Bismarck,ND,349,"Bismarck, ND",39,"81,955",137,"94,719"
80020,8020,The City of Cheyenne Transit Program,Cheyenne,WY,377,"Cheyenne, WY",35,"73,588",18,"59,466"
80021,8021,"City of Logan, dba: The Logan Transit District",Logan,UT,318,"Logan, UT",38,"76,187",33,"73,453"
80025,8025,City of Loveland Transit,Loveland,CO,141,"Fort Collins, CO",110,"264,465",26,"66,859"
80028,8028,Cache Valley Transit District,Logan,UT,311,"Logan, UT",44,"94,983",33,"95,500"
80106,8106,North Front Range Metropolitan Planning Organization,Fort Collins,CO,141,"Fort Collins, CO",110,"264,465",56,"143,986"
80107,8107,The University of Montana - ASUM Transportation,Missoula,MT,348,"Missoula, MT",45,"82,157",10,"40,948"
80108,8108,Denver Regional Council of Governments,Denver,CO,21,"Denver-Aurora, CO",499,"1,984,889",717,"2,803,394"
80109,8109,"vRide, Inc. - Denver",Denver,CO,18,"Denver-Aurora, CO",668,"2,374,203",668,"2,803,394"
90001,9001,Regional Transportation Commission of Washoe County,Reno,NV,94,"Reno, NV-CA",164,"392,141",136,"313,150"
90002,9002,City and County of Honolulu Department of Transportation Services,Honolulu,HI,54,"Urban Honolulu, HI",170,"802,459",277,"953,207"
90003,9003,San Francisco Bay Area Rapid Transit District,Oakland,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",93,"833,762"
90004,9004,Golden Empire Transit District,Bakersfield,CA,79,"Bakersfield, CA",138,"523,994",111,"495,019"
90006,9006,Santa Cruz Metropolitan Transit District,Santa Cruz,CA,204,"Santa Cruz, CA",58,"163,703",446,"274,146"
90007,9007,Modesto Area Express,Modesto,CA,105,"Modesto, CA",92,"358,172",59,"253,607"
90008,9008,Santa Monica's Big Blue Bus,Santa Monica,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",59,"855,918"
90009,9009,San Mateo County Transit District,San Carlos,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",97,"737,100"
90010,9010,Torrance Transit System,Torrance,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",103,"606,847"
90012,9012,San Joaquin Regional Transit District,Stockton,CA,102,"Stockton, CA",93,"370,583","1,426","729,753"
90013,9013,Santa Clara Valley Transportation Authority,San Jose,CA,29,"San Jose, CA",286,"1,664,496",346,"1,938,180"
90014,9014,Alameda-Contra Costa Transit District,Oakland,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",364,"1,425,275"
90015,9015,San Francisco Municipal Railway,San Francisco,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",49,"874,228"
90016,9016,"Golden Gate Bridge, Highway and Transportation District",San Francisco,CA,13,"San Francisco-Oakland, CA",524,"3,281,212",145,"887,386"
90017,9017,City of Santa Rosa,Santa Rosa,CA,123,"Santa Rosa, CA",98,"308,231",51,"174,972"
90019,9019,Sacramento Regional Transit District,Sacramento,CA,28,"Sacramento, CA",471,"1,723,634",226,"1,031,946"
90020,9020,Santa Barbara Metropolitan Transit District,Santa Barbara,CA,184,"Santa Barbara, CA",56,"195,861",52,"199,668"
90022,9022,Norwalk Transit System,Norwalk,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",37,"637,365"
90023,9023,Long Beach Transit,Long Beach,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",98,"796,609"
90024,9024,City of La Mirada Transit,La Mirada,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",8,"49,527"
90026,9026,San Diego Metropolitan Transit System,San Diego,CA,15,"San Diego, CA",732,"2,956,746",720,"2,462,707"
90027,9027,Fresno Area Express,Fresno,CA,63,"Fresno, CA",171,"654,628",133,"515,609"
90028,9028,City of Vallejo Transportation Program,Vallejo,CA,203,"Vallejo, CA",42,"165,074",48,"210,000"
90029,9029,Omnitrans,San Bernardino,CA,22,"Riverside-San Bernardino, CA",545,"1,932,666",466,"1,487,235"
90030,9030,North County Transit District,Oceanside,CA,15,"San Diego, CA",732,"2,956,746",403,"849,420"
90031,9031,Riverside Transit Agency,Riverside,CA,22,"Riverside-San Bernardino, CA",545,"1,932,666","2,725","2,018,724"
90032,9032,City of Phoenix Public Transit Department dba Valley Metro,Phoenix,AZ,12,"Phoenix-Mesa, AZ","1,147","3,629,114",462,"1,984,490"
90033,9033,City of Tucson,Tucson   ,AZ,52,"Tucson, AZ",353,"843,168",239,"636,499"
90034,9034,City of Glendale Transit,Glendale,AZ,12,"Phoenix-Mesa, AZ","1,147","3,629,114",59,"226,721"
90035,9035,Gold Coast Transit,Oxnard,CA,103,"Oxnard, CA",84,"367,260",84,"367,260"
90036,9036,Orange County Transportation Authority,Orange,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",435,"2,856,307"
90039,9039,Culver City Municipal Bus Lines,Culver City,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",33,"341,718"
90041,9041,Montebello Bus Lines,Montebello,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",151,"315,074"
90042,9042,City of Gardena Transportation Department,Gardena,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",40,"463,968"
90043,9043,City of Commerce Municipal Buslines,Commerce,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",11,"12,997"
90044,9044,City of Arcadia Transit,Arcadia,CA,2,"Los Angeles-Long Beach-Anaheim, CA","1,736","12,150,996",11,"56,364"
90045,9045,Regional Transportation Commission of Southern Nevada,Las Vegas,NV,23,"Las Vegas-Henderson, NV",417,"1,886,011",280,"2,008,655"
90050,9050,Simi Valley Transit,Simi Valley,CA,254,"Simi Valley, CA",31,"125,206",47,"126,788"
